	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_15_CR024_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_4_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_4_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_4_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_4_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_4_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0002_4_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_15_CR024_BAREFOOT_GAIT0006_3_CINE_E&D.c3d
7	0.09094	0.07069	-0.01631	0.04930	-0.06131	0.05241	0.15765	0.06198	-0.01218	0.05278	-0.06068	0.02964	0.11278	-0.04268	-0.12129	0.12019	-0.04712	-0.06539	0.10639	-0.01616	-0.09349	0.12006	-0.00490	-0.00537	0.13406	0.04172	0.01129	0.17255	0.07303	0.00959	0.19535	-0.01785	-0.05700	0.10350	-0.02276	-0.10727	0.16294	-0.00980	-0.08767	-0.01161	-0.05605	-0.08647	0.16186	0.01563	-0.03382	0.12136	-0.00692	0.00110	0.04862	-0.08973	-0.09512	-0.03270	-0.06993	-0.10038	0.07536	0.01041	-0.04015	0.00560	-0.09245	-0.10758	0.25849	0.01983	-0.04005	0.20914	0.01702	-0.03383	0.18421	0.03745	-0.08185	0.07410	-0.06477	-0.12307	0.22730	0.08393	-0.03795	0.12744	0.04086	-0.01294	0.20962	-0.03922	-0.08262	0.05969	-0.01298	-0.03277	0.12782	-0.10480	-0.10119
8	0.15011	0.07975	-0.00556	0.06068	-0.07102	0.05859	0.21953	0.07102	0.01202	0.05642	-0.06673	0.03447	0.17083	-0.04158	-0.13916	0.19183	-0.02490	-0.07518	0.17079	-0.00993	-0.10622	0.18543	0.01893	0.00216	0.20089	0.06324	0.00923	0.23449	0.10644	0.01133	0.26180	0.01001	-0.06323	0.15714	-0.00723	-0.12426	0.21052	0.00750	-0.10071	0.03410	-0.05996	-0.09953	0.22574	0.03133	-0.03566	0.19500	-0.00139	-0.00050	0.09596	-0.08682	-0.10575	0.01318	-0.07326	-0.11581	0.12022	0.01953	-0.04636	0.06483	-0.09549	-0.12089	0.34570	0.06054	-0.04296	0.29680	0.05680	-0.03783	0.21401	0.06795	-0.08743	0.13031	-0.05529	-0.13786	0.28787	0.11357	-0.04349	0.17444	0.05418	-0.02124	0.29410	0.00098	-0.08908	0.10863	-0.00879	-0.04047	0.20117	-0.07434	-0.11312
9	0.20292	0.08358	0.01372	0.07283	-0.08226	0.06377	0.28541	0.08040	0.04238	0.05996	-0.07249	0.03916	0.21594	-0.03140	-0.15622	0.25371	0.00323	-0.08611	0.22225	0.00613	-0.11996	0.25668	0.04458	0.01029	0.26299	0.09413	0.00417	0.29401	0.14644	0.01099	0.32802	0.04475	-0.06977	0.20578	0.01490	-0.14154	0.26535	0.03391	-0.11190	0.08632	-0.05493	-0.11261	0.28769	0.05139	-0.03583	0.25540	0.01449	-0.00602	0.15565	-0.07400	-0.11473	0.06751	-0.06984	-0.13192	0.16779	0.02630	-0.05371	0.11653	-0.09025	-0.13390	0.42848	0.10847	-0.04607	0.36317	0.10681	-0.04501	0.25887	0.10201	-0.09199	0.17265	-0.03671	-0.15571	0.35851	0.14643	-0.05040	0.22061	0.07432	-0.03213	0.38457	0.05136	-0.09510	0.15481	0.00423	-0.04958	0.27961	-0.02982	-0.12453
10	0.24449	0.08625	0.03930	0.08389	-0.09626	0.06802	0.34960	0.08619	0.07462	0.06323	-0.07863	0.04336	0.24318	-0.01399	-0.17352	0.30339	0.03287	-0.09738	0.25670	0.03023	-0.13761	0.32241	0.07054	0.01675	0.31724	0.13065	-0.00499	0.34381	0.18678	0.00669	0.39075	0.08068	-0.07593	0.24466	0.04008	-0.15967	0.32565	0.06727	-0.12122	0.13156	-0.04018	-0.12728	0.34863	0.07650	-0.03607	0.29965	0.04049	-0.01622	0.22307	-0.05104	-0.12360	0.12057	-0.05957	-0.14946	0.22157	0.03160	-0.06320	0.14972	-0.07770	-0.14859	0.50048	0.15732	-0.04873	0.41417	0.16281	-0.05541	0.31014	0.13127	-0.09835	0.20270	-0.01222	-0.17752	0.43175	0.17838	-0.05953	0.26382	0.09875	-0.04669	0.46404	0.10032	-0.10124	0.19053	0.02473	-0.06117	0.35330	0.01978	-0.13508
11	0.27736	0.09229	0.06679	0.09266	-0.11289	0.07153	0.40785	0.08849	0.10357	0.06514	-0.08471	0.04661	0.25983	0.00678	-0.19054	0.34715	0.05937	-0.10724	0.27997	0.05635	-0.16059	0.37354	0.09499	0.02032	0.36536	0.16785	-0.01784	0.38317	0.22123	-0.00190	0.44750	0.11184	-0.08014	0.27455	0.06379	-0.17834	0.38435	0.10135	-0.12833	0.16248	-0.01859	-0.14456	0.40942	0.10434	-0.03774	0.33588	0.07285	-0.02997	0.28782	-0.02179	-0.13296	0.16438	-0.04436	-0.16869	0.28348	0.03565	-0.07517	0.16710	-0.06074	-0.16571	0.56302	0.20067	-0.04900	0.46376	0.21834	-0.06710	0.35435	0.14853	-0.10723	0.23005	0.01322	-0.20171	0.49982	0.20428	-0.07025	0.30311	0.12274	-0.06508	0.52517	0.13818	-0.10604	0.21601	0.04875	-0.07547	0.41860	0.06546	-0.14273
12	0.30809	0.10154	0.09156	0.09867	-0.13045	0.07451	0.45918	0.09017	0.12510	0.06539	-0.08923	0.04869	0.27804	0.02661	-0.20526	0.39125	0.07993	-0.11357	0.30228	0.07805	-0.18765	0.41099	0.11553	0.02109	0.41113	0.20165	-0.03227	0.41562	0.24532	-0.01336	0.49771	0.13459	-0.08057	0.29998	0.08183	-0.19636	0.43496	0.12926	-0.13241	0.18437	0.00459	-0.16426	0.46747	0.13008	-0.04079	0.37452	0.10603	-0.04455	0.34361	0.00782	-0.14203	0.19874	-0.02691	-0.18901	0.34860	0.03779	-0.08850	0.18100	-0.04290	-0.18429	0.62168	0.23404	-0.04465	0.51984	0.26673	-0.07715	0.38611	0.15106	-0.11721	0.26358	0.03585	-0.22450	0.55932	0.22002	-0.08055	0.33853	0.14168	-0.08592	0.57186	0.16038	-0.10676	0.23756	0.07173	-0.09131	0.47658	0.10067	-0.14479
13	0.34105	0.11045	0.11043	0.10211	-0.14626	0.07714	0.50430	0.09283	0.13745	0.06458	-0.09034	0.04996	0.30398	0.04239	-0.21522	0.43729	0.09434	-0.11451	0.33008	0.09171	-0.21510	0.44339	0.12934	0.02038	0.45630	0.22946	-0.04526	0.44359	0.25697	-0.02507	0.54145	0.14840	-0.07602	0.32467	0.09145	-0.21201	0.47596	0.14702	-0.13246	0.20804	0.02456	-0.18475	0.51922	0.14916	-0.04346	0.41939	0.13486	-0.05658	0.39229	0.03280	-0.14900	0.22920	-0.00975	-0.20876	0.40847	0.03794	-0.10070	0.20188	-0.02716	-0.20199	0.67965	0.25621	-0.03451	0.57918	0.30385	-0.08285	0.40885	0.14068	-0.12589	0.30487	0.05412	-0.24098	0.61018	0.22431	-0.08790	0.37051	0.15294	-0.10648	0.60873	0.16688	-0.10084	0.26201	0.09024	-0.10632	0.52608	0.12227	-0.13922
14	0.37511	0.11552	0.12208	0.10340	-0.15757	0.07947	0.54289	0.09508	0.14125	0.06330	-0.08670	0.05116	0.33405	0.05308	-0.21883	0.48216	0.10394	-0.10933	0.36293	0.09697	-0.23807	0.47795	0.13439	0.02030	0.49797	0.24975	-0.05403	0.46547	0.25622	-0.03438	0.57721	0.15446	-0.06644	0.34885	0.09205	-0.22344	0.50897	0.15439	-0.12767	0.23999	0.03860	-0.20338	0.56368	0.16003	-0.04288	0.46592	0.15607	-0.06321	0.43830	0.05115	-0.15194	0.26157	0.00537	-0.22552	0.45800	0.03729	-0.10890	0.23173	-0.01521	-0.21577	0.73363	0.26832	-0.01918	0.63192	0.32865	-0.08323	0.42610	0.12135	-0.13127	0.34735	0.06799	-0.24726	0.65204	0.21873	-0.09025	0.39803	0.15550	-0.12351	0.63407	0.16020	-0.08718	0.29059	0.10201	-0.11773	0.56254	0.13070	-0.12564
15	0.40540	0.11577	0.12688	0.10303	-0.16261	0.08124	0.57300	0.09536	0.13858	0.06201	-0.07810	0.05277	0.36041	0.05960	-0.21596	0.52111	0.11049	-0.09884	0.39560	0.09586	-0.25219	0.51531	0.13068	0.02283	0.53069	0.26183	-0.05705	0.47858	0.24525	-0.03960	0.60266	0.15444	-0.05318	0.36975	0.08495	-0.22930	0.53425	0.15297	-0.11779	0.27831	0.04609	-0.21739	0.60111	0.16413	-0.03640	0.50567	0.16901	-0.06318	0.48290	0.06367	-0.14951	0.29688	0.01728	-0.23670	0.49593	0.03698	-0.11102	0.26509	-0.00715	-0.22305	0.77659	0.27278	-0.00099	0.67079	0.34225	-0.07966	0.43767	0.09757	-0.13267	0.38282	0.07898	-0.24228	0.68237	0.20626	-0.08672	0.41753	0.14951	-0.13428	0.64332	0.14408	-0.06693	0.31806	0.10591	-0.12336	0.58280	0.12886	-0.10594
16	0.42706	0.11303	0.12626	0.10145	-0.16126	0.08182	0.59277	0.09431	0.13202	0.06127	-0.06560	0.05452	0.37767	0.06340	-0.20806	0.55063	0.11544	-0.08510	0.42120	0.09115	-0.25508	0.55127	0.12062	0.02896	0.55017	0.26567	-0.05459	0.48189	0.22757	-0.04072	0.61713	0.15019	-0.03859	0.38349	0.07236	-0.22919	0.54987	0.14470	-0.10323	0.31548	0.04822	-0.22476	0.62987	0.16377	-0.02288	0.53153	0.17481	-0.05735	0.52242	0.07196	-0.14149	0.33064	0.02569	-0.24032	0.52173	0.03705	-0.10614	0.29364	-0.00212	-0.22270	0.80435	0.27277	0.01674	0.69540	0.34671	-0.07510	0.44225	0.07372	-0.13071	0.40739	0.08888	-0.22827	0.69844	0.18991	-0.07785	0.42529	0.13664	-0.13760	0.63657	0.12343	-0.04321	0.33801	0.10245	-0.12267	0.58872	0.12071	-0.08365
17	0.43784	0.10982	0.12192	0.09886	-0.15499	0.08054	0.60218	0.09362	0.12398	0.06139	-0.05111	0.05581	0.38503	0.06523	-0.19761	0.56981	0.11932	-0.07056	0.43448	0.08495	-0.24713	0.58055	0.10817	0.03839	0.55633	0.26187	-0.04876	0.47653	0.20651	-0.03940	0.62223	0.14351	-0.02518	0.38775	0.05680	-0.22380	0.55443	0.13159	-0.08515	0.34405	0.04744	-0.22480	0.64772	0.16104	-0.00333	0.54121	0.17519	-0.04815	0.55136	0.07732	-0.12894	0.35631	0.03133	-0.23578	0.53493	0.03674	-0.09477	0.31151	0.00093	-0.21561	0.81843	0.27116	0.03100	0.70827	0.34349	-0.07248	0.44071	0.05355	-0.12682	0.42231	0.09836	-0.20980	0.70023	0.17221	-0.06551	0.42041	0.11972	-0.13433	0.61997	0.10315	-0.01988	0.34769	0.09316	-0.11717	0.58581	0.11001	-0.06264
18	0.43856	0.10735	0.11519	0.09528	-0.14623	0.07711	0.60302	0.09355	0.11606	0.06195	-0.03669	0.05643	0.38441	0.06494	-0.18710	0.57974	0.12157	-0.05712	0.43446	0.07851	-0.23121	0.59954	0.09731	0.04990	0.55269	0.25152	-0.04273	0.46543	0.18460	-0.03810	0.61998	0.13539	-0.01472	0.38260	0.04037	-0.21461	0.54912	0.11579	-0.06516	0.36034	0.04600	-0.21841	0.65467	0.15754	0.01939	0.53712	0.17179	-0.03842	0.56731	0.08061	-0.11387	0.36988	0.03512	-0.22432	0.53711	0.03540	-0.07870	0.31842	0.00284	-0.20440	0.82226	0.26903	0.04032	0.71094	0.33322	-0.07338	0.43613	0.03930	-0.12245	0.43104	0.10688	-0.19156	0.69098	0.15515	-0.05204	0.40568	0.10171	-0.12699	0.60032	0.08645	-0.00001	0.34832	0.07990	-0.10972	0.57905	0.09913	-0.04586
19	0.43195	0.10517	0.10695	0.09075	-0.13734	0.07187	0.59751	0.09308	0.10889	0.06217	-0.02378	0.05668	0.37814	0.06198	-0.17799	0.58168	0.12104	-0.04540	0.42419	0.07254	-0.21130	0.60759	0.09077	0.06189	0.54322	0.23591	-0.03924	0.45160	0.16323	-0.03885	0.61155	0.12592	-0.00778	0.36996	0.02454	-0.20339	0.53762	0.09945	-0.04495	0.36542	0.04520	-0.20788	0.65350	0.15427	0.04165	0.52337	0.16590	-0.03025	0.57204	0.08215	-0.09848	0.37226	0.03760	-0.20870	0.53211	0.03314	-0.06073	0.31832	0.00404	-0.19226	0.81744	0.26560	0.04516	0.70383	0.31675	-0.07746	0.43087	0.03113	-0.11846	0.43586	0.11324	-0.17633	0.67465	0.13985	-0.03931	0.38591	0.08485	-0.11862	0.58062	0.07434	0.01535	0.34332	0.06452	-0.10320	0.57038	0.08899	-0.03426
20	0.42075	0.10231	0.09773	0.08554	-0.12980	0.06571	0.58721	0.09137	0.10239	0.06148	-0.01287	0.05691	0.36776	0.05605	-0.17043	0.57622	0.11666	-0.03484	0.40795	0.06728	-0.19096	0.60638	0.08944	0.07298	0.52958	0.21620	-0.03949	0.43680	0.14281	-0.04225	0.59830	0.11497	-0.00374	0.35244	0.01016	-0.19155	0.52312	0.08418	-0.02586	0.36360	0.04532	-0.19614	0.64749	0.15148	0.06045	0.50338	0.15862	-0.02427	0.56811	0.08144	-0.08448	0.36802	0.03893	-0.19230	0.52392	0.03042	-0.04372	0.31535	0.00446	-0.18169	0.80417	0.25967	0.04746	0.68768	0.29588	-0.08294	0.42546	0.02767	-0.11486	0.43675	0.11616	-0.16447	0.65345	0.12632	-0.02816	0.36483	0.07016	-0.11157	0.56056	0.06658	0.02709	0.33560	0.04848	-0.09935	0.55929	0.07982	-0.02673
21	0.40688	0.09834	0.08794	0.08023	-0.12387	0.05974	0.57321	0.08824	0.09626	0.05988	-0.00366	0.05716	0.35433	0.04762	-0.16365	0.56465	0.10821	-0.02434	0.38912	0.06258	-0.17241	0.59845	0.09260	0.08242	0.51182	0.19361	-0.04277	0.42210	0.12344	-0.04720	0.58262	0.10317	-0.00127	0.33236	-0.00233	-0.17976	0.50653	0.07068	-0.00852	0.35899	0.04563	-0.18573	0.63811	0.14883	0.07430	0.47973	0.15124	-0.01973	0.55696	0.07760	-0.07254	0.36160	0.03885	-0.17806	0.51480	0.02757	-0.02963	0.31150	0.00372	-0.17378	0.78342	0.25094	0.04962	0.66448	0.27337	-0.08757	0.42024	0.02708	-0.11116	0.43279	0.11509	-0.15460	0.62807	0.11398	-0.01858	0.34424	0.05764	-0.10684	0.53935	0.06257	0.03694	0.32641	0.03271	-0.09817	0.54537	0.07188	-0.02121
22	0.39165	0.09355	0.07811	0.07558	-0.11886	0.05490	0.55671	0.08410	0.09049	0.05789	0.00459	0.05724	0.33911	0.03791	-0.15669	0.54876	0.09663	-0.01286	0.36998	0.05827	-0.15634	0.58585	0.09864	0.08998	0.49038	0.16981	-0.04714	0.40835	0.10551	-0.05157	0.56668	0.09200	0.00102	0.31148	-0.01260	-0.16798	0.48803	0.05906	0.00721	0.35339	0.04496	-0.17800	0.62588	0.14607	0.08344	0.45458	0.14533	-0.01515	0.53956	0.07023	-0.06233	0.35496	0.03687	-0.16758	0.50514	0.02486	-0.01901	0.30688	0.00151	-0.16819	0.75764	0.24028	0.05353	0.63710	0.25226	-0.08950	0.41576	0.02769	-0.10674	0.42379	0.11057	-0.14481	0.59965	0.10272	-0.01005	0.32473	0.04696	-0.10398	0.51753	0.06188	0.04657	0.31672	0.01805	-0.09826	0.53009	0.06585	-0.01569
23	0.37591	0.08863	0.06900	0.07219	-0.11367	0.05172	0.53885	0.07962	0.08545	0.05614	0.01269	0.05708	0.32369	0.02856	-0.14883	0.52980	0.08349	0.00003	0.35161	0.05445	-0.14237	0.56997	0.10589	0.09594	0.46734	0.14688	-0.05043	0.39551	0.08979	-0.05314	0.55145	0.08325	0.00414	0.29104	-0.02027	-0.15571	0.46916	0.04955	0.02185	0.34660	0.04248	-0.17283	0.61094	0.14319	0.08927	0.42946	0.14241	-0.00917	0.51718	0.06009	-0.05298	0.34761	0.03272	-0.16085	0.49382	0.02252	-0.01111	0.30054	-0.00207	-0.16357	0.72981	0.22936	0.06002	0.60848	0.23492	-0.08774	0.41169	0.02826	-0.10113	0.41085	0.10392	-0.13376	0.57031	0.09307	-0.00202	0.30671	0.03790	-0.10169	0.49628	0.06410	0.05705	0.30740	0.00536	-0.09758	0.51585	0.06268	-0.00882
24	0.36029	0.08426	0.06145	0.07030	-0.10729	0.05028	0.52053	0.07548	0.08166	0.05514	0.02116	0.05672	0.30966	0.02107	-0.13984	0.50879	0.07056	0.01406	0.33454	0.05150	-0.12960	0.55224	0.11318	0.10092	0.44495	0.12676	-0.05100	0.38321	0.07734	-0.05063	0.53768	0.07833	0.00843	0.27202	-0.02504	-0.14246	0.45117	0.04248	0.03587	0.33793	0.03809	-0.16898	0.59317	0.14033	0.09367	0.40556	0.14356	-0.00114	0.49171	0.04899	-0.04354	0.33835	0.02677	-0.15658	0.47899	0.02058	-0.00446	0.29134	-0.00652	-0.15828	0.70238	0.22000	0.06885	0.58119	0.22242	-0.08228	0.40690	0.02807	-0.09413	0.39574	0.09684	-0.12106	0.54178	0.08556	0.00596	0.29074	0.03054	-0.09846	0.47695	0.06887	0.06851	0.29856	-0.00449	-0.09445	0.50455	0.06296	-0.00023
25	0.34520	0.08086	0.05609	0.06975	-0.09918	0.05014	0.50242	0.07227	0.07956	0.05510	0.03012	0.05625	0.29760	0.01630	-0.12987	0.48681	0.05935	0.02842	0.31866	0.04981	-0.11719	0.53434	0.12006	0.10557	0.42442	0.11076	-0.04806	0.37059	0.06891	-0.04408	0.52594	0.07781	0.01365	0.25502	-0.02678	-0.12803	0.43418	0.03815	0.04950	0.32727	0.03247	-0.16476	0.57264	0.13766	0.09810	0.38385	0.14890	0.00888	0.46551	0.03916	-0.03329	0.32680	0.01989	-0.15296	0.45949	0.01905	0.00239	0.27897	-0.01096	-0.15105	0.67714	0.21370	0.07903	0.55737	0.21463	-0.07379	0.40043	0.02680	-0.08585	0.37991	0.09073	-0.10707	0.51469	0.08033	0.01402	0.27725	0.02520	-0.09323	0.46071	0.07594	0.08034	0.28995	-0.01071	-0.08810	0.49716	0.06668	0.00949
26	0.33094	0.07823	0.05315	0.07008	-0.08936	0.05063	0.48520	0.07041	0.07939	0.05593	0.03928	0.05567	0.28742	0.01435	-0.11926	0.46525	0.05099	0.04205	0.30376	0.04947	-0.10464	0.51687	0.12640	0.11028	0.40633	0.09940	-0.04175	0.35756	0.06461	-0.03466	0.51656	0.08132	0.01924	0.23997	-0.02580	-0.11276	0.41835	0.03673	0.06267	0.31508	0.02659	-0.15878	0.54980	0.13540	0.10328	0.36463	0.15740	0.02023	0.44066	0.03242	-0.02205	0.31374	0.01335	-0.14831	0.43591	0.01814	0.01031	0.26433	-0.01450	-0.14143	0.65522	0.21117	0.08940	0.53659	0.21043	-0.06323	0.39174	0.02431	-0.07667	0.36469	0.08644	-0.09256	0.48970	0.07729	0.02200	0.26639	0.02230	-0.08560	0.44838	0.08508	0.09165	0.28175	-0.01303	-0.07899	0.49396	0.07342	0.01922
27	0.31786	0.07586	0.05249	0.07073	-0.07834	0.05110	0.46951	0.07000	0.08110	0.05734	0.04818	0.05498	0.27966	0.01488	-0.10839	0.44624	0.04627	0.05404	0.28970	0.05020	-0.09196	0.49894	0.13213	0.11506	0.39152	0.09262	-0.03299	0.34559	0.06400	-0.02392	0.51004	0.08789	0.02463	0.22646	-0.02271	-0.09723	0.40417	0.03808	0.07510	0.30200	0.02143	-0.15041	0.52568	0.13369	0.10914	0.34757	0.16725	0.03207	0.41878	0.02979	-0.01026	0.30030	0.00833	-0.14163	0.41016	0.01808	0.01947	0.24888	-0.01660	-0.12990	0.63682	0.21222	0.09908	0.51654	0.20834	-0.05166	0.38100	0.02070	-0.06713	0.35145	0.08425	-0.07831	0.46789	0.07624	0.02956	0.25823	0.02219	-0.07586	0.43993	0.09581	0.10164	0.27429	-0.01179	-0.06828	0.49444	0.08235	0.02780
28	0.30649	0.07349	0.05366	0.07118	-0.06684	0.05114	0.45582	0.07068	0.08429	0.05897	0.05633	0.05418	0.27470	0.01737	-0.09754	0.43239	0.04553	0.06392	0.27700	0.05151	-0.07958	0.47938	0.13716	0.11976	0.38049	0.08982	-0.02297	0.33621	0.06628	-0.01319	0.50639	0.09606	0.02948	0.21440	-0.01825	-0.08205	0.39171	0.04153	0.08639	0.28870	0.01764	-0.13989	0.50174	0.13252	0.11517	0.33259	0.17661	0.04362	0.40090	0.03128	0.00127	0.28745	0.00565	-0.13274	0.38467	0.01894	0.02947	0.23411	-0.01716	-0.11742	0.62125	0.21592	0.10765	0.49605	0.20716	-0.04013	0.36970	0.01642	-0.05774	0.34154	0.08401	-0.06490	0.44988	0.07658	0.03640	0.25309	0.02486	-0.06480	0.43454	0.10725	0.10970	0.26804	-0.00787	-0.05734	0.49730	0.09231	0.03452
29	0.29735	0.07126	0.05610	0.07114	-0.05561	0.05068	0.44438	0.07190	0.08834	0.06052	0.06346	0.05329	0.27181	0.02126	-0.08695	0.42492	0.04850	0.07178	0.26638	0.05286	-0.06811	0.45803	0.14147	0.12422	0.37308	0.09008	-0.01286	0.32958	0.07050	-0.00332	0.50464	0.10431	0.03367	0.20375	-0.01318	-0.06768	0.38077	0.04616	0.09627	0.27585	0.01539	-0.12813	0.47927	0.13154	0.12077	0.32055	0.18419	0.05434	0.38747	0.03611	0.01189	0.27617	0.00561	-0.12217	0.36143	0.02067	0.03963	0.22126	-0.01646	-0.10502	0.60770	0.22110	0.11503	0.47579	0.20614	-0.02953	0.35996	0.01202	-0.04877	0.33590	0.08529	-0.05273	0.43538	0.07754	0.04232	0.25146	0.02991	-0.05345	0.43164	0.11851	0.11554	0.26397	-0.00230	-0.04736	0.50129	0.10211	0.03920
