	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
1	0.27131	0.11579	-0.21211	0.07842	0.02758	0.01906	0.04707	0.03278	-0.03551	0.01120	0.04881	0.01276	0.06223	0.01244	-0.04747	-0.02889	0.04781	0.06388	0.02125	-0.02309	0.04196	0.22353	0.16447	0.21896	-0.25909	-0.09044	-0.21648	0.04562	0.03400	-0.00296	0.02414	-0.02763	0.02953	0.46360	0.28597	-0.29774	-0.19679	0.03886	0.02239	0.06664	0.09573	-0.05048	-0.03547	0.06174	0.04797
2	0.29149	0.12535	-0.20657	0.08206	0.03252	0.01824	0.06382	0.03802	-0.03152	0.00947	0.08737	0.01146	0.08161	0.02130	-0.03517	-0.03101	0.08235	0.10024	0.03368	-0.01994	0.07811	0.28411	0.14308	0.23537	-0.26082	-0.07715	-0.22195	0.04928	0.04611	0.00451	0.04205	-0.02398	0.07406	0.48454	0.31034	-0.28754	-0.18540	0.03761	0.02512	0.08235	0.12194	-0.04713	-0.03189	0.10161	0.08785
3	0.31921	0.14103	-0.19451	0.07752	0.03964	0.02009	0.08941	0.04280	-0.02398	0.01142	0.13774	0.01131	0.10544	0.03775	-0.01596	-0.03516	0.12685	0.14635	0.06576	-0.01782	0.12466	0.35364	0.12714	0.25630	-0.25034	-0.07486	-0.21947	0.05729	0.06294	0.01451	0.06188	-0.01150	0.13423	0.51071	0.34828	-0.26507	-0.16281	0.03056	0.03292	0.10888	0.15678	-0.04037	-0.02309	0.15373	0.14063
4	0.33935	0.15857	-0.17129	0.06781	0.04984	0.02574	0.12896	0.04995	-0.01760	0.02008	0.19260	0.01446	0.13611	0.06166	0.00700	-0.04321	0.17794	0.19038	0.12227	-0.02241	0.17391	0.39710	0.11128	0.27150	-0.21970	-0.07328	-0.20683	0.07081	0.08026	0.02936	0.09428	0.00405	0.20454	0.53673	0.38012	-0.22871	-0.12792	0.02046	0.04834	0.15244	0.20702	-0.03380	-0.01723	0.20961	0.19925
5	0.35053	0.16531	-0.14040	0.05483	0.06609	0.03404	0.17950	0.05968	-0.01264	0.03277	0.24434	0.02285	0.17228	0.09389	0.03056	-0.05482	0.22958	0.22570	0.19280	-0.03087	0.21823	0.42026	0.11558	0.27288	-0.18010	-0.07483	-0.18159	0.09454	0.09819	0.05039	0.13978	0.02156	0.27477	0.55478	0.38912	-0.17931	-0.08618	0.01588	0.07144	0.21122	0.26706	-0.02736	-0.01490	0.26154	0.25624
6	0.35492	0.15811	-0.10551	0.04385	0.08847	0.04143	0.23033	0.06984	-0.01156	0.04596	0.28419	0.03349	0.20826	0.12764	0.05028	-0.06904	0.27437	0.24597	0.25518	-0.04233	0.25017	0.43769	0.14397	0.26433	-0.14013	-0.07588	-0.14642	0.12692	0.11481	0.07837	0.19066	0.03599	0.33229	0.55514	0.37346	-0.12053	-0.04457	0.02178	0.10049	0.27337	0.32684	-0.02355	-0.02072	0.30026	0.30210
