	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z
1	0.01809	0.04200	0.05921	0.02622	0.01626	0.01813	-0.06262	0.09076	-0.01361	0.02119	-0.06405	0.05196	0.07131	-0.00210	0.00646	0.00382	-0.00758	-0.02887	-0.13274	-0.03711	-0.12006	-0.03323	0.02326	-0.01610	0.08276	0.04424	0.07809	0.02283	0.01851	0.03549	-0.02452	0.00608	-0.01548	0.05738	0.05914	0.07037	0.02061	0.01810	-0.01363	-0.14717	-0.14053	-0.03430	-0.02664	-0.10999	-0.10234
2	0.02412	0.04527	0.05876	0.02768	0.01122	0.01916	-0.04668	0.08483	-0.01007	0.01862	-0.07305	0.04860	0.08397	0.00358	0.01045	0.00408	-0.01835	-0.03963	-0.10880	-0.03258	-0.12708	-0.03092	0.02281	-0.00920	0.07960	0.03619	0.08055	0.01707	0.01051	0.03364	-0.01428	0.00465	-0.03044	0.06465	0.07324	0.07561	0.02184	0.01407	-0.01917	-0.12715	-0.11741	-0.02729	-0.01969	-0.11483	-0.10797
3	0.03652	0.05061	0.05704	0.03024	0.00573	0.02029	-0.02998	0.08050	-0.00576	0.01695	-0.08531	0.04660	0.09962	0.00745	0.01594	0.00495	-0.03052	-0.05191	-0.08914	-0.02893	-0.13910	-0.01760	0.02076	-0.00009	0.07574	0.02978	0.08261	0.01030	0.00230	0.03092	0.00123	0.00365	-0.04897	0.08442	0.09512	0.07825	0.01881	0.01036	-0.02523	-0.10486	-0.09420	-0.02019	-0.00996	-0.12401	-0.11736
4	0.05355	0.05813	0.05111	0.03291	-0.00129	0.02072	-0.00670	0.07466	-0.00017	0.01583	-0.09463	0.04282	0.11784	0.01449	0.02199	0.00554	-0.04245	-0.06051	-0.06575	-0.02405	-0.14585	0.00306	0.01939	0.01162	0.06725	0.02101	0.08072	0.00170	-0.00721	0.02519	0.02673	0.00286	-0.06792	0.11303	0.12065	0.07621	0.01038	0.00559	-0.03170	-0.07348	-0.06001	-0.01161	0.00421	-0.12967	-0.12140
5	0.07140	0.06625	0.04277	0.03521	-0.00847	0.02073	0.01080	0.07409	0.00565	0.01705	-0.10117	0.04013	0.13357	0.01807	0.02788	0.00707	-0.05219	-0.06367	-0.05887	-0.01975	-0.15014	0.02610	0.01972	0.02337	0.05812	0.01256	0.07646	-0.00633	-0.01632	0.01806	0.05431	0.00269	-0.08409	0.14605	0.14178	0.06872	-0.00199	0.00026	-0.03802	-0.05068	-0.03158	-0.00406	0.02010	-0.13430	-0.12260
6	0.08602	0.07086	0.03253	0.03653	-0.01583	0.01998	0.02060	0.07800	0.01149	0.01992	-0.10187	0.03829	0.14333	0.01972	0.03256	0.01014	-0.05738	-0.05957	-0.06586	-0.01598	-0.14856	0.05077	0.02185	0.03270	0.04912	0.00433	0.07014	-0.01403	-0.02484	0.00968	0.07761	0.00314	-0.09349	0.17284	0.15194	0.05499	-0.01593	-0.00633	-0.04362	-0.03908	-0.01216	0.00247	0.03665	-0.13443	-0.11780
