	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0005_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_1.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	-0.10807	0.07146	-0.02832	0.05270	-0.02174	0.02458	-0.03835	0.05514	-0.10078	0.07091	-0.02813	0.03094	0.05235	-0.01219	-0.01201	-0.07194	0.00204	-0.01691	-0.06894	-0.17322	-0.06564	-0.18764	-0.09618	-0.15227	-0.08126	-0.07193	-0.03988	-0.03933	-0.03687	-0.04250	-0.02557	-0.03215	0.01004	-0.10573	0.00145	0.04036	0.01111	0.00212	0.00790	-0.07594	-0.09981	-0.15727	-0.15806	-0.05020	-0.04810
2	-0.11029	0.08180	-0.05075	0.05054	-0.02195	0.02494	-0.02722	0.05440	-0.13157	0.06962	-0.02179	0.03219	0.06270	-0.00299	-0.04534	-0.10339	0.00607	-0.01270	-0.05390	-0.20269	-0.06196	-0.20574	-0.09378	-0.14891	-0.10942	-0.08841	-0.05404	-0.03952	-0.03705	-0.04353	-0.01397	-0.06305	0.02161	-0.11852	0.01549	0.01290	-0.01478	0.00257	0.00778	-0.06860	-0.08658	-0.18776	-0.18722	-0.04496	-0.03879
3	-0.11014	0.09422	-0.07904	0.04949	-0.02304	0.02744	-0.01495	0.05485	-0.17650	0.07079	-0.01582	0.03453	0.07547	0.00394	-0.08882	-0.14442	0.00990	-0.00642	-0.03947	-0.24711	-0.05893	-0.22082	-0.09783	-0.14565	-0.14379	-0.11056	-0.07642	-0.04197	-0.03921	-0.04758	0.00427	-0.10902	0.03369	-0.12346	0.03708	-0.02180	-0.04262	0.00434	0.00923	-0.05889	-0.07500	-0.23441	-0.23522	-0.04117	-0.03199
4	-0.10038	0.10246	-0.10601	0.04568	-0.02256	0.03033	0.00175	0.05553	-0.22187	0.06979	-0.00561	0.03563	0.09025	0.01354	-0.13702	-0.17882	0.01628	0.00518	-0.02360	-0.28729	-0.04879	-0.21846	-0.09015	-0.13737	-0.17180	-0.12715	-0.10332	-0.04173	-0.04028	-0.05136	0.03327	-0.16222	0.04815	-0.11765	0.06173	-0.06087	-0.06694	0.00788	0.01268	-0.04297	-0.05996	-0.28132	-0.28454	-0.03278	-0.02168
5	-0.08506	0.10453	-0.12820	0.04172	-0.02127	0.03401	0.00980	0.06181	-0.26480	0.07146	0.00979	0.03741	0.10084	0.01529	-0.18334	-0.20192	0.02845	0.02182	-0.02660	-0.32538	-0.03316	-0.20438	-0.07377	-0.12873	-0.18919	-0.13831	-0.13445	-0.04018	-0.04200	-0.05499	0.06284	-0.21565	0.06893	-0.09846	0.08003	-0.09694	-0.08212	0.01296	0.01785	-0.03586	-0.05773	-0.32737	-0.33512	-0.01929	-0.00804
6	-0.06668	0.09976	-0.14176	0.04117	-0.01935	0.03782	0.00471	0.07366	-0.29336	0.07602	0.03038	0.04093	0.10273	0.00926	-0.21778	-0.20483	0.04833	0.04162	-0.04950	-0.34922	-0.01394	-0.17933	-0.04797	-0.12391	-0.19432	-0.14133	-0.16405	-0.03847	-0.04394	-0.05704	0.08277	-0.25541	0.09780	-0.06877	0.08658	-0.12392	-0.08518	0.01853	0.02420	-0.04295	-0.07402	-0.35927	-0.37363	-0.00070	0.00914
