	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d	2014_04_03_PC007_BAREFOOT_GAIT0006_2.c3d
17	26.09048	0.45663	36.46471	1.26522	15.96846	1.64139	6.44041	0.86912	23.95847	0.77301	41.17574	0.69985	8.79298	1.33673	-0.50042	0.80446	25.33776	26.15598	26.06310	26.50738	26.38819	35.34996	36.27441	35.20375	37.39987	38.09556	14.11712	16.26253	14.42668	17.31370	17.72229	5.68557	6.83928	5.70858	7.74764	6.22096	23.75376	22.50148	24.56233	24.32814	24.50857	24.09651	41.62793	41.78992	41.34880	41.70250	40.29509	40.29016	8.73095	10.09453	8.29253	8.30282	6.83624	10.50084	-1.66261	-0.37103	-1.27467	-0.23940	0.21969	0.32552
18	25.90883	0.46728	35.69090	1.24246	15.38496	1.60888	6.72064	0.85528	24.26745	0.81854	41.12970	0.61862	8.71939	1.40351	-0.43378	0.76484	25.15570	26.02446	25.82310	26.37988	26.16102	34.66614	35.47815	34.42429	36.53072	37.35519	13.67310	15.52831	13.85436	16.57542	17.29362	5.98927	7.02146	6.00594	8.04626	6.54026	23.85366	22.79796	24.85614	24.72345	24.92483	24.44865	41.12489	41.83875	41.31830	41.68616	40.49222	40.31787	8.79202	9.95754	8.28354	7.90832	6.75599	10.61892	-1.21033	-0.56394	-1.21823	-0.50370	0.18799	0.70555
19	25.71713	0.49941	35.03353	1.26151	14.97894	1.59657	7.03268	0.82632	24.75275	0.82597	41.52108	0.91569	8.82229	1.44379	-0.03209	0.81224	24.93817	25.88249	25.57067	26.26030	25.93401	34.04057	34.76028	33.76387	35.81276	36.79016	13.40380	14.92883	13.47794	16.00689	17.07723	6.33051	7.22833	6.37333	8.35234	6.87891	24.88298	23.10331	25.18072	25.13165	25.32467	24.89317	42.91294	41.99421	41.36987	41.75925	40.69800	40.39225	8.90553	10.05606	8.47781	7.77007	6.90452	10.81976	-0.53031	-0.38767	-0.72457	-0.43760	0.51058	1.37700
20	25.50483	0.54824	34.47314	1.31227	14.76290	1.61100	7.38426	0.78504	25.17948	0.86103	41.56984	0.86175	9.00727	1.44576	0.59977	0.87344	24.67593	25.71721	25.30609	26.13409	25.69083	33.43554	34.13944	33.19918	35.25787	36.33365	13.28984	14.52011	13.30127	15.65593	17.04733	6.71065	7.48160	6.82262	8.67399	7.23245	25.32876	23.44501	25.57494	25.58211	25.72783	25.41822	42.71672	42.17926	41.46261	41.84743	40.80876	40.40427	8.99624	10.31750	8.79781	7.80903	7.15774	10.96529	0.19016	0.11239	0.10208	-0.06964	1.09188	2.17177
21	25.26294	0.60475	33.96946	1.36917	14.71872	1.62909	7.77468	0.73755	25.66947	0.90140	41.56681	0.90048	9.18386	1.41154	1.31543	0.87663	24.36932	25.51818	25.02691	25.98403	25.41623	32.83009	33.61108	32.68756	34.82767	35.89094	13.30831	14.32346	13.30903	15.51589	17.13690	7.12250	7.79253	7.35245	9.01494	7.59097	25.90462	23.83724	26.05647	26.08442	26.14491	25.98918	42.59715	42.31987	41.55988	41.88694	40.76874	40.26829	9.00764	10.65723	9.15558	7.94512	7.40462	10.93297	0.77795	0.84665	1.09569	0.51794	1.77843	2.87591
22	24.98690	0.65898	33.48244	1.40392	14.81136	1.61572	8.19540	0.69322	26.18793	0.93756	41.44337	0.97997	9.27909	1.36078	1.96074	0.82240	24.02842	25.27997	24.72948	25.79498	25.10162	32.23020	33.15583	32.19195	34.45494	35.37930	13.44662	14.32815	13.47496	15.54040	17.26670	7.55714	8.16020	7.94427	9.37291	7.94246	26.47616	24.27721	26.61568	26.62515	26.57477	26.55858	42.31970	42.35725	41.62915	41.83678	40.57669	39.94065	8.91598	10.97282	9.46484	8.10228	7.56317	10.65543	1.13506	1.66999	2.05674	1.19341	2.39666	3.31256
23	24.67805	0.70307	32.98808	1.39658	15.00545	1.54393	8.63415	0.66217	26.70727	0.96403	41.21011	1.10653	9.25224	1.31834	2.42122	0.77560	23.66794	25.00393	24.41147	25.55820	24.74871	31.65707	32.75167	31.69902	34.07513	34.75750	13.70093	14.50364	13.77466	15.67124	17.37677	8.01086	8.57526	8.56637	9.74265	8.27561	27.01939	24.74685	27.21799	27.17101	27.00463	27.08376	41.98375	42.25227	41.64076	41.67733	40.27260	39.43395	8.72440	11.16557	9.66465	8.22005	7.60012	10.13863	1.26480	2.40343	2.81024	1.81383	2.81729	3.41774
24	24.34249	0.73356	32.48086	1.34361	15.27414	1.40594	9.07918	0.65142	27.19281	0.97718	40.88085	1.23776	9.09964	1.29523	2.66010	0.77822	23.30075	24.69751	24.07201	25.27383	24.36833	31.12567	32.38046	31.21587	33.64939	34.03290	14.06223	14.81221	14.19075	15.86228	17.44323	8.48402	9.02569	9.18446	10.11951	8.58224	27.48382	25.21962	27.81509	27.67902	27.41636	27.54298	41.58528	41.98823	41.57129	41.40499	39.91845	38.81685	8.45138	11.17082	9.73156	8.26319	7.53211	9.44878	1.25231	2.89968	3.26674	2.27896	3.00645	3.25645
25	23.98832	0.75137	31.96456	1.25971	15.59719	1.21459	9.52136	0.66276	27.62356	0.97817	40.49431	1.33071	8.84791	1.28163	2.72000	0.78994	22.93404	24.37147	23.71166	24.94917	23.97528	30.62881	32.02804	30.75225	33.16844	33.24525	14.50367	15.21517	14.70472	16.08877	17.47364	8.97348	9.50035	9.77096	10.50049	8.86152	27.85987	25.67053	28.36179	28.11129	27.79604	27.94185	41.16952	41.57536	41.41143	41.03164	39.57649	38.20145	8.12891	10.97131	9.67048	8.22185	7.40052	8.69442	1.21241	3.10389	3.44039	2.56527	3.02365	2.97440
26	23.62344	0.76002	31.44141	1.17254	15.95355	0.99912	9.95369	0.69307	27.99678	0.96932	40.10333	1.35020	8.54299	1.24977	2.68889	0.75577	22.56956	24.03618	23.33355	24.59495	23.58298	30.13615	31.68106	30.30449	32.64296	32.44238	14.97690	15.67451	15.28319	16.34340	17.48974	9.46595	9.98887	10.30788	10.88377	9.12196	28.16792	26.08580	28.83101	28.44847	28.14087	28.30662	40.79597	41.05424	41.17250	40.58771	39.29304	37.71651	7.80747	10.59086	9.50002	8.10482	7.24639	8.00838	1.23854	3.06317	3.41668	2.71817	2.97282	2.72396
27	23.25459	0.76335	30.90649	1.11218	16.31549	0.79821	10.37019	0.73503	28.32613	0.95249	39.76567	1.28358	8.24017	1.16678	2.65768	0.66573	22.20678	23.69912	22.94436	24.22213	23.20057	29.60770	31.32270	29.85003	32.09010	31.66192	15.41928	16.15150	15.87228	16.62453	17.50987	9.94039	10.48018	10.78637	11.26710	9.37690	28.44652	26.46798	29.21937	28.69691	28.45963	28.66638	40.52905	40.49446	40.88701	40.12250	39.09536	37.46566	7.55038	10.08420	9.25157	7.93512	7.10517	7.51460	1.37982	2.89075	3.30351	2.81084	2.95085	2.61029
28	22.88694	0.76374	30.34842	1.09753	16.64995	0.65171	10.76605	0.77928	28.63180	0.92882	39.52901	1.15147	7.99447	1.01802	2.68830	0.55044	21.84543	23.36358	22.55463	23.83969	22.83136	29.01253	30.92990	29.35454	31.52217	30.92296	15.77346	16.60528	16.40552	16.92487	17.54064	10.38114	10.96187	11.20598	11.64501	9.63624	28.73032	26.83374	29.54164	28.88586	28.76728	29.03193	40.41117	39.98441	40.60145	39.69804	38.99427	37.48470	7.41331	9.52956	8.97465	7.75018	7.00911	7.29004	1.63709	2.71502	3.19229	2.90415	3.01693	2.66431
29	22.52439	0.76131	29.75563	1.12628	16.92631	0.58489	11.13734	0.81793	28.92801	0.89663	39.41403	1.00429	7.84749	0.82425	2.79785	0.45567	21.48755	23.02941	22.17697	23.45443	22.47358	28.34639	30.47636	28.78671	30.94230	30.22640	16.01185	16.99476	16.81919	17.22712	17.57862	10.78417	11.42100	11.57139	12.00769	9.90245	29.03006	27.20480	29.81846	29.05429	29.07469	29.38576	40.43750	39.60903	40.36191	39.37506	38.98069	37.72001	7.42119	9.01408	8.73220	7.59759	6.98156	7.33833	1.96531	2.63530	3.13629	3.03081	3.18296	2.83644
30	22.17044	0.75436	29.12532	1.17661	17.12540	0.58470	11.48003	0.84601	29.21378	0.84901	39.40394	0.89365	7.81476	0.64055	2.96206	0.40590	21.13817	22.69547	21.82326	23.07170	22.12362	27.64027	29.94164	28.13440	30.34674	29.56354	16.14932	17.28596	17.06949	17.50556	17.61666	11.15097	11.84571	11.88780	12.34317	10.17249	29.32458	27.59578	30.06314	29.23314	29.37770	29.68838	40.55098	39.42290	40.19677	39.19102	39.02039	38.04160	7.55833	8.61271	8.58348	7.51863	7.02823	7.58719	2.28904	2.69699	3.14577	3.19498	3.41848	3.02709
31	21.82914	0.74130	28.46921	1.21934	17.24441	0.60783	11.79108	0.86167	29.47020	0.77662	39.44658	0.83541	7.88262	0.52899	3.13317	0.39200	20.80338	22.36290	21.50268	22.69637	21.78036	26.95125	29.32124	27.41402	29.73132	28.92820	16.23425	17.46053	17.14661	17.73198	17.64867	11.48518	12.22709	12.15903	12.64359	10.44049	29.56985	28.00383	30.27072	29.43003	29.65245	29.89434	40.66132	39.42933	40.10234	39.13888	39.05759	38.29003	7.77550	8.36958	8.56633	7.52998	7.13598	7.91835	2.53221	2.88539	3.19594	3.37530	3.66519	3.14496
32	21.50548	0.72216	27.81088	1.23188	17.29487	0.61960	12.07073	0.86675	29.66572	0.67620	39.46889	0.82167	8.01648	0.50329	3.26055	0.40799	20.48900	22.03691	21.22105	22.33375	21.44670	26.33778	28.63204	26.66642	29.09793	28.32026	16.32156	17.52056	17.07681	17.88621	17.66920	11.79493	12.56095	12.38842	12.91060	10.69874	29.72000	28.40458	30.41434	29.62448	29.86092	29.97000	40.67551	39.57508	40.03972	39.16369	39.02871	38.33059	8.00765	8.28966	8.68918	7.61871	7.28013	8.21356	2.65024	3.13957	3.24238	3.53310	3.85735	3.14065
33	21.20433	0.69936	27.17628	1.20707	17.29626	0.61191	12.32337	0.86502	29.76777	0.55674	39.39709	0.86502	8.17315	0.52534	3.30659	0.45793	20.19891	21.72589	20.98021	21.99000	21.12665	25.83304	27.91062	25.94114	28.45793	27.73868	16.44573	17.48889	16.91016	17.96522	17.67128	12.09273	12.84907	12.58067	13.15279	10.94158	29.74772	28.75736	30.45357	29.77690	29.96549	29.90554	40.52500	39.76601	39.94455	39.18263	38.87787	38.08647	8.19440	8.34403	8.93230	7.75224	7.43039	8.38551	2.64536	3.38364	3.23790	3.62632	3.94376	3.00258
34	20.92861	0.67758	26.58464	1.15374	17.26832	0.59902	12.55524	0.86006	29.75613	0.43720	39.17741	0.98565	8.31185	0.57827	3.25383	0.53253	19.93319	21.43998	20.77701	21.67017	20.82270	25.43136	27.20564	25.27871	27.83068	27.17682	16.60597	17.40439	16.70042	17.98417	17.64663	12.38910	13.09888	12.74171	13.37822	11.16829	29.65331	29.01901	30.35292	29.84703	29.94578	29.71874	40.17980	39.89749	39.74765	39.11432	38.57223	37.55297	8.29302	8.48079	9.25396	7.89104	7.55602	8.39625	2.55008	3.55833	3.14485	3.62267	3.90332	2.74375
35	20.67884	0.66183	26.04418	1.08935	17.22507	0.60026	12.77223	0.85428	29.63177	0.33724	38.78898	1.16306	8.40224	0.67511	3.10273	0.61546	19.68935	21.18842	20.60307	21.37691	20.53643	25.09491	26.56472	24.69825	27.23845	26.62454	16.77085	17.31123	16.48755	17.96821	17.58749	12.68710	13.32143	12.87806	13.59109	11.38349	29.46004	29.15878	30.10030	29.81127	29.80856	29.45170	39.64718	39.88323	39.39869	38.90071	38.11185	36.79225	8.28557	8.63547	9.59970	7.99609	7.63215	8.26448	2.39602	3.63633	2.93982	3.50760	3.74542	2.39118
36	20.45335	0.65516	25.55103	1.03061	17.17204	0.62094	12.97927	0.84815	29.41794	0.26688	38.24707	1.34014	8.43129	0.80990	2.86681	0.69737	19.46464	20.97647	20.44693	21.11026	20.26845	24.77229	26.01805	24.19540	26.69801	26.07141	16.89634	17.24354	16.29322	17.93978	17.48733	12.98105	13.52875	12.99865	13.79220	11.59569	29.20402	29.16766	29.71671	29.67129	29.58660	29.16137	38.96372	39.67300	38.88409	38.51766	37.52885	35.91509	8.18586	8.74562	9.91680	8.03422	7.64457	8.06070	2.20366	3.61883	2.61539	3.28631	3.49798	1.97870
37	20.24880	0.65767	25.09266	0.98752	17.10907	0.64995	13.18077	0.84001	29.15399	0.22488	37.59968	1.45621	8.40902	0.94591	2.56964	0.77370	19.25689	20.80368	20.29685	20.86777	20.01884	24.42077	25.56833	23.75249	26.21213	25.50958	16.94956	17.21387	16.12983	17.90876	17.34335	13.26272	13.73080	13.11713	13.98002	11.81315	28.92552	29.06027	29.25309	29.45215	29.32896	28.90392	38.18829	39.25945	38.23266	37.97606	36.87986	35.06176	8.03798	8.76724	10.17103	7.98570	7.59634	7.89581	1.98970	3.52126	2.18340	2.97855	3.19617	1.54876
38	20.06118	0.66673	24.65495	0.96133	17.03661	0.67156	13.38112	0.82692	28.88379	0.21313	36.91697	1.46854	8.36802	1.04937	2.24309	0.83579	19.06510	20.66446	20.14293	20.64505	19.78838	24.02442	25.19289	23.35343	25.76673	24.93726	16.92526	17.21277	16.01175	17.86974	17.16350	13.52746	13.93388	13.25022	14.15286	12.04116	28.66094	28.86996	28.77704	29.19339	29.08704	28.71434	37.39445	38.67516	37.51020	37.31672	36.23539	34.36990	7.90419	8.68722	10.35913	7.85287	7.51155	7.89318	1.77074	3.36024	1.67857	2.61044	2.87596	1.16262
39	19.88651	0.67867	24.22853	0.94365	16.96026	0.67042	13.58439	0.80630	28.64267	0.23809	36.27488	1.36289	8.35684	1.12249	1.92623	0.86829	18.88876	20.54988	19.97827	20.43732	19.57829	23.59824	24.85433	22.99216	25.33606	24.36188	16.84781	17.21740	15.95859	17.80619	16.97130	13.77403	14.14148	13.41402	14.31086	12.28157	28.43356	28.64036	28.35381	28.93819	28.89992	28.59016	36.65741	37.98190	36.80558	36.60249	35.66509	33.93686	7.84857	8.52767	10.51091	7.66693	7.43175	8.15521	1.56552	3.14945	1.15729	2.21378	2.57135	0.89999
40	19.72082	0.69072	23.81066	0.91767	16.89127	0.63075	13.79451	0.77938	28.44862	0.28551	35.74005	1.15515	8.43014	1.21351	1.66300	0.85814	18.72598	20.44993	19.79906	20.24079	19.38833	23.17725	24.51430	22.66990	24.89263	23.79920	16.76326	17.20411	15.98901	17.70038	16.79959	14.00393	14.35813	13.62184	14.45823	12.53043	28.24668	28.41652	28.02882	28.72318	28.78358	28.49296	36.03715	37.25801	36.21243	35.90885	35.22298	33.80088	7.92194	8.34071	10.67924	7.48533	7.40750	8.74615	1.40276	2.90138	0.68874	1.82844	2.31653	0.84016
41	19.56010	0.70186	23.40345	0.86554	16.84413	0.54020	14.01587	0.75323	28.29985	0.33016	35.35712	0.88771	8.63487	1.39019	1.49473	0.81141	18.57272	20.35509	19.60386	20.05306	19.21578	22.79909	24.14601	22.38718	24.41766	23.26731	16.72621	17.16010	16.11229	17.54430	16.67776	14.22392	14.59120	13.88259	14.60352	12.77811	28.08183	28.23592	27.81633	28.56899	28.72689	28.36914	35.56176	36.58348	35.81031	35.31145	34.93622	33.93950	8.15049	8.19158	10.92484	7.37690	7.48723	9.67818	1.32223	2.63160	0.34247	1.49913	2.14555	1.02740
42	19.40012	0.71246	23.01109	0.77941	16.83469	0.39783	14.25290	0.73842	28.17863	0.36444	35.14025	0.62852	8.99594	1.67857	1.44786	0.76165	18.42326	20.25684	19.39268	19.87255	19.05526	22.48729	23.74180	22.13803	23.90875	22.77959	16.78577	17.09070	16.32564	17.34651	16.62480	14.44666	14.84906	14.19696	14.75646	13.01539	27.90629	28.12006	27.69780	28.47248	28.69723	28.17795	35.22291	36.02326	35.64786	34.86837	34.79972	34.27938	8.53067	8.13955	11.30224	7.40234	7.70449	10.89637	1.35824	2.36449	0.17656	1.27137	2.08404	1.43243
43	19.23660	0.72376	22.63713	0.66835	16.87828	0.23185	14.50797	0.74433	28.06027	0.40391	35.07109	0.48331	9.50741	2.03875	1.52492	0.73989	18.27073	20.14806	19.16666	19.69818	18.89938	22.24138	23.31262	21.90821	23.38213	22.34133	16.97179	17.01984	16.61704	17.13391	16.64885	14.68408	15.13826	14.55586	14.92364	13.23803	27.69028	28.06824	27.63221	28.40663	28.65437	27.90993	34.98777	35.61321	35.73055	34.60359	34.77671	34.71469	9.02902	8.22308	11.84623	7.59702	8.06575	12.28338	1.51328	2.13608	0.22500	1.18493	2.13715	1.95310
44	19.06582	0.73706	22.28351	0.55609	16.98805	0.19347	14.78014	0.77478	27.92330	0.46571	35.10406	0.53593	10.13250	2.40284	1.70378	0.73256	18.10839	20.02368	18.92763	19.52857	18.74083	22.03871	22.88245	21.67812	22.86753	21.95075	17.28822	16.98560	16.97043	16.94818	16.74783	14.94087	15.46193	14.94441	15.10639	13.44708	27.42318	28.05699	27.57558	28.33236	28.56659	27.58510	34.81456	35.35555	36.01896	34.50089	34.80790	35.12651	9.59001	8.45393	12.55959	7.96077	8.54466	13.68606	1.74700	1.98988	0.48387	1.25662	2.28169	2.46364
45	18.88502	0.75292	21.95132	0.46889	17.17295	0.36644	15.06614	0.82667	27.75540	0.54460	35.17713	0.70378	10.81349	2.71322	1.94556	0.70115	17.93111	19.88072	18.67800	19.36113	18.57415	21.84721	22.47948	21.43162	22.39599	21.60229	17.71540	17.03008	17.37269	16.83493	16.91164	15.21600	15.81778	15.34701	15.30204	13.64785	27.11683	28.04699	27.49768	28.21630	28.41934	27.23528	34.66177	35.22316	36.43762	34.50986	34.82619	35.40418	10.15151	8.82149	13.40723	8.45837	9.08769	14.95464	1.99170	1.96502	0.90461	1.46437	2.47418	2.87346
46	18.69231	0.77065	21.64057	0.42071	17.43583	0.56716	15.36435	0.89179	27.55483	0.61866	35.22617	0.89739	11.48847	2.93961	2.21022	0.63230	17.73637	19.71724	18.42033	19.19174	18.39586	21.63923	22.12447	21.16256	21.98854	21.28807	18.22013	17.18498	17.81790	16.83051	17.12562	15.52017	16.19677	15.74882	15.50686	13.84914	26.79744	27.99763	27.38576	28.04447	28.21351	26.89015	34.49059	35.17045	36.89059	34.55959	34.77189	35.47393	10.66028	9.30038	14.32237	9.03002	9.63313	15.98466	2.18379	2.07767	1.40767	1.75219	2.67569	3.16428
47	18.48644	0.78779	21.34940	0.40754	17.77207	0.74257	15.67468	0.96148	27.32829	0.66776	35.19973	1.09163	12.10707	3.08103	2.46820	0.55547	17.52490	19.53077	18.15640	19.01488	18.20524	21.40208	21.82191	20.87299	21.64918	21.00084	18.76856	17.46096	18.30517	16.95152	17.37414	15.87755	16.58474	16.13622	15.71685	14.05803	26.49423	27.88278	27.23884	27.82461	27.95889	26.57038	34.27071	35.14635	37.28143	34.57557	34.60412	35.32019	11.08321	9.85218	15.22374	9.60797	10.13380	16.74152	2.28607	2.30493	1.91262	2.05049	2.87232	3.38278
48	18.26675	0.80052	21.07351	0.41580	18.16998	0.88477	15.99287	1.03059	27.08699	0.68457	35.07011	1.27675	12.64160	3.15683	2.70214	0.52668	17.29996	19.31773	17.88684	18.82449	18.00474	21.13878	21.55832	20.56921	21.36438	20.73686	19.33293	17.84663	18.83418	17.19180	17.64439	16.29499	16.96685	16.49879	15.92796	14.27578	26.22806	27.70006	27.06292	27.57808	27.67045	26.28240	33.98892	35.10674	37.53295	34.49622	34.30978	34.98607	11.41707	10.42968	16.03712	10.13331	10.57214	17.26027	2.29701	2.58866	2.36401	2.29634	3.07461	3.59222
49	18.03290	0.80518	20.80608	0.43047	18.61311	0.99948	16.30851	1.09734	26.84318	0.67539	34.83805	1.43707	13.09233	3.19362	2.90611	0.57936	17.06489	19.07396	17.61154	18.61582	17.79829	20.85896	21.30665	20.25952	21.11012	20.49512	19.89283	18.31380	19.40212	17.52763	17.92917	16.74481	17.33134	16.83113	16.13717	14.49809	26.00634	27.46781	26.86847	27.32873	27.36814	26.01960	33.65268	35.02165	37.60239	34.28616	33.91021	34.55522	11.68845	10.98687	16.71622	10.56961	10.96508	17.62777	2.25157	2.86085	2.73851	2.45187	3.30230	3.83154
50	17.78508	0.80009	20.53865	0.43748	19.08332	1.09657	16.61020	1.16070	26.60677	0.65434	34.53022	1.55345	13.48718	3.21837	3.08396	0.68881	16.82080	18.79711	17.33116	18.38692	17.58942	20.57014	21.03475	19.95282	20.86236	20.27317	20.43633	18.82525	20.00124	17.92826	18.22550	17.18684	17.67247	17.13197	16.34269	14.71700	25.82432	27.21335	26.66572	27.09532	27.07264	25.76925	33.28984	34.87784	37.48752	33.94360	33.45597	34.12653	11.94686	11.49061	17.25572	10.91121	11.35438	17.96427	2.20330	3.07213	3.03879	2.51698	3.57063	4.10191
51	17.52486	0.78575	20.26366	0.42613	19.56400	1.18532	16.89042	1.21991	26.38218	0.63691	34.19215	1.61370	13.87832	3.26369	3.24551	0.81281	16.56749	18.48904	17.04894	18.13813	17.38068	20.27707	20.71557	19.65757	20.60302	20.06508	20.96191	19.34373	20.61857	18.36482	18.53096	17.59291	17.99083	17.40146	16.54280	14.92412	25.66811	26.96211	26.45884	26.88847	26.79776	25.51780	32.94332	34.67911	37.22383	33.49962	33.01056	33.79649	12.25212	11.92855	17.69275	11.18392	11.79066	18.42192	2.19507	3.20651	3.28473	2.52783	3.88546	4.37345
52	17.25576	0.76396	19.97704	0.39191	20.04281	1.27240	17.14643	1.27518	26.16800	0.63559	33.87823	1.62159	14.33418	3.37288	3.40201	0.92507	16.30547	18.15725	16.77186	17.87049	17.17375	19.98481	20.33495	19.38092	20.32062	19.86391	21.47752	19.83896	21.23889	18.81434	18.84433	17.95394	18.29065	17.63848	16.73537	15.11372	25.52038	26.73235	26.24510	26.71042	26.54720	25.25257	32.66125	34.44548	36.87598	33.00994	32.63354	33.64317	12.66098	12.31279	18.09790	11.43770	12.32411	19.17157	2.24257	3.27860	3.50207	2.53760	4.24324	4.60799
53	16.98357	0.73717	19.67985	0.33963	20.51331	1.36027	17.37823	1.32744	25.95888	0.65844	33.63861	1.60084	14.91673	3.58051	3.56089	1.01586	16.03683	17.81482	16.51081	17.58580	16.96962	19.69975	19.89559	19.12797	20.01101	19.66496	21.99645	20.29212	21.84720	19.26176	19.16903	18.27651	18.57441	17.83748	16.91958	15.28316	25.36580	26.53294	26.02005	26.55768	26.31617	24.96066	32.48347	34.20948	36.52605	32.54358	32.36856	33.70050	13.21402	12.67843	18.55892	11.73638	12.99853	20.31408	2.33633	3.31705	3.71098	2.58913	4.62934	4.78252
54	16.71596	0.70803	19.37837	0.28660	20.97516	1.44632	17.58569	1.37638	25.74790	0.70928	33.50733	1.58619	15.66118	3.88427	3.72162	1.08420	15.76568	17.47835	16.27830	17.28732	16.77013	19.42779	19.41644	18.90200	19.67800	19.46763	22.53023	20.69805	22.43074	19.70223	19.51457	18.57058	18.83900	17.98900	17.09718	15.43266	25.19166	26.36336	25.78223	26.42473	26.09458	24.63088	32.42723	34.00964	36.25900	32.17126	32.23595	33.94090	13.92758	13.07758	19.16078	12.14757	13.84024	21.81334	2.45404	3.34592	3.91967	2.70080	5.01588	4.89342
55	16.46141	0.67981	19.08188	0.26130	21.43221	1.52503	17.76800	1.42049	25.52788	0.78611	33.49620	1.60181	16.57604	4.24406	3.87672	1.13012	15.49792	17.16513	16.08488	16.98059	16.57854	19.17213	18.92691	18.70514	19.33075	19.27445	23.08438	21.06322	22.98068	20.13913	19.89363	18.84349	19.07684	18.08484	17.26972	15.56511	24.98546	26.21563	25.53262	26.30369	25.86868	24.26116	32.47958	33.88199	36.14646	31.95129	32.22855	34.28932	14.79328	13.56832	19.96774	12.73292	14.84819	23.54577	2.57314	3.37850	4.12533	2.87031	5.36604	4.94701
56	16.22835	0.65671	18.79980	0.28266	21.88833	1.59045	17.92355	1.46062	25.29195	0.87993	33.59449	1.64842	17.64695	4.60161	4.01801	1.15425	15.24121	16.89043	15.93731	16.67386	16.39893	18.93304	18.45732	18.53867	18.98150	19.08847	23.65583	21.40051	23.49078	20.57936	20.31516	19.10125	19.27989	18.12192	17.43330	15.68138	24.73720	26.07708	25.27113	26.18183	25.62272	23.86175	32.59991	33.85191	36.23170	31.91564	32.31488	34.65289	15.78024	14.19829	21.01053	13.53668	15.99214	25.36381	2.67816	3.42018	4.31823	3.08222	5.64539	4.96387
57	16.02472	0.64305	18.53977	0.33732	22.34353	1.63733	18.04782	1.50041	25.03470	0.97767	33.77369	1.71482	18.83972	4.90197	4.14095	1.15983	15.00567	16.66593	15.83763	16.37742	16.23693	18.70854	18.03185	18.40192	18.64429	18.91224	24.23097	21.72431	23.95547	21.02905	20.77784	19.34185	19.44221	18.10141	17.57794	15.77571	24.44505	25.93270	24.99512	26.04240	25.34342	23.44952	32.73420	33.93033	36.52008	32.06269	32.44916	34.94565	16.84200	14.99499	22.28005	14.57509	17.21690	27.12930	2.76142	3.46733	4.48399	3.31647	5.83229	4.98418
