	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0003_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0003_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0003_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0005_3_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0005_3_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0005_3_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0007_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0007_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0007_2_CINE_D.c3d
35	-0.15012	0.03184	-0.18142	0.10207	0.75629	0.28808	-0.19547	0.14703	-0.03748	0.22606	0.55613	0.24133	-0.11618	-0.20339	1.04454	-0.36232	0.21393	0.18120	-0.34875	0.19262	0.50136	-0.17931	-0.07015	0.46838	-0.06983	-0.26876	0.66735	-0.15489	-0.27071	0.75595	-0.08342	-0.12091	0.60071	-0.11302	-0.20426	0.83005
36	-0.17377	0.03387	-0.20037	0.10207	0.80188	0.28705	-0.21064	0.15308	-0.05601	0.23036	0.59172	0.24135	-0.13685	-0.21651	1.08835	-0.38750	0.20081	0.21534	-0.36551	0.17903	0.53892	-0.20340	-0.09119	0.51426	-0.07648	-0.28745	0.70934	-0.18105	-0.29342	0.80303	-0.09007	-0.14382	0.63311	-0.13363	-0.22860	0.86191
37	-0.19911	0.03513	-0.21854	0.10053	0.84612	0.28037	-0.22677	0.15960	-0.07471	0.23414	0.62794	0.23758	-0.16014	-0.22748	1.12458	-0.41502	0.18662	0.25587	-0.38198	0.16443	0.57634	-0.22835	-0.11384	0.56388	-0.08236	-0.30895	0.75041	-0.20882	-0.31430	0.84990	-0.09814	-0.16597	0.66827	-0.15634	-0.24966	0.88880
38	-0.22579	0.03545	-0.23556	0.09748	0.88891	0.26769	-0.24397	0.16563	-0.09330	0.23719	0.66502	0.23004	-0.18575	-0.23573	1.15271	-0.44325	0.17160	0.30367	-0.39790	0.14877	0.61317	-0.25318	-0.13800	0.61750	-0.08845	-0.33269	0.79074	-0.23843	-0.33295	0.89652	-0.10905	-0.18733	0.70560	-0.18119	-0.26685	0.91191
39	-0.25355	0.03584	-0.25103	0.09334	0.93017	0.24894	-0.26256	0.17105	-0.11150	0.23960	0.70307	0.21896	-0.21246	-0.24087	1.17257	-0.47177	0.15650	0.35905	-0.41440	0.13206	0.64895	-0.27829	-0.16319	0.67516	-0.09536	-0.35805	0.83050	-0.26991	-0.34904	0.94278	-0.12398	-0.20797	0.74456	-0.20727	-0.28002	0.93227
40	-0.28196	0.03741	-0.26437	0.08899	0.96971	0.22433	-0.28301	0.17654	-0.12905	0.24172	0.74212	0.20482	-0.23878	-0.24233	1.18403	-0.50125	0.14228	0.42175	-0.43384	0.11456	0.68327	-0.30448	-0.18847	0.73656	-0.10322	-0.38433	0.86987	-0.30263	-0.36231	0.98854	-0.14337	-0.22830	0.78490	-0.23335	-0.28946	0.95082
41	-0.31054	0.04044	-0.27477	0.08576	1.00699	0.19434	-0.30581	0.18218	-0.14573	0.24387	0.78223	0.18842	-0.26389	-0.23942	1.18670	-0.53193	0.12971	0.49088	-0.45762	0.09673	0.71605	-0.33221	-0.21233	0.80075	-0.11255	-0.41051	0.90915	-0.33553	-0.37255	1.03352	-0.16776	-0.24879	0.82668	-0.25920	-0.29579	0.96840
42	-0.33891	0.04458	-0.28133	0.08501	1.04105	0.15987	-0.33117	0.18747	-0.16128	0.24632	0.82349	0.17094	-0.28753	-0.23156	1.17967	-0.56351	0.11919	0.56494	-0.48532	0.07936	0.74759	-0.36179	-0.23293	0.86616	-0.12407	-0.43550	0.94879	-0.36740	-0.37949	1.07734	-0.19759	-0.26985	0.87016	-0.28537	-0.29960	0.98595
43	-0.36689	0.04901	-0.28312	0.08759	1.07054	0.12292	-0.35912	0.19205	-0.17532	0.24934	0.86590	0.15403	-0.31033	-0.21818	1.16155	-0.59627	0.11114	0.64162	-0.51590	0.06367	0.77831	-0.39345	-0.24842	0.93070	-0.13888	-0.45826	0.98934	-0.39688	-0.38274	1.11935	-0.23272	-0.29172	0.91573	-0.31182	-0.30141	1.00451
44	-0.39403	0.05306	-0.27938	0.09340	1.09377	0.08926	-0.38901	0.19583	-0.18730	0.25316	0.90919	0.13966	-0.33280	-0.19895	1.13068	-0.63010	0.10610	0.71774	-0.54832	0.05103	0.80851	-0.42647	-0.25737	0.99197	-0.15782	-0.47754	1.03120	-0.42282	-0.38182	1.15866	-0.27180	-0.31429	0.96365	-0.33700	-0.30179	1.02486
