	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0003_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0003_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0003_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0005_3_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0005_3_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0005_3_CINE_E.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0007_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0007_2_CINE_D.c3d	2014_03_25_CR001_BAREFOOT_GAIT0007_2_CINE_D.c3d
17	0.33858	0.02433	0.13550	0.02404	-0.13350	0.02740	0.31499	0.08887	0.21218	0.09341	-0.06383	0.07247	0.35256	0.14164	-0.10826	0.25033	0.13267	-0.14429	0.25188	0.13979	-0.13963	0.31049	0.15588	-0.12959	0.34935	0.20061	-0.02814	0.35268	0.10899	-0.16264	0.26714	0.22378	-0.01451	0.45625	0.36406	0.00744
18	0.33895	0.02815	0.13980	0.02155	-0.12892	0.02680	0.31676	0.08182	0.20491	0.08580	-0.06278	0.07217	0.35575	0.13954	-0.10266	0.26364	0.13806	-0.14345	0.26484	0.13489	-0.13815	0.30645	0.16148	-0.12787	0.34643	0.19070	-0.02455	0.35465	0.11839	-0.15623	0.26080	0.21540	-0.01485	0.44811	0.34548	0.00710
19	0.33677	0.03130	0.14153	0.02016	-0.12449	0.02645	0.31512	0.07384	0.19576	0.07663	-0.06115	0.07132	0.35721	0.13670	-0.09744	0.27417	0.14217	-0.14120	0.27368	0.12918	-0.13566	0.30073	0.16367	-0.12573	0.33888	0.18072	-0.02141	0.35236	0.12422	-0.15031	0.25463	0.20499	-0.01401	0.43425	0.32174	0.00656
20	0.33315	0.03361	0.14077	0.01849	-0.12074	0.02623	0.31085	0.06524	0.18456	0.06683	-0.05937	0.07026	0.35709	0.13470	-0.09321	0.28240	0.14374	-0.13832	0.27825	0.12244	-0.13303	0.29473	0.16153	-0.12358	0.32720	0.17005	-0.01872	0.34765	0.12608	-0.14544	0.24986	0.19210	-0.01255	0.41653	0.29445	0.00577
21	0.32913	0.03546	0.13771	0.01587	-0.11794	0.02595	0.30522	0.05652	0.17173	0.05733	-0.05773	0.06929	0.35639	0.13423	-0.09035	0.28847	0.14235	-0.13545	0.27838	0.11441	-0.13082	0.28905	0.15504	-0.12160	0.31431	0.15926	-0.01635	0.34195	0.12387	-0.14185	0.24797	0.17704	-0.01083	0.39696	0.26562	0.00481
22	0.32479	0.03743	0.13256	0.01376	-0.11615	0.02548	0.29967	0.04866	0.15836	0.04923	-0.05635	0.06857	0.35590	0.13498	-0.08904	0.29195	0.13831	-0.13297	0.27438	0.10494	-0.12924	0.28325	0.14495	-0.11981	0.30384	0.14975	-0.01429	0.33523	0.11775	-0.13960	0.24950	0.16069	-0.00903	0.37866	0.23811	0.00377
23	0.31952	0.04034	0.12559	0.01512	-0.11536	0.02477	0.29575	0.04370	0.14586	0.04376	-0.05528	0.06809	0.35579	0.13608	-0.08930	0.29261	0.13236	-0.13098	0.26741	0.09438	-0.12825	0.27608	0.13243	-0.11818	0.29854	0.14295	-0.01268	0.32669	0.10825	-0.13860	0.25349	0.14436	-0.00716	0.36669	0.21526	0.00266
24	0.31301	0.04501	0.11724	0.02024	-0.11554	0.02391	0.29473	0.04364	0.13552	0.04174	-0.05451	0.06784	0.35643	0.13663	-0.09105	0.29079	0.12531	-0.12949	0.25926	0.08343	-0.12780	0.26656	0.11884	-0.11673	0.29963	0.13952	-0.01160	0.31605	0.09625	-0.13882	0.25849	0.12977	-0.00510	0.36549	0.19958	0.00146
25	0.30566	0.05159	0.10811	0.02679	-0.11670	0.02306	0.29710	0.04886	0.12800	0.04295	-0.05402	0.06786	0.35814	0.13611	-0.09421	0.28737	0.11792	-0.12851	0.25192	0.07299	-0.12794	0.25502	0.10551	-0.11560	0.30650	0.13900	-0.01106	0.30381	0.08271	-0.14030	0.26377	0.11853	-0.00278	0.37593	0.19157	0.00017
26	0.29823	0.05911	0.09875	0.03320	-0.11891	0.02244	0.30252	0.05783	0.12314	0.04618	-0.05384	0.06822	0.36055	0.13428	-0.09869	0.28347	0.11072	-0.12809	0.24674	0.06371	-0.12877	0.24296	0.09347	-0.11499	0.31749	0.14020	-0.01098	0.29116	0.06851	-0.14306	0.26965	0.11145	-0.00014	0.39524	0.18959	-0.00121
27	0.29152	0.06616	0.08959	0.03887	-0.12216	0.02227	0.31008	0.06849	0.12006	0.05003	-0.05395	0.06898	0.36291	0.13125	-0.10430	0.28013	0.10391	-0.12825	0.24376	0.05567	-0.13036	0.23227	0.08320	-0.11507	0.33048	0.14180	-0.01122	0.27939	0.05430	-0.14710	0.27669	0.10819	0.00270	0.41933	0.19072	-0.00260
28	0.28587	0.07141	0.08072	0.04366	-0.12633	0.02263	0.31864	0.07918	0.11759	0.05356	-0.05427	0.07016	0.36424	0.12713	-0.11076	0.27740	0.09721	-0.12902	0.24248	0.04834	-0.13262	0.22448	0.07455	-0.11595	0.34372	0.14275	-0.01160	0.26890	0.04048	-0.15229	0.28517	0.10769	0.00563	0.44444	0.19198	-0.00374
29	0.28087	0.07417	0.07198	0.04748	-0.13121	0.02345	0.32720	0.08854	0.11462	0.05622	-0.05467	0.07174	0.36344	0.12184	-0.11771	0.27495	0.09025	-0.13034	0.24268	0.04103	-0.13529	0.21990	0.06678	-0.11764	0.35628	0.14230	-0.01193	0.25927	0.02731	-0.15829	0.29491	0.10856	0.00854	0.46718	0.19097	-0.00431
30	0.27579	0.07451	0.06310	0.05019	-0.13642	0.02454	0.33490	0.09563	0.11034	0.05777	-0.05496	0.07362	0.35968	0.11518	-0.12465	0.27273	0.08301	-0.13202	0.24423	0.03325	-0.13806	0.21732	0.05909	-0.11999	0.36760	0.13974	-0.01217	0.25036	0.01504	-0.16462	0.30492	0.10922	0.01149	0.48500	0.18647	-0.00406
31	0.27039	0.07270	0.05393	0.05156	-0.14160	0.02562	0.34090	0.10027	0.10430	0.05818	-0.05502	0.07573	0.35285	0.10691	-0.13122	0.27030	0.07569	-0.13379	0.24673	0.02486	-0.14073	0.21553	0.05095	-0.12279	0.37677	0.13438	-0.01227	0.24277	0.00393	-0.17078	0.31378	0.10815	0.01458	0.49693	0.17841	-0.00291
32	0.26505	0.06885	0.04451	0.05139	-0.14645	0.02654	0.34468	0.10269	0.09640	0.05741	-0.05483	0.07796	0.34344	0.09696	-0.13717	0.26720	0.06851	-0.13547	0.24977	0.01610	-0.14326	0.21437	0.04232	-0.12581	0.38244	0.12560	-0.01227	0.23736	-0.00574	-0.17639	0.32069	0.10437	0.01783	0.50333	0.16740	-0.00101
33	0.26019	0.06293	0.03506	0.04955	-0.15083	0.02720	0.34653	0.10313	0.08695	0.05551	-0.05442	0.08029	0.33187	0.08536	-0.14229	0.26412	0.06165	-0.13703	0.25302	0.00740	-0.14566	0.21402	0.03353	-0.12892	0.38488	0.11393	-0.01215	0.23468	-0.01371	-0.18127	0.32564	0.09762	0.02123	0.50497	0.15414	0.00152
34	0.25590	0.05491	0.02591	0.04601	-0.15459	0.02759	0.34706	0.10175	0.07637	0.05260	-0.05378	0.08276	0.31824	0.07229	-0.14639	0.26226	0.05515	-0.13853	0.25644	-0.00089	-0.14798	0.21469	0.02514	-0.13204	0.38508	0.10042	-0.01178	0.23476	-0.01972	-0.18535	0.32880	0.08808	0.02474	0.50271	0.13908	0.00465
35	0.25207	0.04483	0.01745	0.04088	-0.15765	0.02770	0.34670	0.09852	0.06491	0.04884	-0.05289	0.08541	0.30254	0.05817	-0.14916	0.26216	0.04873	-0.14009	0.26066	-0.00860	-0.15015	0.21685	0.01776	-0.13519	0.38320	0.08579	-0.01093	0.23682	-0.02359	-0.18860	0.33022	0.07615	0.02833	0.49727	0.12249	0.00840
36	0.24853	0.03289	0.01000	0.03440	-0.15990	0.02758	0.34610	0.09332	0.05285	0.04452	-0.05172	0.08827	0.28495	0.04340	-0.15036	0.26389	0.04176	-0.14195	0.26707	-0.01566	-0.15205	0.22101	0.01192	-0.13836	0.38051	0.07104	-0.00932	0.23963	-0.02531	-0.19098	0.33014	0.06246	0.03190	0.48891	0.10468	0.01283
37	0.24527	0.01924	0.00374	0.02696	-0.16125	0.02728	0.34595	0.08632	0.04048	0.03995	-0.05031	0.09143	0.26583	0.02839	-0.14980	0.26735	0.03347	-0.14446	0.27651	-0.02212	-0.15362	0.22771	0.00790	-0.14156	0.37837	0.05703	-0.00685	0.24228	-0.02505	-0.19239	0.32938	0.04786	0.03544	0.47815	0.08617	0.01791
38	0.24234	0.00457	-0.00129	0.01935	-0.16162	0.02695	0.34657	0.07845	0.02806	0.03545	-0.04876	0.09491	0.24536	0.01354	-0.14733	0.27170	0.02317	-0.14788	0.28831	-0.02805	-0.15482	0.23708	0.00577	-0.14483	0.37731	0.04433	-0.00352	0.24458	-0.02319	-0.19271	0.32908	0.03328	0.03902	0.46643	0.06758	0.02341
39	0.23941	0.01389	-0.00527	0.01340	-0.16094	0.02684	0.34800	0.07096	0.01590	0.03132	-0.04710	0.09873	0.22340	-0.00093	-0.14283	0.27582	0.01048	-0.15234	0.30121	-0.03349	-0.15558	0.24832	0.00543	-0.14822	0.37717	0.03320	0.00065	0.24651	-0.02030	-0.19177	0.33021	0.01964	0.04273	0.45559	0.04969	0.02907
40	0.23588	0.03197	-0.00855	0.01323	-0.15913	0.02737	0.35054	0.06467	0.00438	0.02810	-0.04530	0.10292	0.19976	-0.01501	-0.13615	0.27942	-0.00466	-0.15784	0.31459	-0.03846	-0.15589	0.26054	0.00666	-0.15184	0.37800	0.02383	0.00585	0.24735	-0.01731	-0.18940	0.33353	0.00760	0.04666	0.44715	0.03359	0.03471
