	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_17_CR011_BAREFOOT_GAIT0001_1_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_1_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_1_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_2_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_2_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_2_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_CINEMATIC_1.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_CINEMATIC_1.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_CINEMATIC_1.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_4_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_4_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_4_CINE_D.c3d
7	0.18296	0.11969	0.03194	0.04025	-0.03949	0.02747	0.13834	0.11762	-0.01487	0.08711	-0.02481	0.08332	-0.08877	-0.18155	-0.17994	0.09681	0.02169	-0.04117	0.02706	-0.02495	-0.05096	0.06082	0.00054	-0.08959	0.19799	0.03166	0.00490	0.30909	0.03985	-0.00081	0.19953	-0.01230	-0.04236	0.20766	0.02703	-0.02042	0.29333	0.06037	-0.03859	0.13396	-0.01481	0.01898	0.28598	0.09902	-0.03486	0.23923	0.06718	0.06098	0.14808	0.02059	-0.01143
8	0.24870	0.11909	0.04286	0.04529	-0.04552	0.03394	0.20560	0.12409	-0.03143	0.09720	-0.03141	0.09004	-0.03316	-0.21342	-0.19503	0.14149	0.03723	-0.04495	0.11320	-0.03624	-0.06854	0.12684	0.01171	-0.09795	0.26804	0.02138	-0.00442	0.36915	0.05362	0.01022	0.26369	-0.04499	-0.05665	0.27104	0.05213	-0.02271	0.37953	0.07957	-0.04715	0.20040	-0.02082	0.02337	0.33963	0.10202	-0.04758	0.31768	0.06859	0.06490	0.21697	0.00066	-0.02062
9	0.31089	0.11777	0.06009	0.05183	-0.05037	0.04104	0.26643	0.12956	-0.03588	0.10693	-0.03725	0.09385	0.01948	-0.23104	-0.20408	0.18550	0.05901	-0.04769	0.19981	-0.03816	-0.08532	0.18821	0.02487	-0.10433	0.33989	0.02089	-0.01416	0.42705	0.07674	0.02127	0.31134	-0.06544	-0.06919	0.33305	0.08497	-0.02318	0.45086	0.10597	-0.05399	0.25614	-0.01330	0.02787	0.39173	0.10725	-0.05939	0.38964	0.08102	0.06440	0.28211	-0.00744	-0.02831
10	0.36683	0.11726	0.08282	0.05887	-0.05567	0.04812	0.31518	0.13676	-0.02601	0.11494	-0.04323	0.09541	0.05984	-0.23163	-0.20935	0.22950	0.08672	-0.05076	0.27363	-0.03027	-0.10281	0.24228	0.04093	-0.11061	0.40830	0.03252	-0.02426	0.48371	0.10658	0.03009	0.34092	-0.06697	-0.08077	0.39020	0.11995	-0.02387	0.50713	0.13849	-0.06069	0.29786	0.00878	0.03078	0.44132	0.11732	-0.07102	0.45065	0.10406	0.05981	0.33350	-0.00279	-0.03561
11	0.41754	0.11770	0.10859	0.06419	-0.06227	0.05458	0.35394	0.14622	-0.00442	0.12010	-0.04985	0.09582	0.08852	-0.21715	-0.21361	0.27575	0.11730	-0.05514	0.33193	-0.01309	-0.12136	0.29049	0.06031	-0.11787	0.47097	0.05442	-0.03410	0.54174	0.13766	0.03512	0.36166	-0.05061	-0.09148	0.44128	0.15141	-0.02604	0.55427	0.17375	-0.06809	0.33108	0.04181	0.03106	0.48728	0.13279	-0.08253	0.50206	0.13289	0.05272	0.36936	0.01211	-0.04370
12	0.46468	0.11841	0.13374	0.06635	-0.06978	0.05993	0.38893	0.15554	0.02289	0.12261	-0.05687	0.09596	0.11301	-0.19399	-0.21860	0.32557	0.14531	-0.06108	0.38072	0.01066	-0.13922	0.33456	0.08117	-0.12591	0.52834	0.08225	-0.04262	0.60178	0.16505	0.03650	0.38528	-0.02387	-0.10074	0.48514	0.17548	-0.02958	0.59744	0.20666	-0.07587	0.36412	0.07916	0.02875	0.52751	0.15186	-0.09329	0.54613	0.16131	0.04516	0.39669	0.03250	-0.05316
13	0.50776	0.11908	0.15475	0.06565	-0.07690	0.06384	0.42396	0.16159	0.04976	0.12351	-0.06353	0.09624	0.13961	-0.16932	-0.22445	0.37673	0.16576	-0.06825	0.42436	0.03591	-0.15347	0.37455	0.10036	-0.13374	0.57975	0.11148	-0.04886	0.66021	0.18640	0.03587	0.41684	0.00387	-0.10779	0.52005	0.19057	-0.03349	0.63853	0.23282	-0.08292	0.40069	0.11406	0.02477	0.55988	0.17144	-0.10231	0.58155	0.18473	0.03865	0.42530	0.05372	-0.06352
14	0.54426	0.11944	0.16951	0.06330	-0.08221	0.06626	0.45805	0.16247	0.07194	0.12379	-0.06903	0.09653	0.16959	-0.14808	-0.23005	0.42536	0.17670	-0.07583	0.46231	0.05774	-0.16165	0.40846	0.11521	-0.14020	0.62201	0.13868	-0.05251	0.71042	0.20147	0.03531	0.45317	0.02553	-0.11207	0.54425	0.19725	-0.03649	0.67507	0.24943	-0.08798	0.43820	0.14177	0.02024	0.58398	0.18874	-0.10863	0.60456	0.20128	0.03365	0.46076	0.07247	-0.07343
15	0.57176	0.11886	0.17786	0.06041	-0.08476	0.06743	0.48725	0.15876	0.08785	0.12408	-0.07281	0.09640	0.19971	-0.13233	-0.23398	0.46805	0.17941	-0.08289	0.49272	0.07378	-0.16284	0.43413	0.12454	-0.14441	0.65178	0.16196	-0.05396	0.74666	0.21140	0.03627	0.48713	0.03842	-0.11347	0.55693	0.19780	-0.03760	0.70272	0.25604	-0.09019	0.47108	0.16072	0.01601	0.60112	0.20208	-0.11167	0.61311	0.21135	0.02976	0.50066	0.08699	-0.08122
16	0.58945	0.11681	0.18136	0.05772	-0.08441	0.06778	0.50762	0.15315	0.09800	0.12467	-0.07481	0.09541	0.22451	-0.12208	-0.23532	0.50183	0.17689	-0.08880	0.51535	0.08448	-0.15808	0.45164	0.12890	-0.14612	0.66816	0.18089	-0.05406	0.76668	0.21796	0.03910	0.51182	0.04367	-0.11233	0.55911	0.19541	-0.03634	0.71927	0.25498	-0.08933	0.49502	0.17209	0.01238	0.61229	0.21091	-0.11133	0.60914	0.21618	0.02615	0.53709	0.09723	-0.08566
