	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0001_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_02.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_03.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_04.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_05.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_05.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_05.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_05.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_05.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_05.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_05.c3d	2014_07_01_PC022_BAREFOOT_GAIT0002_05.c3d	2014_07_01_PC022_BAREFOOT_GAIT0003_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0003_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0003_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0003_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0003_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0003_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0003_01.c3d	2014_07_01_PC022_BAREFOOT_GAIT0003_01.c3d
7	18.82219	0.61237	43.94222	1.27790	29.42104	2.57183	-1.67386	1.47538	19.44960	1.05921	43.81850	2.49013	32.26588	3.20746	4.22670	1.40796	18.10084	42.61647	30.81529	-1.28647	18.91664	19.90108	40.91778	43.71460	29.92900	33.22822	3.45877	6.65505	18.06780	46.18045	34.92230	-1.77245	19.05725	19.24078	46.00541	46.07705	39.22619	36.74383	2.43380	2.93956	18.92175	42.56131	28.54521	0.35083	17.39919	17.51909	41.22842	42.34900	31.21134	31.46686	4.89811	4.06039	19.01051	43.69938	26.65084	-2.07025	20.37757	19.92867	42.28368	39.46988	29.49502	26.55683	6.02779	4.41493	18.84367	18.62472	44.91168	43.78751	31.00316	27.51208	-3.66225	-3.94528	19.38618	43.32274	30.48289	3.48059	20.17318	44.11157	27.07278	-1.39767	21.09567	19.90105	45.92070	44.42146	32.50122	32.30642	4.23056	6.16476	18.81449	45.09061	29.60237	-1.55527	20.27467	47.71937	34.08500	4.03531	18.84272	42.52103	28.66536	0.27405	19.84696	46.21036	32.22367	2.14745
8	19.67489	0.60000	43.42256	1.12995	29.22402	2.45058	0.73334	1.20874	20.31034	1.11801	43.29738	2.48724	31.81933	3.02820	6.49786	1.12547	19.06881	42.23977	30.50764	1.22064	19.68842	20.75401	40.30730	43.19374	29.19947	32.71618	5.91363	8.67336	18.82489	45.39763	34.53819	1.04693	20.00038	20.25180	45.06278	45.27259	38.25451	36.02625	5.46717	5.78522	19.74042	42.10880	28.30472	2.47714	18.10538	18.30439	40.64221	41.70856	30.64845	31.02001	7.06383	6.19779	19.86995	43.52060	26.89677	-0.14648	21.13663	20.65987	42.15630	39.06956	29.64147	26.36139	7.81021	6.46641	19.96882	19.39148	44.25040	43.20814	30.74419	27.61001	-0.79431	-0.92137	20.16324	42.84412	30.47906	5.67999	20.93045	43.46428	26.66223	0.64651	22.08692	20.71022	45.56515	43.79353	31.89595	31.61018	6.21579	8.17122	19.67259	44.40646	29.17005	0.77018	21.28996	47.56720	34.02657	6.19810	19.60660	42.20691	28.58239	2.30081	20.88319	45.68288	31.77187	4.82938
9	20.47212	0.59832	43.14483	0.95279	29.20194	2.24208	2.55892	1.09264	21.08854	1.18242	43.03260	2.47231	31.66301	2.77508	8.21913	0.92450	20.00277	42.06377	30.30671	3.23382	20.38731	21.52469	39.95090	42.95929	28.79658	32.59866	7.87592	10.16218	19.61975	44.66986	34.02001	3.43920	20.99567	21.28438	44.21787	44.69183	37.18432	35.50050	8.13959	8.22708	20.49663	41.92122	28.31193	4.05562	18.74270	18.96963	40.37792	41.34214	30.41268	30.93431	8.64877	7.73406	20.63019	43.56627	27.29000	1.09082	21.74370	21.26811	42.18256	39.01032	29.92075	26.56749	8.99048	7.81621	21.03019	20.01790	43.83706	42.94376	30.71918	28.06833	1.46986	1.43678	20.77460	42.70456	30.97378	7.27698	21.63470	43.09078	26.47682	2.14772	22.98549	21.44919	45.47038	43.42882	31.60078	31.16333	7.68466	9.62730	20.49229	43.99070	28.90256	2.45710	22.18386	47.54860	34.16676	7.80813	20.32469	42.22005	28.72193	3.69931	21.84177	45.53855	31.79916	6.85739
10	21.20408	0.61728	43.03882	0.78890	29.27157	2.04478	3.83599	1.18528	21.76552	1.26142	42.90321	2.44408	31.65613	2.55299	9.43513	0.92804	20.85696	42.07411	30.23790	4.74760	21.00537	22.17503	39.84420	42.84558	28.71951	32.65760	9.33017	11.18775	20.42745	44.06122	33.44036	5.31671	21.99158	22.28245	43.54520	44.35209	36.16021	35.23457	10.32849	10.16951	21.18427	41.90306	28.45701	5.18120	19.28845	19.51184	40.29267	41.14774	30.37615	31.07149	9.73145	8.76271	21.32070	43.63306	27.53715	1.77952	22.22967	21.77469	42.10173	39.10289	29.96279	26.85784	9.67493	8.58703	21.99238	20.50661	43.65265	42.92677	30.92294	28.73865	3.08161	3.09918	21.22601	42.71798	31.69267	8.34321	22.28113	42.90935	26.43122	3.18083	23.76717	22.08471	45.50059	43.23747	31.50109	30.90818	8.70602	10.58922	21.26165	43.78289	28.75987	3.55505	22.92826	47.44221	34.26838	8.95755	21.00554	42.40629	28.91898	4.58217	22.68655	45.61130	32.11921	8.28869
11	21.87850	0.65795	42.97429	0.66330	29.28049	1.97221	4.64268	1.39434	22.34461	1.35319	42.72416	2.39992	31.55875	2.45724	10.21720	1.09872	21.60560	42.20148	30.25913	5.81447	21.55191	22.69023	39.90011	42.61722	28.81328	32.58940	10.32397	11.83722	21.22401	43.59568	32.86760	6.67641	22.93909	23.19808	43.06461	44.18618	35.30072	35.18382	11.98122	11.59344	21.81429	41.88244	28.52073	5.94159	19.74564	19.95607	40.15042	40.91816	30.26076	31.11919	10.41193	9.40035	21.98995	43.52191	27.37509	2.04273	22.65244	22.21565	41.69070	39.07590	29.46947	26.84348	9.94290	8.90565	22.83877	20.89803	43.59892	43.00878	31.24609	29.39565	4.08804	4.14527	21.55897	42.64372	32.25319	8.97803	22.88192	42.76864	26.34828	3.84242	24.43237	22.60437	45.44603	43.04684	31.34706	30.65691	9.36948	11.13828	21.98212	43.63454	28.58415	4.16903	23.52699	47.03920	34.05614	9.72218	21.67180	42.55624	28.92767	5.06416	23.40820	45.63498	32.37032	9.21901
12	22.51336	0.71061	42.81181	0.59279	29.06826	2.08860	5.05793	1.63331	22.84660	1.44451	42.32308	2.35691	31.14250	2.54075	10.62522	1.32620	22.24542	42.33094	30.25576	6.50358	22.04903	23.08350	39.95803	42.07529	28.82106	32.15377	10.93284	12.17521	21.99025	43.23901	32.31351	7.57207	23.79897	23.99970	42.73004	44.05652	34.64568	35.18312	13.10969	12.53150	22.40887	41.69839	28.29885	6.38702	20.13868	20.34710	39.72886	40.44212	29.78736	30.75562	10.75950	9.73102	22.67741	43.11333	26.67541	1.95743	23.07210	22.63357	40.85833	38.70180	28.31680	26.23405	9.82815	8.85518	23.57253	21.25304	43.53276	43.01080	31.50108	29.80093	4.58536	4.68557	21.83354	42.28496	32.33218	9.25599	23.45963	42.51693	26.04903	4.20613	25.00166	23.01632	45.11352	42.67356	30.88273	30.18827	9.74228	11.34311	22.66566	43.37457	28.18153	4.39804	24.00911	46.22378	33.35088	10.13684	22.34739	42.48960	28.53826	5.22620	24.02256	45.35323	32.20095	9.72653
13	23.12689	0.76364	42.44976	0.60916	28.52560	2.36328	5.14432	1.87142	23.29935	1.51909	41.60316	2.35103	30.27329	2.80636	10.69684	1.56479	22.79140	42.33569	30.08378	6.87334	22.52494	23.38884	39.83388	41.13679	28.49330	31.24207	11.23014	12.23084	22.71432	42.90672	31.71738	8.07508	24.54653	24.67554	42.44582	43.80513	34.14018	35.02131	13.77155	13.04408	22.99178	41.26126	27.68610	6.54678	20.50142	20.73335	38.91312	39.60389	28.79630	29.79636	10.79951	9.79035	23.39263	42.37626	25.45614	1.57158	23.52734	23.06618	39.65050	37.88861	26.54831	24.91338	9.34106	8.47069	24.21216	21.62951	43.32146	42.79019	31.49892	29.77574	4.67338	4.81073	22.10670	41.55399	31.77493	9.21404	24.03630	42.06159	25.43320	4.31819	25.50420	23.34315	44.39893	41.99507	29.95216	29.34730	9.85467	11.24777	23.32728	42.88328	27.42117	4.31307	24.41502	44.99076	32.10530	10.20594	23.04663	42.11146	27.65801	5.11670	24.55833	44.62464	31.42193	9.85828
14	23.72874	0.80877	41.84046	0.72300	27.61729	2.70843	4.94889	2.10104	23.72618	1.56589	40.56254	2.40595	28.93205	3.20907	10.45501	1.81374	23.26837	42.11752	29.62833	6.96440	23.00635	23.64513	39.38635	39.84298	27.67142	29.86508	11.26778	12.01102	23.39195	42.49364	30.97356	8.24458	25.17315	25.23118	42.09654	43.30662	33.65446	34.52646	14.03936	13.19316	23.57657	40.55075	26.67734	6.45056	20.86411	21.14928	37.72264	38.41646	27.27677	28.22867	10.53276	9.58080	24.11012	41.33535	23.83557	0.92610	24.02300	23.53361	38.19310	36.68497	24.32520	22.92459	8.49942	7.76086	24.78086	22.06448	42.88402	42.27853	31.12194	29.24107	4.43209	4.58247	22.41531	40.47845	30.59950	8.86557	24.62289	41.37831	24.49325	4.20980	25.96498	23.61255	43.30968	40.98363	28.53238	28.09204	9.71026	10.88078	23.97595	42.11900	26.27214	3.96263	24.78129	43.42988	30.38215	9.92835	23.76744	41.40703	26.31238	4.76742	25.04036	43.46175	30.03801	9.64494
15	24.31554	0.84002	40.98323	0.89461	26.37631	3.03986	4.50924	2.31909	24.13751	1.58220	39.27132	2.50562	27.19487	3.66696	9.92113	2.07715	23.70164	41.63270	28.84405	6.80788	23.51188	23.87916	38.56335	38.31363	26.31293	28.12000	11.07217	11.52281	24.02443	41.90917	29.98185	8.11984	25.68420	25.68288	41.57597	42.50141	33.03002	33.61389	13.97447	13.02526	24.15743	39.59200	25.33853	6.13103	21.24342	21.60385	36.27083	36.98273	25.33291	26.16142	9.96484	9.09692	24.78314	40.04867	21.98091	0.06033	24.53106	24.03048	36.62230	35.22509	21.87886	20.43884	7.34878	6.74096	25.29640	22.56710	42.20071	41.47422	30.35165	28.21891	3.92228	4.04992	22.76851	39.15942	28.93799	8.21988	25.21283	40.48675	23.28450	3.90460	26.39656	23.84872	41.93951	39.69484	26.71142	26.48421	9.30710	10.26961	24.60769	41.09740	24.78321	3.38314	25.12971	41.68606	28.31720	9.31571	24.48921	40.40738	24.60320	4.20411	25.47725	41.99199	28.19356	9.11619
16	24.87276	0.85260	39.91210	1.07421	24.88535	3.30152	3.85768	2.52332	24.52868	1.57231	37.82911	2.60799	25.20122	4.08758	9.12643	2.34635	24.10930	40.89148	27.76056	6.43544	24.04707	24.09678	37.40296	36.68822	24.47323	26.16674	10.65386	10.79153	24.61530	41.10061	28.68858	7.72895	26.09426	26.04917	40.81005	41.40120	32.13570	32.29390	13.61907	12.57068	24.71046	38.44329	23.78332	5.61504	21.63807	22.07928	34.69777	35.42987	23.13413	23.76748	9.12340	8.34759	25.36696	38.59417	20.05791	-0.98909	25.00335	24.52735	35.03059	33.66089	19.45418	17.72340	5.96608	5.45755	25.76646	23.12168	41.29684	40.42017	29.24776	26.81220	3.19215	3.26320	23.14972	37.71821	26.97767	7.29945	25.78253	39.42985	21.89593	3.41930	26.79719	24.06782	40.42008	38.22888	24.64671	24.64999	8.65464	9.44861	25.20469	39.86535	23.05278	2.60405	25.46370	39.90776	26.08667	8.40077	25.17747	39.16717	22.66910	3.45010	25.85905	40.38192	26.10601	8.31030
17	25.38067	0.84352	38.68066	1.23003	23.25046	3.46883	3.02463	2.71125	24.88413	1.54437	36.32472	2.67992	23.11475	4.40154	8.11553	2.60143	24.49849	39.93951	26.46024	5.88211	24.60184	24.28626	35.99919	35.07586	22.27472	24.19374	10.02262	9.86649	25.16683	40.05750	27.09943	7.09958	26.42109	26.34353	39.77359	40.06971	30.91010	30.65248	13.00155	11.85306	25.20651	37.17934	22.14174	4.92080	22.03160	22.54005	33.11264	33.85668	20.86612	21.24455	8.05862	7.36738	25.83257	37.04522	18.18744	-2.18361	25.39019	24.98370	33.44976	32.10283	17.24007	15.06194	4.44305	3.98645	26.18845	23.69707	40.21652	39.18990	27.90644	25.17445	2.28198	2.27537	23.52652	36.25402	24.91785	6.14991	26.29990	38.26121	20.42876	2.76592	27.15410	24.27727	38.87062	36.68938	22.51863	22.73562	7.77859	8.45748	25.74130	38.48471	21.20173	1.64957	25.77270	38.20089	23.87115	7.23790	25.79492	37.75208	20.65387	2.52998	26.16490	38.76616	24.00478	7.27880
18	25.82116	0.81296	37.34453	1.35283	21.57366	3.54481	2.04244	2.87775	25.18511	1.50756	34.81237	2.71317	21.07877	4.58306	6.94118	2.82069	24.86703	38.83757	25.04610	5.18199	25.15131	24.42951	34.45930	33.52700	19.87739	22.35987	9.19723	8.81263	25.67755	38.80257	25.26826	6.26318	26.68026	26.57055	38.49233	38.59242	29.36921	28.81981	12.14319	10.89852	25.62554	35.86398	20.52000	4.06514	22.39997	22.94648	31.56530	32.30666	18.68284	18.77264	6.83359	6.21177	26.16706	35.44978	16.43333	-3.47433	25.65683	25.36473	31.87987	30.59772	15.33368	12.65705	2.86155	2.41288	26.55163	24.25747	39.00689	37.87047	26.43002	23.46849	1.22756	1.14048	23.86372	34.81786	22.92812	4.83673	26.73693	37.02951	18.97414	1.95917	27.44913	24.47735	37.36058	35.15292	20.48336	20.86724	6.71777	7.33446	26.19449	37.01672	19.34356	0.54296	26.04119	36.60404	21.80833	5.89411	26.31271	36.22324	18.67902	1.47584	26.37544	37.20473	22.06453	6.08096
19	26.18251	0.76568	35.94998	1.45034	19.93563	3.55037	0.94825	3.01367	25.41631	1.47025	33.31280	2.71538	19.18775	4.64429	5.65613	2.98731	25.20879	37.64729	23.61352	4.36373	25.66201	24.51258	32.86993	32.04059	17.44582	20.74878	8.20691	7.69473	26.14143	37.38016	23.27780	5.25260	26.88231	26.72652	37.02939	37.04880	27.58689	26.93716	11.06372	9.74016	25.96217	34.53729	18.98005	3.07247	22.72031	23.26649	30.05770	30.77509	16.67626	16.47330	5.51137	4.94246	26.36963	33.83627	14.82660	-4.79988	25.79037	25.64763	30.33047	29.15495	13.76214	10.60617	1.28385	0.81879	26.84241	24.77005	37.71386	36.53531	24.91282	21.82667	0.06373	-0.08617	24.13474	33.41261	21.11586	3.43016	27.07960	35.76664	17.59564	1.02332	27.66589	24.66367	35.90192	33.65491	18.63916	19.12320	5.52042	6.11181	26.55280	35.50788	17.56100	-0.68634	26.25742	35.10009	19.96201	4.43411	26.71571	34.62512	16.82660	0.33083	26.48215	35.69002	20.36406	4.77119
20	26.46048	0.71158	34.53382	1.53539	18.39347	3.51206	-0.21708	3.10842	25.56940	1.43855	31.83219	2.69546	17.48921	4.61371	4.30910	3.08986	25.51762	36.42031	22.23229	3.45123	26.10215	24.53068	31.28151	30.59929	15.11570	19.37284	7.08992	6.56589	26.54918	35.84613	21.22178	4.09863	27.03259	26.80368	35.46543	35.49350	25.66814	25.12693	9.78637	8.41774	26.22106	33.22555	17.55012	1.97739	22.97714	23.48196	28.58083	29.24397	14.88140	14.40126	4.14405	3.61635	26.44736	32.23485	13.39503	-6.09742	25.79724	25.81766	28.83191	27.77960	12.52474	8.94778	-0.23775	-0.71516	27.05072	25.20755	36.38156	35.22762	23.43455	20.33702	-1.17414	-1.34938	24.32657	32.01965	19.52574	1.99091	27.33052	34.49131	16.32763	-0.00677	27.79591	24.82960	34.47560	32.19690	17.02283	17.53261	4.23899	4.81812	26.81856	33.98802	15.90195	-1.99838	26.41746	33.65557	18.33502	2.91009	27.00174	32.98906	15.14083	-0.85486	26.48957	34.19467	18.90476	3.39274
21	26.65598	0.66482	33.12753	1.61541	16.98723	3.45308	-1.41271	3.15474	25.64318	1.41560	30.37870	2.65811	16.00370	4.51847	2.94595	3.12135	25.78822	35.19151	20.94247	2.46791	26.44990	24.48710	29.71494	29.19844	12.97709	18.21267	5.89284	5.46830	26.89125	34.25655	19.18971	2.82949	27.13278	26.79535	33.87860	33.94979	23.72544	23.47123	8.34222	6.97453	26.40897	31.95252	16.24612	0.82131	23.16454	23.59026	27.13916	27.71466	13.30387	12.57122	2.77252	2.28546	26.40993	30.68511	12.17216	-7.31814	25.69523	25.86439	27.42006	26.47854	11.61904	7.70356	-1.65035	-2.10748	27.17359	25.54800	35.04728	33.96852	22.05681	19.05825	-2.44927	-2.59790	24.43801	30.62862	18.16496	0.56564	27.50363	33.22057	15.18507	-1.09034	27.84058	24.96765	33.06654	30.76952	15.63124	16.09946	2.92275	3.48488	27.00355	32.48004	14.39247	-3.34414	26.52356	32.25227	16.90800	1.36388	27.17664	31.34566	13.64198	-2.03329	26.41194	32.71202	17.66032	1.98210
22	26.77125	0.64111	31.75852	1.69105	15.74775	3.39061	-2.60055	3.15076	25.64087	1.40223	28.96492	2.60556	14.74137	4.37814	1.61143	3.08054	26.01566	33.98094	19.76418	1.43990	26.69522	24.38762	28.18044	27.84641	11.08008	17.24976	4.66793	4.44002	27.16083	32.65836	17.25666	1.47269	27.18270	26.69999	32.32742	32.41733	21.85984	22.00713	6.77202	5.45349	26.52812	30.73734	15.08391	-0.35177	23.28318	23.60171	25.74587	26.21171	11.94264	10.98890	1.43585	1.00327	26.26513	29.22488	11.19358	-8.43154	25.50392	25.77976	26.12103	25.25191	11.04661	6.88978	-2.90405	-3.28383	27.21443	25.77398	33.73767	32.77288	20.82500	18.03905	-3.72287	-3.78584	24.47354	29.24643	17.02490	-0.81000	27.61348	31.97454	14.17486	-2.18706	27.80860	25.06988	31.67710	29.37157	14.44620	14.82874	1.61440	2.15090	27.12196	31.00953	13.05289	-4.67125	26.57891	30.88954	15.66707	-0.16457	27.24763	29.73058	12.33959	-3.16718	26.26621	31.25712	16.60615	0.57319
23	26.80673	0.65390	30.44729	1.76137	14.70071	3.33799	-3.74608	3.09897	25.56645	1.39900	27.60148	2.53904	13.70855	4.20483	0.34855	2.97386	26.19441	32.80196	18.71501	0.39662	26.83706	24.23407	26.69199	26.54782	9.45211	16.47308	3.46837	3.51608	27.35544	31.08655	15.47955	0.05656	27.18184	26.52281	30.83989	30.89012	20.14575	20.73970	5.12323	3.89430	26.57186	29.58547	14.08239	-1.49651	23.33471	23.53268	24.41076	24.76599	10.80152	9.66643	0.17926	-0.17262	26.01673	27.87456	10.49179	-9.41767	25.23788	25.55776	24.94901	24.09075	10.81264	6.51464	-3.96038	-4.18864	27.18008	25.87199	32.47012	31.65075	19.77251	17.31689	-4.95634	-4.87380	24.43702	27.88680	16.09015	-2.10516	27.66684	30.77342	13.30467	-3.26101	27.71111	25.12913	30.31783	28.01308	13.44957	13.73482	0.35322	0.86023	27.18361	29.60432	11.90493	-5.93044	26.58273	29.56916	14.60869	-1.63281	27.21959	28.17850	11.23866	-4.23213	26.06500	29.84604	15.72201	-0.80394
24	26.76040	0.70973	29.20418	1.82702	13.86649	3.30623	-4.81873	3.00469	25.42216	1.40797	26.29313	2.45788	12.90966	4.00619	-0.80435	2.81669	26.31764	31.66798	17.82117	-0.63138	26.87970	24.02018	25.26864	25.29279	8.11288	15.87419	2.34464	2.72343	27.47662	29.56783	13.89987	-1.38869	27.13054	26.27444	29.41534	29.37056	18.62370	19.66182	3.44284	2.33364	26.52543	28.48565	13.26432	-2.56722	23.31730	23.39740	23.13829	23.40180	9.89467	8.62441	-0.94822	-1.18738	25.66631	26.63237	10.09186	-10.25858	24.90429	25.19949	23.90930	22.98721	10.92324	6.57485	-4.79714	-4.79353	27.07771	25.83309	31.25653	30.59589	18.92306	16.89775	-6.11509	-5.83372	24.32864	26.55819	15.34313	-3.28879	27.66086	29.63092	12.58718	-4.28112	27.55637	25.13941	28.99452	26.70622	12.62947	12.83447	-0.82079	-0.34454	27.18930	28.28537	10.97074	-7.07904	26.52801	28.28605	13.73658	-2.99815	27.09666	26.71509	10.34248	-5.21368	25.81228	28.48176	14.99216	-2.12251
25	26.62932	0.80520	28.02978	1.88841	13.25883	3.30162	-5.79295	2.87522	25.20848	1.43198	25.04070	2.35944	12.34902	3.79080	-1.81683	2.63372	26.37701	30.59349	17.11599	-1.61614	26.82936	23.73207	23.92745	24.06098	7.07989	15.44646	1.34154	2.07655	27.52800	28.12592	12.54943	-2.83036	27.03063	25.96811	28.03964	27.87140	17.30737	18.76531	1.77186	0.80516	26.37306	27.41789	12.65470	-3.52370	23.22498	23.20439	21.93199	22.13661	9.24651	7.88771	-1.90314	-1.99890	25.21810	25.48350	10.00634	-10.93689	24.50671	24.72152	23.00087	21.94717	11.37879	7.05318	-5.40913	-5.10051	26.91071	25.65612	30.10265	29.58351	18.29032	16.74700	-7.17149	-6.65306	24.14688	25.26146	14.76896	-4.33054	27.58674	28.54937	12.03899	-5.22057	27.34613	25.09407	27.70522	25.45620	11.98407	12.13976	-1.86735	-1.42773	27.12940	27.05866	10.27129	-8.08188	26.40260	27.03354	13.06402	-4.22220	26.88480	25.35305	9.65544	-6.10247	25.50283	27.15658	14.41527	-3.35445
26	26.41199	0.92881	26.91928	1.94434	12.88502	3.32300	-6.64985	2.72037	24.92592	1.47106	23.84519	2.24157	12.03138	3.57326	-2.66878	2.45813	26.36307	29.59079	16.63174	-2.53443	26.69018	23.35395	22.67613	22.83402	6.36742	15.18814	0.49499	1.57711	27.51241	26.78266	11.45434	-4.23398	26.88400	25.61629	26.70045	26.40827	16.19754	18.04143	0.14493	-0.66214	26.10676	26.36698	12.27815	-4.33739	23.05176	22.95806	20.79771	20.98423	8.88364	7.47781	-2.65611	-2.58327	24.68285	24.41196	10.22748	-11.44281	24.05113	24.15887	22.21577	20.99098	12.16298	7.91538	-5.80776	-5.13923	26.67655	25.35178	29.00495	28.58813	17.87635	16.81010	-8.10548	-7.33192	23.89327	23.99649	14.36135	-5.20487	27.43602	27.52063	11.67454	-6.05940	27.07509	24.98424	26.44626	24.25947	11.52462	11.65824	-2.75212	-2.36181	26.98646	25.91512	9.82702	-8.91246	26.19330	25.81290	12.61652	-5.27437	26.59208	24.09237	9.18542	-6.89083	25.12686	25.86479	14.01285	-4.46945
