	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d
30	0.17865	0.19212	-0.33963	0.09174	0.72398	0.06806	0.41899	0.16810	-0.13756	0.26130	0.31805	0.41050	0.32780	-0.42103	0.62418	0.38883	0.48260	-0.01621	-0.22474	-0.23000	0.61594	0.24779	0.17358	0.06213	0.28401	-0.40624	0.75596	0.20139	-0.30580	0.77543	0.30177	-0.09301	0.35729	-0.09860	-0.22543	0.74035	0.67397	-0.52742	0.78487
31	0.16532	0.18469	-0.32432	0.09206	0.72378	0.06465	0.38722	0.17352	-0.13978	0.26291	0.33678	0.41004	0.31398	-0.40999	0.62895	0.34209	0.44706	-0.01200	-0.20858	-0.22388	0.60227	0.21342	0.16701	0.09827	0.26820	-0.38774	0.75496	0.17745	-0.28820	0.77220	0.27708	-0.10542	0.39336	-0.09832	-0.21136	0.73902	0.65645	-0.53993	0.81388
32	0.15016	0.17882	-0.31033	0.09135	0.72830	0.06022	0.35463	0.17931	-0.13970	0.26487	0.35684	0.41178	0.29750	-0.39762	0.63973	0.29004	0.40981	-0.00200	-0.18885	-0.21802	0.58672	0.18166	0.15861	0.13518	0.25035	-0.37043	0.75806	0.15589	-0.27501	0.77222	0.25237	-0.11468	0.43370	-0.10311	-0.19828	0.74319	0.63927	-0.55157	0.84663
33	0.13265	0.17446	-0.29774	0.08960	0.73698	0.05488	0.32236	0.18581	-0.13788	0.26730	0.37900	0.41554	0.27789	-0.38398	0.65589	0.23459	0.37240	0.01303	-0.16683	-0.21076	0.57175	0.15297	0.14815	0.17307	0.23100	-0.35487	0.76460	0.13511	-0.26546	0.77526	0.22875	-0.12149	0.47850	-0.11338	-0.18666	0.75217	0.62308	-0.56227	0.88242
34	0.11250	0.17143	-0.28664	0.08698	0.74925	0.04876	0.29127	0.19368	-0.13501	0.27030	0.40394	0.42073	0.25507	-0.36941	0.67675	0.17838	0.33656	0.03186	-0.14380	-0.20008	0.55960	0.12735	0.13549	0.21202	0.21042	-0.34159	0.77397	0.11339	-0.25866	0.78103	0.20508	-0.12648	0.52764	-0.12886	-0.17690	0.76527	0.60899	-0.57213	0.92051
35	0.08960	0.16931	-0.27709	0.08370	0.76456	0.04209	0.26170	0.20304	-0.13177	0.27390	0.43206	0.42649	0.22915	-0.35437	0.70158	0.12276	0.30273	0.05329	-0.12059	-0.18422	0.55168	0.10537	0.12029	0.25193	0.18831	-0.33083	0.78558	0.08962	-0.25383	0.78923	0.18008	-0.13042	0.58069	-0.14870	-0.16932	0.78184	0.59758	-0.58141	0.96021
36	0.06388	0.16767	-0.26901	0.08001	0.78233	0.03521	0.23338	0.21353	-0.12878	0.27819	0.46340	0.43210	0.20032	-0.33940	0.72954	0.06792	0.27003	0.07607	-0.09768	-0.16214	0.54849	0.08582	0.10267	0.29260	0.16407	-0.32251	0.79898	0.06323	-0.25016	0.79952	0.15512	-0.13465	0.63704	-0.17209	-0.16397	0.80129	0.58800	-0.59033	1.00099
37	0.03548	0.16628	-0.26221	0.07619	0.80205	0.02859	0.20564	0.22445	-0.12655	0.28316	0.49764	0.43704	0.16897	-0.32503	0.75982	0.01502	0.23738	0.09839	-0.07557	-0.13356	0.54973	0.06492	0.08375	0.33380	0.13746	-0.31634	0.81375	0.03394	-0.24675	0.81160	0.13241	-0.14044	0.69584	-0.19846	-0.16072	0.82304	0.57847	-0.59890	1.04241
38	0.00474	0.16507	-0.25635	0.07246	0.82320	0.02297	0.17775	0.23497	-0.12536	0.28853	0.53428	0.44102	0.13556	-0.31169	0.79164	-0.03486	0.20410	0.11833	-0.05490	-0.09884	0.55466	0.04017	0.06502	0.37538	0.10880	-0.31185	0.82952	0.00182	-0.24257	0.82512	0.11208	-0.14831	0.75610	-0.22720	-0.15930	0.84651	0.56725	-0.60691	1.08409
39	-0.02782	0.16372	-0.25098	0.06893	0.84524	0.01947	0.14951	0.24418	-0.12537	0.29374	0.57272	0.44388	0.10041	-0.29965	0.82428	-0.08153	0.17008	0.13422	-0.03635	-0.05867	0.56248	0.01353	0.04744	0.41744	0.07864	-0.30832	0.84588	-0.03315	-0.23656	0.83974	0.09230	-0.15804	0.81669	-0.25718	-0.15938	0.87107	0.55316	-0.61412	1.12565
40	-0.06163	0.16190	-0.24545	0.06572	0.86757	0.01924	0.12119	0.25155	-0.12669	0.29815	0.61241	0.44546	0.06403	-0.28895	0.85694	-0.12542	0.13521	0.14477	-0.02041	-0.01384	0.57256	-0.01108	0.03158	0.46032	0.04742	-0.30476	0.86226	-0.07078	-0.22768	0.85502	0.07122	-0.16899	0.87639	-0.28718	-0.16041	0.89607	0.53603	-0.62041	1.16661
41	-0.09616	0.15981	-0.23892	0.06315	0.88947	0.02221	0.09284	0.25715	-0.12925	0.30126	0.65287	0.44544	0.02729	-0.27947	0.88870	-0.16678	0.09894	0.14898	-0.00735	0.03503	0.58464	-0.03200	0.01806	0.50448	0.01539	-0.29990	0.87797	-0.11040	-0.21507	0.87039	0.04762	-0.18023	0.93392	-0.31691	-0.16124	0.92083	0.51642	-0.62569	1.20629
42	-0.13112	0.15822	-0.23041	0.06183	0.91014	0.02715	0.06397	0.26131	-0.13274	0.30256	0.69367	0.44335	-0.00880	-0.27094	0.91863	-0.20523	0.06117	0.14619	0.00260	0.08751	0.59881	-0.05131	0.00762	0.55027	-0.01697	-0.29250	0.89216	-0.15150	-0.19794	0.88511	0.02059	-0.19035	0.98794	-0.34721	-0.16028	0.94464	0.49465	-0.62977	1.24382
