	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0012_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0012_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0012_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0012_1.c3d
7	3.57337	1.90528	15.09474	2.53134	14.72873	5.83101	3.58816	2.25493	12.30021	2.73162	33.93638	3.80735	14.44692	6.16777	-0.87994	4.01514	1.50668	15.22135	13.79026	1.18431	5.99472	18.13686	18.14799	6.26838	15.78199	16.37491	35.42234	39.11823	5.04973	7.12635	-5.24113	-3.33244	17.13087	41.52951	9.10169	-8.88170	6.76224	13.28798	9.18209	2.05818	14.95466	35.84988	5.70624	0.88680	14.12951	36.64751	17.94725	1.31328	11.42670	35.87598	11.75624	-0.91415	12.35445	36.20173	15.72703	-0.74644	2.56763	12.85773	9.11404	0.39177	10.26278	30.97039	25.13588	7.85283	11.78114	33.82464	13.57071	1.91302	2.68108	15.69500	15.10665	4.23706	1.86158	18.07410	28.85950	5.39537	2.59778	16.12406	16.71564	5.86294	3.78048	14.47577	10.79641	0.67599	10.24194	30.43525	15.02165	0.86622	2.43614	17.46100	20.12696	5.48130	11.09420	33.10615	15.99891	-0.00421	2.99968	16.23470	15.46101	5.99776	2.72103	14.37714	9.49489	1.68414	10.72206	32.74123	19.27923	1.71558	6.97136	9.19116	9.94932	3.82075	9.24245	27.68817	12.11564	-6.53272	8.15343	30.10319	24.42675	-0.03192	10.85198	29.53151	18.74055	-2.06206
8	3.75853	2.02171	14.34630	2.52737	14.55488	5.94024	4.74006	2.18635	12.39966	2.77584	33.90786	4.06641	15.44545	5.76461	-0.59847	4.05253	1.63834	14.67164	14.14929	2.65890	6.33833	17.44155	17.78311	7.28274	16.12049	16.43912	35.91113	39.15877	6.29805	8.23282	-4.80448	-4.16011	17.26615	41.88066	10.40185	-8.70365	7.30671	12.36435	7.95116	3.05578	14.97182	36.16160	7.53867	0.82988	14.33943	36.87611	18.45891	1.12858	11.53214	36.13825	13.09618	-0.98181	12.46820	36.23843	17.13158	-1.53600	2.75609	11.77761	8.59475	1.78658	10.64017	30.33443	24.91549	8.34462	11.92876	33.95987	14.82715	1.93498	2.83610	14.92631	14.93712	5.54886	1.87814	17.01714	28.67472	6.61104	2.68388	15.46418	16.94577	7.07627	3.97581	13.55618	10.28204	1.91393	10.27554	30.37565	16.07714	1.84189	2.55261	16.56068	19.83945	6.77519	10.98491	32.91068	17.32536	0.44823	3.33984	15.97935	15.87755	7.09025	2.61800	13.77867	10.18168	3.33719	10.66585	32.67058	20.28765	2.56030	7.17852	8.61792	9.44191	3.74398	9.18862	27.54749	13.03830	-5.39581	8.18656	29.28464	24.69848	0.50269	10.98706	29.16968	19.35411	-0.98640
9	3.98014	2.13072	13.62030	2.52236	14.30941	5.99851	5.67939	2.17938	12.50099	2.82898	33.82075	4.31948	16.31093	5.36010	-0.26501	4.10076	1.81351	14.14285	14.47035	3.97526	6.78794	16.76197	17.20699	7.93483	16.43502	16.50898	36.44530	39.17617	7.62946	9.31769	-4.28045	-4.67350	17.40331	42.06989	11.50064	-8.35950	7.85747	11.60965	6.87850	3.93316	15.03865	36.40796	9.12099	0.76340	14.55738	36.88549	18.87620	1.03278	11.65380	36.38383	14.27326	-0.98327	12.57507	36.25577	18.46542	-2.16278	2.95932	10.73246	8.04670	2.80782	11.02677	29.71181	24.61048	8.79111	12.10356	33.96303	15.76848	1.82541	3.05663	14.19084	14.70659	6.65548	1.98911	15.94069	28.26210	7.69978	2.90171	14.83059	17.00094	8.00577	4.16588	12.66868	9.74158	2.86814	10.30280	30.27685	16.94106	2.68664	2.68801	15.65402	19.41084	7.80586	10.85942	32.71658	18.56961	0.95344	3.65264	15.67205	16.17938	7.98376	2.53290	13.17231	10.81797	4.80842	10.61547	32.48851	21.11941	3.43316	7.35655	8.06753	8.99100	3.67439	9.10659	27.38632	13.88715	-4.17788	8.24154	28.41684	24.79485	1.07089	11.08648	28.72683	19.78936	0.10540
10	4.23717	2.22650	12.91732	2.51045	13.97931	5.99592	6.39427	2.21203	12.61601	2.89356	33.62856	4.54559	16.96744	5.00984	0.10010	4.15566	2.02873	13.62683	14.70237	5.09840	7.33824	16.11217	16.43287	8.23018	16.74725	16.60016	36.94172	39.12746	8.87258	10.26946	-3.68923	-4.86586	17.55963	42.01790	12.28061	-7.94018	8.37929	11.00892	6.01512	4.67347	15.17542	36.48293	10.31313	0.65894	14.78595	36.64546	19.09356	1.00436	11.80837	36.52954	15.18583	-0.98756	12.67821	36.22563	19.62640	-2.57708	3.17502	9.73403	7.48440	3.47041	11.40851	29.12223	24.25211	9.20783	12.31692	33.79354	16.35661	1.62855	3.33547	13.49615	14.40159	7.53581	2.21697	14.90777	27.65759	8.62985	3.24552	14.21092	16.83918	8.65143	4.34640	11.82750	9.19803	3.53372	10.33977	30.04420	17.51043	3.39693	2.84224	14.75452	18.84796	8.55225	10.73260	32.47746	19.64841	1.50582	3.94191	15.24566	16.26503	8.67533	2.48116	12.52641	11.30555	6.06389	10.59095	32.13509	21.74785	4.28460	7.51510	7.55699	8.60198	3.61650	9.02220	27.14338	14.56215	-2.96170	8.31334	27.57720	24.79151	1.67941	11.16087	28.16470	20.00101	1.15661
11	4.52698	2.30625	12.23043	2.48503	13.55797	5.93099	6.89235	2.26290	12.75265	2.96923	33.29636	4.73444	17.38036	4.74824	0.47952	4.21373	2.28194	13.11361	14.80346	6.01783	7.97342	15.48131	15.47332	8.20179	17.07488	16.72719	37.30820	38.97598	9.89575	11.02003	-3.07225	-4.76968	17.74149	41.70510	12.71332	-7.51009	8.84427	10.51766	5.36678	5.26225	15.38682	36.32365	11.05670	0.52904	15.02585	36.15866	19.05778	1.02366	12.00274	36.49749	15.77808	-1.04789	12.78668	36.10603	20.53952	-2.74756	3.40228	8.77770	6.90903	3.83133	11.77239	28.55766	23.85102	9.60362	12.57262	33.45272	16.62037	1.40751	3.66311	12.84190	14.01657	8.19301	2.57344	13.97485	26.92451	9.37203	3.69420	13.57951	16.44372	9.03072	4.51492	11.02812	8.66403	3.95466	10.39960	29.60099	17.74959	3.97799	3.01586	13.86196	18.15849	9.02407	10.61737	32.13218	20.50672	2.09937	4.21713	14.66729	16.07868	9.15991	2.47781	11.81643	11.57200	7.09272	10.60382	31.60020	22.18005	5.07459	7.66540	7.10481	8.28503	3.56786	8.96168	26.77060	15.01280	-1.82651	8.39858	26.81252	24.74994	2.33811	11.21804	27.44345	19.97373	2.11285
12	4.84443	2.37102	11.54665	2.44509	13.04328	5.81320	7.19198	2.31510	12.91289	3.05281	32.81609	4.88716	17.55714	4.58260	0.86297	4.27206	2.57222	12.59059	14.74022	6.73413	8.67023	14.84634	14.34553	7.89576	17.42375	16.89887	37.47324	38.70387	10.62847	11.54809	-2.47830	-4.44921	17.94383	41.16801	12.83715	-7.09760	9.23846	10.08454	4.90794	5.68591	15.66424	35.93472	11.37226	0.41570	15.27525	35.46096	18.77440	1.08511	12.23386	36.25236	16.06513	-1.18583	12.91121	35.86280	21.17526	-2.67779	3.63944	7.84377	6.30410	3.96250	12.10665	27.98654	23.39960	9.97783	12.86495	32.97922	16.63284	1.23175	4.02730	12.21379	13.54490	8.64413	3.05193	13.17080	26.12943	9.90604	4.21584	12.90555	15.81872	9.16854	4.66887	10.24593	8.13407	4.20191	10.49037	28.93309	17.69264	4.45457	3.20924	12.95852	17.34337	9.25189	10.52210	31.63564	21.12990	2.72195	4.49056	13.94856	15.62583	9.43476	2.53297	11.03025	11.57519	7.89550	10.65645	30.91739	22.43682	5.78647	7.81614	6.72116	8.05004	3.52274	8.94509	26.25768	15.24078	-0.82932	8.49471	26.13113	24.68944	3.04519	11.26205	26.54466	19.73430	2.94400
13	5.18205	2.42486	10.85425	2.39821	12.44098	5.65991	7.31544	2.35720	13.09359	3.13987	32.20817	5.01290	17.53561	4.49739	1.24907	4.32795	2.89932	12.04509	14.49168	7.24977	9.40272	14.19541	13.08721	7.36280	17.78690	17.11619	37.40771	38.31766	11.05874	11.86965	-1.94229	-3.98241	18.15709	40.47721	12.72876	-6.69844	9.56328	9.67244	4.60364	5.93504	15.99287	35.37850	11.33801	0.37166	15.53017	34.61089	18.29199	1.19599	12.49227	35.81145	16.11741	-1.38480	13.05988	35.48613	21.55101	-2.40798	3.88400	6.91510	5.65151	3.92923	12.40148	27.36615	22.88189	10.32079	13.18072	32.42709	16.48219	1.15736	4.41318	11.58486	12.97735	8.91116	3.62490	12.48989	25.32354	10.22547	4.77538	12.16895	14.99023	9.09270	4.80459	9.44894	7.58913	4.34589	10.61492	28.09380	17.41774	4.86830	3.42149	12.01609	16.39960	9.27651	10.45009	30.97853	21.53747	3.35945	4.77538	13.14011	14.96853	9.50634	2.65002	10.17145	11.30770	8.47641	10.74491	30.13981	22.54409	6.42719	7.97032	6.40263	7.90165	3.47399	8.98364	25.63844	15.28651	0.00940	8.59855	25.50682	24.59146	3.78891	11.29413	25.48234	19.33720	3.65289
14	5.53130	2.47264	10.15079	2.35788	11.76962	5.48922	7.28549	2.38294	13.28888	3.22653	31.51178	5.12396	17.36794	4.46488	1.64258	4.37676	3.26344	11.47011	14.05515	7.56582	10.14657	13.54309	11.76816	6.65804	18.14971	17.37307	37.12539	37.84452	11.21433	12.02274	-1.47107	-3.44129	18.37522	39.71546	12.47823	-6.28611	9.83207	9.26598	4.42537	6.00953	16.35933	34.74929	11.06619	0.43842	15.78540	33.67532	17.67811	1.36631	12.76603	35.22575	16.02109	-1.59622	13.23578	34.99286	21.71649	-1.99997	4.13446	5.99601	4.95532	3.78236	12.64921	26.65970	22.28732	10.61760	13.50309	31.84193	16.24479	1.20987	4.80498	10.92516	12.30792	9.01472	4.24796	11.89875	24.53246	10.33687	5.34148	11.37397	14.00956	8.83436	4.91896	8.61720	7.01192	4.43788	10.77206	27.17409	17.01735	5.26209	3.65031	11.01169	15.33015	9.13973	10.40065	30.18495	21.76568	4.00167	5.08394	12.31443	14.20413	9.39177	2.82695	9.26025	10.79904	8.84072	10.86299	29.31912	22.53064	7.01545	8.12444	6.13288	7.83627	3.41410	9.08030	24.97563	15.21034	0.70464	8.70571	24.89347	24.42574	4.55253	11.31455	24.29921	18.84004	4.26471
15	5.88416	2.51734	9.44628	2.33689	11.06195	5.31343	7.12494	2.38861	13.49242	3.31060	30.77069	5.23150	17.10536	4.45649	2.04904	4.41079	3.66482	10.86852	13.44899	7.68239	10.88113	12.92822	10.48663	5.84205	18.49653	17.65897	36.66815	37.32204	11.14403	12.05294	-1.04336	-2.88049	18.59898	38.96049	12.16876	-5.82553	10.06287	8.86477	4.35376	5.92011	16.75580	34.14047	10.67038	0.63082	16.03563	32.71405	16.99422	1.59713	13.04349	34.55280	15.84609	-1.75580	13.43637	34.41586	21.73133	-1.51683	4.39157	5.11701	4.25387	3.56209	12.84419	25.84903	21.61922	10.85279	13.81439	31.24678	15.96742	1.38280	5.18960	10.21551	11.54279	8.97112	4.86908	11.35120	23.75900	10.25632	5.89024	10.55159	12.95252	8.43084	5.01199	7.75451	6.40292	4.50784	10.95838	26.26675	16.57894	5.66712	3.89280	9.94230	14.15422	8.87777	10.37127	29.29649	21.85061	4.64358	5.42588	11.54175	13.43338	9.11501	3.05943	8.33208	10.11291	8.99717	11.00504	28.49539	22.42129	7.56863	8.27048	5.88794	7.84246	3.33658	9.23226	24.33570	15.07349	1.29122	8.81102	24.24290	24.17302	5.31280	11.32397	23.05341	18.28863	4.81072
16	6.23416	2.55851	8.75966	2.34194	10.36008	5.13764	6.85738	2.37098	13.69836	3.39161	30.02031	5.34330	16.78627	4.45072	2.47055	4.42068	4.10306	10.25397	12.71077	7.60144	11.58919	12.39873	9.34851	4.97606	18.81548	17.96178	36.08833	36.78696	10.90626	12.00313	-0.62148	-2.33605	18.83388	38.26941	11.85956	-5.28804	10.27052	8.47060	4.37115	5.68561	17.17877	33.61237	10.22836	0.93598	16.27616	31.76719	16.27837	1.87608	13.31414	33.83825	15.63393	-1.80447	13.65409	33.78817	21.64510	-1.00734	4.65818	4.32258	3.60886	3.30226	12.98255	24.93551	20.89364	11.01513	14.09844	30.64228	15.66257	1.65171	5.55965	9.45733	10.70704	8.79440	5.44043	10.80472	22.99721	10.00795	6.40622	9.74982	11.90894	7.92571	5.08820	6.88609	5.78592	4.57216	11.16877	25.44149	16.17179	6.09881	4.14697	8.83087	12.91287	8.51947	10.35916	28.35479	21.81813	5.28264	5.80570	10.86683	12.73002	8.70387	3.34308	7.43181	9.33558	8.96078	11.16619	27.69308	22.22757	8.09480	8.39875	5.64255	7.90411	3.23881	9.43313	23.76729	14.92126	1.80555	8.90947	23.51839	23.83057	6.03672	11.32343	21.80110	17.71377	5.31822
17	6.57682	2.59260	8.11129	2.37230	9.70547	4.96375	6.50739	2.32764	13.90111	3.47031	29.28019	5.46395	16.43168	4.43548	2.90462	4.39879	4.57626	9.64767	11.89080	7.33086	12.25554	11.99128	8.43746	4.11292	19.09999	18.27011	35.43710	36.26694	10.56219	11.90794	-0.16731	-1.82919	19.08500	37.66610	11.57583	-4.66228	10.46177	8.07666	4.45224	5.33055	17.62446	33.17650	9.76720	1.32288	16.50304	30.85249	15.54711	2.18437	13.56826	33.10968	15.40137	-1.70503	13.87777	33.13036	21.48588	-0.50052	4.93806	3.65050	3.07801	3.02993	13.06163	23.93264	20.13409	11.10328	14.34276	30.01525	15.31890	1.98975	5.91416	8.67359	9.84476	8.50121	5.92901	10.23332	22.24743	9.62201	6.88276	9.01853	10.96388	7.36350	5.15635	6.04824	5.20085	4.64032	11.39635	24.73350	15.83554	6.55779	4.41212	7.72090	11.66770	8.08954	10.36136	27.39028	21.68120	5.91514	6.22103	10.29729	12.12519	8.19043	3.67414	6.60166	8.55318	8.75206	11.34141	26.91858	21.94566	8.59153	8.50063	5.37583	8.00410	3.12536	9.67377	23.29001	14.77327	2.27559	8.99737	22.70132	23.40467	6.68513	11.31333	20.58213	17.13442	5.80810
18	6.90953	2.61484	7.51588	2.42133	9.12932	4.79416	6.09965	2.25880	14.09479	3.54781	28.55293	5.59533	16.04847	4.40524	3.34507	4.34279	5.08041	9.07211	11.04224	6.88776	12.86563	11.71417	7.79216	3.29078	19.34809	18.57377	34.75859	35.77620	10.16761	11.79131	0.34443	-1.37025	19.35213	37.13830	11.31285	-3.95817	10.63521	7.66513	4.56278	4.88494	18.08470	32.80211	9.28187	1.75542	16.71287	29.96861	14.80473	2.50350	13.79651	32.37870	15.15277	-1.44911	14.09443	32.44590	21.25952	-0.00977	5.23391	3.11586	2.69336	2.76450	13.07998	22.85880	19.36737	11.12882	14.54055	29.34838	14.92074	2.37447	6.25732	7.90165	9.01107	8.11349	6.32243	9.63262	21.52193	9.12986	7.32054	8.39528	10.17889	6.78313	5.22762	5.27723	4.69149	4.71653	11.63202	24.14050	15.57351	7.03283	4.68881	6.66587	10.49214	7.61154	10.37421	26.41844	21.44252	6.53396	6.66268	9.80750	11.61120	7.61156	4.04911	5.86837	7.82892	8.39409	11.52489	26.15974	21.56306	9.05012	8.57074	5.07483	8.12566	3.00767	9.94200	22.89412	14.62568	2.72019	9.07298	21.79068	22.90071	7.22411	11.29273	19.41492	16.56273	6.29552
19	7.23091	2.62091	6.97883	2.47851	8.64818	4.63150	5.65733	2.16822	14.27320	3.62473	27.82815	5.73640	15.63661	4.35716	3.78339	4.25754	5.60935	8.54473	10.21088	6.29827	13.40529	11.54137	7.40308	2.53297	19.56112	18.86369	34.08355	35.31429	9.76236	11.66590	0.91991	-0.96188	19.62682	36.64561	11.04936	-3.20682	10.78467	7.21370	4.66946	4.38330	18.54536	32.43670	8.76655	2.20372	16.90267	29.10090	14.05257	2.81907	13.99123	31.64673	14.89276	-1.05544	14.29153	31.72540	20.95878	0.45918	5.54435	2.70672	2.45843	2.51998	13.03762	21.73243	18.62048	11.11363	14.69084	28.62829	14.46422	2.78502	6.59607	7.18167	8.25863	7.65747	6.62821	9.01641	20.83913	8.55820	7.72470	7.89702	9.58142	6.21339	5.31234	4.60008	4.29497	4.80034	11.86520	23.62841	15.35698	7.50662	4.97776	5.71682	9.45770	7.10804	10.39282	25.44151	21.10075	7.12884	7.11657	9.35475	11.15844	7.00586	4.46364	5.23728	7.19302	7.91150	11.71009	25.39130	21.06916	9.46047	8.60797	4.73539	8.25294	2.89861	10.22342	22.54836	14.46267	3.15155	9.13601	20.79760	22.31818	7.63735	11.25952	18.30114	16.00850	6.78960
20	7.53956	2.60825	6.49604	2.53198	8.26492	4.47646	5.20076	2.06321	14.43010	3.70063	27.08916	5.88271	15.19591	4.28992	4.20981	4.15395	6.15510	8.07373	9.42798	5.59471	13.86176	11.42029	7.22658	1.85220	19.74286	19.13143	33.42243	34.86754	9.36295	11.53428	1.54665	-0.60092	19.89242	36.13449	10.76004	-2.45671	10.90331	6.70575	4.75357	3.86220	18.98744	32.02836	8.23291	2.65104	17.06990	28.22868	13.29465	3.12039	14.14784	30.91068	14.63214	-0.56138	14.45887	30.95607	20.57862	0.90381	5.86199	2.39066	2.35671	2.30756	12.93575	20.56921	17.91826	11.08344	14.79723	27.85159	13.96038	3.19858	6.93728	6.54509	7.62441	7.16012	6.86679	8.40658	20.21349	7.92693	8.10040	7.51788	9.16786	5.67328	5.41646	4.02737	4.03366	4.88899	12.08467	23.14544	15.14092	7.96150	5.27839	4.91110	8.62046	6.59933	10.41154	24.45307	20.65811	7.68913	7.56676	8.89916	10.73568	6.40799	4.91118	4.69436	6.64676	7.33225	11.89003	24.58483	20.46324	9.81260	8.61532	4.36051	8.37191	2.80358	10.50376	22.21287	14.26916	3.57661	9.18674	19.73840	21.65267	7.93060	11.21096	17.23375	15.48031	7.29184
21	7.83316	2.57664	6.05625	2.57199	7.97248	4.32833	4.74712	1.95427	14.55957	3.77391	26.31958	6.02745	14.72899	4.20549	4.61448	4.04513	6.70788	7.65657	8.70792	4.81205	14.22593	11.28876	7.20393	1.25556	19.89812	19.36898	32.76381	34.41262	8.96339	11.39200	2.19689	-0.28015	20.12718	35.55536	10.42351	-1.76379	10.98670	6.13755	4.81558	3.35405	19.38932	31.54109	7.70657	3.09410	17.21281	27.33363	12.53786	3.39793	14.26470	30.16739	14.38625	-0.01055	14.58928	30.12982	20.12796	1.32503	6.17415	2.12486	2.35820	2.13497	12.77606	19.38150	17.28205	11.06135	14.86586	27.02433	13.42542	3.59291	7.28514	6.00725	7.12272	6.64563	7.06219	7.82151	19.64859	7.25173	8.44896	7.23242	8.91626	5.17674	5.53991	3.55092	3.91068	4.98105	12.27941	22.63951	14.88335	8.38232	5.58750	4.26478	8.01276	6.10281	10.42474	23.44333	20.12579	8.20685	7.99843	8.41840	10.32527	5.84451	5.38183	4.21380	6.17492	6.68926	12.05713	23.71773	19.75656	10.09632	8.59926	3.95822	8.47289	2.71714	10.77085	21.85213	14.03779	3.99581	9.22503	18.62951	20.90343	8.12769	11.14401	16.20195	14.98295	7.79451
22	8.10824	2.52847	5.64461	2.59305	7.75781	4.18697	4.31019	1.85407	14.65610	3.84237	25.50739	6.16378	14.24149	4.11022	4.98894	3.94235	7.25617	7.28145	8.05135	3.98522	14.49483	11.09225	7.27559	0.74753	20.03094	19.56867	32.08132	33.92184	8.54419	11.23186	2.83283	0.00961	20.30984	34.87785	10.03020	-1.17530	11.03474	5.52032	4.86898	2.87885	19.72936	30.95887	7.21283	3.53572	17.33050	26.40525	11.79043	3.64255	14.34141	29.41396	14.16794	0.55729	14.67779	29.24610	19.63019	1.72822	6.46615	1.86619	2.42351	2.00236	12.56048	18.17778	16.72764	11.06439	14.90241	26.15415	12.87083	3.95282	7.63883	5.56566	6.74833	6.13416	7.23447	7.26764	19.13595	6.54815	8.76646	7.00314	8.79904	4.73725	5.67778	3.14900	3.91006	5.07559	12.43933	22.07125	14.55888	8.75805	5.89841	3.77008	7.64104	5.63257	10.42750	22.40333	19.52361	8.67759	8.39998	7.91124	9.92838	5.33211	5.86225	3.76823	5.75957	6.01887	12.20285	22.77752	18.96872	10.30354	8.56875	3.54015	8.55194	2.62961	11.01551	21.44375	13.76913	4.40151	9.24942	17.48549	20.08132	8.26268	11.05556	15.19231	14.51460	8.28265
