	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0012_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0012_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0012_1.c3d
30	1.67972	2.10377	4.87831	2.37776	0.11100	0.53290	2.30805	1.96000	6.86063	2.70041	0.81387	0.82108	2.91306	2.91967	0.25430	2.66525	3.50249	-0.27380	2.10928	3.53521	3.02010	3.55540	-1.26066	1.44782	1.29110	7.40016	0.21780	-0.16054	5.59523	0.08155	4.09744	9.37434	0.54328	0.85036	6.01144	0.80528	4.11979	6.51785	0.26977	0.41673	6.27484	0.94899	2.42865	5.72151	1.28721	-0.19725	7.23572	2.22483	4.10382	8.97790	1.69792	0.49532	3.68922	0.20033	-0.79134	3.15999	-0.78254	0.22661	2.22533	-0.29793	2.26312	7.11196	0.41233	1.16335	6.78465	1.47462	5.84407	8.07750	0.43373	5.51188	11.80562	1.02258	2.94429	8.48727	-0.18437	3.03888	6.68248	-0.29621	0.80342	7.70182	1.35585	-1.71073	1.36713	0.49734	5.47183	10.65536	0.77235	0.27654	2.11409	0.33598	1.06720	5.48016	0.35161
31	1.52286	2.05077	4.81052	2.34530	0.13285	0.55164	2.16425	1.97175	6.80873	2.68208	0.79299	0.81518	2.78166	2.85469	0.28637	2.61376	3.57236	-0.20764	2.18620	3.43001	2.95822	3.72327	-1.30600	1.26609	1.22190	7.41247	0.31967	-0.16798	5.63151	0.15279	3.85003	9.17148	0.66439	0.79344	5.88929	0.85369	4.05784	6.57425	0.23559	0.31011	6.36865	0.84489	2.33732	5.67738	1.34455	-0.52313	6.80020	2.29928	3.97618	9.09018	1.74358	0.23132	3.56097	0.16170	-0.88851	3.09957	-0.85526	0.14894	2.19004	-0.22877	2.09110	7.07136	0.41761	1.03568	6.69575	1.37972	5.57577	7.93743	0.48585	5.28328	11.66694	0.86106	2.66229	8.33608	-0.17959	2.70497	6.48384	-0.29597	0.53523	7.71942	1.27886	-1.81632	1.31098	0.51250	5.33671	10.65526	0.70477	0.07922	2.03193	0.35524	0.89102	5.37369	0.39407
32	1.38993	1.99957	4.75746	2.31118	0.16390	0.56024	2.00274	1.98358	6.72146	2.66916	0.78708	0.81865	2.64288	2.79141	0.32200	2.57788	3.65988	-0.13261	2.23320	3.29757	2.84550	3.84992	-1.28280	1.11254	1.14572	7.38881	0.45964	-0.12576	5.70970	0.21796	3.55957	8.93581	0.74021	0.73103	5.75175	0.94933	3.98377	6.59168	0.23651	0.20542	6.45511	0.75412	2.25520	5.63796	1.39510	-0.84735	6.32425	2.40922	3.82959	9.13907	1.79882	-0.01292	3.44379	0.13377	-0.96871	3.05431	-0.88155	0.11472	2.17895	-0.12851	1.93644	7.03345	0.41811	0.88291	6.53916	1.33103	5.34758	7.82599	0.54852	5.04045	11.48310	0.70769	2.41808	8.18685	-0.18706	2.38757	6.28125	-0.25909	0.25655	7.67909	1.23929	-1.89374	1.28598	0.52011	5.18268	10.66177	0.61573	-0.12765	1.95868	0.29969	0.66764	5.21815	0.43522
33	1.28154	1.95193	4.71908	2.27812	0.20165	0.55916	1.82369	1.99465	6.59887	2.66490	0.79255	0.82988	2.50380	2.73363	0.35800	2.54607	3.75549	-0.06084	2.24534	3.14201	2.68214	3.93254	-1.19489	0.98872	1.06366	7.33433	0.62690	-0.03862	5.83405	0.27163	3.22781	8.67093	0.76235	0.65563	5.60237	1.07208	3.89817	6.57339	0.27331	0.10370	6.52115	0.69450	2.18010	5.60642	1.43707	-1.16071	5.81997	2.55442	3.66955	9.14388	1.84154	-0.22687	3.33990	0.12119	-1.03259	3.01623	-0.85641	0.11783	2.18903	-0.00680	1.79912	6.99818	0.41566	0.69989	6.30387	1.32641	5.16232	7.74347	0.61879	4.77777	11.24599	0.56349	2.21481	8.04149	-0.20122	2.09835	6.08017	-0.19918	-0.03265	7.58125	1.21620	-1.94583	1.29094	0.52196	5.00807	10.67655	0.49188	-0.34222	1.87950	0.19739	0.39931	5.01517	0.47401
34	1.19725	1.90854	4.69506	2.24842	0.24316	0.55026	1.62868	2.00432	6.44208	2.66954	0.80644	0.84952	2.37157	2.68515	0.39244	2.50891	3.85029	-0.00394	2.21976	2.96804	2.47737	3.97316	-1.05954	0.89304	0.97725	7.25329	0.81094	0.08716	6.00499	0.30965	2.86138	8.38093	0.73314	0.56210	5.44581	1.19898	3.80103	6.52353	0.34448	0.00642	6.55464	0.67949	2.10877	5.58421	1.46917	-1.45563	5.29749	2.73032	3.50131	9.12675	1.85680	-0.40292	3.25128	0.12726	-1.07961	2.98132	-0.78534	0.15162	2.21792	0.12477	1.67781	6.96500	0.41407	0.48536	5.98989	1.35916	5.01996	7.68890	0.69044	4.49019	10.94317	0.43356	2.05312	7.90230	-0.21285	1.84656	5.88630	-0.13013	-0.33142	7.43151	1.18712	-1.97592	1.32304	0.52234	4.81449	10.68637	0.33846	-0.56144	1.77804	0.08355	0.09130	4.76928	0.50704
35	1.13561	1.86913	4.68441	2.22353	0.28587	0.53586	1.42041	2.01231	6.25302	2.68083	0.82625	0.87813	2.25179	2.64858	0.42412	2.45992	3.93662	0.03126	2.15610	2.78061	2.24664	3.97662	-0.90330	0.82381	0.88701	7.15190	0.99692	0.24365	6.21592	0.33168	2.47060	8.07257	0.66087	0.44837	5.28645	1.30804	3.69153	6.44543	0.44605	-0.08538	6.54724	0.71587	2.03773	5.57111	1.49097	-1.72771	4.76454	2.92822	3.32727	9.10251	1.83857	-0.53711	3.17891	0.15318	-1.10882	2.94929	-0.68170	0.20998	2.26438	0.25553	1.56999	6.93379	0.41653	0.24238	5.60477	1.42120	4.91769	7.66030	0.75607	4.17533	10.56157	0.32581	1.93179	7.77203	-0.21243	1.63758	5.70339	-0.06191	-0.63769	7.23592	1.13740	-1.98692	1.37861	0.52713	4.60675	10.67284	0.17170	-0.78108	1.64255	-0.01045	-0.24797	4.48379	0.53302
36	1.09437	1.83290	4.68536	2.20390	0.32857	0.51814	1.20230	2.01838	6.03417	2.69516	0.85031	0.91441	2.14788	2.62514	0.45189	2.39562	4.00764	0.04576	2.05651	2.58455	2.00743	3.94859	-0.75708	0.78088	0.79191	7.03678	1.16734	0.42124	6.45224	0.34294	2.06738	7.75209	0.55958	0.31561	5.12754	1.38125	3.56793	6.34042	0.57261	-0.17176	6.49606	0.80373	1.96448	5.56572	1.50347	-1.97578	4.22805	3.13485	3.14596	9.07271	1.79178	-0.62842	3.12330	0.19764	-1.11957	2.92191	-0.56146	0.28751	2.32819	0.37719	1.47276	6.90539	0.42422	-0.02256	5.16020	1.50355	4.85043	7.65465	0.81040	3.83424	10.09450	0.24521	1.84851	7.65403	-0.19227	1.47295	5.53273	0.00075	-0.94843	6.99652	1.06790	-1.98095	1.45336	0.54235	4.39152	10.62050	0.01177	-0.99545	1.47011	-0.06349	-0.60712	4.16111	0.55479
37	1.07103	1.79889	4.69570	2.18918	0.37165	0.49865	0.97810	2.02189	5.78842	2.70794	0.87798	0.95487	2.06099	2.61459	0.47469	2.31560	4.05755	0.04804	1.92504	2.38415	1.77529	3.89435	-0.65111	0.76486	0.68981	6.90995	1.30754	0.60943	6.69569	0.35128	1.66296	7.41992	0.45241	0.16790	4.97096	1.40699	3.42787	6.20746	0.71702	-0.25369	6.40366	0.93619	1.88849	5.56582	1.50910	-2.20081	3.69655	3.33349	2.95366	9.02780	1.73098	-0.67767	3.08510	0.25717	-1.11151	2.90188	-0.43747	0.37917	2.40918	0.48473	1.38385	6.88178	0.43605	-0.30105	4.67030	1.59667	4.81175	7.66841	0.85318	3.47131	9.54661	0.19051	1.80026	7.55201	-0.14746	1.35156	5.37457	0.05724	-1.26017	6.71175	0.99340	-1.95955	1.54185	0.57329	4.17510	10.51730	-0.12140	-1.19821	1.26699	-0.06590	-0.97232	3.80742	0.57803
38	1.06300	1.76626	4.71342	2.17863	0.41658	0.47854	0.75168	2.02164	5.51929	2.71386	0.90895	0.99435	1.99035	2.61541	0.49258	2.22223	4.08271	0.05087	1.76683	2.18230	1.56038	3.81880	-0.60833	0.77471	0.57889	6.76723	1.41083	0.79754	6.93034	0.36212	1.26671	7.06922	0.37011	0.01128	4.81694	1.38258	3.26937	6.04451	0.86436	-0.33208	6.27707	1.10083	1.81120	5.56849	1.51196	-2.40437	3.18032	3.50689	2.74662	8.95356	1.67303	-0.68663	3.06566	0.32688	-1.08467	2.89238	-0.31685	0.48004	2.50660	0.57687	1.30201	6.86523	0.44987	-0.58417	4.15014	1.69113	4.79481	7.69816	0.88886	3.09340	8.93363	0.15622	1.78279	7.46926	-0.07666	1.27070	5.22970	0.10889	-1.56940	6.38093	0.93288	-1.92431	1.63708	0.62357	3.96155	10.35271	-0.21134	-1.38343	1.04637	-0.01796	-1.32830	3.43747	0.60832
39	1.06782	1.73428	4.73704	2.17141	0.46508	0.45898	0.52687	2.01584	5.23123	2.70764	0.94260	1.02795	1.93418	2.62547	0.50694	2.12035	4.08315	0.06670	1.58738	1.98022	1.36577	3.72706	-0.63891	0.80542	0.45874	6.60135	1.48293	0.97588	7.14606	0.37609	0.88566	6.69028	0.34171	-0.14771	4.66389	1.31490	3.09131	5.85026	0.98763	-0.40699	6.12604	1.28427	1.73519	5.57046	1.51722	-2.58708	2.68770	3.64234	2.52297	8.83857	1.62744	-0.65735	3.06722	0.40153	-1.03982	2.89616	-0.20072	0.58539	2.61853	0.65559	1.22730	6.85724	0.46461	-0.86317	3.61517	1.77842	4.79289	7.74087	0.92381	2.70866	8.27802	0.13683	1.78997	7.40755	0.01751	1.22701	5.10041	0.15708	-1.87304	6.00739	0.90012	-1.87721	1.73135	0.69465	3.75234	10.11752	-0.24624	-1.54629	0.82495	0.07268	-1.65991	3.07440	0.64950
40	1.08305	1.70229	4.76561	2.16669	0.51848	0.44092	0.30733	2.00262	4.92960	2.68589	0.97842	1.05376	1.89023	2.64249	0.51956	2.01653	4.06331	0.10335	1.39190	1.77774	1.18723	3.62489	-0.73788	0.84754	0.33078	6.40618	1.54055	1.13683	7.33821	0.39094	0.52475	6.27795	0.38379	-0.30335	4.50868	1.21877	2.89409	5.62623	1.05624	-0.47754	5.96111	1.47645	1.66296	5.56904	1.52869	-2.74790	2.22133	3.73680	2.28377	8.67970	1.59330	-0.59232	3.09226	0.47718	-0.97885	2.91419	-0.08445	0.69051	2.74114	0.72461	1.16137	6.85891	0.48102	-1.12985	3.08164	1.85156	4.79949	7.79373	0.96358	2.32534	7.60340	0.12932	1.81358	7.36557	0.12946	1.21696	4.99028	0.20270	-2.16867	5.59744	0.90022	-1.82064	1.81821	0.78513	3.54661	9.80689	-0.21998	-1.68341	0.61852	0.19474	-1.95435	2.74284	0.70483
41	1.10602	1.66961	4.79804	2.16373	0.57742	0.42470	0.09630	1.98049	4.62027	2.64875	1.01675	1.07397	1.85608	2.66409	0.53160	1.91753	4.03054	0.16174	1.18499	1.57399	1.01477	3.51837	-0.88704	0.88825	0.19801	6.17994	1.60028	1.27487	7.50499	0.40485	0.18729	5.83615	0.49610	-0.45168	4.34733	1.11345	2.67990	5.37701	1.05375	-0.54231	5.79233	1.67102	1.59536	5.56217	1.54680	-2.88416	1.77878	3.79800	2.03283	8.48099	1.56530	-0.49495	3.14246	0.55236	-0.90575	2.94345	0.04180	0.79037	2.86797	0.78771	1.10709	6.87228	0.50024	-1.37675	2.56683	1.90547	4.80796	7.85372	1.01202	1.95095	6.93022	0.13331	1.84402	7.33800	0.25260	1.23699	4.90341	0.24650	-2.45414	5.15864	0.93055	-1.75728	1.89342	0.89075	3.34219	9.42557	-0.13458	-1.79305	0.43761	0.33804	-2.20353	2.45944	0.77937
42	1.13339	1.63556	4.83226	2.16199	0.64197	0.41055	-0.10345	1.94884	4.30892	2.60014	1.05910	1.09343	1.82919	2.68753	0.54347	1.82832	3.99224	0.23648	0.97048	1.36761	0.83583	3.41226	-1.05986	0.91465	0.06491	5.92717	1.66973	1.38548	7.64470	0.41721	-0.12420	5.37682	0.66344	-0.59081	4.17672	1.01761	2.45274	5.10822	0.99004	-0.59986	5.62888	1.86274	1.53094	5.54783	1.56884	-2.99210	1.35583	3.84064	1.77578	8.24910	1.54136	-0.37038	3.21747	0.62820	-0.82677	2.97642	0.19077	0.87974	2.98941	0.84843	1.06790	6.90062	0.52196	-1.59716	2.08786	1.93771	4.81112	7.91679	1.07177	1.59184	6.27315	0.14979	1.87168	7.31584	0.38109	1.28350	4.84361	0.28948	-2.72711	4.69907	0.98275	-1.69001	1.95469	1.00597	3.13731	8.99009	-0.00023	-1.87534	0.28504	0.49582	-2.40578	2.22767	0.88025
43	1.16097	1.59954	4.86473	2.16116	0.71200	0.39977	-0.28984	1.90817	4.00039	2.54642	1.10744	1.11625	1.80666	2.70924	0.55528	1.75014	3.95243	0.31896	0.75193	1.15685	0.63927	3.30797	-1.22752	0.91816	-0.06315	5.65880	1.74773	1.46356	7.75420	0.42825	-0.40802	4.91565	0.86080	-0.72040	3.99619	0.94578	2.21768	4.82453	0.89498	-0.64927	5.47820	2.04651	1.46632	5.52365	1.59069	-3.06799	0.94904	3.88105	1.51868	7.99058	1.52488	-0.22634	3.31376	0.70728	-0.74993	3.00257	0.37300	0.95403	3.09352	0.91115	1.04686	6.94716	0.54456	-1.78550	1.65739	1.95073	4.80145	7.97783	1.14528	1.25285	5.63999	0.17928	1.88825	7.28810	0.51085	1.35246	4.81342	0.33253	-2.98504	4.22698	1.04495	-1.62185	2.00088	1.12615	2.93209	8.52488	0.16790	-1.93183	0.15662	0.66346	-2.56641	2.03970	1.01285
44	1.18367	1.56128	4.89056	2.16115	0.78725	0.39555	-0.46175	1.85994	3.69776	2.49472	1.16346	1.14370	1.78528	2.72496	0.56698	1.67896	3.90847	0.40148	0.53306	0.93986	0.41869	3.20271	-1.36596	0.89792	-0.18000	5.39084	1.82753	1.50239	7.82899	0.43868	-0.66384	4.46694	1.06108	-0.84118	3.80760	0.90784	1.97926	4.52887	0.80249	-0.69058	5.34353	2.21910	1.39709	5.48725	1.60832	-3.10978	0.55628	3.93332	1.26640	7.71095	1.52255	-0.07362	3.42395	0.79183	-0.68369	3.01226	0.59124	1.01048	3.16880	0.98103	1.04569	7.01331	0.56741	-1.93832	1.27810	1.95418	4.77147	8.03081	1.23500	0.93663	5.03145	0.21996	1.88786	7.24398	0.63986	1.43878	4.81274	0.37659	-3.22511	3.75005	1.10505	-1.55661	2.03118	1.24861	2.72866	8.05613	0.35365	-1.96517	0.04269	0.83674	-2.69615	1.88163	1.17639
45	1.19566	1.52117	4.90397	2.16227	0.86733	0.40193	-0.61910	1.80628	3.40160	2.45157	1.22873	1.17463	1.76179	2.73008	0.57790	1.60481	3.84906	0.47965	0.31810	0.71561	0.17379	3.09117	-1.46163	0.86089	-0.27959	5.13963	1.90189	1.49382	7.86452	0.45015	-0.89283	4.04002	1.24341	-0.95459	3.61455	0.90998	1.74087	4.22324	0.74113	-0.72508	5.22210	2.38086	1.31877	5.43746	1.61893	-3.11855	0.17605	4.00771	1.02157	7.41405	1.54050	0.07389	3.53675	0.88227	-0.63533	3.00018	0.83789	1.04870	3.20716	1.06200	1.06449	7.09790	0.59199	-2.05523	0.94065	1.96414	4.71406	8.06873	1.34335	0.64329	4.44088	0.26822	1.86741	7.17443	0.76818	1.53540	4.83750	0.42302	-3.44400	3.27424	1.15536	-1.49991	2.04387	1.37267	2.53046	7.60659	0.54293	-1.97883	-0.07090	1.01336	-2.80776	1.73787	1.36212
46	1.19038	1.48039	4.89866	2.16546	0.95176	0.42137	-0.76247	1.74978	3.10980	2.42194	1.30484	1.20718	1.73313	2.71986	0.58670	1.51223	3.75505	0.55140	0.11188	0.48535	-0.08978	2.96843	-1.51308	0.81893	-0.35690	4.91674	1.96727	1.42841	7.85654	0.46655	-1.09747	3.63808	1.39820	-1.06251	3.42117	0.95627	1.50564	3.91029	0.72978	-0.75533	5.10729	2.53226	1.22798	5.37599	1.62135	-3.09958	-0.19483	4.11081	0.78465	7.10145	1.58062	0.19975	3.63760	0.97727	-0.61011	2.96545	1.09776	1.07008	3.20509	1.15575	1.10190	7.19753	0.62060	-2.13912	0.62632	1.99828	4.62254	8.08353	1.47229	0.37084	3.85478	0.32131	1.82576	7.07270	0.89823	1.63312	4.87923	0.47365	-3.63775	2.80313	1.19577	-1.46027	2.03529	1.49953	2.34161	7.19153	0.72644	-1.97662	-0.20098	1.19473	-2.91180	1.59335	1.55501
47	1.16048	1.44129	4.86770	2.17244	1.04049	0.45308	-0.89259	1.69337	2.81829	2.40927	1.39296	1.24028	1.69639	2.68946	0.59199	1.38185	3.60310	0.61502	-0.07992	0.25313	-0.36127	2.83112	-1.52805	0.78530	-0.40892	4.72757	2.02350	1.29506	7.79996	0.49550	-1.28111	3.25872	1.52728	-1.16680	3.23138	1.04784	1.27802	3.59504	0.77224	-0.78479	4.99234	2.67031	1.12301	5.30832	1.61549	-3.06336	-0.56493	4.24802	0.55443	6.77169	1.63773	0.28666	3.71022	1.07522	-0.61330	2.90697	1.35445	1.07609	3.16189	1.26216	1.15529	7.30750	0.65456	-2.19616	0.31116	2.07130	4.49076	8.06622	1.62336	0.11625	3.25534	0.37985	1.76196	6.93381	1.03537	1.72127	4.92594	0.53037	-3.80154	2.33808	1.23362	-1.44923	1.99907	1.63243	2.16716	6.81735	0.90202	-1.96180	-0.36349	1.38600	-3.01344	1.43426	1.73747
48	1.09758	1.40804	4.80316	2.18573	1.13505	0.49414	-1.01013	1.63998	2.52168	2.41625	1.49423	1.27510	1.64820	2.63345	0.59347	1.19280	3.36977	0.67080	-0.25131	0.02494	-0.62688	2.67829	-1.51734	0.77113	-0.43491	4.57273	2.07213	1.08005	7.68638	0.54983	-1.44682	2.89542	1.64084	-1.26879	3.04843	1.18124	1.06327	3.28393	0.85840	-0.81696	4.87161	2.79039	1.00345	5.24153	1.60297	-3.02607	-0.95144	4.42901	0.32863	6.42057	1.70166	0.31843	3.73849	1.17463	-0.65363	2.81897	1.59573	1.06640	3.07727	1.38067	1.22069	7.42230	0.69391	-2.23537	-0.03107	2.19440	4.31322	8.00731	1.79809	-0.12383	2.62373	0.44765	1.67322	6.75302	1.18819	1.78877	4.96389	0.59486	-3.93016	1.87847	1.27955	-1.48068	1.92556	1.77747	2.01304	6.48244	1.07602	-1.93640	-0.57005	1.59482	-3.11117	1.24897	1.89360
49	0.99242	1.38732	4.69593	2.20863	1.23950	0.54174	-1.11584	1.59215	2.21382	2.44572	1.61125	1.31564	1.58392	2.54508	0.59285	0.92664	3.03577	0.72482	-0.39676	-0.19282	-0.87236	2.51218	-1.48864	0.78236	-0.43606	4.44960	2.11702	0.76873	7.50294	0.64875	-1.59607	2.53917	1.75362	-1.36884	2.87444	1.34876	0.86545	2.98225	0.97293	-0.85457	4.73915	2.89129	0.86879	5.18014	1.59005	-3.00963	-1.37990	4.67019	0.10504	6.04305	1.76680	0.28194	3.70846	1.27328	-0.74433	2.69083	1.81483	1.03710	2.94911	1.51183	1.29257	7.53588	0.73823	-2.26741	-0.42639	2.37653	4.08534	7.89763	1.99791	-0.35236	1.94374	0.52774	1.55302	6.52403	1.36833	1.82506	4.97962	0.66822	-4.01892	1.42225	1.34198	-1.56979	1.80163	1.94495	1.88469	6.17853	1.26267	-1.90124	-0.82733	1.83211	-3.19813	1.02898	2.01332
50	0.83650	1.38764	4.53684	2.24520	1.36060	0.59493	-1.21075	1.55207	1.88863	2.50112	1.74850	1.36800	1.49747	2.41610	0.59406	0.57286	2.59080	0.78963	-0.51215	-0.39455	-1.08583	2.33787	-1.44366	0.81908	-0.41507	4.35252	2.16528	0.35341	7.23605	0.81581	-1.72825	2.18009	1.88290	-1.46617	2.70999	1.54076	0.68659	2.69231	1.10159	-0.89893	4.58708	2.97726	0.71658	5.12252	1.58950	-3.04046	-1.87919	4.98859	-0.11690	5.63537	1.83903	0.16877	3.61013	1.36750	-0.89861	2.51175	2.00904	0.97964	2.77256	1.65906	1.36366	7.64184	0.78761	-2.30286	-0.89636	2.62336	3.80398	7.72925	2.22395	-0.57129	1.20513	0.61748	1.39074	6.23803	1.58989	1.82029	4.96148	0.75111	-4.06505	0.96551	1.42580	-1.73080	1.61154	2.15006	1.78526	5.89444	1.47876	-1.85600	-1.13791	2.11505	-3.26547	0.76848	2.09615
51	0.62478	1.41546	4.31884	2.29969	1.50638	0.65632	-1.29641	1.52219	1.54082	2.58639	1.91081	1.43848	1.38171	2.23721	0.60301	0.13389	2.03764	0.88004	-0.59632	-0.57598	-1.26078	2.16104	-1.37910	0.87815	-0.37590	4.27387	2.22474	-0.15414	6.87988	1.07076	-1.84117	1.81003	2.04532	-1.55865	2.55408	1.74799	0.52706	2.41347	1.23174	-0.94955	4.40562	3.05512	0.54070	5.06029	1.61851	-3.14588	-2.47481	5.39349	-0.33503	5.19599	1.92988	-0.02365	3.43883	1.45270	-1.12089	2.27760	2.17878	0.88072	2.53965	1.82949	1.42485	7.73386	0.84261	-2.35078	-1.45323	2.93549	3.46822	7.49666	2.47633	-0.78192	0.40567	0.70828	1.17413	5.88459	1.86836	1.76514	4.89967	0.84496	-4.06966	0.50059	1.53503	-1.97334	1.34017	2.41096	1.71429	5.62018	1.73555	-1.79973	-1.50141	2.46675	-3.30688	0.46193	2.15364
52	0.35820	1.46904	4.03912	2.37497	1.68355	0.73268	-1.37530	1.50619	1.16595	2.70484	2.10138	1.53121	1.22893	1.99908	0.62649	-0.37279	1.39360	1.00664	-0.65250	-0.73415	-1.39851	1.98457	-1.28923	0.95762	-0.32326	4.20566	2.30026	-0.71645	6.44354	1.41594	-1.93172	1.42548	2.25150	-1.64292	2.40445	1.96094	0.38624	2.14196	1.35258	-1.00421	4.18435	3.13058	0.33097	4.97899	1.69555	-3.34859	-3.18297	5.88184	-0.54495	4.72521	2.04636	-0.29137	3.19617	1.52468	-1.39952	1.99473	2.32740	0.72375	2.23954	2.03266	1.46582	7.80633	0.90447	-2.41890	-2.09830	3.30804	3.08028	7.19733	2.75459	-0.98641	-0.44928	0.79100	0.89485	5.45478	2.21835	1.65088	4.78617	0.95293	-4.03974	0.01353	1.67588	-2.29699	0.97920	2.74285	1.66676	5.34636	2.03572	-1.73216	-1.91519	2.90977	-3.32303	0.10197	2.20779
