	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0005_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0007_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0008_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0009_3.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_2.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0010_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0011_4.c3d	2014_04_03_PC010_BAREFOOT_GAIT0012_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0012_1.c3d	2014_04_03_PC010_BAREFOOT_GAIT0012_1.c3d
7	2.74055	1.28121	2.89546	1.99518	0.22900	0.53543	0.02712	1.42996	1.72387	4.19657	0.75740	2.00770	3.37288	1.62313	0.50890	3.11173	1.49710	0.05514	-0.87714	-0.54612	-4.23543	-2.48107	-2.39358	-0.47412	-0.17448	0.99177	1.28034	2.58267	4.27767	0.56814	0.35790	5.11106	0.27692	-2.05414	2.19763	1.93178	-0.85214	-2.68295	-2.45124	-1.09996	2.82276	-0.41889	1.79545	1.24789	0.47859	2.57835	8.74723	4.74261	0.22029	1.49899	1.88192	1.71117	2.23438	0.63746	0.48693	1.90236	-0.85275	2.33655	0.79506	0.27162	1.48483	1.60835	0.15377	-0.68248	5.15624	0.37432	3.97429	2.54061	-0.69186	2.66572	5.47713	-0.37080	4.77380	7.31007	1.04037	4.49141	5.48979	0.22001	0.43046	5.11404	3.04976	2.76487	4.21910	0.35858	2.20720	3.45662	1.12319	-1.31370	-6.68029	3.22540	-0.45298	1.36425	-0.41662
8	3.12224	1.33100	3.52033	1.91241	0.45654	0.51697	0.34815	1.47905	2.09929	4.12927	1.12720	1.88492	3.79855	2.23424	0.75823	3.71448	2.27934	0.32600	-0.79055	-0.12327	-4.04404	-2.38092	-1.89580	0.14511	0.13791	1.40305	1.96371	2.92859	4.93935	0.54394	0.89960	5.54955	1.01796	-1.85677	2.31124	2.08886	-0.49056	-2.11871	-2.00315	-0.88025	3.27571	-0.36846	2.11060	1.99579	0.66263	2.76621	9.13032	4.24060	0.59146	1.53898	2.56817	2.09077	2.82579	0.88010	0.91101	2.55853	-0.41923	2.75160	1.60002	0.49074	1.75589	2.19834	0.23440	-0.31727	5.41920	1.23502	4.45890	3.34476	-0.47151	3.14715	6.10788	0.06588	5.27594	7.88225	1.33895	4.88847	5.96888	0.81250	0.82962	5.00945	4.17456	2.78215	4.41664	0.32171	2.58739	4.02270	1.50645	-1.03021	-5.66289	2.43065	-0.24814	1.92779	-0.26149
9	3.53468	1.39538	4.16006	1.84589	0.67712	0.53304	0.70320	1.51636	2.48677	4.04700	1.56494	1.77189	4.26782	2.86860	1.00361	4.31600	3.05409	0.52885	-0.64590	0.36100	-3.84990	-2.18405	-1.17737	0.87868	0.51653	1.92538	2.58131	3.27388	5.57576	0.56914	1.42775	6.00634	1.61717	-1.59577	2.52348	2.19677	-0.04489	-1.57684	-1.27116	-0.60378	3.69553	-0.14972	2.47343	2.73969	0.84827	2.87743	9.36900	3.84185	0.97548	1.64679	3.11818	2.52074	3.44447	1.11855	1.36312	3.23573	0.05092	3.19346	2.39116	0.74684	2.10392	2.87284	0.29453	0.09150	5.65043	2.22262	5.01215	4.20534	-0.24784	3.67008	6.71087	0.71179	5.76868	8.47558	1.55623	5.37294	6.53940	1.34952	1.23522	4.99057	5.10847	2.74997	4.51800	0.30678	3.01766	4.59239	1.97948	-0.70753	-4.58514	1.68126	-0.02673	2.38671	0.13484
10	3.94781	1.47353	4.78551	1.80759	0.85869	0.56513	1.07011	1.54366	2.89953	3.95508	1.97159	1.64366	4.75398	3.50445	1.22728	4.86632	3.77353	0.64138	-0.46798	0.88054	-3.58999	-1.87966	-0.39969	1.63401	0.91138	2.55471	2.96950	3.58255	6.15043	0.61906	1.90784	6.49342	1.93509	-1.27362	2.85352	2.20415	0.45015	-1.03513	-0.42259	-0.28664	4.05384	0.24300	2.85429	3.44569	1.00945	2.92106	9.44264	3.62091	1.35242	1.85600	3.41932	2.98015	4.07544	1.32927	1.80970	3.89121	0.47212	3.61292	3.12137	0.96900	2.50388	3.59660	0.32900	0.51362	5.93390	3.05732	5.61949	5.09914	-0.04972	4.21067	7.30010	1.44166	6.21030	9.05591	1.66562	5.90386	7.17973	1.76693	1.62083	5.11257	5.63578	2.67621	4.53265	0.32484	3.46740	5.18045	2.41696	-0.35041	-3.55033	1.18909	0.19444	2.76698	0.62936
11	4.32668	1.56298	5.36491	1.80634	0.97442	0.58967	1.42787	1.56450	3.35039	3.85775	2.25004	1.47209	5.21967	4.11374	1.40951	5.31665	4.38759	0.65598	-0.28605	1.40371	-3.20875	-1.46381	0.23569	2.29548	1.27597	3.26803	3.05493	3.81770	6.62844	0.66545	2.32770	7.02250	1.90392	-0.89839	3.30231	2.09699	0.95862	-0.45831	0.33516	0.05128	4.35072	0.74293	3.21494	4.08304	1.12532	2.90962	9.36458	3.58122	1.70907	2.18721	3.43109	3.43624	4.69679	1.48779	2.21602	4.48624	0.77191	3.95968	3.74801	1.09163	2.92053	4.32356	0.33669	0.91804	6.32890	3.51030	6.25321	5.99362	0.09469	4.74346	7.89915	2.08991	6.56731	9.58940	1.65739	6.42891	7.85160	2.02002	1.96559	5.38575	5.67247	2.56931	4.47687	0.37669	3.90741	5.80491	2.69225	0.03198	-2.63624	1.06311	0.40006	3.10888	1.04517
12	4.63864	1.66005	5.86876	1.84412	1.00972	0.59523	1.76075	1.58326	3.84062	3.75934	2.34905	1.27633	5.62337	4.66513	1.53324	5.63018	4.85275	0.57897	-0.12162	1.89925	-2.67708	-0.94759	0.56893	2.76641	1.57833	4.02402	2.87520	3.94966	6.98243	0.68748	2.69577	7.58465	1.57310	-0.48402	3.84825	1.90647	1.45285	0.18064	0.84644	0.38969	4.60178	1.25139	3.52074	4.62702	1.18801	2.85595	9.17599	3.66868	2.04173	2.64018	3.19942	3.85046	5.28214	1.57365	2.55162	4.99667	0.89703	4.19491	4.24055	1.07374	3.31500	5.00304	0.32389	1.27965	6.84292	3.50462	6.87616	6.84973	0.16333	5.24561	8.52332	2.51838	6.81996	10.04721	1.54730	6.89561	8.50900	2.09681	2.25736	5.77771	5.28310	2.43596	4.36953	0.45317	4.31619	6.47016	2.73726	0.42577	-1.88234	1.29420	0.57870	3.44667	1.24220
13	4.85943	1.76023	6.27388	1.91434	0.96534	0.58670	2.05910	1.60394	4.35525	3.66258	2.27795	1.12777	5.92783	5.12863	1.58774	5.78942	5.14004	0.42754	0.01811	2.34134	-1.99789	-0.35994	0.54172	3.00380	1.80248	4.76313	2.54083	3.96249	7.19895	0.67586	3.03048	8.14114	1.09379	-0.04989	4.45062	1.69204	1.91594	0.88996	1.05325	0.71027	4.82437	1.68456	3.75037	5.06152	1.20347	2.77151	8.93339	3.79866	2.35430	3.19427	2.82350	4.18610	5.80371	1.57543	2.79292	5.41329	0.81968	4.29817	4.58337	0.90828	3.65328	5.59049	0.30332	1.58276	7.42963	3.12459	7.44890	7.62715	0.14775	5.69900	9.16888	2.66613	6.96240	10.40546	1.37650	7.26106	9.10547	2.02078	2.49197	6.22665	4.63366	2.28020	4.22855	0.53770	4.68195	7.15862	2.56778	0.81239	-1.28978	1.78047	0.72394	3.79575	1.16454
14	4.97656	1.85869	6.56595	2.00396	0.85645	0.58196	2.31794	1.62908	4.86542	3.56590	2.09138	1.09616	6.10667	5.47958	1.57006	5.79835	5.24061	0.23019	0.13873	2.71279	-1.20305	0.25598	0.20531	3.02649	1.94531	5.41609	2.17806	3.85685	7.28159	0.63318	3.34888	8.63025	0.65261	0.38056	5.05733	1.51748	2.33836	1.65739	0.98609	0.99779	5.02885	1.99979	3.89878	5.38204	1.18679	2.66601	8.69187	3.88894	2.65318	3.80894	2.41452	4.41483	6.23535	1.49368	2.92320	5.73507	0.54443	4.26772	4.77446	0.62167	3.91366	6.05890	0.28846	1.82118	8.01027	2.54648	7.93748	8.29087	0.05871	6.09037	9.81412	2.55668	7.00006	10.64595	1.19677	7.49748	9.59871	1.84212	2.67095	6.66128	3.91762	2.10369	4.06832	0.61133	5.00060	7.83206	2.26749	1.16976	-0.83001	2.36737	0.83458	4.14994	0.84577
15	4.98986	1.95100	6.74083	2.09828	0.70874	0.60139	2.53515	1.65927	5.33654	3.46457	1.86049	1.17049	6.14800	5.70109	1.48543	5.68055	5.16855	0.02912	0.25206	3.00608	-0.34738	0.85073	-0.31495	2.89748	2.01301	5.92336	1.88324	3.64874	7.24923	0.57133	3.65977	8.99151	0.39578	0.78224	5.61512	1.42828	2.71490	2.45293	0.72745	1.24040	5.21649	2.19629	3.97337	5.59641	1.15836	2.54775	8.49090	3.88614	2.94278	4.43230	2.06395	4.52048	6.55488	1.34053	2.93339	5.96282	0.11127	4.11732	4.82177	0.26827	4.09008	6.40533	0.28764	1.99635	8.50344	1.95504	8.31931	8.81750	-0.07506	6.41079	10.42673	2.27261	6.94678	10.76086	1.04794	7.59358	9.95338	1.62134	2.79883	7.02157	3.29546	1.90668	3.89821	0.65872	5.27269	8.44246	1.94722	1.47547	-0.45923	2.89227	0.91409	4.48720	0.38106
16	4.90993	2.03396	6.80490	2.18494	0.55213	0.65140	2.71056	1.69335	5.73905	3.35543	1.64679	1.27812	6.05553	5.78580	1.34711	5.47423	4.96155	-0.12797	0.36912	3.22276	0.50111	1.37750	-0.87276	2.69630	2.01869	6.25583	1.69957	3.36456	7.13082	0.50513	3.96228	9.19528	0.38037	1.13174	6.08063	1.43972	3.04377	3.23429	0.37590	1.42949	5.38272	2.29865	3.98825	5.72300	1.13931	2.42376	8.35035	3.77511	3.22310	5.01896	1.82446	4.49977	6.74589	1.13784	2.82436	6.09668	-0.40942	3.87199	4.74091	-0.08114	4.19016	6.64871	0.30303	2.11475	8.84797	1.48902	8.58576	9.19990	-0.21543	6.65562	10.97163	1.92018	6.82168	10.75689	0.94396	7.55336	10.14549	1.41136	2.88086	7.27197	2.86315	1.68949	3.72316	0.67179	5.50126	8.94936	1.70130	1.71127	-0.13280	3.22441	0.96986	4.78102	-0.11353
17	4.75503	2.10590	6.77393	2.25567	0.41283	0.71758	2.84537	1.72929	6.05628	3.24030	1.48744	1.36152	5.84716	5.73705	1.17474	5.22340	4.67636	-0.20863	0.49596	3.37147	1.27581	1.80030	-1.34638	2.49620	1.97958	6.42286	1.61836	3.03454	6.95952	0.44504	4.24787	9.25706	0.56736	1.41097	6.42751	1.53990	3.32618	3.95382	0.02397	1.55961	5.52216	2.33691	3.95946	5.78727	1.14182	2.29925	8.27462	3.57257	3.48864	5.54184	1.70739	4.36167	6.80045	0.91466	2.60917	6.13692	-0.93078	3.56316	4.55497	-0.35887	4.22897	6.81947	0.33319	2.18488	9.01368	1.22031	8.74062	9.44713	-0.32594	6.82528	11.41877	1.59815	6.64591	10.65479	0.87472	7.39303	10.16818	1.24383	2.92139	7.40385	2.64664	1.45327	3.54509	0.65018	5.69092	9.33456	1.57871	1.86713	0.18586	3.28857	1.01135	5.01159	-0.53704
18	4.54677	2.16665	6.67007	2.30679	0.30657	0.77551	2.94159	1.76508	6.28635	3.12531	1.39279	1.39779	5.55142	5.56944	0.99003	4.96681	4.37662	-0.21281	0.63285	3.46540	1.92638	2.10083	-1.66145	2.34946	1.91334	6.46404	1.59724	2.68683	6.76737	0.39321	4.50323	9.22581	0.85230	1.60936	6.64905	1.69621	3.56440	4.56614	-0.25205	1.62920	5.63246	2.33263	3.90106	5.81591	1.16152	2.17696	8.25797	3.31415	3.72933	5.99021	1.69412	4.12517	6.72147	0.70225	2.31194	6.08484	-1.36754	3.22389	4.29554	-0.52211	4.22178	6.94655	0.37380	2.21464	9.00170	1.15733	8.79613	9.58010	-0.38163	6.92581	11.75148	1.37454	6.43900	10.48395	0.81743	7.13713	10.03481	1.12449	2.92303	7.43073	2.61447	1.20002	3.36424	0.60016	5.84628	9.60599	1.57648	1.94258	0.52098	3.07071	1.04739	5.17154	-0.82424
19	4.30570	2.21704	6.51728	2.33929	0.23642	0.80325	3.00173	1.79887	6.43956	3.01822	1.35231	1.38622	5.20222	5.30712	0.81132	4.72850	4.11562	-0.17026	0.77564	3.52002	2.42661	2.28176	-1.79118	2.28041	1.83556	6.43271	1.58330	2.34311	6.58082	0.34413	4.71415	9.15994	1.11437	1.72477	6.75698	1.86352	3.76003	5.04113	-0.40369	1.64125	5.71582	2.29348	3.82228	5.83035	1.18183	2.05711	8.28784	3.04099	3.93395	6.36282	1.75034	3.81618	6.52389	0.52700	1.96282	5.94307	-1.65311	2.88342	4.00035	-0.56564	4.17930	7.04902	0.41719	2.20996	8.83803	1.26358	8.76816	9.62482	-0.37422	6.96755	11.97110	1.27542	6.21575	10.27583	0.74788	6.81410	9.77616	1.03829	2.88703	7.38097	2.70056	0.93250	3.18030	0.53262	5.96953	9.79080	1.65144	1.94522	0.88113	2.61212	1.08415	5.26582	-0.95000
20	4.04807	2.25801	6.33724	2.35828	0.19599	0.78832	3.02890	1.82912	6.53382	2.92646	1.34396	1.33785	4.83377	4.98050	0.65102	4.51389	3.92200	-0.12052	0.91784	3.55051	2.77280	2.36474	-1.74655	2.28586	1.75868	6.38081	1.53203	2.01561	6.41653	0.28905	4.86970	9.10896	1.26177	1.76306	6.77621	1.99462	3.91437	5.37586	-0.42014	1.60288	5.77809	2.21631	3.72685	5.84294	1.18774	1.93762	8.34714	2.78839	4.09531	6.66396	1.83903	3.46408	6.23400	0.40413	1.59159	5.71789	-1.75319	2.56171	3.70617	-0.51827	4.10648	7.13566	0.45364	2.17497	8.56435	1.47875	8.67199	9.60593	-0.31150	6.96243	12.09457	1.28850	5.98450	10.05860	0.64882	6.45217	9.43309	0.96070	2.81432	7.28984	2.82733	0.65419	2.99355	0.46023	6.05946	9.92325	1.74313	1.88793	1.25783	1.99473	1.12444	5.30882	-0.92431
21	3.78453	2.28984	6.14672	2.37111	0.17506	0.73110	3.02701	1.85471	6.58976	2.85568	1.34354	1.27011	4.47627	4.62256	0.51583	4.31342	3.79640	-0.09285	1.05325	3.56971	2.97888	2.38455	-1.56825	2.34121	1.69136	6.34994	1.41895	1.70702	6.27896	0.22216	4.96532	9.10533	1.25653	1.73595	6.73595	2.05291	4.03001	5.59154	-0.32173	1.52385	5.82657	2.09635	3.61512	5.85729	1.17558	1.81456	8.41716	2.57850	4.21317	6.90462	1.92961	3.09768	5.88637	0.33549	1.22294	5.42292	-1.67315	2.26628	3.43992	-0.42578	4.00394	7.20816	0.47559	2.11321	8.22943	1.73430	8.51985	9.54236	-0.21156	6.92076	12.14724	1.37659	5.74673	9.85251	0.51520	6.07582	9.04835	0.86941	2.70653	7.19214	2.92404	0.36930	2.80487	0.39475	6.11325	10.03342	1.79768	1.78576	1.62811	1.32060	1.16844	5.32149	-0.78416
22	3.52081	2.31171	5.95691	2.38416	0.16397	0.64499	3.00072	1.87527	6.62676	2.80794	1.33136	1.20086	4.15303	4.26527	0.40861	4.11156	3.71959	-0.09897	1.17864	3.58675	3.07249	2.38154	-1.31918	2.40984	1.63762	6.36721	1.24282	1.41437	6.16240	0.14403	5.00350	9.16225	1.11251	1.65875	6.66333	2.01989	4.11207	5.72000	-0.14420	1.41519	5.86720	1.93786	3.48744	5.87134	1.15076	1.68285	8.47964	2.41931	4.29327	7.10563	1.99909	2.74082	5.51818	0.31183	0.87440	5.08048	-1.45552	1.99334	3.21358	-0.33160	3.87083	7.26383	0.48083	2.02885	7.88163	1.96594	8.32001	9.44600	-0.09508	6.84956	12.15532	1.49358	5.49844	9.66737	0.35530	5.70322	8.65981	0.75190	2.56666	7.11626	2.94074	0.08229	2.61508	0.34561	6.12957	10.13968	1.78426	1.65284	1.96182	0.68965	1.21462	5.32737	-0.58170
23	3.25964	2.32228	5.77440	2.40008	0.15554	0.55261	2.95494	1.89122	6.65980	2.78056	1.29603	1.14108	3.87861	3.93624	0.32923	3.89680	3.66603	-0.13562	1.29519	3.60649	3.09003	2.39346	-1.07086	2.45400	1.59658	6.44307	1.02250	1.13395	6.05687	0.06166	4.99186	9.27335	0.87735	1.54835	6.57965	1.89738	4.16753	5.79612	0.06864	1.28779	5.90334	1.75790	3.34658	5.88130	1.12080	1.53670	8.51776	2.30833	4.34359	7.29370	2.03180	2.40855	5.16229	0.31709	0.55651	4.71849	-1.16760	1.73301	3.02539	-0.26458	3.70782	7.29850	0.47191	1.92741	7.56226	2.12542	8.07823	9.32330	0.02010	6.75251	12.13977	1.59800	5.23280	9.50348	0.18702	5.34496	8.29613	0.60739	2.39907	7.08134	2.85661	-0.20220	2.42480	0.31909	6.11053	10.24716	1.69953	1.50039	2.23010	0.18207	1.26009	5.34592	-0.36828
24	3.00261	2.32060	5.60287	2.41737	0.14556	0.47857	2.89415	1.90350	6.69763	2.76721	1.23575	1.09045	3.65787	3.65520	0.27460	3.66803	3.61601	-0.19102	1.40777	3.62952	3.06913	2.44752	-0.88424	2.44607	1.56346	6.57222	0.78850	0.86459	5.95466	-0.01277	4.94006	9.41516	0.61406	1.42125	6.49840	1.70509	4.20310	5.85536	0.26852	1.15146	5.93671	1.58111	3.19794	5.88434	1.09363	1.37019	8.51736	2.23665	4.37111	7.49346	2.02083	2.10556	4.84157	0.33302	0.27397	4.36495	-0.88299	1.47611	2.86589	-0.23592	3.51876	7.31005	0.45352	1.81561	7.29925	2.18973	7.79962	9.17715	0.12189	6.63120	12.11400	1.66041	4.94382	9.35525	0.03158	5.00420	7.97408	0.44396	2.20905	7.09696	2.67944	-0.47918	2.23533	0.31719	6.06147	10.35152	1.56116	1.33650	2.41144	-0.15113	1.30053	5.38599	-0.17989
25	2.75147	2.30676	5.44448	2.43196	0.13289	0.43883	2.82181	1.91331	6.74236	2.76075	1.15684	1.04079	3.48664	3.43176	0.23969	3.43489	3.56206	-0.25092	1.52226	3.65270	3.04072	2.55599	-0.79394	2.37460	1.53199	6.73833	0.57076	0.60934	5.85439	-0.06581	4.85749	9.55367	0.38605	1.29193	6.42423	1.47514	4.22334	5.92778	0.41304	1.01418	5.96941	1.42925	3.04813	5.87883	1.07913	1.17804	8.46739	2.19251	4.37994	7.72180	1.96858	1.82730	4.56652	0.34397	0.02683	4.04272	-0.66275	1.21947	2.72479	-0.24235	3.31058	7.30047	0.43140	1.70032	7.10373	2.16254	7.49050	9.00956	0.20432	6.48679	12.08492	1.66507	4.62958	9.21506	-0.09235	4.67781	7.69801	0.27371	2.00170	7.16277	2.43706	-0.74344	2.04961	0.33665	5.98958	10.44509	1.39581	1.16666	2.49651	-0.29356	1.33018	5.44311	-0.03036
26	2.50851	2.28180	5.30057	2.43975	0.11884	0.43272	2.73994	1.92188	6.79064	2.75535	1.06968	0.98583	3.35363	3.26502	0.21959	3.21299	3.50835	-0.30236	1.64237	3.66986	3.02405	2.71650	-0.80363	2.24335	1.49709	6.91992	0.38965	0.37542	5.76108	-0.08902	4.75142	9.65323	0.24341	1.17152	6.35492	1.24377	4.23021	6.02965	0.47894	0.88143	6.00529	1.31131	2.90327	5.86411	1.08589	0.95642	8.35878	2.16645	4.37057	7.98359	1.88644	1.56356	4.33649	0.34045	-0.18821	3.76632	-0.54132	0.96763	2.59557	-0.27144	3.09182	7.27482	0.41195	1.58727	6.97291	2.06544	7.15928	8.82416	0.26717	6.32120	12.05429	1.60913	4.29364	9.07609	-0.17342	4.35870	7.46214	0.10868	1.78126	7.26880	2.16569	-0.98964	1.87269	0.36998	5.90229	10.52228	1.22792	0.99414	2.49288	-0.26675	1.34203	5.50258	0.08402
27	2.27660	2.24722	5.17189	2.43814	0.10631	0.44878	2.64904	1.93024	6.83547	2.74741	0.98483	0.92809	3.24346	3.14512	0.21151	3.01795	3.46602	-0.33507	1.76738	3.67335	3.02477	2.91603	-0.89208	2.06638	1.45606	7.09442	0.25659	0.17290	5.68266	-0.08114	4.62545	9.68715	0.20954	1.06698	6.28462	1.04364	4.22381	6.15869	0.46936	0.75593	6.05015	1.22024	2.76766	5.83996	1.11649	0.70427	8.18358	2.15502	4.34077	8.26796	1.79493	1.30320	4.14349	0.32016	-0.37532	3.54217	-0.52174	0.73082	2.47691	-0.30671	2.87100	7.23888	0.40046	1.47963	6.89581	1.92508	6.81657	8.62775	0.31467	6.13744	12.01919	1.50066	3.94490	8.93420	-0.21071	4.03886	7.25481	-0.04059	1.55043	7.39696	1.90012	-1.21277	1.71075	0.40833	5.80548	10.58186	1.07400	0.82025	2.42427	-0.12454	1.32844	5.54659	0.17346
28	2.05904	2.20463	5.05871	2.42649	0.09885	0.47590	2.54817	1.93917	6.86793	2.73546	0.91069	0.87686	3.14049	3.05698	0.21484	2.86058	3.44704	-0.34212	1.89210	3.65553	3.03560	3.13563	-1.02349	1.86248	1.40807	7.24095	0.18035	0.01174	5.62579	-0.04544	4.47838	9.64606	0.27410	0.98059	6.20697	0.89785	4.20345	6.29735	0.40949	0.63778	6.10951	1.13843	2.64329	5.80675	1.16620	0.42406	7.93659	2.15900	4.28739	8.54905	1.72052	1.03840	3.97683	0.28611	-0.53710	3.37058	-0.58081	0.52160	2.37198	-0.33139	2.65570	7.19759	0.39870	1.37679	6.85547	1.76561	6.47473	8.43044	0.35359	5.93931	11.97274	1.35490	3.59551	8.78812	-0.21385	3.71231	7.06284	-0.16419	1.31048	7.52535	1.66737	-1.40879	1.56963	0.44453	5.70222	10.62444	0.94431	0.64435	2.32153	0.06373	1.28206	5.56170	0.24564
29	1.85914	2.15599	4.96096	2.40570	0.09974	0.50608	2.43531	1.94905	6.87884	2.71938	0.85285	0.84053	3.03253	2.98549	0.22951	2.74433	3.45894	-0.32092	2.00878	3.61046	3.04042	3.35483	-1.15811	1.65076	1.35309	7.34449	0.16776	-0.10061	5.59517	0.01196	4.30480	9.53692	0.40044	0.91020	6.11697	0.81783	4.16865	6.42290	0.33330	0.52543	6.18556	1.04965	2.53042	5.76614	1.22594	0.12120	7.61827	2.18064	4.20834	8.79436	1.68587	0.76753	3.82729	0.24396	-0.67508	3.24644	-0.68084	0.35122	2.28649	-0.33144	2.45189	7.15454	0.40436	1.27400	6.82815	1.60866	6.14669	8.24378	0.39113	5.73021	11.90500	1.19017	3.25823	8.63856	-0.19942	3.37763	6.87465	-0.25199	1.06163	7.63286	1.48397	-1.57510	1.45399	0.47460	5.59212	10.64862	0.84518	0.46418	2.21226	0.23267	1.19659	5.54104	0.30393
