	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z
1	-0.12576	0.04455	0.03518	0.01740	-0.02260	0.03311	-0.09546	0.04175	0.07372	0.02938	0.02709	0.02553	-0.11880	0.04929	-0.01013	-0.08988	0.08527	0.04136	-0.06377	0.05040	-0.00534	-0.02973	0.07316	0.03088	-0.08505	0.03593	0.00271	-0.10115	0.11960	0.05596	-0.19794	0.01463	-0.07142	-0.05103	0.04353	0.00572	-0.11365	0.04043	-0.00763	-0.16123	0.04317	-0.00225	-0.18028	0.00243	-0.08011	-0.10726	0.05493	-0.00016	-0.12479	0.04285	-0.00230	-0.11547	0.11965	0.06194	-0.13806	0.05536	0.00421	-0.12179	0.04549	-0.00663	-0.06535	0.06885	0.04617
2	-0.07811	0.04471	0.03803	0.01571	-0.02196	0.03349	-0.08656	0.04225	0.08272	0.02862	0.02933	0.02639	-0.08736	0.05280	-0.01106	-0.07739	0.09541	0.04253	-0.02857	0.05435	-0.00133	-0.02581	0.08302	0.03336	-0.03532	0.03782	0.00466	-0.06516	0.12751	0.06000	-0.15653	0.02146	-0.07437	-0.07077	0.05542	0.00334	-0.04607	0.04076	-0.00689	-0.15179	0.05875	0.00643	-0.12382	0.00869	-0.07700	-0.08894	0.05842	-0.00125	-0.06107	0.04070	-0.00288	-0.10944	0.12729	0.06530	-0.14426	0.06122	0.00477	-0.08609	0.04762	-0.00680	-0.04549	0.07743	0.04952
3	-0.01643	0.04981	0.03904	0.01429	-0.02046	0.03470	-0.05754	0.04721	0.09153	0.02865	0.03243	0.02812	-0.04018	0.05391	-0.01140	-0.04526	0.10472	0.04420	0.01652	0.05656	0.00429	0.00128	0.08963	0.03850	0.03048	0.03881	0.00797	-0.01381	0.13681	0.06491	-0.10053	0.02659	-0.07635	-0.08023	0.06491	-0.00025	0.03636	0.03829	-0.00502	-0.11100	0.07638	0.01785	-0.06572	0.01367	-0.07534	-0.05535	0.06228	-0.00238	0.01738	0.03583	-0.00273	-0.08230	0.13505	0.06993	-0.12958	0.06629	0.00525	-0.02578	0.04865	-0.00509	-0.00161	0.08772	0.05388
4	0.04880	0.05737	0.03812	0.01354	-0.01835	0.03696	-0.01344	0.05318	0.09824	0.02949	0.03481	0.03041	0.01432	0.05257	-0.01079	0.00005	0.11100	0.04406	0.06923	0.05573	0.01123	0.04571	0.09175	0.04447	0.09962	0.03914	0.01225	0.04098	0.14486	0.06825	-0.04039	0.02774	-0.07969	-0.07451	0.07077	-0.00550	0.11864	0.03331	-0.00263	-0.04464	0.09396	0.03064	-0.01181	0.01746	-0.07416	-0.01389	0.06483	-0.00439	0.09696	0.02949	-0.00177	-0.03648	0.14107	0.07400	-0.09220	0.06902	0.00484	0.04385	0.04956	-0.00123	0.05398	0.09689	0.05689
5	0.10703	0.06515	0.03422	0.01385	-0.01669	0.04003	0.03459	0.05708	0.10142	0.03158	0.03505	0.03340	0.06656	0.04804	-0.00974	0.04700	0.11361	0.04161	0.12073	0.05002	0.01762	0.09740	0.08902	0.04957	0.15976	0.03784	0.01627	0.08708	0.15037	0.06861	0.01532	0.02516	-0.08267	-0.05466	0.07178	-0.01331	0.18994	0.02460	-0.00128	0.02979	0.10813	0.04156	0.02897	0.01692	-0.07697	0.02501	0.06460	-0.00842	0.16808	0.02125	-0.00069	0.01696	0.14457	0.07641	-0.04209	0.06772	0.00229	0.10690	0.04994	0.00397	0.10485	0.10297	0.05716
6	0.15017	0.07337	0.02604	0.01529	-0.01682	0.04360	0.07645	0.05827	0.10000	0.03463	0.03163	0.03659	0.10729	0.03963	-0.00925	0.08509	0.11206	0.03605	0.15969	0.03832	0.02151	0.14368	0.08215	0.05132	0.20414	0.03263	0.01839	0.11817	0.15275	0.06456	0.05333	0.01765	-0.08649	-0.02584	0.06685	-0.02442	0.24341	0.01091	-0.00252	0.09697	0.11620	0.04740	0.05446	0.01190	-0.08434	0.05449	0.06119	-0.01516	0.22496	0.00937	-0.00076	0.06652	0.14395	0.07528	0.00611	0.06084	-0.00383	0.15411	0.04794	0.00893	0.14289	0.10399	0.05346
