	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
1	0.71530	0.07675	-0.37830	0.03202	0.02142	0.00983	0.74607	0.07233	-0.42542	0.02944	0.03623	0.01076	0.75847	-0.40434	0.03051	0.68379	-0.40691	0.03572	0.64341	-0.33095	0.01777	0.62098	-0.37074	0.01990	0.75324	-0.38387	0.01375	0.77301	-0.40970	0.04158	0.55489	-0.33397	0.03050	0.79196	-0.45426	0.05267	0.76444	-0.40599	0.02854	0.84700	-0.46991	0.04612	0.74280	-0.38431	0.02845	0.77677	-0.42077	0.04167	0.72932	-0.36790	0.00324	0.72512	-0.42607	0.03173	0.68509	-0.42243	0.02172	0.77580	-0.41504	0.01862	0.81094	-0.44803	0.03500
2	0.74250	0.08015	-0.36211	0.04152	0.03127	0.01167	0.80246	0.08292	-0.41978	0.03972	0.05330	0.01582	0.77791	-0.39376	0.03751	0.72173	-0.39938	0.05034	0.67562	-0.30447	0.02309	0.64989	-0.34651	0.03231	0.79141	-0.37069	0.02142	0.78919	-0.38603	0.06004	0.59111	-0.31701	0.05125	0.84700	-0.44269	0.08783	0.78984	-0.39051	0.03968	0.92937	-0.47983	0.06059	0.72069	-0.34601	0.03210	0.81504	-0.40363	0.05348	0.74512	-0.34655	0.01458	0.80189	-0.43376	0.04597	0.78507	-0.43959	0.03931	0.84834	-0.42791	0.03051	0.88299	-0.44663	0.04985
3	0.75088	0.08371	-0.31756	0.05407	0.04113	0.01640	0.83086	0.09307	-0.38484	0.05085	0.07190	0.02362	0.77388	-0.35849	0.04461	0.73687	-0.36633	0.06609	0.70052	-0.24752	0.02756	0.66055	-0.29395	0.04669	0.80141	-0.32747	0.02745	0.78450	-0.33604	0.08479	0.61535	-0.27078	0.07473	0.86956	-0.39666	0.12773	0.79872	-0.34391	0.05185	0.96537	-0.45696	0.07411	0.68877	-0.28385	0.03884	0.82349	-0.35672	0.06751	0.74036	-0.29475	0.02552	0.86207	-0.41512	0.05930	0.85431	-0.42619	0.05480	0.88802	-0.41373	0.03852	0.92105	-0.41558	0.06610
4	0.75420	0.08590	-0.24303	0.06694	0.05600	0.02284	0.83711	0.10003	-0.31784	0.06016	0.09596	0.03364	0.76124	-0.29640	0.05619	0.73714	-0.30555	0.08611	0.72006	-0.15723	0.03712	0.66130	-0.21468	0.06758	0.79793	-0.25302	0.03705	0.77117	-0.25806	0.12022	0.64190	-0.19505	0.10519	0.86602	-0.31590	0.17611	0.81076	-0.26602	0.07032	0.96225	-0.39628	0.09061	0.66124	-0.19735	0.05434	0.80453	-0.27734	0.08767	0.73263	-0.21272	0.04130	0.90421	-0.36463	0.07595	0.89128	-0.37696	0.07223	0.90784	-0.36642	0.04649	0.93609	-0.35117	0.08713
5	0.77555	0.08588	-0.14227	0.07708	0.08215	0.03052	0.83825	0.10029	-0.22241	0.06483	0.13046	0.04533	0.76792	-0.21079	0.07806	0.73988	-0.22019	0.11505	0.75380	-0.03805	0.05890	0.67543	-0.11693	0.09985	0.80417	-0.15099	0.05694	0.77356	-0.15825	0.17102	0.68760	-0.09505	0.14795	0.84652	-0.20529	0.23639	0.85027	-0.16163	0.10069	0.94257	-0.30009	0.11645	0.66380	-0.09347	0.08566	0.77933	-0.17165	0.11843	0.74738	-0.10573	0.06748	0.93327	-0.28103	0.10225	0.90521	-0.29262	0.09747	0.92944	-0.28241	0.06152	0.94852	-0.25561	0.11725
6	0.83347	0.08498	-0.02154	0.08378	0.12425	0.03919	0.85495	0.09723	-0.10704	0.06441	0.17866	0.05807	0.82469	-0.10912	0.11447	0.76309	-0.11706	0.15598	0.81969	0.10218	0.09741	0.71831	-0.00930	0.14540	0.84055	-0.02750	0.09208	0.81265	-0.04631	0.23875	0.75993	0.02388	0.20732	0.82456	-0.07308	0.31097	0.92746	-0.03771	0.14679	0.94153	-0.17909	0.15706	0.71423	0.02163	0.13630	0.77382	-0.05012	0.16107	0.80329	0.01843	0.10850	0.96598	-0.17086	0.14369	0.91304	-0.17922	0.13517	0.97792	-0.16414	0.09114	0.98157	-0.13836	0.15989
