	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	-0.06384	0.04098	-0.00587	0.04073	0.00375	0.00803	-0.15203	0.06758	-0.09451	0.02829	0.00605	0.01320	-0.06331	0.00607	0.00035	-0.14567	-0.07414	0.02603	-0.03627	-0.01535	-0.00694	-0.12413	-0.05730	0.01216	-0.01540	0.03270	0.01424	-0.26053	-0.11816	-0.00099	-0.14305	-0.07007	-0.00362	-0.11942	-0.10357	-0.00418	-0.03734	0.03112	0.01180	-0.19308	-0.12440	0.00679	-0.08392	-0.06383	-0.00136	-0.13502	-0.10188	-0.00268	-0.09083	0.01035	0.01215	-0.22499	-0.11277	0.00320	-0.13735	-0.11240	-0.01183	-0.04063	0.02207	0.00338	-0.02804	-0.04593	0.02599
2	-0.02626	0.04626	-0.01348	0.04783	0.00144	0.01271	-0.15480	0.06986	-0.10465	0.02822	-0.00117	0.01230	-0.03951	-0.00273	0.00412	-0.14718	-0.08634	0.01308	-0.01168	-0.02058	-0.00921	-0.13853	-0.06548	0.01347	0.03013	0.02948	0.01151	-0.25029	-0.12571	-0.00979	-0.11380	-0.08932	-0.01447	-0.15100	-0.12511	-0.01525	0.01974	0.02918	0.01065	-0.20529	-0.13150	-0.00109	-0.05391	-0.08282	-0.01603	-0.12831	-0.11471	-0.00774	-0.04057	0.00909	0.01582	-0.22733	-0.11808	-0.00119	-0.13422	-0.11941	-0.01647	-0.00045	0.01984	0.00912	-0.01108	-0.05549	0.01445
3	0.02212	0.05436	-0.02461	0.05556	-0.00440	0.02021	-0.14377	0.07319	-0.11242	0.02957	-0.01382	0.01344	-0.00525	-0.01578	0.00760	-0.13632	-0.09851	-0.00680	0.02548	-0.02630	-0.01507	-0.13246	-0.06462	0.01446	0.08542	0.02279	0.00373	-0.22688	-0.13127	-0.02409	-0.07245	-0.11280	-0.02906	-0.17028	-0.14275	-0.02999	0.08828	0.02355	0.00512	-0.19624	-0.13460	-0.01508	-0.01931	-0.10731	-0.03729	-0.11102	-0.12777	-0.01735	0.02304	0.00635	0.01712	-0.21679	-0.12163	-0.01171	-0.11925	-0.12569	-0.02666	0.05173	0.01264	0.01268	0.01531	-0.06493	-0.00715
4	0.07811	0.06279	-0.03800	0.06314	-0.01432	0.02898	-0.11765	0.07616	-0.11627	0.03230	-0.03174	0.01815	0.03872	-0.03050	0.00971	-0.11253	-0.10929	-0.03343	0.07852	-0.03052	-0.02505	-0.10608	-0.05527	0.01382	0.14491	0.01318	-0.00956	-0.19262	-0.13336	-0.04312	-0.02219	-0.13926	-0.04693	-0.17033	-0.15495	-0.04775	0.16222	0.01448	-0.00502	-0.16586	-0.13230	-0.03529	0.02070	-0.13348	-0.06424	-0.08288	-0.13691	-0.03035	0.09366	0.00159	0.01443	-0.19023	-0.12215	-0.02900	-0.08860	-0.12947	-0.04177	0.10831	0.00053	0.01207	0.05027	-0.07272	-0.03874
5	0.14005	0.07053	-0.05168	0.06984	-0.02738	0.03732	-0.08053	0.07764	-0.11574	0.03619	-0.05214	0.02536	0.09289	-0.04375	0.00955	-0.08038	-0.11631	-0.06204	0.14604	-0.03322	-0.03829	-0.06458	-0.04019	0.01123	0.20532	0.00187	-0.02690	-0.15448	-0.13300	-0.06392	0.03317	-0.16249	-0.06665	-0.14890	-0.16204	-0.06673	0.24046	0.00373	-0.01807	-0.12160	-0.12468	-0.05936	0.06743	-0.16078	-0.09270	-0.04788	-0.14053	-0.04380	0.16958	-0.00447	0.00783	-0.15108	-0.11842	-0.05102	-0.04514	-0.12882	-0.05886	0.16551	-0.01434	0.00623	0.08931	-0.07763	-0.07474
6	0.20613	0.07891	-0.06421	0.07586	-0.04128	0.04434	-0.03734	0.07808	-0.11232	0.03990	-0.07191	0.03299	0.15607	-0.05389	0.00790	-0.04500	-0.11972	-0.08864	0.22085	-0.03531	-0.05210	-0.01740	-0.02579	0.00732	0.26725	-0.00921	-0.04565	-0.11813	-0.13341	-0.08377	0.08669	-0.18056	-0.08601	-0.10778	-0.16493	-0.08431	0.32142	-0.00689	-0.03122	-0.07117	-0.11397	-0.08477	0.12105	-0.18823	-0.11895	-0.01091	-0.13992	-0.05526	0.25055	-0.01068	-0.00056	-0.10325	-0.11080	-0.07409	0.00511	-0.12316	-0.07428	0.22516	-0.02889	-0.00365	0.13248	-0.07920	-0.10938
