	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_22_CR003_BAREFOOT_GAIT0002_1_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_1_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_1_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_3_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_3_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_3_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_3_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_3_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_3_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_4_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_4_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0002_4_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_2_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_2_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_2_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_3_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_3_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_3_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_4_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_4_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_4_CINE_D.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_5_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_5_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0003_5_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0004_1_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0004_1_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0004_1_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0004_3_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0004_3_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0004_3_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0004_4_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0004_4_CINE_E.c3d	2014_04_22_CR003_BAREFOOT_GAIT0004_4_CINE_E.c3d
32	-0.05769	0.10565	-0.16501	0.07672	0.61271	0.05898	-0.07638	0.10295	-0.04199	0.13411	0.50784	0.19310	0.04856	-0.14823	0.60197	-0.05539	-0.08608	0.55243	-0.22955	-0.06094	0.70290	0.06395	-0.19338	0.53294	-0.05093	-0.08878	0.57515	-0.17260	-0.14990	0.63378	-0.06084	-0.01051	0.62805	-0.00226	-0.15233	0.32821	-0.16324	0.20886	0.21074	-0.06283	-0.20273	0.68727	-0.03481	-0.19547	0.57536	-0.20900	-0.05038	0.64530	0.06688	-0.27710	0.66186
33	-0.06753	0.10871	-0.18903	0.07716	0.65983	0.06269	-0.08369	0.10600	-0.06619	0.13487	0.55752	0.18976	0.04628	-0.17831	0.65617	-0.05791	-0.11226	0.60798	-0.24572	-0.08439	0.75741	0.05742	-0.21181	0.57530	-0.05848	-0.11193	0.61238	-0.19303	-0.17261	0.68887	-0.05963	-0.04224	0.67186	-0.01591	-0.16878	0.37303	-0.16868	0.18848	0.27426	-0.08170	-0.22494	0.74113	-0.04514	-0.21858	0.60539	-0.21512	-0.07563	0.69311	0.06276	-0.30742	0.70699
34	-0.07885	0.11226	-0.21304	0.07764	0.70920	0.06705	-0.09321	0.11045	-0.08932	0.13630	0.61072	0.18478	0.04373	-0.20778	0.71219	-0.06516	-0.13872	0.66637	-0.26420	-0.10672	0.81388	0.05063	-0.23105	0.61877	-0.06879	-0.13502	0.65187	-0.21272	-0.19454	0.74657	-0.06026	-0.07212	0.71870	-0.03054	-0.18416	0.42144	-0.17920	0.16987	0.34622	-0.10263	-0.24761	0.79559	-0.05284	-0.24285	0.63920	-0.22501	-0.10026	0.74408	0.05581	-0.33623	0.75379
35	-0.09175	0.11595	-0.23714	0.07817	0.76063	0.07154	-0.10552	0.11652	-0.11164	0.13804	0.66743	0.17839	0.04021	-0.23684	0.76988	-0.07709	-0.16561	0.72730	-0.28694	-0.12788	0.87207	0.04270	-0.25123	0.66382	-0.08012	-0.15821	0.69401	-0.23141	-0.21569	0.80603	-0.06432	-0.10052	0.76880	-0.04708	-0.19840	0.47365	-0.19486	0.15202	0.42616	-0.12338	-0.27103	0.85041	-0.05819	-0.26840	0.67697	-0.24005	-0.12427	0.79781	0.04518	-0.36371	0.80209
36	-0.10624	0.11964	-0.26133	0.07867	0.81383	0.07562	-0.12096	0.12390	-0.13334	0.13968	0.72750	0.17086	0.03414	-0.26533	0.82904	-0.09215	-0.19305	0.79025	-0.31486	-0.14785	0.93150	0.03250	-0.27246	0.71079	-0.09114	-0.18145	0.73914	-0.24997	-0.23614	0.86630	-0.07246	-0.12790	0.82216	-0.06627	-0.21147	0.52993	-0.21518	0.13400	0.51322	-0.14240	-0.29519	0.90519	-0.06358	-0.29500	0.71887	-0.25987	-0.14765	0.85371	0.03175	-0.38984	0.85168
37	-0.12265	0.12303	-0.28550	0.07903	0.86829	0.07884	-0.13979	0.13208	-0.15458	0.14093	0.79055	0.16245	0.02369	-0.29297	0.88935	-0.10970	-0.22117	0.85456	-0.34801	-0.16662	0.99146	0.01907	-0.29472	0.75961	-0.10145	-0.20470	0.78745	-0.27000	-0.25583	0.92630	-0.08452	-0.15478	0.87854	-0.08863	-0.22351	0.59041	-0.23979	0.11513	0.60610	-0.15906	-0.31986	0.95928	-0.07187	-0.32221	0.76500	-0.28300	-0.17039	0.91113	0.01603	-0.41431	0.90218
38	-0.14146	0.12602	-0.30933	0.07913	0.92340	0.08081	-0.16223	0.14101	-0.17556	0.14165	0.85602	0.15338	0.00798	-0.31968	0.95035	-0.12978	-0.24991	0.91946	-0.38670	-0.18392	1.05106	0.00218	-0.31792	0.80988	-0.11137	-0.22819	0.83903	-0.29319	-0.27436	0.98484	-0.10012	-0.18159	0.93747	-0.11448	-0.23489	0.65502	-0.26872	0.09491	0.70317	-0.17396	-0.34444	1.01192	-0.08465	-0.34957	0.81535	-0.30841	-0.19242	0.96935	-0.00241	-0.43669	0.95303
39	-0.16332	0.12891	-0.33240	0.07900	0.97839	0.08122	-0.18843	0.15107	-0.19640	0.14181	0.92307	0.14379	-0.01258	-0.34546	1.01141	-0.15393	-0.27904	0.98413	-0.43155	-0.19914	1.10924	-0.01785	-0.34190	0.86097	-0.12189	-0.25220	0.89368	-0.32065	-0.29108	1.04063	-0.11904	-0.20862	0.99820	-0.14375	-0.24603	0.72342	-0.30176	0.07305	0.80245	-0.18864	-0.36806	1.06229	-0.10191	-0.37672	0.86972	-0.33623	-0.21346	1.02749	-0.02404	-0.45657	1.00346
40	-0.18835	0.13202	-0.35418	0.07885	1.03234	0.07995	-0.21821	0.16236	-0.21697	0.14149	0.99065	0.13375	-0.03661	-0.37021	1.07169	-0.18147	-0.30810	1.04769	-0.48223	-0.21168	1.16477	-0.04077	-0.36632	0.91216	-0.13454	-0.27657	0.95094	-0.35261	-0.30531	1.09230	-0.14125	-0.23586	1.05976	-0.17627	-0.25713	0.79494	-0.33837	0.04960	0.90178	-0.20465	-0.38993	1.10966	-0.12289	-0.40329	0.92759	-0.36683	-0.23286	1.08450	-0.04921	-0.47349	1.05244
41	-0.21637	0.13529	-0.37399	0.07904	1.08424	0.07697	-0.25114	0.17440	-0.23682	0.14080	1.05746	0.12314	-0.06244	-0.39351	1.13004	-0.21086	-0.33632	1.10911	-0.53716	-0.22082	1.21617	-0.06644	-0.39052	0.96271	-0.15118	-0.30076	1.01011	-0.38862	-0.31626	1.13843	-0.16669	-0.26287	1.12096	-0.21177	-0.26801	0.86864	-0.37763	0.02506	0.99885	-0.22251	-0.40937	1.15336	-0.14768	-0.42886	0.98820	-0.40024	-0.24971	1.13916	-0.07822	-0.48689	1.09871
42	-0.24730	0.13848	-0.39087	0.07997	1.13294	0.07248	-0.28667	0.18612	-0.25505	0.13992	1.12197	0.11174	-0.08926	-0.41431	1.18502	-0.24146	-0.36240	1.16714	-0.59380	-0.22559	1.26161	-0.09484	-0.41357	1.01190	-0.17298	-0.32400	1.07025	-0.42793	-0.32279	1.17762	-0.19544	-0.28862	1.18039	-0.25024	-0.27813	0.94331	-0.41830	0.00037	1.09126	-0.24254	-0.42547	1.19282	-0.17654	-0.45277	1.05042	-0.43623	-0.26308	1.18996	-0.11156	-0.49597	1.14072
43	-0.28108	0.14107	-0.40358	0.08202	1.17708	0.06688	-0.32442	0.19652	-0.27032	0.13902	1.18233	0.09920	-0.11741	-0.43103	1.23485	-0.27361	-0.38447	1.22027	-0.65039	-0.22438	1.29888	-0.12630	-0.43433	1.05897	-0.19995	-0.34532	1.13008	-0.46946	-0.32356	1.20832	-0.22773	-0.31154	1.23627	-0.29205	-0.28654	1.01744	-0.45898	-0.02312	1.17645	-0.26580	-0.43689	1.22742	-0.20866	-0.47402	1.11272	-0.47392	-0.27197	1.23511	-0.14980	-0.49982	1.17671
44	-0.31748	0.14207	-0.41068	0.08546	1.21504	0.06088	-0.36387	0.20494	-0.28105	0.13841	1.23630	0.08529	-0.14767	-0.44189	1.27732	-0.30772	-0.40048	1.26660	-0.70558	-0.21545	1.32536	-0.16161	-0.45133	1.10316	-0.23127	-0.36357	1.18790	-0.51131	-0.31713	1.22884	-0.26330	-0.32967	1.28638	-0.33707	-0.29199	1.08908	-0.49831	-0.04375	1.25177	-0.29145	-0.44225	1.25631	-0.24470	-0.49119	1.17309	-0.51196	-0.27521	1.27252	-0.19362	-0.49719	1.20475
45	-0.35618	0.14095	-0.41056	0.09048	1.24491	0.05580	-0.40398	0.21062	-0.28559	0.13842	1.28134	0.07018	-0.18060	-0.44507	1.30981	-0.34296	-0.40858	1.30388	-0.75696	-0.19749	1.33817	-0.20053	-0.46296	1.14352	-0.26583	-0.37741	1.24149	-0.55209	-0.30159	1.23718	-0.30144	-0.34073	1.32806	-0.38355	-0.29323	1.15598	-0.53549	-0.05959	1.31455	-0.31984	-0.44037	1.27823	-0.28516	-0.50253	1.22902	-0.54935	-0.27136	1.29980	-0.24333	-0.48654	1.22276
46	-0.39640	0.13776	-0.40164	0.09715	1.26447	0.05382	-0.44326	0.21252	-0.28228	0.13915	1.31463	0.05529	-0.21628	-0.43858	1.32941	-0.37826	-0.40700	1.32957	-0.80072	-0.16995	1.33443	-0.24223	-0.46771	1.17884	-0.30193	-0.38535	1.28813	-0.59044	-0.27517	1.23099	-0.34184	-0.34190	1.35812	-0.42876	-0.28905	1.21553	-0.57000	-0.06888	1.36219	-0.34967	-0.43038	1.29148	-0.33031	-0.50602	1.27754	-0.58584	-0.25899	1.31441	-0.29801	-0.46619	1.22848
47	-0.43673	0.13306	-0.38251	0.10522	1.27122	0.05758	-0.48013	0.21015	-0.26966	0.14050	1.33321	0.04532	-0.25360	-0.42067	1.33299	-0.41158	-0.39406	1.34084	-0.83349	-0.13275	1.31149	-0.28496	-0.46387	1.20745	-0.33714	-0.38584	1.32477	-0.62474	-0.23680	1.20763	-0.38383	-0.33054	1.37305	-0.47083	-0.27817	1.26487	-0.60189	-0.06997	1.39209	-0.37922	-0.41153	1.29405	-0.38014	-0.49956	1.31523	-0.62128	-0.23701	1.31376	-0.35519	-0.43473	1.21956
48	-0.47574	0.12721	-0.35216	0.11405	1.26253	0.06844	-0.51345	0.20380	-0.24658	0.14216	1.33414	0.04871	-0.29098	-0.39016	1.31746	-0.44240	-0.36856	1.33478	-0.85399	-0.08630	1.26725	-0.32772	-0.44969	1.22709	-0.37017	-0.37691	1.34811	-0.65299	-0.18656	1.16454	-0.42524	-0.30501	1.36928	-0.50903	-0.25939	1.30091	-0.63126	-0.06171	1.40180	-0.40743	-0.38314	1.28376	-0.43323	-0.48119	1.33835	-0.65481	-0.20484	1.29548	-0.41158	-0.39117	1.19368
49	-0.51183	0.12015	-0.31026	0.12272	1.23585	0.08554	-0.54214	0.19416	-0.21264	0.14362	1.31472	0.06674	-0.32718	-0.34655	1.28003	-0.47011	-0.33011	1.30857	-0.86241	-0.03187	1.20039	-0.37056	-0.42398	1.23499	-0.40010	-0.35696	1.35477	-0.67273	-0.12595	1.09963	-0.46336	-0.26485	1.34357	-0.54219	-0.23206	1.32050	-0.65758	-0.04353	1.38907	-0.43360	-0.34472	1.25836	-0.48683	-0.44947	1.34311	-0.68502	-0.16237	1.25751	-0.46393	-0.33522	1.14877
50	-0.54292	0.11199	-0.25736	0.13010	1.18902	0.10697	-0.56489	0.18161	-0.16826	0.14420	1.27280	0.09263	-0.36106	-0.29020	1.21864	-0.49312	-0.27935	1.25986	-0.85821	0.02802	1.11073	-0.41236	-0.38631	1.22800	-0.42555	-0.32517	1.34149	-0.68154	-0.05798	1.01184	-0.49622	-0.21079	1.29335	-0.56859	-0.19603	1.32053	-0.67970	-0.01538	1.35209	-0.45683	-0.29626	1.21576	-0.53752	-0.40371	1.32599	-0.71001	-0.11021	1.19829	-0.50906	-0.26769	1.08338
51	-0.56685	0.10277	-0.19514	0.13485	1.12060	0.13051	-0.58032	0.16629	-0.11482	0.14297	1.20707	0.12125	-0.39106	-0.22281	1.13247	-0.51003	-0.21806	1.18707	-0.83995	0.08963	0.99956	-0.45217	-0.33707	1.20297	-0.44528	-0.28150	1.30544	-0.67737	0.01280	0.90181	-0.52228	-0.14487	1.21725	-0.58740	-0.15136	1.29800	-0.69598	0.02198	1.28971	-0.47568	-0.23849	1.15413	-0.58165	-0.34418	1.28413	-0.72720	-0.04990	1.11698	-0.54385	-0.19104	0.99713
52	-0.58108	0.09272	-0.12660	0.13535	1.03040	0.15368	-0.58698	0.14850	-0.05489	0.13880	1.11746	0.14909	-0.41510	-0.14776	1.02252	-0.51835	-0.14926	1.08989	-0.80627	0.14816	0.87005	-0.48863	-0.27733	1.15702	-0.45883	-0.22671	1.24450	-0.65790	0.08001	0.77277	-0.53881	-0.07101	1.11559	-0.59862	-0.09869	1.25042	-0.70424	0.06664	1.20170	-0.48846	-0.17323	1.07222	-0.61554	-0.27248	1.21577	-0.73335	0.01569	1.01389	-0.56530	-0.10961	0.89122
53	-0.58318	0.08275	-0.05616	0.12984	0.91996	0.17352	-0.58332	0.12908	0.00765	0.13049	1.00564	0.17294	-0.43072	-0.07039	0.89216	-0.51647	-0.07720	0.96992	-0.75673	0.19820	0.72769	-0.51963	-0.20893	1.08801	-0.46623	-0.16247	1.15770	-0.62079	0.13590	0.63113	-0.54184	0.00491	0.99089	-0.60204	-0.03953	1.17612	-0.70235	0.11518	1.08927	-0.49337	-0.10368	0.96996	-0.63579	-0.19182	1.12080	-0.72528	0.08204	0.89102	-0.57094	-0.02944	0.76888
54	-0.57114	0.07533	0.01073	0.11720	0.79302	0.18684	-0.56809	0.10957	0.06779	0.11696	0.87540	0.18954	-0.43564	0.00259	0.74758	-0.50225	-0.00727	0.83121	-0.69197	0.23382	0.58007	-0.54180	-0.13479	0.99506	-0.46695	-0.09190	1.04576	-0.56595	0.17321	0.48603	-0.52855	0.07594	0.84821	-0.59680	0.02340	1.07503	-0.68861	0.16287	0.95577	-0.48847	-0.03451	0.84916	-0.63981	-0.10721	1.00135	-0.70044	0.14322	0.75265	-0.55925	0.04246	0.63569
55	-0.54399	0.07318	0.06813	0.09777	0.65578	0.19051	-0.54071	0.09231	0.11985	0.09814	0.73284	0.19595	-0.42875	0.06400	0.59706	-0.47548	0.05403	0.68069	-0.61392	0.25014	0.43663	-0.55070	-0.05942	0.87950	-0.45956	-0.01991	0.91173	-0.49556	0.18786	0.34912	-0.49885	0.13501	0.69520	-0.58103	0.08561	0.94935	-0.66216	0.20428	0.80708	-0.47168	0.02837	0.71419	-0.62656	-0.02509	0.86223	-0.65725	0.19185	0.60549	-0.53069	0.09933	0.49926
56	-0.50288	0.07594	0.11030	0.07366	0.51596	0.18358	-0.50177	0.08023	0.15860	0.07587	0.58623	0.19015	-0.40916	0.10833	0.45141	-0.43742	0.09991	0.52775	-0.52699	0.24516	0.30702	-0.54249	0.01120	0.74575	-0.44248	0.04693	0.76161	-0.41790	0.17742	0.22748	-0.45575	0.17575	0.54138	-0.55329	0.14132	0.80442	-0.62293	0.23410	0.65155	-0.44177	0.07831	0.57188	-0.59694	0.04726	0.71088	-0.59618	0.22188	0.45930	-0.48745	0.13614	0.36865
57	-0.44956	0.08195	0.13431	0.05035	0.38413	0.16374	-0.45358	0.07405	0.17922	0.05446	0.44405	0.17314	-0.37818	0.13049	0.31825	-0.38907	0.12501	0.38366	-0.43760	0.21676	0.19653	-0.51564	0.07044	0.60162	-0.41512	0.10134	0.60460	-0.33332	0.15259	0.13843	-0.40489	0.19445	0.39741	-0.51377	0.18430	0.64861	-0.57193	0.24796	0.49890	-0.39974	0.11049	0.43228	-0.55321	0.10242	0.55698	-0.52222	0.22842	0.32340	-0.43371	0.15080	0.25255
58	-0.39228	0.08101	0.13596	0.03629	0.26358	0.14204	-0.39942	0.07168	0.18314	0.04279	0.31748	0.14382	-0.33702	0.13244	0.20841	-0.33545	0.12762	0.25799	-0.35174	0.18478	0.12008	-0.47173	0.11221	0.45732	-0.37853	0.13720	0.45172	-0.27312	0.10004	0.05131	-0.35276	0.19072	0.27263	-0.46445	0.20961	0.49295	-0.51202	0.24407	0.35908	-0.34892	0.12099	0.30336	-0.49754	0.13511	0.41212	-0.44180	0.21132	0.20697	-0.37737	0.14440	0.15599
59	-0.33509	0.07122	0.12099	0.04299	0.16395	0.11835	-0.34345	0.06992	0.16081	0.05214	0.20576	0.11918	-0.28902	0.11858	0.12700	-0.28199	0.11035	0.15729	-0.27526	0.09085	0.03248	-0.41444	0.13239	0.32410	-0.33531	0.15181	0.31478	-0.24761	0.04113	-0.02479	-0.30398	0.16565	0.17113	-0.40955	0.21442	0.34902	-0.44756	0.22354	0.24012	-0.29312	0.11291	0.19639	-0.43951	0.14426	0.28321	-0.35678	0.18307	0.12402	-0.31218	0.12280	0.08743
60	-0.28164	0.06508	0.09341	0.03195	0.09034	0.08461	-0.29589	0.06140	0.12089	0.07499	0.10961	0.10070	-0.26495	0.05363	0.00906	-0.22051	0.07808	0.08975	-0.21998	0.00827	-0.02475	-0.35077	0.13000	0.21054	-0.29149	0.14289	0.19956	-0.20754	0.03808	-0.01745	-0.26178	0.13629	0.10435	-0.35476	0.19649	0.22433	-0.38240	0.18778	0.14510	-0.23744	0.09014	0.11498	-0.37487	0.13139	0.18083	-0.30771	0.09730	0.02276	-0.27261	0.08889	0.03096
61	-0.24963	0.04715	0.05703	0.03473	0.02502	0.06386	-0.25089	0.05083	0.09176	0.06775	0.05453	0.06858	-0.22550	0.02356	-0.02619	-0.24017	0.04750	0.01207	-0.18621	0.01166	-0.01482	-0.28589	0.10828	0.12328	-0.25050	0.12411	0.11887	-0.17981	0.03117	-0.01940	-0.22206	0.06653	0.03078	-0.30205	0.17331	0.13656	-0.31902	0.15138	0.08199	-0.19352	0.01907	-0.00044	-0.30287	0.10161	0.10891	-0.26928	0.03661	-0.02977	-0.27585	0.05501	-0.01952
62	-0.22642	0.05635	0.04112	0.02689	-0.00417	0.03334	-0.21283	0.04549	0.04523	0.04262	0.00628	0.02969	-0.17692	0.02061	-0.01479	-0.24361	0.03118	-0.02309	-0.15983	0.00380	-0.01756	-0.22322	0.07380	0.06437	-0.22423	0.07461	0.04334	-0.16094	0.02813	-0.01968	-0.18639	-0.00219	-0.02584	-0.26727	0.09479	0.03605	-0.26235	0.07973	0.01647	-0.16437	-0.00212	-0.02541	-0.32781	0.07344	0.01539	-0.22128	0.03506	-0.01773	-0.24371	0.04833	-0.02303
63	-0.20713	0.06490	0.03107	0.01827	-0.01866	0.00872	-0.18476	0.04295	0.01232	0.01093	-0.02219	0.00457	-0.13958	0.01184	-0.01924	-0.19668	0.02438	-0.01483	-0.14205	0.00381	-0.01766	-0.21656	0.03105	-0.00554	-0.20997	0.01117	-0.02318	-0.14992	0.02882	-0.01893	-0.15980	-0.00236	-0.01864	-0.24000	0.02515	-0.02958	-0.21715	0.02430	-0.02483	-0.14696	0.00303	-0.01566	-0.34043	0.06008	-0.03457	-0.18745	0.02297	-0.02025	-0.21192	0.04716	-0.02081
64	-0.18165	0.04894	0.02721	0.01928	-0.01999	0.00232	-0.15781	0.03772	0.01417	0.01413	-0.01808	0.00091	-0.11016	0.00967	-0.01832	-0.17185	0.01925	-0.01794	-0.12935	0.00810	-0.01733	-0.18246	0.01185	-0.01967	-0.18297	0.01255	-0.01704	-0.14445	0.03264	-0.01779	-0.13616	-0.00610	-0.01955	-0.20623	0.02992	-0.01848	-0.18202	0.03088	-0.01777	-0.13671	0.00476	-0.01871	-0.28362	0.05857	-0.02356	-0.16183	0.01803	-0.01936	-0.19062	0.04538	-0.02291
65	-0.16037	0.04125	0.02782	0.01993	-0.01866	0.00364	-0.13604	0.03364	0.01437	0.01181	-0.01875	0.00156	-0.09100	0.01107	-0.01796	-0.14819	0.01766	-0.01801	-0.11867	0.01523	-0.01667	-0.14128	0.00416	-0.01450	-0.15862	0.01074	-0.01787	-0.13950	0.03821	-0.01602	-0.11414	-0.00445	-0.01988	-0.18163	0.02486	-0.02098	-0.15217	0.02880	-0.01916	-0.12900	0.01162	-0.01698	-0.24911	0.05830	-0.02486	-0.14380	0.01858	-0.01798	-0.17167	0.04617	-0.02229
66	-0.14325	0.03561	0.03010	0.02092	-0.01817	0.00375	-0.11735	0.02958	0.01864	0.01018	-0.01794	0.00174	-0.08018	0.01618	-0.01679	-0.12975	0.01896	-0.01806	-0.10721	0.02371	-0.01535	-0.11783	-0.00054	-0.01606	-0.13396	0.01257	-0.01786	-0.12898	0.04251	-0.01406	-0.09344	0.00275	-0.01859	-0.16129	0.02624	-0.02044	-0.12802	0.03042	-0.01858	-0.12037	0.01803	-0.01613	-0.21875	0.06020	-0.02489	-0.13025	0.02365	-0.01655	-0.15682	0.04790	-0.02148
67	-0.12635	0.03119	0.03355	0.02053	-0.01664	0.00365	-0.10067	0.02648	0.02498	0.00866	-0.01648	0.00184	-0.07446	0.02322	-0.01510	-0.11314	0.02260	-0.01755	-0.09250	0.03107	-0.01368	-0.10409	0.00149	-0.01489	-0.10955	0.01810	-0.01672	-0.10895	0.04284	-0.01208	-0.07415	0.01207	-0.01722	-0.14425	0.03194	-0.01889	-0.10909	0.03350	-0.01729	-0.10813	0.02301	-0.01468	-0.19057	0.06333	-0.02273	-0.11595	0.03098	-0.01471	-0.14362	0.05057	-0.01986
68	-0.10815	0.02951	0.03641	0.01906	-0.01502	0.00349	-0.08464	0.02497	0.03159	0.00694	-0.01469	0.00190	-0.06964	0.02979	-0.01311	-0.09556	0.02737	-0.01635	-0.07333	0.03555	-0.01177	-0.09989	0.00807	-0.01406	-0.08648	0.02576	-0.01536	-0.08024	0.03817	-0.01029	-0.05640	0.02189	-0.01517	-0.12793	0.03975	-0.01701	-0.09410	0.03679	-0.01572	-0.08972	0.02523	-0.01312	-0.16544	0.06606	-0.02077	-0.09652	0.03658	-0.01290	-0.12969	0.05339	-0.01764
69	-0.08718	0.03117	0.03755	0.01757	-0.01317	0.00308	-0.06789	0.02441	0.03676	0.00604	-0.01257	0.00177	-0.06187	0.03381	-0.01103	-0.07564	0.03162	-0.01468	-0.05028	0.03624	-0.00987	-0.09837	0.01719	-0.01277	-0.06526	0.03427	-0.01340	-0.04753	0.02966	-0.00878	-0.03990	0.02953	-0.01291	-0.10865	0.04710	-0.01452	-0.08136	0.03964	-0.01372	-0.06639	0.02453	-0.01154	-0.13875	0.06696	-0.01811	-0.07099	0.03787	-0.01116	-0.11255	0.05501	-0.01513
70	-0.06378	0.03414	0.03636	0.01693	-0.01132	0.00252	-0.04955	0.02350	0.03892	0.00669	-0.01046	0.00154	-0.04925	0.03424	-0.00907	-0.05384	0.03382	-0.01268	-0.02564	0.03342	-0.00815	-0.09392	0.02594	-0.01143	-0.04546	0.04130	-0.01125	-0.01639	0.01985	-0.00758	-0.02438	0.03348	-0.01061	-0.08374	0.05047	-0.01200	-0.06881	0.04062	-0.01170	-0.04032	0.02153	-0.01004	-0.10814	0.06459	-0.01535	-0.04238	0.03474	-0.00962	-0.09145	0.05404	-0.01256
71	-0.03949	0.03511	0.03299	0.01658	-0.00963	0.00192	-0.02969	0.02162	0.03747	0.00795	-0.00852	0.00123	-0.03224	0.03136	-0.00741	-0.03227	0.03315	-0.01061	-0.00243	0.02814	-0.00674	-0.08315	0.03213	-0.01014	-0.02572	0.04519	-0.00910	0.00891	0.01127	-0.00669	-0.00988	0.03323	-0.00848	-0.05290	0.04807	-0.00964	-0.05500	0.03887	-0.00978	-0.01478	0.01726	-0.00872	-0.07294	0.05825	-0.01270	-0.01499	0.02924	-0.00832	-0.06719	0.04966	-0.01019
72	-0.01628	0.03248	0.02820	0.01540	-0.00818	0.00137	-0.00954	0.01930	0.03284	0.00879	-0.00692	0.00093	-0.01293	0.02625	-0.00612	-0.01279	0.02979	-0.00867	0.01660	0.02178	-0.00567	-0.06573	0.03490	-0.00905	-0.00569	0.04518	-0.00721	0.02640	0.00543	-0.00609	0.00320	0.02936	-0.00670	-0.01881	0.04022	-0.00766	-0.03963	0.03424	-0.00813	0.00707	0.01277	-0.00761	-0.03539	0.04830	-0.01036	0.00710	0.02398	-0.00727	-0.04062	0.04223	-0.00819
73	0.00385	0.02720	0.02289	0.01320	-0.00705	0.00097	0.00891	0.01752	0.02622	0.00906	-0.00571	0.00068	0.00594	0.02031	-0.00524	0.00393	0.02472	-0.00703	0.02944	0.01551	-0.00496	-0.04416	0.03476	-0.00821	0.01326	0.04173	-0.00574	0.03685	0.00237	-0.00574	0.01424	0.02309	-0.00535	0.01380	0.02919	-0.00616	-0.02323	0.02750	-0.00681	0.02336	0.00887	-0.00677	0.00044	0.03605	-0.00845	0.02131	0.02040	-0.00646	-0.01479	0.03307	-0.00667
74	0.01942	0.02193	0.01783	0.01106	-0.00626	0.00078	0.02374	0.01689	0.01908	0.00894	-0.00493	0.00051	0.02180	0.01463	-0.00474	0.01808	0.01914	-0.00579	0.03589	0.01007	-0.00462	-0.02305	0.03314	-0.00764	0.02937	0.03601	-0.00479	0.04253	0.00093	-0.00561	0.02282	0.01587	-0.00444	0.04006	0.01798	-0.00516	-0.00751	0.01990	-0.00585	0.03399	0.00586	-0.00620	0.03037	0.02336	-0.00703	0.02704	0.01841	-0.00589	0.00699	0.02396	-0.00564
75	0.02983	0.01916	0.01341	0.01026	-0.00580	0.00077	0.03394	0.01703	0.01261	0.00847	-0.00456	0.00042	0.03312	0.00989	-0.00457	0.02943	0.01410	-0.00499	0.03719	0.00591	-0.00462	-0.00635	0.03134	-0.00730	0.04155	0.02931	-0.00435	0.04530	-0.00042	-0.00568	0.02904	0.00898	-0.00397	0.05727	0.00879	-0.00458	0.00544	0.01279	-0.00526	0.04003	0.00359	-0.00589	0.05180	0.01203	-0.00608	0.02595	0.01689	-0.00559	0.02267	0.01635	-0.00507
