	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d
17	0.44345	0.04044	0.14630	0.03124	-0.10957	0.03283	0.50751	0.04630	0.09773	0.05047	-0.13747	0.04772	0.39472	0.12930	-0.08482	0.52334	0.02426	-0.17044	0.43945	0.10491	-0.14186	0.46521	0.12916	-0.06967	0.48547	0.17958	-0.09509	0.59930	0.13461	-0.14425	0.47445	0.17130	-0.08846	0.51214	0.09606	-0.12750	0.44639	0.16248	-0.10662	0.51509	0.05974	-0.18379	0.46750	0.11413	-0.16718	0.55497	0.15724	-0.11464	0.43361	0.16995	-0.06594	0.44645	0.11306	-0.12270	0.36342	0.10415	-0.10122	0.49717	0.08774	-0.15586	0.43636	0.14342	-0.09252	0.45599	0.01826	-0.21838	0.49310	0.18379	-0.15199	0.50543	0.15721	-0.06749
18	0.43249	0.03992	0.13531	0.02845	-0.10581	0.03182	0.50540	0.04343	0.09498	0.04906	-0.13122	0.04534	0.38069	0.11679	-0.08246	0.52308	0.02836	-0.15449	0.43250	0.10224	-0.13803	0.46137	0.12534	-0.06619	0.46971	0.16678	-0.08796	0.58308	0.12684	-0.13460	0.47726	0.16381	-0.08800	0.52473	0.09947	-0.12561	0.43359	0.14322	-0.10385	0.50678	0.05457	-0.17591	0.45822	0.10916	-0.16075	0.55314	0.15227	-0.11137	0.42641	0.15879	-0.06525	0.44843	0.10980	-0.11831	0.36223	0.09747	-0.09887	0.49378	0.08361	-0.14939	0.40718	0.12485	-0.08523	0.45385	0.01480	-0.21133	0.47709	0.17000	-0.14768	0.50575	0.15478	-0.06499
19	0.41496	0.04075	0.12497	0.02603	-0.09984	0.03123	0.49698	0.04187	0.09245	0.04710	-0.12350	0.04245	0.36012	0.10395	-0.07815	0.51540	0.03355	-0.13848	0.41860	0.10183	-0.12961	0.45128	0.12164	-0.06112	0.44786	0.15498	-0.08029	0.56090	0.12105	-0.12512	0.47237	0.15533	-0.08360	0.53020	0.10248	-0.12148	0.41491	0.12433	-0.09862	0.49186	0.04965	-0.16632	0.44323	0.10501	-0.15373	0.54595	0.14709	-0.10762	0.40916	0.14832	-0.06134	0.44307	0.10507	-0.11153	0.35430	0.09063	-0.09262	0.48471	0.08068	-0.14011	0.37555	0.10969	-0.07765	0.44536	0.01316	-0.20042	0.45347	0.15566	-0.14278	0.50103	0.15009	-0.06286
20	0.39383	0.04208	0.11612	0.02453	-0.09324	0.03103	0.48348	0.04185	0.09036	0.04484	-0.11544	0.03916	0.33744	0.09164	-0.07371	0.50142	0.03919	-0.12392	0.40055	0.10326	-0.11842	0.43536	0.11831	-0.05533	0.42340	0.14511	-0.07359	0.53540	0.11735	-0.11646	0.45998	0.14707	-0.07692	0.52893	0.10470	-0.11637	0.39274	0.10749	-0.09250	0.47177	0.04567	-0.15593	0.42581	0.10184	-0.14785	0.53579	0.14275	-0.10364	0.38650	0.13935	-0.05631	0.43316	0.09937	-0.10445	0.34085	0.08452	-0.08427	0.46988	0.07869	-0.12936	0.34404	0.09814	-0.07034	0.43143	0.01345	-0.18714	0.42700	0.14278	-0.13851	0.49170	0.14407	-0.06175
21	0.37180	0.04290	0.10886	0.02399	-0.08715	0.03123	0.46673	0.04303	0.08887	0.04246	-0.10775	0.03564	0.31621	0.08044	-0.07031	0.48306	0.04478	-0.11141	0.38104	0.10567	-0.10603	0.41557	0.11565	-0.04953	0.39864	0.13716	-0.06843	0.50884	0.11540	-0.10865	0.44203	0.13985	-0.06976	0.52233	0.10592	-0.11149	0.36929	0.09346	-0.08654	0.44868	0.04317	-0.14534	0.40797	0.09922	-0.14384	0.52426	0.13973	-0.09935	0.36327	0.13173	-0.05216	0.42121	0.09318	-0.09878	0.32459	0.07957	-0.07561	0.45047	0.07756	-0.11826	0.31442	0.08976	-0.06328	0.41386	0.01563	-0.17285	0.40057	0.13179	-0.13558	0.47905	0.13768	-0.06188
22	0.35058	0.04283	0.10284	0.02408	-0.08203	0.03177	0.44829	0.04478	0.08794	0.04006	-0.10078	0.03216	0.29783	0.07065	-0.06824	0.46197	0.04987	-0.10083	0.36196	0.10828	-0.09340	0.39458	0.11377	-0.04416	0.37444	0.13045	-0.06456	0.48225	0.11449	-0.10131	0.42127	0.13400	-0.06346	0.51209	0.10607	-0.10764	0.34609	0.08218	-0.08117	0.42438	0.04230	-0.13485	0.39033	0.09645	-0.14136	0.51199	0.13794	-0.09446	0.34240	0.12475	-0.05010	0.40862	0.08691	-0.09543	0.30822	0.07568	-0.06784	0.42899	0.07728	-0.10764	0.28776	0.08379	-0.05614	0.39414	0.01935	-0.15859	0.37547	0.12215	-0.13404	0.46390	0.13138	-0.06288
23	0.33077	0.04207	0.09754	0.02438	-0.07770	0.03252	0.42929	0.04651	0.08733	0.03771	-0.09449	0.02903	0.28174	0.06237	-0.06700	0.43904	0.05399	-0.09168	0.34421	0.11059	-0.08088	0.37443	0.11246	-0.03941	0.35079	0.12414	-0.06129	0.45594	0.11387	-0.09400	0.39992	0.12935	-0.05865	0.49971	0.10530	-0.10515	0.32375	0.07312	-0.07620	0.40015	0.04281	-0.12460	0.37297	0.09313	-0.13931	0.49913	0.13705	-0.08869	0.32436	0.11759	-0.05036	0.39582	0.08083	-0.09437	0.29301	0.07234	-0.06138	0.40838	0.07769	-0.09797	0.26450	0.07959	-0.04855	0.37356	0.02409	-0.14496	0.35244	0.11322	-0.13337	0.44673	0.12524	-0.06404
24	0.31240	0.04115	0.09259	0.02462	-0.07359	0.03334	0.41055	0.04804	0.08687	0.03559	-0.08861	0.02658	0.26686	0.05565	-0.06564	0.41508	0.05674	-0.08333	0.32834	0.11248	-0.06841	0.35605	0.11157	-0.03517	0.32761	0.11762	-0.05780	0.43063	0.11305	-0.08635	0.37948	0.12541	-0.05524	0.48624	0.10381	-0.10379	0.30216	0.06555	-0.07123	0.37669	0.04421	-0.11463	0.35609	0.08939	-0.13635	0.48627	0.13693	-0.08196	0.30813	0.10965	-0.05230	0.38287	0.07518	-0.09488	0.27894	0.06900	-0.05590	0.39030	0.07857	-0.08935	0.24425	0.07652	-0.04029	0.35323	0.02924	-0.13218	0.33211	0.10464	-0.13280	0.42812	0.11942	-0.06449
25	0.29533	0.04058	0.08779	0.02479	-0.06907	0.03415	0.39254	0.04941	0.08647	0.03388	-0.08283	0.02506	0.25207	0.05050	-0.06323	0.39103	0.05809	-0.07520	0.31479	0.11406	-0.05580	0.33964	0.11122	-0.03119	0.30540	0.11075	-0.05345	0.40727	0.11180	-0.07827	0.36055	0.12161	-0.05259	0.47205	0.10188	-0.10302	0.28125	0.05880	-0.06584	0.35481	0.04611	-0.10492	0.34018	0.08572	-0.13142	0.47417	0.13748	-0.07444	0.29263	0.10077	-0.05468	0.36977	0.07012	-0.09583	0.26535	0.06530	-0.05066	0.37409	0.07965	-0.08152	0.22653	0.07407	-0.03143	0.33395	0.03426	-0.12029	0.31453	0.09632	-0.13161	0.40861	0.11409	-0.06363
26	0.27932	0.04060	0.08312	0.02499	-0.06364	0.03497	0.37534	0.05044	0.08610	0.03262	-0.07687	0.02444	0.23554	0.04677	-0.05915	0.36752	0.05823	-0.06692	0.30382	0.11545	-0.04295	0.32559	0.11172	-0.02719	0.28482	0.10381	-0.04796	0.38589	0.10997	-0.06989	0.34273	0.11750	-0.04986	0.45685	0.09977	-0.10211	0.26132	0.05244	-0.05978	0.33522	0.04821	-0.09545	0.32540	0.08260	-0.12415	0.46291	0.13835	-0.06649	0.27755	0.09126	-0.05620	0.35645	0.06582	-0.09612	0.25167	0.06113	-0.04483	0.35814	0.08079	-0.07407	0.21112	0.07188	-0.02219	0.31617	0.03877	-0.10920	0.29926	0.08832	-0.12936	0.38863	0.10932	-0.06123
27	0.26403	0.04129	0.07861	0.02538	-0.05711	0.03580	0.35903	0.05086	0.08571	0.03172	-0.07057	0.02440	0.21570	0.04405	-0.05330	0.34470	0.05741	-0.05846	0.29558	0.11671	-0.03001	0.31430	0.11318	-0.02296	0.26610	0.09719	-0.04143	0.36637	0.10754	-0.06142	0.32522	0.11288	-0.04621	0.44042	0.09770	-0.10041	0.24264	0.04618	-0.05302	0.31832	0.05027	-0.08626	0.31154	0.08036	-0.11473	0.45191	0.13892	-0.05843	0.26274	0.08165	-0.05586	0.34309	0.06243	-0.09495	0.23786	0.05661	-0.03773	0.34180	0.08200	-0.06660	0.19766	0.06981	-0.01281	0.30021	0.04256	-0.09877	0.28532	0.08065	-0.12602	0.36920	0.10508	-0.05746
28	0.24954	0.04245	0.07432	0.02605	-0.04960	0.03669	0.34384	0.05070	0.08523	0.03104	-0.06395	0.02457	0.19507	0.04173	-0.04595	0.32259	0.05575	-0.05007	0.29014	0.11786	-0.01733	0.30513	0.11503	-0.01838	0.24895	0.09113	-0.03426	0.34883	0.10462	-0.05310	0.30779	0.10779	-0.04114	0.42320	0.09585	-0.09751	0.22503	0.03995	-0.04578	0.30387	0.05208	-0.07743	0.29877	0.07917	-0.10387	0.44069	0.13870	-0.05051	0.24793	0.07244	-0.05316	0.33025	0.06008	-0.09198	0.22403	0.05204	-0.02900	0.32570	0.08328	-0.05889	0.18601	0.06785	-0.00355	0.28637	0.04558	-0.08888	0.27172	0.07322	-0.12197	0.35180	0.10135	-0.05271
29	0.23643	0.04340	0.07026	0.02705	-0.04150	0.03766	0.32986	0.05010	0.08452	0.03042	-0.05711	0.02467	0.17949	0.03919	-0.03767	0.30182	0.05329	-0.04215	0.28699	0.11885	-0.00542	0.29671	0.11631	-0.01343	0.23290	0.08562	-0.02699	0.33351	0.10130	-0.04511	0.29099	0.10236	-0.03463	0.40567	0.09426	-0.09336	0.20817	0.03376	-0.03847	0.29118	0.05349	-0.06905	0.28749	0.07896	-0.09253	0.42913	0.13753	-0.04286	0.23303	0.06393	-0.04816	0.31826	0.05879	-0.08730	0.21030	0.04772	-0.01864	0.31080	0.08452	-0.05089	0.17658	0.06610	0.00530	0.27463	0.04780	-0.07948	0.25838	0.06609	-0.11777	0.33691	0.09795	-0.04749
30	0.22503	0.04389	0.06645	0.02828	-0.03331	0.03874	0.31702	0.04906	0.08344	0.02975	-0.05027	0.02454	0.17114	0.03603	-0.02914	0.28367	0.05002	-0.03517	0.28536	0.11963	0.00514	0.28881	0.11635	-0.00826	0.21791	0.08057	-0.02008	0.32028	0.09774	-0.03757	0.27521	0.09672	-0.02703	0.38797	0.09293	-0.08813	0.19204	0.02784	-0.03148	0.27997	0.05449	-0.06115	0.27800	0.07957	-0.08168	0.41718	0.13544	-0.03555	0.21817	0.05623	-0.04141	0.30674	0.05831	-0.08131	0.19705	0.04396	-0.00702	0.29751	0.08547	-0.04271	0.16963	0.06459	0.01355	0.26435	0.04920	-0.07053	0.24581	0.05934	-0.11396	0.32372	0.09449	-0.04230
31	0.21509	0.04448	0.06296	0.02962	-0.02552	0.03997	0.30529	0.04747	0.08191	0.02909	-0.04362	0.02415	0.16608	0.03233	-0.02091	0.26902	0.04601	-0.02944	0.28447	0.12020	0.01387	0.28280	0.11512	-0.00305	0.20478	0.07601	-0.01379	0.30866	0.09414	-0.03049	0.26041	0.09104	-0.01897	0.37018	0.09172	-0.08216	0.17679	0.02247	-0.02510	0.27045	0.05517	-0.05372	0.27014	0.08085	-0.07204	0.40497	0.13261	-0.02862	0.20348	0.04927	-0.03371	0.29496	0.05814	-0.07457	0.18483	0.04105	0.00529	0.28565	0.08589	-0.03452	0.16515	0.06325	0.02105	0.25469	0.04972	-0.06208	0.23480	0.05313	-0.11084	0.31150	0.09061	-0.03750
32	0.20644	0.04568	0.05996	0.03095	-0.01843	0.04136	0.29490	0.04555	0.07997	0.02854	-0.03733	0.02361	0.15955	0.02861	-0.01325	0.25777	0.04140	-0.02510	0.28428	0.12061	0.02052	0.28001	0.11290	0.00197	0.19445	0.07220	-0.00810	0.29862	0.09072	-0.02388	0.24647	0.08569	-0.01105	0.35277	0.09042	-0.07584	0.16290	0.01793	-0.01951	0.26276	0.05572	-0.04672	0.26374	0.08263	-0.06403	0.39316	0.12940	-0.02205	0.18979	0.04311	-0.02584	0.28293	0.05788	-0.06765	0.17429	0.03920	0.01768	0.27510	0.08585	-0.02649	0.16284	0.06194	0.02781	0.24536	0.04931	-0.05419	0.22611	0.04772	-0.10852	0.30051	0.08609	-0.03332
33	0.19941	0.04740	0.05771	0.03212	-0.01217	0.04289	0.28617	0.04375	0.07774	0.02817	-0.03150	0.02305	0.15127	0.02568	-0.00614	0.24923	0.03644	-0.02201	0.28512	0.12099	0.02508	0.28045	0.10991	0.00664	0.18738	0.06949	-0.00285	0.29063	0.08771	-0.01777	0.23360	0.08105	-0.00372	0.33652	0.08882	-0.06962	0.15097	0.01447	-0.01465	0.25677	0.05637	-0.04002	0.25908	0.08474	-0.05777	0.38264	0.12624	-0.01574	0.17828	0.03804	-0.01838	0.27142	0.05728	-0.06099	0.16611	0.03856	0.02957	0.26595	0.08555	-0.01875	0.16245	0.06072	0.03407	0.23670	0.04806	-0.04691	0.21983	0.04334	-0.10689	0.29138	0.08099	-0.02977
34	0.19439	0.04910	0.05645	0.03294	-0.00666	0.04452	0.27930	0.04230	0.07539	0.02801	-0.02611	0.02261	0.14407	0.02442	0.00059	0.24282	0.03150	-0.01979	0.28676	0.12136	0.02770	0.28330	0.10632	0.01094	0.18379	0.06822	0.00218	0.28520	0.08533	-0.01215	0.22212	0.07744	0.00275	0.32198	0.08672	-0.06381	0.14147	0.01233	-0.01033	0.25230	0.05737	-0.03350	0.25617	0.08703	-0.05306	0.37373	0.12349	-0.00963	0.16980	0.03447	-0.01162	0.26144	0.05635	-0.05490	0.16070	0.03907	0.04059	0.25859	0.08520	-0.01132	0.16354	0.06000	0.04027	0.22946	0.04619	-0.04019	0.21550	0.04017	-0.10573	0.28420	0.07548	-0.02678
35	0.19147	0.05024	0.05638	0.03324	-0.00170	0.04621	0.27437	0.04115	0.07312	0.02800	-0.02109	0.02241	0.13998	0.02559	0.00727	0.23841	0.02697	-0.01794	0.28857	0.12169	0.02873	0.28793	0.10228	0.01492	0.18362	0.06861	0.00720	0.28251	0.08373	-0.00694	0.21216	0.07489	0.00827	0.30944	0.08401	-0.05859	0.13481	0.01169	-0.00624	0.24929	0.05887	-0.02702	0.25467	0.08936	-0.04944	0.36619	0.12131	-0.00362	0.16446	0.03273	-0.00556	0.25371	0.05518	-0.04950	0.15801	0.04060	0.05059	0.25342	0.08502	-0.00417	0.16593	0.06040	0.04691	0.22417	0.04402	-0.03393	0.21250	0.03821	-0.10475	0.27867	0.06978	-0.02414
36	0.19045	0.05052	0.05752	0.03296	0.00300	0.04788	0.27140	0.04011	0.07111	0.02813	-0.01628	0.02248	0.13940	0.02958	0.01428	0.23641	0.02322	-0.01600	0.29009	0.12195	0.02860	0.29410	0.09821	0.01875	0.18637	0.07060	0.01234	0.28233	0.08305	-0.00197	0.20381	0.07321	0.01291	0.29911	0.08071	-0.05394	0.13132	0.01255	-0.00206	0.24797	0.06090	-0.02049	0.25392	0.09151	-0.04636	0.35957	0.11970	0.00230	0.16155	0.03287	0.00000	0.24841	0.05395	-0.04466	0.15773	0.04301	0.05957	0.25079	0.08519	0.00284	0.17003	0.06253	0.05434	0.22075	0.04193	-0.02797	0.21030	0.03736	-0.10358	0.27455	0.06423	-0.02165
37	0.19110	0.04990	0.05980	0.03211	0.00775	0.04950	0.27031	0.03907	0.06956	0.02834	-0.01150	0.02278	0.14207	0.03614	0.02200	0.23736	0.02055	-0.01359	0.29101	0.12209	0.02782	0.30160	0.09465	0.02262	0.19138	0.07396	0.01762	0.28441	0.08346	0.00301	0.19698	0.07216	0.01685	0.29103	0.07693	-0.04970	0.13135	0.01501	0.00250	0.24858	0.06342	-0.01389	0.25370	0.09334	-0.04331	0.35352	0.11851	0.00801	0.16012	0.03475	0.00541	0.24517	0.05285	-0.04011	0.15946	0.04620	0.06776	0.25096	0.08587	0.00987	0.17614	0.06680	0.06266	0.21890	0.04020	-0.02215	0.20882	0.03755	-0.10183	0.27163	0.05917	-0.01910
38	0.19319	0.04854	0.06312	0.03084	0.01279	0.05103	0.27100	0.03816	0.06867	0.02858	-0.00660	0.02323	0.14739	0.04448	0.03071	0.24135	0.01933	-0.01035	0.29122	0.12219	0.02692	0.31021	0.09219	0.02673	0.19803	0.07843	0.02305	0.28862	0.08513	0.00827	0.19135	0.07159	0.02036	0.28481	0.07291	-0.04569	0.13485	0.01923	0.00771	0.25099	0.06624	-0.00722	0.25418	0.09486	-0.03991	0.34825	0.11749	0.01337	0.15996	0.03822	0.01105	0.24324	0.05203	-0.03551	0.16288	0.05005	0.07546	0.25384	0.08723	0.01704	0.18369	0.07326	0.07177	0.21850	0.03901	-0.01634	0.20837	0.03885	-0.09920	0.27017	0.05509	-0.01634
39	0.19648	0.04665	0.06734	0.02933	0.01833	0.05248	0.27331	0.03773	0.06857	0.02880	-0.00143	0.02374	0.15481	0.05369	0.04048	0.24750	0.01987	-0.00601	0.29049	0.12231	0.02635	0.31979	0.09132	0.03127	0.20564	0.08389	0.02873	0.29476	0.08805	0.01400	0.18676	0.07158	0.02383	0.28009	0.06892	-0.04165	0.14128	0.02521	0.01372	0.25498	0.06920	-0.00045	0.25576	0.09626	-0.03596	0.34460	0.11653	0.01823	0.16109	0.04308	0.01723	0.24211	0.05167	-0.03051	0.16772	0.05428	0.08300	0.25920	0.08944	0.02449	0.19180	0.08162	0.08141	0.21963	0.03838	-0.01045	0.20945	0.04149	-0.09551	0.27048	0.05237	-0.01324
40	0.20086	0.04441	0.07235	0.02778	0.02448	0.05381	0.27723	0.03795	0.06940	0.02899	0.00413	0.02423	0.16415	0.06321	0.05118	0.25494	0.02227	-0.00040	0.28878	0.12252	0.02650	0.33003	0.09222	0.03633	0.21355	0.09027	0.03476	0.30258	0.09219	0.02031	0.18350	0.07237	0.02781	0.27665	0.06530	-0.03733	0.15007	0.03271	0.02057	0.26053	0.07223	0.00647	0.25880	0.09784	-0.03134	0.34346	0.11564	0.02261	0.16348	0.04905	0.02418	0.24176	0.05193	-0.02483	0.17364	0.05849	0.09055	0.26698	0.09265	0.03229	0.20026	0.09133	0.09126	0.22257	0.03826	-0.00447	0.21243	0.04571	-0.09070	0.27281	0.05135	-0.00971
41	0.20623	0.04199	0.07800	0.02639	0.03127	0.05497	0.28268	0.03866	0.07121	0.02917	0.01014	0.02467	0.17530	0.07284	0.06260	0.26329	0.02649	0.00657	0.28600	0.12293	0.02765	0.34038	0.09480	0.04189	0.22140	0.09754	0.04132	0.31150	0.09735	0.02721	0.18184	0.07416	0.03273	0.27435	0.06234	-0.03254	0.16076	0.04131	0.02820	0.26770	0.07540	0.01358	0.26347	0.09992	-0.02605	0.34505	0.11486	0.02664	0.16666	0.05570	0.03198	0.24265	0.05298	-0.01838	0.18015	0.06242	0.09818	0.27711	0.09695	0.04053	0.20944	0.10165	0.10094	0.22728	0.03862	0.00154	0.21728	0.05156	-0.08480	0.27749	0.05228	-0.00566
42	0.21220	0.03972	0.08414	0.02530	0.03868	0.05595	0.28944	0.03958	0.07393	0.02935	0.01662	0.02511	0.18760	0.08264	0.07455	0.27215	0.03231	0.01487	0.28209	0.12374	0.02992	0.35022	0.09881	0.04795	0.22891	0.10557	0.04856	0.32116	0.10333	0.03460	0.18158	0.07690	0.03883	0.27327	0.06021	-0.02718	0.17243	0.05036	0.03647	0.27623	0.07881	0.02092	0.26965	0.10269	-0.02011	0.34893	0.11413	0.03057	0.17022	0.06263	0.04055	0.24494	0.05474	-0.01122	0.18644	0.06607	0.10593	0.28912	0.10225	0.04925	0.21904	0.11184	0.11016	0.23353	0.03940	0.00749	0.22404	0.05893	-0.07800	0.28488	0.05530	-0.00103
43	0.21826	0.03788	0.09061	0.02452	0.04656	0.05675	0.29714	0.04051	0.07740	0.02959	0.02354	0.02560	0.19994	0.09273	0.08679	0.28089	0.03933	0.02426	0.27701	0.12510	0.03325	0.35904	0.10396	0.05459	0.23555	0.11406	0.05649	0.33108	0.10974	0.04229	0.18211	0.08040	0.04614	0.27361	0.05896	-0.02125	0.18443	0.05947	0.04510	0.28564	0.08245	0.02846	0.27704	0.10626	-0.01363	0.35454	0.11339	0.03469	0.17425	0.06960	0.04956	0.24865	0.05707	-0.00351	0.19197	0.06967	0.11374	0.30206	0.10829	0.05842	0.22780	0.12121	0.11875	0.24093	0.04049	0.01327	0.23253	0.06757	-0.07062	0.29499	0.06035	0.00421
44	0.22405	0.03654	0.09727	0.02391	0.05460	0.05741	0.30529	0.04129	0.08141	0.02997	0.03079	0.02621	0.21173	0.10321	0.09892	0.28907	0.04707	0.03429	0.27064	0.12686	0.03741	0.36631	0.10992	0.06191	0.24100	0.12267	0.06484	0.34071	0.11617	0.05001	0.18286	0.08451	0.05448	0.27531	0.05852	-0.01491	0.19675	0.06863	0.05374	0.29546	0.08624	0.03611	0.28537	0.11071	-0.00682	0.36162	0.11281	0.03932	0.17919	0.07643	0.05856	0.25356	0.05973	0.00450	0.19651	0.07352	0.12142	0.31479	0.11468	0.06790	0.23395	0.12918	0.12661	0.24901	0.04176	0.01878	0.24244	0.07702	-0.06312	0.30711	0.06716	0.01005
45	0.22933	0.03586	0.10397	0.02335	0.06245	0.05797	0.31336	0.04191	0.08564	0.03055	0.03822	0.02694	0.22288	0.11403	0.11050	0.29641	0.05495	0.04433	0.26271	0.12860	0.04198	0.37174	0.11631	0.06994	0.24599	0.13110	0.07293	0.34937	0.12210	0.05758	0.18376	0.08919	0.06351	0.27804	0.05864	-0.00836	0.20932	0.07801	0.06212	0.30500	0.08987	0.04369	0.29449	0.11610	0.00001	0.36994	0.11279	0.04473	0.18534	0.08290	0.06700	0.25911	0.06230	0.01250	0.19966	0.07776	0.12873	0.32636	0.12092	0.07738	0.23620	0.13541	0.13370	0.25735	0.04313	0.02397	0.25294	0.08656	-0.05595	0.32029	0.07534	0.01645
46	0.23371	0.03616	0.11045	0.02279	0.06972	0.05845	0.32065	0.04245	0.08968	0.03134	0.04563	0.02777	0.23327	0.12497	0.12113	0.30212	0.06219	0.05382	0.25280	0.12975	0.04651	0.37520	0.12277	0.07869	0.25161	0.13918	0.07984	0.35607	0.12691	0.06492	0.18484	0.09442	0.07272	0.28123	0.05886	-0.00186	0.22131	0.08775	0.07011	0.31338	0.09291	0.05093	0.30393	0.12244	0.00651	0.37916	0.11371	0.05109	0.19242	0.08881	0.07447	0.26447	0.06422	0.02019	0.20076	0.08230	0.13543	0.33583	0.12641	0.08642	0.23381	0.13968	0.13991	0.26536	0.04452	0.02886	0.26232	0.09518	-0.04943	0.33371	0.08433	0.02325
