	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d	2014_07_09_CR020_BAREFOOT_GAIT0006_3_CINE_E&D.c3d
7	0.04299	0.02211	-0.01212	0.00833	-0.00114	0.00710	0.05690	0.02940	0.00722	0.00811	0.01486	0.00770	0.02597	-0.01590	-0.00571	0.02266	0.00943	0.01454	0.02153	-0.00922	0.00103	0.06558	0.01831	0.02510	0.05894	-0.01363	-0.00275	0.10184	-0.00477	0.00879	0.02666	-0.00495	0.00491	0.02992	0.00355	0.00530	0.05311	0.00051	0.00900	0.07310	0.00849	0.01405	0.04462	-0.03102	-0.01691	0.08664	0.01143	0.02238	0.02454	-0.00785	0.00431	0.00903	-0.00515	0.00166	0.02311	-0.01102	-0.00379	0.06028	0.00936	0.01959	0.08423	-0.01553	-0.00021	0.04745	0.01801	0.02161	0.06722	-0.01257	-0.00123	0.07248	0.00356	0.01558
8	0.07228	0.02332	-0.01767	0.00968	-0.00250	0.00897	0.07960	0.03175	0.00259	0.00913	0.01524	0.00875	0.05104	-0.02248	-0.00649	0.05016	0.00579	0.01460	0.05729	-0.01546	-0.00066	0.08813	0.01533	0.02900	0.08862	-0.01714	-0.00204	0.12920	-0.01216	0.00863	0.05665	-0.01045	0.00513	0.05193	-0.00365	0.00313	0.08803	-0.00231	0.01048	0.09549	0.00410	0.01473	0.07204	-0.03927	-0.02216	0.11176	0.00557	0.02073	0.05598	-0.01170	0.00505	0.02177	-0.00901	0.00144	0.04188	-0.01608	-0.00542	0.07790	0.00670	0.02176	0.11041	-0.02155	-0.00140	0.07434	0.01456	0.02190	0.10084	-0.02025	-0.00750	0.09532	-0.00137	0.01647
9	0.09878	0.02359	-0.02364	0.01065	-0.00442	0.01087	0.10201	0.03320	-0.00298	0.01002	0.01463	0.00964	0.07531	-0.02922	-0.00770	0.07907	0.00101	0.01359	0.09121	-0.02239	-0.00291	0.11005	0.01077	0.03146	0.11394	-0.02147	-0.00176	0.15459	-0.02048	0.00774	0.08625	-0.01656	0.00486	0.07337	-0.01163	0.00037	0.11923	-0.00656	0.01084	0.11392	-0.00128	0.01404	0.09635	-0.04682	-0.02735	0.13792	-0.00134	0.01819	0.08595	-0.01595	0.00528	0.03827	-0.01254	0.00123	0.06013	-0.02123	-0.00786	0.09607	0.00353	0.02308	0.13212	-0.02805	-0.00361	0.10032	0.00958	0.02065	0.12736	-0.02811	-0.01399	0.11650	-0.00744	0.01596
10	0.11879	0.02299	-0.02957	0.01116	-0.00641	0.01249	0.12470	0.03344	-0.00909	0.01091	0.01330	0.01036	0.09520	-0.03558	-0.00922	0.10877	-0.00441	0.01176	0.11725	-0.02895	-0.00532	0.13244	0.00532	0.03262	0.13361	-0.02641	-0.00136	0.17837	-0.02932	0.00653	0.11128	-0.02289	0.00440	0.09516	-0.01967	-0.00268	0.14300	-0.01208	0.01032	0.13247	-0.00749	0.01218	0.11198	-0.05313	-0.03189	0.16227	-0.00899	0.01528	0.10880	-0.02015	0.00520	0.05908	-0.01572	0.00097	0.07651	-0.02593	-0.01065	0.11652	-0.00000	0.02359	0.14780	-0.03471	-0.00616	0.12493	0.00370	0.01814	0.14243	-0.03587	-0.01948	0.13702	-0.01433	0.01459
11	0.13047	0.02206	-0.03519	0.01131	-0.00802	0.01365	0.14545	0.03188	-0.01540	0.01185	0.01162	0.01085	0.10816	-0.04119	-0.01077	0.13511	-0.01005	0.00951	0.13238	-0.03429	-0.00750	0.15320	-0.00041	0.03270	0.14686	-0.03166	-0.00039	0.19755	-0.03807	0.00550	0.12857	-0.02910	0.00409	0.11625	-0.02744	-0.00566	0.15708	-0.01862	0.00928	0.15113	-0.01443	0.00961	0.11771	-0.05814	-0.03522	0.18073	-0.01693	0.01255	0.12194	-0.02401	0.00504	0.08228	-0.01863	0.00078	0.08888	-0.02989	-0.01324	0.13768	-0.00387	0.02344	0.15622	-0.04106	-0.00843	0.14598	-0.00251	0.01477	0.14693	-0.04394	-0.02306	0.15464	-0.02170	0.01297
12	0.13516	0.02125	-0.04023	0.01137	-0.00887	0.01425	0.16095	0.02855	-0.02147	0.01273	0.00999	0.01107	0.11485	-0.04583	-0.01195	0.15429	-0.01577	0.00728	0.13837	-0.03806	-0.00904	0.16859	-0.00587	0.03194	0.15427	-0.03666	0.00136	0.20901	-0.04572	0.00508	0.13782	-0.03491	0.00418	0.13418	-0.03472	-0.00818	0.16203	-0.02570	0.00800	0.16601	-0.02167	0.00687	0.11698	-0.06216	-0.03695	0.19088	-0.02446	0.01046	0.12739	-0.02751	0.00507	0.10409	-0.02122	0.00091	0.09622	-0.03306	-0.01515	0.15575	-0.00784	0.02279	0.15838	-0.04613	-0.00996	0.16071	-0.00851	0.01108	0.14523	-0.05231	-0.02423	0.16601	-0.02895	0.01166
13	0.13558	0.02041	-0.04419	0.01146	-0.00876	0.01433	0.16938	0.02432	-0.02673	0.01336	0.00883	0.01104	0.11751	-0.04921	-0.01247	0.16533	-0.02143	0.00562	0.13933	-0.04003	-0.00960	0.17636	-0.01039	0.03073	0.15727	-0.04053	0.00385	0.21210	-0.05111	0.00561	0.14116	-0.03992	0.00483	0.14689	-0.04124	-0.00983	0.16051	-0.03248	0.00659	0.17371	-0.02833	0.00452	0.11384	-0.06518	-0.03693	0.19323	-0.03082	0.00935	0.12909	-0.03052	0.00558	0.12107	-0.02343	0.00165	0.09944	-0.03536	-0.01601	0.16750	-0.01144	0.02192	0.15642	-0.04891	-0.01052	0.16781	-0.01379	0.00765	0.14123	-0.05977	-0.02292	0.16977	-0.03533	0.01109
14	0.13373	0.01929	-0.04645	0.01156	-0.00769	0.01397	0.17115	0.02020	-0.03068	0.01366	0.00847	0.01081	0.11767	-0.05095	-0.01225	0.16906	-0.02673	0.00485	0.13818	-0.03999	-0.00890	0.17708	-0.01346	0.02954	0.15710	-0.04248	0.00691	0.20832	-0.05358	0.00728	0.14125	-0.04356	0.00606	0.15381	-0.04662	-0.01031	0.15527	-0.03793	0.00506	0.17401	-0.03351	0.00309	0.11010	-0.06690	-0.03517	0.19000	-0.03544	0.00929	0.12959	-0.03267	0.00667	0.13167	-0.02523	0.00324	0.10034	-0.03651	-0.01566	0.17223	-0.01410	0.02118	0.15126	-0.04890	-0.01011	0.16820	-0.01792	0.00502	0.13655	-0.06466	-0.01947	0.16706	-0.04025	0.01155
15	0.13011	0.01794	-0.04664	0.01158	-0.00571	0.01330	0.16794	0.01679	-0.03305	0.01369	0.00908	0.01046	0.11558	-0.05081	-0.01128	0.16704	-0.03125	0.00517	0.13580	-0.03799	-0.00666	0.17291	-0.01490	0.02874	0.15398	-0.04215	0.01040	0.19977	-0.05313	0.01007	0.13985	-0.04537	0.00784	0.15581	-0.05054	-0.00948	0.14784	-0.04136	0.00344	0.16893	-0.03666	0.00285	0.10551	-0.06705	-0.03177	0.18365	-0.03792	0.01024	0.12906	-0.03354	0.00835	0.13606	-0.02656	0.00572	0.09996	-0.03620	-0.01416	0.17114	-0.01558	0.02088	0.14271	-0.04614	-0.00876	0.16382	-0.02059	0.00355	0.13079	-0.06583	-0.01444	0.16028	-0.04335	0.01307
16	0.12440	0.01667	-0.04474	0.01145	-0.00290	0.01252	0.16157	0.01430	-0.03376	0.01350	0.01065	0.01006	0.11094	-0.04884	-0.00952	0.16113	-0.03458	0.00660	0.13191	-0.03423	-0.00268	0.16587	-0.01492	0.02853	0.14745	-0.03964	0.01423	0.18838	-0.05014	0.01381	0.13737	-0.04526	0.01014	0.15427	-0.05291	-0.00740	0.13835	-0.04263	0.00182	0.16064	-0.03768	0.00380	0.09926	-0.06543	-0.02695	0.17595	-0.03802	0.01208	0.12630	-0.03291	0.01057	0.13509	-0.02730	0.00896	0.09816	-0.03444	-0.01167	0.16605	-0.01594	0.02123	0.13113	-0.04100	-0.00655	0.15647	-0.02174	0.00341	0.12314	-0.06303	-0.00840	0.15187	-0.04441	0.01549
