	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_5_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_5_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_5_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_6_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_6_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_6_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_3_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_3_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_3_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_4_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_4_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_4_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d
7	0.05154	0.02442	-0.02079	0.01863	-0.01230	0.01551	0.06954	0.05510	0.01630	0.02085	0.02475	0.02564	0.01925	0.01682	0.00517	0.11321	0.01585	0.03878	0.09193	0.02048	0.01604	0.03160	-0.01709	-0.01230	0.12451	0.05000	0.06972	0.04878	-0.00739	-0.00586	0.09410	0.05067	0.06320	0.01767	-0.04933	-0.04781	0.07779	0.00268	0.01708	0.04110	-0.02554	-0.01750	0.01556	0.00135	0.00136	0.07347	-0.03440	-0.02123	0.00389	0.01961	0.00688	0.05078	-0.00500	0.00395	-0.01219	0.01764	0.01007	0.03769	-0.00574	-0.00631	0.07748	-0.02293	-0.00441	0.06906	-0.02912	-0.01939	0.08619	-0.03388	-0.00365	0.14895	-0.00956	0.03072
8	0.07236	0.03000	-0.03095	0.02179	-0.01870	0.01875	0.09696	0.06041	0.00776	0.02384	0.02373	0.03086	0.03019	0.01231	0.00102	0.14829	0.00770	0.04282	0.12770	0.01365	0.01303	0.04704	-0.02649	-0.01885	0.15673	0.04441	0.07429	0.07014	-0.01439	-0.01253	0.13160	0.04881	0.06985	0.03049	-0.06174	-0.05902	0.10908	-0.00255	0.02090	0.05502	-0.03955	-0.02748	0.03947	-0.00589	-0.00378	0.09737	-0.04807	-0.03051	0.01580	0.00628	-0.00460	0.09704	-0.00953	0.00518	0.01574	0.00846	0.00464	0.05189	-0.01811	-0.01345	0.10887	-0.03497	-0.00671	0.08539	-0.04238	-0.02851	0.10207	-0.04471	-0.00957	0.17331	-0.02519	0.03357
9	0.08792	0.03489	-0.04203	0.02500	-0.02548	0.02186	0.12572	0.06604	-0.00353	0.02749	0.02118	0.03641	0.03842	0.00680	-0.00388	0.17734	-0.00267	0.04576	0.16091	0.00487	0.00845	0.06021	-0.03707	-0.02552	0.19391	0.03600	0.07701	0.08510	-0.02333	-0.01893	0.17279	0.04399	0.07510	0.04108	-0.07490	-0.06975	0.14638	-0.01008	0.02384	0.06898	-0.05440	-0.03696	0.06131	-0.01528	-0.00988	0.10838	-0.06336	-0.04075	0.03134	-0.00981	-0.01835	0.13462	-0.01488	0.00576	0.04844	-0.00308	-0.00219	0.06550	-0.03319	-0.02227	0.13150	-0.04622	-0.00941	0.09984	-0.05822	-0.03829	0.11110	-0.05475	-0.01711	0.19924	-0.04604	0.03438
10	0.09775	0.03748	-0.05404	0.02826	-0.03214	0.02461	0.15249	0.07152	-0.01675	0.03168	0.01748	0.04185	0.04411	-0.00001	-0.00894	0.20114	-0.01465	0.04801	0.18731	-0.00515	0.00300	0.07032	-0.04864	-0.03192	0.23064	0.02582	0.07804	0.09428	-0.03422	-0.02455	0.20950	0.03660	0.07842	0.04957	-0.08882	-0.07924	0.18281	-0.01955	0.02577	0.08119	-0.06961	-0.04534	0.07736	-0.02626	-0.01643	0.10928	-0.08006	-0.05094	0.04933	-0.02773	-0.03333	0.15873	-0.02122	0.00572	0.07819	-0.01570	-0.01003	0.08232	-0.05047	-0.03190	0.14315	-0.05605	-0.01244	0.11181	-0.07677	-0.04790	0.11503	-0.06496	-0.02585	0.22631	-0.07039	0.03323
11	0.10336	0.03804	-0.06664	0.03130	-0.03815	0.02677	0.17306	0.07522	-0.03094	0.03596	0.01316	0.04681	0.04815	-0.00824	-0.01357	0.21998	-0.02761	0.05016	0.20454	-0.01576	-0.00239	0.07844	-0.06061	-0.03775	0.26040	0.01490	0.07773	0.09903	-0.04620	-0.02913	0.23591	0.02715	0.07970	0.05691	-0.10270	-0.08677	0.21002	-0.03046	0.02669	0.09024	-0.08421	-0.05217	0.08713	-0.03812	-0.02291	0.10552	-0.09716	-0.06004	0.06585	-0.04659	-0.04833	0.17143	-0.02922	0.00512	0.10006	-0.02831	-0.01845	0.10067	-0.06920	-0.04115	0.14708	-0.06476	-0.01566	0.12023	-0.09681	-0.05653	0.11656	-0.07652	-0.03502	0.24610	-0.09539	0.03050
12	0.10674	0.03758	-0.07891	0.03355	-0.04304	0.02824	0.18565	0.07644	-0.04516	0.03982	0.00888	0.05101	0.05175	-0.01762	-0.01730	0.23286	-0.04053	0.05275	0.21353	-0.02647	-0.00680	0.08600	-0.07208	-0.04279	0.27924	0.00403	0.07643	0.10067	-0.05777	-0.03247	0.25146	0.01632	0.07931	0.06374	-0.11496	-0.09168	0.22501	-0.04217	0.02674	0.09575	-0.09701	-0.05727	0.09252	-0.05013	-0.02891	0.10227	-0.11311	-0.06718	0.07745	-0.06538	-0.06210	0.17800	-0.03900	0.00426	0.11491	-0.04057	-0.02674	0.11563	-0.08811	-0.04889	0.14879	-0.07302	-0.01869	0.12372	-0.11574	-0.06352	0.11667	-0.08885	-0.04378	0.25384	-0.11858	0.02704
13	0.10891	0.03678	-0.08961	0.03457	-0.04646	0.02900	0.19072	0.07537	-0.05835	0.04289	0.00521	0.05423	0.05532	-0.02747	-0.01991	0.23882	-0.05211	0.05599	0.21636	-0.03665	-0.00961	0.09355	-0.08209	-0.04682	0.28575	-0.00584	0.07451	0.10086	-0.06764	-0.03449	0.25809	0.00519	0.07768	0.06971	-0.12410	-0.09356	0.22948	-0.05361	0.02615	0.09827	-0.10697	-0.06058	0.09512	-0.06151	-0.03415	0.10204	-0.12656	-0.07190	0.08319	-0.08286	-0.07354	0.18188	-0.04946	0.00351	0.12540	-0.05251	-0.03416	0.12387	-0.10549	-0.05431	0.15112	-0.08087	-0.02101	0.12176	-0.13092	-0.06853	0.11456	-0.09998	-0.05128	0.25109	-0.13809	0.02357
14	0.10956	0.03600	-0.09766	0.03434	-0.04820	0.02914	0.18954	0.07251	-0.06931	0.04499	0.00250	0.05639	0.05831	-0.03663	-0.02129	0.23842	-0.06102	0.05982	0.21397	-0.04531	-0.01050	0.10025	-0.08989	-0.04967	0.28124	-0.01351	0.07238	0.10043	-0.07517	-0.03530	0.25705	-0.00472	0.07521	0.07368	-0.12920	-0.09234	0.22547	-0.06322	0.02517	0.09830	-0.11358	-0.06215	0.09500	-0.07162	-0.03846	0.10347	-0.13666	-0.07416	0.08404	-0.09776	-0.08190	0.18367	-0.05904	0.00317	0.13285	-0.06401	-0.04012	0.12569	-0.11975	-0.05702	0.15307	-0.08763	-0.02213	0.11503	-0.14066	-0.07144	0.10936	-0.10811	-0.05669	0.24167	-0.15217	0.02046
15	0.10776	0.03526	-0.10243	0.03305	-0.04826	0.02876	0.18346	0.06858	-0.07698	0.04610	0.00098	0.05748	0.05984	-0.04397	-0.02142	0.23345	-0.06622	0.06409	0.20652	-0.05138	-0.00945	0.10442	-0.09497	-0.05123	0.26916	-0.01810	0.07037	0.09899	-0.08019	-0.03520	0.24883	-0.01203	0.07232	0.07481	-0.12996	-0.08833	0.21451	-0.06956	0.02412	0.09601	-0.11679	-0.06216	0.09164	-0.07997	-0.04166	0.10279	-0.14285	-0.07413	0.08118	-0.10910	-0.08687	0.18219	-0.06639	0.00343	0.13653	-0.07437	-0.04412	0.12388	-0.12979	-0.05692	0.15210	-0.09240	-0.02180	0.10506	-0.14447	-0.07228	0.10135	-0.11235	-0.05943	0.22891	-0.15933	0.01789
16	0.10319	0.03410	-0.10377	0.03103	-0.04675	0.02795	0.17403	0.06426	-0.08088	0.04632	0.00073	0.05755	0.05952	-0.04874	-0.02043	0.22592	-0.06723	0.06859	0.19507	-0.05414	-0.00662	0.10491	-0.09734	-0.05152	0.25341	-0.01957	0.06866	0.09597	-0.08275	-0.03443	0.23403	-0.01614	0.06929	0.07319	-0.12670	-0.08201	0.19945	-0.07207	0.02332	0.09190	-0.11686	-0.06085	0.08548	-0.08618	-0.04353	0.09735	-0.14480	-0.07213	0.07587	-0.11644	-0.08848	0.17615	-0.07065	0.00439	0.13500	-0.08257	-0.04582	0.12107	-0.13519	-0.05408	0.14689	-0.09463	-0.02006	0.09386	-0.14273	-0.07114	0.09221	-0.11250	-0.05928	0.21502	-0.15924	0.01599
