	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d
	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	4.73017	1.58927	-7.73633	2.10876	-1.84977	1.95443	-6.04016	1.17909	12.27153	2.49188	2.30416	0.99592	1.44234	4.22635	3.29162	-8.60764	-6.91704	-8.40150	-3.15676	-3.54822	-3.24956	-5.52065	-4.85100	10.00265	10.76392	3.71990	3.06873	4.00570	4.02746	-6.33802	-10.25909	-2.29155	-1.07828	-6.44313	-5.11622	10.15458	12.98901	1.00514	2.34966	5.87484	5.33873	-6.37434	-12.27559	-4.15525	2.87774	-7.91625	-7.88358	12.59648	12.92708	1.51866	0.85590	4.52015	5.79133	-6.45379	-6.56768	-2.08240	-2.06103	-5.81131	-4.45652	-5.21101	18.40689	11.48333	14.35236	2.52518	3.42587	1.36427	6.61190	6.90145	-8.11215	-4.79277	-0.13311	-1.46907	-6.18386	-7.04818	11.46904	9.84154	2.35217	3.16023
2	4.62436	1.64387	-7.61234	2.18030	-2.44737	2.04667	-5.93304	1.16342	13.02901	2.52021	2.16818	1.02042	1.22819	4.13588	3.14379	-8.39037	-6.91341	-8.39242	-3.69766	-4.14297	-4.14390	-5.35756	-4.71926	10.76543	11.37950	3.58363	3.12927	3.91176	3.84188	-6.15983	-9.99067	-3.18429	-1.62659	-6.45097	-4.97572	11.07810	13.87600	0.73467	2.52402	5.86846	5.15430	-5.98342	-12.44734	-4.41574	2.44518	-7.69893	-7.79855	13.35535	13.73381	1.42067	0.63169	4.43657	5.66045	-6.10112	-6.53471	-2.92197	-2.81584	-5.59406	-4.46506	-5.10955	19.25044	12.16966	15.09241	2.17782	3.14244	1.31360	6.64206	6.84465	-8.10053	-4.72195	-0.18054	-2.23671	-6.19616	-6.89767	11.98947	10.62896	2.18475	3.00741
3	4.48665	1.68709	-7.30987	2.19484	-3.34919	1.98072	-5.84750	1.13548	13.82837	2.52221	2.15239	1.03331	0.97354	3.98946	2.98787	-7.98422	-6.83212	-8.22886	-4.51676	-4.73077	-5.08761	-5.19874	-4.59169	11.62066	12.07572	3.73386	3.35352	3.84081	3.63068	-5.80513	-9.43184	-4.15566	-2.91435	-6.48508	-4.88252	12.04767	14.67325	0.67138	2.79110	5.80391	5.00460	-5.40369	-12.29613	-4.98236	1.51899	-7.45629	-7.71074	14.14350	14.54884	1.59826	0.83741	4.31921	5.48985	-5.68710	-6.30581	-3.88971	-3.76597	-5.39829	-4.55079	-5.05057	20.10349	12.93221	15.86232	1.62311	2.69119	1.33382	6.55107	6.76212	-7.85262	-4.58106	-1.05601	-3.26091	-6.24317	-6.75460	12.57194	11.53252	1.98136	3.06128
4	4.32910	1.72197	-6.79586	2.15492	-4.49635	1.79040	-5.77035	1.10230	14.72390	2.48973	2.16558	1.14885	0.69595	3.78552	2.83455	-7.39292	-6.65722	-7.86764	-5.58511	-5.35792	-6.04397	-5.01890	-4.46340	12.65105	12.91028	4.04407	3.61863	3.78235	3.41047	-5.25185	-8.56871	-5.15171	-4.76073	-6.55065	-4.83533	13.08328	15.42797	0.67444	3.03135	5.69347	4.90616	-4.61319	-11.77229	-5.86667	0.13708	-7.18002	-7.61150	15.01144	15.39727	1.89785	1.34989	4.18027	5.29479	-5.17826	-5.85108	-4.90672	-4.89031	-5.21968	-4.68517	-5.01118	21.00685	13.83766	16.71284	0.86351	2.09571	1.36321	6.36695	6.66958	-7.27822	-4.32306	-2.61019	-4.42360	-6.30870	-6.58935	13.31816	12.60605	1.61910	3.26358
5	4.16301	1.75576	-6.06315	2.07619	-5.75501	1.57360	-5.67756	1.07453	15.75267	2.41549	2.14801	1.39699	0.40648	3.53385	2.68743	-6.65727	-6.37170	-7.28653	-6.77228	-6.03176	-6.97161	-4.78716	-4.31968	13.91167	13.92127	4.35985	3.83020	3.72733	3.19186	-4.49167	-7.42580	-6.10298	-6.86020	-6.63112	-4.81908	14.21160	16.19610	0.61901	3.16188	5.55278	4.86308	-3.62848	-10.86958	-6.98178	-1.54622	-6.85726	-7.48612	15.99672	16.30232	2.15524	1.99074	4.03090	5.09106	-4.54899	-5.16346	-5.86198	-6.07806	-5.04267	-4.82290	-4.95610	21.97224	14.92315	17.66764	0.03748	1.47761	1.37328	6.12313	6.58516	-6.33902	-3.91212	-4.55061	-5.54767	-6.35960	-6.37144	14.30146	13.87516	1.11858	3.50426
6	4.00099	1.79025	-5.13878	1.98489	-6.95758	1.44206	-5.53914	1.06388	16.91626	2.29796	2.09038	1.64477	0.13752	3.25343	2.54681	-5.83569	-5.96604	-6.49542	-7.88613	-6.72036	-7.83238	-4.47550	-4.13571	15.40586	15.11269	4.53682	3.94112	3.67425	2.98153	-3.54657	-6.07414	-6.95573	-8.88776	-6.69085	-4.80514	15.43796	17.02581	0.45461	3.15333	5.39754	4.86755	-2.51137	-9.63653	-8.14581	-3.29463	-6.47462	-7.31729	17.11006	17.27711	2.25399	2.57448	3.88408	4.89239	-3.79001	-4.26933	-6.65151	-7.16057	-4.83964	-4.91059	-4.84807	22.97001	16.18159	18.71415	-0.61427	1.01025	1.37430	5.84943	6.52637	-5.06939	-3.33205	-6.53097	-6.46758	-6.34986	-6.08327	15.52212	15.32155	0.64266	3.66685
7	3.84934	1.83693	-4.08670	1.90920	-7.97152	1.43578	-5.33043	1.07638	18.16984	2.14136	2.04568	1.74875	-0.13939	2.96764	2.41446	-5.02885	-5.44932	-5.53469	-8.76849	-7.39085	-8.59108	-4.07351	-3.88366	17.06977	16.44853	4.53058	3.96264	3.62843	2.78697	-2.47517	-4.62316	-7.69407	-10.58798	-6.68176	-4.75761	16.73787	17.94268	0.22460	3.03769	5.24197	4.90316	-1.35896	-8.17044	-9.16250	-4.88236	-6.02896	-7.09154	18.31364	18.31233	2.19669	2.98074	3.75338	4.70999	-2.91658	-3.22824	-7.24750	-8.00214	-4.58136	-4.90361	-4.66386	23.92986	17.55719	19.79834	-0.84083	0.85732	1.42352	5.56980	6.50632	-3.57947	-2.58880	-8.26247	-7.09722	-6.23560	-5.73332	16.89069	16.86737	0.42123	3.70826
8	3.72791	1.86615	-2.98127	1.86014	-8.74186	1.48834	-5.04617	1.10645	19.42119	1.95358	2.10714	1.65624	-0.28364	2.69877	2.29685	-4.24040	-4.85156	-4.46536	-9.35766	-8.03595	-9.21865	-3.60308	-3.54563	18.76404	17.85108	4.42244	3.96338	3.59747	2.61992	-1.35997	-3.19057	-8.32628	-11.81467	-6.56029	-4.64560	18.05479	18.93416	0.05396	2.91329	5.09893	4.94978	-0.27243	-6.58819	-9.92162	-6.17537	-5.53873	-6.80825	19.51210	19.36328	2.10071	3.20285	3.64752	4.55275	-1.96670	-2.11901	-7.71800	-8.56495	-4.25410	-4.78566	-4.40805	24.75697	18.94286	20.82968	-0.48494	1.11334	1.58779	5.29775	6.53095	-2.03082	-1.70890	-9.57890	-7.44844	-5.99839	-5.36006	18.24728	18.37688	0.63980	3.66591
9	3.63106	1.89965	-1.90560	1.83602	-9.28460	1.51345	-4.70871	1.14082	20.55016	1.74387	2.33501	1.41335	-0.40892	2.46269	2.20438	-3.56558	-4.21474	-3.36242	-9.68189	-8.66404	-9.69944	-3.11666	-3.12670	20.30423	19.20933	4.31622	4.02320	3.58854	2.49637	-0.28703	-1.87402	-8.85863	-12.54018	-6.31060	-4.45680	19.30005	19.94768	0.09243	2.90866	4.97984	4.98925	0.66947	-4.99221	-10.41692	-7.14610	-5.04497	-6.48715	20.57751	20.35498	2.09487	3.31206	3.56933	4.42765	-0.98574	-1.02017	-8.16876	-8.90459	-3.87477	-4.57940	-4.11531	25.35538	20.19611	21.70530	0.42714	1.73396	1.86624	5.03443	6.59816	-0.59245	-0.73675	-10.44459	-7.60544	-5.66275	-5.02066	19.40925	19.69198	1.31939	3.59097
10	3.87797	1.41512	-0.76541	1.69794	-9.65136	1.47246	-4.36256	1.17046	21.44808	1.52566	2.69007	1.13470	2.96134	2.26593	2.14712	-1.30120	-3.58312	-2.30689	-9.82321	-9.27315	-10.03330	-2.67525	-2.65986	21.52964	20.40356	4.24402	4.16172	3.60820	2.43162	0.67437	-0.73523	-9.28364	-12.83226	-5.95939	-4.20573	20.36764	20.91008	0.40195	3.09743	4.89435	5.01080	1.41969	-3.45933	-10.69514	-7.83079	-4.59762	-6.16648	21.39758	21.20806	2.22177	3.37026	3.52073	4.33974	-0.01107	0.00459	-8.67684	-9.12286	-3.48868	-4.33827	-3.83672	25.65856	21.18400	22.34835	1.65865	2.51089	2.16041	4.77909	6.69882	0.60801	0.27069	-10.91330	-7.68051	-5.29264	-4.76752	20.23316	20.68826	2.26482	3.49890
