	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d
7	2.54768	2.15081	45.64488	3.83014	58.89229	1.86322	15.12954	1.15946	2.04969	1.36578	42.94580	2.22851	64.22328	2.79399	-3.54659	1.44677	6.74859	1.86512	4.05589	52.13229	46.61305	49.94941	58.49611	58.51134	61.36359	14.51332	14.57970	15.35010	1.46081	2.61634	43.77283	44.02858	66.83694	64.37558	-1.21353	-2.09117	0.64483	1.38091	42.74722	43.54162	56.51762	60.74693	13.34834	17.11401	-0.22140	0.45179	40.73855	42.22257	62.24471	62.91216	-3.75223	-5.04311	1.88912	1.59289	45.21696	44.88198	60.20164	60.51175	14.68167	16.34113	2.51165	2.01310	43.04030	45.30816	66.11217	65.92712	-2.63501	-3.93090	-0.05977	3.09996	39.17520	45.32473	55.48449	57.23854	16.24974	14.30751	4.18712	1.04147	2.92029	39.64508	41.11036	42.28477	59.09079	62.77782	64.01054	-6.29256	-4.73887	-3.11528	1.06092	5.74606	42.45715	50.05405	59.16778	59.57544	15.95762	13.98184	1.63332	3.93206	42.61518	47.63748	62.64161	69.52669	-3.63021	-2.56957
8	3.09818	2.21477	46.04085	3.92913	59.99741	2.01319	16.03278	1.36498	2.98540	1.31133	43.04714	2.20862	65.96458	2.80418	-2.57908	1.54640	7.24078	2.32266	4.78167	52.45700	46.92532	50.56850	59.62724	59.56507	62.61431	14.62267	14.64025	15.83213	2.50008	3.48636	43.83724	43.90092	68.62014	66.13039	-0.05502	-1.02357	1.12231	2.12549	43.09966	44.02245	57.63823	61.79792	14.51091	18.33466	0.83323	1.45071	40.75063	42.45365	64.15722	64.55315	-2.76649	-4.16618	2.37259	2.22706	45.51841	45.72444	61.69559	61.89933	16.12488	17.59411	3.27582	2.97511	42.98217	45.45657	67.81320	67.65843	-1.61992	-2.93915	0.21608	3.77974	39.22132	45.69603	56.22543	58.12805	17.11509	15.37115	4.95565	2.03387	3.94139	39.84153	41.24928	42.58801	60.60900	64.57584	65.78695	-5.48574	-3.83055	-2.16118	1.48491	6.40671	42.63532	50.58084	60.29637	60.48404	17.32852	14.88615	2.48252	4.90470	42.70454	47.75399	64.51888	71.18732	-2.86115	-1.46094
9	3.67256	2.28119	46.33300	4.03674	60.94259	2.15821	17.01725	1.57094	3.84674	1.24760	43.10388	2.15360	67.55470	2.78189	-1.71471	1.64487	7.73737	2.81605	5.52278	52.67432	47.14641	51.07459	60.59313	60.45685	63.71870	15.07678	15.05049	16.62935	3.44799	4.27696	43.78478	43.73328	70.17965	67.77331	0.99004	-0.03436	1.61317	2.91038	43.28140	44.36705	58.52468	62.62056	15.65876	19.47700	1.83592	2.43470	40.83831	42.69257	66.02283	66.12732	-1.89774	-3.30974	2.86331	2.90640	45.67451	46.48146	62.98006	63.16887	17.61128	18.85520	3.97272	3.87748	42.87931	45.52284	69.36469	69.26393	-0.72717	-1.96092	0.50262	4.48113	39.23090	45.99092	56.90612	58.88128	17.97543	16.39505	5.57944	2.97094	4.87384	40.05283	41.34907	42.81499	61.99722	66.21325	67.32999	-4.84908	-3.03010	-1.35062	1.95849	7.08644	42.69772	51.04379	61.22793	61.29031	18.62155	15.83887	3.21239	5.83174	42.71332	47.76138	66.23572	72.59395	-2.16597	-0.52619
10	4.00695	1.98604	46.19985	3.79254	61.63109	2.28556	18.00199	1.71121	4.61549	1.18617	43.05315	2.08002	68.86807	2.75141	-0.98175	1.72228	5.32106	3.35143	6.26711	49.91166	47.22061	51.37251	61.30936	61.10944	64.55495	15.75823	15.69128	17.59933	4.28341	4.96817	43.56445	43.48949	71.38738	69.21301	1.82641	0.86983	2.13365	3.72154	43.25860	44.49490	59.09994	63.09851	16.73196	20.47722	2.75342	3.37265	40.92575	42.86627	67.70054	67.54562	-1.07373	-2.45185	3.35736	3.61097	45.61331	47.05636	63.93510	64.22784	19.05466	20.06309	4.59504	4.69696	42.70488	45.46557	70.66289	70.65823	-0.02018	-1.05486	0.83120	5.19898	39.15958	46.13521	57.44465	59.38617	18.78784	17.32459	6.06016	3.82879	5.69044	40.18840	41.33256	42.85936	63.10298	67.52690	68.50626	-4.39909	-2.35519	-0.74712	2.50263	7.78054	42.58263	51.39294	61.84450	61.93159	19.75579	16.77794	3.82499	6.69633	42.56647	47.62149	67.59129	73.65372	-1.55309	0.15961
11	4.67056	2.08235	46.15403	3.93992	62.00213	2.38821	18.92356	1.78900	5.29457	1.13449	42.86077	2.00740	69.81242	2.73515	-0.45397	1.78657	6.19762	3.93894	7.01374	50.10716	47.12777	51.40939	61.72881	61.47282	65.03669	16.54467	16.43983	18.61259	5.00838	5.56091	43.17814	43.13873	72.17756	70.35273	2.36924	1.61968	2.69879	4.54492	43.03815	44.37537	59.34394	63.18918	17.70209	21.32148	3.57791	4.25251	40.93238	42.90235	69.03401	68.68407	-0.33644	-1.66727	3.86833	4.33160	45.30605	47.38371	64.47000	64.98213	20.36015	21.15540	5.15021	5.43131	42.44878	45.26281	71.62215	71.74887	0.42238	-0.33191	1.23212	5.93627	38.98547	46.08367	57.76731	59.56298	19.52032	18.12822	6.42606	4.60501	6.38129	40.18742	41.16454	42.65425	63.84169	68.41862	69.24603	-4.18640	-1.88068	-0.41694	3.12976	8.48411	42.28543	51.59209	62.10340	62.36623	20.71456	17.65980	4.35518	7.49144	42.26235	47.33671	68.48725	74.32368	-1.11700	0.53167
12	5.33770	2.13383	45.89203	4.03255	62.06065	2.46350	19.76091	1.81448	5.89752	1.09396	42.53188	1.94995	70.37818	2.74556	-0.17985	1.85942	6.77481	4.58080	7.76346	49.81495	46.88079	51.18940	61.87908	61.57293	65.16329	17.37136	17.23347	19.59951	5.63298	6.06738	42.67928	42.66990	72.60073	71.14510	2.62023	2.13955	3.31397	5.35932	42.66125	44.02185	59.28860	62.91784	18.56557	22.02489	4.31808	5.07549	40.80400	42.76956	69.92706	69.45025	0.21648	-1.06693	4.41654	5.06461	44.77823	47.44172	64.57128	65.38765	21.47375	22.10740	5.64656	6.09095	42.11901	44.92256	72.23078	72.49537	0.57539	0.12659	1.72639	6.69388	38.72172	45.82515	57.86155	59.39886	20.18591	18.81629	6.71829	5.30935	6.94954	40.02931	40.85952	42.19859	64.22575	68.89953	69.58002	-4.22401	-1.66008	-0.36855	3.83096	9.18994	41.85214	51.62520	62.03492	62.59113	21.51606	18.47577	4.84888	8.21525	41.85897	46.93992	68.96202	74.64346	-0.93139	0.59434
13	6.04523	2.17080	45.49569	4.10538	61.85559	2.51358	20.51509	1.79129	6.43795	1.06271	42.09655	1.91010	70.63346	2.77380	-0.14543	1.94469	7.53234	5.26476	8.50942	49.54417	46.50714	50.75496	61.83829	61.47911	64.99641	18.22218	18.05072	20.53476	6.16776	6.50016	42.13078	42.09772	72.77543	71.62090	2.65592	2.39907	3.97426	6.14127	42.18898	43.47551	58.98249	62.34138	19.31566	22.60105	4.98666	5.84618	40.52739	42.48767	70.38492	69.83469	0.51566	-0.71981	5.01746	5.80474	44.10100	47.24764	64.29912	65.44901	22.38322	22.92222	6.08727	6.68816	41.71957	44.47549	72.54482	72.93272	0.48694	0.31474	2.31820	7.46307	38.41138	45.37870	57.77966	58.93006	20.82140	19.41155	6.97380	5.95307	7.40651	39.72549	40.46411	41.54976	64.34637	69.07098	69.61303	-4.45554	-1.67992	-0.54696	4.58252	9.88947	41.34599	51.49715	61.68621	62.62981	22.16811	19.23512	5.33943	8.86848	41.42512	46.45892	69.14670	74.69746	-0.98702	0.41713
14	6.76298	2.18101	44.99464	4.13429	61.44287	2.54457	21.18715	1.72843	6.92390	1.04055	41.58722	1.88092	70.67923	2.79846	-0.28925	2.02446	8.27960	5.96905	9.23651	49.16640	46.03046	50.15587	61.66782	61.23586	64.60226	19.08308	18.86299	21.40061	6.62299	6.86690	41.57014	41.45696	72.81108	71.86610	2.56384	2.42477	4.66791	6.87572	41.68152	42.78811	58.47853	61.52795	19.94554	23.06125	5.59024	6.56538	40.12207	42.09687	70.50080	69.90924	0.56231	-0.61970	5.67323	6.54286	43.36100	46.84082	63.74537	65.19347	23.09670	23.60822	6.47411	7.22938	41.24126	43.96025	72.64180	73.14749	0.24325	0.28894	2.99112	8.22528	38.10041	44.77979	57.59428	58.20990	21.45230	19.92380	7.21479	6.54367	7.76842	39.30205	40.02905	40.78897	64.31986	69.06438	69.46834	-4.78490	-1.87031	-0.86867	5.35589	10.57558	40.81190	51.22475	61.10830	62.50790	22.67971	19.94440	5.83342	9.45359	40.99557	45.89613	69.18472	74.55769	-1.20575	0.08453
15	7.47739	2.16980	44.42482	4.12038	60.86881	2.56276	21.77637	1.64269	7.35842	1.03066	41.02938	1.85281	70.60732	2.80177	-0.53864	2.07854	9.02636	6.67173	9.92699	48.72832	45.46825	49.42757	61.38330	60.85575	64.02544	19.92251	19.63242	22.17871	7.01051	7.17142	41.00871	40.78883	72.76955	71.97457	2.39602	2.27819	5.37849	7.56108	41.17470	42.00927	57.83187	60.54336	20.46372	23.41747	6.12555	7.22968	39.62568	41.63354	70.41351	69.78361	0.41703	-0.70651	6.36976	7.26878	42.62299	46.26672	62.99963	64.66062	23.63509	24.17550	6.81227	7.71410	40.67838	43.41513	72.58633	73.23395	-0.07901	0.12703	3.71847	8.95909	37.81592	44.06771	57.35966	57.30013	22.08255	20.35602	7.44975	7.08313	8.05526	38.78822	39.58801	39.98966	64.23972	68.98731	69.24635	-5.12481	-2.14256	-1.25784	6.12540	11.24515	40.26450	50.82701	60.35474	62.24248	23.07158	20.60449	6.31565	9.97531	40.56752	45.23957	69.18204	74.26361	-1.48756	-0.34497
16	8.17293	2.14213	43.80147	4.06906	60.16949	2.57395	22.28494	1.54897	7.74325	1.03667	40.44289	1.82000	70.48025	2.77565	-0.83749	2.09717	9.74359	7.35565	10.56589	48.21774	44.83930	48.58777	60.98531	60.35647	63.29739	20.71134	20.33710	22.85904	7.34378	7.41843	40.44196	40.12755	72.66157	72.01635	2.16063	2.02643	6.08486	8.20304	40.66886	41.17685	57.08619	59.43759	20.88885	23.67804	6.58402	7.83546	39.08023	41.12630	70.25874	69.56071	0.16144	-0.90461	7.08088	7.97427	41.90861	45.56926	62.13018	63.89940	24.02673	24.63496	7.11121	8.13940	40.04043	42.87423	72.42203	73.26318	-0.43580	-0.10390	4.47416	9.64739	37.55904	43.27708	57.09861	56.26807	22.70364	20.71488	7.67874	7.56956	8.28889	38.21297	39.15276	39.20197	64.15918	68.90141	69.00494	-5.42535	-2.42330	-1.66754	6.87291	11.89962	39.68940	50.32230	59.45867	61.84649	23.36380	21.21595	6.76436	10.44192	40.12687	44.48649	69.20012	73.83447	-1.75196	-0.84841
17	8.83659	2.10539	43.12621	3.99550	59.37039	2.58692	22.71651	1.45610	8.08163	1.05912	39.84155	1.78248	70.32639	2.72013	-1.15678	2.08216	10.41689	8.00772	11.14230	47.62856	44.16415	47.64370	60.49105	59.77187	62.44426	21.43855	20.97347	23.43844	7.63570	7.61668	39.85415	39.49147	72.46352	72.02702	1.83990	1.71967	6.76155	8.80456	40.13743	40.30885	56.26294	58.24004	21.23640	23.84867	6.96141	8.38150	38.51767	40.60038	70.12891	69.31464	-0.13556	-1.14776	7.77592	8.65266	41.20081	44.78452	61.17594	62.95715	24.29574	24.99037	7.38322	8.50467	39.34908	42.35777	72.17280	73.26778	-0.81591	-0.36336	5.23479	10.27875	37.30718	42.42800	56.79803	55.17033	23.30021	21.00853	7.89570	8.00237	8.48888	37.60172	38.71844	38.44783	64.09550	68.82155	68.75637	-5.67680	-2.67393	-2.08536	7.58411	12.54320	39.05396	49.73110	58.42919	61.33344	23.57329	21.77792	7.16375	10.86401	39.66951	43.64902	69.26248	73.27982	-1.95921	-1.42622
18	9.45499	2.06762	42.39163	3.91845	58.48554	2.61327	23.07224	1.36939	8.37879	1.09466	39.22961	1.74417	70.14438	2.64126	-1.49066	2.04485	11.03314	8.61519	11.64772	46.95863	43.45561	46.59791	59.92919	59.13240	61.48548	22.10272	21.54290	23.91399	7.89652	7.77926	39.22322	38.88244	72.14673	72.00633	1.41919	1.38027	7.38217	9.35963	39.54491	39.40484	55.36538	56.96763	21.51541	23.93608	7.26325	8.86843	37.94263	40.07318	70.04872	69.08366	-0.43518	-1.39093	8.42563	9.29571	40.46409	43.93142	60.15337	61.86947	24.45675	25.23651	7.64034	8.81325	38.62907	41.86333	71.84690	73.23941	-1.22603	-0.64108	5.97858	10.84464	37.02467	41.52327	56.41396	54.03944	23.84967	21.24082	8.09061	8.38472	8.66887	36.97216	38.27030	37.72319	64.04106	68.72919	68.48136	-5.89859	-2.89189	-2.52168	8.24313	13.17935	38.32730	49.07533	57.26824	60.71637	23.71578	22.28400	7.51019	11.25121	39.20244	42.74374	69.36211	72.60271	-2.10801	-2.08332
19	10.01508	2.03658	41.58892	3.85302	57.52248	2.66162	23.35169	1.29258	8.64075	1.13796	38.60045	1.71061	69.91563	2.55005	-1.84503	2.00347	11.58846	9.16500	12.07385	46.21671	42.71320	45.45011	59.32045	58.45260	60.43538	22.70254	22.04976	24.28514	8.13255	7.92068	38.52974	38.28886	71.70074	71.92625	0.90797	1.00789	7.92469	9.85390	38.86128	38.46068	54.39120	55.64255	21.73246	23.94811	7.50267	9.29701	37.33025	39.54243	69.98536	68.86845	-0.72821	-1.61561	9.00528	9.89043	39.66546	43.00721	59.07213	60.65948	24.52007	25.36623	7.89101	9.07210	37.90066	41.36803	71.44614	73.14352	-1.67308	-0.94771	6.68561	11.33688	36.67898	40.55542	55.89552	52.88623	24.32779	21.41023	8.25370	8.72132	8.83555	36.33059	37.79063	37.00677	63.97319	68.59734	68.15174	-6.12630	-3.09655	-2.99019	8.83434	13.80749	37.49697	48.37213	55.98494	60.00684	23.80211	22.72411	7.81160	11.61010	38.73148	41.78555	69.47237	71.80688	-2.21952	-2.81407
20	10.50511	2.01828	40.71305	3.80562	56.49089	2.73175	23.55591	1.22898	8.87288	1.18409	37.94061	1.68600	69.61890	2.46000	-2.22713	1.97702	12.08507	9.64616	12.41202	45.41321	41.92785	44.19928	58.66865	57.73656	59.30876	23.23651	22.50624	24.55764	8.34611	8.05313	37.76541	37.68966	71.13731	71.74969	0.33799	0.59554	8.37481	10.26937	38.06917	37.48144	53.34310	54.30477	21.89352	23.89051	7.69473	9.66797	36.64669	38.98427	69.88328	68.63963	-1.02501	-1.82829	9.49687	10.41925	38.78544	41.99789	57.94366	59.34686	24.49656	25.37664	8.13853	9.28929	37.17314	40.83602	70.97442	72.94278	-2.15432	-1.29784	7.33907	11.74737	36.25064	39.51662	55.21090	51.71284	24.71862	21.51327	8.37870	9.01700	8.99042	35.67192	37.26539	36.27294	63.86290	68.40899	67.74696	-6.39685	-3.31122	-3.49625	9.34526	14.42099	36.57339	47.62859	54.60834	59.21535	23.83659	23.08896	8.08159	11.94425	38.25189	40.78940	69.55770	70.90432	-2.32241	-3.59978
21	10.91482	2.01579	39.76489	3.77427	55.40915	2.81345	23.68818	1.18304	9.07870	1.22948	37.23830	1.66942	69.23996	2.38190	-2.64146	1.97644	12.51810	10.05128	12.65587	44.54589	41.09187	42.84986	57.96933	56.98895	58.12590	23.70732	22.92895	24.74010	8.53543	8.18350	36.93530	37.05860	70.47991	71.44897	-0.25677	0.14249	8.72531	10.58943	37.16524	36.47935	52.23504	53.00693	22.00303	23.76640	7.85350	9.98285	35.88422	38.36688	69.69939	68.35520	-1.34453	-2.05188	9.89056	10.86390	37.81907	40.89577	56.78122	57.95866	24.39620	25.27060	8.38099	9.47056	36.44534	40.22976	70.43932	72.61337	-2.66069	-1.69971	7.92585	12.06947	35.73233	38.40857	54.35581	50.52954	25.01682	21.54841	8.46316	9.27636	9.13231	34.98639	36.68809	35.50396	63.68712	68.15919	67.25812	-6.73200	-3.55297	-4.03760	9.76595	15.00727	35.58257	46.84334	53.19505	58.35421	23.82023	23.37195	8.33288	12.25419	37.75155	39.77118	69.58239	69.91658	-2.44395	-4.41846
22	11.23561	2.02961	38.75064	3.75409	54.30568	2.89114	23.75316	1.16114	9.25927	1.27211	36.49057	1.65353	68.77613	2.31950	-3.09042	2.00015	12.87314	10.37717	12.80443	43.60252	40.20518	41.41806	57.22480	56.22014	56.91654	24.12324	23.33006	24.83810	8.69573	8.31209	36.05521	36.37053	69.75410	71.01643	-0.86077	-0.34368	8.97296	10.80135	36.16065	35.45610	51.09732	51.79053	22.06434	23.58056	7.98970	10.24393	35.06787	37.66813	69.41520	67.98161	-1.70749	-2.31285	10.18370	11.20971	36.77322	39.70655	55.60084	56.53304	24.22432	25.05627	8.61182	9.61747	35.71302	39.52238	69.84913	72.15006	-3.18480	-2.15667	8.43507	12.29906	35.12478	37.24773	53.35036	49.36486	25.22209	21.51807	8.50771	9.50368	9.25897	34.27369	36.06117	34.69761	63.44084	67.84966	66.68764	-7.12977	-3.83080	-4.60859	10.08631	15.54875	34.55032	46.01194	51.82238	57.44173	23.75900	23.56875	8.57372	12.53714	37.22169	38.74493	69.52211	68.87071	-2.60402	-5.25518
23	11.46110	2.05866	37.67889	3.74217	53.21518	2.95118	23.75796	1.16928	9.41321	1.31079	35.70559	1.62951	68.23775	2.27062	-3.57518	2.03751	13.13676	10.62503	12.86173	42.57360	39.27370	39.92979	56.44982	55.44544	55.71925	24.49553	23.71448	24.85299	8.82130	8.43358	35.14643	35.61169	68.98636	70.46603	-1.48095	-0.85325	9.11612	10.89627	35.08130	34.39287	49.97763	50.66924	22.08267	23.34499	8.10920	10.45386	34.23569	36.89042	69.03201	67.50983	-2.13148	-2.62969	10.37815	11.44705	35.66419	38.44542	54.42624	55.11705	23.98112	24.74716	8.82146	9.72734	34.97524	38.70708	69.21104	71.56532	-3.72722	-2.67110	8.85636	12.43492	34.43317	36.05904	52.23433	48.26109	25.33593	21.43025	8.51503	9.70268	9.36631	33.54800	35.39568	33.86393	63.13847	67.48608	66.04874	-7.56898	-4.14800	-5.20222	10.29480	16.02488	33.48433	45.13041	50.56425	56.50265	23.67542	23.67705	8.80793	12.78669	36.66779	37.71950	69.37601	67.79536	-2.81083	-6.10323
24	11.58718	2.10107	36.55948	3.73606	52.17419	2.98516	23.71428	1.21037	9.53697	1.34474	34.90070	1.59421	67.64611	2.23209	-4.09375	2.07638	13.30259	10.79790	12.83323	41.45588	38.30441	38.41217	55.66670	54.68206	54.57594	24.83611	24.08295	24.78661	8.90716	8.53989	34.23107	34.78783	68.20396	69.82886	-2.13137	-1.37960	9.15388	10.86871	33.96123	33.27555	48.93163	49.65005	22.06742	23.08134	8.21164	10.61451	33.42568	36.06135	68.56269	66.95642	-2.62519	-3.00860	10.47742	11.57055	34.51561	37.13177	53.29311	53.76231	23.66809	24.36316	8.99968	9.79434	34.23572	37.80159	68.53542	70.88741	-4.29116	-3.24336	9.18037	12.47755	33.66494	34.86273	51.06285	47.25990	25.36535	21.29923	8.48819	9.87562	9.44591	32.83088	34.70814	33.01537	62.80547	67.07833	65.36438	-8.02000	-4.50391	-5.80899	10.38088	16.41593	32.37410	44.19588	49.46796	55.56353	23.60945	23.69744	9.03644	12.99333	36.11180	36.69829	69.16653	66.71772	-3.06061	-6.95848
25	11.61199	2.15442	35.40306	3.73149	51.21579	2.99001	23.63889	1.28446	9.62579	1.37322	34.09561	1.55079	67.02713	2.20285	-4.63824	2.10964	13.37060	10.89706	12.72234	40.25168	37.30000	36.88759	54.89693	53.94374	53.52835	25.15565	24.43453	24.64889	8.94939	8.62496	33.32690	33.92262	67.43030	69.14414	-2.81190	-1.91794	9.08772	10.71771	32.82877	32.11057	48.00317	48.74763	22.03196	22.81719	8.29234	10.72585	32.67019	35.21428	68.02599	66.35102	-3.18168	-3.44550	10.48498	11.57894	33.35333	35.78601	52.24417	52.51684	23.29698	23.93178	9.13691	9.81260	33.50066	36.83670	67.83807	70.15216	-4.87634	-3.86771	9.40055	12.42801	32.82999	33.66833	49.89972	46.38977	25.32768	21.14264	8.42923	10.02324	9.48646	32.14166	34.01819	32.16125	62.46705	66.63988	64.66241	-8.45654	-4.89307	-6.41625	10.33745	16.70659	31.21023	43.20713	48.55392	54.64950	23.60437	23.63609	9.25683	13.14583	35.57623	35.68301	68.92540	65.66203	-3.33987	-7.81382
26	11.53661	2.21651	34.21809	3.72433	50.36232	2.96671	23.55223	1.39068	9.67493	1.39558	33.30514	1.50380	66.40530	2.18377	-5.19382	2.13701	13.35015	10.92132	12.52899	38.97224	36.25591	35.37014	54.15423	53.23693	52.61325	25.46957	24.76865	24.46281	8.94497	8.68725	32.44484	33.04808	66.68305	68.44978	-3.49875	-2.46130	8.92322	10.44704	31.69709	30.90587	47.21046	47.96810	21.99323	22.57628	8.34553	10.78536	31.98815	34.36910	67.44423	65.72267	-3.77803	-3.92962	10.40405	11.47517	32.19603	34.42236	51.31229	51.41037	22.89311	23.48662	9.22398	9.77991	32.77529	35.83852	67.13870	69.39133	-5.47598	-4.53093	9.51450	12.28764	31.93842	32.47630	48.80257	45.66032	25.24832	20.97646	8.33794	10.14486	9.48038	31.49314	33.34568	31.31116	62.13983	66.18585	63.97080	-8.86440	-5.30320	-7.00772	10.16293	16.88764	30.00011	42.16452	47.83381	53.78321	23.69267	23.50675	9.46087	13.23318	35.06603	34.67661	68.68183	64.65025	-3.62744	-8.65471
