	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_21_CR027_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_4_CINE_E.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_4_CINE_E.c3d	2014_07_21_CR027_BAREFOOT_GAIT0001_4_CINE_E.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_3_CINE_D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_3_CINE_D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_3_CINE_D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_4_CINE_E.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_4_CINE_E.c3d	2014_07_21_CR027_BAREFOOT_GAIT0002_4_CINE_E.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_4_CINE_D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_4_CINE_D.c3d	2014_07_21_CR027_BAREFOOT_GAIT0003_4_CINE_D.c3d
7	0.06460	0.03436	-0.02006	0.02596	-0.02391	0.02688	0.11712	0.03837	0.00464	0.01764	0.01566	0.01292	0.08316	-0.03865	-0.04300	0.09774	0.00667	0.01187	0.04837	0.01038	-0.00006	0.11731	0.00976	0.02362	0.13198	-0.03451	-0.03639	0.10935	0.00268	0.00804	0.06274	-0.06229	-0.07110	0.03897	-0.00626	-0.00558	0.02894	0.02719	0.02416	0.05780	-0.04694	-0.04860	0.10599	-0.01107	0.00099	0.15023	-0.01375	0.00641	0.08831	0.01165	0.01733	0.08719	-0.02766	-0.02770	0.17391	0.01065	0.02937	0.03710	0.00811	-0.00101	0.12436	0.03095	0.03011	0.01037	-0.01444	-0.02300	0.12397	-0.02575	-0.00562	0.13940	0.00907	0.02769
8	0.09323	0.03472	-0.03076	0.02871	-0.02839	0.02867	0.13996	0.04253	-0.00557	0.02071	0.01470	0.01481	0.10800	-0.05124	-0.04984	0.11595	-0.00184	0.01051	0.07823	0.00118	-0.00478	0.14326	0.00036	0.02393	0.16712	-0.04651	-0.04198	0.13715	-0.00958	0.00428	0.08990	-0.08040	-0.07716	0.06665	-0.01390	-0.00769	0.04557	0.01971	0.02040	0.07663	-0.05683	-0.05475	0.12340	-0.02160	-0.00231	0.18019	-0.02726	0.00563	0.10879	0.00497	0.01773	0.12065	-0.03894	-0.03086	0.20674	-0.00376	0.02768	0.07395	-0.00016	-0.00474	0.14648	0.02593	0.03382	0.04235	-0.02582	-0.02985	0.14135	-0.04209	-0.00852	0.15948	0.00443	0.03160
9	0.12343	0.03558	-0.04203	0.03148	-0.03291	0.03037	0.16758	0.04638	-0.01642	0.02398	0.01323	0.01705	0.13322	-0.06400	-0.05656	0.13910	-0.01125	0.00849	0.11073	-0.00907	-0.00995	0.17498	-0.00983	0.02342	0.20249	-0.05908	-0.04740	0.17071	-0.02243	-0.00002	0.11551	-0.09928	-0.08304	0.09755	-0.02266	-0.01014	0.06686	0.01162	0.01571	0.09978	-0.06668	-0.06070	0.14873	-0.03207	-0.00592	0.21120	-0.04126	0.00465	0.13161	-0.00183	0.01804	0.15493	-0.05115	-0.03375	0.24208	-0.01978	0.02489	0.11464	-0.00919	-0.00862	0.16921	0.01968	0.03718	0.07386	-0.03732	-0.03698	0.16294	-0.05916	-0.01210	0.19000	0.00027	0.03597
10	0.15154	0.03651	-0.05328	0.03423	-0.03714	0.03201	0.19899	0.04787	-0.02697	0.02735	0.01153	0.01968	0.15502	-0.07628	-0.06269	0.16997	-0.02106	0.00605	0.14206	-0.01978	-0.01501	0.20614	-0.01976	0.02249	0.23346	-0.07156	-0.05224	0.20623	-0.03490	-0.00449	0.13998	-0.11811	-0.08867	0.12647	-0.03196	-0.01271	0.09572	0.00349	0.01066	0.12262	-0.07619	-0.06619	0.17813	-0.04166	-0.00951	0.24059	-0.05449	0.00344	0.15546	-0.00814	0.01838	0.18444	-0.06366	-0.03598	0.27787	-0.03565	0.02145	0.15417	-0.01846	-0.01217	0.19730	0.01305	0.04042	0.10175	-0.04862	-0.04408	0.19440	-0.07611	-0.01622	0.22358	-0.00263	0.04100
11	0.17370	0.03716	-0.06383	0.03686	-0.04076	0.03348	0.22800	0.04683	-0.03631	0.03065	0.00982	0.02262	0.17087	-0.08735	-0.06775	0.20268	-0.03045	0.00344	0.16640	-0.03017	-0.01961	0.22979	-0.02852	0.02149	0.25638	-0.08308	-0.05598	0.23610	-0.04602	-0.00883	0.16253	-0.13576	-0.09377	0.14785	-0.04109	-0.01520	0.12711	-0.00414	0.00562	0.14141	-0.08501	-0.07081	0.20264	-0.04980	-0.01287	0.26530	-0.06592	0.00203	0.17708	-0.01353	0.01870	0.20555	-0.07567	-0.03709	0.30716	-0.04970	0.01764	0.18557	-0.02724	-0.01507	0.22835	0.00705	0.04367	0.12341	-0.05944	-0.05096	0.22955	-0.09169	-0.02059	0.25135	-0.00394	0.04665
12	0.18883	0.03766	-0.07315	0.03915	-0.04354	0.03464	0.24941	0.04505	-0.04401	0.03365	0.00825	0.02569	0.18111	-0.09667	-0.07137	0.22908	-0.03884	0.00078	0.18100	-0.03967	-0.02364	0.24390	-0.03578	0.02063	0.27148	-0.09288	-0.05822	0.25616	-0.05539	-0.01277	0.18176	-0.15103	-0.09795	0.15988	-0.04941	-0.01750	0.15347	-0.01104	0.00076	0.15511	-0.09289	-0.07419	0.21756	-0.05655	-0.01583	0.28304	-0.07500	0.00053	0.19431	-0.01781	0.01891	0.21912	-0.08649	-0.03667	0.32593	-0.06123	0.01360	0.20608	-0.03496	-0.01721	0.25614	0.00247	0.04692	0.13843	-0.06966	-0.05754	0.25830	-0.10481	-0.02481	0.27057	-0.00391	0.05272
13	0.19805	0.03825	-0.08083	0.04090	-0.04533	0.03542	0.26206	0.04370	-0.05011	0.03619	0.00696	0.02869	0.18734	-0.10386	-0.07326	0.24541	-0.04614	-0.00180	0.18680	-0.04787	-0.02696	0.25003	-0.04157	0.02010	0.28047	-0.10029	-0.05874	0.26721	-0.06309	-0.01606	0.19715	-0.16311	-0.10082	0.16451	-0.05649	-0.01951	0.17132	-0.01753	-0.00393	0.16390	-0.09951	-0.07607	0.22414	-0.06220	-0.01815	0.29293	-0.08174	-0.00080	0.20621	-0.02105	0.01898	0.22825	-0.09543	-0.03458	0.33484	-0.07042	0.00956	0.21762	-0.04132	-0.01859	0.27648	-0.00052	0.05005	0.14825	-0.07933	-0.06374	0.27561	-0.11504	-0.02838	0.28267	-0.00287	0.05900
14	0.20268	0.03896	-0.08659	0.04203	-0.04601	0.03584	0.26725	0.04256	-0.05474	0.03824	0.00613	0.03143	0.19069	-0.10864	-0.07331	0.25275	-0.05243	-0.00408	0.18577	-0.05444	-0.02943	0.25014	-0.04587	0.02002	0.28433	-0.10474	-0.05751	0.27155	-0.06919	-0.01839	0.20907	-0.17178	-0.10207	0.16441	-0.06210	-0.02114	0.18171	-0.02403	-0.00840	0.16832	-0.10451	-0.07635	0.22477	-0.06676	-0.01960	0.29563	-0.08635	-0.00161	0.21224	-0.02333	0.01901	0.23494	-0.10180	-0.03081	0.33570	-0.07748	0.00584	0.22273	-0.04614	-0.01916	0.28868	-0.00206	0.05303	0.15426	-0.08838	-0.06935	0.28259	-0.12241	-0.03074	0.28896	-0.00079	0.06529
15	0.20306	0.03975	-0.09018	0.04255	-0.04553	0.03595	0.26651	0.04125	-0.05778	0.03984	0.00593	0.03378	0.19120	-0.11079	-0.07154	0.25309	-0.05758	-0.00583	0.17899	-0.05910	-0.03090	0.24620	-0.04848	0.02049	0.28341	-0.10580	-0.05465	0.27054	-0.07355	-0.01954	0.21711	-0.17713	-0.10157	0.16087	-0.06609	-0.02226	0.18639	-0.03050	-0.01249	0.16909	-0.10749	-0.07507	0.22077	-0.06990	-0.02015	0.29298	-0.08889	-0.00159	0.21214	-0.02470	0.01914	0.23904	-0.10493	-0.02555	0.32949	-0.08226	0.00272	0.22225	-0.04928	-0.01890	0.29344	-0.00229	0.05588	0.15653	-0.09646	-0.07400	0.28186	-0.12690	-0.03155	0.29037	0.00251	0.07137
16	0.19887	0.04048	-0.09141	0.04251	-0.04395	0.03582	0.26152	0.03996	-0.05902	0.04101	0.00642	0.03566	0.18840	-0.11015	-0.06820	0.24777	-0.06129	-0.00693	0.16725	-0.06167	-0.03129	0.24073	-0.04920	0.02150	0.27762	-0.10337	-0.05046	0.26525	-0.07592	-0.01945	0.21932	-0.17921	-0.09943	0.15384	-0.06834	-0.02283	0.18606	-0.03649	-0.01601	0.16710	-0.10819	-0.07241	0.21363	-0.07122	-0.01986	0.28738	-0.08927	-0.00047	0.20629	-0.02511	0.01943	0.23920	-0.10444	-0.01918	0.31812	-0.08456	0.00049	0.21567	-0.05067	-0.01785	0.29219	-0.00110	0.05865	0.15398	-0.10295	-0.07730	0.27517	-0.12827	-0.03074	0.28891	0.00714	0.07704
