	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_03_PC009_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_1.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_2.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_4.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_4.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_4.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_4.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_4.c3d	2014_04_03_PC009_BAREFOOT_GAIT0001_4.c3d	2014_04_03_PC009_BAREFOOT_GAIT0002_4.c3d	2014_04_03_PC009_BAREFOOT_GAIT0002_4.c3d	2014_04_03_PC009_BAREFOOT_GAIT0002_4.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_1.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_2.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_3.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_5.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_5.c3d	2014_04_03_PC009_BAREFOOT_GAIT0003_5.c3d	2014_04_03_PC009_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC009_BAREFOOT_GAIT0004_4.c3d	2014_04_03_PC009_BAREFOOT_GAIT0004_4.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
1	0.53773	0.03316	-0.26235	0.01295	-0.02057	0.00932	0.48388	0.06238	-0.35013	0.03909	-0.00502	0.00976	0.55229	-0.39329	0.00837	0.53172	-0.27545	-0.02624	0.45648	-0.36713	0.00143	0.49343	-0.24818	-0.00675	0.44515	-0.32063	-0.01988	0.40019	-0.27840	-0.01387	0.57341	-0.37935	-0.00833	0.56709	-0.27094	-0.02609	0.50599	-0.36232	0.00123	0.45368	-0.34982	-0.00409	0.55868	-0.25482	-0.02319
2	0.55621	0.03632	-0.27304	0.01744	-0.02014	0.00731	0.53281	0.06819	-0.37592	0.05059	-0.00900	0.01632	0.59973	-0.43474	0.01006	0.56002	-0.29252	-0.02279	0.53347	-0.41260	0.00487	0.50646	-0.25176	-0.00926	0.45877	-0.32464	-0.03280	0.44166	-0.29162	-0.02573	0.61861	-0.40057	-0.01654	0.59355	-0.28019	-0.02498	0.57187	-0.39026	0.00205	0.50556	-0.37702	-0.00491	0.56482	-0.26767	-0.02351
3	0.55682	0.04539	-0.27501	0.01962	-0.02529	0.00713	0.59206	0.07314	-0.39471	0.06077	-0.01781	0.02308	0.65587	-0.46742	0.00654	0.57377	-0.29556	-0.02737	0.62067	-0.44598	0.00188	0.49615	-0.24882	-0.01472	0.49498	-0.32473	-0.05031	0.49466	-0.30170	-0.04279	0.66777	-0.41459	-0.02996	0.60374	-0.28175	-0.03012	0.63852	-0.41185	0.00044	0.57193	-0.39669	-0.01048	0.55360	-0.27391	-0.02895
4	0.53072	0.05778	-0.26192	0.02064	-0.02840	0.00843	0.65635	0.07431	-0.39772	0.06763	-0.02503	0.02793	0.71384	-0.48111	0.00150	0.56823	-0.28062	-0.03291	0.70538	-0.45894	-0.00234	0.45596	-0.23259	-0.01582	0.54974	-0.31472	-0.06220	0.55609	-0.30097	-0.05638	0.72158	-0.41187	-0.04213	0.58345	-0.26963	-0.03346	0.69772	-0.41417	0.00162	0.65008	-0.40228	-0.01527	0.51524	-0.26484	-0.03143
5	0.47846	0.07179	-0.22326	0.02208	-0.02190	0.01182	0.71680	0.07038	-0.37860	0.06884	-0.02502	0.03084	0.76867	-0.46901	0.00099	0.54091	-0.23953	-0.03234	0.76500	-0.43938	-0.00147	0.38844	-0.19087	-0.00510	0.61206	-0.29203	-0.06306	0.62047	-0.28488	-0.06038	0.77447	-0.38630	-0.04672	0.53145	-0.23442	-0.02704	0.74821	-0.39061	0.00942	0.72876	-0.38798	-0.01395	0.45302	-0.22823	-0.02312
6	0.42697	0.07676	-0.15899	0.02283	0.00091	0.01636	0.75247	0.06369	-0.33573	0.06494	-0.01599	0.03228	0.80194	-0.42830	0.00815	0.49975	-0.17078	-0.01750	0.77911	-0.38613	0.00789	0.32937	-0.12537	0.02208	0.65417	-0.25358	-0.05227	0.66714	-0.25107	-0.05436	0.80430	-0.33814	-0.04044	0.47506	-0.17520	-0.00297	0.78024	-0.34191	0.02385	0.78040	-0.35095	-0.00476	0.40370	-0.16461	0.00201
