	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d
7	5.89244	1.18143	30.82955	2.22996	39.27703	4.53234	11.46282	1.94907	14.43382	1.86693	44.13279	1.35750	20.39508	2.56054	-8.16137	2.13692	4.82295	7.13017	7.08863	30.10731	27.11036	29.74220	42.53224	33.61751	35.47522	11.66624	12.15212	10.45401	14.87949	16.23221	42.95743	43.94674	18.79823	22.31283	-9.98929	-6.50987	5.88337	5.07243	32.23206	28.25011	37.16857	29.37876	8.46208	6.40049	13.45544	15.97142	44.60221	42.63472	24.24688	14.87692	-5.19592	-9.27630	5.70349	5.62322	32.54990	27.95343	42.97946	37.33801	12.43655	12.74325	13.20856	16.52932	43.34846	43.41270	22.33449	16.56895	-7.30641	-9.77741	5.13475	8.08523	31.99564	33.67545	44.57395	38.49702	13.65779	9.87998	16.19149	13.50551	45.25592	44.24773	17.26252	22.10573	-10.29345	-6.35836	4.93214	7.20334	3.21227	33.25176	29.76198	31.44589	42.58669	38.48633	46.77258	10.75700	13.48363	12.42741	5.51320	5.90509	32.75017	27.13510	44.89016	35.36872	13.04549	13.36565	15.00590	11.76072	17.39254	45.44700	42.89425	47.64463	21.47061	23.51620	20.29883	-4.02881	-8.00477	-8.13043	5.32733	33.73503	41.69932	11.23878	11.22950	43.20579	19.18116	-12.60056	15.10975	12.81512	44.49319	44.26897	20.98807	22.07527	-9.05750	-9.22110	7.11750	6.41633	32.00006	30.40590	37.86672	38.47820	10.12581	12.57159	15.46656	12.18753	45.40319	42.36155	20.20413	20.08042	-6.57810	-8.25361
8	5.77617	1.15093	30.27898	2.19350	40.22585	4.30176	12.05948	1.78984	15.04377	1.85933	44.69797	1.46350	21.93015	2.81127	-8.21617	2.01149	4.88139	6.88798	6.90426	27.92746	26.98860	29.36652	40.42737	34.60831	36.40297	11.37637	11.83272	10.00789	15.68262	16.72399	42.89393	44.49619	19.01574	23.64098	-10.00449	-6.18328	5.74723	5.19182	32.16230	27.68515	39.15506	29.77756	9.92949	7.75946	14.08795	16.57434	45.01762	42.81823	25.50987	15.67093	-5.41518	-9.82117	5.63851	5.54607	31.37976	28.00452	42.86727	38.91598	12.70373	12.96233	13.82777	17.12383	43.56436	43.99844	23.52911	18.29045	-7.37047	-9.53522	4.96262	8.06288	30.66441	33.81332	44.13755	40.50100	13.62684	10.91607	16.83634	14.06942	46.07210	45.05193	19.03564	24.02385	-10.72781	-6.93661	4.95220	7.14420	3.14160	32.59321	29.51667	30.47459	43.34542	39.77023	47.09575	11.17962	14.21014	12.75309	5.25821	5.71514	31.89473	27.08020	46.13727	37.03427	14.23187	13.95391	15.38887	12.37875	18.06211	45.46892	43.84520	48.55501	22.72870	25.94469	21.90785	-4.63067	-7.61101	-8.39769	5.10570	33.36576	43.82076	12.70170	12.01729	43.78935	20.77748	-12.43001	15.79370	13.37757	45.11818	45.37829	22.18290	24.71011	-8.82688	-8.55340	6.87223	6.18285	31.73275	30.09282	39.68434	40.15831	11.08612	13.77977	16.06377	12.69205	45.91027	43.18943	21.36829	22.54587	-7.37415	-7.64060
9	5.68402	1.08502	29.51005	2.24171	40.65709	4.04800	12.31045	1.78055	15.68204	1.85213	45.12199	1.72346	23.04199	3.05487	-8.10242	1.86261	5.13522	6.64432	6.71026	25.84908	26.64625	28.56072	38.13759	35.11252	36.49438	11.22920	11.13912	9.37507	16.52574	17.26951	42.32062	44.48215	18.30202	23.83950	-9.75738	-5.96389	5.62130	5.30951	31.97152	27.38166	40.79927	30.72775	10.85764	8.94167	14.80990	17.20999	45.04115	43.17768	25.69831	16.56229	-5.78134	-9.98413	5.60903	5.46936	29.79961	27.79284	41.91856	39.89016	12.67545	12.71811	14.50655	17.73387	43.54563	44.72802	23.95022	19.99283	-7.41069	-9.05153	4.87094	7.96373	28.92608	33.73910	42.90170	42.19809	13.40678	11.45738	17.44210	14.66911	46.95168	45.75529	20.88145	25.53745	-10.68202	-7.49609	5.02761	7.09796	3.18905	31.46145	29.14427	29.08611	43.01211	40.68120	46.44592	11.12561	14.51153	12.75281	5.08866	5.47781	30.74497	26.87194	46.43671	38.39637	15.05567	14.05486	15.86794	12.96970	18.74535	45.54424	44.54120	49.49799	23.82482	27.74819	23.49799	-4.98562	-7.20168	-8.41157	4.90531	32.71887	45.21998	13.55993	12.89874	44.00018	21.46598	-11.96913	16.49271	13.93824	45.26402	46.50922	22.51422	27.24313	-8.49888	-7.63872	6.56830	5.93992	31.27402	29.70239	41.21836	41.57986	11.85149	14.56537	16.65168	13.18144	46.55984	44.03288	22.74155	24.87187	-7.89014	-6.91595
10	5.63867	1.00433	28.45970	2.35436	40.44973	3.89809	12.30798	1.86009	16.35054	1.84223	45.18231	2.16243	23.41358	3.45348	-7.91386	1.72347	5.57586	6.48458	6.56745	24.03617	25.87138	27.28133	35.93764	34.77031	35.72733	11.30497	10.38312	8.85005	17.39430	17.88527	41.05511	43.76139	16.54222	22.83157	-9.44651	-5.87023	5.53022	5.41334	31.47784	27.27911	41.66603	32.01545	11.19938	9.76710	15.61663	17.85538	44.55091	43.50561	24.82082	17.27234	-6.20120	-9.82680	5.64427	5.42063	27.92657	27.12513	40.34729	39.97945	12.51205	12.22861	15.24242	18.36817	43.09602	45.32098	23.41224	21.18832	-7.45979	-8.50768	4.88063	7.79588	26.96867	33.22287	41.17741	43.13454	13.16196	11.55830	18.01435	15.30570	47.62684	46.16491	22.35276	26.37487	-10.34020	-7.89116	5.17841	7.06610	3.34156	29.90079	28.52443	27.34781	41.75177	41.02271	45.01722	10.85573	14.47792	12.63030	5.02582	5.23411	29.30812	26.29985	45.82379	39.05281	15.57826	13.84020	16.44654	13.57556	19.42937	45.63432	44.59743	50.12267	24.58580	28.29416	24.51575	-5.21704	-6.93485	-8.23005	4.75225	31.68466	45.65852	13.89408	13.85275	43.60106	21.00705	-11.43522	17.20783	14.52575	44.72572	47.32825	21.76727	29.00577	-8.18499	-6.74571	6.24107	5.70515	30.47435	29.08586	42.10798	42.45506	12.02032	14.97327	17.22824	13.66031	47.18385	44.64188	24.03358	26.61275	-8.08720	-6.24311
11	5.66119	0.93876	27.12728	2.47061	39.61858	3.87176	12.20941	1.91588	17.05903	1.82762	44.72932	2.70561	22.85977	4.02055	-7.72060	1.60216	6.16613	6.48561	6.52779	22.51826	24.60372	25.64199	33.89444	33.50227	34.31126	11.57579	9.80312	8.66547	18.28329	18.57384	39.22223	42.43500	13.98989	20.85068	-9.15714	-5.85275	5.50077	5.50017	30.57432	27.23867	41.57320	33.30576	11.07180	10.18916	16.50013	18.50681	43.58696	43.51777	23.11678	17.41764	-6.56183	-9.48800	5.76697	5.42568	25.92708	25.94683	38.41058	39.18154	12.34013	11.73817	16.03734	19.04733	42.11441	45.45750	21.90887	21.41760	-7.51698	-8.07109	4.99882	7.59059	24.99125	32.15199	39.24685	43.09307	13.00636	11.35284	18.57941	15.98092	47.81190	46.08910	22.97406	26.34262	-9.90683	-8.02908	5.42207	7.05735	3.58516	28.07911	27.59516	25.39597	39.90085	40.73255	43.08839	10.60741	14.23408	12.56229	5.08365	5.01935	27.65879	25.21741	44.49123	38.82632	15.87719	13.55015	17.11549	14.24786	20.12164	45.64257	43.81461	50.09791	24.84337	27.34774	24.49310	-5.41641	-6.82897	-7.92730	4.67419	30.25429	45.15572	13.77458	14.86743	42.53469	19.39573	-10.98470	17.94028	15.17874	43.48727	47.56126	20.00510	29.50206	-7.92441	-6.08520	5.93336	5.50265	29.24408	28.12483	42.17736	42.62442	12.08841	15.12312	17.81363	14.15041	47.53080	44.76505	24.79967	27.35136	-8.01789	-5.76101
12	5.76393	0.91908	25.57327	2.54200	38.27846	3.92371	12.16904	1.94309	17.81376	1.80853	43.74361	3.18295	21.41346	4.56913	-7.54741	1.49877	6.85270	6.68756	6.61188	21.23398	22.98108	23.82630	31.89338	31.51891	32.53603	11.90629	9.51441	8.92740	19.18442	19.32304	37.20363	40.77382	11.19391	18.31857	-8.87583	-5.83071	5.55350	5.57579	29.26912	27.07574	40.60521	34.24382	10.67995	10.28919	17.44494	19.17594	42.32545	42.97544	20.93007	16.69269	-6.78403	-9.12799	5.98734	5.49949	23.96347	24.35285	36.32928	37.71310	12.24310	11.44445	16.88982	19.78658	40.65345	44.92656	19.62323	20.49820	-7.56662	-7.81411	5.22287	7.39300	23.14492	30.56246	37.30164	42.12402	13.00503	11.02628	19.16630	16.68760	47.31649	45.41123	22.47554	25.40433	-9.51746	-7.87829	5.76491	7.08524	3.90301	26.20619	26.36796	23.38408	37.80906	39.86909	40.91944	10.56150	13.90495	12.65204	5.26507	4.85093	25.89641	23.60061	42.66526	37.78156	16.02314	13.39600	17.85825	15.01764	20.83286	45.42698	42.27962	49.22492	24.45110	25.19236	23.26929	-5.62751	-6.75999	-7.56093	4.69326	28.51863	43.91309	14.03670	15.93286	40.96389	16.87076	-10.70305	18.69071	15.91926	41.72812	47.10595	17.52324	28.67363	-7.69737	-5.68445	5.68625	5.35394	27.59114	26.77071	41.44351	42.06739	12.12469	15.13864	18.43514	14.67486	47.33704	44.24518	24.63303	26.86535	-7.78875	-5.54141
13	5.94659	0.96105	23.89200	2.55314	36.58639	3.99886	12.21301	1.90179	18.61227	1.78616	42.33227	3.43961	19.29902	4.90494	-7.38382	1.42592	7.57383	7.08356	6.80298	20.07265	21.24862	21.98722	29.75742	29.16544	30.64607	12.14433	9.52714	9.59970	20.08250	20.11157	35.40280	39.06596	8.69065	15.65966	-8.62583	-5.75656	5.69575	5.65584	27.66656	26.61679	39.01228	34.56895	10.24511	10.22169	18.42779	19.87975	40.98890	41.80154	18.59389	15.04310	-6.83826	-8.84574	6.30199	5.64147	22.15327	22.52169	34.25766	35.87194	12.26466	11.46409	17.79111	20.58809	38.89763	43.72606	16.87982	18.58680	-7.57946	-7.69225	5.54477	7.24866	21.51237	28.60674	35.43110	40.46021	13.16491	10.76449	19.79554	17.41310	46.12706	44.14756	20.90137	23.70479	-9.19470	-7.45161	6.20159	7.16296	4.27610	24.46374	24.91201	21.43956	35.74505	38.56248	38.69107	10.81798	13.59330	12.91310	5.56034	4.72761	24.10619	21.56449	40.53300	36.14968	16.07740	13.50381	18.65548	15.88680	21.56318	44.84782	40.29100	47.52651	23.31367	22.40214	21.02697	-5.86525	-6.58758	-7.15277	4.81747	26.62510	42.19912	13.97010	17.03536	39.18378	13.85088	-10.58875	19.45942	16.74438	39.74247	46.05548	14.70116	26.85003	-7.49214	-5.42671	5.52949	5.26766	25.61477	25.05225	40.05052	40.86658	12.24051	15.10884	19.11270	15.24960	46.42183	43.08989	23.35175	25.22761	-7.48681	-5.55668
14	6.19776	1.05512	22.17616	2.51188	34.68699	4.06091	12.38157	1.84037	19.44298	1.76144	40.68104	3.42237	16.82225	4.95164	-7.22281	1.40347	8.26664	7.62940	7.05967	18.90908	19.61769	20.21118	27.36976	26.74138	28.76611	12.21138	9.77556	10.51802	20.95302	20.91449	34.03534	37.51170	6.76947	13.16187	-8.49789	-5.67037	5.91915	5.76432	25.90214	25.75969	37.07061	34.18569	9.94759	10.15226	19.41876	20.63093	39.75613	40.13187	16.35279	12.70306	-6.75007	-8.64718	6.69749	5.83859	20.55145	20.63560	32.27421	33.92529	12.40251	11.83186	18.72449	21.44035	37.08074	42.05445	14.03537	16.04430	-7.54301	-7.61271	5.95093	7.18993	20.11436	26.47080	33.62966	38.38735	13.42312	10.69917	20.47589	18.14768	44.40786	42.44246	18.53249	21.48649	-8.88899	-6.82054	6.71967	7.29875	4.68754	22.97034	23.31663	19.64108	33.85468	36.95445	36.48284	11.35213	13.36920	13.27386	5.95188	4.63685	22.34475	19.31954	38.22732	34.21784	16.09062	13.91053	19.48786	16.83191	22.30019	43.82886	38.20359	45.27021	21.42678	19.49680	18.16741	-6.13126	-6.30479	-6.71240	5.03946	24.72257	40.25458	13.97985	18.15349	37.47710	10.79205	-10.58558	20.24585	17.62887	37.82876	44.62883	11.87289	24.49322	-7.35321	-5.18747	5.47545	5.23617	23.46042	23.04749	38.18793	39.14919	12.46587	15.08311	19.85228	15.88163	44.77745	41.46132	21.06305	22.75797	-7.15257	-5.70694
15	6.49981	1.17646	20.49464	2.43738	32.68110	4.10322	12.64859	1.78435	20.28691	1.73374	38.99238	3.18849	14.26289	4.74086	-7.09148	1.43221	8.87189	8.26180	7.33829	17.64132	18.19316	18.53678	24.74306	24.41044	26.88828	12.12315	10.15125	11.44776	21.75569	21.70851	33.08197	36.19769	5.47423	10.95026	-8.53121	-5.66562	6.20397	5.92626	24.08326	24.51169	34.98564	33.16563	9.89477	10.21798	20.38353	21.43229	38.71200	38.26398	14.32678	10.07657	-6.60517	-8.49536	7.15577	6.07434	19.15358	18.83699	30.37259	32.04586	12.60026	12.49147	19.66668	22.32034	35.39993	40.22001	11.36704	13.26943	-7.50532	-7.52429	6.41925	7.22964	18.91664	24.30058	31.82995	36.14941	13.67706	10.89354	21.20430	18.88680	42.42479	40.50563	15.72492	18.96454	-8.56549	-6.14750	7.30185	7.49386	5.12486	21.76730	21.65544	18.01353	32.14643	35.15458	34.28325	12.00847	13.27180	13.60575	6.42217	4.56627	20.64567	17.10711	35.83031	32.24113	16.09138	14.57254	20.33766	17.81520	23.02572	42.39573	36.30491	42.88350	18.90490	16.75984	15.14517	-6.41381	-6.07255	-6.28799	5.34273	22.92161	38.24430	14.09622	19.25721	36.01487	8.03542	-10.65219	21.04597	18.53473	36.20114	43.08024	9.27686	21.98141	-7.35612	-4.94385	5.52113	5.24271	21.27415	20.85017	36.04233	37.04551	12.79584	15.08684	20.64627	16.56963	42.59558	39.59618	18.07988	19.86899	-6.80963	-5.88765
16	6.83422	1.30014	18.88639	2.35379	30.62045	4.13539	12.95638	1.73530	21.12044	1.70096	37.43249	2.85576	11.82892	4.35113	-7.04483	1.47916	9.33946	8.91321	7.60910	16.22161	16.98156	16.97843	22.02152	22.20573	24.93037	11.94612	10.53935	12.18770	22.43399	22.47278	32.40704	35.11376	4.72976	9.05208	-8.66257	-5.79485	6.52749	6.15799	22.26977	22.98548	32.86160	31.69195	10.10617	10.50445	21.28702	22.27522	37.84825	36.53619	12.53133	7.57205	-6.51860	-8.38398	7.65674	6.33569	17.90955	17.21449	28.48174	30.27639	12.77238	13.28881	20.58989	23.19826	33.96986	38.52467	9.03280	10.61164	-7.56164	-7.44886	6.92034	7.36556	17.83887	22.17951	29.94952	33.89616	13.84050	11.33596	21.96714	19.62817	40.45047	38.54272	12.80359	16.28821	-8.25865	-5.65348	7.92445	7.74383	5.57911	20.81058	19.97036	16.53409	30.52235	33.22858	32.03085	12.57590	13.31650	13.78108	6.95611	4.51292	19.02735	15.14406	33.37342	30.38458	16.06813	15.36262	21.18987	18.79678	23.72495	40.66833	34.74455	40.79382	15.96432	14.27890	12.36184	-6.69178	-6.08371	-5.99125	5.70893	21.27485	36.24591	14.30347	20.30743	34.83479	5.74850	-10.77942	21.84908	19.42419	34.94553	41.61831	7.05381	19.53247	-7.54070	-4.78494	5.65610	5.27474	19.17459	18.55353	33.77126	34.67564	13.19582	15.13343	21.47715	17.30513	40.20164	37.71983	14.78503	16.91635	-6.51073	-6.05207
17	7.18467	1.40810	17.36243	2.28300	28.51637	4.16004	13.23221	1.68477	21.91778	1.66194	36.09932	2.54008	9.66341	3.86011	-7.12593	1.49530	9.63851	9.52069	7.85719	14.66613	15.92673	15.52957	19.40030	20.08220	22.81725	11.72886	10.84280	12.64351	22.92764	23.18394	31.89923	34.19225	4.46939	7.46724	-8.77265	-6.02857	6.87104	6.46292	20.48778	21.35975	30.70722	29.98455	10.50585	11.02229	22.09621	23.14038	37.09889	35.20919	10.94216	5.49597	-6.56754	-8.35180	8.17790	6.61294	16.74068	15.79724	26.51370	28.54939	12.85112	14.02693	21.46185	24.04239	32.82219	37.16024	7.10812	8.32968	-7.78313	-7.43844	7.42440	7.58941	16.78239	20.14782	27.92378	31.65789	13.87395	11.92243	22.74273	20.36780	38.69261	36.71911	10.03680	13.60409	-8.04508	-5.50255	8.55648	8.04180	6.04366	19.97633	18.27756	15.14634	28.84329	31.20634	29.66362	12.90344	13.49330	13.72956	7.53850	4.48200	17.49144	13.57153	30.84384	28.70763	15.97111	16.10418	22.03265	19.74112	24.39093	38.81536	33.52604	39.27136	12.86289	12.06957	10.10141	-6.95571	-6.40445	-5.94390	6.11957	19.77199	34.25716	14.51139	21.25563	33.87917	3.97590	-10.94359	22.63555	20.26958	34.02278	40.34550	5.25199	17.23036	-7.87841	-4.82431	5.86813	5.33434	17.23684	16.25123	31.47626	32.14385	13.60165	15.21517	22.32207	18.07393	37.94157	35.99356	11.54431	14.12470	-6.34747	-6.22720
18	7.53820	1.49023	15.91165	2.23724	26.35712	4.16640	13.41052	1.64269	22.65214	1.62011	35.01247	2.31640	7.85406	3.33595	-7.33305	1.44769	9.76261	10.03389	8.07622	13.04035	14.93387	14.16128	17.02547	17.97458	20.53798	11.46761	11.00316	12.82467	23.19130	23.81190	31.47941	33.35733	4.64152	6.19828	-8.75371	-6.28857	7.22298	6.83577	18.75077	19.82534	28.46444	28.23744	10.94970	11.69085	22.78101	23.99846	36.38234	34.39283	9.54909	4.01115	-6.75173	-8.43263	8.69543	6.89638	15.56385	14.55065	24.40467	26.75140	12.81283	14.55479	22.24452	24.82175	31.92735	36.15623	5.63011	6.55087	-8.16301	-7.51857	7.90715	7.89149	15.66833	18.22941	25.73374	29.36830	13.78412	12.48225	23.50350	21.09722	37.25118	35.14895	7.62005	11.09835	-7.98156	-5.71677	9.16489	8.38107	6.51419	19.09987	16.58515	13.78380	26.98413	29.09188	27.15085	12.95334	13.75905	13.45373	8.15177	4.47867	16.01643	12.41326	28.21093	27.19289	15.74969	16.65201	22.85672	20.61671	25.02094	37.00362	32.55626	38.34602	9.83833	10.15458	8.47017	-7.22472	-6.93919	-6.19648	6.55403	18.35131	32.22298	14.62260	22.04630	33.06281	2.71729	-11.08509	23.37482	21.05563	33.31120	39.24684	3.84247	15.08316	-8.29523	-5.10698	6.14381	5.43906	15.48595	14.03846	29.18994	29.52936	13.92882	15.28971	23.15631	18.85714	36.08189	34.49530	8.66443	11.59512	-6.40422	-6.47041
