	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z
1	-0.04909	0.00932	0.00002	0.01580	-0.00781	0.00145	-0.00905	0.03090	0.01240	0.01370	0.00591	0.00616	0.00211	0.02961	0.01724	-0.05222	-0.00425	-0.00708	-0.04249	0.00193	-0.00594	-0.06356	0.00569	-0.00798	-0.06516	0.01428	0.00182	-0.04707	-0.02329	-0.00985	0.02165	0.00235	0.00631	-0.01865	0.02574	0.00298	-0.00668	-0.00621	0.00003	-0.04012	0.02004	-0.00823	0.01243	0.00863	0.00711
2	-0.04609	0.01679	0.00123	0.01998	-0.01352	0.00337	0.00753	0.03639	0.01374	0.01519	0.00506	0.00690	0.02411	0.02897	0.01725	-0.05549	-0.00216	-0.00853	-0.03300	0.00450	-0.01254	-0.07119	0.00723	-0.01411	-0.06390	0.01666	0.00195	-0.03750	-0.02929	-0.01777	0.03340	0.00217	0.00469	0.01120	0.03207	0.00392	0.00920	-0.00689	-0.00371	-0.03327	0.02589	-0.01463	0.03118	0.00944	0.00629
3	-0.03902	0.02319	0.00652	0.02461	-0.02285	0.00550	0.03646	0.04315	0.01650	0.01557	0.00458	0.00805	0.07133	0.02685	0.01756	-0.05557	0.00373	-0.01396	-0.02031	0.01022	-0.02366	-0.07124	0.01253	-0.02493	-0.04792	0.02133	0.00285	-0.02830	-0.03115	-0.02893	0.04893	0.00594	0.00283	0.05029	0.03822	0.00606	0.03471	-0.00537	-0.00750	-0.01966	0.03728	-0.02276	0.06144	0.01206	0.00570
4	-0.02762	0.02808	0.01466	0.02844	-0.03616	0.00825	0.07628	0.05020	0.01890	0.01471	0.00379	0.00858	0.13340	0.01958	0.01530	-0.04769	0.01082	-0.02363	-0.00784	0.01665	-0.03970	-0.06312	0.02004	-0.04105	-0.01513	0.02651	0.00321	-0.02488	-0.02700	-0.04414	0.06973	0.01250	0.00071	0.09491	0.04162	0.00855	0.07425	-0.00246	-0.01039	0.00544	0.05277	-0.03229	0.10051	0.01565	0.00535
5	-0.02344	0.02576	0.02324	0.02705	-0.05664	0.01033	0.12208	0.05537	0.01713	0.01430	0.00152	0.00839	0.19282	0.00543	0.01041	-0.03701	0.01809	-0.03926	-0.00379	0.02369	-0.06116	-0.05434	0.02945	-0.06378	0.02780	0.02856	0.00095	-0.03127	-0.01533	-0.06379	0.10026	0.01502	-0.00307	0.14486	0.03762	0.00861	0.12377	-0.00106	-0.01233	0.00922	0.06032	-0.05519	0.14299	0.01721	0.00458
6	-0.01843	0.03521	0.03513	0.02683	-0.07970	0.01276	0.16595	0.05676	0.00837	0.01553	-0.00259	0.00783	0.23554	-0.01337	0.00466	-0.02920	0.02503	-0.06101	-0.00505	0.03047	-0.08564	-0.04918	0.03956	-0.09229	0.06941	0.02448	-0.00475	-0.04510	0.00367	-0.08714	0.13864	0.00740	-0.00951	0.19512	0.02451	0.00497	0.17446	-0.00556	-0.01345	0.03639	0.07693	-0.07242	0.18253	0.01271	0.00251
