	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d
7	1.37661	0.89656	-1.89578	1.72702	-6.60449	1.99376	-4.63766	1.87862	-1.04910	3.18288	-3.65514	1.16654	2.82871	1.84547	0.28690	-2.39569	-0.66598	-0.80626	-3.81260	-4.52102	-5.89993	-6.25801	-3.99533	-3.33775	-3.78582	-1.51364	-2.29333	1.70300	2.64016	-3.04932	2.56521	-5.86177	-4.37446	-7.75227	-4.01203	-3.90451	0.46975	-3.55370	-2.53476	2.63814	-0.01310	-1.44933	-0.39198	-4.42243	-5.87186	-5.52750	-2.68517	-2.13821	-1.51339	-2.97958	-3.66669	1.86247	0.83036	-2.02365	-4.57013	-5.14299	-7.17554	-4.83664	-5.40329	-0.45555	-2.12137	-3.17805	-4.96518	1.59289	1.08368	1.13473	0.27690	-3.42056	-2.66833	-8.31591	-7.82235	-9.00564	0.43633	0.46966	-3.53291	-2.69429	-7.23707	-5.63132	-4.51245	-6.57961	-2.65057	4.17773	-5.79039	2.53319	-4.98322	-5.29755	-2.69765	1.47849	-1.34180	-10.35363	-6.39433	-1.25560	-3.71053	-4.32974	-1.82887	4.75968	-2.61017	-2.90001	-4.19445	0.38046	2.20399	-3.21921	-2.84097	-10.08063	-6.74711	-1.06486	-6.37194	2.76591	-4.57911	-5.45903	-4.55487
8	1.47604	0.91351	-1.50473	1.71514	-5.96848	2.00414	-4.19054	1.88379	-0.73493	3.20508	-2.97670	1.47639	3.07049	1.78062	0.41566	-2.44183	-0.47323	-0.35474	-3.15890	-4.12142	-4.43972	-5.91991	-3.60565	-3.61469	-3.31187	-1.08137	-1.27728	1.71499	2.61524	-2.43128	3.14254	-5.80998	-5.03692	-7.30473	-3.54608	-3.89586	0.67856	-1.78439	-2.39642	2.91352	0.13635	-1.04366	0.07219	-3.26094	-5.21221	-5.03231	-2.10665	-2.35043	-0.94256	-1.42696	-3.09070	2.08700	0.72875	-1.44832	-3.85754	-3.69025	-7.27137	-4.40961	-4.89289	0.47907	-1.23444	-3.19118	-4.85508	1.79317	1.00955	1.45511	0.43777	-3.07002	-2.40084	-6.93649	-7.33172	-7.85055	0.65807	0.60486	-3.01412	-2.50636	-5.95381	-5.59320	-3.87313	-6.11105	-2.40071	4.38840	-5.47295	2.59676	-4.21054	-4.71086	-2.45838	1.55428	-0.96712	-9.92219	-5.94083	-1.47363	-2.13262	-3.82780	-1.33119	4.94990	-2.10038	-1.23882	-3.62962	0.37935	2.17559	-2.78551	-2.43840	-9.53047	-6.34410	-0.68125	-6.06477	3.49742	-3.95222	-5.67763	-4.46534
9	1.64797	0.91431	-1.20135	1.68659	-4.92826	1.88529	-3.77873	1.92079	-0.47271	3.21574	-2.08379	1.65219	3.25109	1.90731	0.61315	-2.71081	-0.19467	0.01855	-2.79536	-3.09868	-2.71060	-5.79816	-3.33051	-4.04531	-2.88265	-0.69682	-0.53224	1.83797	2.66368	-1.76341	3.55118	-5.02751	-5.38338	-6.92319	-3.09036	-3.76510	0.79232	-0.25355	-2.04151	3.18981	0.37781	-0.84437	0.48474	-2.31085	-3.95799	-4.62579	-1.55626	-2.58829	-0.43301	-0.01139	-2.20140	2.29891	0.72984	-1.15510	-3.12295	-2.66144	-6.51849	-3.93446	-4.38782	1.39428	-0.41968	-2.88208	-4.01524	1.98776	1.03315	1.85224	0.35446	-2.63820	-2.20376	-5.34963	-6.32747	-6.18186	0.94835	0.90052	-2.69133	-2.38300	-4.59338	-4.70608	-3.24026	-5.61994	-2.10461	4.54331	-5.16938	2.48083	-3.18881	-3.49732	-1.81692	1.69341	-0.82801	-8.68101	-5.55356	-1.67119	-0.76244	-3.52072	-0.86001	4.92891	-1.51046	0.28175	-2.49821	0.47165	2.25889	-2.40080	-1.89540	-8.12999	-5.34666	-0.21111	-5.70293	4.06610	-3.28400	-5.31830	-3.90617
10	1.87486	0.89865	-0.98272	1.65874	-3.74176	1.64351	-3.48978	1.99483	-0.30189	3.23618	-1.14356	1.52592	3.40538	2.16939	0.85853	-3.01671	0.14366	0.24372	-2.60502	-1.85325	-1.21546	-5.93749	-3.26341	-4.58307	-2.62024	-0.49068	-0.29556	2.05509	2.79085	-1.07343	3.79256	-3.77855	-5.22171	-6.68275	-2.70485	-3.57755	0.79523	0.68865	-1.46031	3.43878	0.68484	-0.84424	0.80218	-1.73363	-2.49204	-4.38961	-1.15493	-2.86123	-0.07100	0.97915	-1.09205	2.47675	0.81673	-1.12464	-2.41022	-2.11453	-5.17543	-3.50384	-3.98045	2.15868	0.27825	-2.18886	-2.63156	2.14097	1.14651	2.29077	0.03337	-2.14426	-2.05558	-3.98534	-5.02780	-4.43205	1.27875	1.32965	-2.59411	-2.28847	-3.51462	-3.21186	-2.64979	-5.27435	-1.84253	4.64519	-4.95516	2.26971	-2.00442	-2.02344	-0.78458	1.87970	-0.89728	-7.01368	-5.33709	-1.89181	0.07351	-3.45171	-0.55515	4.67441	-0.90450	1.29293	-1.05266	0.65714	2.45277	-2.05014	-1.22257	-6.22992	-4.00496	0.27012	-5.37865	4.45230	-2.63953	-4.30088	-3.00620
11	2.13726	0.87724	-0.85083	1.65338	-2.67137	1.37162	-3.39407	2.10353	-0.26498	3.29442	-0.36411	1.17283	3.58296	2.49973	1.13901	-3.16676	0.45290	0.28001	-2.49895	-0.85244	-0.24494	-6.31595	-3.44029	-5.21225	-2.61479	-0.52916	-0.58565	2.33609	2.98795	-0.44855	3.89899	-2.45503	-4.48376	-6.63814	-2.45796	-3.43357	0.70052	0.96523	-0.74162	3.64891	1.03144	-0.98690	0.96542	-1.54601	-1.21764	-4.38087	-0.99990	-3.19915	0.09072	1.40704	-0.04962	2.61794	0.96189	-1.25151	-1.82051	-1.95273	-3.68054	-3.22297	-3.75613	2.67949	0.78529	-1.29131	-1.11696	2.23409	1.33287	2.74357	-0.48384	-1.64615	-1.93477	-3.09481	-3.69567	-2.91882	1.62326	1.84786	-2.70781	-2.19849	-2.91632	-1.52786	-2.15059	-5.19668	-1.70088	4.69512	-4.95341	2.07607	-0.79845	-0.79987	0.33120	2.09267	-1.13980	-5.37383	-5.37141	-2.21194	0.28611	-3.61869	-0.53132	4.18997	-0.37462	1.59594	0.27002	0.91987	2.73333	-1.77085	-0.50547	-4.30484	-2.64916	0.66951	-5.19287	4.65415	-2.11127	-2.76715	-2.00155
12	2.42003	0.86483	-0.79676	1.66597	-1.88993	1.19190	-3.52167	2.23207	-0.39724	3.40673	0.06998	0.86162	3.83482	2.85326	1.45734	-3.02173	0.64983	0.14932	-2.42012	-0.35888	0.16226	-6.85932	-3.83472	-5.96385	-2.90975	-0.72649	-1.20063	2.64958	3.23578	0.00766	3.90905	-1.37516	-3.29098	-6.80739	-2.40714	-3.40652	0.52905	0.71444	-0.07744	3.82387	1.39891	-1.18675	0.95134	-1.65786	-0.38811	-4.61371	-1.13250	-3.62295	0.02880	1.29495	0.54380	2.73290	1.13747	-1.39733	-1.46720	-2.02496	-2.42467	-3.16804	-3.76240	2.89815	1.02248	-0.55627	0.05446	2.26716	1.57244	3.19319	-1.10385	-1.21341	-1.79801	-2.71855	-2.54400	-1.78576	1.96431	2.40984	-2.96353	-2.08164	-2.79498	-0.06653	-1.79589	-5.41285	-1.73764	4.68144	-5.24374	1.97435	0.25662	-0.24150	1.05087	2.31470	-1.50219	-4.10691	-5.68634	-2.70915	0.03683	-3.98305	-0.83048	3.50655	-0.01852	1.25634	1.00477	1.23384	3.06112	-1.61530	0.13876	-2.76445	-1.56911	0.90606	-5.22128	4.68195	-1.80406	-1.12181	-1.16932
13	2.71526	0.87371	-0.78533	1.67079	-1.44905	1.17639	-3.85630	2.35864	-0.71482	3.56858	0.08245	0.80791	4.20150	3.21799	1.82972	-2.52541	0.71739	-0.05398	-2.30920	-0.32897	0.12359	-7.47057	-4.37959	-6.87586	-3.49329	-0.93517	-1.87368	2.97318	3.50971	0.23435	3.84905	-0.68139	-1.92980	-7.17018	-2.58074	-3.52383	0.28462	0.15598	0.32359	3.97579	1.77890	-1.35102	0.80439	-1.93341	-0.05478	-5.06125	-1.52772	-4.13934	-0.25346	0.79133	0.46344	2.84061	1.32299	-1.43660	-1.41554	-2.20609	-1.61093	-3.35820	-3.99466	2.78790	0.94417	-0.30169	0.58780	2.25318	1.84730	3.62973	-1.69686	-0.89481	-1.57325	-2.77194	-1.69473	-1.04885	2.29496	2.98166	-3.25021	-1.88171	-3.00252	0.91778	-1.62983	-5.85727	-1.96318	4.58248	-5.80769	1.95681	0.99580	-0.41778	1.06204	2.53531	-1.90428	-3.36619	-6.25764	-3.43126	-0.39083	-4.48991	-1.40706	2.67011	0.10979	0.54302	0.90337	1.57244	3.39450	-1.60075	0.62869	-1.81676	-0.91975	0.93736	-5.49025	4.54581	-1.79402	0.14031	-0.72829
14	3.02159	0.91042	-0.75444	1.65573	-1.30917	1.27802	-4.34673	2.46244	-1.21084	3.76012	-0.25456	0.88358	4.70123	3.60330	2.27733	-1.70665	0.71463	-0.17852	-2.09362	-0.54094	-0.18877	-8.05124	-4.99592	-7.94593	-4.30464	-1.06895	-2.41426	3.29708	3.78322	0.24751	3.73211	-0.35588	-0.74340	-7.67909	-2.96974	-3.78552	-0.05429	-0.51292	0.37781	4.12048	2.17155	-1.39759	0.63024	-2.25168	-0.12414	-5.66930	-2.11038	-4.75062	-0.72636	0.10695	-0.19939	2.96664	1.51001	-1.28158	-1.64523	-2.42707	-1.24849	-3.75710	-4.40575	2.36054	0.56163	-0.58115	0.49113	2.21044	2.14406	4.04849	-2.13853	-0.69974	-1.17874	-3.15415	-1.18165	-0.67494	2.61721	3.54445	-3.44106	-1.51472	-3.35252	1.37172	-1.67582	-6.41956	-2.34940	4.37443	-6.55685	1.94208	1.31132	-1.06812	0.43313	2.75182	-2.24691	-3.13205	-7.01894	-4.38568	-0.76238	-5.08471	-2.15516	1.71639	0.02426	-0.23048	0.06102	1.91756	3.70216	-1.68286	0.96223	-1.45597	-0.70240	0.76740	-5.97297	4.25225	-2.09514	0.71760	-0.73426
15	3.34163	0.97510	-0.63047	1.64270	-1.38754	1.40217	-4.92640	2.52762	-1.85929	3.95217	-0.76415	0.94106	5.31856	4.02335	2.81598	-0.65465	0.74827	-0.05320	-1.73304	-0.76011	-0.61665	-8.50995	-5.61293	-9.08766	-5.25732	-1.12351	-2.72672	3.62099	4.03197	0.13473	3.56911	-0.29115	0.00454	-8.27392	-3.53337	-4.18007	-0.52385	-1.14860	0.17493	4.27757	2.58191	-1.26543	0.56165	-2.53306	-0.45369	-6.36986	-2.78574	-5.46553	-1.34941	-0.55240	-1.12489	3.13868	1.70267	-0.88944	-2.05093	-2.64726	-1.22825	-4.29697	-4.92954	1.67134	-0.06257	-1.18160	-0.00733	2.15990	2.45457	4.44944	-2.34836	-0.59936	-0.55510	-3.77727	-0.96947	-0.61787	2.93928	4.09108	-3.42803	-0.89044	-3.69936	1.37570	-1.93238	-6.99393	-2.85315	4.03371	-7.39804	1.81253	1.20353	-1.81811	-0.49885	2.96801	-2.44016	-3.28481	-7.88021	-5.54524	-0.97531	-5.71964	-2.95725	0.66010	-0.21670	-0.83952	-1.18330	2.26423	3.96948	-1.76742	1.21084	-1.54458	-0.81188	0.43270	-6.60626	3.81663	-2.65662	0.64308	-1.06774
16	3.67946	1.06094	-0.34923	1.67816	-1.58911	1.49727	-5.53101	2.54458	-2.62226	4.10758	-1.25778	0.97093	6.00261	4.48926	3.44957	0.51869	0.93604	0.46124	-1.25788	-0.82469	-1.04007	-8.77307	-6.17524	-10.13213	-6.26563	-1.12306	-2.78720	3.94826	4.23842	0.02246	3.38484	-0.36231	0.21834	-8.89264	-4.21288	-4.68628	-1.15953	-1.65288	-0.11797	4.46983	3.01881	-0.92087	0.72102	-2.72133	-0.90928	-7.09051	-3.46750	-6.29213	-2.09233	-1.04427	-1.97672	3.37764	1.91565	-0.26115	-2.47103	-2.81342	-1.41187	-4.90613	-5.50326	0.80061	-0.83857	-1.79617	-0.64163	2.12485	2.77501	4.83629	-2.30602	-0.53916	0.30782	-4.51279	-0.97845	-0.80418	3.27240	4.62154	-3.14818	0.05191	-3.95904	1.05305	-2.37717	-7.50562	-3.43412	3.54038	-8.26607	1.44271	0.79561	-2.37679	-1.38805	3.19283	-2.42934	-3.67560	-8.74483	-6.84603	-1.02950	-6.35369	-3.72359	-0.48777	-0.55270	-1.19259	-2.44679	2.61947	4.19832	-1.74829	1.48319	-1.91149	-1.10392	-0.01957	-7.31630	3.27160	-3.39229	0.18031	-1.52674
17	4.03909	1.15601	0.12811	1.79820	-1.81954	1.55295	-6.10806	2.51043	-3.45716	4.18808	-1.61114	0.98959	6.68558	5.00964	4.16944	1.70996	1.37372	1.41975	-0.73925	-0.67756	-1.36486	-8.79728	-6.64197	-10.90796	-7.25724	-1.08015	-2.63270	4.28342	4.39406	0.03971	3.22586	-0.48032	-0.03815	-9.47763	-4.94352	-5.26720	-1.98319	-1.97755	-0.37816	4.71598	3.49374	-0.36389	1.19234	-2.75866	-1.36392	-7.76108	-4.09321	-7.21665	-2.93589	-1.32034	-2.55414	3.68936	2.17026	0.56447	-2.72688	-2.85918	-1.68950	-5.52550	-6.07877	-0.18041	-1.67767	-2.19978	-1.23793	2.12816	3.10476	5.21338	-2.04479	-0.45114	1.36333	-5.15823	-1.11549	-1.11369	3.62649	5.13990	-2.58753	1.31902	-4.08615	0.53180	-2.97478	-7.91144	-4.05965	2.88305	-9.11659	0.73081	0.28665	-2.62288	-2.04000	3.43912	-2.20228	-4.15782	-9.52254	-8.18029	-0.96870	-6.94980	-4.40654	-1.69470	-0.94857	-1.29845	-3.43540	2.99776	4.40342	-1.54207	1.88834	-2.40769	-1.45359	-0.54729	-8.03797	2.65334	-4.21534	-0.38676	-1.93189
18	4.42276	1.24741	0.80722	1.99447	-1.99407	1.56978	-6.61887	2.42933	-4.31928	4.16710	-1.78479	0.99383	7.30554	5.58775	4.95532	2.83779	2.10326	2.76555	-0.24295	-0.35758	-1.51539	-8.57805	-6.98339	-11.32502	-8.16535	-0.98793	-2.34125	4.63576	4.49847	0.29232	3.14363	-0.60553	-0.61841	-9.98015	-5.66099	-5.86549	-2.98833	-2.13290	-0.56808	5.02268	4.01396	0.37179	2.00174	-2.59034	-1.69010	-8.31919	-4.62610	-8.19009	-3.85576	-1.41045	-2.81906	4.06349	2.48909	1.52687	-2.66154	-2.74048	-1.99277	-6.11268	-6.62429	-1.22356	-2.51757	-2.32161	-1.73633	2.18959	3.44552	5.58091	-1.62606	-0.26306	2.52311	-5.49057	-1.30291	-1.39494	4.00523	5.64864	-1.77374	2.85882	-4.03939	-0.04354	-3.68290	-8.18998	-4.69906	2.06136	-9.91306	-0.35514	-0.13385	-2.58737	-2.40887	3.72297	-1.78061	-4.58285	-10.13879	-9.40636	-0.84854	-7.47303	-4.99323	-2.89408	-1.39843	-1.20842	-3.98564	3.41521	4.60677	-1.10376	2.50661	-2.90655	-1.78482	-1.11801	-8.72215	1.98229	-5.05393	-0.88878	-2.17762
19	4.82872	1.32458	1.66066	2.21952	-2.04743	1.55015	-7.03681	2.31270	-5.15924	4.03661	-1.79940	0.97416	7.82413	6.21239	5.77463	3.85198	3.09016	4.34762	0.19180	0.05073	-1.44535	-8.14671	-7.18048	-11.39472	-8.91506	-0.82063	-2.00930	5.01964	4.55802	0.84244	3.16277	-0.71771	-1.35745	-10.36434	-6.30419	-6.41285	-4.12370	-2.16499	-0.70278	5.38282	4.57315	1.22976	3.10955	-2.19752	-1.78243	-8.71591	-5.04891	-9.12722	-4.80737	-1.37843	-2.83317	4.47905	2.89072	2.56147	-2.17433	-2.45951	-2.27721	-6.63861	-7.12123	-2.28748	-3.33313	-2.21320	-2.13314	2.32601	3.79940	5.93276	-1.10552	0.08948	3.68791	-5.36755	-1.48893	-1.52106	4.40264	6.14024	-0.76726	4.56615	-3.77285	-0.50770	-4.45498	-8.33436	-5.31564	1.08843	-10.60785	-1.74589	-0.35763	-2.37917	-2.51701	4.05983	-1.20050	-4.80647	-10.54240	-10.38699	-0.71353	-7.89139	-5.48943	-3.98837	-1.91095	-0.98517	-4.06632	3.88234	4.83043	-0.42756	3.36709	-3.28697	-2.06022	-1.70547	-9.33490	1.26128	-5.85604	-1.28163	-2.23433
20	5.24878	1.38108	2.63424	2.41966	-1.94292	1.50825	-7.34480	2.17815	-5.92328	3.80589	-1.70008	0.93548	8.23761	6.85082	6.58227	4.74742	4.22596	5.97078	0.54992	0.47074	-1.14650	-7.55927	-7.22646	-11.20264	-9.43377	-0.56781	-1.72597	5.44506	4.58571	1.69062	3.26437	-0.77910	-2.08668	-10.60941	-6.81916	-6.85029	-5.29057	-2.11667	-0.79860	5.77915	5.14727	2.14947	4.41891	-1.62560	-1.59452	-8.91996	-5.35627	-9.92253	-5.72100	-1.28068	-2.68497	4.91113	3.38325	3.60824	-1.24660	-2.05593	-2.49840	-7.08148	-7.55975	-3.32055	-4.12602	-1.97217	-2.41597	2.54658	4.16545	6.25858	-0.51304	0.64624	4.77542	-4.78998	-1.63862	-1.44454	4.80284	6.59175	0.35057	6.29388	-3.26407	-0.70892	-5.24107	-8.34788	-5.86375	-0.00618	-11.13039	-3.27928	-0.37673	-2.10301	-2.40903	4.45535	-0.49654	-4.72769	-10.70958	-11.03498	-0.57780	-8.17862	-5.90663	-4.86987	-2.48321	-0.69892	-3.76213	4.39841	5.08802	0.45989	4.43641	-3.43968	-2.25004	-2.28373	-9.85382	0.49082	-6.59202	-1.58427	-2.12656
21	5.66725	1.41499	3.65719	2.55720	-1.67689	1.46682	-7.53362	2.04648	-6.56023	3.49854	-1.53224	0.89625	8.57325	7.45375	7.32630	5.56144	5.35912	7.45337	0.83195	0.86063	-0.65161	-6.88391	-7.12663	-10.86412	-9.68824	-0.24773	-1.53079	5.90890	4.60050	2.77292	3.40130	-0.73149	-2.63650	-10.70939	-7.16554	-7.13935	-6.36126	-2.01276	-0.85251	6.18928	5.69710	3.07944	5.79886	-0.97770	-1.15704	-8.91980	-5.54880	-10.48602	-6.51091	-1.14510	-2.45445	5.33541	3.95696	4.61339	0.05062	-1.58496	-2.60251	-7.42164	-7.93328	-4.25875	-4.90265	-1.68805	-2.54784	2.84427	4.53755	6.54650	0.14260	1.40775	5.72985	-3.88659	-1.71991	-1.20278	5.18222	6.96872	1.49020	7.88045	-2.54963	-0.55585	-5.99014	-8.24111	-6.29408	-1.17418	-11.41358	-4.74311	-0.25455	-1.82477	-2.15550	4.89699	0.29966	-4.32949	-10.64331	-11.32928	-0.43329	-8.31652	-6.25476	-5.45520	-3.07893	-0.41841	-3.22769	4.94899	5.37662	1.50709	5.62418	-3.29874	-2.31497	-2.82395	-10.26501	-0.31247	-7.24567	-1.81495	-1.90741
22	6.06357	1.42834	4.65494	2.61583	-1.27720	1.43764	-7.60107	1.93674	-7.03045	3.14940	-1.33209	0.86928	8.87567	7.97062	7.95872	6.34482	6.34086	8.66938	1.06624	1.21508	-0.02800	-6.19022	-6.89607	-10.47939	-9.70778	0.10842	-1.38426	6.39523	4.62405	3.97964	3.53226	-0.52878	-2.86930	-10.67108	-7.32229	-7.26419	-7.21114	-1.86609	-0.85890	6.59014	6.17550	3.97845	7.11204	-0.37307	-0.56416	-8.72350	-5.62992	-10.77059	-7.09809	-0.97767	-2.20729	5.73131	4.58311	5.53380	1.57463	-1.10230	-2.54114	-7.64221	-8.23359	-5.03435	-5.65568	-1.42870	-2.49936	3.19529	4.90729	6.78444	0.85527	2.33367	6.51646	-2.84827	-1.70110	-0.87739	5.51410	7.23949	2.56547	9.19539	-1.73266	-0.05011	-6.65332	-8.02927	-6.56561	-2.34636	-11.43766	-5.93658	-0.07802	-1.57691	-1.84800	5.35526	1.15401	-3.68636	-10.36794	-11.29762	-0.27501	-8.29724	-6.53885	-5.71397	-3.63469	-0.19014	-2.62130	5.50660	5.67389	2.64340	6.80437	-2.87258	-2.21849	-3.29488	-10.56107	-1.10241	-7.79669	-1.97041	-1.63984
23	6.41784	1.42671	5.56297	2.59903	-0.79627	1.41329	-7.55204	1.86071	-7.31382	2.79873	-1.12308	0.84962	9.18983	8.36741	8.44738	7.13114	7.07279	9.56612	1.30342	1.54567	0.64577	-5.54076	-6.55580	-10.10206	-9.56492	0.45097	-1.18775	6.88015	4.67439	5.18527	3.64549	-0.17350	-2.73160	-10.51192	-7.29035	-7.23451	-7.75145	-1.68368	-0.82890	6.96096	6.53995	4.81305	8.23942	0.10210	0.06232	-8.35693	-5.60586	-10.77803	-7.43728	-0.77349	-1.99163	6.08676	5.22039	6.34917	3.14780	-0.65446	-2.29665	-7.73412	-8.44852	-5.60077	-6.35691	-1.23444	-2.27902	3.56783	5.26666	6.96321	1.60728	3.35394	7.11748	-1.85723	-1.56205	-0.54672	5.77472	7.38802	3.50430	10.17449	-0.95056	0.70464	-7.18805	-7.73010	-6.66086	-3.43729	-11.24334	-6.73178	0.08000	-1.34465	-1.57014	5.79568	2.02853	-2.92837	-9.92176	-10.99727	-0.10729	-8.12402	-6.75863	-5.67591	-4.09278	-0.02175	-2.05608	6.03584	5.94408	3.78621	7.84807	-2.24464	-1.95467	-3.66557	-10.73934	-1.80489	-8.21197	-2.04064	-1.38079
