	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d
24	6.71532	1.41906	6.33882	2.52561	-0.29887	1.38019	-7.39817	1.81925	-7.41662	2.48300	-0.91154	0.82402	9.53751	8.64069	8.78462	7.92510	7.53858	10.16614	1.56757	1.86371	1.29724	-4.98402	-6.13010	-9.74753	-9.33317	0.71495	-0.85961	7.33533	4.75936	6.27561	3.75877	0.27271	-2.27833	-10.25645	-7.09086	-7.08486	-7.95145	-1.46838	-0.78331	7.28630	6.76459	5.55987	9.10023	0.42197	0.62087	-7.85931	-5.48818	-10.55028	-7.53837	-0.52213	-1.81900	6.40335	5.82309	7.07214	4.59837	-0.26972	-1.89300	-7.69895	-8.56404	-5.96231	-6.96409	-1.10087	-1.92218	3.93209	5.60547	7.07981	2.36915	4.38312	7.53551	-1.04053	-1.30770	-0.26007	5.94794	7.41769	4.26025	10.82508	-0.32082	1.53276	-7.56211	-7.36438	-6.59130	-4.36347	-10.90131	-7.10912	0.17674	-1.06602	-1.35408	6.19040	2.88208	-2.18396	-9.35062	-10.50512	0.06317	-7.81019	-6.91068	-5.42432	-4.43068	0.12546	-1.58085	6.50239	6.14991	4.85262	8.65731	-1.53805	-1.56552	-3.91008	-10.79948	-2.34174	-8.45809	-2.02343	-1.16502
25	6.94838	1.41602	6.96863	2.42215	0.15382	1.33328	-7.15648	1.80288	-7.37044	2.22400	-0.68729	0.78764	9.90066	8.81923	8.98961	8.69868	7.80392	10.55777	1.82880	2.17694	1.86254	-4.55121	-5.64695	-9.41947	-9.05696	0.85352	-0.40683	7.73041	4.87253	7.16821	3.90202	0.71657	-1.64739	-9.93300	-6.75965	-6.86820	-7.84253	-1.21922	-0.72649	7.56063	6.84685	6.21247	9.66698	0.61357	1.06143	-7.27650	-5.29542	-10.15023	-7.46676	-0.21869	-1.64546	6.69496	6.34879	7.74160	5.79821	0.04564	-1.38785	-7.54633	-8.56976	-6.17449	-7.43855	-0.97635	-1.46427	4.26695	5.90860	7.13782	3.11167	5.33622	7.79884	-0.45072	-0.97272	-0.03763	6.02935	7.35060	4.82365	11.21042	0.09794	2.24972	-7.75725	-6.95462	-6.38729	-5.06838	-10.46688	-7.14348	0.20380	-0.68932	-1.15400	6.52096	3.67397	-1.54124	-8.70361	-9.91042	0.23393	-7.37675	-6.99068	-5.07251	-4.66314	0.31932	-1.18589	6.88097	6.26350	5.77395	9.18805	-0.86858	-1.13206	-4.01320	-10.74149	-2.66159	-8.52337	-1.92176	-0.99895
26	7.11666	1.42463	7.46625	2.31298	0.51683	1.27458	-6.84720	1.79656	-7.21907	2.02457	-0.43643	0.74411	10.22705	8.94834	9.10039	9.39599	7.98478	10.85939	2.02054	2.48229	2.29095	-4.25958	-5.13736	-9.11711	-8.74752	0.86167	0.08371	8.04137	4.99356	7.83002	4.09800	1.08254	-1.00728	-9.57077	-6.33863	-6.64730	-7.50208	-0.93344	-0.63530	7.79073	6.80614	6.78406	9.97141	0.72670	1.37801	-6.65310	-5.05096	-9.63636	-7.31662	0.12306	-1.39506	6.97835	6.76623	8.39825	6.68991	0.30305	-0.85173	-7.28906	-8.46579	-6.30779	-7.76118	-0.79901	-0.93670	4.56496	6.15915	7.14646	3.82163	6.14649	7.96056	-0.07011	-0.61293	0.11874	6.02948	7.22260	5.22432	11.42563	0.30716	2.71722	-7.77058	-6.51945	-6.08500	-5.53701	-9.95999	-6.95013	0.18288	-0.22386	-0.88515	6.77743	4.37341	-1.04161	-8.02940	-9.30161	0.41104	-6.85029	-6.99512	-4.71618	-4.82099	0.60057	-0.83964	7.15914	6.27179	6.50920	9.45324	-0.31200	-0.74548	-3.97447	-10.56556	-2.75465	-8.42868	-1.73234	-0.86532
27	7.22593	1.44393	7.86475	2.21367	0.76665	1.20491	-6.49120	1.78656	-7.00071	1.87749	-0.15899	0.69440	10.45468	9.06545	9.15653	9.95968	8.19441	11.16441	2.07618	2.75294	2.55221	-4.11571	-4.63000	-8.83163	-8.39044	0.76875	0.50544	8.26081	5.09329	8.28682	4.34930	1.34612	-0.50421	-9.19679	-5.86783	-6.47731	-7.02553	-0.61616	-0.47425	7.99210	6.67542	7.30189	10.09401	0.80647	1.58506	-6.02521	-4.77871	-9.04532	-7.17243	0.47176	-1.02103	7.26302	7.06154	9.05888	7.29297	0.51981	-0.33860	-6.94041	-8.26421	-6.41023	-7.93528	-0.54665	-0.37728	4.83463	6.34366	7.12020	4.50825	6.77987	8.08650	0.16227	-0.28596	0.21828	5.97203	7.07258	5.52025	11.56922	0.34319	2.86572	-7.61415	-6.07009	-5.71891	-5.79372	-9.37807	-6.62858	0.15595	0.26806	-0.50219	6.95993	4.97188	-0.69227	-7.37356	-8.74687	0.59360	-6.25974	-6.92225	-4.38847	-4.92463	0.93590	-0.52935	7.33715	6.17772	7.05311	9.50935	0.10341	-0.47760	-3.80749	-10.27417	-2.64494	-8.21794	-1.44513	-0.73124
28	7.28534	1.46761	8.20216	2.13080	0.90062	1.12590	-6.10724	1.76563	-6.73709	1.77920	0.12417	0.63389	10.54069	9.18107	9.18249	10.35626	8.48643	11.50891	1.97155	2.94577	2.63547	-4.11244	-4.14666	-8.55462	-7.96062	0.62157	0.78582	8.39977	5.14136	8.61356	4.63444	1.53173	-0.22523	-8.83138	-5.38045	-6.38377	-6.49695	-0.28829	-0.22575	8.18293	6.49293	7.79659	10.13552	0.88000	1.69496	-5.41745	-4.49833	-8.39179	-7.07997	0.78527	-0.54830	7.54510	7.23973	9.70652	7.68648	0.70311	0.13128	-6.51412	-7.98268	-6.49479	-7.97723	-0.25313	0.16613	5.09534	6.45433	7.07780	5.19289	7.23995	8.23579	0.31510	-0.03103	0.27364	5.88713	6.92606	5.77640	11.71136	0.24957	2.69461	-7.31317	-5.61148	-5.31844	-5.89050	-8.71162	-6.23639	0.17141	0.69996	-0.03389	7.07983	5.48684	-0.47927	-6.77616	-8.27974	0.75738	-5.63222	-6.77105	-4.05601	-4.97184	1.23365	-0.26416	7.42511	5.99917	7.43494	9.43390	0.38188	-0.36265	-3.53535	-9.87440	-2.37136	-7.93627	-1.06302	-0.55797
29	7.30416	1.49001	8.50781	2.06242	0.93007	1.05015	-5.71008	1.73397	-6.43509	1.73539	0.38011	0.55927	10.47993	9.27447	9.18095	10.58683	8.83266	11.87546	1.74052	3.02312	2.54482	-4.22627	-3.70452	-8.29115	-7.44931	0.47417	0.91452	8.48045	5.11391	8.90858	4.91645	1.68107	-0.19217	-8.48514	-4.90106	-6.35731	-5.96776	0.01742	0.08601	8.37725	6.29287	8.28950	10.17554	0.95615	1.70422	-4.84364	-4.22226	-7.68165	-7.03540	1.01743	-0.06876	7.80656	7.32159	10.30114	7.97762	0.84271	0.55594	-6.02446	-7.63677	-6.54621	-7.90537	0.01810	0.64154	5.36684	6.48891	7.03802	5.89256	7.56204	8.44036	0.43091	0.13890	0.29257	5.80422	6.78240	6.04287	11.86824	0.06121	2.26340	-6.90178	-5.14659	-4.90592	-5.88909	-7.95328	-5.79285	0.26537	0.99124	0.44081	7.15855	5.95249	-0.37460	-6.26944	-7.90090	0.86815	-4.99127	-6.53932	-3.66136	-4.94610	1.41152	-0.05613	7.44026	5.76349	7.70938	9.30110	0.53865	-0.39627	-3.18373	-9.37903	-1.97121	-7.61252	-0.61955	-0.32011
30	7.28933	1.50923	8.79545	1.99795	0.87073	1.00112	-5.31064	1.69673	-6.09490	1.75420	0.57857	0.47595	10.30187	9.30684	9.13797	10.68581	9.15973	12.21529	1.44914	2.96532	2.30102	-4.42195	-3.32146	-8.05941	-6.87957	0.37292	0.93479	8.52539	4.99973	9.25689	5.15955	1.81122	-0.38446	-8.15995	-4.44605	-6.36539	-5.45339	0.26469	0.40241	8.57819	6.09384	8.78382	10.23831	1.02721	1.60554	-4.30976	-3.95600	-6.92424	-6.99664	1.13602	0.29981	8.02080	7.33800	10.80289	8.26775	0.91797	0.92080	-5.48637	-7.23678	-6.53232	-7.73395	0.21244	1.00395	5.66104	6.45244	7.01324	6.61272	7.79947	8.69358	0.50729	0.23167	0.27717	5.74739	6.61635	6.34305	11.99980	-0.19837	1.67137	-6.41749	-4.68173	-4.49635	-5.84283	-7.10667	-5.29773	0.44356	1.10402	0.83540	7.22262	6.40209	-0.34165	-5.87648	-7.59486	0.90619	-4.35674	-6.22310	-3.17081	-4.83286	1.44958	0.09307	7.40431	5.49851	7.93935	9.16252	0.58928	-0.54813	-2.77442	-8.80554	-1.47328	-7.25441	-0.17349	-0.02817
31	7.24475	1.52702	9.06351	1.92461	0.73828	0.99547	-4.91782	1.66100	-5.71687	1.83506	0.70334	0.39996	10.05304	9.24124	9.03539	10.70476	9.40215	12.47587	1.16303	2.77690	1.94476	-4.65992	-3.01824	-7.87337	-6.29588	0.33738	0.90486	8.54788	4.80261	9.69097	5.34137	1.89729	-0.76659	-7.85336	-4.02475	-6.36872	-4.94639	0.42395	0.66473	8.77396	5.89402	9.26302	10.29600	1.07261	1.40643	-3.82075	-3.70157	-6.13534	-6.91333	1.13678	0.47168	8.16248	7.32199	11.19265	8.62555	0.90984	1.18361	-4.91718	-6.78885	-6.41918	-7.47137	0.30700	1.22747	5.97732	6.35929	7.00586	7.34763	8.00637	8.95640	0.51529	0.26470	0.23224	5.73149	6.39278	6.67495	12.03473	-0.51025	1.03193	-5.89565	-4.23282	-4.09924	-5.78319	-6.19564	-4.75319	0.67848	1.06775	1.09324	7.29663	6.85308	-0.34186	-5.61173	-7.34818	0.87527	-3.74625	-5.81931	-2.59042	-4.62372	1.38822	0.19511	7.34030	5.22446	8.17567	9.03848	0.54606	-0.77525	-2.32117	-8.17440	-0.89622	-6.85582	0.21128	0.27015
32	7.17184	1.54814	9.30024	1.83797	0.54938	1.02699	-4.54068	1.63369	-5.30493	1.96498	0.75576	0.35374	9.77837	9.05973	8.86270	10.68963	9.52851	12.62090	0.92758	2.48913	1.53739	-4.90382	-2.81458	-7.72666	-5.74609	0.35027	0.86594	8.54832	4.54073	10.17576	5.45661	1.89630	-1.30084	-7.56206	-3.64044	-6.33448	-4.43304	0.48589	0.84332	8.93975	5.67767	9.69573	10.30412	1.07334	1.12927	-3.38702	-3.46191	-5.33393	-6.75549	1.04040	0.43312	8.21547	7.30058	11.47703	9.07287	0.81145	1.28782	-4.33874	-6.29865	-6.18981	-7.12150	0.31241	1.31264	6.29995	6.23053	7.00904	8.08245	8.22062	9.18024	0.43436	0.25530	0.17086	5.75875	6.08440	7.02001	11.91158	-0.84992	0.44317	-5.36335	-3.82887	-3.72256	-5.71330	-5.26846	-4.17447	0.92118	0.95985	1.20769	7.39725	7.30406	-0.34538	-5.48175	-7.15768	0.79840	-3.17797	-5.33121	-1.95412	-4.30925	1.28948	0.26639	7.26816	4.94988	8.44134	8.92255	0.41120	-1.03155	-1.83129	-7.50660	-0.25186	-6.40869	0.48658	0.51858
33	7.07093	1.57817	9.49140	1.74697	0.32344	1.07731	-4.18936	1.62113	-4.86717	2.12335	0.75116	0.35034	9.50835	8.77195	8.62591	10.66583	9.54160	12.64284	0.75947	2.15286	1.15076	-5.12635	-2.72146	-7.59434	-5.26780	0.37640	0.83599	8.51480	4.24408	10.62817	5.51497	1.78622	-1.94533	-7.28414	-3.29288	-6.24306	-3.90112	0.46507	0.94264	9.04631	5.42765	10.04708	10.23560	1.02440	0.80671	-3.02420	-3.24276	-4.54093	-6.52207	0.88215	0.23571	8.17308	7.28919	11.67645	9.58339	0.63421	1.19353	-3.77744	-5.77665	-5.85391	-6.68814	0.26120	1.28233	6.59988	6.08831	7.01116	8.79544	8.45412	9.33392	0.26885	0.21661	0.10790	5.81975	5.68407	7.35625	11.61180	-1.18350	-0.03665	-4.83524	-3.50572	-3.37778	-5.61356	-4.38851	-3.58490	1.11781	0.85284	1.21743	7.52839	7.74155	-0.34222	-5.48264	-7.02653	0.71067	-2.67388	-4.77471	-1.30678	-3.87902	1.20094	0.32068	7.20011	4.67278	8.72656	8.79827	0.18054	-1.27580	-1.31204	-6.82189	0.44652	-5.91061	0.63362	0.68313
34	6.94334	1.61912	9.62888	1.66822	0.08199	1.13483	-3.87451	1.62918	-4.41397	2.28905	0.71162	0.37776	9.25398	8.41098	8.34970	10.63561	9.46856	12.57225	0.64958	1.81873	0.83749	-5.31097	-2.73359	-7.44036	-4.87379	0.38993	0.81744	8.42958	3.95083	10.96186	5.53861	1.58262	-2.64820	-7.01949	-2.98204	-6.08771	-3.33893	0.39160	0.98647	9.07090	5.13815	10.29268	10.09604	0.93404	0.47808	-2.74635	-3.05225	-3.77978	-6.22935	0.70042	-0.04034	8.03654	7.28930	11.81069	10.09630	0.40649	0.90660	-3.26154	-5.24212	-5.44373	-6.18137	0.19155	1.17222	6.84231	5.95028	7.00176	9.45938	8.69490	9.41569	0.04800	0.15676	0.05234	5.90123	5.20795	7.67176	11.17002	-1.47420	-0.39500	-4.31618	-3.28975	-3.08185	-5.45927	-3.61525	-3.00352	1.22725	0.78236	1.17951	7.67820	8.14929	-0.34404	-5.59749	-6.95446	0.64507	-2.25986	-4.18273	-0.69324	-3.33519	1.14321	0.37384	7.13803	4.38704	8.99908	8.65822	-0.13670	-1.47883	-0.77633	-6.13967	1.18022	-5.36784	0.66210	0.76326
35	6.79316	1.66554	9.71575	1.61266	-0.15367	1.19669	-3.60565	1.66150	-3.95507	2.44599	0.65780	0.41395	9.01020	8.01922	8.06821	10.58515	9.34498	12.46645	0.57187	1.52182	0.61599	-5.45302	-2.82754	-7.23021	-4.54413	0.38380	0.80640	8.27907	3.70270	11.13182	5.55961	1.32652	-3.34753	-6.76879	-2.71046	-5.87046	-2.73317	0.29826	0.99693	9.00372	4.82092	10.42642	9.92107	0.81585	0.17667	-2.55721	-2.89977	-3.07239	-5.89694	0.52678	-0.32192	7.81628	7.28999	11.89438	10.54414	0.16568	0.48599	-2.81735	-4.72335	-4.99986	-5.62227	0.13270	1.02438	6.99715	5.82602	6.97773	10.04344	8.91966	9.44897	-0.18344	0.07962	0.00747	5.99472	4.69052	7.96920	10.66186	-1.69035	-0.65270	-3.80850	-3.18439	-2.85270	-5.23689	-2.98182	-2.43325	1.23184	0.75174	1.13234	7.82171	8.51319	-0.37240	-5.79781	-6.93179	0.61874	-1.95994	-3.60322	-0.15209	-2.70498	1.11810	0.44360	7.07498	4.09053	9.22486	8.51254	-0.50638	-1.62715	-0.24461	-5.48173	1.92589	-4.79682	0.59875	0.78229
36	6.62784	1.70571	9.76478	1.57580	-0.36534	1.25805	-3.38923	1.71621	-3.49906	2.58542	0.60446	0.44554	8.76398	7.63176	7.80934	10.49720	9.19794	12.37615	0.49187	1.27795	0.48104	-5.55854	-2.96695	-6.94825	-4.23757	0.37109	0.79941	8.06378	3.53870	11.15006	5.61516	1.06078	-3.98014	-6.53319	-2.48251	-5.59889	-2.07278	0.21039	0.98414	8.84945	4.50213	10.46030	9.76096	0.68156	-0.08080	-2.44606	-2.79401	-2.43257	-5.54505	0.38295	-0.56323	7.53194	7.27425	11.93889	10.88002	-0.05179	0.01946	-2.46467	-4.25226	-4.55884	-5.03838	0.10397	0.88071	7.04789	5.71600	6.94611	10.52064	9.10722	9.47303	-0.38173	-0.01069	-0.02902	6.10188	4.17443	8.26056	10.17316	-1.80936	-0.84153	-3.31856	-3.16876	-2.70040	-4.94971	-2.48183	-1.86244	1.13869	0.74946	1.08018	7.92993	8.82279	-0.44326	-6.04777	-6.94159	0.63156	-1.78650	-3.08959	0.28972	-2.03922	1.11951	0.53722	7.00107	3.79054	9.38452	8.38266	-0.87775	-1.71735	0.25600	-4.87392	2.65595	-4.22348	0.47710	0.76821
37	6.45750	1.72737	9.79226	1.54177	-0.54095	1.30750	-3.22702	1.78391	-3.05442	2.70465	0.56033	0.46858	8.50175	7.26580	7.58526	10.35764	9.03687	12.32035	0.37737	1.08390	0.41469	-5.64026	-3.11146	-6.60759	-3.91180	0.37799	0.79529	7.80155	3.48930	11.07036	5.74225	0.81254	-4.49390	-6.31324	-2.30161	-5.28402	-1.35742	0.14198	0.95031	8.62455	4.21287	10.41761	9.65788	0.53902	-0.29171	-2.39040	-2.73929	-1.86193	-5.19467	0.28177	-0.74661	7.20887	7.22844	11.95434	11.09040	-0.22001	-0.41307	-2.21292	-3.85508	-4.14562	-4.45346	0.11837	0.76955	6.99612	5.61376	6.92099	10.87959	9.24627	9.52988	-0.51974	-0.10391	-0.06661	6.23271	3.69964	8.55571	9.76511	-1.82188	-0.98569	-2.85974	-3.20700	-2.62048	-4.61436	-2.07682	-1.28035	0.97563	0.76052	1.00953	7.98095	9.07367	-0.55761	-6.30986	-6.96563	0.67540	-1.73394	-2.68798	0.62026	-1.39944	1.13828	0.64457	6.91149	3.50339	9.47925	8.29127	-1.19984	-1.74968	0.69492	-4.34392	3.34085	-3.67877	0.33219	0.74053
38	6.29314	1.72293	9.81135	1.49633	-0.67647	1.33252	-3.11575	1.85033	-2.62922	2.80409	0.53034	0.48469	8.21128	6.92061	7.39386	10.15208	8.85524	12.28407	0.20652	0.91872	0.39319	-5.71365	-3.22406	-6.24553	-3.53589	0.42737	0.79881	7.52137	3.57367	10.96132	5.97186	0.59160	-4.85449	-6.10745	-2.16801	-4.93896	-0.60292	0.09955	0.89853	8.35083	3.97913	10.32187	9.62593	0.39306	-0.45749	-2.36363	-2.73267	-1.35213	-4.86252	0.22833	-0.87276	6.87459	7.15002	11.95129	11.19367	-0.32948	-0.76024	-2.05877	-3.54561	-3.76713	-3.88040	0.17868	0.69768	6.86092	5.51009	6.91473	11.13117	9.33727	9.64623	-0.59520	-0.18552	-0.11700	6.39687	3.29604	8.85373	9.45276	-1.73899	-1.09711	-2.45042	-3.26133	-2.59527	-4.25195	-1.71763	-0.68844	0.78213	0.77175	0.91405	7.96685	9.26848	-0.69902	-6.55101	-6.98683	0.74265	-1.78139	-2.42703	0.84242	-0.84233	1.16388	0.75073	6.81233	3.25012	9.52908	8.25692	-1.43762	-1.73096	1.04379	-3.91542	3.95435	-3.19158	0.19485	0.70925
39	6.14378	1.69094	9.82783	1.43596	-0.77585	1.32465	-3.04784	1.90210	-2.22877	2.88432	0.51680	0.49931	7.88050	6.58539	7.22467	9.86447	8.64191	12.23225	-0.02818	0.75061	0.38713	-5.79127	-3.27747	-5.90523	-3.09333	0.52354	0.81375	7.25100	3.79826	10.87929	6.32267	0.39758	-5.04432	-5.91266	-2.07789	-4.57870	0.16071	0.08800	0.83677	8.04792	3.81656	10.18650	9.64886	0.24652	-0.57981	-2.34361	-2.76348	-0.89091	-4.55537	0.22017	-0.95656	6.55477	7.04896	11.93974	11.22944	-0.38702	-1.00023	-1.98502	-3.32378	-3.40788	-3.32209	0.27138	0.66130	6.67300	5.39772	6.92803	11.30075	9.39079	9.81856	-0.62735	-0.24609	-0.18549	6.59135	2.98153	9.14184	9.20733	-1.59552	-1.17946	-2.10790	-3.30151	-2.60143	-3.87901	-1.36489	-0.09995	0.59615	0.77791	0.80870	7.89358	9.41481	-0.83882	-6.74832	-6.98765	0.82321	-1.90075	-2.31212	0.97092	-0.40339	1.18700	0.84965	6.72014	3.05095	9.56555	8.28833	-1.58359	-1.67546	1.28300	-3.60116	4.47807	-2.78161	0.08685	0.68096
40	6.01358	1.63452	9.83949	1.36961	-0.84842	1.28013	-3.01301	1.93160	-1.85341	2.94481	0.51893	0.51827	7.49909	6.25031	7.06377	9.48493	8.39286	12.12953	-0.31151	0.54885	0.36610	-5.88053	-3.26021	-5.61308	-2.58407	0.65223	0.83904	7.00612	4.15557	10.84743	6.79607	0.22632	-5.05775	-5.72602	-2.02432	-4.21795	0.89740	0.10977	0.77396	7.72833	3.73036	10.01255	9.69671	0.10200	-0.66810	-2.31834	-2.81425	-0.46646	-4.26902	0.24805	-1.02539	6.27018	6.94157	11.92647	11.24323	-0.41316	-1.13620	-1.96442	-3.17729	-3.03740	-2.77548	0.36864	0.65628	6.46629	5.27462	6.94389	11.41258	9.42346	10.00975	-0.64459	-0.28764	-0.26675	6.78949	2.76349	9.39625	8.98289	-1.43952	-1.23470	-1.84245	-3.30908	-2.61865	-3.50257	-0.99689	0.46372	0.44058	0.78693	0.72770	7.77356	9.52013	-0.94905	-6.89053	-6.94751	0.89478	-2.06338	-2.32552	1.02932	-0.08257	1.20349	0.93990	6.65464	2.91955	9.61935	8.37711	-1.65802	-1.59936	1.40562	-3.39872	4.90379	-2.45577	0.02223	0.66477
