	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0002_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_2.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_1.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d	2014_05_30_PC016_BAREFOOT_GAIT0005_3.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
1	0.33533	0.07066	-0.14181	0.03126	0.02386	0.01133	0.50532	0.13547	-0.27958	0.06872	0.02127	0.01679	0.30604	-0.17151	0.00069	0.30954	-0.15784	0.01810	0.25477	-0.10075	0.02068	0.34686	-0.15431	0.02582	0.37543	-0.22342	-0.00080	0.31877	-0.17751	0.04222	0.54460	-0.30399	0.03447	0.54349	-0.29297	0.03323	0.64678	-0.34115	0.03381	0.44672	-0.11864	0.01247	0.61559	-0.34447	0.02625
2	0.34045	0.08071	-0.11064	0.04198	0.04621	0.01434	0.56321	0.12364	-0.26406	0.08296	0.02682	0.02852	0.38743	-0.12352	-0.01324	0.33178	-0.13330	0.03693	0.25876	-0.05719	0.04109	0.35458	-0.12475	0.05595	0.43283	-0.21066	-0.00488	0.28853	-0.15984	0.06593	0.60932	-0.29659	0.05379	0.60122	-0.28308	0.03539	0.68678	-0.32407	0.04547	0.46857	-0.07811	0.03117	0.66166	-0.34645	0.04440
3	0.34404	0.10277	-0.05369	0.05143	0.07461	0.01849	0.60088	0.11099	-0.21474	0.09619	0.01839	0.04067	0.45412	-0.04167	-0.04062	0.35119	-0.07776	0.05766	0.26388	0.01118	0.07211	0.35354	-0.06071	0.09292	0.46574	-0.17939	-0.01747	0.24605	-0.12145	0.09440	0.65558	-0.24762	0.05782	0.64490	-0.23153	0.01225	0.69903	-0.27069	0.04636	0.50554	-0.01972	0.05598	0.68593	-0.31756	0.05198
4	0.36799	0.16927	0.02112	0.05997	0.11184	0.02312	0.60792	0.10043	-0.12346	0.10496	0.00213	0.05185	0.49439	0.07011	-0.06807	0.37037	0.01220	0.08229	0.27188	0.10417	0.11424	0.35225	0.03991	0.13856	0.46474	-0.12421	-0.03502	0.20010	-0.06235	0.12855	0.65254	-0.13745	0.05072	0.67919	-0.13317	-0.02679	0.67318	-0.16916	0.03922	0.64535	0.01167	0.09557	0.68348	-0.24690	0.05273
5	0.32966	0.11030	0.15924	0.09114	0.15860	0.02909	0.58556	0.08997	0.01019	0.11164	-0.01071	0.06174	0.50669	0.20510	-0.08361	0.39414	0.13625	0.11580	0.28673	0.22600	0.16555	0.35520	0.17726	0.19474	0.44953	-0.04616	-0.05062	0.16311	0.01430	0.16841	0.59966	0.03480	0.04524	0.68321	0.01654	-0.06328	0.61851	-0.01917	0.03229	0.44914	0.24236	0.14851	0.65576	-0.12996	0.05570
6	0.36286	0.16275	0.29338	0.10937	0.21550	0.03586	0.56027	0.06974	0.16543	0.11636	-0.01180	0.06973	0.51516	0.32840	-0.08157	0.41636	0.29648	0.16019	0.30391	0.37408	0.22047	0.35742	0.34990	0.25994	0.46062	0.04581	-0.05749	0.14522	0.10429	0.21267	0.54410	0.23953	0.05013	0.65176	0.19479	-0.08305	0.56938	0.16164	0.03238	0.59137	0.34215	0.22426	0.62060	0.02239	0.06878
