Side,Measure,Joint,Axis,Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
L,Angle,Ankle,X,Apparent Equinus,0.5708294249441258,0.5715573753932798,0.5739568557390519,0.5779331365929629,0.5834399252592088,0.5905178180754942,0.5991523151545818,0.6090994544708052,0.6197890151768972,0.6303948615624053,0.6401097305610918,0.6484295537787714,0.655263583500544,0.660843502686025,0.6655176894527811,0.6695548388590882,0.6730489688440818,0.6759430978725943,0.6781225741424713,0.6795075707167688,0.6801058939963087,0.6800206064261122,0.6794177596722574,0.6784769586024181,0.6773521753888498,0.676149477785165,0.6749329647512594,0.673750296919872,0.6726535402913588,0.6717055680564118,0.670973239354105,0.6705074303239354,0.6703188545991237,0.6703688066483662,0.6705865764679797,0.6709033763720865,0.6712772099639566,0.6716946875837401,0.6721482571203204,0.6726061223452885,0.6730048137940133,0.6732683689513926,0.6733296302971086,0.6731359653583493,0.6726425961851921,0.6718069110535605,0.6705852157371409,0.6689292696956439,0.6667848849165429,0.6640867933424113,0.6607445671357449,0.6566324260831478,0.6516035371775191,0.6455086683923578,0.6381978889540912,0.6295064300039296,0.6192428615922185,0.6071997754109414,0.5931898952753747,0.5771264137396773,0.5591686889835118,0.5398969006793075,0.5204184398217381,0.5022860359922372,0.4871879638568803,0.47650865718162616,0.4709507639792699,0.4703893577756278,0.47400663029847706,0.48060701260548555,0.4889582247239243,0.49804554813456986,0.5071803466515075,0.5159922266778474,0.5243732165848926,0.5324056744814658,0.5402601268973439,0.548090743256403,0.5559644736899503,0.563817502352181,0.5714480344841385,0.5785460661412642,0.5847610094992926,0.5897996439784859,0.5935077890404807,0.5959036386129252,0.5971546604208998,0.5975067309910934,0.5971966441153582,0.5963782635080924,0.5950824740097221,0.5932291631264682,0.5906932815140974,0.5873921783008553,0.5833545256891758,0.5787511881625409,0.5739013431483055,0.5692528566188542,0.5653288141009256,0.5626480292496301,0.5616537648074281
L,Angle,Ankle,X,Crouch Gait,0.7669329678277201,0.768669242089699,0.7721758848438883,0.777560509730599,0.784277347979188,0.7920211845458744,0.8008090517849165,0.8104217020500146,0.8201704052644363,0.8293849033521568,0.8378368119734829,0.8456195338379838,0.8528388057648032,0.8595033834466946,0.8655861486982257,0.8710902192780965,0.8760481847029606,0.8804873299169729,0.8844217414017409,0.8878616367424932,0.8908200405768422,0.8933230031202252,0.8954176171605346,0.897167865037145,0.8986450804667983,0.8999304356312512,0.9010810055020413,0.9021828609390595,0.9033165049992695,0.9044347184312505,0.90557373382883,0.9067868567738615,0.9081194793890517,0.9095469569581413,0.9109905480083378,0.912388743321122,0.9137328230877277,0.9150432746239,0.9163300606489256,0.9175746180174527,0.9187387972019769,0.9197847017506349,0.9206778003388584,0.9213732880971237,0.9218149431437944,0.9219523699879836,0.9217541999382937,0.9211937743591313,0.9202181507833131,0.918747293856288,0.9166970659667297,0.9139866876861854,0.9105145288050335,0.9061332842961575,0.9006670354723632,0.8939525996678882,0.885863176655427,0.8763346490240118,0.8654141980560449,0.8533091394509916,0.8403915600981537,0.827152487044966,0.8141443575013084,0.801931721933997,0.7910443475983033,0.7819344831187925,0.7749248291224801,0.7701565326988385,0.7675824102344193,0.7670056595653159,0.7681247522743242,0.7705840292279919,0.7740171892331043,0.7780499076275003,0.7823151791908072,0.7865073792849224,0.7904126827183027,0.7939116979720856,0.7969877849946961,0.7996943086964066,0.8020859289848379,0.8041771687953221,0.805909814487663,0.8071383256953126,0.8077268349223206,0.8076477849816983,0.8069263574464939,0.8055509887263529,0.8034721759798764,0.8006363485143566,0.7970303722840199,0.7927555879031212,0.7880367743498762,0.7831659818023026,0.7784674751291473,0.7742725786087025,0.7708551586934498,0.7683744584321877,0.7668614797942463,0.7662997913116399,0.7667963700736413
L,Angle,Ankle,X,Jump Gait,0.49959222225410216,0.5096466553740574,0.5216880226815069,0.5322715492746498,0.5409401748820507,0.5481955519747027,0.5554881617906291,0.5641272379816094,0.5740620437626504,0.5841553729154122,0.5927962490508395,0.5988374064680713,0.6023152562895451,0.6039962078477323,0.6046057556401544,0.6043863702137381,0.6032634485913464,0.6015096638162893,0.5985645074912486,0.5947427226887266,0.590303710683106,0.5854684421076503,0.5804025700254566,0.5752901040489163,0.5703022212595289,0.5654978982755555,0.5609531269942438,0.5565972106475147,0.5528704391048135,0.5499928151799504,0.5477389735305539,0.5462245135197369,0.5453221688375441,0.545077392201362,0.5453643938181646,0.5460611851758932,0.5469606989940236,0.5479198267465335,0.5489088903535769,0.5499145188056584,0.5506334771742959,0.5512905199976631,0.5516648608824315,0.5517689218725603,0.5515493058999156,0.5507947801328,0.5492470784279988,0.5469792717139942,0.5436207999656405,0.5388827437959055,0.5324603795782251,0.5240096620742054,0.5133525148780643,0.500341808563795,0.4850546516641655,0.4675282279539214,0.447931324142478,0.42684779308977927,0.408135525341078,0.3836666516336911,0.36852005833962453,0.35214512719023144,0.3347491420845497,0.3266173723898994,0.32321215600543424,0.3241886474089414,0.3287825061829963,0.33598742383579766,0.3446845109752016,0.3538424181973481,0.3627318919547303,0.3710123428288482,0.3788107246741327,0.3862907456893439,0.39346542116744804,0.4007145955007038,0.40838311188257453,0.41737359193734225,0.4277582036655449,0.43831852695412593,0.44840147364468513,0.4576286705774221,0.465909217825954,0.474962752632472,0.48517355847894017,0.49471874937409244,0.5021929897605892,0.5076733665406962,0.5118115296011209,0.5147592724506315,0.5163040760711123,0.5163611943470473,0.5148583623212971,0.5119818764385392,0.5082640223952929,0.5036410341858837,0.49872713994196005,0.49449721142155534,0.4920900785190117,0.4929090853523356,0.4984309164760195
L,Angle,Ankle,X,Normal,0.6183275962280955,0.6116831626954936,0.6033011402487006,0.5940359362785187,0.5853976307206876,0.5790634687927912,0.5762673129040151,0.5774100131707599,0.5820087349468123,0.5892643721555577,0.5982370765448837,0.60815065526979,0.6285708006822684,0.6378268391562338,0.6400806280271256,0.649100703654193,0.6572761945614211,0.6645237965582613,0.6708486235806961,0.676314050342615,0.6810079726359646,0.6850184523513532,0.6884244762166624,0.6912990431760118,0.6937168862485219,0.6957608669909362,0.6975245747211776,0.6991110551640788,0.7006262633777646,0.7021673619174259,0.703809792266864,0.7055974960272721,0.707540155141375,0.7096188197641411,0.7117950766855133,0.714017262606174,0.7162222583535798,0.7183376210329817,0.7202859916030712,0.721990979507419,0.7233825026646915,0.7243991522848475,0.7249860776215116,0.72508855768796,0.7246427230594417,0.7235662865689487,0.7217494393116073,0.7190452432141572,0.715259528433564,0.7101413714861495,0.7033772175279236,0.6945926133284911,0.6833677574047489,0.6692747447106434,0.651944231997171,0.6311644473864464,0.607004519463817,0.5799416903347028,0.5509541444241475,0.5215273889318945,0.493530636288786,0.46895846302283983,0.449592109601805,0.43668196855213176,0.43075659747315753,0.43161029336761997,0.4384425670932826,0.45007568723651287,0.46517947245029,0.48245772314258395,0.50077711058465,0.519237477492276,0.5371883783697836,0.5542042212096286,0.5700349454715796,0.5845522085519541,0.5977053759116993,0.6094910021659987,0.6199309812594045,0.636486565684279,0.6352145708921079,0.6416477531742758,0.646934112354826,0.6509714374474349,0.6536460670308459,0.65508392274407,0.6552994378818096,0.6543735676572245,0.6524391324845223,0.6497092471727848,0.6464365096639171,0.6428950194213187,0.639345557554243,0.6361021812492594,0.633279756621917,0.630932500677863,0.6289096016160681,0.6270888706889876,0.6250616880063611,0.6222460944252731,0.6183016756541723
L,Angle,Ankle,X,True Equinus,0.49264142514445824,0.5040424945038504,0.5203781958926798,0.539964402211337,0.5605065540235349,0.5800904669043176,0.597555872623198,0.6122209177446686,0.6236599753051132,0.6317583562138821,0.6367367595809704,0.6390369066060506,0.6391763383048683,0.6376406123077818,0.6348292220348647,0.6310500873665411,0.6265400506869586,0.6214854257272834,0.6160357591334046,0.6103090164125644,0.6043846193969548,0.5983019310337133,0.5920792984899592,0.5857579515192665,0.5794381230501747,0.5733035811992441,0.567632675135853,0.5626889323655128,0.55871835149107,0.5558603563518122,0.5541179220151532,0.5533601686232311,0.5533616062455607,0.5538665427911507,0.5546491850994243,0.5555401236099667,0.5564265544446445,0.5572434491914832,0.5579601359318834,0.5585680305134865,0.5590681267302622,0.5594595910689227,0.5597337844947471,0.559877400150818,0.5598687936962018,0.5596628508883368,0.5591723893811653,0.5582614524631652,0.5567550120172355,0.5544621315647574,0.5512015937091125,0.5468197229982228,0.5411953160669757,0.5342336151910553,0.5258597369133268,0.5160337701347804,0.5047930718085346,0.4923076899978894,0.4789289915977292,0.4652106447283318,0.45187814794013903,0.4397693079067248,0.4294862711386909,0.4217048966680787,0.41687599003550174,0.41507605564229455,0.41628870394901557,0.42026339992585005,0.4265571583322225,0.43458101644897895,0.44369029359857975,0.4532632677997528,0.46277112014786637,0.4718020796957254,0.480180839749536,0.48786774111831804,0.4946210064388659,0.5012282890411484,0.5076226251205954,0.5136449011017675,0.5189941480864633,0.5235653473638142,0.5272235410544283,0.5302635985234229,0.5324659638530276,0.5333798086629674,0.5334597560760713,0.5327257968417928,0.5312174948291141,0.529022901164504,0.5262104951984126,0.5227723210035186,0.5192058677836081,0.5146932250314927,0.5106834279883239,0.5045648933140341,0.49869066401758116,0.4937919770471399,0.49127814591251445,0.49305003514970136,0.5003671171925109
L,Angle,Ankle,Y,Apparent Equinus,0.5037759221969504,0.5069273080500322,0.5092384119616288,0.5109979411376648,0.5126052798708506,0.5143694811921988,0.5163942919996336,0.5185957978066981,0.5208061485669244,0.5228919918863535,0.5248112563258748,0.5265898460029157,0.5282707353461843,0.5298838563697599,0.5314454046290066,0.5329688841226212,0.5344692516227076,0.5359560458824184,0.5374255546202262,0.5388610356701959,0.5402420874721636,0.541558054781423,0.5428126237613129,0.5440164536434279,0.5451777945208695,0.5462982085217046,0.5473722727450778,0.5483892448856534,0.5493350233996264,0.55019230217973,0.5509402415962387,0.5515565312643388,0.5520229733155462,0.552328363046806,0.5524664608146445,0.5524337315506664,0.5522290065269408,0.551853757068111,0.5513113175962983,0.5506081043171883,0.5497553572462782,0.5487672216204179,0.5476575882478687,0.5464402198682651,0.5451307655891301,0.5437468897681541,0.5423068431611199,0.5408279837048466,0.5393279700614696,0.5378308470750969,0.5363775089949403,0.5350339613663522,0.5338907731184133,0.5330521660769882,0.5326208507930463,0.5326828386937463,0.533293622468615,0.5344677471011136,0.5361779200601822,0.5383625235748449,0.5409252882788961,0.5437171207283193,0.5465101059581191,0.5489934185618636,0.5508187203350434,0.5516802453142939,0.5513778912326013,0.5498332705702947,0.5470859371683471,0.5432996244886432,0.538753192203497,0.5337877148131153,0.5287273400344152,0.5238092520230531,0.5191468221888943,0.5147427193063852,0.5105342706249927,0.5064391919702596,0.5023952214852796,0.49839785008035004,0.49452113885003146,0.490897174554548,0.4876657009771968,0.48493192641400656,0.48275119481914763,0.48113359033586767,0.4800564072264558,0.47947708171173525,0.47934699986831375,0.47962430392176664,0.4802859822017027,0.48133868394338114,0.48282271553334993,0.4848008230320737,0.4873305834581949,0.4904269279538186,0.4940236222563677,0.49794850120400935,0.5019267601156515,0.5056237263765198,0.5087209708512334
L,Angle,Ankle,Y,Crouch Gait,0.40528016920641713,0.40971679856587134,0.413362800761256,0.4160525236260915,0.41789837755737963,0.41904924972175084,0.41967271570226816,0.4199233883066198,0.419959723180658,0.4199554169612078,0.420070406821621,0.4204170745042529,0.4210552607088983,0.42199723183762583,0.4232166347592643,0.42466189701153245,0.4262701059539269,0.4279797653039596,0.4297412523177142,0.4315237440945109,0.4333151542637512,0.435115591445028,0.43693134569593994,0.43876893527113026,0.44062926431159344,0.44251124263288977,0.4443226432143727,0.4460757574163259,0.44784833014679726,0.4494216861077525,0.4507820842789324,0.4518876606986894,0.4527088450455044,0.4532195752456823,0.4533964298828928,0.4532172185190467,0.4526581658312654,0.4516938080614956,0.45030180247801815,0.44847125585927866,0.44621096531322535,0.4435560513371447,0.4405716656922625,0.43735244264105444,0.4340163377114236,0.4306909958185324,0.42749412416407623,0.4245175611419839,0.42182091797472265,0.4194328132127223,0.4173578756304651,0.41558592171963427,0.414101596860497,0.4128951732897595,0.4119743475199094,0.41137204278903083,0.4111437076346229,0.4113506702229348,0.41203824040927817,0.4132181151391823,0.4148598045916063,0.416886403915576,0.4191696339090425,0.4215290384194149,0.4237422011960261,0.42556158006420425,0.42673520867666354,0.4270373126509256,0.42629232014621393,0.4243694261634782,0.421178030423512,0.41670767242903106,0.4110674343541932,0.4044694288219268,0.3971910848195549,0.389546694415203,0.38184064705366727,0.37429494874661784,0.36699440885400075,0.35990457458420777,0.3529713615695933,0.3462351666892722,0.33988997726814923,0.3342499605913882,0.3296510656247389,0.3263853410214605,0.324673415379175,0.3246445845727646,0.3263244843741637,0.3296388795024135,0.334435934808823,0.3405071929918025,0.3475960958403518,0.3554014995080245,0.36359062284171356,0.37182530972469885,0.3797964631491881,0.38725805663322677,0.394048753724,0.4000688820234147,0.40526836297762503
L,Angle,Ankle,Y,Jump Gait,0.49207629036210404,0.4962215058937249,0.4999094874080967,0.5032382976715801,0.5060836177635435,0.5084771535299202,0.5105621231647393,0.5125675064712881,0.5143190982266431,0.516110619442126,0.5179978893605656,0.5198227597605296,0.5217430576422725,0.5237891011893663,0.5258990143184208,0.5279546462296654,0.5297648693675573,0.5315000960868101,0.533027828006712,0.5344211785221175,0.5357024747573482,0.5368785415362065,0.5379583698296172,0.5389454403839393,0.5398412910451891,0.5406422438055208,0.5413867347911657,0.5420035988777072,0.5425413441922429,0.5430602587319252,0.5433694208843514,0.5434814174061718,0.5435172510949026,0.5434536128148638,0.543244396303413,0.5428863123774109,0.5423869229061876,0.5417955261368073,0.5410933083593847,0.5402670223552618,0.5393818352406679,0.5383444814445377,0.5371809953362223,0.5359701348471827,0.5347562197288159,0.5334296475669532,0.5320218501238502,0.530674796032115,0.5294280358320108,0.5283110710648414,0.5273946148422005,0.5267878935522767,0.5265932599810946,0.5268525794483333,0.5276434922195311,0.5290802062812653,0.5311823217639884,0.5338693740007375,0.5637339628984402,0.5394028538220262,0.5689340320230181,0.5701335981284179,0.5624468961083757,0.5553418248030888,0.5934498002264723,0.6071689218532443,0.5901787329229885,0.5705920979367075,0.5651887938107417,0.5551043311319769,0.5542601173344618,0.5131067358712231,0.48195489846541056,0.4804561000799387,0.4713782756863757,0.46399422326597695,0.45567642440898154,0.44733548873668566,0.4389267399233893,0.4309539614608181,0.4238690300401911,0.4179308659516912,0.41327915941598686,0.4096746614271057,0.40694731999353667,0.4052583142182865,0.4047141119612845,0.4051366943670304,0.40630762277056265,0.4082273857610175,0.411162340523866,0.4154828143838582,0.42165824522712575,0.42965413437053546,0.4381865517263006,0.44690974349419993,0.45501135987194746,0.4621295784226254,0.46827283267147185,0.4734645905896406,0.47771104577610984
L,Angle,Ankle,Y,Normal,0.4004012479707103,0.40140666649462703,0.4042662904580075,0.40766296364547644,0.4114824655321281,0.4155170223580701,0.4194855506069488,0.4230944164497665,0.42620511365309793,0.42852754406817045,0.43148868909623594,0.4330621686987989,0.43938432835944463,0.440082402505472,0.436000559194872,0.4361390802670757,0.4360897582284807,0.43619081944084714,0.4350921960289109,0.43438347157792184,0.4342875105665111,0.43397471421142636,0.43362845557396457,0.43322995506055756,0.43255297403157383,0.43255478262020014,0.4340640315233214,0.43419647633798514,0.4341597868600967,0.43358976103104757,0.43327950708125035,0.4318446102320738,0.4305799075016233,0.42922152107303746,0.42786765267555715,0.42648723642582703,0.4251796776538246,0.42371684811971344,0.42285460172472356,0.4249478643371387,0.42711221924303117,0.4271204472411814,0.4262958522958393,0.4261794239935774,0.42632032997455094,0.42690174016356947,0.427872595132893,0.4292097632093465,0.4308422922102878,0.4326775858866679,0.4358319103501452,0.4377346109036307,0.4395020552615628,0.44103475516296553,0.4422556890787354,0.44311403918189785,0.4435971189948257,0.4437075758527101,0.44353079467437717,0.44295807738293846,0.4423854896489312,0.4407448081969575,0.4356575551598626,0.4334025158842098,0.43034574299199724,0.42639930973503437,0.4218245840635842,0.416799874344822,0.4116688294240137,0.40673110189265904,0.40223814101409444,0.39834136627595146,0.395091595894342,0.3924418396348448,0.39030609088410645,0.3884721731009544,0.38707913009547357,0.3848073969759845,0.38140534382118,0.3841282974951419,0.3735916800015859,0.3721522318023944,0.37091048778136587,0.36979362048660785,0.36990858884684635,0.3684543782294748,0.3690339865911278,0.36951877710908215,0.37192410442255147,0.37507133862809783,0.37879478101365766,0.3828430021132548,0.3870344300372616,0.39119220038060226,0.394946543074509,0.39819460591672395,0.40089622645763884,0.40310706311806266,0.40500944220813223,0.40667714400288146,0.40848122880934623
L,Angle,Ankle,Y,True Equinus,0.48070199426512167,0.4856706111797933,0.48915300259289846,0.49130652647165113,0.49254623217197624,0.49329063079198865,0.49384128421860507,0.4943838311736814,0.4950135954514136,0.49576530030932126,0.4966352915320622,0.4975908146284171,0.4985820315374469,0.49956011695336405,0.5004898922345998,0.5013532853559626,0.5021467737141866,0.5028758049573147,0.5035480214016828,0.5041659703070661,0.5047226948497459,0.5052030077747716,0.5055957873918059,0.5058705007731478,0.5060738966536295,0.5062134724017746,0.506426648120125,0.5066106723676932,0.5067601989912301,0.5068372101799823,0.5068027146592384,0.506638021768872,0.5063547916407377,0.5059921421942852,0.5056052981431681,0.5052480763859056,0.5049548689794127,0.5047320656206339,0.504560732473644,0.5044059970817866,0.504228826775869,0.5039962323915237,0.5036881241798937,0.5033007167610685,0.5028463811779691,0.5023497690750887,0.5018425290173482,0.5013566914729192,0.5009185495453093,0.5005447589419254,0.5002426603587719,0.5000150290609041,0.49986631001014176,0.49981135272721516,0.499882770335595,0.5001323869810762,0.5006258688556267,0.5014306869953663,0.5025966861291019,0.5041303236617249,0.5059652186416337,0.5079333525234272,0.509747051067417,0.5110094935706386,0.5112655542405248,0.5100931888592591,0.5072191075681619,0.502620303090556,0.4965706121397873,0.48960681790330146,0.4824099669172976,0.4756279977402569,0.46971133455714104,0.4648361746126675,0.4609197141756954,0.4577172003852155,0.4549208553351865,0.4521809179412209,0.44937652678846884,0.44649093648893806,0.4435492075303488,0.4407134924349137,0.43819937236550194,0.4361659774654027,0.4348429839198791,0.4344451678698206,0.4349644358661673,0.4364107901134684,0.43873179346959335,0.44182343722008105,0.445540945395867,0.44977195269877907,0.4539181920688306,0.4586164638611237,0.4633512019989971,0.4691761237782392,0.47527171082701875,0.4816246628074885,0.48796537325382666,0.4938110333103891,0.49867722188478436
