	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d
7	11.92992	2.20673	-20.35591	0.84068	7.58492	1.38532	-12.68898	1.23016	-8.98381	2.61890	-2.97112	1.67363	-4.82785	0.96983	-4.98541	3.04273	2.77767	1.89448	2.73111	1.71212	12.99402	-19.10942	6.51836	-13.46822	-6.69726	-0.20750	-4.99666	-6.01891	-3.43315	1.34500	-3.95167	0.81772	-0.14932	4.60198	8.01754	12.46046	-20.44482	-20.83412	9.13546	8.48411	-14.17317	-13.23685	-13.47958	-9.33442	-1.43602	-4.78504	-3.58610	0.55941	4.13301	1.21435	-5.06431	-1.50014	-6.59401	-4.62209	-3.66094	-9.15875	3.26060	5.13036	11.07197	-21.35864	7.52906	-12.15003	-9.65212	-3.03726	-2.76903	-4.41546	-5.12420	-7.48653	-6.88466	4.60997	3.73294	2.89064	12.55619	14.47934	-20.77976	-19.60872	8.39798	5.44457	-12.44277	-10.66285	-8.60926	-6.13020	-3.61517	-4.11402	-4.12449	-4.33326	-5.11623	-6.36884	3.16747	3.86987	3.35932	0.18735
8	12.06336	2.19816	-21.49469	0.66286	8.30517	1.18992	-12.58221	1.25461	-8.86039	2.63471	-2.96644	1.66844	-6.24904	0.68739	-3.92336	2.73333	2.54138	1.85107	3.18885	1.58162	13.22473	-20.59128	7.67274	-13.51468	-6.51722	0.03108	-4.86376	-6.66912	-5.37161	1.72775	-2.77194	0.72602	-0.24631	4.93736	8.19414	12.74418	-21.48773	-21.74340	9.44400	8.90142	-13.77911	-13.14025	-13.40181	-9.23807	-1.63410	-5.67044	-2.69189	0.18389	4.35314	1.67868	-5.03428	-1.61091	-7.70723	-6.04843	-2.66274	-7.78981	2.90665	4.65389	11.17101	-22.56634	8.26349	-12.13466	-9.57285	-2.97807	-2.84616	-6.41697	-6.43255	-5.71351	-5.10758	4.19960	2.76292	3.21558	12.44632	14.59977	-21.49758	-21.08184	9.26840	6.28093	-12.59096	-10.33357	-8.34239	-6.09001	-3.64733	-4.11447	-6.19299	-5.73201	-4.50397	-5.79653	3.79541	3.89038	4.02207	0.92628
9	11.97574	2.20261	-22.12855	0.61467	9.41947	0.94238	-13.00475	1.26032	-8.53762	2.66316	-3.17032	1.71702	-7.18668	0.66160	-2.43956	2.16968	1.75080	1.71616	3.58676	1.44124	13.21843	-21.67926	9.14530	-13.91992	-6.14321	0.16364	-4.95969	-6.85355	-6.67932	1.83540	-1.21561	0.48534	-0.94522	5.22287	8.16690	12.79384	-22.11291	-22.11200	10.21872	9.61330	-13.88109	-13.52432	-13.11224	-8.97822	-2.04854	-6.15075	-1.51981	-0.50127	4.48001	2.06817	-5.27127	-1.90872	-8.29362	-7.15804	-1.39960	-5.70840	2.15084	3.46990	11.01933	-23.22184	9.48546	-12.80443	-9.32175	-3.11409	-3.09423	-7.69935	-6.92031	-3.56126	-3.45243	3.07775	1.47849	3.46350	12.11045	14.54551	-21.43261	-22.21269	10.32637	7.72771	-13.32755	-10.57119	-7.88303	-5.78730	-3.95550	-4.34445	-7.87971	-7.04544	-2.80458	-4.12973	3.42814	3.11324	4.59145	1.69457
10	11.65205	2.22128	-22.03995	0.87959	10.46707	0.65087	-13.73893	1.19654	-8.05001	2.71017	-3.56775	1.81412	-7.23937	0.89844	-1.28854	1.60691	0.76601	1.52121	3.88891	1.31240	12.96778	-22.12471	10.47391	-14.46058	-5.57555	0.16733	-5.27145	-6.44393	-6.92704	1.53841	-0.05187	0.12585	-1.89460	5.42157	7.90611	12.58004	-22.06923	-21.74427	11.05430	10.19635	-14.36424	-14.19991	-12.64758	-8.60339	-2.67241	-5.90042	-0.74517	-1.17401	4.49286	2.32669	-5.75050	-2.36205	-8.04111	-7.49461	-0.52282	-3.87387	1.32409	2.08766	10.62315	-23.13239	10.62415	-13.79584	-8.92796	-3.42443	-3.47421	-7.75206	-6.28646	-2.01420	-2.66090	1.73228	0.33766	3.60466	11.54209	14.29312	-20.54419	-22.62493	11.11001	9.34370	-14.27147	-11.34155	-7.29024	-5.25534	-4.52823	-4.79381	-8.59099	-7.71767	-0.95384	-2.31259	2.40107	1.95412	5.03513	2.45257
11	11.10454	2.25298	-21.24588	1.19975	11.10989	0.48369	-14.46339	1.01991	-7.43328	2.77675	-4.11305	1.94667	-6.30250	1.17775	-0.90633	1.32583	-0.08893	1.32406	4.05881	1.22503	12.49179	-21.84626	11.33344	-14.89904	-4.82608	0.04392	-5.75669	-5.34701	-6.04165	0.72351	0.27611	-0.26792	-2.74090	5.48813	7.40970	12.10570	-21.30256	-20.71852	11.56728	10.36747	-14.93405	-14.84892	-12.04325	-8.15362	-3.47465	-4.83756	-0.69996	-1.59873	4.36936	2.39877	-6.40832	-2.91402	-6.89260	-6.89317	-0.35925	-2.88096	0.69036	0.92400	10.01513	-22.36690	11.31379	-14.68429	-8.41281	-3.85647	-3.92897	-6.53369	-4.64889	-1.52994	-2.88061	0.56480	-0.41097	3.61421	10.76231	13.84262	-19.11779	-22.12328	11.43093	10.64644	-15.02005	-12.39398	-6.62341	-4.54051	-5.30792	-5.41430	-8.09024	-7.43771	0.29473	-1.10059	1.19131	0.84770	5.32382	3.15857
12	10.37191	2.29405	-20.00266	1.33429	11.29378	0.56322	-14.93111	0.75926	-6.72997	2.85912	-4.73960	2.09920	-4.60949	1.38094	-1.30317	1.38482	-0.60902	1.18849	4.06609	1.21091	11.83294	-20.95683	11.66426	-15.09989	-3.93279	-0.17925	-6.35397	-3.63887	-4.31376	-0.51920	-0.21916	-0.63825	-3.25803	5.36944	6.70580	11.40756	-20.01517	-19.40423	11.63649	10.17173	-15.31970	-15.22748	-11.33964	-7.66471	-4.40208	-3.20306	-1.26897	-1.68277	4.09479	2.24476	-7.15349	-3.49544	-5.08432	-5.52562	-0.87312	-2.85277	0.41128	0.22872	9.24911	-21.20276	11.52526	-15.20084	-7.79570	-4.34127	-4.39481	-4.42630	-2.46641	-2.03076	-3.82640	-0.17750	-0.68674	3.47284	9.81833	13.21773	-17.64325	-20.79376	11.42150	11.34347	-15.34692	-13.39182	-5.94619	-3.70082	-6.20576	-6.13032	-6.56836	-6.25873	0.64600	-0.78412	0.22387	0.09824	5.43706	3.77768
13	9.51550	2.33894	-18.70219	1.21677	11.21665	0.64044	-15.05477	0.49274	-5.99424	2.95075	-5.37099	2.25742	-2.63651	1.44925	-2.18326	1.52997	-0.72317	1.14017	3.89007	1.29063	11.05203	-19.72399	11.63445	-15.05377	-2.96431	-0.45517	-6.99226	-1.62020	-2.27191	-1.89073	-1.21409	-0.95860	-3.35724	5.01059	5.85018	10.55312	-18.59661	-18.30041	11.43695	9.92059	-15.40640	-15.26979	-10.59055	-7.17256	-5.38511	-1.47842	-2.04125	-1.46685	3.66667	1.84890	-7.88278	-4.03699	-3.07135	-3.81642	-1.75572	-3.54709	0.50161	0.07487	8.39520	-20.00167	11.47278	-15.28714	-7.10674	-4.80570	-4.80944	-2.05259	-0.35652	-3.12560	-5.03774	-0.40294	-0.52085	3.16573	8.77994	12.46254	-16.60105	-18.98945	11.38925	11.44588	-15.23530	-14.07624	-5.32322	-2.80806	-7.11863	-6.85281	-4.52410	-4.53706	0.20945	-1.24655	-0.22476	-0.15377	5.36587	4.28266
14	8.61236	2.38167	-17.71115	0.98996	11.17847	0.60725	-14.89378	0.30742	-5.28628	3.04425	-5.93184	2.41008	-0.92818	1.38677	-3.12800	1.59703	-0.47945	1.16192	3.51696	1.46275	10.22243	-18.48867	11.51776	-14.83469	-2.00850	-0.72557	-7.59908	0.26418	-0.49137	-3.03286	-2.27396	-1.20091	-3.06448	4.36036	4.92074	9.63130	-17.46390	-17.78150	11.29364	9.97338	-15.23632	-15.06958	-9.86032	-6.70788	-6.34613	-0.19557	-2.54482	-1.07433	3.08915	1.21875	-8.49776	-4.47839	-1.36727	-2.29666	-2.58524	-4.51968	0.83511	0.37959	7.53240	-19.06820	11.44362	-15.04798	-6.39379	-5.18152	-5.11954	-0.05170	1.13729	-4.32590	-6.06347	-0.16480	-0.03507	2.67592	7.72897	11.63831	-16.24669	-17.21794	11.61487	11.22754	-14.82039	-14.35375	-4.80670	-1.94051	-7.94508	-7.49350	-2.56629	-2.78627	-0.66438	-2.14171	-0.07232	0.08214	5.10850	4.64906
15	7.74451	2.41758	-17.22448	0.95341	11.41174	0.56841	-14.58815	0.26576	-4.65858	3.13282	-6.35845	2.55007	0.09705	1.27148	-3.76180	1.60775	-0.00511	1.23299	2.93441	1.71105	9.42293	-17.55087	11.56070	-14.54187	-1.14831	-0.92963	-8.11019	1.58336	0.60362	-3.67338	-3.00732	-1.33191	-2.49825	3.37391	4.00756	8.73672	-16.88374	-17.91035	11.48520	10.52133	-14.94027	-14.79636	-9.21013	-6.28747	-7.20974	0.27527	-2.44924	-0.63632	2.36264	0.37814	-8.91953	-4.77511	-0.35416	-1.41427	-3.01462	-5.31396	1.23262	0.97195	6.73761	-18.53652	11.64177	-14.66908	-5.71782	-5.41396	-5.28823	1.13315	1.73413	-5.20791	-6.57935	0.37243	0.58927	1.97645	6.74469	10.81754	-16.51833	-15.94705	12.19915	11.06231	-14.29860	-14.28274	-4.42245	-1.16529	-8.60079	-7.97885	-1.19839	-1.48929	-1.55077	-3.05968	0.57376	0.68048	4.66380	4.85153
16	6.98645	2.44432	-17.21517	1.11533	11.97513	0.62630	-14.28064	0.32054	-4.14310	3.21120	-6.60727	2.67485	0.27917	1.19996	-3.86499	1.65709	0.54496	1.34095	2.12695	2.02161	8.72920	-17.06269	11.88487	-14.26069	-0.43793	-1.01233	-8.47966	2.06847	0.85616	-3.69108	-3.16153	-1.33632	-1.83556	2.01396	3.19907	7.95306	-16.87315	-18.45201	12.09876	11.49459	-14.65654	-14.59538	-8.68261	-5.91158	-7.91274	-0.14341	-1.67085	-0.23744	1.47417	-0.64723	-9.09767	-4.90235	-0.15764	-1.36434	-2.90247	-5.62915	1.56021	1.67009	6.07297	-18.35250	12.09992	-14.32448	-5.13717	-5.46863	-5.29968	1.36797	1.46532	-5.51706	-6.45286	0.99253	1.16595	1.03057	5.89173	10.07269	-17.13839	-15.41229	13.04169	11.23097	-13.83464	-14.01210	-4.16661	-0.52270	-9.03067	-8.26173	-0.65681	-0.92320	-2.09815	-3.66178	1.47544	1.44973	4.02695	4.86329
17	6.39470	2.46164	-17.50250	1.21257	12.75449	0.69920	-14.05687	0.40173	-3.74667	3.27677	-6.65929	2.78556	-0.26900	1.19400	-3.41436	1.78448	1.03307	1.46087	1.07724	2.38997	8.20461	-17.00048	12.46562	-14.04796	0.10821	-0.93281	-8.68590	1.69239	0.36602	-3.11748	-2.66445	-1.23642	-1.25503	0.25982	2.56771	7.34186	-17.23708	-19.05610	12.99915	12.62200	-14.46791	-14.51224	-8.29345	-5.56810	-8.41134	-1.24187	-0.36405	0.08961	0.39358	-1.84231	-9.01262	-4.85570	-0.64709	-2.03774	-2.33546	-5.39379	1.77380	2.32374	5.57741	-18.36221	12.69669	-14.10072	-4.68992	-5.33512	-5.15885	0.80774	0.59640	-5.20802	-5.74807	1.49759	1.55755	-0.19475	5.21333	9.46325	-17.80253	-15.55663	13.93302	11.81044	-13.50029	-13.71213	-4.01479	-0.02196	-9.21442	-8.32683	-0.87335	-1.08350	-2.13002	-3.76789	2.35954	2.18725	3.18876	4.65830
18	6.00106	2.47090	-17.87157	1.13711	13.54794	0.68403	-13.92459	0.47342	-3.45484	3.32997	-6.51906	2.88543	-1.24974	1.19742	-2.55710	1.94116	1.37098	1.55615	-0.21912	2.80808	7.89203	-17.22536	13.18378	-13.93036	0.51027	-0.66997	-8.73011	0.65739	-0.60842	-2.11051	-1.62456	-1.08719	-0.86906	-1.86369	2.15873	6.93565	-17.70140	-19.45304	13.91749	13.58654	-14.37786	-14.48225	-8.03200	-5.23909	-8.68473	-2.63288	1.16443	0.34008	-0.91107	-3.19269	-8.67342	-4.64865	-1.53538	-3.10853	-1.54417	-4.73749	1.89534	2.83067	5.26499	-18.42269	13.25241	-13.97853	-4.38432	-5.02521	-4.88747	-0.21218	-0.50352	-4.42248	-4.68109	1.76588	1.71046	-1.69976	4.72853	9.02643	-18.29685	-16.13006	14.66108	12.68633	-13.27066	-13.50791	-3.93588	0.35199	-9.16430	-8.18765	-1.56496	-1.73923	-1.67657	-3.38146	3.01916	2.73349	2.13892	4.21354
19	5.81012	2.47527	-18.16116	0.91658	14.16923	0.57894	-13.83688	0.50957	-3.24069	3.37325	-6.20976	2.97845	-2.31101	1.16106	-1.54279	2.06824	1.53719	1.60428	-1.72753	3.23943	7.80881	-17.56724	13.89821	-13.90792	0.80783	-0.22413	-8.62912	-0.69037	-1.76085	-0.91637	-0.29157	-0.95027	-0.68447	-4.24939	1.98426	6.73514	-18.04444	-19.53705	14.59334	14.17150	-14.33001	-14.39237	-7.86824	-4.90656	-8.73523	-3.90413	2.56980	0.51993	-2.43509	-4.65025	-8.11228	-4.30778	-2.50887	-4.19065	-0.77460	-3.90477	1.95792	3.14711	5.12663	-18.44711	13.62026	-13.87840	-4.20157	-4.56640	-4.51818	-1.31496	-1.48428	-3.42065	-3.55042	1.78115	1.66587	-3.41791	4.43236	8.77354	-18.52429	-16.84681	15.08843	13.64362	-13.07514	-13.43742	-3.90195	0.62632	-8.91688	-7.87789	-2.37937	-2.56559	-0.93419	-2.66230	3.37938	3.01810	0.87902	3.50844
20	5.80100	2.47996	-18.29237	0.62757	14.51643	0.50154	-13.73834	0.51886	-3.07433	3.40919	-5.76665	3.06848	-3.16130	1.08716	-0.64069	2.14652	1.57545	1.60848	-3.35735	3.60922	7.94580	-17.87955	14.49407	-13.96154	1.04355	0.38476	-8.40787	-1.97549	-2.81623	0.18070	1.02151	-0.86561	-0.61987	-6.69935	2.02392	6.71213	-18.16182	-19.33854	14.88499	14.32781	-14.25394	-14.16681	-7.76330	-4.55727	-8.58613	-4.75262	3.57189	0.65013	-4.10139	-6.10823	-7.37757	-3.86721	-3.32562	-4.97825	-0.20763	-3.15580	1.98362	3.29231	5.13381	-18.38940	13.72717	-13.72901	-4.10735	-3.99382	-4.08844	-2.20081	-2.10609	-2.49344	-2.64970	1.62704	1.53830	-5.20344	4.29908	8.69124	-18.49146	-17.49347	15.19516	14.46940	-12.86245	-13.45629	-3.89070	0.82908	-8.52177	-7.44184	-3.01965	-3.27699	-0.17663	-1.85710	3.49772	3.07537	-0.55487	2.52316
21	5.93333	2.49144	-18.25870	0.36580	14.59129	0.58811	-13.60026	0.54384	-2.92910	3.43910	-5.23105	3.15866	-3.63593	1.01481	-0.06422	2.18439	1.57323	1.58842	-4.97467	3.82527	8.27008	-18.06518	14.90409	-14.06415	1.25223	1.12101	-8.09459	-2.89522	-3.57937	0.92136	2.03641	-0.83565	-0.56220	-8.96564	2.23156	6.81877	-18.05762	-18.96462	14.79851	14.16278	-14.10592	-13.81123	-7.67900	-4.18534	-8.27696	-5.05197	4.01894	0.77357	-5.76278	-7.42397	-6.52742	-3.36378	-3.85862	-5.32170	0.05176	-2.68353	2.00489	3.33763	5.24428	-18.23949	13.59427	-13.50786	-4.06432	-3.34387	-3.63559	-2.71309	-2.28322	-1.87426	-2.18029	1.44232	1.46549	-6.86010	4.28929	8.74604	-18.27048	-17.95482	15.06577	15.02230	-12.63024	-13.48219	-3.88262	0.98443	-8.03096	-6.92729	-3.31365	-3.70656	0.34501	-1.21336	3.51128	3.02177	-2.08061	1.24506
22	6.15637	2.51536	-18.10126	0.25075	14.47736	0.74944	-13.42836	0.61007	-2.78370	3.46315	-4.64551	3.25080	-3.70925	0.97853	0.08336	2.19101	1.62372	1.56793	-6.44193	3.81735	8.73077	-18.08764	15.11338	-14.18954	1.45762	1.93894	-7.71808	-3.28176	-3.96042	1.13352	2.58827	-0.82709	-0.42146	-10.82548	2.54674	6.99961	-17.80457	-18.53853	14.45701	13.86500	-13.88463	-13.39632	-7.58332	-3.79161	-7.85626	-4.84415	3.90513	0.94359	-7.24775	-8.48182	-5.62406	-2.83332	-4.09570	-5.23146	-0.02716	-2.56299	2.07400	3.37206	5.40972	-18.03523	13.33962	-13.23995	-4.04039	-2.65069	-3.19409	-2.84516	-2.07418	-1.67021	-2.19525	1.35002	1.55239	-8.20026	4.35970	8.89165	-17.95094	-18.19067	14.83194	15.25723	-12.41033	-13.44942	-3.85847	1.11395	-7.49130	-6.38069	-3.23186	-3.81854	0.48432	-0.90535	3.56453	3.00546	-3.58440	-0.31187
23	6.41875	2.55402	-17.87676	0.28595	14.29038	0.84703	-13.25003	0.69692	-2.62300	3.48142	-4.04961	3.34447	-3.46441	0.98030	-0.17000	2.16411	1.78330	1.56453	-7.66227	3.57090	9.26748	-17.96403	15.14834	-14.31282	1.67380	2.78870	-7.30576	-3.11958	-3.97250	0.77528	2.65518	-0.79063	-0.16113	-12.15476	2.90754	7.20355	-17.50758	-18.15028	14.04540	13.61063	-13.62206	-13.01244	-7.45372	-3.38250	-7.37276	-4.28696	3.35322	1.19492	-8.42435	-9.24802	-4.72760	-2.30737	-4.10475	-4.83165	-0.39374	-2.73982	2.23184	3.45580	5.58351	-17.83227	13.11738	-12.97528	-4.01266	-1.94488	-2.79347	-2.69619	-1.63158	-1.84381	-2.59714	1.40124	1.83464	-9.10490	4.47266	9.07776	-17.59765	-18.20876	14.60635	15.21415	-12.23965	-13.33793	-3.80094	1.23804	-6.94030	-5.84303	-2.86301	-3.67343	0.24376	-0.98295	3.74440	3.13862	-4.95149	-2.09010
24	6.67663	2.60477	-17.62467	0.32357	14.12260	0.83047	-13.09616	0.76934	-2.43941	3.49482	-3.47666	3.43650	-3.04125	1.00506	-0.68487	2.10086	2.04610	1.58062	-8.60630	3.14014	9.81918	-17.73498	15.05391	-14.41078	1.90675	3.62104	-6.88245	-2.52750	-3.70444	-0.05218	2.33908	-0.69114	0.19885	-12.96514	3.26084	7.39251	-17.25570	-17.83666	13.73029	13.50329	-13.36315	-12.72956	-7.28031	-2.96875	-6.86837	-3.58900	2.57792	1.51462	-9.24752	-9.77985	-3.88896	-1.81029	-3.98031	-4.29604	-0.93224	-3.06489	2.47653	3.59428	5.72696	-17.65011	13.02541	-12.76264	-3.96892	-1.25370	-2.45652	-2.39994	-1.13486	-2.25143	-3.18949	1.56255	2.27490	-9.55896	4.60228	9.25803	-17.22946	-18.04110	14.44071	14.98201	-12.14270	-13.16815	-3.69888	1.37365	-6.40413	-5.34654	-2.36143	-3.37774	-0.22902	-1.36155	4.04039	3.44396	-6.09552	-3.99079
25	6.89856	2.66026	-17.35203	0.33242	14.01322	0.71241	-12.98857	0.80849	-2.23370	3.50503	-2.95214	3.52151	-2.58327	1.04297	-1.26859	2.01486	2.35403	1.60392	-9.31118	2.64094	10.33169	-17.43180	14.87604	-14.47195	2.15431	4.39050	-6.46997	-1.71631	-3.28323	-1.12954	1.81466	-0.52784	0.60157	-13.38983	3.56854	7.54553	-17.07739	-17.58348	13.59031	13.55732	-13.14685	-12.57707	-7.06679	-2.56271	-6.37540	-2.94368	1.82152	1.84420	-9.76738	-10.19044	-3.14470	-1.35741	-3.80104	-3.78697	-1.50678	-3.36714	2.76652	3.75105	5.81327	-17.46169	13.06901	-12.62919	-3.90765	-0.60138	-2.19896	-2.06761	-0.73132	-2.71498	-3.75410	1.74919	2.78826	-9.65090	4.73627	9.39605	-16.83482	-17.72301	14.32917	14.65751	-12.12586	-12.98050	-3.54995	1.53057	-5.89799	-4.91391	-1.87967	-3.03958	-0.71101	-1.86992	4.35638	3.85694	-6.97626	-5.89226
26	7.06722	2.71010	-17.04239	0.34583	13.95253	0.54092	-12.93457	0.81688	-2.01411	3.51359	-2.49400	3.59331	-2.19720	1.08344	-1.74821	1.93533	2.63355	1.61754	-9.85770	2.22600	10.76281	-17.06360	14.65172	-14.50288	2.40592	5.05791	-6.08730	-0.92610	-2.83587	-2.18570	1.26762	-0.32781	0.98175	-13.62923	3.80980	7.65827	-16.93977	-17.34277	13.60584	13.71795	-12.99361	-12.54531	-6.82722	-2.17577	-5.91703	-2.47566	1.27158	2.11535	-10.10047	-10.59643	-2.51608	-0.95571	-3.61110	-3.40622	-2.00615	-3.52720	3.04279	3.87942	5.82954	-17.22315	13.18705	-12.57298	-3.83680	-0.00940	-2.03013	-1.76078	-0.50087	-3.09370	-4.12359	1.87994	3.28273	-9.54179	4.87451	9.46842	-16.40422	-17.28081	14.23562	14.31697	-12.17463	-12.81800	-3.36013	1.70932	-5.42892	-4.55935	-1.51614	-2.74210	-1.01212	-2.32460	4.57413	4.27366	-7.60405	-7.67422
27	7.17870	2.74342	-16.67389	0.38719	13.90114	0.37722	-12.92702	0.80825	-1.79393	3.52084	-2.11382	3.64637	-1.93192	1.10481	-2.02489	1.88575	2.83284	1.60969	-10.33881	2.02300	11.08468	-16.62190	14.39965	-14.51944	2.64412	5.59234	-5.75059	-0.35500	-2.45607	-2.98478	0.83983	-0.12262	1.29208	-13.88202	3.98050	7.73924	-16.78177	-17.05834	13.69531	13.89454	-12.90232	-12.59892	-6.57962	-1.81718	-5.50857	-2.21908	1.00357	2.28954	-10.38282	-11.07470	-2.01112	-0.60574	-3.42185	-3.17194	-2.36946	-3.51084	3.25203	3.94422	5.77642	-16.90488	13.29779	-12.56980	-3.77114	0.50394	-1.95386	-1.49107	-0.44398	-3.32828	-4.22690	1.92039	3.69279	-9.41772	5.02566	9.46570	-15.94533	-16.73113	14.11542	14.00412	-12.25633	-12.71530	-3.14136	1.90160	-5.00025	-4.29050	-1.29994	-2.52832	-1.05114	-2.59601	4.62176	4.60533	-8.03383	-9.24178
28	7.23965	2.75131	-16.23335	0.44518	13.81129	0.27316	-12.94856	0.79583	-1.58769	3.52502	-1.81778	3.67671	-1.77644	1.08501	-2.09221	1.86603	2.93922	1.57775	-10.83140	2.03902	11.28371	-16.09001	14.11637	-14.53497	2.84865	5.97221	-5.47278	-0.10144	-2.18353	-3.39268	0.59515	0.06657	1.51672	-14.28713	4.09055	7.80453	-16.55095	-16.68638	13.76325	13.98911	-12.85483	-12.69204	-6.33866	-1.49300	-5.15809	-2.13251	0.97781	2.37428	-10.72559	-11.64269	-1.62787	-0.30382	-3.22258	-3.02902	-2.59394	-3.36630	3.36683	3.93512	5.66499	-16.50490	13.33711	-12.58830	-3.72741	0.92409	-1.96931	-1.23606	-0.49017	-3.44109	-4.09482	1.89139	3.99044	-9.44014	5.20276	9.39134	-15.47849	-16.08936	13.93210	13.72982	-12.33450	-12.68672	-2.90832	2.09262	-4.61506	-4.10935	-1.19956	-2.39308	-0.86577	-2.64828	4.50002	4.81161	-8.34992	-10.54293
