	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d
7	23.11434	1.48699	46.80241	1.47175	29.94357	1.04502	6.85327	1.27457	25.05245	0.67565	49.69016	1.06844	32.69168	1.98293	4.54494	1.09419	24.97757	48.38081	29.00033	7.03705	25.23119	25.59706	47.47455	50.24437	28.71867	31.54998	2.46062	4.46952	23.25715	24.17564	46.13492	47.45506	30.42849	30.55136	7.45247	7.73966	24.95495	50.63169	32.87368	3.40825	24.77567	24.57116	49.28521	49.78453	33.10643	34.68514	5.47808	4.88772	23.07991	47.86750	30.80674	7.27713	25.93926	25.81620	48.70528	50.27967	31.14493	33.55481	5.34509	6.02917	22.55619	20.63954	46.68767	44.28849	30.60090	28.27357	7.31891	4.29442	24.78492	23.80169	49.89165	50.91451	33.31965	35.27180	4.59964	4.22641
8	24.05255	1.51182	46.92818	1.71044	30.16721	1.39130	8.17629	1.24694	26.20136	0.63792	49.80093	1.21135	32.60330	2.17314	6.01659	0.85126	25.99647	48.60850	29.12667	8.35600	26.32398	26.73190	47.11426	50.21231	28.17658	31.32581	4.54716	6.09625	24.12017	25.08442	46.08185	47.53728	30.53083	30.78337	8.77847	9.04825	26.18987	50.82895	32.86420	4.95210	25.81680	25.75720	49.39270	50.11005	33.18615	34.77185	6.74947	6.02535	24.04809	48.26962	31.38824	8.56254	27.03508	26.92072	48.89983	50.62408	30.96079	33.82975	6.62308	7.26364	23.52359	21.54255	47.12354	43.94831	31.30752	27.86663	8.63761	5.67489	26.00216	25.03454	49.99899	51.02715	33.05955	35.25506	6.06513	5.82715
9	25.02618	1.52197	47.37909	1.89695	30.65719	1.76232	9.25553	1.23881	27.33010	0.58969	50.29779	1.35956	32.89817	2.33271	7.05484	0.67132	27.06792	49.09486	29.38804	9.37948	27.46650	27.86442	47.14934	50.59314	28.01480	31.51979	6.12220	7.34012	25.02890	26.00352	46.35936	47.97193	30.90549	31.35141	9.85983	10.13121	27.44454	51.38763	33.14358	6.01130	26.82248	26.92362	49.81562	50.76658	33.62535	35.13063	7.57972	6.85500	25.02364	48.89053	32.12334	9.65505	28.06492	27.91234	49.54538	51.28722	31.31489	34.62063	7.45732	8.09283	24.49126	22.54185	47.90913	44.04869	32.38695	27.78790	9.73019	6.77743	27.21414	26.25801	50.61103	51.52420	33.24281	35.47106	7.07884	6.95624
10	25.97107	1.52256	48.04177	1.96899	31.39596	2.03847	10.13321	1.24766	28.36931	0.55199	51.05799	1.45596	33.68439	2.44901	7.74242	0.59681	28.13656	49.77950	29.84030	10.15610	28.59901	28.92436	47.64772	51.23410	28.42002	32.21590	7.17229	8.28744	25.91777	26.86374	46.89641	48.61800	31.57615	32.19349	10.74337	11.03928	28.64458	52.26308	33.89583	6.64935	27.72997	28.00565	50.42673	51.61204	34.49707	35.85115	8.04705	7.45337	25.94852	49.57767	32.95779	10.58740	28.96842	28.73691	50.44065	52.02435	32.28502	35.86519	7.97724	8.63535	25.38939	23.57044	48.77576	44.60328	33.62106	28.18695	10.61923	7.65389	28.32747	27.38742	51.56188	52.31137	34.01909	36.11030	7.77117	7.68854
11	26.83562	1.52639	48.68731	1.89820	32.20069	2.10738	10.84407	1.25616	29.26697	0.55234	51.81427	1.45387	34.80051	2.47796	8.17853	0.62346	29.15438	50.50196	30.41744	10.74872	29.65755	29.85957	48.51501	51.84685	29.40002	33.21555	7.77817	9.00885	26.73155	27.61672	47.48406	49.20276	32.38442	33.04570	11.46813	11.80116	29.72629	53.24208	35.00821	6.96192	28.49411	28.95562	50.98792	52.38899	35.62421	36.79731	8.23931	7.90744	26.78269	50.10313	33.69422	11.35845	29.70815	29.37281	51.23425	52.50868	33.61986	37.22020	8.31644	9.00056	26.17619	24.55217	49.38728	45.44464	34.63953	29.02283	11.31200	8.37595	29.27044	28.35819	52.48551	53.11916	35.21281	37.10646	8.25684	8.13721
12	27.59561	1.54655	49.07287	1.73403	32.80688	1.93414	11.41192	1.24820	29.99938	0.60352	52.27324	1.36741	35.88729	2.38436	8.43251	0.71175	30.09112	51.05983	30.94701	11.20257	30.58906	30.64700	49.50251	52.14128	30.72845	34.13603	8.06590	9.53100	27.44376	28.25352	47.86227	49.46333	33.04679	33.57005	12.05823	12.42720	30.65093	54.02604	36.11856	7.03650	29.09606	29.75203	51.25239	52.82883	36.66138	37.66003	8.21316	8.27342	27.51150	50.27179	34.10357	11.96218	30.27797	29.83274	51.60014	52.48846	34.87208	38.25406	8.54924	9.23861	26.84849	25.42526	49.50750	46.27251	35.11944	30.05442	11.82311	8.99824	30.00923	29.13938	52.99919	53.62034	36.40922	38.14577	8.58912	8.39562
13	28.25583	1.58797	49.05423	1.58685	33.00301	1.58608	11.85397	1.21959	30.57085	0.69196	52.23592	1.27915	36.58466	2.18664	8.53934	0.82376	30.93657	51.30008	31.24025	11.53977	31.36484	31.29014	50.30327	51.94223	32.03093	34.62638	8.15624	9.85290	28.06075	28.80337	47.84674	49.28132	33.29721	33.53832	12.52842	12.92445	31.40866	54.36068	36.83147	6.94727	29.54292	30.39958	51.06076	52.75786	37.28432	38.12381	8.01218	8.56612	28.14227	50.01036	34.05455	12.40660	30.69831	30.15310	51.36462	51.87999	35.64533	38.67356	8.69284	9.35587	27.43207	26.15998	49.09559	46.79125	34.94199	30.94573	12.17860	9.54601	30.54797	29.73213	52.87315	53.58067	37.19347	38.85266	8.76646	8.50417
14	28.83911	1.64563	48.63219	1.54348	32.72041	1.19343	12.18399	1.17556	31.00568	0.79485	51.66094	1.27390	36.70019	1.95254	8.52326	0.93000	31.69452	51.17408	31.18383	11.77010	31.98535	31.80955	50.66677	51.24469	32.94587	34.53638	8.13518	9.97688	28.60984	29.31409	47.40195	48.71630	33.01288	32.92763	12.88995	13.30382	32.01225	54.13214	36.91558	6.76472	29.86080	30.92172	50.38745	52.15178	37.33994	38.01752	7.69717	8.78445	28.69391	49.38110	33.56548	12.70881	31.00528	30.37879	50.54969	50.77685	35.77417	38.43288	8.74896	9.35736	27.96078	26.76152	48.29108	46.82865	34.21260	31.42002	12.40622	10.02501	30.91826	30.15910	52.09503	52.94410	37.34727	38.99209	8.77427	8.47031
15	29.37092	1.70914	47.92129	1.59385	32.03469	0.88619	12.41203	1.12415	31.33779	0.89634	50.65900	1.34508	36.25159	1.75085	8.41266	1.01142	32.37266	50.73360	30.77642	11.89924	32.47493	32.23343	50.48261	50.19305	33.26169	33.93763	8.05424	9.92496	29.12092	29.82726	46.62666	47.93616	32.24226	31.88080	13.15180	13.57722	32.48700	53.39220	36.36255	6.55140	30.08512	31.34946	49.33069	51.12763	36.86396	37.35910	7.33692	8.92957	29.18613	48.53292	32.77078	12.88400	31.24102	30.55008	49.34321	49.38480	35.34072	37.67884	8.73060	9.26413	28.45940	27.25913	47.32012	46.37829	33.17035	31.36755	12.52650	10.43344	31.16595	30.45308	50.84187	51.83499	36.89974	38.56011	8.61727	8.30482
16	29.86803	1.76787	47.07895	1.67848	31.10581	0.74543	12.54382	1.07255	31.60196	0.98916	49.42524	1.41939	35.39180	1.61300	8.23635	1.06343	32.97462	50.09097	30.11171	11.93338	32.87051	32.58876	49.79971	48.99090	32.95615	33.01728	7.94172	9.73535	29.61214	30.36185	45.68332	47.11539	31.14732	30.61024	13.31884	13.75333	32.86293	52.30734	35.31712	6.34770	30.25252	31.71141	48.05532	49.87894	35.99786	36.29313	6.97960	9.00046	29.63301	47.63021	31.84767	12.93999	31.44710	30.69585	48.00439	47.92186	34.55930	36.62202	8.66206	9.10416	28.93644	27.69009	46.38456	45.56929	32.06847	30.84948	12.55084	10.76658	31.33916	30.64936	49.38559	50.48304	36.04132	37.72201	8.32273	8.03333
17	30.33471	1.81322	46.23935	1.76272	30.10623	0.76333	12.58216	1.02496	31.82761	1.07077	48.15096	1.44649	34.30701	1.53996	8.01565	1.09375	33.49733	49.36935	29.33158	11.88384	33.20886	32.89405	48.77657	47.80418	32.14548	31.96128	7.81025	9.45147	30.08576	30.91232	44.72795	46.36782	29.92884	29.31920	13.39305	13.83487	33.17031	51.07178	33.97417	6.16421	30.39613	32.02827	46.72725	48.59198	34.90605	35.00267	6.64140	8.99021	30.04066	46.79040	30.94461	12.87786	31.65724	30.83319	46.75319	46.54660	33.64682	35.44913	8.56830	8.89876	29.38548	28.08669	45.58727	44.59335	31.08283	30.03035	12.48358	11.01975	31.47976	30.78070	47.97855	49.10847	34.99884	36.67865	7.92861	7.68763
18	30.76518	1.83947	45.47623	1.83486	29.16818	0.86406	12.52962	0.98211	32.03513	1.14042	46.96524	1.42326	33.15915	1.52826	7.76175	1.11408	33.93370	48.66081	28.57259	11.76789	33.51776	33.15790	47.60325	46.71907	31.00917	30.90273	7.66013	9.10926	30.53269	31.45582	43.86666	45.72432	28.76530	28.14857	13.37577	13.82030	33.43612	49.84081	32.52361	5.98899	30.54221	32.31157	45.47084	47.39047	33.73833	33.66071	6.31728	8.89152	30.40799	46.05252	30.13798	12.69730	31.88878	30.97001	45.70364	45.33700	32.75728	34.29894	8.46543	8.65678	29.79199	28.46889	44.92037	43.63271	30.27814	29.10648	12.32499	11.19145	31.61745	30.87438	46.77586	47.84621	33.95702	35.58457	7.46951	7.29685
19	31.14861	1.84393	44.79914	1.88106	28.36129	0.97751	12.39112	0.94472	32.23473	1.19826	45.92007	1.37361	32.06899	1.57252	7.47637	1.13162	34.27731	48.00352	27.92512	11.60293	33.81247	33.38320	46.44011	45.75163	29.74031	29.92012	7.48293	8.72580	30.94067	31.96050	43.13719	45.14629	27.76809	27.15693	13.26934	13.71079	33.67997	48.70410	31.13357	5.80231	30.70683	32.56433	44.35293	46.32207	32.61656	32.40992	5.99763	8.70045	30.72952	45.38761	29.43456	12.40376	32.14048	31.10749	44.85733	44.30148	31.96988	33.26265	8.35591	8.37499	30.14133	28.84231	44.31003	42.81023	29.63425	28.24879	12.07788	11.28200	31.76686	30.95096	45.81431	46.73669	33.03082	34.53708	6.96696	6.88039
