	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z
1	-0.18409	0.03356	0.07516	0.01719	-0.01785	0.00476	-0.03814	0.04763	0.09826	0.02193	-0.00253	0.01381	-0.15182	0.05560	-0.01348	-0.02091	0.13104	0.01466	-0.21880	0.08198	-0.02292	-0.11655	0.08023	-0.01519	0.00860	0.07605	-0.00808	-0.18166	0.08789	-0.01714	-0.01782	0.10303	0.00972	-0.04403	0.10097	-0.01377
2	-0.17957	0.03176	0.06495	0.01962	-0.02617	0.00726	-0.01568	0.05084	0.08619	0.02221	-0.00722	0.01394	-0.15394	0.04314	-0.02017	-0.00498	0.11887	0.01029	-0.21511	0.07052	-0.03424	-0.09935	0.07131	-0.01967	0.03640	0.06069	-0.01223	-0.16967	0.08118	-0.02410	0.00685	0.08879	0.00480	-0.01733	0.09128	-0.01930
3	-0.16627	0.02593	0.05128	0.02041	-0.03777	0.01054	0.01095	0.04816	0.07525	0.02240	-0.01375	0.01354	-0.15000	0.02983	-0.02983	0.01445	0.10674	0.00355	-0.19617	0.05353	-0.04973	-0.06743	0.06311	-0.02641	0.06401	0.04653	-0.01707	-0.15265	0.07047	-0.03377	0.02772	0.07998	-0.00297	0.01600	0.07991	-0.02586
4	-0.14618	0.01671	0.03514	0.01961	-0.05122	0.01403	0.03535	0.03796	0.06772	0.02200	-0.02309	0.01165	-0.14139	0.01682	-0.04167	0.03376	0.09629	-0.00783	-0.16477	0.03278	-0.06733	-0.02363	0.05798	-0.03552	0.08079	0.03726	-0.02274	-0.13239	0.05583	-0.04466	0.03573	0.07738	-0.01601	0.05012	0.06971	-0.03335
5	-0.12863	0.00642	0.01832	0.01875	-0.06585	0.01743	0.05030	0.02313	0.06635	0.02151	-0.03578	0.00944	-0.13235	0.00496	-0.05522	0.04599	0.09100	-0.02436	-0.13231	0.01024	-0.08597	0.02291	0.05796	-0.04794	0.07840	0.03578	-0.02993	-0.12122	0.03975	-0.05635	0.03515	0.08175	-0.03436	0.06906	0.06524	-0.04229
6	-0.11626	0.00840	0.00174	0.01892	-0.07937	0.02006	0.06718	0.01341	0.06706	0.02089	-0.05112	0.00935	-0.12090	-0.00631	-0.06869	0.05341	0.08855	-0.04632	-0.10656	-0.01182	-0.10251	0.07507	0.06125	-0.06225	0.07793	0.03660	-0.03819	-0.12132	0.02335	-0.06691	0.05171	0.08475	-0.05704	0.07781	0.06416	-0.05182
