	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_1.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0004_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_2.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_3.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d	2014_06_24_PC020_BAREFOOT_GAIT0005_4.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
1	0.64808	0.03058	-0.35015	0.01617	0.08350	0.01016	0.63327	0.11668	-0.35469	0.03890	0.07033	0.01568	0.68276	-0.33200	0.08756	0.80895	-0.39885	0.07395	0.62500	-0.35541	0.09100	0.62043	-0.36500	0.05084	0.48167	-0.29175	0.06942	0.63648	-0.36303	0.07195	0.64140	-0.35951	0.09371	0.61392	-0.35836	0.06374
2	0.66116	0.03938	-0.32398	0.01224	0.13794	0.01128	0.63422	0.12397	-0.32349	0.04271	0.12290	0.01954	0.70633	-0.31004	0.14416	0.81786	-0.37590	0.12129	0.63402	-0.32893	0.14473	0.63584	-0.33696	0.10155	0.46993	-0.25748	0.12714	0.64313	-0.33297	0.12492	0.64012	-0.32580	0.15318	0.60735	-0.32132	0.11136
3	0.65556	0.04766	-0.28081	0.00708	0.21304	0.01332	0.63166	0.12448	-0.28277	0.04468	0.20116	0.02619	0.70977	-0.27271	0.21968	0.81233	-0.34197	0.19069	0.62025	-0.28582	0.22173	0.64010	-0.29485	0.17821	0.46600	-0.21899	0.21065	0.63667	-0.28390	0.19771	0.64773	-0.28997	0.24254	0.59212	-0.26809	0.18370
4	0.63992	0.05328	-0.22697	0.00650	0.30825	0.01549	0.62449	0.12100	-0.23612	0.04626	0.30688	0.03341	0.69801	-0.22450	0.31461	0.79861	-0.30081	0.28644	0.59332	-0.23434	0.31955	0.63429	-0.24566	0.28512	0.46563	-0.17948	0.31887	0.62842	-0.22207	0.29059	0.64800	-0.24876	0.36055	0.57590	-0.20587	0.28344
5	0.62121	0.05536	-0.16742	0.01490	0.42496	0.01773	0.61281	0.11802	-0.18477	0.05074	0.44047	0.03912	0.67473	-0.16888	0.43036	0.78209	-0.25515	0.41257	0.56418	-0.18153	0.43936	0.62307	-0.19573	0.42372	0.46097	-0.13432	0.44897	0.62473	-0.15184	0.40515	0.64089	-0.20251	0.50511	0.55705	-0.13613	0.41196
6	0.61061	0.05617	-0.10809	0.02604	0.55719	0.01854	0.60047	0.11787	-0.12965	0.05989	0.59278	0.04062	0.65051	-0.11179	0.56224	0.76854	-0.20745	0.56436	0.54638	-0.13208	0.57269	0.61414	-0.14946	0.58598	0.45341	-0.08245	0.59046	0.63495	-0.08040	0.53665	0.63269	-0.15136	0.66174	0.53357	-0.05752	0.56137
