	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_08_CR019_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_CINE_E.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_CINE_E.c3d	2014_07_08_CR019_BAREFOOT_GAIT0002_CINE_E.c3d	2014_07_08_CR019_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_08_CR019_BAREFOOT_GAIT0004_3_CINE_E&D.c3d
17	0.52838	0.05261	0.18095	0.05296	-0.10155	0.07518	0.57676	0.11442	0.14223	0.13117	-0.13216	0.05856	0.53724	0.19801	-0.13831	0.41034	0.02671	-0.16915	0.73852	0.33938	-0.07520	0.55213	0.10322	-0.10049	0.57231	0.20727	0.00180	0.45247	0.10230	-0.17164	0.50408	-0.01556	-0.22273	0.64373	0.18025	-0.14851	0.55148	0.21622	-0.09805	0.61176	0.21938	-0.07684
18	0.53221	0.05752	0.17076	0.05482	-0.09586	0.07208	0.59230	0.11590	0.14004	0.13559	-0.12619	0.05641	0.53632	0.19096	-0.13280	0.43068	0.01216	-0.16627	0.75955	0.33794	-0.07284	0.56643	0.09916	-0.09450	0.58686	0.19843	0.00301	0.45186	0.08897	-0.16238	0.50905	-0.01968	-0.21262	0.65151	0.18666	-0.13802	0.55380	0.20468	-0.09129	0.63658	0.22398	-0.07286
19	0.52757	0.06368	0.15958	0.05769	-0.08902	0.06890	0.59440	0.11657	0.13775	0.13713	-0.11807	0.05433	0.52906	0.18362	-0.12622	0.43847	-0.00075	-0.15850	0.76693	0.33282	-0.06897	0.56747	0.09408	-0.08638	0.59388	0.19145	0.00531	0.44138	0.07319	-0.15171	0.50441	-0.01805	-0.20216	0.64338	0.19494	-0.12522	0.54596	0.19004	-0.08346	0.64577	0.22344	-0.06720
20	0.51942	0.07080	0.14923	0.06095	-0.08197	0.06572	0.58620	0.11615	0.13616	0.13643	-0.10886	0.05225	0.52066	0.17678	-0.11959	0.43658	-0.00950	-0.14691	0.76266	0.32578	-0.06445	0.55957	0.08911	-0.07760	0.59806	0.18711	0.00772	0.42628	0.05816	-0.14074	0.49267	-0.01239	-0.19207	0.62509	0.20443	-0.11144	0.53266	0.17487	-0.07529	0.64060	0.21953	-0.06066
21	0.51107	0.07796	0.14020	0.06396	-0.07547	0.06274	0.57161	0.11466	0.13522	0.13411	-0.09957	0.05015	0.51382	0.17017	-0.11368	0.42875	-0.01343	-0.13317	0.74984	0.31760	-0.06012	0.54776	0.08499	-0.06946	0.60185	0.18476	0.00973	0.41133	0.04543	-0.13048	0.47583	-0.00522	-0.18268	0.60222	0.21350	-0.09794	0.51730	0.16044	-0.06746	0.62528	0.21390	-0.05403
22	0.50287	0.08455	0.13190	0.06633	-0.06983	0.06020	0.55385	0.11230	0.13422	0.13064	-0.09101	0.04806	0.50808	0.16292	-0.10885	0.41820	-0.01330	-0.11910	0.73112	0.30814	-0.05657	0.53557	0.08179	-0.06272	0.60478	0.18299	0.01138	0.39785	0.03492	-0.12145	0.45522	0.00088	-0.17402	0.57861	0.22033	-0.08571	0.50076	0.14675	-0.06040	0.60440	0.20751	-0.04793
23	0.49357	0.09046	0.12350	0.06788	-0.06490	0.05820	0.53484	0.10938	0.13218	0.12641	-0.08363	0.04598	0.50147	0.15431	-0.10502	0.40674	-0.01083	-0.10615	0.70814	0.29675	-0.05410	0.52452	0.07901	-0.05745	0.60547	0.18051	0.01308	0.38473	0.02588	-0.11345	0.43178	0.00382	-0.16591	0.55622	0.22366	-0.07539	0.48260	0.13329	-0.05420	0.58168	0.20068	-0.04279
24	0.48218	0.09577	0.11454	0.06857	-0.06026	0.05673	0.51557	0.10623	0.12826	0.12186	-0.07750	0.04386	0.49236	0.14417	-0.10184	0.39482	-0.00800	-0.09516	0.68192	0.28284	-0.05256	0.51479	0.07606	-0.05309	0.60312	0.17655	0.01531	0.37084	0.01780	-0.10586	0.40666	0.00236	-0.15808	0.53623	0.22304	-0.06726	0.46242	0.11965	-0.04866	0.55899	0.19328	-0.03886
25	0.46856	0.10028	0.10498	0.06834	-0.05546	0.05564	0.49670	0.10314	0.12217	0.11737	-0.07235	0.04168	0.47968	0.13273	-0.09880	0.38267	-0.00628	-0.08621	0.65402	0.26641	-0.05154	0.50567	0.07254	-0.04878	0.59769	0.17084	0.01840	0.35642	0.01062	-0.09801	0.38167	-0.00356	-0.15026	0.51949	0.21887	-0.06123	0.44044	0.10572	-0.04345	0.53670	0.18504	-0.03611
26	0.45328	0.10353	0.09506	0.06714	-0.05022	0.05479	0.47888	0.10031	0.11428	0.11318	-0.06776	0.03950	0.46323	0.12036	-0.09545	0.37110	-0.00606	-0.07881	0.62666	0.24822	-0.05046	0.49620	0.06842	-0.04372	0.58954	0.16355	0.02241	0.34272	0.00460	-0.08951	0.35838	-0.01285	-0.14233	0.50597	0.21211	-0.05700	0.41765	0.09172	-0.03833	0.51497	0.17584	-0.03424
