	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d	2014_11_25_PC024_BAREFOOT_DYNAMIC_ANDARILHO0002.c3d
17	9.46977	3.02279	19.49054	2.44362	-28.95340	1.62266	-20.70349	2.20303	-21.75974	3.94045	8.93696	6.27480	-7.22700	1.82869	-20.27440	1.85607	-22.40686	1.57441	-56.23012	1.21464	8.37119	8.54963	6.49484	9.39978	14.53341	22.46303	21.76433	17.91768	18.22761	17.08005	-26.93771	-27.70294	-30.66493	-29.11118	-30.35024	-21.24774	-18.12739	-20.35906	-19.70772	-24.07554	-18.89779	-17.74734	-27.51981	-20.89929	-23.73447	15.57895	8.51233	11.04819	0.60835	-8.88523	-8.24442	-4.73421	-7.04412	-22.91636	-18.92537	-20.21925	-19.03663	-21.56500	-22.98507	-24.32173	-20.75564	-57.04718	-57.82941	-55.59356	-55.92634	-54.75412
18	9.22216	3.34398	19.36435	2.48114	-28.72296	1.75536	-20.62115	2.11486	-21.81368	3.84210	8.92335	6.07260	-6.75007	1.88902	-20.57993	1.53799	-22.48835	1.78841	-55.29662	3.36443	7.77193	7.76990	7.15801	8.24700	15.16396	21.76105	22.13274	18.13965	18.38224	16.40604	-27.20451	-26.92578	-30.72438	-28.40018	-30.35994	-20.26192	-18.55048	-20.88786	-19.35087	-24.05466	-19.16190	-17.88136	-27.43512	-20.79703	-23.79299	15.83648	9.15162	9.67043	1.03489	-9.05559	-7.26189	-4.58011	-6.10270	-22.44610	-18.74447	-20.91402	-20.21512	-22.01721	-24.32297	-23.40001	-20.21320	-56.00220	-58.14065	-56.54804	-49.46097	-56.33123
19	8.85688	3.68035	19.25242	2.60681	-28.76563	1.90790	-20.25570	2.32011	-21.93233	3.78260	8.85125	6.01723	-5.99333	2.21201	-21.27195	1.03959	-22.29600	2.10784	-54.78892	5.01574	7.21821	6.66820	7.72544	7.26631	15.40626	20.93738	22.72840	17.95539	18.56804	16.07286	-27.27635	-26.41304	-30.81478	-28.95424	-30.36973	-19.27434	-18.66755	-21.12365	-18.29176	-23.92122	-19.37276	-17.96088	-27.45068	-21.03451	-23.84282	15.88250	9.80554	8.49083	1.22615	-9.02023	-6.21514	-4.06028	-4.67768	-22.10528	-19.76044	-21.48230	-21.73980	-22.43793	-24.50394	-22.80524	-19.43688	-55.17017	-57.76239	-57.07699	-46.03085	-57.90418
20	8.41401	3.90860	19.22935	2.69731	-28.78695	1.95621	-19.90529	2.55681	-22.04724	3.74063	8.82787	6.05679	-5.33157	2.49879	-21.83705	0.57701	-22.15175	1.87900	-54.63863	5.48331	6.57533	5.69918	8.05340	6.50341	15.23874	20.59042	23.00757	17.64841	18.88969	16.01069	-27.19836	-26.29894	-30.79875	-29.36430	-30.27441	-18.68320	-18.36148	-21.24963	-17.49721	-23.73494	-19.62914	-18.06142	-27.53718	-21.14809	-23.86035	15.87900	10.46421	7.64024	1.32804	-8.83643	-5.41220	-3.62097	-3.45668	-22.37624	-21.41423	-21.26770	-22.29001	-22.41347	-23.81505	-22.90738	-19.47111	-54.66950	-57.01242	-57.10436	-45.25035	-59.15654
21	8.03211	3.94448	19.56941	2.77475	-28.79304	2.03515	-19.90566	2.43405	-22.17709	3.68188	8.92324	6.11874	-4.95666	2.64024	-22.11389	1.04549	-22.11623	1.32399	-54.62633	5.33934	5.95213	5.03134	8.04221	6.32191	14.81295	20.63547	23.01987	17.42587	20.65717	16.10864	-27.04431	-26.16167	-30.57314	-29.95821	-30.22789	-18.60767	-18.09116	-21.36630	-17.97267	-23.49053	-20.09554	-18.17487	-27.65503	-21.12299	-23.83701	15.92893	11.12704	7.14458	1.49243	-8.62631	-5.06902	-3.44113	-2.69020	-22.97874	-22.89476	-20.75847	-21.82358	-22.17221	-22.92438	-23.13835	-20.22999	-54.52784	-56.27582	-56.71722	-45.72371	-59.88707
22	7.78651	3.85755	19.92742	3.05457	-28.65709	2.34555	-20.16133	2.10582	-22.29058	3.63786	9.14723	6.17913	-4.86164	2.74004	-22.20779	1.45700	-22.09792	0.85954	-54.60519	4.99734	5.43810	4.51705	7.66438	6.99388	14.31913	20.65458	22.99348	17.29129	22.49319	16.20456	-26.41274	-25.81248	-30.05295	-30.73755	-30.26974	-19.12165	-17.99309	-21.46925	-19.05706	-23.16560	-20.65543	-18.25474	-27.77966	-20.99810	-23.76497	16.05387	11.80146	7.02134	1.71224	-8.56474	-5.23301	-3.25562	-2.39317	-23.29239	-23.62540	-20.79537	-21.11801	-22.14332	-22.42464	-22.92140	-20.90231	-54.54545	-55.73788	-56.20419	-46.46921	-60.06926
23	7.62427	3.92383	19.74482	2.94501	-28.13107	2.86161	-20.37869	1.86733	-22.34310	3.62879	9.43248	6.28643	-4.99779	2.89446	-22.18435	1.36116	-22.06378	0.72577	-54.49337	4.67533	4.80794	3.92096	6.95971	8.59994	13.83281	20.52589	22.89048	17.20461	21.94754	16.15560	-24.83713	-25.30662	-29.29207	-30.99189	-30.22763	-20.05920	-17.91018	-21.51953	-19.60632	-22.79820	-20.88393	-18.36486	-27.90388	-20.90532	-23.65749	16.23517	12.48552	7.18718	1.82206	-8.73895	-5.80471	-2.99210	-2.45543	-23.19614	-23.49395	-21.27364	-20.77365	-22.26108	-22.52281	-22.48234	-20.98889	-54.38409	-55.41739	-55.84951	-46.99024	-59.82563
24	7.37846	4.41823	19.23175	2.68084	-27.39669	3.06926	-20.44993	1.70457	-22.34448	3.62378	9.66947	6.52208	-5.29698	3.10264	-22.02002	1.11502	-22.09060	0.99647	-54.29166	4.40880	3.75101	3.19455	6.03148	10.60351	13.31176	20.53175	22.76250	17.21640	19.63604	16.01206	-23.55994	-24.72055	-28.52208	-30.19086	-29.99000	-20.13136	-17.91585	-21.48937	-20.26683	-22.44623	-20.73945	-18.56831	-28.01124	-20.87154	-23.53188	16.45890	13.14519	7.43080	1.64301	-9.08262	-6.58565	-2.84065	-2.67899	-23.11318	-22.78042	-21.43870	-20.74776	-22.23643	-23.04075	-22.39532	-20.68990	-53.97863	-55.23333	-55.74102	-47.23162	-59.27367
25	6.88331	5.03085	18.93083	2.75353	-26.87684	3.05031	-20.32960	1.66649	-22.37041	3.57817	9.78842	6.87468	-5.61156	3.35640	-21.84994	1.17216	-22.09396	1.31873	-54.00230	4.15926	2.38387	2.49259	5.01551	11.83868	12.68589	20.71312	22.76572	17.39332	17.82881	15.95317	-22.94519	-24.35320	-28.02865	-29.50856	-29.54861	-19.49598	-17.92352	-21.32590	-20.70443	-22.19816	-20.68727	-18.82323	-28.07747	-20.88433	-23.37974	16.65590	13.71782	7.62228	1.15771	-9.49788	-7.33366	-2.80679	-2.80791	-23.43943	-21.94045	-21.30659	-20.71328	-21.81795	-23.63708	-22.44958	-20.47123	-53.41150	-55.00473	-55.80577	-47.32078	-58.46870
26	6.13745	5.27159	19.03904	2.76329	-26.77829	3.03811	-19.96223	1.69872	-22.43480	3.47568	9.75789	7.22617	-5.86095	3.58902	-21.89918	1.47792	-21.85507	1.60678	-53.60771	3.91079	1.10546	1.96639	4.03091	11.63643	11.94808	20.94700	22.83610	17.70260	17.61524	16.09425	-22.82813	-24.33246	-27.91767	-29.73860	-29.07461	-18.69162	-17.82874	-20.98541	-20.28807	-22.01729	-20.80675	-19.12649	-28.09196	-20.96469	-23.18410	16.65232	14.13464	7.75849	0.48612	-9.92745	-7.82923	-2.95156	-2.73556	-24.04148	-21.37597	-21.52486	-20.65442	-21.01276	-24.03346	-22.02304	-20.35101	-52.77544	-54.56761	-55.96562	-47.31942	-57.41044
27	5.26689	5.03678	19.32299	2.60354	-26.85645	2.91005	-19.45756	1.74431	-22.50935	3.34316	9.51889	7.45922	-6.14355	3.58685	-22.04547	1.77676	-21.39311	1.88300	-53.09001	3.77528	0.26320	1.61908	3.14453	10.11029	11.19734	21.06666	22.88262	18.06400	18.20611	16.39556	-23.15748	-24.41799	-28.08907	-29.89927	-28.71842	-17.86600	-17.71572	-20.46389	-19.42048	-21.82173	-20.93455	-19.42005	-28.05486	-21.19057	-22.94672	16.24266	14.33827	7.73873	-0.24408	-10.31099	-7.92308	-3.60538	-2.73475	-24.52109	-21.29454	-21.98647	-20.37978	-19.99419	-24.12127	-21.14907	-20.30790	-52.21751	-53.89312	-56.12193	-47.02487	-56.19261
28	4.32961	4.50048	19.62288	2.43256	-26.79668	2.63898	-18.99991	1.76096	-22.58494	3.20495	8.99039	7.52749	-6.38798	3.30095	-21.99689	2.01548	-21.02809	2.02292	-52.45817	3.87190	-0.07139	1.31755	2.36556	7.47645	10.55986	21.16266	22.93453	18.44040	18.83783	16.73898	-23.53029	-24.38692	-28.31119	-29.33964	-28.41538	-17.38579	-17.62684	-19.85337	-18.50020	-21.63338	-20.96734	-19.59467	-27.95163	-21.73692	-22.67415	15.32448	14.29685	7.29069	-0.95048	-10.44362	-7.57453	-4.50593	-3.02782	-24.52858	-21.68873	-22.15202	-19.61823	-19.28531	-23.94861	-20.34863	-20.52980	-51.77584	-53.04708	-56.09152	-46.23359	-55.14283
29	3.31291	4.03815	19.94204	2.32672	-26.44382	2.24813	-18.70661	1.74107	-22.64138	3.08363	8.15039	7.45624	-6.33370	2.93212	-21.65039	2.12818	-21.03976	1.81516	-51.70854	3.95906	0.02812	0.90918	1.67891	3.87747	10.07088	21.38323	23.07528	18.84400	19.32458	17.08313	-23.70128	-24.30451	-28.37484	-27.78563	-28.05285	-17.53194	-17.50374	-19.31663	-17.67148	-21.50928	-20.90264	-19.67588	-27.75271	-22.50508	-22.37059	13.98721	14.01264	6.16855	-1.56683	-10.19235	-6.88036	-4.80208	-3.46002	-23.82040	-22.39014	-21.62692	-18.76410	-19.47180	-23.63130	-20.22300	-20.83294	-51.44060	-52.14040	-55.56682	-45.25542	-54.13943
30	2.25977	4.15868	20.29707	2.25005	-25.92846	1.91641	-18.52818	1.80388	-22.66881	2.99872	7.10454	7.29656	-5.91679	2.76647	-21.05854	2.08032	-21.39794	1.30456	-50.84656	3.70623	0.46547	0.33918	1.08469	-0.24163	9.65115	21.70168	23.25006	19.23320	19.87532	17.42510	-24.03131	-24.21522	-28.20661	-25.57510	-27.61406	-17.92116	-17.26695	-18.94791	-17.03529	-21.46958	-20.78866	-19.72430	-27.47136	-23.27123	-22.08852	12.42675	13.52076	4.50106	-2.03040	-9.76621	-6.06462	-4.17436	-3.66199	-22.34571	-23.13890	-20.18975	-18.55981	-20.32590	-23.27344	-21.23715	-20.75526	-51.38446	-51.28977	-54.18094	-44.56395	-52.81367
31	1.33346	4.86403	20.59068	2.15993	-25.42354	1.96961	-18.43113	1.96471	-22.71396	2.98159	6.03447	7.07186	-5.38998	2.79302	-20.39445	2.36360	-21.87414	1.28074	-49.98519	3.30648	1.22410	-0.34022	0.59543	-4.04301	9.23099	21.90385	23.37280	19.51311	20.40134	17.76232	-24.55929	-24.05597	-27.83542	-23.45377	-27.21324	-18.32027	-16.95556	-18.81193	-16.54607	-21.52180	-20.66038	-19.76365	-27.25238	-23.92964	-21.96373	10.80974	12.88295	2.74973	-2.30454	-9.32634	-5.41985	-3.26264	-3.55109	-20.57325	-23.64418	-18.29958	-19.06079	-21.41229	-22.95515	-22.85826	-20.27086	-51.65410	-50.60032	-52.01568	-44.14438	-51.51148
32	0.72944	5.59069	20.77650	1.99775	-25.08120	2.26511	-18.41794	2.21679	-22.81487	3.04955	5.12150	6.77428	-5.05074	2.72332	-19.87798	2.83121	-22.19854	1.68959	-49.47247	3.26573	2.35174	-1.02815	0.19519	-6.64268	8.77113	21.85741	23.43413	19.68985	20.68251	18.21858	-24.92310	-23.81563	-27.47164	-22.07644	-27.11919	-18.88337	-16.66093	-18.89981	-16.01274	-21.63287	-20.51996	-19.79296	-27.29289	-24.32882	-22.13970	9.31432	12.17896	1.36728	-2.37457	-8.83279	-5.19901	-2.76950	-3.40165	-19.34782	-23.72510	-16.90332	-19.53569	-22.21778	-22.69880	-23.96098	-19.91659	-52.13250	-50.19024	-49.97673	-43.83822	-51.22465
33	0.45409	5.93313	20.98748	1.79248	-25.11592	2.35617	-18.40642	2.47008	-22.94306	3.17330	4.47171	6.42035	-5.05205	2.48914	-19.59540	2.87873	-22.23678	1.68700	-49.47311	3.62555	3.60795	-1.62317	-0.15210	-7.72051	8.15828	21.75607	23.50721	19.85527	20.98315	18.83568	-25.11347	-23.58096	-27.43241	-22.06363	-27.38914	-19.54077	-16.45356	-18.94828	-15.46473	-21.62474	-20.35592	-19.80800	-27.53616	-24.51346	-22.50176	8.14180	11.49307	0.49347	-2.24151	-8.38026	-5.51111	-2.90554	-3.41126	-18.86681	-23.44297	-16.50905	-19.56279	-22.51485	-22.43156	-24.03884	-19.96188	-52.69671	-50.09029	-48.88881	-43.59267	-52.09705
34	0.39376	5.84106	21.15603	1.71045	-25.23597	2.24595	-18.46267	2.56972	-23.01657	3.27013	4.10465	6.05540	-5.38464	2.26067	-19.42485	2.72712	-22.07903	1.48108	-49.76914	4.06441	4.63622	-2.03811	-0.44007	-7.55742	7.36821	21.71877	23.68044	19.95187	21.16071	19.26839	-25.28109	-23.42991	-27.49589	-22.56970	-27.40323	-20.04837	-16.41525	-18.91945	-15.34271	-21.58754	-20.17885	-19.81408	-27.74298	-24.46858	-22.87836	7.41120	10.89488	0.05390	-1.94139	-8.16762	-6.28356	-3.52582	-3.56156	-18.63315	-23.08037	-16.54015	-19.44574	-22.56815	-22.00836	-23.63742	-20.10217	-53.20024	-50.18815	-48.59655	-43.47205	-53.38870
35	0.47131	5.40874	21.15148	1.70449	-25.12077	2.03588	-18.64600	2.54275	-23.02299	3.29992	3.97767	5.71843	-5.86458	2.22794	-19.29947	2.76980	-21.86054	1.54230	-50.11921	4.40226	5.24769	-2.20067	-0.61067	-6.57332	6.49354	21.57678	23.82213	19.93834	20.93938	19.48079	-25.22545	-23.32571	-27.31494	-22.81889	-26.91885	-20.42269	-16.51060	-18.97812	-15.65635	-21.66221	-20.03286	-19.80933	-27.79571	-24.23169	-23.24536	7.10821	10.41717	-0.08582	-1.52887	-8.22349	-7.30192	-4.13205	-3.80084	-18.23205	-22.95512	-16.39870	-19.61203	-22.70262	-21.30747	-23.45950	-19.97257	-53.48516	-50.32960	-48.60363	-43.53340	-54.64424
36	0.64744	4.76365	21.15954	1.60370	-24.92967	1.69408	-18.92206	2.59846	-23.02695	3.30301	4.02537	5.40794	-6.30800	2.38345	-19.18003	3.10580	-21.73494	1.98253	-50.39939	4.61814	5.41939	-2.06051	-0.61162	-5.17516	5.66512	21.48339	23.79257	20.00018	20.64167	19.87992	-25.03791	-23.31953	-26.99140	-23.15511	-26.14438	-20.74364	-16.60744	-19.20159	-16.00959	-22.04804	-19.95616	-19.78766	-27.76089	-23.99444	-23.63560	7.10561	10.04363	0.04129	-1.08905	-8.44993	-8.28615	-4.41241	-4.08353	-17.53805	-23.14812	-16.04331	-19.99063	-23.10244	-20.41101	-23.73398	-19.69232	-53.48476	-50.41350	-48.68965	-43.70868	-55.70039
37	0.84692	4.03086	21.42574	1.30944	-24.91735	1.27297	-19.21792	2.76121	-23.04911	3.31000	4.15588	5.13129	-6.64559	2.59523	-18.99235	3.52839	-21.81622	2.51299	-50.66144	4.80061	5.17294	-1.60911	-0.44528	-3.82423	4.94026	21.54482	23.63766	20.34555	20.83748	20.76319	-25.00859	-23.48909	-26.69247	-23.92806	-25.46854	-20.78168	-16.69116	-19.69109	-16.19761	-22.72806	-19.97409	-19.74767	-27.74088	-23.75451	-24.02837	7.26355	9.72218	0.42311	-0.78532	-8.81039	-8.97057	-4.53240	-4.26901	-16.68135	-23.40805	-15.67123	-20.20875	-23.64600	-19.66891	-24.31333	-19.63662	-53.32132	-50.39593	-48.76963	-44.03313	-56.78719
38	0.97938	3.34046	21.90947	0.91872	-25.04533	1.04532	-19.50531	2.87904	-23.06725	3.33474	4.26474	4.93153	-6.86000	2.75693	-18.78661	3.71622	-22.02254	2.76574	-50.95034	5.10346	4.58798	-0.91720	-0.15881	-2.95140	4.33635	21.62346	23.44580	21.04309	21.48327	21.95172	-25.07516	-23.71213	-26.57354	-24.59250	-25.27333	-20.41375	-16.89118	-20.41031	-16.41590	-23.39543	-20.04617	-19.68535	-27.76001	-23.45694	-24.38776	7.50176	9.39131	0.86565	-0.69976	-9.29385	-9.18109	-4.78779	-4.17729	-16.02114	-23.34315	-15.50183	-20.28032	-23.95993	-19.50567	-24.83141	-19.79315	-53.12548	-50.25290	-48.83789	-44.40114	-58.13430
39	0.99599	2.85327	22.39833	0.79089	-25.20176	1.07470	-19.75575	2.88783	-23.10204	3.39056	4.27436	4.83814	-6.93062	2.85191	-18.59937	3.50376	-22.27240	2.58138	-51.13781	5.43968	3.82037	-0.14037	0.20346	-2.78845	3.88496	21.59140	23.40904	21.88841	22.04030	23.06252	-25.09288	-23.97758	-26.78359	-24.54056	-25.61419	-19.75796	-17.25228	-21.06968	-16.83806	-23.86080	-20.10989	-19.59331	-27.79389	-23.27523	-24.73786	7.77848	9.00921	1.04509	-0.73534	-9.77914	-8.89249	-5.18391	-3.86693	-15.81370	-22.68509	-15.54820	-20.35048	-23.90396	-20.15411	-25.03796	-19.99356	-52.96145	-49.99794	-48.91985	-44.56872	-59.24110
40	0.91714	2.72487	22.73871	0.94819	-25.38183	1.26692	-19.86739	3.00135	-23.18018	3.47890	4.15587	4.85512	-6.86948	2.86524	-18.27365	2.99062	-22.69670	2.15456	-51.04400	5.48819	3.07911	0.54257	0.63143	-3.27436	3.60693	21.56223	23.57103	22.44530	22.27325	23.84173	-25.18183	-24.29881	-27.16086	-24.15417	-26.11348	-19.00113	-17.65934	-21.47662	-16.94318	-24.25668	-20.17129	-19.47530	-27.84326	-23.26091	-25.15011	8.05985	8.57950	0.77711	-0.79298	-10.09693	-8.22739	-5.54007	-3.61353	-15.92681	-21.42317	-15.51836	-20.22625	-23.78621	-21.54682	-25.11596	-20.33782	-52.87780	-49.70129	-48.98511	-44.41685	-59.23894
41	0.81259	2.89806	22.78695	1.09493	-25.48031	1.35789	-19.82400	3.31617	-23.29479	3.58212	3.91780	4.98190	-6.66107	2.79851	-17.79077	2.37796	-23.39997	1.95554	-50.63971	5.05991	2.47521	1.03102	1.11893	-4.04254	3.48032	21.65542	23.72213	22.39368	22.00657	24.15697	-25.34157	-24.58891	-27.25361	-23.85555	-26.36188	-18.39695	-17.93492	-21.77765	-16.40415	-24.60633	-20.27625	-19.35309	-27.93022	-23.34177	-25.57260	8.27545	8.15560	0.15337	-0.91324	-10.11789	-7.40186	-5.60788	-3.51664	-16.11494	-19.79681	-15.38102	-19.87032	-24.04934	-23.37115	-25.41965	-20.75974	-52.75373	-49.46752	-48.99364	-44.15039	-57.83323
42	0.71885	3.13532	22.46443	1.23299	-25.29900	1.35916	-19.73017	3.54374	-23.40947	3.65202	3.58788	5.14473	-6.26430	2.65873	-17.46923	1.84429	-24.16963	2.27095	-50.11915	4.38803	1.89867	1.32828	1.61950	-4.69603	3.44380	21.78722	23.67805	21.78525	21.17970	23.89192	-25.28004	-24.79972	-26.83936	-23.33114	-26.24474	-18.11100	-17.97047	-22.14890	-15.83973	-24.58076	-20.43370	-19.24591	-28.04807	-23.53842	-25.78124	8.25771	7.81375	-0.56602	-1.15390	-9.74624	-6.64169	-5.19862	-3.47064	-16.56913	-18.20707	-15.44840	-19.65231	-24.64388	-25.18119	-25.98794	-20.86550	-52.43502	-49.39655	-48.97228	-43.99176	-55.80013
43	0.61826	3.27246	21.94386	1.33725	-24.94228	1.25117	-19.58169	3.60263	-23.47702	3.65934	3.17490	5.22288	-5.68045	2.48790	-17.55319	1.61606	-24.78344	2.92056	-49.71069	3.99806	1.14603	1.46841	2.04398	-5.01865	3.45151	21.64006	23.44620	21.00463	20.41996	23.20846	-24.52374	-24.90302	-26.20027	-23.09610	-25.98828	-18.11559	-17.84107	-22.53871	-15.34985	-24.06322	-20.61734	-19.16677	-28.15623	-23.77101	-25.67374	7.77365	7.61845	-1.17314	-1.51938	-8.99124	-6.10864	-4.27689	-3.34502	-17.41861	-17.05831	-15.94780	-19.78806	-25.29863	-26.55046	-26.77258	-20.51209	-51.89783	-49.53098	-48.98402	-43.69565	-54.44496
44	0.47658	3.26111	21.54178	1.29504	-24.74467	1.15836	-19.31026	3.65512	-23.47165	3.62193	2.66244	5.19006	-4.94115	2.45220	-17.95672	1.52955	-25.27517	3.52341	-49.47621	4.09166	0.06836	1.43175	2.29223	-4.91024	3.50079	21.35509	23.15350	20.45300	20.18327	22.56406	-23.52710	-24.79780	-25.79869	-23.62412	-25.97564	-17.95322	-17.75178	-22.77760	-14.73350	-23.33520	-20.80468	-19.12771	-28.23619	-23.79889	-25.39079	6.68619	7.60142	-1.64435	-1.99350	-7.97080	-5.88573	-2.76476	-3.14332	-18.28105	-16.57741	-16.99184	-19.97658	-26.05436	-27.22564	-27.72521	-20.09548	-51.13530	-49.80527	-49.04346	-43.09899	-54.29800
45	0.26130	3.16494	21.31198	1.18201	-24.68372	1.37788	-19.01532	3.63981	-23.46083	3.58521	2.04071	5.17400	-4.28091	2.59407	-18.40444	1.29112	-25.63638	3.83866	-49.32551	4.31865	-1.40267	1.14605	2.27061	-4.33633	3.62885	21.24309	22.85201	20.15681	20.19799	22.10997	-22.74089	-24.36381	-25.72410	-24.32335	-26.26645	-17.41242	-17.78647	-22.75802	-14.40709	-22.71260	-20.97676	-19.14012	-28.32104	-23.70390	-25.16233	5.08093	7.75504	-2.12054	-2.55257	-6.85445	-5.99241	-1.28563	-2.99117	-18.68495	-16.71151	-18.38304	-19.83826	-26.92861	-27.22473	-28.43072	-19.96145	-50.04242	-50.08539	-49.08360	-42.67937	-54.73677
46	-0.08540	3.20436	21.11939	1.11642	-24.70782	1.71745	-18.57026	3.76968	-23.48560	3.57864	1.31617	5.34935	-4.09464	2.43298	-18.58126	0.99531	-25.71994	3.92257	-49.14394	4.29656	-3.24419	0.56907	1.88526	-3.46820	3.83105	21.42616	22.60053	19.88984	20.12258	21.55785	-22.16944	-23.81392	-25.66882	-25.40540	-26.48153	-16.55000	-17.71522	-22.50431	-13.79871	-22.28308	-21.12675	-19.20557	-28.47245	-23.56651	-25.05673	3.20140	8.03883	-2.82880	-3.14673	-5.82022	-6.39339	-1.24622	-2.91874	-18.60191	-17.18100	-19.09913	-19.44300	-27.57848	-26.81097	-28.55590	-19.93439	-48.77646	-50.24649	-48.99753	-42.83728	-54.86195
47	-0.60364	3.51319	20.99641	1.15147	-24.71443	2.13305	-18.02896	3.95478	-23.53533	3.61231	0.46268	5.83278	-4.39473	2.07578	-18.25019	0.52844	-25.54927	3.90883	-48.96989	3.76218	-5.20926	-0.25176	1.05070	-2.61447	4.00660	21.83065	22.46033	19.58378	20.35758	20.74969	-21.71834	-23.34682	-25.37994	-26.75261	-26.37443	-15.61263	-17.42089	-22.08489	-13.07642	-21.95000	-21.28055	-19.32130	-28.73209	-23.29457	-25.04815	1.30453	8.38909	-4.12909	-3.71380	-5.11380	-6.98127	-2.38432	-3.09954	-18.25420	-17.66853	-18.13126	-18.94679	-27.67766	-26.33953	-28.35744	-19.82245	-47.59819	-50.16019	-48.65659	-44.06470	-54.36976
48	-1.28377	3.91696	21.03759	1.42449	-24.67731	2.68123	-17.50945	4.06291	-23.62664	3.68893	-0.57097	6.66985	-4.68571	2.10489	-17.54360	1.01888	-25.33415	3.94609	-48.70491	3.10937	-6.91349	-1.18860	-0.28139	-2.05022	4.01484	22.39908	22.43448	19.42484	21.19091	19.73864	-21.42128	-22.85245	-24.88717	-28.32042	-25.90525	-14.91321	-17.12048	-21.54408	-12.38538	-21.58413	-21.43107	-19.47078	-29.09548	-23.05714	-25.07874	-0.43794	8.73177	-6.38087	-4.19685	-4.77999	-7.57800	-2.71406	-3.67080	-17.55156	-17.93355	-16.14401	-18.54528	-27.38291	-26.12182	-28.26760	-19.56425	-46.49889	-49.69503	-47.92445	-45.81569	-53.59051
