	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d
7	2.69511	1.21177	6.82750	1.43984	-8.22302	2.14422	1.22396	1.27769	8.46101	0.71166	-4.86514	1.02262	4.06694	0.48574	2.45930	7.03355	4.51416	7.00033	-7.07616	-10.02538	-6.05160	3.11263	3.38303	8.30084	9.06562	-3.45161	-5.69994	3.15332	5.28496	-7.02720	1.73030	0.92571	7.62666	7.66341	-4.52418	-4.40569	3.49724	8.38529	-9.76148	1.48153	-0.34510	9.37394	9.47105	-4.00891	-6.89366	2.53616	2.92287	8.58305	5.79032	-10.66237	-7.24654	0.35327	-0.23934	7.96593	7.88999	-4.50868	-4.48610	0.71717	3.74474	3.36761	7.06951	8.67664	5.93715	-10.16838	-9.85486	-4.35621	1.42100	0.41656	8.20491	9.04772	-4.69341	-5.97928
8	2.83743	0.95993	7.60757	1.41932	-8.94465	1.86771	1.24664	1.32177	8.97390	0.63478	-5.12433	1.12977	3.88650	0.50070	2.33628	7.78969	5.20502	7.64344	-7.97324	-10.70032	-7.19391	3.29350	3.42941	8.32350	9.74994	-3.09839	-5.81235	2.86274	6.01985	-8.34229	1.65732	0.92051	8.16532	8.44880	-4.90333	-4.88435	3.45136	9.19232	-10.59897	1.56773	-0.35836	9.76946	9.72150	-4.43680	-7.56548	2.57141	2.85195	9.16882	6.87982	-10.67132	-8.31875	0.33126	-0.27297	8.55739	8.68656	-5.19352	-4.69318	2.88896	3.75649	3.26787	8.22822	9.32891	6.61964	-10.39024	-10.10649	-5.15101	1.44455	0.45346	8.87904	9.43745	-5.10696	-5.54889
9	2.79025	0.93397	8.18042	1.35046	-9.36748	1.62138	1.30999	1.35125	9.37201	0.59782	-5.11300	1.18510	3.75391	0.57942	2.25712	8.55563	5.77004	8.22019	-8.64261	-11.07853	-8.10050	3.46757	3.53115	8.33528	10.25913	-3.05961	-5.29105	2.62843	6.75018	-9.30948	1.64693	0.96929	8.58930	9.21600	-4.59696	-4.88227	3.48475	9.86754	-10.99120	1.63143	-0.28976	9.94572	9.87010	-4.89064	-7.88111	2.65831	2.83900	9.66590	7.97294	-10.43336	-9.08033	0.37768	-0.25231	9.09763	9.37551	-5.50392	-4.69353	2.68759	3.81023	3.20370	7.93644	9.75989	7.30545	-10.51924	-9.79044	-5.72911	1.48901	0.52887	9.40635	9.62506	-5.28015	-5.05072
10	2.78955	0.92006	8.64422	1.33680	-9.48692	1.44155	1.39624	1.36958	9.62474	0.61136	-4.92187	1.20644	3.67108	0.70430	2.21788	9.25987	6.14484	8.66157	-9.03174	-11.09876	-8.64569	3.62677	3.67344	8.37666	10.53159	-3.38494	-4.46745	2.45773	7.41628	-9.84569	1.68901	1.05420	8.83147	9.88594	-3.80903	-4.45211	3.58989	10.34751	-10.95331	1.66225	-0.16201	9.93736	9.92835	-5.32765	-7.81340	2.78435	2.87380	10.01987	8.94868	-10.01591	-9.43410	0.48166	-0.19509	9.53390	9.89924	-5.39238	-4.55318	2.54462	3.88936	3.16245	7.72764	9.96443	7.95153	-10.56587	-9.16133	-6.11676	1.53106	0.60109	9.73253	9.59039	-5.30382	-4.71469
11	2.81935	0.91807	8.96675	1.36298	-9.37431	1.30738	1.48382	1.38415	9.72252	0.65373	-4.69887	1.27196	3.62860	0.85106	2.20503	9.84509	6.30334	8.93049	-9.14969	-10.81671	-8.79684	3.76545	3.83457	8.47583	10.55439	-4.01285	-3.73633	2.34569	7.97183	-9.96978	1.76178	1.14845	8.85955	10.37628	-2.91802	-3.79987	3.74881	10.60792	-10.61869	1.65704	-0.00743	9.81185	9.90611	-5.69173	-7.46800	2.93096	2.93651	10.20270	9.71095	-9.50007	-9.39619	0.61966	-0.12855	9.81802	10.21204	-4.96605	-4.38551	2.44725	3.97361	3.12599	7.59610	9.97393	8.52520	-10.56074	-8.54363	-6.39075	1.54995	0.63732	9.84019	9.37098	-5.29946	-4.71086
12	2.86145	0.92563	9.14086	1.40981	-9.16238	1.17448	1.55309	1.40321	9.68196	0.68973	-4.58670	1.38967	3.61112	0.99954	2.20141	10.27968	6.26153	9.02693	-9.08152	-10.39299	-8.65250	3.88003	3.99365	8.63939	10.37914	-4.80480	-3.37898	2.27720	8.38968	-9.80554	1.84063	1.22308	8.68991	10.62338	-2.30302	-3.20158	3.93749	10.65778	-10.18863	1.61784	0.14225	9.64441	9.81578	-5.93921	-7.02523	3.07888	3.00392	10.22114	10.20948	-9.00043	-9.11527	0.76059	-0.08093	9.91816	10.29168	-4.44138	-4.31347	2.38209	4.04634	3.07656	7.52462	9.83509	9.00268	-10.54063	-8.19422	-6.65212	1.53089	0.62287	9.75676	9.06094	-5.37513	-5.08421
13	2.90087	0.93881	9.17937	1.45842	-8.99300	1.03198	1.59100	1.43235	9.54562	0.69317	-4.67540	1.48869	3.60153	1.14043	2.19447	10.55615	6.07574	8.97684	-8.95528	-10.01369	-8.39454	3.96889	4.13591	8.84902	10.11259	-5.60092	-3.49130	2.23215	8.65884	-9.53568	1.90845	1.25568	8.39411	10.60988	-2.19645	-2.89477	4.13003	10.52542	-9.84268	1.54857	0.26419	9.49318	9.67842	-6.06039	-6.66918	3.21353	3.05811	10.10596	10.43646	-8.64016	-8.80395	0.87425	-0.07252	9.83394	10.15485	-4.05329	-4.42863	2.33842	4.09938	3.00065	7.49410	9.60188	9.36236	-10.53599	-8.22351	-6.98455	1.46591	0.56064	9.54895	8.78123	-5.59781	-5.76127
14	2.92875	0.95310	9.10906	1.48994	-8.96546	0.90034	1.59275	1.47288	9.37293	0.65806	-4.98481	1.49998	3.58580	1.27485	2.18119	10.68506	5.82787	8.82454	-8.89233	-9.81053	-8.21334	4.03246	4.25361	9.06742	9.87930	-6.26088	-4.00147	2.19207	8.78107	-9.33129	1.95948	1.23575	8.08552	10.38054	-2.63942	-3.00674	4.30084	10.25025	-9.67880	1.45273	0.34767	9.38560	9.52694	-6.08496	-6.53371	3.32846	3.09342	9.90013	10.41567	-8.50697	-8.63667	0.93955	-0.11067	9.60832	9.86270	-3.97756	-4.77056	2.30742	4.13286	2.89062	7.48800	9.33126	9.58670	-10.56190	-8.59459	-7.42821	1.35307	0.46380	9.30220	8.63080	-5.98450	-6.58830
15	2.94246	0.96393	8.96404	1.48779	-9.11133	0.79306	1.56009	1.52275	9.22251	0.59938	-5.47128	1.39668	3.55750	1.40969	2.16697	10.68851	5.60231	8.62354	-8.96816	-9.82888	-8.24101	4.07332	4.34396	9.25262	9.77359	-6.68736	-4.73197	2.14580	8.77168	-9.30259	1.99382	1.16426	7.88266	10.02970	-3.51043	-3.53677	4.42587	9.87582	-9.70505	1.33276	0.39271	9.32049	9.40064	-6.07281	-6.67087	3.42450	3.11674	9.65028	10.19665	-8.62479	-8.68830	0.94873	-0.19036	9.32186	9.50634	-4.28717	-5.32640	2.28131	4.15064	2.74556	7.49250	9.07146	9.66762	-10.61626	-9.16498	-7.97325	1.19488	0.34683	9.09180	8.64538	-6.50917	-7.37982
16	2.94045	0.96245	8.77668	1.44120	-9.39728	0.69539	1.49815	1.57842	9.13354	0.54310	-6.04853	1.19954	3.51795	1.55248	2.15936	10.59612	5.46611	8.42208	-9.19642	-10.03839	-8.50987	4.09565	4.40601	9.37199	9.82757	-6.84255	-5.47315	2.09054	8.65808	-9.48403	2.01053	1.04967	7.86293	9.66708	-4.58291	-4.37921	4.45763	9.42148	-9.86081	1.19098	0.40657	9.28105	9.33024	-6.09461	-7.04473	3.50525	3.14085	9.39612	9.84815	-8.94652	-8.93276	0.90601	-0.29954	9.06911	9.17850	-4.94284	-6.03804	2.25411	4.15531	2.57101	7.49686	8.85326	9.60857	-10.68441	-9.75236	-8.56716	0.99692	0.21874	8.96047	8.78652	-7.11576	-7.97150
17	2.93504	0.96495	8.58259	1.35369	-9.74630	0.58686	1.41253	1.63626	9.11535	0.50750	-6.61474	0.98050	3.47202	1.70755	2.16129	10.44023	5.45726	8.25093	-9.53344	-10.35916	-8.95233	4.10456	4.43739	9.40930	10.00959	-6.75143	-6.04638	2.02818	8.47257	-9.83998	2.00537	0.90354	8.03151	9.38101	-5.59752	-5.36563	4.48823	8.98785	-10.05128	1.03069	0.39757	9.24889	9.31981	-6.20665	-7.55033	3.57285	3.17586	9.16198	9.44425	-9.36428	-9.27936	0.82233	-0.42528	8.92710	8.94621	-5.81465	-6.81043	2.22220	4.14598	2.37627	7.49330	8.69192	9.42567	-10.74527	-10.20402	-9.13385	0.76714	0.08194	8.91230	8.96779	-7.73270	-8.27170
18	2.86063	0.86945	8.35435	1.23445	-10.06821	0.47683	1.30773	1.69277	9.14894	0.49213	-7.07882	0.86024	3.42383	1.87363	2.16865	10.25209	5.58135	8.11847	-9.89620	-10.69441	-9.44070	4.10472	4.43345	9.36608	10.24695	-6.48433	-6.34512	1.96142	8.24444	-10.28619	1.97198	0.73750	8.32403	9.21570	-6.33741	-6.31139	3.85486	8.12741	-10.18925	0.85653	0.37009	9.21189	9.34018	-6.42887	-8.04980	3.62580	3.22422	8.95569	9.05001	-9.74158	-9.62269	0.70978	-0.55690	8.92732	8.83485	-6.72415	-7.52461	2.18328	4.11936	2.17119	7.47515	8.59071	9.14821	-10.77685	-10.43907	-9.59521	0.51516	-0.06498	8.92235	9.10008	-8.29028	-8.29222
19	2.75503	0.80650	8.13487	1.14974	-10.29050	0.41209	1.18724	1.74463	9.19871	0.48923	-7.37977	0.91773	3.37534	2.04398	2.17346	10.05975	5.81533	8.01726	-10.19307	-10.95916	-9.84676	4.09879	4.38955	9.26298	10.45812	-6.12830	-6.34815	1.89201	7.99736	-10.72421	1.90432	0.56144	8.63922	9.16796	-6.68669	-7.05814	2.95275	7.17656	-10.22814	0.67400	0.32530	9.16640	9.34148	-6.73818	-8.41697	3.65907	3.28080	8.77632	8.71308	-9.96371	-9.88313	0.57792	-0.68702	9.04475	8.82526	-7.49294	-8.06176	2.13492	4.07348	1.96451	7.43660	8.54275	8.81374	-10.76170	-10.45567	-9.88947	0.25134	-0.22326	8.95312	9.12785	-8.73387	-8.13266
