	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d
	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	3.50263	1.59378	3.82130	1.79016	-1.39759	3.20613	1.85773	0.93730	4.76362	0.91569	0.34454	2.29881	4.89604	1.06474	3.30203	3.88278	1.05340	3.96430	-0.37668	-3.93141	1.57572	2.43572	3.79712	6.51452	4.82745	-2.13956	1.91522	4.96401	2.50958	-0.03212	2.61232	1.79891	4.30581	4.00917	3.70198	3.28955	4.70104	4.50183	-1.87294	1.42160	0.80335	4.90525	5.54147	-1.60379	-2.10185	3.08859	3.91661	4.73605	2.47711	-2.43549	0.19248	1.28071	0.70516	4.50882	3.07344	1.15583	1.89544	0.40545	4.42585	4.26196	7.81155	4.05047	3.22590	-8.93521	-0.29623	2.13592	2.23216	1.49023	4.79964	5.15065	-0.83381	-1.83366
2	3.39439	1.54660	4.19551	1.75000	-2.49309	3.04266	1.72975	0.97987	5.37668	0.90793	-0.79267	2.14245	4.86224	0.98539	3.24575	4.31969	1.48977	4.36022	-1.41740	-5.11727	0.50236	2.46811	3.74397	6.97132	5.45306	-3.41056	0.80568	4.73849	2.80569	-0.68931	2.51816	1.64008	4.91455	4.54451	2.41792	1.68118	4.48320	4.90824	-3.00497	1.33070	0.61820	5.54164	6.43095	-1.99700	-2.98064	2.98908	3.78587	5.41612	2.67624	-4.66642	-0.95544	1.13062	0.55842	5.08921	3.82636	0.09251	0.16200	0.41594	4.27942	4.15846	7.84795	4.60741	3.52377	-8.92791	-1.89442	1.23987	2.01145	1.27778	5.10377	5.89138	-1.18732	-3.51051
3	3.25821	1.48935	4.59916	1.69352	-3.66673	2.91069	1.58595	1.03170	5.99916	0.91208	-1.82700	1.92854	4.78488	0.87569	3.13288	4.75298	1.95350	4.77635	-2.51942	-6.20475	-0.72790	2.53542	3.65560	7.41392	6.09775	-4.27230	-0.48100	4.46891	3.13712	-1.53774	2.37965	1.45888	5.46627	5.08342	1.00488	0.18875	4.24877	5.40230	-4.27560	1.27888	0.39310	6.31320	7.26136	-2.43330	-3.68542	2.86363	3.61195	6.07697	2.96956	-6.68075	-2.15412	0.95088	0.37590	5.65400	4.59540	-0.85100	-1.31079	0.45083	4.12709	4.01748	7.77901	5.28687	3.85693	-9.03024	-3.71830	0.18151	1.80667	1.02455	5.52120	6.58510	-1.68090	-4.74895
4	3.10545	1.42325	5.05647	1.62572	-4.89327	2.77623	1.44568	1.09158	6.62693	0.90302	-2.76554	1.60726	4.65830	0.75205	2.97783	5.21745	2.47796	5.23990	-3.68047	-7.22694	-2.06954	2.63824	3.55209	7.78866	6.78043	-4.59603	-1.95734	4.16120	3.53171	-2.64165	2.21015	1.27558	5.98350	5.64255	-0.52236	-1.17817	4.01386	6.00498	-5.67756	1.27414	0.15352	7.16174	7.99793	-2.86069	-4.36161	2.73548	3.41618	6.71460	3.40176	-8.34253	-3.40189	0.76121	0.18093	6.21438	5.38462	-1.74456	-2.49203	0.50478	3.98552	3.84930	7.63872	6.08345	4.25418	-9.24665	-5.64488	-1.00055	1.63486	0.77605	6.06539	7.25014	-2.37247	-5.57017
5	2.94951	1.35122	5.58399	1.55375	-6.11716	2.61111	1.32865	1.15640	7.25573	0.86557	-3.61309	1.23980	4.48386	0.63174	2.79924	5.74140	3.08939	5.76750	-4.86750	-8.21590	-3.44600	2.77382	3.45748	8.06070	7.51488	-4.43099	-3.50954	3.82631	4.01583	-4.00007	2.02899	1.11277	6.50288	6.24734	-2.08579	-2.42970	3.79657	6.72229	-7.14919	1.31499	-0.06962	8.00809	8.61606	-3.25004	-5.13428	2.62683	3.22135	7.33900	4.01012	-9.56435	-4.69405	0.58394	-0.00090	6.78227	6.20232	-2.65876	-3.39658	0.57113	3.86647	3.67158	7.45730	6.96311	4.73395	-9.54524	-7.47277	-2.21654	1.50962	0.57542	6.72507	7.89770	-3.20347	-6.03176
6	2.80682	1.27858	6.18177	1.48811	-7.25579	2.40041	1.25147	1.22070	7.87527	0.79757	-4.33778	1.00705	4.27673	0.53512	2.61911	6.34403	3.78317	6.36030	-6.02029	-9.16599	-4.78594	2.93545	3.39520	8.22493	8.29287	-3.96864	-4.86757	3.48242	4.60378	-5.51786	1.86054	0.99136	7.05349	6.91997	-3.50756	-3.53911	3.61747	7.53413	-8.56380	1.39030	-0.24455	8.76998	9.10604	-3.62002	-6.01872	2.55627	3.05021	7.96281	4.81211	-10.32253	-5.99984	0.44159	-0.14645	7.36672	7.04579	-3.60834	-4.05496	0.64321	3.78250	3.50516	7.25997	7.85815	5.29920	-9.87190	-8.94777	-3.36198	1.43873	0.45249	7.46024	8.51272	-4.02891	-6.16401
