	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_03_CR008_BAREFOOT_GAIT0001_1_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_1_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_1_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_1_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_1_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_1_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_2_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_2_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_2_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_2_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_2_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_2_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_3_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_3_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_3_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_4_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_4_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_4_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_4_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_4_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_4_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_5_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_5_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_5_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_6_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_6_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0001_6_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0003_1_CINE_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0003_1_CINE_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0003_1_CINE_D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_4_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_5_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_5_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_5_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_5_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_5_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_5_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_6_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_6_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_6_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_6_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_6_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_6_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_7_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_7_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_7_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_7_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_7_CINE_E&D.c3d	2014_06_03_CR008_BAREFOOT_GAIT0006_7_CINE_E&D.c3d
7	0.01926	0.03927	-0.02444	0.01945	-0.01487	0.01379	0.06533	0.03210	0.01556	0.04766	0.01018	0.04078	0.03104	-0.01880	-0.00370	0.10569	0.00034	0.02026	0.04658	-0.03941	-0.02061	0.02430	0.02782	0.02000	0.07580	-0.02913	-0.01495	0.06232	-0.04906	-0.00500	0.04198	0.02502	0.01392	0.09913	-0.07181	-0.04570	0.03495	-0.03246	-0.08716	0.13074	-0.02968	0.01270	0.05553	-0.05275	-0.01427	0.03502	0.02929	0.02105	-0.04101	-0.01796	-0.04174	0.08340	0.04988	0.03148	-0.01691	-0.02648	-0.02693	0.04910	0.02313	0.01435	-0.02579	-0.01651	-0.01828	0.06364	0.10486	0.06986	0.05369	0.00302	0.00267	0.06349	0.07094	0.05807	0.00790	-0.00205	-0.00603	0.04203	0.03410	0.01843
8	0.03520	0.04066	-0.03939	0.02169	-0.02161	0.01653	0.08619	0.03186	0.00653	0.05277	0.00655	0.04410	0.04252	-0.03143	-0.00971	0.12696	-0.01465	0.01827	0.05849	-0.05573	-0.02549	0.04292	0.01886	0.01421	0.10277	-0.04555	-0.02248	0.09064	-0.06463	-0.00521	0.07421	0.01598	0.00994	0.10762	-0.08590	-0.04797	0.04819	-0.04783	-0.10312	0.15261	-0.04449	0.01429	0.05871	-0.07432	-0.01978	0.06457	0.01686	0.01523	-0.02642	-0.03463	-0.05678	0.10691	0.04385	0.02664	0.00025	-0.04021	-0.03569	0.06385	0.02007	0.01468	-0.01601	-0.02827	-0.02323	0.08015	0.10316	0.06837	0.07212	-0.01217	-0.00665	0.08547	0.07116	0.05874	0.03653	-0.01314	-0.01191	0.06420	0.03338	0.01838
9	0.05235	0.04173	-0.05550	0.02330	-0.02929	0.02035	0.10608	0.03162	-0.00394	0.05698	0.00209	0.04612	0.05991	-0.04531	-0.01689	0.14592	-0.03049	0.01615	0.06908	-0.07254	-0.02985	0.06486	0.00823	0.00718	0.13292	-0.06299	-0.03024	0.11794	-0.07950	-0.00492	0.10418	0.00452	0.00478	0.11356	-0.09877	-0.04752	0.06073	-0.06362	-0.11673	0.16971	-0.05918	0.01657	0.06384	-0.09549	-0.02503	0.09429	0.00228	0.00902	-0.00709	-0.05457	-0.07448	0.12505	0.03481	0.01746	0.01912	-0.05605	-0.04618	0.07810	0.01579	0.01421	-0.00324	-0.04081	-0.02847	0.09715	0.09896	0.06509	0.08874	-0.02903	-0.01753	0.10799	0.06819	0.05579	0.06284	-0.02623	-0.02024	0.08458	0.03102	0.01544
10	0.07064	0.04101	-0.07185	0.02438	-0.03712	0.02508	0.12354	0.03097	-0.01481	0.05997	-0.00235	0.04696	0.07980	-0.05932	-0.02456	0.15870	-0.04554	0.01432	0.07845	-0.08896	-0.03313	0.08669	-0.00308	-0.00002	0.15986	-0.07955	-0.03640	0.14106	-0.09277	-0.00399	0.12594	-0.00797	-0.00056	0.11896	-0.10956	-0.04436	0.07238	-0.07836	-0.12679	0.18077	-0.07255	0.01969	0.07272	-0.11532	-0.02930	0.11913	-0.01247	0.00368	0.01825	-0.07645	-0.09334	0.13928	0.02358	0.00509	0.04014	-0.07308	-0.05733	0.09276	0.01041	0.01340	0.01361	-0.05387	-0.03364	0.11495	0.09313	0.06107	0.10444	-0.04665	-0.02880	0.13114	0.06258	0.05026	0.08730	-0.04027	-0.02999	0.10541	0.02681	0.01002
11	0.08784	0.03911	-0.08742	0.02504	-0.04436	0.03032	0.13655	0.02945	-0.02505	0.06150	-0.00616	0.04692	0.09666	-0.07231	-0.03210	0.16365	-0.05812	0.01285	0.08515	-0.10390	-0.03489	0.10438	-0.01401	-0.00645	0.17679	-0.09352	-0.03989	0.15899	-0.10385	-0.00246	0.13648	-0.02023	-0.00534	0.12366	-0.11741	-0.03888	0.08182	-0.09082	-0.13284	0.18548	-0.08357	0.02372	0.08413	-0.13279	-0.03201	0.13568	-0.02577	0.00003	0.04559	-0.09838	-0.11190	0.15019	0.01070	-0.00890	0.06019	-0.09017	-0.06817	0.10672	0.00428	0.01252	0.03199	-0.06685	-0.03840	0.13114	0.08680	0.05703	0.11874	-0.06433	-0.03939	0.15261	0.05509	0.04318	0.10917	-0.05418	-0.03991	0.12649	0.02092	0.00287
12	0.10145	0.03751	-0.10139	0.02535	-0.05048	0.03566	0.14413	0.02786	-0.03402	0.06137	-0.00903	0.04636	0.10715	-0.08358	-0.03906	0.16207	-0.06704	0.01153	0.08790	-0.11659	-0.03495	0.11585	-0.02407	-0.01148	0.18288	-0.10384	-0.04046	0.17210	-0.11281	-0.00058	0.13740	-0.03147	-0.00922	0.12612	-0.12152	-0.03189	0.08741	-0.10003	-0.13509	0.18433	-0.09160	0.02861	0.09550	-0.14687	-0.03283	0.14541	-0.03742	-0.00155	0.06925	-0.11867	-0.12904	0.15657	-0.00352	-0.02299	0.07568	-0.10636	-0.07802	0.11790	-0.00224	0.01159	0.04824	-0.07909	-0.04243	0.14288	0.08066	0.05328	0.13024	-0.08143	-0.04852	0.16947	0.04603	0.03536	0.12699	-0.06713	-0.04886	0.14535	0.01383	-0.00508
13	0.11020	0.03694	-0.11322	0.02535	-0.05516	0.04075	0.14654	0.02714	-0.04141	0.05948	-0.01092	0.04562	0.11074	-0.09254	-0.04513	0.15632	-0.07194	0.01009	0.08648	-0.12647	-0.03341	0.12112	-0.03310	-0.01483	0.18184	-0.10976	-0.03849	0.18102	-0.11993	0.00141	0.13234	-0.04106	-0.01205	0.12551	-0.12139	-0.02448	0.08871	-0.10540	-0.13421	0.17788	-0.09640	0.03410	0.10470	-0.15679	-0.03166	0.15202	-0.04804	-0.00105	0.08651	-0.13642	-0.14395	0.15643	-0.01852	-0.03593	0.08513	-0.12107	-0.08646	0.12466	-0.00901	0.01044	0.06012	-0.09004	-0.04552	0.14917	0.07480	0.04980	0.13760	-0.09724	-0.05570	0.17982	0.03536	0.02753	0.13951	-0.07852	-0.05600	0.15926	0.00607	-0.01295
14	0.11413	0.03711	-0.12245	0.02522	-0.05827	0.04531	0.14441	0.02719	-0.04701	0.05595	-0.01196	0.04489	0.10817	-0.09865	-0.05005	0.14795	-0.07319	0.00830	0.08108	-0.13298	-0.03060	0.12085	-0.04071	-0.01644	0.17652	-0.11083	-0.03482	0.18572	-0.12507	0.00341	0.12360	-0.04840	-0.01392	0.12262	-0.11701	-0.01755	0.08655	-0.10678	-0.13102	0.16656	-0.09789	0.03973	0.11093	-0.16212	-0.02866	0.15689	-0.05757	0.00134	0.09865	-0.15130	-0.15601	0.14903	-0.03316	-0.04680	0.08914	-0.13385	-0.09329	0.12627	-0.01585	0.00890	0.06727	-0.09917	-0.04751	0.15087	0.06903	0.04647	0.14018	-0.11102	-0.06076	0.18289	0.02331	0.02028	0.14602	-0.08786	-0.06092	0.16674	-0.00203	-0.01990
15	0.11387	0.03762	-0.12862	0.02520	-0.05982	0.04915	0.13806	0.02729	-0.05051	0.05116	-0.01232	0.04418	0.10043	-0.10154	-0.05373	0.13772	-0.07158	0.00607	0.07231	-0.13559	-0.02693	0.11562	-0.04620	-0.01644	0.16695	-0.10710	-0.03046	0.18599	-0.12774	0.00542	0.11149	-0.05298	-0.01515	0.11890	-0.10891	-0.01167	0.08211	-0.10438	-0.12639	0.15124	-0.09609	0.04501	0.11437	-0.16282	-0.02418	0.15769	-0.06494	0.00523	0.10787	-0.16300	-0.16483	0.13558	-0.04611	-0.05500	0.08879	-0.14413	-0.09839	0.12274	-0.02231	0.00694	0.07041	-0.10597	-0.04831	0.14908	0.06316	0.04314	0.13813	-0.12208	-0.06382	0.17811	0.01090	0.01390	0.14656	-0.09469	-0.06361	0.16758	-0.01008	-0.02528
16	0.11032	0.03853	-0.13144	0.02547	-0.05994	0.05215	0.12796	0.02676	-0.05167	0.04564	-0.01219	0.04343	0.08903	-0.10131	-0.05623	0.12689	-0.06800	0.00353	0.06177	-0.13398	-0.02279	0.10632	-0.04889	-0.01509	0.15327	-0.09925	-0.02616	0.18277	-0.12760	0.00750	0.09660	-0.05450	-0.01608	0.11496	-0.09803	-0.00706	0.07639	-0.09858	-0.12098	0.13376	-0.09115	0.04960	0.11546	-0.15918	-0.01868	0.15096	-0.06875	0.01003	0.11459	-0.17099	-0.17026	0.11813	-0.05626	-0.06038	0.08474	-0.15133	-0.10174	0.11470	-0.02771	0.00468	0.07004	-0.10995	-0.04785	0.14378	0.05715	0.03970	0.13237	-0.12988	-0.06513	0.16555	-0.00031	0.00845	0.14212	-0.09877	-0.06431	0.16220	-0.01743	-0.02873
17	0.10459	0.03996	-0.13093	0.02601	-0.05883	0.05426	0.11545	0.02531	-0.05048	0.03992	-0.01172	0.04257	0.07615	-0.09845	-0.05764	0.11743	-0.06327	0.00097	0.05183	-0.12836	-0.01854	0.09454	-0.04851	-0.01269	0.13807	-0.08844	-0.02228	0.17859	-0.12491	0.00968	0.08161	-0.05313	-0.01689	0.11044	-0.08552	-0.00362	0.07043	-0.09009	-0.11524	0.11667	-0.08345	0.05327	0.11439	-0.15159	-0.01261	0.13640	-0.06832	0.01509	0.11789	-0.17490	-0.17237	0.09870	-0.06295	-0.06314	0.07793	-0.15515	-0.10344	0.10354	-0.03144	0.00234	0.06624	-0.11084	-0.04618	0.13412	0.05115	0.03612	0.12425	-0.13414	-0.06496	0.14713	-0.00899	0.00394	0.13405	-0.10002	-0.06340	0.15182	-0.02323	-0.03024
18	0.09778	0.04169	-0.12736	0.02674	-0.05670	0.05549	0.10274	0.02333	-0.04721	0.03447	-0.01099	0.04154	0.06387	-0.09355	-0.05802	0.11094	-0.05799	-0.00135	0.04399	-0.11944	-0.01450	0.08239	-0.04525	-0.00961	0.12523	-0.07604	-0.01891	0.17552	-0.12017	0.01193	0.07040	-0.04936	-0.01758	0.10500	-0.07239	-0.00094	0.06519	-0.07984	-0.10934	0.10247	-0.07360	0.05592	0.11148	-0.14057	-0.00632	0.11851	-0.06414	0.01998	0.11724	-0.17479	-0.17137	0.07919	-0.06602	-0.06379	0.06960	-0.15572	-0.10368	0.09122	-0.03318	0.00010	0.05935	-0.10867	-0.04341	0.12004	0.04547	0.03245	0.11512	-0.13482	-0.06358	0.12638	-0.01454	0.00035	0.12386	-0.09854	-0.06134	0.13864	-0.02684	-0.03014
19	0.09065	0.04343	-0.12119	0.02756	-0.05379	0.05588	0.09204	0.02169	-0.04234	0.02959	-0.01004	0.04035	0.05333	-0.08709	-0.05742	0.10771	-0.05246	-0.00312	0.03809	-0.10807	-0.01083	0.07203	-0.03970	-0.00628	0.11732	-0.06320	-0.01587	0.17376	-0.11373	0.01411	0.06571	-0.04379	-0.01810	0.09900	-0.05937	0.00150	0.06124	-0.06880	-0.10329	0.09286	-0.06235	0.05756	0.10748	-0.12682	-0.00008	0.10367	-0.05755	0.02440	0.11311	-0.17103	-0.16760	0.06174	-0.06573	-0.06292	0.06061	-0.15347	-0.10275	0.07967	-0.03288	-0.00186	0.05060	-0.10380	-0.03976	0.10324	0.04050	0.02889	0.10587	-0.13210	-0.06123	0.10691	-0.01713	-0.00244	0.11298	-0.09462	-0.05859	0.12547	-0.02793	-0.02896
20	0.08364	0.04489	-0.11293	0.02836	-0.05034	0.05552	0.08463	0.02124	-0.03635	0.02543	-0.00890	0.03905	0.04501	-0.07948	-0.05593	0.10639	-0.04673	-0.00420	0.03352	-0.09506	-0.00754	0.06528	-0.03264	-0.00315	0.11445	-0.05059	-0.01286	0.17243	-0.10587	0.01606	0.06734	-0.03684	-0.01837	0.09322	-0.04686	0.00415	0.05859	-0.05777	-0.09698	0.08809	-0.05041	0.05833	0.10317	-0.11116	0.00594	0.09574	-0.04978	0.02814	0.10642	-0.16412	-0.16147	0.04831	-0.06267	-0.06120	0.05117	-0.14894	-0.10094	0.07020	-0.03079	-0.00338	0.04178	-0.09680	-0.03546	0.08649	0.03652	0.02564	0.09675	-0.12627	-0.05814	0.09117	-0.01734	-0.00458	0.10248	-0.08871	-0.05558	0.11493	-0.02663	-0.02730
21	0.07706	0.04575	-0.10312	0.02902	-0.04654	0.05453	0.08051	0.02206	-0.02964	0.02199	-0.00764	0.03768	0.03933	-0.07120	-0.05373	0.10505	-0.04083	-0.00454	0.03051	-0.08117	-0.00455	0.06286	-0.02476	-0.00060	0.11488	-0.03852	-0.00961	0.17081	-0.09684	0.01763	0.07248	-0.02868	-0.01837	0.08813	-0.03507	0.00730	0.05672	-0.04730	-0.09039	0.08709	-0.03822	0.05841	0.09874	-0.09432	0.01163	0.09503	-0.04147	0.03109	0.09797	-0.15452	-0.15343	0.03987	-0.05752	-0.05915	0.04135	-0.14269	-0.09850	0.06329	-0.02731	-0.00438	0.03433	-0.08828	-0.03077	0.07223	0.03364	0.02283	0.08777	-0.11779	-0.05450	0.08046	-0.01587	-0.00620	0.09272	-0.08131	-0.05268	0.10852	-0.02336	-0.02576
22	0.07114	0.04585	-0.09231	0.02948	-0.04258	0.05310	0.07875	0.02341	-0.02248	0.01921	-0.00631	0.03630	0.03633	-0.06270	-0.05103	0.10214	-0.03483	-0.00423	0.02953	-0.06707	-0.00178	0.06410	-0.01649	0.00120	0.11611	-0.02724	-0.00600	0.16862	-0.08695	0.01876	0.07765	-0.01949	-0.01817	0.08374	-0.02415	0.01098	0.05505	-0.03776	-0.08349	0.08809	-0.02596	0.05807	0.09391	-0.07698	0.01700	0.09972	-0.03268	0.03328	0.08853	-0.14272	-0.14404	0.03583	-0.05084	-0.05709	0.03178	-0.13531	-0.09562	0.05877	-0.02286	-0.00486	0.02891	-0.07880	-0.02589	0.06165	0.03184	0.02053	0.07912	-0.10730	-0.05049	0.07474	-0.01320	-0.00745	0.08354	-0.07295	-0.05015	0.10620	-0.01860	-0.02483
23	0.06598	0.04526	-0.08101	0.02977	-0.03859	0.05141	0.07802	0.02465	-0.01509	0.01709	-0.00496	0.03501	0.03497	-0.05426	-0.04800	0.09706	-0.02884	-0.00330	0.03049	-0.05322	0.00087	0.06735	-0.00810	0.00225	0.11581	-0.01708	-0.00210	0.16554	-0.07664	0.01953	0.08062	-0.00980	-0.01781	0.07984	-0.01422	0.01506	0.05295	-0.02935	-0.07634	0.08937	-0.01370	0.05760	0.08874	-0.05973	0.02207	0.10699	-0.02314	0.03484	0.07911	-0.12944	-0.13386	0.03444	-0.04311	-0.05517	0.02328	-0.12731	-0.09245	0.05614	-0.01777	-0.00492	0.02557	-0.06885	-0.02098	0.05460	0.03110	0.01870	0.07127	-0.09549	-0.04624	0.07244	-0.00947	-0.00843	0.07487	-0.06416	-0.04822	0.10668	-0.01272	-0.02482
24	0.06143	0.04414	-0.06968	0.02996	-0.03464	0.04967	0.07707	0.02554	-0.00765	0.01561	-0.00360	0.03390	0.03343	-0.04601	-0.04477	0.08997	-0.02305	-0.00184	0.03274	-0.03996	0.00349	0.07087	0.00019	0.00272	0.11239	-0.00832	0.00193	0.16078	-0.06644	0.02014	0.08076	-0.00034	-0.01729	0.07627	-0.00531	0.01934	0.04985	-0.02205	-0.06906	0.08988	-0.00162	0.05730	0.08392	-0.04307	0.02689	0.11392	-0.01263	0.03598	0.07056	-0.11545	-0.12344	0.03375	-0.03488	-0.05340	0.01613	-0.11892	-0.08908	0.05472	-0.01222	-0.00468	0.02368	-0.05874	-0.01618	0.05026	0.03139	0.01726	0.06466	-0.08300	-0.04186	0.07106	-0.00461	-0.00922	0.06696	-0.05550	-0.04700	0.10814	-0.00607	-0.02584
25	0.05721	0.04252	-0.05867	0.03006	-0.03082	0.04806	0.07516	0.02602	-0.00039	0.01480	-0.00223	0.03304	0.03062	-0.03809	-0.04142	0.08151	-0.01765	0.00004	0.03548	-0.02762	0.00613	0.07354	0.00811	0.00287	0.10549	-0.00102	0.00591	0.15356	-0.05669	0.02083	0.07844	0.00829	-0.01652	0.07304	0.00264	0.02365	0.04569	-0.01567	-0.06180	0.08943	0.01000	0.05736	0.08011	-0.02741	0.03146	0.11846	-0.00142	0.03689	0.06312	-0.10151	-0.11325	0.03248	-0.02684	-0.05173	0.01006	-0.11028	-0.08555	0.05381	-0.00632	-0.00423	0.02250	-0.04865	-0.01159	0.04776	0.03263	0.01611	0.05937	-0.07033	-0.03741	0.06862	0.00123	-0.00983	0.06004	-0.04748	-0.04655	0.10876	0.00094	-0.02773
26	0.05313	0.04038	-0.04828	0.03009	-0.02716	0.04668	0.07220	0.02605	0.00643	0.01462	-0.00083	0.03248	0.02699	-0.03070	-0.03808	0.07264	-0.01276	0.00215	0.03788	-0.01651	0.00881	0.07485	0.01546	0.00299	0.09593	0.00487	0.00970	0.14375	-0.04757	0.02181	0.07445	0.01577	-0.01544	0.07016	0.00968	0.02783	0.04113	-0.00999	-0.05476	0.08834	0.02080	0.05793	0.07744	-0.01294	0.03576	0.11973	0.00974	0.03776	0.05630	-0.08824	-0.10362	0.03022	-0.01969	-0.05007	0.00481	-0.10151	-0.08192	0.05294	-0.00016	-0.00362	0.02187	-0.03869	-0.00728	0.04658	0.03469	0.01516	0.05513	-0.05788	-0.03302	0.06437	0.00752	-0.01028	0.05402	-0.04048	-0.04686	0.10724	0.00771	-0.03017
27	0.04921	0.03776	-0.03873	0.03011	-0.02373	0.04561	0.06851	0.02558	0.01260	0.01495	0.00061	0.03221	0.02377	-0.02404	-0.03488	0.06448	-0.00832	0.00436	0.03927	-0.00673	0.01152	0.07477	0.02216	0.00334	0.08525	0.00954	0.01313	0.13203	-0.03928	0.02312	0.06961	0.02206	-0.01404	0.06755	0.01585	0.03175	0.03709	-0.00486	-0.04816	0.08703	0.03058	0.05906	0.07560	0.00027	0.03977	0.11762	0.02011	0.03871	0.04927	-0.07616	-0.09474	0.02701	-0.01392	-0.04836	0.00060	-0.09286	-0.07830	0.05194	0.00611	-0.00286	0.02206	-0.02900	-0.00334	0.04653	0.03736	0.01432	0.05175	-0.04596	-0.02886	0.05865	0.01357	-0.01062	0.04860	-0.03480	-0.04788	0.10306	0.01357	-0.03274
28	0.04560	0.03483	-0.03016	0.03023	-0.02062	0.04487	0.06454	0.02466	0.01802	0.01563	0.00208	0.03220	0.02177	-0.01820	-0.03195	0.05785	-0.00424	0.00658	0.03950	0.00181	0.01428	0.07369	0.02832	0.00411	0.07520	0.01319	0.01606	0.11947	-0.03196	0.02464	0.06466	0.02727	-0.01244	0.06520	0.02121	0.03537	0.03419	-0.00015	-0.04223	0.08580	0.03935	0.06077	0.07449	0.01219	0.04351	0.11252	0.02934	0.03984	0.04130	-0.06555	-0.08671	0.02299	-0.00964	-0.04664	-0.00204	-0.08459	-0.07482	0.05085	0.01232	-0.00195	0.02315	-0.01965	0.00019	0.04735	0.04037	0.01348	0.04918	-0.03494	-0.02513	0.05226	0.01891	-0.01091	0.04355	-0.03059	-0.04956	0.09646	0.01806	-0.03504
29	0.04251	0.03196	-0.02266	0.03055	-0.01789	0.04448	0.06076	0.02351	0.02273	0.01654	0.00354	0.03240	0.02109	-0.01314	-0.02938	0.05285	-0.00047	0.00869	0.03899	0.00925	0.01705	0.07219	0.03411	0.00537	0.06703	0.01600	0.01838	0.10724	-0.02556	0.02624	0.06033	0.03160	-0.01076	0.06326	0.02583	0.03865	0.03257	0.00422	-0.03715	0.08481	0.04728	0.06300	0.07431	0.02280	0.04698	0.10553	0.03750	0.04118	0.03263	-0.05660	-0.07961	0.01850	-0.00666	-0.04500	-0.00279	-0.07701	-0.07165	0.04992	0.01830	-0.00087	0.02486	-0.01072	0.00325	0.04865	0.04345	0.01253	0.04740	-0.02510	-0.02205	0.04611	0.02334	-0.01128	0.03889	-0.02787	-0.05184	0.08816	0.02103	-0.03674
30	0.04019	0.02954	-0.01623	0.03115	-0.01562	0.04445	0.05756	0.02244	0.02682	0.01763	0.00493	0.03275	0.02152	-0.00876	-0.02719	0.04898	0.00304	0.01062	0.03829	0.01578	0.01980	0.07074	0.03968	0.00713	0.06102	0.01815	0.02004	0.09627	-0.01991	0.02777	0.05723	0.03527	-0.00916	0.06190	0.02985	0.04158	0.03206	0.00826	-0.03302	0.08422	0.05463	0.06566	0.07519	0.03211	0.05019	0.09838	0.04480	0.04267	0.02445	-0.04945	-0.07352	0.01415	-0.00473	-0.04356	-0.00183	-0.07034	-0.06902	0.04948	0.02385	0.00036	0.02683	-0.00234	0.00584	0.05002	0.04638	0.01135	0.04621	-0.01666	-0.01984	0.04111	0.02680	-0.01194	0.03475	-0.02651	-0.05465	0.07904	0.02267	-0.03762
31	0.03864	0.02773	-0.01085	0.03204	-0.01389	0.04479	0.05520	0.02166	0.03037	0.01891	0.00617	0.03321	0.02270	-0.00498	-0.02533	0.04561	0.00636	0.01242	0.03758	0.02150	0.02240	0.06968	0.04503	0.00925	0.05668	0.01974	0.02104	0.08700	-0.01487	0.02911	0.05563	0.03849	-0.00773	0.06094	0.03342	0.04411	0.03255	0.01198	-0.02983	0.08412	0.06164	0.06863	0.07689	0.04019	0.05315	0.09267	0.05129	0.04411	0.01787	-0.04408	-0.06855	0.01069	-0.00362	-0.04252	0.00031	-0.06474	-0.06711	0.04976	0.02883	0.00160	0.02882	0.00536	0.00794	0.05124	0.04906	0.00989	0.04531	-0.00974	-0.01867	0.03799	0.02924	-0.01312	0.03127	-0.02632	-0.05794	0.06998	0.02339	-0.03762
32	0.03760	0.02651	-0.00648	0.03318	-0.01274	0.04549	0.05371	0.02120	0.03347	0.02032	0.00718	0.03375	0.02408	-0.00172	-0.02371	0.04252	0.00956	0.01414	0.03678	0.02642	0.02470	0.06915	0.05004	0.01155	0.05340	0.02082	0.02141	0.07925	-0.01034	0.03018	0.05534	0.04152	-0.00649	0.06003	0.03668	0.04625	0.03411	0.01540	-0.02743	0.08448	0.06844	0.07177	0.07901	0.04706	0.05584	0.08912	0.05699	0.04527	0.01323	-0.04032	-0.06479	0.00852	-0.00315	-0.04204	0.00277	-0.06027	-0.06610	0.05073	0.03317	0.00265	0.03064	0.01230	0.00958	0.05233	0.05144	0.00805	0.04436	-0.00439	-0.01868	0.03689	0.03065	-0.01498	0.02824	-0.02709	-0.06167	0.06165	0.02363	-0.03675
