	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d
7	30.80559	2.79409	56.17983	4.29857	31.04165	3.69128	4.16545	2.21793	26.39037	1.46571	47.26519	1.42216	28.92139	1.28046	3.95878	1.24581	30.02316	53.15518	31.01729	3.87608	25.56801	28.39007	45.92282	46.90654	28.05531	27.45140	3.78117	5.37037	27.78625	27.89052	52.49818	52.21840	28.60169	25.26492	3.33524	-0.36405	25.41256	45.71413	28.84761	4.53156	29.53652	28.69173	53.63279	55.63522	28.60699	34.48497	4.64985	5.52123	25.39768	25.05874	47.68359	47.55769	28.80947	28.12595	2.74405	1.88126	29.83631	30.47526	54.29064	54.86846	34.07689	26.71335	7.26977	2.19770	26.39383	28.51167	47.06787	50.00368	29.95800	31.20202	4.88200	4.52102	33.74711	58.38931	31.71887	6.60931	34.54028	64.59436	36.74314	5.11738	35.52876	62.51579	33.18843	3.44196
8	30.54176	2.88164	55.67179	4.18052	32.43532	3.51018	5.29150	2.18245	26.08060	1.52759	46.62920	1.35976	29.89498	1.21260	5.05920	1.16571	29.87990	53.01536	31.79988	4.65830	25.37850	28.16430	45.64173	46.46553	29.24286	28.29864	4.75224	6.36244	27.22644	27.33661	51.60308	51.89930	30.06318	27.43108	4.43946	0.84237	25.05017	45.03382	29.76988	5.45322	29.38899	28.50919	53.42586	54.86997	30.46559	35.75575	6.23542	6.68312	24.96512	24.64771	46.86789	46.94540	29.89155	29.30684	4.06435	3.08369	29.56530	30.24777	54.01281	54.46514	35.57584	28.21280	8.49904	3.46407	26.08528	28.27311	46.14577	49.30427	30.63887	32.11621	6.02917	5.66928	33.59127	57.79222	32.59365	7.41261	34.41717	64.03056	38.28096	6.04279	35.25492	61.60369	34.17450	4.63787
9	30.27983	2.96361	55.18157	4.14664	33.80177	3.43468	6.37586	2.09043	25.79613	1.58650	46.16834	1.33206	30.96588	1.16691	6.09177	1.06891	29.84965	52.46218	31.83630	5.28167	25.22263	28.00085	45.68718	46.39012	30.49403	29.31917	5.57051	7.25145	26.66089	26.76803	50.78257	51.66663	31.59661	29.62729	5.61572	2.09568	24.70333	44.45038	30.64549	6.27370	29.25355	28.30834	53.16001	54.20612	32.17715	37.05270	7.54286	7.88363	24.58891	24.25281	46.18909	46.32148	31.16650	30.55063	5.39961	4.29072	29.35334	29.98733	53.67948	54.10515	36.76444	29.79139	9.60991	4.74999	25.79946	28.00493	45.37239	48.76774	31.45603	33.12927	7.13268	6.72376	33.37623	57.34706	33.77709	7.51670	34.24722	63.59957	40.10576	7.41763	34.99370	60.80695	35.28898	6.04481
10	30.04066	3.03435	54.68458	4.19139	35.02751	3.56799	7.39987	2.09324	25.54460	1.64557	45.84658	1.41164	31.97982	1.16404	7.00434	0.99727	29.94043	51.52830	31.24962	5.74957	25.10984	27.90419	45.88682	46.64907	31.50266	30.38678	6.23179	8.00486	26.12434	26.23023	50.05719	51.42970	33.07901	31.58296	6.75259	3.28549	24.39125	43.93586	31.35207	6.96345	29.15166	28.10558	52.78486	53.64362	33.60622	38.31477	8.79190	9.04021	24.26688	23.87807	45.62819	45.69471	32.46357	31.71921	6.64624	5.40580	29.22898	29.71842	53.23364	53.77487	37.53260	31.26195	10.57656	5.95829	25.53782	27.72417	44.75537	48.37608	32.32106	34.11337	8.13253	7.64571	33.09602	57.00833	35.15864	7.42910	34.04336	63.25633	42.05304	9.00148	34.76762	60.12888	36.43629	7.41349
11	29.85105	3.09090	54.14319	4.29888	36.00173	3.93760	8.40041	2.16026	25.34013	1.70867	45.57735	1.60540	32.78532	1.23989	7.77783	0.97501	30.14429	50.32171	30.21864	6.08066	25.05403	27.88143	45.93756	47.10875	32.00558	31.31930	6.74815	8.62131	25.65843	25.77698	49.40729	51.07801	34.38399	33.05975	7.78231	4.34540	24.13761	43.44485	31.78355	7.52634	29.10891	27.92423	52.25815	53.14225	34.64305	39.44965	9.92286	10.09673	24.00224	23.53674	45.13536	45.06773	33.61404	32.70030	7.73753	6.38200	29.21371	29.48561	52.63932	53.42896	37.82734	32.43678	11.38294	7.03354	25.31018	27.45867	44.26635	48.08084	33.13321	34.94129	9.00054	8.42896	32.76014	56.70539	36.60366	8.36905	33.83491	62.91178	43.90599	10.34272	34.60326	59.53906	37.48851	8.64792
12	29.73823	3.13253	53.51694	4.43950	36.62789	4.46593	9.31805	2.26698	25.19942	1.77796	45.28270	1.84939	33.26616	1.43255	8.41138	1.00250	30.44336	48.98313	28.91499	6.30026	25.06564	27.93923	45.78306	47.54152	31.95135	31.90554	7.12792	9.11506	25.30374	25.45746	48.77601	50.51607	35.37602	33.89698	8.66657	5.23688	23.96616	42.91975	31.84620	7.97130	29.14777	27.79014	51.56262	52.63499	35.22537	40.33911	10.87245	11.01826	23.80352	23.24921	44.63971	44.43329	34.46748	33.40609	8.64175	7.20938	29.31758	29.34326	51.89452	53.00546	37.66209	33.16155	12.02546	7.94353	25.13190	27.24029	43.84970	47.81190	33.78839	35.49808	9.73352	9.08072	32.39286	56.35668	37.95844	9.76372	33.66015	62.45532	45.43489	11.58462	34.52599	58.98465	38.30952	9.76878
13	29.72401	3.16017	52.77555	4.57311	36.83990	5.03453	10.08578	2.43110	25.13723	1.85196	44.88052	2.08959	33.33453	1.74771	8.91147	1.06316	30.81518	47.64638	27.47159	6.43242	25.14801	28.07998	45.27347	47.81390	31.27460	32.04110	7.37960	9.50183	25.09126	25.30534	48.08798	49.70195	35.92339	34.04399	9.38455	5.94193	23.89595	42.30474	31.47080	8.30188	29.28274	27.72681	50.71338	52.04869	35.34831	40.86403	11.62962	11.78650	23.68180	23.03834	44.06521	43.77394	34.90258	33.77050	9.35140	7.90624	29.53897	29.33998	51.02924	52.45414	37.10217	33.35252	12.51156	8.66894	25.01961	27.09695	43.43771	47.49464	34.19053	35.69155	10.33806	9.60128	32.02819	55.88091	39.06338	10.85960	33.55642	61.78814	46.44911	12.91475	34.55523	58.40471	38.78048	10.72797
14	29.82011	3.17597	51.91147	4.66153	36.61832	5.54313	10.67180	2.59538	25.16267	1.92557	44.34925	2.31671	32.98482	2.11500	9.28883	1.13557	31.23638	46.41682	25.98607	6.49621	25.29826	28.29932	44.54253	47.87812	30.17653	31.74298	7.52928	9.79339	25.03672	25.33289	47.27750	48.66166	35.93258	33.55812	9.93000	6.46304	23.93771	41.56393	30.63657	8.52490	29.51737	27.75113	49.75611	51.32701	35.06201	40.93946	12.18283	12.39789	23.64649	22.92377	43.35131	43.06784	34.84084	33.75244	9.87326	8.49277	29.86637	29.50487	50.09519	51.76106	36.24175	33.01461	12.85668	9.20391	24.98708	27.04607	42.96923	47.07179	34.26477	35.47961	10.81640	9.99178	31.70376	55.20966	39.77465	11.69260	33.55167	60.85916	46.84495	13.98742	34.69992	57.75053	38.82905	11.50736
15	30.02653	3.18271	50.94376	4.68216	35.99380	5.92826	11.09631	2.74776	25.27770	1.99171	43.67279	2.49568	32.24692	2.46085	9.55613	1.20287	31.68534	45.36531	24.53891	6.50674	25.50983	28.58616	43.71450	47.60385	28.86851	31.02086	7.61664	10.00032	25.13957	25.53151	46.31380	47.46902	35.38025	32.56622	10.31087	6.82061	24.09277	40.69166	29.37859	8.65352	29.84399	27.87096	48.75117	50.44797	34.44947	40.54107	12.56595	12.86107	23.70298	22.91753	42.47287	42.30063	34.26308	33.33703	10.22444	8.96427	30.28178	29.84144	49.14864	50.95229	35.17678	32.22603	13.08002	9.55736	25.04246	27.09214	42.40669	46.51934	33.98082	34.87955	11.17309	10.26062	31.45403	54.30350	39.99430	12.34546	33.65932	59.68732	46.62641	14.81769	34.95737	56.99855	38.43856	12.09729
16	30.33280	3.18305	49.91029	4.63429	35.03445	6.16309	11.37356	2.87366	25.47763	2.04344	42.89951	2.68045	31.20758	2.73738	9.75677	1.24434	32.14363	44.52691	23.20058	6.47840	25.77406	28.92487	42.84456	47.22940	27.48492	30.09328	7.68398	10.13719	25.38553	25.87625	45.20793	46.21140	34.31671	31.21683	10.54563	7.04551	24.35389	39.70814	27.77868	8.70966	30.24658	28.08508	47.75283	49.42735	33.59848	39.70857	12.78115	13.19376	23.85216	23.02238	41.44745	41.47560	33.21472	32.55152	10.43206	9.48080	30.76431	30.32977	48.23396	50.07521	33.98615	31.09888	13.20067	9.75101	25.18762	27.22840	41.74253	45.84884	33.35681	33.97314	11.41790	10.43580	31.30507	53.16574	39.69327	12.83697	33.87760	58.35209	45.88487	15.40813	35.31417	56.14949	37.64013	12.49434
17	30.72071	3.17874	48.85427	4.53613	33.82545	6.25173	11.52169	2.96267	25.75251	2.07535	42.04356	2.84680	29.94312	2.95464	9.82894	1.28128	32.59644	43.90032	22.02179	6.42711	26.08067	29.29795	41.93614	46.69639	26.08171	29.00402	7.76058	10.22283	25.75068	26.33247	44.00074	44.96437	32.84127	29.64744	10.65739	7.16937	24.70670	38.64421	25.94080	8.72053	30.70399	28.38453	46.79727	48.30869	32.58496	38.52985	12.84258	13.41921	24.09109	23.23260	40.32672	40.61315	31.79236	31.46694	10.53085	9.44788	31.29221	30.93350	47.37661	49.17355	32.72626	29.74112	13.23431	9.81510	25.41821	27.44037	40.99312	45.09520	32.45108	32.86491	11.56962	10.55029	31.27254	51.84097	38.90858	13.18071	34.19255	56.95883	44.75559	15.76509	35.74815	55.22139	36.49761	12.70607
18	31.16776	3.17041	47.81141	4.41577	32.44884	6.22132	11.56706	3.01464	26.08860	2.08410	41.13639	2.99968	28.53103	3.14994	9.84170	1.30752	33.03207	43.45081	21.02026	6.36932	26.41729	29.68817	40.96943	46.06009	24.62789	27.82749	7.85364	10.27608	26.20567	26.86236	42.74157	43.78082	31.06655	27.96894	10.66696	7.21617	25.13130	37.52585	23.96251	8.70848	31.19295	28.75471	45.89709	47.14666	31.46348	37.11499	12.81482	13.56214	24.41401	23.53575	39.17585	39.74091	30.11493	30.18103	10.55647	9.20560	31.84440	31.60848	46.58247	48.27251	31.43133	28.23538	13.19105	9.78169	25.72467	27.70905	40.18593	44.29668	31.34225	31.66115	11.65351	10.63811	31.36127	50.40372	37.72765	13.40807	34.58352	55.60322	43.37641	15.91358	36.23222	54.23526	35.08342	12.74683
19	31.65057	3.15807	46.80299	4.30031	30.96988	6.11191	11.52731	3.03084	26.46988	2.06841	40.24057	3.14555	27.07811	3.30766	9.90627	1.28881	33.44162	43.11875	20.17617	6.31857	26.76927	30.08016	40.17892	45.38208	23.35139	26.63662	7.95051	10.31120	26.71958	27.43005	41.47137	42.69005	29.08909	26.26091	10.58662	7.19929	25.60400	36.36745	21.91932	8.68447	31.69071	29.17775	45.04410	45.99073	30.26562	35.56985	12.71771	13.64388	24.81320	23.91503	38.04992	38.88139	28.29086	28.79303	10.53604	9.43960	32.40174	32.31052	45.84184	47.37848	30.11684	26.63547	13.07441	9.67706	26.09383	28.01366	39.34630	43.47798	30.10511	30.45043	11.69332	10.72876	31.56623	48.93916	36.26302	13.54513	35.02874	54.34848	41.85942	15.87662	36.73880	53.20701	33.46239	12.63377
20	32.14741	3.14161	45.83509	4.20729	29.43185	5.96552	11.41369	3.01549	26.87991	2.02904	39.32307	3.27799	25.60073	3.49197	9.94776	1.27729	33.81852	42.83154	19.43893	6.28262	27.12190	30.46133	39.27995	44.65165	22.02913	25.46974	8.02941	10.33537	27.26336	28.00494	40.21640	41.70158	26.97659	24.57327	10.41893	7.12527	26.09979	35.17434	19.86312	8.64711	32.17697	29.63482	44.21773	44.87491	29.00541	33.97712	12.55877	13.67760	25.27935	24.35147	36.97898	38.04321	26.39784	27.38033	10.48179	9.60619	32.94777	33.00089	45.13578	46.48815	28.78529	24.97526	12.88353	9.51806	26.51057	28.33493	38.48849	42.64488	28.79437	29.27060	11.70486	10.82956	31.87489	47.52060	34.62344	13.61285	35.50916	53.21910	40.27829	15.67544	37.24274	52.14513	31.68487	12.38388
21	32.63990	3.12129	44.90194	4.14198	27.85820	5.81714	11.23254	2.97355	27.30390	1.96877	38.39949	3.39735	24.12761	3.69783	9.97608	1.27575	34.15826	42.51678	18.74316	6.26401	27.46364	30.82214	38.37425	43.87989	20.69304	24.33597	8.07161	10.34908	27.81253	28.56307	38.99027	40.80905	24.77102	22.92962	10.16178	6.99940	26.59567	33.95090	17.83049	8.58830	32.63495	30.10816	43.39273	43.81570	27.68659	32.38914	12.34149	13.66644	25.80165	24.82576	35.96706	37.21853	24.48117	25.98387	10.39236	9.80249	33.46896	33.64968	44.44097	45.59880	27.43195	23.28125	12.61706	9.31476	26.95989	28.65852	37.61514	41.79066	27.44110	28.12764	11.69376	10.93493	32.27017	46.19633	32.89462	13.62292	36.00955	52.20696	38.66922	15.32601	37.72365	51.05184	29.78539	12.01157
22	33.11366	3.09797	43.99074	4.10063	26.25930	5.68915	10.98800	2.90903	27.73013	1.89211	37.45559	3.47985	22.66652	3.89938	9.98290	1.28878	34.45754	42.11398	18.02888	6.26468	27.78809	31.15602	37.48315	42.97945	19.43258	23.14095	8.06895	10.34931	28.34832	29.08716	37.79843	39.99204	22.50143	21.33042	9.81689	6.82816	27.07413	32.70966	15.85379	8.50123	33.05220	30.58212	42.54582	42.81420	26.31034	30.82943	12.06349	13.60518	26.36753	25.32003	34.99926	36.38760	22.56250	24.60969	10.25834	10.01695	33.95469	34.23762	43.73291	44.71365	26.04916	21.58136	12.27613	9.07588	27.42851	28.97661	36.72353	40.90646	26.06008	27.00601	11.65701	11.02851	32.73252	44.98528	31.13013	13.57643	36.51778	51.28308	37.04158	14.84295	38.16671	49.92801	27.79032	11.53018
23	33.55820	3.07323	43.08602	4.07607	24.64021	5.58945	10.68605	2.82415	28.15019	1.80471	36.49799	3.55333	21.22489	4.09140	9.95733	1.31472	34.71357	41.58363	17.25675	6.28911	28.09330	31.45924	36.57016	42.05991	18.17682	21.99262	8.02413	10.33390	28.85723	29.56604	36.64113	39.21839	20.19849	19.75973	9.39924	6.62055	27.52459	31.47516	13.96843	8.38518	33.42080	31.04349	41.66093	41.85962	24.88237	29.29853	11.72436	13.48429	26.96251	25.81899	34.05204	35.52681	20.65221	23.23929	10.06916	10.20965	34.39708	34.75582	42.98864	43.84123	24.63023	19.90758	11.86628	8.81296	27.90559	29.28713	35.81219	39.98965	24.65986	25.88498	11.58712	11.09214	33.24191	43.87925	29.35025	13.46558	37.02382	50.41017	35.39162	14.24380	38.56223	48.77721	25.72655	10.95436
24	33.96627	3.04931	42.17365	4.06226	23.00723	5.51311	10.33623	2.71939	28.55853	1.71308	35.51993	3.60625	19.79931	4.25548	9.89424	1.34516	34.92400	40.91176	16.41287	6.34267	28.38126	31.73118	35.61402	41.09312	16.91742	20.85305	7.95093	10.30430	29.32964	29.99345	35.51527	38.45055	17.90387	18.19654	8.93931	6.38911	27.94182	30.28035	12.21399	8.24694	33.73683	31.48138	40.73227	40.93340	23.41734	27.78286	11.32625	13.29514	27.57068	26.31011	33.10294	34.61662	18.76098	21.84881	9.81895	10.35131	34.79081	35.20278	42.19048	42.99019	23.17407	18.29358	11.39769	8.54123	28.38256	29.59209	34.88460	39.04788	23.25085	24.75007	11.47723	11.11000	33.77956	42.85151	27.54983	13.27877	37.51923	49.55283	33.71407	13.55060	38.90502	47.60831	23.62732	10.30150
25	34.33334	3.02874	41.24461	4.05546	21.37254	5.44668	9.95216	2.59438	28.95179	1.62394	34.54906	3.65887	18.42216	4.37799	9.79162	1.37323	35.08808	40.10989	15.50666	6.42846	28.65824	31.97446	34.67564	40.17673	15.69864	19.84358	7.85167	10.26642	29.75888	30.36702	34.41810	37.65606	15.66991	16.62687	8.48337	6.14891	28.32368	29.15957	10.63130	8.10030	33.99983	31.88711	39.76532	40.01429	21.93991	26.26543	10.87607	13.03497	28.17530	26.78308	32.13692	33.64650	16.90705	20.42510	9.50984	10.41244	35.13265	35.58045	41.32966	42.16500	21.68921	16.77069	10.88470	8.27779	28.85265	29.89513	33.94957	38.09847	21.84902	23.60045	11.32551	11.07516	34.32898	41.86656	25.71126	13.00711	37.99676	48.68457	32.01006	12.78865	39.19360	46.43669	21.53537	9.59154
26	34.65732	3.01364	40.29765	4.05264	19.75549	5.37398	9.54902	2.45006	29.32825	1.54335	33.60646	3.71591	17.11479	4.45199	9.66086	1.38441	35.20837	39.21093	14.56657	6.54712	28.93355	32.19445	33.80492	39.34591	14.55907	18.97226	7.77209	10.22929	30.14158	30.68753	33.35216	36.81786	13.55072	15.05182	8.07476	5.91474	28.67012	28.14313	9.25694	7.96338	34.21218	32.25442	38.77626	39.08428	20.48359	24.73650	10.38287	12.70963	28.75988	27.22947	31.15016	32.61660	15.11742	18.97321	9.15167	10.38122	35.42146	35.89207	40.40861	41.36486	20.19544	15.36340	10.34482	8.03872	29.31063	30.19963	33.01974	37.16478	20.47531	22.44933	11.13701	10.99137	34.87638	40.88821	23.81618	12.64908	38.45020	47.79110	30.29062	11.98358	39.42901	45.28226	19.50008	8.84490
27	34.93847	3.00513	39.34014	4.04979	18.18194	5.28170	9.14147	2.29006	29.68734	1.47572	32.70538	3.76674	15.88924	4.47083	9.49163	1.41148	35.29155	38.26172	13.63412	6.69861	29.21622	32.39839	33.05017	38.56456	13.53977	18.15765	7.57082	10.20237	30.47798	30.95849	32.32840	35.93922	11.59501	13.48908	7.75018	5.69901	28.98294	27.25362	8.11645	7.85406	34.37841	32.57974	37.78849	38.13414	19.08633	23.20076	9.84675	12.33288	29.30937	27.64324	30.15092	31.53755	13.42428	17.51573	8.75966	10.26139	35.65818	36.14115	39.44146	40.58469	18.72321	14.08708	9.79737	7.83736	29.75347	30.50776	32.10961	36.27123	19.15181	21.31897	10.92243	10.87070	35.41080	39.88667	21.85572	12.21319	38.87439	46.87011	28.57609	11.15906	39.61395	44.16643	17.57199	8.08027
28	35.17872	3.00318	38.38598	4.04159	16.68146	5.16314	8.75428	2.11995	30.02938	1.42324	31.88160	3.85164	14.79008	4.45780	9.40894	1.29587	35.34734	37.31407	12.75634	6.88349	29.51188	32.59416	32.43082	37.97965	12.65252	17.58369	8.03883	10.19324	30.77132	31.18485	31.36458	35.03992	9.84268	11.96825	7.60257	5.51202	29.26527	26.50287	7.21913	7.78612	34.50413	32.86172	36.82685	37.16587	17.78440	21.67865	9.30994	11.92262	29.81182	28.02225	29.15821	30.42936	11.85985	16.08524	8.35180	10.06814	35.84560	36.33076	38.45165	39.81538	17.30976	12.94773	9.26133	7.68453	30.18017	30.82008	31.23270	35.43760	17.89799	20.23215	10.69587	10.72858	35.92402	38.84463	19.83786	11.71763	39.26533	45.92794	26.89237	10.33580	39.75210	43.10892	15.79654	7.31284
29	35.38071	3.00712	37.45163	4.02241	15.28355	5.01873	8.33473	1.99031	30.35510	1.38608	31.13215	3.96192	13.81074	4.42574	9.23411	1.31407	35.38631	36.41679	11.97972	7.10306	29.82092	32.78941	31.89918	37.54547	11.84011	17.17570	7.84620	10.20677	31.02553	31.37126	30.47877	34.14699	8.32297	10.52408	7.03829	5.36337	29.52030	25.88953	6.55744	7.76880	34.59487	33.10050	35.91214	36.19132	16.60752	20.20226	8.73114	11.49683	30.25981	28.36877	28.19816	29.31972	10.45203	14.71758	7.94690	9.81849	35.98764	36.46287	37.46697	39.04494	15.99295	11.94471	8.75301	7.58937	30.59116	31.13536	30.39882	34.67419	16.72762	19.20470	10.47178	10.57980	36.41062	37.76061	17.78861	11.18674	39.62007	44.97364	25.26550	9.53177	39.84750	42.12416	14.20715	6.55376
30	35.54676	3.01613	36.55185	3.98765	14.01451	4.85432	7.94999	1.87251	30.66498	1.36326	30.45175	4.09244	12.94796	4.38647	9.07231	1.33978	35.41766	35.61002	11.34627	7.35928	30.13834	32.99044	31.39237	37.24047	11.06055	16.90518	7.65084	10.24618	31.24295	31.52130	29.68253	33.28564	7.05454	9.19074	6.73347	5.26554	29.75027	25.39882	6.10989	7.80787	34.65479	33.29702	35.05629	35.22792	15.57503	18.80821	8.00525	11.07093	30.65070	28.68788	27.29877	28.23971	9.22232	13.44658	7.56341	9.53865	36.08838	36.53774	36.51440	38.26140	14.80598	11.07611	8.28492	7.56032	30.98744	31.44976	29.61245	33.97963	15.64670	18.24452	10.26186	10.43736	36.86767	36.64894	15.74944	10.64714	39.93607	44.01333	23.71721	8.76284	39.90406	41.21798	12.82160	5.81017
31	35.67811	3.02945	35.69641	3.93450	12.89493	4.67878	7.64211	1.78496	30.95842	1.35325	29.84093	4.24103	12.20319	4.34815	8.96301	1.33795	35.44788	34.92050	10.88802	7.65375	30.45504	33.20096	30.90943	37.05586	10.32068	16.76245	7.68625	10.31424	31.42254	31.63829	28.97735	32.47339	6.04663	7.99744	6.72370	5.23105	29.95626	25.00520	5.84535	7.90603	34.68563	33.45256	34.25880	34.29319	14.69350	17.53049	7.42516	10.65721	30.98584	28.98496	26.48431	27.21768	8.18605	12.29985	7.21928	9.22861	36.15107	36.55386	35.61506	37.45562	13.77314	10.34293	7.86577	7.60557	31.36935	31.75648	28.87292	33.34111	14.65368	17.35427	10.07317	10.31353	37.29420	35.53717	13.77252	10.12414	40.21016	43.04708	22.26290	8.04351	39.92492	40.38596	11.64175	5.09121
32	35.77463	3.04630	34.88840	3.86165	11.93746	4.50201	7.39560	1.75457	31.23323	1.35422	29.28555	4.39282	11.56641	4.31256	8.88359	1.35744	35.47982	34.35762	10.61889	7.98505	30.75942	33.42089	30.41604	36.94687	9.60434	16.70748	7.70690	10.41361	31.55973	31.72650	28.35564	31.71834	5.29943	6.96459	6.79253	5.27183	30.13832	24.67697	5.72818	8.06308	34.68661	33.56841	33.50813	33.40025	13.95915	16.39560	6.97035	10.26594	31.26867	29.26362	25.77090	26.27486	7.35302	11.29674	6.93239	8.93670	36.17714	36.50876	34.77973	36.62218	12.90689	9.74880	7.50176	7.73192	31.73491	32.04681	28.17533	32.73790	13.74242	16.53266	9.90849	10.22395	37.69005	34.46040	11.91412	9.63877	40.43769	42.06932	20.91211	7.38707	39.91160	39.61247	10.65501	4.41080
33	35.83475	3.06564	34.12408	3.76881	11.14592	4.33331	7.20593	1.79232	31.48537	1.36388	28.77055	4.52505	11.02986	4.26973	8.85203	1.38692	35.51213	33.91201	10.52945	8.34649	31.03845	33.64568	29.92846	36.83626	8.94386	16.67333	7.78442	10.54640	31.64755	31.79125	27.80399	31.01885	4.80422	6.10036	6.97779	5.41763	30.29541	24.38087	5.72163	8.27565	34.65464	33.64563	32.78493	32.55534	13.36113	15.42021	6.49355	9.90658	31.50296	29.52491	25.16429	25.42410	6.72668	10.44909	6.72082	8.67942	36.16600	36.40012	34.00810	35.75982	12.20910	9.29752	7.19895	7.94258	32.07848	32.31171	27.51236	32.14752	12.90816	15.78628	9.76944	10.18802	38.05453	33.45392	10.22790	9.20714	40.61228	41.07132	19.67047	6.80529	39.86340	38.87255	9.83883	3.76328
