	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	-0.08500	0.05691	-0.06048	0.03626	0.00190	0.02112	-0.20213	0.06411	-0.06656	0.04526	-0.00132	0.02903	-0.14609	-0.10235	-0.02121	-0.12693	-0.02857	0.00947	-0.07540	-0.04019	0.02019	-0.22446	-0.08667	-0.00656	-0.03350	-0.03890	0.00671	-0.14202	-0.01860	-0.00976	-0.24652	-0.13014	-0.03955	-0.27071	-0.06884	0.03983
2	-0.07824	0.06232	-0.05912	0.04424	0.00430	0.02504	-0.21148	0.07184	-0.07984	0.05134	-0.00752	0.03004	-0.14611	-0.11014	-0.02393	-0.12062	-0.03102	0.00815	-0.06505	-0.03164	0.02383	-0.24857	-0.10740	-0.01485	-0.02357	-0.03556	0.01301	-0.15278	-0.02969	-0.01645	-0.24274	-0.14971	-0.04742	-0.29267	-0.08138	0.03296
3	-0.06282	0.06672	-0.05774	0.05287	0.00426	0.02951	-0.21607	0.08018	-0.09277	0.05411	-0.01765	0.02746	-0.13660	-0.11851	-0.02965	-0.10845	-0.03682	0.00314	-0.04514	-0.02230	0.02418	-0.26686	-0.12600	-0.02722	-0.00672	-0.03241	0.01824	-0.15922	-0.04361	-0.02598	-0.24240	-0.16389	-0.05387	-0.30341	-0.09351	0.01567
4	-0.03833	0.07396	-0.05962	0.06460	0.00220	0.03598	-0.20833	0.08785	-0.10729	0.06510	-0.03502	0.03229	-0.12134	-0.13355	-0.03932	-0.08650	-0.04421	-0.00462	-0.01420	-0.01412	0.02413	-0.27224	-0.14005	-0.04515	0.02055	-0.03119	0.02180	-0.14776	-0.05475	-0.04104	-0.24254	-0.20214	-0.08090	-0.29262	-0.09529	-0.00338
5	-0.00210	0.08137	-0.06555	0.07451	-0.00024	0.04156	-0.17998	0.09050	-0.12002	0.07057	-0.05766	0.03988	-0.09432	-0.15066	-0.04823	-0.05765	-0.05639	-0.01418	0.02838	-0.01206	0.02364	-0.26586	-0.15083	-0.06804	0.05962	-0.03394	0.02388	-0.12461	-0.06814	-0.05934	-0.18627	-0.22811	-0.11734	-0.26551	-0.09662	-0.02940
6	0.04317	0.08937	-0.07713	0.08161	-0.00108	0.04591	-0.13739	0.09515	-0.12868	0.06521	-0.08125	0.04600	-0.05844	-0.17063	-0.05409	-0.02022	-0.07173	-0.02387	0.07836	-0.02014	0.02524	-0.24764	-0.16041	-0.09530	0.10960	-0.04063	0.02559	-0.08971	-0.08463	-0.08005	-0.10738	-0.22819	-0.14813	-0.22199	-0.09844	-0.05890
7	0.09408	0.09594	-0.09304	0.08449	0.00076	0.04913	-0.10511	0.09620	-0.14982	0.07918	-0.10708	0.05496	-0.01472	-0.19049	-0.05595	0.02351	-0.08904	-0.03263	0.13036	-0.04026	0.02990	-0.21827	-0.17121	-0.12572	0.16659	-0.04838	0.02835	-0.04392	-0.10440	-0.10166	-0.12112	-0.27960	-0.18401	-0.16572	-0.10485	-0.09138
8	0.14671	0.09999	-0.10872	0.08459	0.00459	0.05258	-0.06158	0.09965	-0.16959	0.08603	-0.13372	0.06567	0.03423	-0.20580	-0.05608	0.06948	-0.10531	-0.04004	0.18040	-0.06950	0.03704	-0.17717	-0.18462	-0.15806	0.22551	-0.05086	0.03280	0.01107	-0.12693	-0.12303	-0.10883	-0.31354	-0.22150	-0.10242	-0.11757	-0.12595
9	0.19826	0.10167	-0.11753	0.08679	0.00813	0.05768	-0.00887	0.10038	-0.18419	0.08159	-0.16046	0.07720	0.08512	-0.21146	-0.05837	0.11489	-0.11612	-0.04668	0.22770	-0.10081	0.04450	-0.12746	-0.20185	-0.19089	0.28197	-0.04032	0.03826	0.07257	-0.15050	-0.14373	-0.06858	-0.31846	-0.25888	-0.03578	-0.13401	-0.16212
10	0.24737	0.10247	-0.11403	0.09734	0.00864	0.06528	0.04393	0.10344	-0.19326	0.07484	-0.18735	0.08899	0.13427	-0.20510	-0.06665	0.16000	-0.11661	-0.05378	0.27381	-0.12553	0.04950	-0.07292	-0.22139	-0.22308	0.33403	-0.01145	0.04306	0.13780	-0.17171	-0.16398	-0.03817	-0.30834	-0.29626	0.03294	-0.14823	-0.19967
11	0.29350	0.10391	-0.09683	0.11697	0.00427	0.07535	0.09789	0.10912	-0.19207	0.06881	-0.21402	0.09986	0.17906	-0.18854	-0.08271	0.20648	-0.10367	-0.06227	0.31949	-0.13687	0.04986	-0.01551	-0.23846	-0.25387	0.38195	0.03490	0.04566	0.20498	-0.18559	-0.18450	-0.00926	-0.27859	-0.33164	0.10276	-0.15404	-0.23782
12	0.33653	0.10659	-0.06905	0.13998	-0.00490	0.08679	0.15064	0.11887	-0.18012	0.06967	-0.23928	0.10848	0.21916	-0.16648	-0.10511	0.25375	-0.07814	-0.07224	0.36312	-0.13202	0.04473	0.04392	-0.24774	-0.28249	0.42730	0.09136	0.04567	0.27260	-0.18739	-0.20567	0.01202	-0.23851	-0.36149	0.17092	-0.14882	-0.27450
13	0.37741	0.10986	-0.03585	0.16011	-0.01687	0.09772	0.20050	0.13227	-0.15946	0.07648	-0.26120	0.11378	0.25739	-0.14356	-0.12958	0.29988	-0.04373	-0.08276	0.40186	-0.11212	0.03486	0.10351	-0.24689	-0.30785	0.47298	0.14814	0.04410	0.33850	-0.17488	-0.22711	0.02591	-0.19781	-0.38185	0.23472	-0.13399	-0.30643
14	0.41805	0.11255	-0.00168	0.17388	-0.02853	0.10622	0.24656	0.14777	-0.13361	0.08512	-0.27756	0.11509	0.29848	-0.12180	-0.15060	0.34364	-0.00455	-0.09241	0.43374	-0.08095	0.02220	0.16077	-0.23719	-0.32838	0.52194	0.19772	0.04281	0.40089	-0.14877	-0.24776	0.03525	-0.16437	-0.38927	0.29226	-0.11315	-0.32999
15	0.45982	0.11465	0.03102	0.18025	-0.03680	0.11095	0.28864	0.16346	-0.10597	0.09366	-0.28647	0.11244	0.34554	-0.10010	-0.16337	0.38469	0.03608	-0.09983	0.45909	-0.04339	0.00934	0.21370	-0.22136	-0.34259	0.57483	0.23657	0.04363	0.45944	-0.11189	-0.26608	0.04361	-0.14229	-0.38179	0.34177	-0.09041	-0.34204
16	0.50187	0.11758	0.06144	0.17950	-0.03953	0.11156	0.32665	0.17767	-0.07892	0.10225	-0.28689	0.10665	0.39681	-0.07594	-0.16521	0.42247	0.07528	-0.10423	0.47993	-0.00426	-0.00114	0.26087	-0.20167	-0.34959	0.62888	0.26454	0.04777	0.51502	-0.06769	-0.28048	0.05401	-0.13142	-0.35947	0.38088	-0.06909	-0.34066
17	0.54089	0.12191	0.08928	0.17260	-0.03585	0.10867	0.35956	0.18955	-0.05381	0.11113	-0.27888	0.09926	0.44593	-0.04788	-0.15601	0.45521	0.10994	-0.10543	0.49838	0.03264	-0.00706	0.30087	-0.17929	-0.34930	0.67837	0.28308	0.05553	0.56755	-0.01951	-0.28970	0.06700	-0.12900	-0.32450	0.40718	-0.05121	-0.32545
