	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0001_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d
7	-0.09997	7.47520	8.60946	3.72144	-14.07437	3.19790	-0.07526	3.61179	-6.65259	5.68987	16.46916	2.58277	2.20715	1.73434	-14.95905	2.39427	-14.33947	1.97096	-14.36229	11.60106	-4.37961	16.27119	-12.92672	-7.06065	-11.09901	18.47043	13.05398	0.09881	2.69547	-16.10430	-14.22061	-12.72848	-13.37055	-9.30000	-0.34617	-6.52167	7.18725	5.08493	-17.96350	-15.43461	3.32551	4.83844	-9.51106	-14.74247	19.52821	0.41769	-15.88884	-12.50199	-7.08739	-6.62058	-7.94439	5.45485	13.50383	7.37468	-12.60784	-17.57451	0.66212	1.87825	-5.52821	-3.54161	16.84954	12.82369	4.64863	2.34984	-17.39257	-16.91526	-15.12271	-12.80170	-4.53386	-13.26578	-1.61415	-2.83016	9.92229	6.71244	-12.19079	-8.68210	-4.99609	0.80501	-10.35727	-2.76286	17.63377	16.92452	4.00548	1.23412	-13.75865	-10.43313	-17.07532	-16.77558	-7.77069	-10.55241	16.15125	7.55613	-18.12878	-1.38462	5.19154	-42.21287	6.69162	4.19596	-14.35469	-0.09993	-4.12734	-26.11422	-5.66131	8.28593	-10.88011	1.27942	-10.04763	-16.16507
8	-0.56817	7.39919	9.29775	4.64298	-14.00290	2.84583	-0.52078	4.07176	-6.47015	5.78078	16.77289	2.61421	2.51874	1.25524	-15.26998	2.02115	-14.90193	2.01981	-14.26721	11.44475	-4.43513	19.54029	-14.16204	-8.63500	-10.98819	19.00923	13.66539	1.40113	3.36126	-17.56311	-14.97583	-13.05949	-14.08840	-8.88494	-0.60416	-6.65985	6.94705	6.30471	-18.07660	-16.17889	3.58347	4.36230	-9.43262	-14.63327	19.65266	0.92776	-16.29832	-12.85984	-6.92195	-6.69301	-8.71410	4.92106	14.25099	6.37491	-12.23862	-16.49665	-0.28806	1.68128	-5.65352	-3.47290	16.94888	12.75263	4.05499	2.34496	-15.97519	-16.72360	-16.33029	-13.38010	-4.35530	-13.04338	-1.94155	-3.13378	11.94850	7.96790	-12.63831	-9.48497	-6.32111	0.60048	-10.24178	-2.57872	17.98688	17.39454	3.87656	1.66455	-13.68916	-11.66464	-17.75359	-16.84178	-8.63733	-10.64399	15.56864	6.39227	-16.75523	-1.28845	5.38937	-41.96243	5.79096	4.38660	-13.46870	0.51554	-2.99155	-25.37570	-6.47384	8.86428	-10.52903	0.58173	-10.09828	-16.15413
9	-1.15791	7.32708	10.28247	5.34325	-14.01817	2.61811	-1.17067	4.18940	-6.35807	5.76890	16.95654	2.65610	3.36448	1.01322	-15.96773	2.04407	-15.42922	1.99500	-14.15471	11.20939	-4.41341	21.86224	-15.58785	-9.38004	-10.90467	19.36416	14.13781	3.82008	4.77000	-19.43204	-16.20394	-13.55885	-14.73713	-8.51382	-1.02289	-6.98419	7.06168	8.08880	-17.94046	-16.74152	3.30842	3.29468	-9.33862	-14.53852	19.66775	1.93061	-17.01612	-13.27902	-6.77388	-6.83835	-9.55170	4.26071	15.28197	5.86841	-11.99552	-15.43528	-0.98641	1.11287	-5.44663	-3.40502	16.92902	12.60379	3.64637	2.65161	-14.89786	-16.71646	-17.38681	-14.03958	-4.24298	-12.81369	-2.35797	-3.65149	14.13804	9.85189	-13.24868	-10.56192	-7.55999	0.15199	-10.14849	-2.50283	18.24740	17.74584	4.18274	2.54998	-14.20382	-13.30382	-18.18245	-16.82067	-9.56244	-10.78802	14.87543	5.70973	-15.56951	-1.56458	5.37189	-41.53597	4.71523	5.07893	-12.81593	0.09830	-2.68203	-24.40998	-7.44881	9.88308	-10.28500	-0.18195	-9.98579	-16.06791
10	-1.84856	7.25952	11.50874	5.68080	-14.05332	2.56011	-1.86892	3.95638	-6.15976	6.07611	17.01608	2.70362	4.61546	1.45184	-16.87999	2.34437	-15.99429	1.89147	-14.04541	10.88968	-4.31959	23.02878	-17.05086	-9.30062	-10.84100	19.54381	14.46139	6.63142	6.53700	-21.20997	-17.55956	-14.28834	-15.39656	-8.21140	-1.58544	-7.46158	7.58840	10.27198	-17.50197	-16.99257	2.42942	1.67767	-9.23876	-14.45607	19.56528	3.37964	-17.89212	-13.84777	-6.66580	-7.09389	-10.42208	3.48478	16.50610	5.96306	-11.83357	-14.44170	-1.83553	0.18896	-5.31527	-3.34102	16.78138	12.37709	3.57102	3.35590	-14.27029	-16.91157	-18.28704	-14.80545	-4.25859	-12.58078	-2.83403	-4.36740	16.26477	12.23450	-13.95947	-11.68195	-8.61806	-0.58421	-10.06990	-2.49465	18.41874	17.96486	4.96747	3.86576	-15.17981	-15.13660	-18.48048	-16.85438	-10.53940	-10.99716	14.07536	5.60458	-14.59331	-0.49842	6.86769	-40.92430	3.50814	6.30650	-12.38481	-0.99123	-2.82744	-23.26194	-8.56374	11.31876	-10.09299	-1.15721	-9.88118	-15.92087
11	-2.61261	7.19766	12.86612	5.63780	-14.04448	2.65241	-2.70604	3.45675	-5.99048	6.23344	16.95638	2.75387	6.08799	1.92860	-17.84210	2.61389	-16.63967	1.73326	-13.96052	10.48627	-4.17422	23.01788	-18.38512	-8.49347	-10.79134	19.56643	14.63481	8.96644	8.42461	-22.53027	-18.83214	-15.17415	-16.11239	-8.00121	-2.26465	-8.04663	8.51169	12.58517	-16.75990	-16.88158	0.98635	-0.32754	-9.14134	-14.38371	19.34609	5.15419	-18.78547	-14.59971	-6.61746	-7.49194	-11.28633	2.60898	17.78010	6.66727	-11.72341	-13.54399	-2.70653	-1.02514	-5.22059	-3.28226	16.50872	12.07975	3.90493	4.48389	-14.09523	-17.26354	-19.06975	-15.71942	-4.45793	-12.35240	-3.33991	-5.24606	18.10856	14.85893	-14.71298	-12.64382	-9.41225	-1.56403	-10.00168	-2.52146	18.51079	18.04808	6.18648	5.49538	-16.43394	-16.95409	-18.76811	-17.03415	-11.55638	-11.26865	13.17802	6.08627	-13.78981	-0.70389	7.46818	-40.12634	2.22853	7.97435	-12.10439	-1.47792	-2.20136	-22.00349	-9.78379	13.07093	-9.89981	-2.33601	-9.82926	-15.72936
12	-3.41944	7.14190	14.21351	5.27820	-13.95454	2.83396	-3.68697	2.72913	-5.93107	6.14040	16.78949	2.80454	7.70175	2.24274	-18.78673	2.80283	-17.35325	1.55992	-13.91893	10.00624	-4.00545	21.96718	-19.43357	-7.13791	-10.75130	19.45204	14.66485	11.02223	10.20041	-23.58131	-19.90369	-16.06749	-16.86476	-7.90274	-3.02776	-8.69224	9.74811	14.71884	-15.78443	-16.46192	-0.86609	-2.46467	-9.05085	-14.31985	19.02010	7.08582	-19.61352	-15.48902	-6.64423	-8.05289	-12.10710	1.65286	18.94436	7.90092	-11.64414	-12.76489	-3.43944	-2.41911	-5.10899	-3.22876	16.12541	11.72508	4.63726	5.98611	-14.31339	-17.70162	-19.76701	-16.79978	-4.88265	-12.14037	-3.85041	-6.23832	19.50009	17.39563	-15.44551	-13.32669	-9.89168	-2.65716	-9.94131	-2.56123	18.53756	18.00142	7.72137	7.25904	-17.78967	-18.60389	-19.11394	-17.37078	-12.59811	-11.57988	12.19836	7.08646	-13.11158	-2.33979	6.97414	-39.15158	0.94258	9.88652	-11.89773	-2.06826	-1.54455	-20.72669	-11.06687	14.98698	-9.67492	-3.58554	-9.77796	-15.51018
13	-4.23951	7.09107	15.41220	4.71716	-13.78039	3.03353	-4.68479	2.00741	-5.95960	6.00318	16.53217	2.85311	9.28743	2.30064	-19.65017	2.85565	-18.07771	1.41347	-13.93532	9.46291	-3.84164	20.13799	-20.09007	-5.46597	-10.71755	19.21774	14.56472	12.47989	11.73709	-24.30363	-20.75719	-16.82424	-17.58083	-7.92912	-3.84167	-9.35928	11.17068	16.39738	-14.70880	-15.86135	-2.89066	-4.43491	-8.96902	-14.26410	18.60487	8.99709	-20.34906	-16.41556	-6.75517	-8.77918	-12.85278	0.63835	19.85547	9.52205	-11.57507	-12.13192	-3.97207	-3.85472	-5.00693	-3.17980	15.65526	11.33027	5.68459	7.74580	-14.85656	-18.17632	-20.36753	-18.01660	-5.55448	-11.96116	-4.34711	-7.29182	20.34312	19.52712	-16.09103	-13.69045	-10.04005	-3.68964	-9.88654	-2.60047	18.51379	17.83854	9.40986	8.95767	-19.11245	-19.99597	-19.52370	-17.81555	-13.64853	-11.89133	11.15503	8.48009	-12.52535	-4.08027	6.55610	-38.02202	-0.28546	11.79934	-11.71279	-3.62119	-1.78734	-19.53309	-12.36871	16.88876	-9.41710	-4.79836	-9.74033	-15.27908
14	-5.04767	7.04285	16.35526	4.09784	-13.54321	3.19229	-5.42289	1.70610	-5.90322	6.03748	16.20327	2.89677	10.71230	2.13721	-20.39824	2.75891	-18.73771	1.33947	-14.01867	8.87540	-3.70556	17.87016	-20.32952	-3.72345	-10.68728	18.87741	14.35182	13.30594	12.91922	-24.69230	-21.39467	-17.35098	-18.17170	-8.08673	-4.67717	-10.02169	12.63850	17.44430	-13.69271	-15.22438	-4.82487	-5.96700	-8.89607	-14.21770	18.12287	10.73721	-20.98835	-17.26878	-6.95167	-9.65104	-13.50054	-0.41168	20.41498	11.35530	-11.49317	-11.67326	-4.23697	-5.18928	-4.90622	-3.13470	15.12693	10.91376	6.92296	9.60501	-15.65998	-18.67431	-20.82660	-19.27677	-6.47022	-11.83616	-4.81842	-8.35990	20.62054	21.02168	-16.59205	-13.74512	-9.87128	-4.49624	-9.83415	-2.63174	18.45163	17.57848	11.07972	10.41605	-20.30338	-21.07464	-19.96971	-18.29949	-14.69287	-12.15683	10.06831	10.10760	-12.01801	-5.22681	6.78329	-36.77308	-1.40123	13.47518	-11.52089	-4.84780	-1.79912	-18.51986	-13.64883	18.60435	-9.14296	-5.84520	-9.70855	-15.04820
15	-5.82442	6.99464	16.98492	3.56375	-13.27525	3.27463	-5.90380	1.90364	-5.83844	6.07115	15.82161	2.93305	11.81967	1.77926	-20.97643	2.49860	-19.26888	1.37310	-14.17129	8.26789	-3.61109	15.51610	-20.19579	-2.13732	-10.65785	18.44383	14.04564	13.46306	13.35480	-24.70765	-21.68007	-17.61208	-18.56446	-8.37720	-5.51063	-10.66620	14.02453	17.82191	-12.88103	-14.67775	-6.43757	-6.87456	-8.83172	-14.18316	17.59840	12.20564	-21.53854	-17.95811	-7.22865	-10.62536	-14.03757	-1.47437	20.59149	13.22060	-11.38396	-11.40840	-4.15710	-6.29533	-4.74703	-3.09315	14.56849	10.49256	8.22245	11.39859	-16.64414	-19.19068	-21.10311	-20.45268	-7.59707	-11.79045	-5.25793	-9.40450	20.38661	21.77055	-16.91468	-13.52541	-9.42188	-4.95669	-9.77923	-2.65223	18.35929	17.24309	12.57947	11.51371	-21.27330	-21.80062	-20.42456	-18.76712	-15.71881	-12.33651	8.95745	11.79904	-11.58882	-6.35875	6.96311	-35.45285	-2.36521	14.72703	-11.30591	-5.78640	-1.72775	-17.76260	-14.87416	19.99134	-8.87073	-6.61242	-9.67541	-14.82337
16	-6.55556	6.94407	17.29605	3.21611	-13.01298	3.26826	-6.09965	2.28755	-5.78285	6.08511	15.40464	2.96076	12.60949	1.47046	-21.39282	2.10403	-19.65102	1.54966	-14.38814	7.66756	-3.56307	13.36712	-19.75802	-0.89210	-10.62673	17.93163	13.66626	12.97964	13.46264	-24.35233	-21.81832	-17.60577	-18.71325	-8.80041	-6.32391	-11.28809	15.24017	17.62747	-12.38237	-14.32706	-7.56134	-7.07816	-8.77565	-14.16277	17.05512	13.35966	-22.01966	-18.42021	-7.57852	-11.64010	-14.45993	-2.52742	20.41949	14.96213	-11.25217	-11.34420	-3.83704	-7.07299	-4.62465	-3.05484	14.00300	10.08020	9.47681	12.98663	-17.71309	-19.72700	-21.18235	-21.59146	-8.87137	-11.85006	-5.66226	-10.39477	19.74650	21.79204	-17.05609	-13.08766	-8.74438	-5.00885	-9.71545	-2.66204	18.24145	16.85481	13.80184	12.19920	-21.94970	-22.16965	-20.87229	-19.17181	-16.71466	-12.40734	7.83839	13.40400	-11.24221	-7.41094	7.03514	-34.11751	-3.15433	15.45216	-11.06573	-6.37662	-1.60376	-17.29855	-16.02019	20.94948	-8.61430	-7.01405	-9.63770	-14.60284
17	-7.23126	6.88946	17.33012	3.07426	-12.79442	3.18278	-5.99069	2.58063	-5.72973	6.10246	14.96788	2.98055	13.05231	1.46766	-21.64084	1.62252	-19.77332	1.71794	-14.65746	7.10048	-3.55956	11.60885	-19.07784	-0.11041	-10.59151	17.35969	13.23365	11.97559	13.09695	-23.71446	-21.75240	-17.33628	-18.59521	-9.35756	-7.10321	-11.88566	16.24829	17.04825	-12.26670	-14.25875	-8.10023	-6.59718	-8.72740	-14.15723	16.51469	14.20634	-22.46959	-18.61304	-7.99540	-12.62556	-14.77069	-3.54949	19.98459	16.47011	-11.12016	-11.47700	-3.37316	-7.45778	-4.59875	-3.01903	13.44618	9.68573	10.62260	14.27807	-18.77637	-20.27995	-21.07614	-21.99328	-10.20258	-12.03968	-6.02972	-11.30472	18.83487	21.21215	-17.03929	-12.51433	-7.90320	-4.64832	-9.63584	-2.66218	18.10030	16.43492	14.69778	12.48882	-22.29770	-22.19541	-21.30088	-19.49840	-17.66613	-12.36906	6.72308	14.81624	-10.98723	-8.17151	7.10353	-32.82420	-3.76150	15.64804	-10.82088	-6.55004	-1.41627	-17.11781	-17.07109	21.42981	-8.38198	-6.99506	-9.59262	-14.37663
18	-7.84501	6.82965	17.16319	3.07960	-12.65653	3.05389	-5.58730	2.70684	-5.67041	6.11607	14.52503	2.99472	13.23844	1.83468	-21.78726	1.17075	-19.66185	1.91209	-14.96326	6.58658	-3.59487	10.32337	-18.21312	0.16456	-10.55021	16.75154	12.76741	10.81708	12.45331	-23.05911	-21.60243	-16.80786	-18.20408	-10.05368	-7.83760	-12.45567	17.05843	16.30245	-12.56736	-14.53107	-8.02613	-5.53015	-8.68592	-14.16502	15.99672	14.78426	-22.94112	-18.51073	-8.47790	-13.52083	-14.97801	-4.52064	19.40232	17.68987	-11.01865	-11.79586	-2.70176	-7.42509	-4.54054	-2.98404	12.90632	9.31402	11.64380	15.24018	-19.77862	-20.85024	-20.80812	-21.87744	-11.48253	-12.38109	-6.35945	-12.11130	17.79648	20.22743	-16.90273	-11.90348	-6.97119	-3.92557	-9.53372	-2.65346	17.93682	16.00238	15.27799	12.45245	-22.33934	-21.93996	-21.68987	-19.73482	-18.55429	-12.24377	5.61978	15.98727	-10.83945	-8.60242	7.13612	-31.62387	-4.19368	15.40665	-10.61412	-6.31754	-1.18772	-17.16677	-18.01863	21.43760	-8.17943	-6.53769	-9.53955	-14.12793
19	-8.39256	6.76363	16.88935	3.14627	-12.62930	2.94922	-4.93255	2.67655	-5.60253	6.12911	14.08826	3.00632	13.27515	2.30329	-21.92124	0.91534	-19.40170	2.25469	-15.28909	6.13510	-3.66183	9.51986	-17.24538	-0.01993	-10.50169	16.13376	12.28700	9.81310	11.72359	-22.63125	-21.48903	-16.03660	-17.54656	-10.89830	-8.51743	-12.99110	17.71009	15.58976	-13.28181	-15.15652	-7.37087	-4.03498	-8.64933	-14.18250	15.51891	15.14301	-23.48452	-18.10499	-9.03091	-14.28888	-15.09321	-5.42259	18.79208	18.61709	-10.97015	-12.28343	-1.90298	-6.99157	-4.45374	-2.94730	12.38588	8.96702	12.56062	15.89451	-20.71397	-21.45157	-20.39837	-21.86894	-12.60377	-12.89061	-6.65097	-12.79378	16.76702	19.05791	-16.68692	-11.34201	-6.02476	-2.94145	-9.40370	-2.63646	17.75179	15.57347	15.59962	12.19160	-22.15600	-21.52232	-22.00380	-19.85266	-19.35546	-12.06947	4.53403	16.92792	-10.82235	-8.65560	7.15003	-30.55465	-4.46891	14.88832	-10.49566	-5.72025	-0.92099	-17.36243	-18.85982	21.02342	-8.00880	-5.66309	-9.47960	-13.83642
20	-8.87121	6.69040	16.60206	3.20790	-12.72820	2.95557	-4.09223	2.55771	-5.52595	6.14202	13.66833	3.01808	13.17280	2.82227	-22.07292	1.00012	-18.92612	2.62413	-15.62105	5.74542	-3.75263	9.16641	-16.29700	-0.53354	-10.44605	15.53355	11.81187	8.75299	10.86289	-22.32865	-21.41300	-15.06151	-16.64366	-11.90038	-9.13332	-13.48141	18.25385	15.05770	-14.37235	-16.08922	-6.21563	-2.30539	-8.61520	-14.20427	15.09630	15.32699	-24.12662	-17.41073	-9.66490	-14.92301	-15.12921	-6.23916	18.25663	19.28364	-10.97918	-12.91287	-1.06918	-6.21321	-4.34718	-2.90565	11.88340	8.64516	13.40825	16.30164	-21.60968	-22.10670	-19.86096	-21.46908	-13.47981	-13.57395	-6.90407	-13.33449	15.85481	17.90195	-16.42249	-10.88025	-5.13496	-1.83356	-9.24228	-2.61178	17.54656	15.16146	15.74078	11.81607	-21.86470	-21.06108	-22.19719	-19.83972	-20.04506	-11.89113	3.47024	17.69060	-10.96229	-8.33417	7.15217	-29.63810	-4.61282	14.28254	-10.50111	-4.85074	-0.62368	-17.61281	-19.59521	20.27245	-7.86527	-4.43186	-9.41563	-13.48137
21	-9.27943	6.60901	16.37731	3.23220	-12.94785	3.13301	-3.14345	2.44020	-5.43984	6.15481	13.27418	3.03184	13.06550	3.22338	-22.33450	1.34178	-18.26815	3.01018	-15.94866	5.41493	-3.85819	9.20893	-15.51385	-1.19832	-10.38459	14.97598	11.36110	8.14898	9.99020	-22.46429	-21.44167	-13.94777	-15.53539	-13.05803	-9.67560	-13.91435	18.73436	14.78432	-15.76588	-17.23062	-4.67997	-0.53863	-8.58112	-14.22357	14.74000	15.36505	-24.85632	-16.46885	-10.39085	-15.44234	-15.09968	-6.95680	17.87047	19.73982	-11.03221	-13.64287	-0.27533	-5.17848	-4.21516	-2.85586	11.39517	8.34795	14.21832	16.53877	-22.49604	-22.83683	-19.21037	-20.79928	-14.05837	-14.41815	-7.11911	-13.72085	15.13065	16.90435	-16.12553	-10.52438	-4.35839	-0.75034	-9.04783	-2.57995	17.32310	14.77598	15.77374	11.42342	-21.57898	-20.66733	-22.22935	-19.68605	-20.60273	-11.75348	2.43296	18.34426	-11.27637	-7.67957	7.14579	-28.88005	-4.65533	13.76548	-10.63501	-3.83230	-0.30348	-17.83723	-20.22732	19.29050	-7.73178	-2.94314	-9.35258	-13.04540
22	-9.61699	6.51898	16.26208	3.21606	-13.25964	3.47302	-2.16795	2.39062	-5.34513	6.16733	12.91234	3.04854	12.92467	3.62284	-22.66901	1.73374	-17.46549	3.37897	-16.26426	5.14778	-3.96732	9.57812	-15.02218	-1.84086	-10.31952	14.48139	10.95233	7.47428	9.21474	-22.61894	-21.61587	-12.78312	-14.28483	-14.34909	-10.13493	-14.27856	19.17714	14.78098	-17.34927	-18.45340	-2.91461	1.09670	-8.54539	-14.23333	14.45649	15.26638	-25.62186	-15.34390	-11.21084	-15.88185	-15.01847	-7.56534	17.67337	20.03774	-11.10259	-14.41528	0.40823	-3.99591	-4.06218	-2.79502	10.91633	8.07379	15.00723	16.67769	-23.38647	-23.64416	-18.46352	-19.91404	-14.32970	-15.38550	-7.29736	-13.94796	14.62479	16.14486	-15.79795	-10.24762	-3.73099	0.17835	-8.82020	-2.54116	17.08323	14.42281	15.74968	11.08268	-21.37991	-20.41585	-22.07578	-19.39326	-21.01611	-11.69700	1.42760	18.95446	-11.76201	-6.75898	7.13492	-28.27285	-4.62790	13.46379	-10.86858	-2.79761	0.02836	-17.98176	-20.75969	18.18558	-7.57754	-1.32377	-9.29777	-12.51794
23	-9.88545	6.42087	16.27093	3.17506	-13.61470	3.91144	-1.24332	2.42472	-5.24400	6.17894	12.58618	3.06885	12.79204	3.96910	-23.06720	2.09177	-16.56764	3.69189	-16.56245	4.95728	-4.06649	10.19154	-14.89132	-2.33353	-10.25325	14.06409	10.59988	6.91700	8.54403	-22.83276	-21.88840	-11.66813	-12.97666	-15.72865	-10.50421	-14.56618	19.58137	15.01045	-18.96346	-19.62661	-1.09959	2.47669	-8.50977	-14.22756	14.24726	15.02336	-26.33783	-14.11871	-12.10925	-16.28404	-14.89947	-8.05918	17.67032	20.21880	-11.16016	-15.15612	0.93738	-2.77951	-3.89115	-2.72072	10.44113	7.81931	15.77030	16.77024	-24.27032	-24.50563	-17.63661	-18.86875	-14.32797	-16.41438	-7.44117	-14.02097	14.32990	15.64745	-15.43176	-10.01119	-3.26463	0.86234	-8.56028	-2.49504	16.82770	14.10387	15.69364	10.82568	-21.30486	-20.33058	-21.73021	-18.97441	-21.28342	-11.75521	0.46085	19.56828	-12.39008	-5.65847	7.12120	-27.79842	-4.56087	13.43630	-11.15090	-1.86421	0.35696	-18.02622	-21.19676	17.05488	-7.36536	0.29028	-9.26038	-11.89699
24	-10.08854	6.31646	16.39087	3.13025	-13.95259	4.36953	-0.43572	2.50849	-5.13979	6.18906	12.29555	3.09400	12.64369	4.29770	-23.45892	2.37763	-15.63163	3.91219	-16.83992	4.85827	-4.14107	10.95882	-15.12148	-2.61175	-10.18794	13.73261	10.31307	6.27610	8.03151	-22.86198	-22.22262	-10.70035	-11.70835	-17.13481	-10.78081	-14.77461	19.92165	15.40824	-20.41337	-20.63189	0.57044	3.52295	-8.47878	-14.20283	14.10864	14.62170	-26.89931	-12.88813	-13.05060	-16.69372	-14.75639	-8.43822	17.83952	20.30713	-11.18073	-15.78147	1.29469	-1.63425	-3.70711	-2.63097	9.96248	7.57890	16.48003	16.84178	-25.11292	-25.36812	-16.74127	-17.73824	-14.12234	-17.42791	-7.55413	-13.95490	14.21173	15.40145	-15.01735	-9.78529	-2.94824	1.26020	-8.26961	-2.44069	16.55553	13.81765	15.60538	10.64931	-21.34864	-20.39889	-21.20068	-18.44436	-21.41397	-11.95194	-0.45954	20.20561	-13.10617	-4.46796	7.10524	-27.43159	-4.48169	13.67793	-11.42695	-1.11517	0.66546	-17.98250	-21.54408	15.97663	-7.06124	1.77192	-9.25069	-11.18983
