	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z	Z
1	-0.05275	0.02884	0.02391	0.02763	-0.00197	0.00590	-0.11850	0.03840	0.04015	0.02003	0.01298	0.00664	-0.08605	0.05567	0.00360	-0.06935	0.03374	0.01679	-0.03538	0.01063	-0.00137	-0.11414	0.04046	0.00584	-0.03684	0.00544	-0.00815	-0.09738	0.01647	0.01036	-0.16658	0.07178	0.00936	-0.14505	0.03830	0.02252
2	-0.04419	0.03141	0.02183	0.02760	-0.00536	0.00455	-0.11036	0.03179	0.04261	0.02222	0.00872	0.00642	-0.08036	0.05369	-0.00160	-0.06645	0.03128	0.01209	-0.02385	0.00617	-0.00404	-0.11233	0.04661	0.00356	-0.02836	0.00561	-0.01042	-0.09252	0.01647	0.00413	-0.13877	0.07647	0.00536	-0.14173	0.04220	0.01845
3	-0.02740	0.03448	0.01850	0.02681	-0.00995	0.00272	-0.09030	0.02832	0.04563	0.02697	0.00443	0.00688	-0.06688	0.04938	-0.00930	-0.05988	0.02707	0.00477	-0.00324	0.00108	-0.00761	-0.10548	0.05261	0.00055	-0.01208	0.00506	-0.01293	-0.08484	0.01632	-0.00501	-0.07059	0.08633	0.01022	-0.13073	0.04582	0.01163
4	-0.00355	0.03948	0.01373	0.02748	-0.01632	0.00313	-0.07014	0.02445	0.04801	0.03420	-0.00297	0.00845	-0.04877	0.04507	-0.01939	-0.04677	0.02088	-0.00417	0.02410	-0.00619	-0.01312	-0.09093	0.05770	-0.00353	0.01401	0.00229	-0.01646	-0.06370	0.01347	-0.01596	-0.04884	0.09955	0.00261	-0.10045	0.04846	0.00622
5	0.02709	0.04517	0.00602	0.02818	-0.02459	0.00660	-0.04772	0.01833	0.04507	0.03527	-0.01480	0.01062	-0.02497	0.03766	-0.03221	-0.03086	0.01223	-0.01597	0.05581	-0.01640	-0.02080	-0.07265	0.06140	-0.00953	0.05044	-0.00321	-0.02076	-0.03726	0.00906	-0.02964	-0.03614	0.09317	-0.01790	-0.06167	0.04947	-0.00094
6	0.05925	0.05133	-0.00542	0.02951	-0.03518	0.01124	-0.01134	0.03061	0.03876	0.03612	-0.02618	0.01363	0.00023	0.02711	-0.04787	-0.01284	0.00020	-0.03036	0.08398	-0.03048	-0.03124	-0.05293	0.06285	-0.01834	0.09354	-0.01288	-0.02645	-0.00700	0.00250	-0.04573	0.03300	0.08072	-0.02705	-0.01695	0.04752	-0.00942
7	0.08892	0.05722	-0.02129	0.03131	-0.04820	0.01659	0.01224	0.02896	0.03514	0.04671	-0.03958	0.01669	0.02595	0.01277	-0.06636	0.00547	-0.01513	-0.04706	0.10306	-0.04882	-0.04439	-0.03476	0.06079	-0.03077	0.13775	-0.02781	-0.03384	0.02396	-0.00735	-0.06399	0.03957	0.09595	-0.03577	0.02694	0.04143	-0.02033
8	0.11583	0.06313	-0.04076	0.03370	-0.06271	0.02228	0.03592	0.03453	0.02664	0.05470	-0.05498	0.01971	0.05354	-0.00419	-0.08657	0.02408	-0.03199	-0.06474	0.11417	-0.07055	-0.05910	-0.01901	0.05393	-0.04719	0.17977	-0.04755	-0.04245	0.05355	-0.02120	-0.08400	0.05375	0.10059	-0.04562	0.06725	0.03186	-0.03333
9	0.14255	0.06974	-0.06185	0.03646	-0.07723	0.02814	0.06262	0.04369	0.01431	0.05930	-0.07093	0.02317	0.08379	-0.02204	-0.10689	0.04444	-0.04822	-0.08166	0.12426	-0.09363	-0.07389	-0.00480	0.04267	-0.06728	0.21962	-0.06988	-0.05090	0.08200	-0.03847	-0.10492	0.08597	0.09509	-0.05356	0.10550	0.02050	-0.04723
10	0.17103	0.07667	-0.08262	0.03929	-0.09026	0.03412	0.08983	0.05213	0.00188	0.06441	-0.08579	0.02817	0.11428	-0.03927	-0.12573	0.06839	-0.06262	-0.09594	0.14056	-0.11589	-0.08738	0.01026	0.02864	-0.08994	0.25825	-0.09270	-0.05767	0.11131	-0.05761	-0.12560	0.11456	0.09204	-0.05705	0.14465	0.00897	-0.06044
11	0.20047	0.08286	-0.10177	0.04184	-0.10061	0.04021	0.11916	0.05966	-0.01045	0.06890	-0.09803	0.03550	0.14068	-0.05501	-0.14184	0.09659	-0.07506	-0.10580	0.16569	-0.13565	-0.09848	0.02874	0.01333	-0.11337	0.29506	-0.11465	-0.06150	0.14362	-0.07705	-0.14471	0.14071	0.08823	-0.05511	0.18616	-0.00171	-0.07114
12	0.22838	0.08848	-0.11852	0.04369	-0.10752	0.04624	0.14885	0.06559	-0.02195	0.07316	-0.10634	0.04497	0.15997	-0.06904	-0.15426	0.12738	-0.08521	-0.10998	0.19687	-0.15180	-0.10648	0.05178	-0.00260	-0.13532	0.32830	-0.13472	-0.06181	0.17912	-0.09605	-0.16095	0.15754	0.08491	-0.04774	0.22843	-0.01078	-0.07772
13	0.25322	0.09489	-0.13249	0.04439	-0.11054	0.05179	0.17707	0.07109	-0.03220	0.07711	-0.10994	0.05560	0.17301	-0.08169	-0.16211	0.15805	-0.09248	-0.10791	0.22869	-0.16383	-0.11099	0.07820	-0.01869	-0.15363	0.35797	-0.15194	-0.05854	0.21583	-0.11418	-0.17322	0.16447	0.08197	-0.03580	0.26882	-0.01763	-0.07913
14	0.27521	0.10258	-0.14363	0.04359	-0.10947	0.05630	0.20252	0.07741	-0.04087	0.08071	-0.10856	0.06616	0.18342	-0.09344	-0.16456	0.18655	-0.09650	-0.09984	0.25628	-0.17191	-0.11181	0.10526	-0.03413	-0.16660	0.38594	-0.16554	-0.05204	0.25118	-0.13111	-0.18076	0.16478	0.07916	-0.02073	0.30481	-0.02178	-0.07487
15	0.29506	0.11065	-0.15195	0.04111	-0.10440	0.05919	0.22444	0.08426	-0.04767	0.08403	-0.10249	0.07551	0.19438	-0.10449	-0.16117	0.21197	-0.09728	-0.08677	0.27728	-0.17662	-0.10899	0.12991	-0.04795	-0.17318	0.41353	-0.17475	-0.04305	0.28347	-0.14661	-0.18320	0.16278	0.07634	-0.00425	0.33409	-0.02286	-0.06508
16	0.31258	0.11800	-0.15727	0.03712	-0.09592	0.06009	0.24237	0.09022	-0.05240	0.08721	-0.09248	0.08276	0.20630	-0.11441	-0.15223	0.23383	-0.09515	-0.07049	0.29189	-0.17851	-0.10286	0.14988	-0.05924	-0.17297	0.43957	-0.17889	-0.03266	0.31212	-0.16054	-0.18050	0.16162	0.07345	0.01203	0.35437	-0.02054	-0.05045
17	0.32633	0.12361	-0.15921	0.03213	-0.08501	0.05883	0.25554	0.09428	-0.05489	0.09039	-0.07955	0.08732	0.21697	-0.12212	-0.13880	0.25114	-0.09061	-0.05325	0.30158	-0.17798	-0.09405	0.16402	-0.06732	-0.16626	0.46045	-0.17754	-0.02219	0.33654	-0.17255	-0.17294	0.16181	0.07080	0.02684	0.36421	-0.01476	-0.03214
