	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0003_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d	2014_05_30_PC017_BAREFOOT_GAIT0007_2.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
1	0.40972	0.06699	-0.19592	0.07253	0.04816	0.03559	0.44933	0.15130	-0.16987	0.05024	0.07784	0.03905	0.48400	-0.27715	0.08925	0.22477	-0.10922	0.03032	0.39128	-0.13765	0.02820	0.50776	-0.22148	0.08928	0.35387	-0.17295	0.02704	0.52186	-0.14712	0.04404	0.37765	-0.14883	0.10473	0.61462	-0.22272	0.12081
2	0.45426	0.08094	-0.18642	0.09734	0.07465	0.04590	0.46950	0.16080	-0.15218	0.05306	0.12268	0.05564	0.54605	-0.29103	0.12756	0.22103	-0.07944	0.05340	0.42364	-0.09850	0.04549	0.53042	-0.21089	0.13844	0.39310	-0.16973	0.05091	0.53834	-0.12070	0.07539	0.41441	-0.15921	0.17002	0.64331	-0.19067	0.17615
3	0.48815	0.10007	-0.15974	0.12185	0.10195	0.05564	0.52740	0.17867	-0.14620	0.09201	0.16652	0.07090	0.60345	-0.28645	0.16605	0.22410	-0.04075	0.07938	0.43715	-0.04342	0.06606	0.54917	-0.18600	0.18515	0.42385	-0.14935	0.07375	0.54467	-0.08712	0.10556	0.66113	-0.27890	0.23719	0.65794	-0.13826	0.22530
4	0.51554	0.13324	-0.10937	0.14807	0.13431	0.06664	0.53877	0.18948	-0.09324	0.10692	0.21571	0.08929	0.66937	-0.26069	0.21125	0.22920	0.01512	0.11145	0.43647	0.03521	0.09491	0.55452	-0.13535	0.23491	0.44076	-0.10263	0.09677	0.52952	-0.02887	0.13532	0.71786	-0.25738	0.31425	0.66272	-0.05971	0.28261
5	0.53384	0.16994	-0.03645	0.16888	0.17326	0.07602	0.49884	0.15505	0.00585	0.06645	0.26640	0.10553	0.72935	-0.20720	0.26083	0.24439	0.07901	0.15111	0.42150	0.13048	0.13462	0.55438	-0.06140	0.28369	0.45069	-0.03262	0.12432	0.51052	0.04149	0.16573	0.51942	-0.06810	0.38904	0.66550	0.03825	0.34243
6	0.54439	0.20674	0.05825	0.18489	0.22274	0.08443	0.49450	0.15087	0.10110	0.06102	0.32188	0.12068	0.78054	-0.12690	0.31909	0.25573	0.15602	0.19916	0.39601	0.24288	0.18745	0.55181	0.03564	0.33638	0.45663	0.05879	0.16169	0.49315	0.12400	0.19947	0.50210	0.03579	0.46373	0.66969	0.15405	0.41064
7	0.54298	0.23875	0.17081	0.19642	0.28372	0.09173	0.52541	0.17133	0.19399	0.08262	0.38457	0.13751	0.81328	-0.02470	0.38696	0.25736	0.24175	0.25424	0.36086	0.36813	0.25261	0.54696	0.15346	0.39602	0.45480	0.16901	0.21158	0.47886	0.21858	0.23799	0.66997	0.07256	0.54727	0.67388	0.28361	0.48733
8	0.52878	0.26339	0.29159	0.20441	0.35431	0.09778	0.53556	0.19368	0.30292	0.09136	0.45081	0.15130	0.82441	0.08804	0.46275	0.25255	0.32650	0.31406	0.31907	0.49686	0.32736	0.53334	0.28947	0.46479	0.44287	0.28987	0.27284	0.46586	0.32314	0.28149	0.74553	0.16170	0.62282	0.68051	0.41381	0.57087
9	0.50550	0.27938	0.40733	0.21048	0.43048	0.10224	0.53033	0.20033	0.41322	0.09225	0.51874	0.16238	0.81685	0.19724	0.54212	0.24640	0.40076	0.37574	0.27670	0.61819	0.40790	0.51232	0.43143	0.54157	0.42295	0.40656	0.34140	0.45344	0.43094	0.32905	0.75071	0.27311	0.68947	0.68878	0.52988	0.65789
10	0.47714	0.28726	0.50650	0.21663	0.50741	0.10504	0.52513	0.21030	0.50638	0.10314	0.58623	0.17204	0.79606	0.29052	0.61998	0.23850	0.45945	0.43622	0.23871	0.72378	0.49024	0.48618	0.56485	0.62247	0.39666	0.50521	0.41201	0.44149	0.53332	0.37887	0.76511	0.35399	0.74972	0.69438	0.62030	0.74388
11	0.44621	0.28676	0.58121	0.22411	0.58049	0.10617	0.51219	0.21580	0.57795	0.11959	0.64961	0.17974	0.76406	0.36015	0.69124	0.22570	0.50075	0.49272	0.20692	0.80826	0.57063	0.45412	0.67910	0.70239	0.36764	0.57522	0.47958	0.42849	0.62446	0.42884	0.75880	0.40788	0.79954	0.69385	0.67757	0.82454
12	0.41468	0.27732	0.62689	0.23327	0.64588	0.10575	0.49348	0.21891	0.62232	0.14334	0.70645	0.18561	0.72098	0.40247	0.75159	0.20962	0.52275	0.54307	0.18062	0.86811	0.64595	0.41544	0.76755	0.77655	0.34244	0.61008	0.54009	0.41412	0.70120	0.47728	0.74029	0.42365	0.83866	0.68793	0.69643	0.89671
13	0.38566	0.26199	0.64176	0.24422	0.70093	0.10432	0.47136	0.21845	0.63670	0.17391	0.75526	0.18967	0.67214	0.41607	0.79823	0.19431	0.52392	0.58583	0.15825	0.90104	0.71380	0.37381	0.82493	0.84137	0.32660	0.60816	0.59078	0.40074	0.76049	0.52318	0.71001	0.39987	0.86726	0.67793	0.67429	0.95866
14	0.36241	0.24661	0.62726	0.25651	0.74432	0.10292	0.44856	0.21409	0.62079	0.20932	0.79541	0.19185	0.62671	0.40240	0.83014	0.18181	0.50458	0.62033	0.13847	0.90665	0.77261	0.33470	0.84755	0.89467	0.32204	0.57274	0.63022	0.39117	0.79907	0.56618	0.67054	0.34064	0.88615	0.66456	0.61214	1.00973
15	0.34654	0.23502	0.58770	0.26859	0.77579	0.10279	0.42744	0.20758	0.57684	0.24673	0.82693	0.19203	0.59036	0.36613	0.84779	0.17181	0.46657	0.64669	0.12144	0.88643	0.82152	0.30191	0.83480	0.93548	0.32781	0.51055	0.65808	0.38597	0.81438	0.60625	0.62828	0.25352	0.89632	0.64923	0.51491	1.04989
16	0.33736	0.22693	0.52923	0.27828	0.79586	0.10483	0.40960	0.20162	0.50944	0.28304	0.85017	0.19004	0.56204	0.31423	0.85240	0.16364	0.41247	0.66586	0.10825	0.84354	0.86028	0.27628	0.78967	0.96363	0.34179	0.42992	0.67489	0.38253	0.80604	0.64344	0.59000	0.14825	0.89850	0.63555	0.39077	1.07940
17	0.33354	0.22085	0.45822	0.28373	0.80546	0.10927	0.39640	0.19834	0.42451	0.31582	0.86564	0.18572	0.53864	0.25388	0.84542	0.15859	0.34490	0.67947	0.09975	0.78217	0.88912	0.25630	0.71807	0.97940	0.36223	0.33861	0.68183	0.37802	0.77595	0.67767	0.56061	0.03430	0.89304	0.62849	0.24935	1.09862
18	0.33436	0.21622	0.38012	0.28415	0.80578	0.11569	0.38920	0.19801	0.32813	0.34353	0.87395	0.17904	0.51896	0.19082	0.82829	0.16054	0.26615	0.68933	0.09649	0.70686	0.90857	0.24032	0.62725	0.98355	0.38764	0.24268	0.68048	0.37156	0.72773	0.70858	0.54220	-0.08065	0.88040	0.63139	0.10016	1.10789
19	0.33896	0.21200	0.29903	0.27967	0.79821	0.12335	0.38916	0.19985	0.22583	0.36530	0.87580	0.17028	0.50194	0.12896	0.80256	0.17284	0.17913	0.69676	0.09928	0.62181	0.91932	0.22867	0.52408	0.97730	0.41565	0.14631	0.67273	0.36461	0.66567	0.73571	0.53482	-0.19111	0.86149	0.64487	-0.04864	1.10772
