	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d
17	20.90599	1.23695	32.51233	2.63632	16.70374	3.25973	3.73353	2.21052	16.74231	1.99832	26.45389	2.96585	9.66030	1.97072	-0.70920	1.57178	21.72075	32.00142	15.70707	3.43465	19.54293	27.87947	10.35051	-0.91726	19.37319	22.32160	27.59020	34.66714	10.75813	21.85073	0.22830	7.44402	15.54100	13.73299	26.92948	20.86200	13.04395	7.31108	1.69671	0.43939	20.53739	33.08830	17.82716	4.45400	18.05085	30.08898	10.10870	-1.98394	18.92827	30.11612	14.88547	2.18278	15.80398	24.79930	8.67325	-1.33349	21.43865	34.76740	19.18453	3.54834	16.14778	26.35092	10.47791	0.08528	20.85614	22.07198	32.46457	35.40343	16.06687	17.34994	2.79010	5.78607	18.37663	28.26710	7.65670	-2.95109
18	21.14486	1.28254	31.19624	2.55450	14.61933	3.17564	3.25403	2.15493	16.89328	1.94949	25.45527	2.96062	8.22876	1.91490	-0.74150	1.52826	22.05719	30.76559	13.63150	3.08954	19.57055	26.74080	8.74889	-0.91851	19.57659	22.65110	26.36486	32.88941	8.64336	19.39773	-0.34351	6.91711	15.74966	13.96537	25.87220	19.92186	11.62524	5.62869	1.60446	0.31349	20.83594	31.71626	15.56306	3.96465	18.33440	29.28067	8.64283	-2.03495	19.13709	28.80644	12.87922	1.82329	15.92375	24.03560	7.81221	-1.30366	21.77757	33.70108	17.28428	3.13884	16.27938	25.05393	8.62665	0.06436	20.82710	22.29633	31.49595	33.83030	14.75631	14.79919	2.47278	4.96952	18.42988	27.28180	6.51682	-2.91572
19	21.33848	1.33033	30.05177	2.45957	12.77573	3.03592	2.77717	2.06282	17.05123	1.87674	24.59113	2.94176	7.02982	1.92058	-0.75745	1.48813	22.31410	29.66390	11.78985	2.74650	19.52801	25.65459	7.32061	-0.89408	19.71658	22.94975	25.37490	31.20092	6.94522	16.90432	-0.85322	6.30257	15.97636	14.23933	24.98583	19.16958	10.51150	4.28150	1.52720	0.19817	21.11039	30.54984	13.52212	3.45228	18.63945	28.57426	7.38502	-2.06567	19.33123	27.75135	11.21255	1.50616	16.04463	23.44781	7.22496	-1.26367	22.06083	32.83546	15.68007	2.78550	16.45110	23.84143	6.93833	0.07050	20.75900	22.46596	30.67967	32.35808	13.74281	12.40887	2.17843	4.09915	18.47972	26.46441	5.54685	-2.87463
20	21.49674	1.37649	29.07161	2.37504	11.21199	2.89512	2.31798	1.93845	17.20434	1.78662	23.85613	2.92428	6.07799	1.98700	-0.76583	1.45097	22.50454	28.75245	10.29865	2.42899	19.40935	24.65528	6.12253	-0.83893	19.81324	23.21741	24.56188	29.68194	5.63101	14.51555	-1.27391	5.61653	16.19875	14.53915	24.24814	18.58240	9.69724	3.25413	1.44916	0.06619	21.36259	29.61543	11.80702	2.94562	18.95340	27.96314	6.34511	-2.08623	19.51723	26.92040	9.88936	1.23837	16.16201	22.94149	6.82034	-1.22574	22.29498	32.10825	14.35063	2.48584	16.65063	22.78409	5.52839	0.11399	20.67216	22.59175	29.90103	31.03148	12.92821	10.27547	1.91394	3.18845	18.51712	25.81838	4.77822	-2.83923
21	21.62686	1.41858	28.19129	2.31380	9.89385	2.79104	1.89091	1.79220	17.34635	1.69387	23.22133	2.91556	5.34352	2.08535	-0.78039	1.41690	22.64374	27.99009	9.13659	2.15584	19.23046	23.76485	5.16594	-0.75903	19.88537	23.44758	23.81160	28.35074	4.58614	12.34203	-1.58565	4.88242	16.39783	14.84845	23.61023	18.11004	9.13223	2.48338	1.35363	-0.11141	21.59400	28.85437	10.41157	2.47388	19.27119	27.43576	5.50488	-2.10725	19.69285	26.20860	8.83056	1.03179	16.26599	22.41478	6.49729	-1.19825	22.48768	31.41071	13.20659	2.23584	16.86969	21.91539	4.44121	0.18406	20.57773	22.68594	29.05625	29.84797	12.19708	8.44021	1.67542	2.25775	18.54082	25.29827	4.17970	-2.82447
22	21.73189	1.45565	27.31814	2.27434	8.74058	2.72422	1.50780	1.64129	17.47310	1.61795	22.64244	2.91535	4.77268	2.18428	-0.81182	1.38806	22.74568	27.26004	8.17524	1.93790	19.02401	22.99166	4.42449	-0.66478	19.94561	23.62997	23.01579	27.16323	3.68584	10.42579	-1.78079	4.12899	16.55414	15.14916	23.00720	17.68400	8.74391	1.88872	1.22990	-0.34977	21.80161	28.14213	9.23990	2.06279	19.58744	26.95753	4.81763	-2.13475	19.84840	25.48630	7.92143	0.89838	16.34392	21.79721	6.18666	-1.18655	22.64625	30.62877	12.13188	2.03092	17.09821	21.22421	3.66012	0.26268	20.47924	22.75836	28.08663	28.76227	11.45762	6.88692	1.44984	1.33439	18.55482	24.83529	3.68722	-2.83947
23	21.81134	1.48688	26.37599	2.24283	7.67191	2.66794	1.17619	1.50701	17.57997	1.57558	22.07166	2.91812	4.30929	2.26884	-0.86318	1.36820	22.81895	26.43772	7.26482	1.78014	18.82928	22.32503	3.84402	-0.56488	19.99909	23.75428	22.12307	26.04442	2.85793	8.75143	-1.86224	3.38641	16.64860	15.42213	22.37547	17.23954	8.45927	1.40462	1.07451	-0.64333	21.97776	27.34645	8.16962	1.72942	19.89131	26.46970	4.21822	-2.16888	19.97359	24.66321	7.07104	0.84383	16.38419	21.07347	5.87549	-1.19370	22.77681	29.68873	11.03177	1.86317	17.31936	20.65656	3.12738	0.33788	20.37642	22.81383	26.99479	27.70955	10.66687	5.56178	1.21749	0.45126	18.56487	24.36189	3.23605	-2.88387
24	21.86318	1.51075	25.33849	2.20065	6.64589	2.59564	0.89937	1.40778	17.66142	1.57325	21.47398	2.91422	3.91487	2.34065	-0.92869	1.36065	22.86537	25.45927	6.30994	1.67928	18.68136	21.73547	3.35746	-0.46268	20.04553	23.81414	21.14969	24.93302	2.09869	7.28424	-1.83832	2.68318	16.66748	15.65038	21.67572	16.74481	8.22645	1.00569	0.89140	-0.96772	22.11318	26.38778	7.11559	1.47855	20.16626	25.91290	3.65155	-2.20237	20.06395	23.72226	6.24799	0.86630	16.37902	20.28233	5.60527	-1.21824	22.88417	28.58378	9.86772	1.72203	17.50943	20.13412	2.76947	0.40824	20.26813	22.85096	25.83676	26.63532	9.83739	4.40554	0.95804	-0.35406	18.57598	23.83250	2.78818	-2.94942
25	21.88597	1.52571	24.23312	2.13427	5.66762	2.49985	0.67821	1.35214	17.71192	1.60573	20.83989	2.89234	3.58033	2.41005	-0.99486	1.36649	22.88332	24.34814	5.29582	1.62045	18.60190	21.18455	2.90592	-0.35507	20.08296	23.81002	20.15719	23.80438	1.44397	5.99761	-1.72218	2.04517	16.60636	15.82368	20.90770	16.21346	8.03001	0.70919	0.69441	-1.28675	22.20130	25.26661	6.05812	1.30222	20.39349	25.26054	3.10380	-2.21984	20.12266	22.71177	5.47693	0.96114	16.32504	19.49271	5.44580	-1.25145	22.97164	27.36941	8.66504	1.59831	17.64274	19.58539	2.52363	0.47873	20.15261	22.86324	24.69102	25.51642	9.02260	3.38089	0.66386	-1.04330	18.59024	23.23486	2.34400	-3.02408
26	21.88065	1.53069	23.11933	2.04218	4.77176	2.39397	0.51271	1.33621	17.72720	1.66233	20.18651	2.84610	3.32419	2.49052	-1.04338	1.38388	22.87285	23.18938	4.27009	1.58023	18.59471	20.63883	2.45661	-0.23423	20.11087	23.74898	19.21595	22.66371	0.92798	4.87588	-1.53445	1.49508	16.47002	15.94017	20.10751	15.68990	7.89201	0.55398	0.50894	-1.56175	22.24086	24.05110	5.03329	1.18279	20.55813	24.53675	2.61243	-2.20111	20.15916	21.71142	4.80501	1.12339	16.22196	18.77012	5.45931	-1.27661	23.04164	26.13415	7.49234	1.48756	17.69916	18.97387	2.35939	0.55548	20.02897	22.84191	23.62492	24.36404	8.28801	2.48149	0.35318	-1.58611	18.60624	22.58863	1.93561	-3.09438
27	21.85179	1.52477	22.05777	1.93403	3.99610	2.30066	0.40234	1.34574	17.70491	1.73400	19.54524	2.77866	3.17786	2.59549	-1.05524	1.40872	22.83822	22.07600	3.30319	1.53489	18.64803	20.08119	2.00756	-0.09178	20.13268	23.64234	18.37511	21.53209	0.55871	3.90892	-1.30245	1.04819	16.26961	16.00396	19.32775	15.21976	7.85550	0.57172	0.36745	-1.76116	22.23799	22.83840	4.10131	1.09888	20.65236	23.80070	2.24418	-2.12866	20.18800	20.79322	4.26441	1.34400	16.07040	18.14999	5.67554	-1.27040	23.09547	24.95978	6.42588	1.39147	17.66995	18.30650	2.28360	0.64380	19.89902	22.78056	22.67489	23.21268	7.68322	1.72319	0.07005	-1.96628	18.62007	21.93084	1.60694	-3.14593
28	21.80760	1.50678	21.08765	1.82400	3.36172	2.23635	0.34439	1.36117	17.64360	1.81542	18.94236	2.70165	3.16639	2.73439	-1.01535	1.43586	22.78694	21.06652	2.45098	1.46708	18.74068	19.51226	1.58019	0.07841	20.15663	23.50347	17.65193	20.43615	0.31634	3.08928	-1.05689	0.70891	16.01912	16.02104	18.61330	14.82289	7.96003	0.76520	0.29912	-1.86715	22.20603	21.70963	3.31091	1.03196	20.67217	23.10845	2.05757	-1.99332	20.22594	19.99463	3.85381	1.60634	15.86801	17.62504	6.08469	-1.20825	23.13295	23.89332	5.51806	1.31499	17.55733	17.61769	2.32419	0.74796	19.76929	22.67952	21.84556	22.10349	7.22730	1.12708	-0.13709	-2.18019	18.62683	21.29691	1.39286	-3.16420
29	21.75858	1.47641	20.22067	1.72384	2.86755	2.20349	0.33264	1.36578	17.54034	1.90335	18.38365	2.62900	3.29459	2.90820	-0.91572	1.46101	22.72765	20.17799	1.74146	1.36916	18.84786	18.94101	1.20439	0.27913	20.19392	23.34657	17.03802	19.39798	0.16524	2.40954	-0.82875	0.47259	15.73164	15.99506	17.98364	14.48242	8.22248	1.10300	0.32177	-1.87677	22.16331	20.70436	2.67804	0.97422	20.61189	22.48142	2.07641	-1.79499	20.28557	19.31359	3.54521	1.88842	15.60685	17.15048	6.64551	-1.07255	23.15305	22.94161	4.78229	1.26064	17.36922	16.94176	2.50356	0.87071	19.64978	22.54878	21.12076	21.07104	6.91351	0.70514	-0.24004	-2.23513	18.61987	20.70486	1.30680	-3.13732
30	21.71496	1.43542	19.44840	1.63949	2.49737	2.19412	0.35851	1.35202	17.38896	1.99462	17.85045	2.56931	3.54454	3.10789	-0.75721	1.48150	22.66805	19.40315	1.18082	1.24449	18.94316	18.37109	0.90455	0.50899	20.25369	23.18572	16.51101	18.42837	0.06895	1.86376	-0.64475	0.33157	15.41731	15.92508	17.42835	14.15407	8.62887	1.53223	0.43803	-1.79951	22.12902	19.82453	2.18845	0.93046	20.46136	21.89655	2.28480	-1.54117	20.37039	18.72224	3.30264	2.16783	15.27446	16.66300	7.30160	-0.85980	23.15509	22.08324	4.19796	1.22612	17.11313	16.29112	2.81862	1.01166	19.55070	22.40701	20.47774	20.13694	6.72280	0.45362	-0.23719	-2.15049	18.58822	20.14895	1.34109	-3.05867
31	21.68325	1.38784	18.75189	1.57156	2.22865	2.19795	0.41290	1.32097	17.18014	2.08501	17.30704	2.52268	3.88253	3.31812	-0.54940	1.49641	22.61127	18.72483	0.76077	1.10580	18.99902	17.79376	0.69240	0.76262	20.33661	23.03376	16.04101	17.52787	-0.00213	1.45226	-0.52354	0.28223	15.08298	15.80591	16.91430	13.78599	9.13908	1.99712	0.63666	-1.65456	22.11760	19.05106	1.81136	0.90929	20.20731	21.29737	2.63779	-1.24447	20.47386	18.18394	3.09445	2.42409	14.85840	16.10447	7.99803	-0.58358	23.13946	21.28460	3.72647	1.20594	16.79176	15.64918	3.23786	1.16587	19.47826	22.27518	19.89453	19.30728	6.63294	0.35303	-0.14521	-1.95543	18.51563	19.60422	1.47543	-2.92838
32	21.66314	1.33915	18.10632	1.51813	2.03711	2.20788	0.48631	1.27804	16.90370	2.16951	16.71430	2.48384	4.27068	3.52199	-0.30778	1.50617	22.55263	18.11819	0.46251	0.97107	18.98729	17.19044	0.56765	1.03202	20.43005	22.90134	15.59207	16.69050	-0.06941	1.17635	-0.47368	0.32116	14.73301	15.62973	16.39831	13.33756	9.69969	2.45608	0.89765	-1.46678	22.13416	18.35522	1.51151	0.91109	19.83857	20.61901	3.07899	-0.91957	20.58116	17.66241	2.89584	2.63878	14.35209	15.43880	8.69158	-0.27030	23.10624	20.51209	3.32705	1.19469	16.40212	14.97802	3.71308	1.32519	19.43182	22.16772	19.34895	18.57114	6.62126	0.37175	0.01101	-1.68362	18.38311	19.03800	1.68770	-2.75270
33	21.64586	1.29488	17.48228	1.47725	1.89877	2.22129	0.56828	1.23021	16.55323	2.24246	16.04331	2.44674	4.67712	3.70353	-0.04924	1.51133	22.47796	17.54782	0.26282	0.85655	18.88205	16.54014	0.52268	1.30744	20.50750	22.79449	15.12378	15.90566	-0.14415	1.02286	-0.49121	0.43175	14.37219	15.39085	15.84126	12.79237	10.25647	2.89081	1.19746	-1.26082	22.17236	17.70234	1.25682	0.92607	19.35384	19.81491	3.55914	-0.57959	20.67154	17.12287	2.68877	2.79722	13.76109	14.65888	9.35315	0.05034	23.05326	19.73905	2.96785	1.18996	15.93948	14.23503	4.19530	1.48135	19.40349	22.08627	18.81534	17.90142	6.66379	0.47140	0.20550	-1.36960	18.17310	18.42061	1.96231	-2.54083
34	21.61529	1.25941	16.84876	1.44807	1.79376	2.23794	0.64791	1.18464	16.13195	2.29732	15.28463	2.40707	5.08064	3.84891	0.21127	1.51178	22.36691	16.97220	0.14235	0.77015	18.66561	15.82632	0.54681	1.57814	20.53312	22.71023	14.59700	15.15631	-0.22421	0.96085	-0.56186	0.58386	14.00896	15.09341	15.21911	12.16199	10.76267	3.30369	1.51158	-1.05628	22.21580	17.05624	1.02577	0.94110	18.76868	18.87575	4.04670	-0.23532	20.72184	16.53429	2.46502	2.89113	13.10804	13.78477	9.96433	0.35467	22.97577	18.94792	2.63144	1.19148	15.40471	13.39251	4.64890	1.62853	19.38021	22.01850	18.26706	17.25910	6.73625	0.61260	0.41454	-1.04710	17.87426	17.73195	2.29137	-2.30238
35	21.55111	1.23522	16.17853	1.43100	1.71078	2.25645	0.71542	1.14713	15.65654	2.32740	14.45063	2.36255	5.46907	3.94787	0.46187	1.50700	22.19876	16.35421	0.09049	0.70928	18.33566	15.04199	0.62837	1.83412	20.47074	22.63386	13.98197	14.41921	-0.29519	0.95496	-0.66994	0.74721	13.65651	14.75567	14.52784	11.47902	11.18496	3.70669	1.81701	-0.86481	22.24065	16.38609	0.81382	0.94797	18.11776	17.83326	4.52388	0.10133	20.71023	15.87411	2.22791	2.91898	12.43315	12.85489	10.50977	0.62906	22.86655	18.12947	2.31546	1.19873	14.81073	12.45237	5.05990	1.76342	19.34734	21.94077	17.68312	16.60004	6.81772	0.76105	0.61793	-0.74682	17.48630	16.96502	2.66994	-2.04706
36	21.43368	1.22252	15.45341	1.42714	1.64801	2.27265	0.76340	1.12178	15.15633	2.32712	13.57046	2.31183	5.83488	3.99423	0.69420	1.49598	21.95945	15.67077	0.10248	0.66393	17.90808	14.19234	0.75512	2.06783	20.29405	22.54087	13.26460	13.66955	-0.33652	0.97759	-0.80425	0.89906	13.33105	14.40873	13.78053	10.78382	11.50525	4.10895	2.09530	-0.68973	22.21991	15.67162	0.63401	0.94586	17.45065	16.74552	4.97451	0.41575	20.62072	15.13307	1.99045	2.88691	11.78871	11.91452	10.97095	0.86805	22.71774	17.28223	2.02880	1.20947	14.18483	11.44805	5.43446	1.88517	19.29333	21.82335	17.05267	15.88277	6.89379	0.89345	0.79979	-0.49359	17.02225	16.12847	3.09493	-1.78295
37	21.24898	1.21908	14.66610	1.43734	1.60926	2.28107	0.78774	1.11128	14.66844	2.29400	12.68051	2.25352	6.17093	3.98486	0.90343	1.47705	21.64731	14.91692	0.17238	0.62115	17.41503	13.29584	0.91467	2.27465	19.99487	22.40307	12.44753	12.88658	-0.32930	1.01375	-0.95580	1.02403	13.04776	14.09190	12.99703	10.11306	11.71683	4.50849	2.33395	-0.52958	22.12870	14.90384	0.50544	0.93713	16.82302	15.67269	5.37524	0.69333	20.44508	14.31284	1.76922	2.81115	11.22833	11.00423	11.32529	1.06983	22.52263	16.41031	1.78397	1.21853	13.56609	10.43358	5.78870	1.99593	19.21269	21.63746	16.37432	15.07647	6.95730	1.00135	0.95006	-0.30434	16.50693	15.24716	3.56731	-1.51413
38	20.99211	1.22005	13.81735	1.46218	1.59901	2.27701	0.78755	1.11637	14.23106	2.23069	11.81456	2.18666	6.46777	3.92048	1.08678	1.44893	21.27459	14.10167	0.28979	0.56878	16.90016	12.38106	1.09153	2.45107	19.58576	22.19477	11.54622	12.05166	-0.26153	1.05968	-1.11480	1.11316	12.81664	13.84690	12.19260	9.49415	11.81849	4.89114	2.52566	-0.38390	21.95047	14.08137	0.44063	0.92211	16.28613	14.65949	5.69623	0.92273	20.18429	13.41967	1.57851	2.71588	10.79428	10.14987	11.55099	1.23367	22.27723	15.51867	1.58958	1.21849	13.00033	9.46731	6.13659	2.10067	19.10654	21.36324	15.65142	14.16812	7.00510	1.09035	1.06492	-0.18816	15.97296	14.35746	4.08938	-1.24245
39	20.66911	1.21849	12.91293	1.50176	1.62029	2.25774	0.76394	1.13446	13.87643	2.14591	10.99621	2.11121	6.71382	3.80788	1.24204	1.41197	20.86652	13.24340	0.44197	0.49814	16.41145	11.48009	1.26728	2.59415	19.09767	21.89825	10.58689	11.14335	-0.12589	1.11724	-1.27054	1.16307	12.63997	13.70938	11.37191	8.94244	11.81154	5.23629	2.66553	-0.25624	21.68115	13.20381	0.43816	0.89909	15.87672	13.72649	5.90744	1.09709	19.85030	12.46212	1.42955	2.62246	10.50802	9.35867	11.63596	1.36081	21.98217	14.60981	1.44799	1.20260	12.53334	8.59654	6.48195	2.20469	18.98137	20.99549	14.88903	13.16504	7.03612	1.17716	1.14417	-0.14748	15.45609	13.49732	4.65629	-0.97172
40	20.29687	1.20720	11.96454	1.55389	1.67742	2.22214	0.71928	1.16024	13.62511	2.05291	10.23578	2.02782	6.89986	3.66034	1.36749	1.36843	20.45782	12.36850	0.61890	0.40573	15.99258	10.62104	1.42702	2.70433	18.57326	21.50842	9.60796	10.14215	0.08805	1.19241	-1.41280	1.17447	12.51232	13.69981	10.52952	8.46041	11.69885	5.52650	2.74821	-0.15239	21.33186	12.27092	0.48777	0.86716	15.61076	12.87072	5.98839	1.21445	19.46683	11.45582	1.33553	2.54156	10.36819	8.62371	11.58646	1.45658	21.64368	13.68390	1.35790	1.16676	12.20216	7.84959	6.82085	2.31024	18.84747	20.54559	14.09510	12.09195	7.05292	1.28589	1.19045	-0.17904	14.98997	12.69547	5.25093	-0.70902
41	19.90095	1.18169	10.99350	1.61326	1.78164	2.17003	0.65720	1.18829	13.48246	1.96656	9.53157	1.93933	7.02449	3.49551	1.46242	1.32204	20.08587	11.51015	0.81743	0.29270	15.67435	9.82203	1.56561	2.78736	18.05877	21.03644	8.66033	9.04586	0.40006	1.30170	-1.53249	1.15107	12.42220	13.81857	9.65514	8.03959	11.48788	5.75580	2.76848	-0.07710	20.92907	11.29025	0.58471	0.82862	15.48237	12.07640	5.94038	1.27770	19.06605	10.42863	1.31764	2.47575	10.35336	7.93015	11.42895	1.52961	21.27345	12.74263	1.32033	1.10955	12.02585	7.23339	7.14772	2.41461	18.71758	20.04033	13.28429	10.98589	7.06564	1.44558	1.20739	-0.27497	14.60051	11.96430	5.84507	-0.46374
42	19.51183	1.14309	10.03312	1.67317	1.95511	2.10139	0.58267	1.21529	13.43839	1.89987	8.87294	1.85358	7.09691	3.33152	1.52768	1.27766	19.78290	10.70430	1.04292	0.16262	15.46839	9.08732	1.68868	2.85310	17.59507	20.51117	7.79950	7.88441	0.83695	1.48099	-1.62252	1.09982	12.35490	14.04655	8.74100	7.66286	11.19764	5.93210	2.72568	-0.03187	20.51095	10.28737	0.74286	0.78892	15.46828	11.32689	5.79106	1.29415	18.68271	9.42289	1.40904	2.42537	10.42874	7.25948	11.20281	1.58775	20.88804	11.79476	1.34545	1.03195	12.00013	6.73392	7.45997	2.51087	18.60585	19.51794	12.47853	9.89318	7.09261	1.69004	1.19866	-0.42347	14.30171	11.29914	6.40610	-0.24589
43	19.16010	1.09846	9.12668	1.72677	2.23001	2.01618	0.50125	1.24003	13.47038	1.86102	8.24361	1.78310	7.13648	3.18251	1.56663	1.24002	19.56958	9.98254	1.30832	0.01944	15.36556	8.40705	1.81090	2.91228	17.21088	19.97616	7.07332	6.72397	1.42421	1.78658	-1.67970	1.03016	12.29565	14.34922	7.78738	7.30670	10.86291	6.07516	2.62680	-0.01437	20.12023	9.31002	0.99863	0.75441	15.53451	10.60686	5.58717	1.27710	18.34950	8.49281	1.64982	2.38900	10.55405	6.59312	10.95137	1.63633	20.50686	10.85978	1.45704	0.93794	12.09892	6.32017	7.76055	2.59078	18.52673	19.02088	11.70425	8.86674	7.15744	2.05803	1.16778	-0.60901	14.09474	10.68396	6.90727	-0.06251
44	18.87153	1.05825	8.32037	1.76685	2.64149	1.91554	0.41741	1.26210	13.54882	1.85137	7.62510	1.74019	7.16996	3.05626	1.58546	1.21155	19.45234	9.36610	1.63050	-0.13453	15.33995	7.76105	1.95152	2.97156	16.91934	19.48142	6.51078	5.65407	2.17852	2.28278	-1.70559	0.95129	12.23184	14.68380	6.80363	6.94463	10.53061	6.21217	2.48465	-0.01905	19.79535	8.42115	1.40320	0.72893	15.64367	9.89995	5.38196	1.24614	18.09272	7.69199	2.07231	2.36066	10.69177	5.91620	10.71743	1.68123	20.15029	9.96934	1.69131	0.83470	12.28128	5.95174	8.05970	2.64806	18.49376	18.58704	10.98897	7.96059	7.28445	2.58883	1.11764	-0.81380	13.96943	10.09853	7.33635	0.08563
45	18.66285	1.03166	7.65257	1.78575	3.21760	1.80431	0.33226	1.28108	13.64364	1.86529	7.00103	1.73033	7.22632	2.95478	1.59117	1.19154	19.42485	8.86374	2.02598	-0.30031	15.35644	7.12583	2.13011	3.03069	16.71890	19.07165	6.11626	4.76137	3.10224	3.02201	-1.70668	0.86768	12.15577	15.00788	5.80764	6.55126	10.25156	6.37290	2.31453	-0.03836	19.56224	7.68343	2.00706	0.70953	15.76219	9.19010	5.21957	1.21917	17.92952	7.05678	2.68820	2.33115	10.81455	5.22004	10.53749	1.72889	19.83695	9.16217	2.08849	0.73077	12.50105	5.58874	8.37517	2.67970	18.51639	18.24230	10.35701	7.21979	7.49401	3.31285	1.04823	-1.02228	13.90759	9.52364	7.69745	0.20353
46	18.53950	1.02288	7.14523	1.77692	3.97206	1.69426	0.24125	1.29663	13.73036	1.89204	6.36117	1.74837	7.33132	2.87676	1.58830	1.17749	19.47189	8.47306	2.50975	-0.48134	15.37957	6.48152	2.36530	3.08496	16.59775	18.77621	5.87117	4.10614	4.18187	4.02958	-1.69496	0.77362	12.06776	15.28737	4.82408	6.10776	10.07172	6.58623	2.13122	-0.06537	19.42956	7.14443	2.84604	0.68327	15.86537	8.46562	5.12256	1.20221	17.86671	6.59584	3.48392	2.29009	10.90922	4.50339	10.43528	1.78116	19.58107	8.47419	2.68026	0.63322	12.71604	5.20124	8.73043	2.68457	18.59664	17.99618	9.82604	6.67097	7.80076	4.24428	0.95422	-1.22814	13.88722	8.94458	8.00769	0.29932
