	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0004_5.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_2.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0006_3.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0007_1.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d	2014_05_30_PC018_BAREFOOT_GAIT0005_4.c3d
7	-10.82552	5.72637	17.41836	2.24209	-12.05749	1.47644	-1.90157	1.56404	-8.57580	4.23693	32.27082	3.32460	-7.93337	2.39607	-7.22197	2.84346	-6.93533	2.11057	7.77293	4.64592	-12.52268	17.37329	-12.26358	0.85100	-6.70884	36.06866	-6.45385	-3.61796	-8.08888	3.03450	-7.58543	-1.42486	17.38360	13.92115	-12.12742	-15.25059	-3.67549	-2.19067	-6.73378	-6.10543	32.37925	31.51917	-10.39742	-9.80673	-6.10334	-8.54585	-7.90684	-8.47137	6.57474	7.75803	-12.41139	17.15861	-10.15908	-1.97062	-9.46937	27.27680	-8.27348	-6.17076	-9.33171	9.18384	-7.03520	16.42554	-12.36200	-2.75133	-7.86013	31.58342	-8.09286	-5.53867	-5.93220	10.14372	-9.29287	17.94242	-11.20867	-2.94355	-6.13025	30.16431	-9.16149	-8.07815	-5.54205	3.21263	-17.53463	-18.79709	22.05695	17.08533	-11.73385	-11.35473	0.09347	-2.62534	-6.89539	-18.70321	36.90411	-3.34779	-12.49902	-3.27431	4.96758	17.30841
8	-10.85810	5.71485	19.35852	2.51445	-12.54241	1.14343	-3.63104	1.97162	-8.42743	4.23367	32.78204	3.35007	-7.69432	1.97132	-7.46434	2.53228	-7.85501	2.16705	7.66061	4.33766	-12.39332	19.34643	-13.54671	-0.17725	-6.56146	37.19315	-6.43403	-4.94419	-8.36929	3.32328	-7.91737	-1.38602	20.16872	14.80671	-12.71056	-14.42771	-5.85802	-4.29415	-6.51486	-5.83847	32.54787	32.16077	-9.61254	-9.37653	-6.32282	-9.52143	-9.12390	-9.07858	6.12066	8.02052	-12.10822	18.74375	-10.59646	-3.68603	-9.28121	28.09513	-7.94329	-6.26469	-10.60651	8.86278	-6.98000	18.32050	-12.48925	-4.80678	-7.67065	31.29343	-7.29099	-4.88985	-7.57071	9.87853	-9.58999	21.23251	-12.45716	-4.80034	-6.00864	30.94364	-9.11194	-8.72957	-6.16001	3.30287	-17.72063	-18.76926	23.54086	18.70868	-12.43656	-11.67484	-1.06294	-4.36281	-6.99622	-18.54794	37.24033	-4.09091	-11.57785	-4.07610	5.22217	16.55407
9	-11.21937	5.69940	21.88501	2.61849	-13.60747	1.11064	-4.99400	2.19267	-8.31438	4.24154	33.09216	3.41890	-7.17318	1.57253	-7.79399	2.18199	-8.78078	2.06062	7.38180	3.96389	-12.61097	21.85851	-15.07570	-1.22152	-6.43201	38.03227	-6.16209	-6.38617	-8.63612	3.57676	-8.57631	-1.67664	23.40158	16.95065	-14.22815	-14.44849	-7.19798	-6.29607	-6.38623	-5.53827	32.55744	32.58607	-8.49859	-8.63064	-6.78080	-10.58144	-10.23053	-9.67413	5.48408	8.13269	-12.17864	21.16586	-11.74697	-5.16106	-9.16917	28.72190	-7.46107	-6.70894	-11.60422	8.29157	-7.29221	20.93311	-13.48673	-6.30743	-7.54805	30.86614	-6.13834	-4.76000	-8.88174	9.34608	-10.17644	24.67929	-14.20974	-5.99004	-5.95490	31.48297	-8.69238	-9.24327	-7.07143	3.28667	-18.19129	-19.05247	25.21601	20.87506	-13.24720	-12.41674	-1.92901	-5.84886	-7.04878	-18.43763	37.39829	-4.62915	-10.09731	-5.36725	5.42669	15.50983
10	-11.83672	5.67516	24.54577	2.41565	-15.03913	1.27641	-5.80106	2.25581	-8.22706	4.25592	33.22393	3.50918	-6.43705	1.30667	-8.29662	2.03015	-9.54510	1.79853	6.91663	3.53465	-13.15505	24.64193	-16.71823	-2.11726	-6.30541	38.58625	-5.66158	-7.84249	-8.86289	3.77795	-9.45945	-2.24878	26.41549	19.99755	-16.21242	-15.31870	-7.58043	-7.86584	-6.32238	-5.24068	32.44837	32.82890	-7.24186	-7.69934	-7.47152	-11.69151	-11.06911	-10.14639	4.70015	8.03754	-12.55338	24.04746	-13.45337	-6.17291	-9.10701	29.14835	-6.88951	-7.51845	-12.18805	7.42100	-7.88638	23.67825	-15.08142	-7.01379	-7.47750	30.36350	-4.89657	-5.22077	-9.58412	8.49537	-10.95494	27.65813	-16.08137	-6.41347	-5.94384	31.78391	-7.88497	-9.77378	-8.10059	3.15707	-18.84796	-19.58785	26.63983	23.28753	-13.90708	-13.54043	-2.40220	-6.84259	-7.06134	-18.35834	37.40818	-4.78550	-8.55783	-6.86453	5.56579	14.17816
11	-12.60685	5.63604	26.77922	1.94061	-16.43471	1.55353	-6.01993	2.25560	-8.16181	4.27284	33.21835	3.59684	-5.62329	1.16601	-8.99350	2.14861	-10.01086	1.46680	6.27593	3.07793	-13.94753	27.24928	-18.25731	-2.67256	-6.17461	38.88557	-5.02131	-9.24328	-8.98605	3.92246	-10.44842	-3.02065	28.53834	23.28271	-18.01398	-16.68737	-7.12308	-8.84189	-6.30462	-4.97374	32.26743	32.93884	-6.06675	-6.77475	-8.31544	-12.78080	-11.54262	-10.40963	3.84399	7.68830	-13.12563	26.78489	-15.29041	-6.64968	-9.07908	29.39616	-6.33475	-8.65431	-12.27519	6.26632	-8.64765	25.89030	-16.74753	-6.94312	-7.44803	29.85430	-3.84045	-6.16835	-9.57894	7.31947	-11.81104	29.62535	-17.60508	-6.17096	-5.96075	31.87111	-6.79937	-10.43207	-9.02319	2.93978	-19.56804	-20.28585	27.35019	25.51268	-14.07483	-14.80119	-2.49642	-7.26172	-7.05223	-18.30141	37.31501	-4.52570	-7.36024	-8.26039	5.61038	12.61675
12	-13.42181	5.57751	28.08200	1.46107	-17.33793	1.93410	-5.75058	2.26686	-8.11935	4.28901	33.12466	3.66356	-4.90417	1.08629	-9.81349	2.37382	-10.12152	1.23118	5.49473	2.63620	-14.87312	29.17348	-19.35188	-2.81979	-6.04419	38.97850	-4.37796	-10.47694	-8.98973	4.02105	-11.43494	-3.89910	29.27527	26.06756	-19.01283	-18.03029	-6.07605	-9.23385	-6.32169	-4.75461	32.06005	32.96877	-5.18568	-6.06270	-9.18905	-13.73529	-11.62011	-10.43674	3.00534	7.03563	-13.78154	28.74888	-16.72217	-6.66392	-9.07814	29.50654	-5.91384	-9.96515	-11.90919	4.91890	-9.46199	27.02059	-17.89850	-6.29147	-7.45153	29.40346	-3.19759	-7.35309	-8.95226	5.84413	-12.63918	30.23522	-18.35668	-5.46707	-5.99873	31.78456	-5.64022	-11.24114	-9.64481	2.68346	-20.23560	-21.04902	27.02475	27.11018	-13.47601	-15.85509	-2.29354	-7.15898	-7.04314	-18.26278	37.17077	-3.95117	-6.73376	-9.29780	5.51898	10.93037
13	-14.19103	5.49796	28.13561	1.49197	-17.38515	2.38905	-5.14996	2.30619	-8.10306	4.30186	32.99222	3.70077	-4.44770	1.08052	-10.61653	2.52330	-9.90090	1.21746	4.61949	2.26281	-15.80975	30.00871	-19.65064	-2.62156	-5.92937	38.92210	-3.88689	-11.40643	-8.90566	4.09302	-12.33775	-4.79930	28.42099	27.74743	-18.78816	-18.84121	-4.72776	-9.14053	-6.36951	-4.59137	31.86544	32.96584	-4.76339	-5.73514	-9.95087	-14.43391	-11.32717	-10.24303	2.26000	6.01720	-14.42491	29.45445	-17.27518	-6.35034	-9.10313	29.52790	-5.73828	-11.20020	-11.24944	3.52530	-10.23909	26.75963	-18.07147	-5.30843	-7.48309	29.06297	-3.11120	-8.44828	-7.92027	4.11135	-13.36179	29.37549	-18.06069	-4.51087	-6.05517	31.57339	-4.65138	-12.15307	-9.83458	2.43647	-20.76421	-21.79145	25.58416	27.73400	-12.02172	-16.37217	-1.89196	-6.64825	-7.05101	-18.24183	37.02792	-3.24762	-6.72295	-9.82612	5.26663	9.24598
14	-14.85435	5.39793	26.87296	2.02761	-16.41704	2.82056	-4.36325	2.34918	-8.11596	4.30977	32.86430	3.71019	-4.38182	1.22931	-11.24205	2.53065	-9.42573	1.34574	3.69699	2.03577	-16.65627	29.54505	-18.91895	-2.19593	-5.85008	38.77658	-3.68397	-11.93289	-8.76794	4.14998	-13.10906	-5.65805	26.10397	27.97162	-17.24824	-18.75838	-3.32115	-8.67860	-6.44732	-4.48587	31.71292	32.96476	-4.89297	-5.89161	-10.46417	-14.78874	-10.73239	-9.85946	1.65167	4.56793	-14.99268	28.66679	-16.66889	-5.83162	-9.15587	29.50703	-5.89247	-12.10169	-10.49413	2.24474	-10.92435	25.08595	-17.06219	-4.20260	-7.53903	28.86493	-3.62131	-9.15839	-6.74022	2.17575	-13.93709	27.17666	-16.67258	-3.46024	-6.12744	31.29032	-4.06286	-13.05545	-9.54861	2.22354	-21.10730	-22.45000	23.23553	27.19812	-9.88845	-16.11866	-1.36222	-5.85368	-7.08252	-18.23952	36.93352	-2.62758	-7.19301	-9.83737	4.88236	7.67997
15	-15.38489	5.27855	24.48595	2.54310	-14.53036	3.07882	-3.48767	2.36361	-8.15763	4.31238	32.77317	3.70152	-4.76547	1.52726	-11.55976	2.44361	-8.79512	1.47424	2.77109	2.06758	-17.34957	27.79110	-17.11235	-1.64773	-5.82162	38.59891	-3.85686	-12.02856	-8.58861	4.17909	-13.73227	-6.43983	22.75955	26.68288	-14.67615	-17.64341	-2.00217	-7.93952	-6.55260	-4.43471	31.62016	32.98398	-5.57848	-6.53440	-10.63023	-14.77387	-9.93099	-9.32125	1.19280	2.65950	-15.45855	26.44916	-14.90021	-5.17818	-9.23673	29.48283	-6.40261	-12.51428	-9.79865	1.20544	-11.49880	22.26237	-14.98235	-3.10432	-7.61443	28.81783	-4.66041	-9.31763	-5.63413	0.11984	-14.35643	23.99487	-14.40152	-2.41312	-6.21047	30.98492	-4.04333	-13.77650	-8.84177	2.03753	-21.25628	-22.98742	20.43141	25.51623	-7.50369	-15.02324	-0.73299	-4.88335	-7.13408	-18.25638	36.92355	-2.28218	-7.87726	-9.45047	4.45693	6.31758
16	-15.78344	5.14100	21.37822	2.74258	-12.05591	3.03406	-2.57013	2.32250	-8.22284	4.31078	32.73745	3.68820	-5.57081	1.86203	-11.51099	2.36129	-8.10739	1.54731	1.88821	2.41896	-17.86809	24.98288	-14.43127	-1.02560	-5.84702	38.43586	-4.43067	-11.72561	-8.36854	4.14404	-14.21312	-7.13448	19.01914	24.11114	-11.63899	-15.62098	-0.82716	-6.97136	-6.67866	-4.42878	31.59365	33.02634	-6.72612	-7.55965	-10.42698	-14.44299	-9.02805	-8.67198	0.87948	0.35478	-15.82557	23.15090	-12.26226	-4.40230	-9.34203	29.48227	-7.21493	-12.44123	-9.23684	0.47794	-11.97024	18.77861	-12.22384	-2.07456	-7.70203	28.90685	-6.06521	-8.92544	-4.75443	-1.92245	-14.63522	20.34058	-11.65426	-1.42162	-6.29699	30.69868	-4.65816	-14.13605	-7.84658	1.85016	-21.23105	-23.38976	17.73156	22.91093	-5.39780	-13.21791	-0.02252	-3.81590	-7.19617	-18.29107	37.01846	-2.34089	-8.47864	-8.84529	4.10629	5.21545
17	-16.06819	4.98684	18.06972	2.56427	-9.45840	2.65957	-1.63369	2.20257	-8.30190	4.30731	32.76157	3.68273	-6.68422	2.11861	-11.12597	2.34637	-7.44705	1.57024	1.10300	3.00478	-18.22404	21.57200	-11.32108	-0.32703	-5.91581	38.31877	-5.36005	-11.09728	-8.11849	4.01037	-14.56921	-7.74996	15.53638	20.72868	-8.77979	-13.04846	0.18820	-5.79791	-6.81473	-4.45337	31.63001	33.08226	-8.15388	-8.77601	-9.92567	-13.92198	-8.12446	-7.96656	0.70292	-2.15982	-16.11292	19.32897	-9.26864	-3.49012	-9.46379	29.51837	-8.20345	-12.01929	-8.81372	0.07314	-12.35942	15.22688	-9.32400	-1.13942	-7.79263	29.09829	-7.60850	-8.11620	-4.18045	-3.76654	-14.80186	16.75986	-8.91008	-0.51766	-6.37868	30.46242	-5.84794	-14.02422	-6.72957	1.63163	-21.06863	-23.65949	15.62624	19.77872	-3.99130	-11.02387	0.71519	-2.70074	-7.25666	-18.33950	37.22087	-2.83969	-8.77716	-8.19608	3.91761	4.41471
18	-16.26411	4.81890	15.07787	2.14162	-7.19198	2.05906	-0.71568	1.98995	-8.38185	4.30449	32.83632	3.69345	-7.93067	2.23131	-10.51020	2.38669	-6.87701	1.56825	0.47049	3.66701	-18.44898	18.13942	-8.35172	0.44614	-6.00877	38.26086	-6.53125	-10.25226	-7.86281	3.77473	-14.82189	-8.30179	12.83282	17.14021	-6.60817	-10.39172	1.02348	-4.47065	-6.94708	-4.49046	31.71690	33.13254	-9.62769	-9.95220	-9.26791	-13.36967	-7.30568	-7.26371	0.64515	-4.60384	-16.34281	15.61176	-6.49382	-2.45577	-9.59058	29.58906	-9.20718	-11.44488	-8.49772	-0.04630	-12.68810	12.15367	-6.78685	-0.32799	-7.87551	29.34668	-9.04501	-7.10572	-3.91967	-5.22602	-14.88765	13.72157	-6.58149	0.25883	-6.44695	30.29299	-7.44443	-13.44356	-5.65205	1.36301	-20.81315	-23.80851	14.41921	16.60426	-3.45879	-8.86325	1.37643	-1.57595	-7.30164	-18.39380	37.51521	-3.70695	-8.68742	-7.63740	3.91466	3.94254
19	-16.39469	4.64192	12.81722	1.79151	-5.58545	1.43401	0.11569	1.69419	-8.44799	4.30359	32.94092	3.72313	-9.11703	2.19708	-9.80881	2.43858	-6.43112	1.56215	0.02370	4.26802	-18.57848	15.24878	-6.02731	1.23672	-6.10475	38.25743	-7.78254	-9.32923	-7.62644	3.47042	-14.99169	-8.80273	11.23072	13.92858	-5.40822	-8.07371	1.64448	-3.09846	-7.06064	-4.52168	31.83481	33.15082	-10.91582	-10.87533	-8.61700	-12.92719	-6.63218	-6.61288	0.66573	-6.69293	-16.53153	12.55202	-4.39874	-1.37791	-9.70782	29.67829	-10.08314	-10.90130	-8.24053	0.04283	-12.97254	9.96473	-4.96961	0.31660	-7.93881	29.60469	-10.16628	-6.13507	-3.90997	-6.18654	-14.91887	11.55527	-4.93662	0.85422	-6.49365	30.19032	-9.21623	-12.49396	-4.74611	1.03459	-20.50895	-23.85271	14.21086	13.84683	-3.74316	-7.12625	1.84223	-0.49238	-7.31528	-18.44127	37.87005	-4.77991	-8.25790	-7.24974	4.05858	3.79690
20	-16.47768	4.46211	11.54673	1.87124	-4.80560	1.06013	0.78108	1.35647	-8.48567	4.30341	33.04742	3.76965	-10.07722	2.07239	-9.16678	2.48034	-6.11010	1.55343	-0.24713	4.72278	-18.64130	13.32459	-4.65704	1.93537	-6.18558	38.28909	-8.94026	-8.47645	-7.42200	3.14235	-15.09622	-9.25863	10.85869	11.53343	-5.26238	-6.38631	2.02389	-1.82203	-7.14159	-4.53089	31.96090	33.10810	-11.84013	-11.39751	-8.11165	-12.68215	-6.13301	-6.04493	0.69412	-8.23423	-16.68618	10.53234	-3.23555	-0.38889	-9.79900	29.76026	-10.74696	-10.51346	-7.98567	0.23118	-13.22175	8.89301	-4.06582	0.76083	-7.97091	29.83303	-10.84899	-5.41174	-4.03783	-6.65341	-14.91248	10.44128	-4.10461	1.22337	-6.51226	30.13733	-10.91733	-11.33632	-4.09625	0.63601	-20.19569	-23.80917	14.93621	11.85430	-4.65778	-6.07530	2.03495	0.48112	-7.28127	-18.46382	38.24319	-5.84933	-7.63571	-7.05100	4.27624	3.93071
21	-16.52423	4.28614	11.36117	2.32202	-4.87940	1.11481	1.22369	1.04306	-8.48275	4.29992	33.12660	3.82797	-10.70291	1.94789	-8.69756	2.51907	-5.88609	1.52864	-0.39797	5.00175	-18.65414	12.60254	-4.34174	2.42695	-6.23841	38.32784	-9.85746	-7.82141	-7.24645	2.80954	-15.14923	-9.66996	11.68231	10.19965	-6.10977	-5.46944	2.15964	-0.76611	-7.18022	-4.50612	32.07419	32.97947	-12.30684	-11.45918	-7.83790	-12.65706	-5.80507	-5.56977	0.63619	-9.17123	-16.80579	9.74356	-3.05927	0.37200	-9.84836	29.80587	-11.18049	-10.33258	-7.68095	0.39281	-13.43774	9.00086	-4.13274	1.00473	-7.96336	30.00631	-11.07508	-5.05891	-4.17547	-6.74637	-14.87563	10.42543	-4.11914	1.35739	-6.49960	30.10369	-12.32638	-10.16116	-3.72428	0.14770	-19.90545	-23.69589	16.40174	10.83325	-5.97430	-5.82884	1.95760	1.27732	-7.18675	-18.43920	38.58886	-6.71492	-7.01392	-7.00062	4.49630	4.25127
22	-16.54024	4.12034	12.20693	2.81217	-5.73106	1.36482	1.42907	0.82133	-8.43211	4.28696	33.15422	3.89201	-10.95577	1.89566	-8.46307	2.56083	-5.71617	1.47962	-0.51502	5.12085	-18.62197	13.12739	-5.02249	2.63708	-6.25602	38.34420	-10.43991	-7.44621	-7.08597	2.44203	-15.16075	-10.03636	13.52869	9.98192	-7.78168	-5.32637	2.07591	-0.00817	-7.17289	-4.44094	32.15955	32.75031	-12.31268	-11.09107	-7.82076	-12.81496	-5.61880	-5.18021	0.39519	-9.57122	-16.88426	10.20597	-3.79752	0.80905	-9.84421	29.79040	-11.41478	-10.34062	-7.29603	0.41110	-13.61650	10.20542	-5.11688	1.07483	-7.91366	30.11489	-10.91852	-5.09200	-4.22152	-6.64966	-14.80789	11.43218	-4.94844	1.29627	-6.45644	30.05361	-13.27715	-9.15830	-3.58851	-0.45959	-19.66156	-23.53259	18.32017	10.85373	-7.46455	-6.39059	1.69160	1.85597	-7.02809	-18.34464	38.86660	-7.23627	-6.56861	-7.02217	4.67390	4.63813
23	-16.52837	3.97049	13.90592	3.13080	-7.20881	1.58182	1.42458	0.71570	-8.33303	4.25809	33.11610	3.95582	-10.86414	1.92104	-8.46696	2.58559	-5.55825	1.41543	-0.68671	5.12593	-18.54306	14.76191	-6.52421	2.55416	-6.23612	38.31329	-10.65603	-7.37660	-6.92236	1.96769	-15.13671	-10.35915	16.09885	10.78895	-10.01230	-5.86987	1.81552	0.43198	-7.12330	-4.33386	32.20908	32.41930	-11.93379	-10.39725	-8.02782	-13.07568	-5.52853	-4.86038	-0.09865	-9.57968	-16.91422	11.79352	-5.31124	0.90366	-9.78126	29.70018	-11.50587	-10.47258	-6.83058	0.20601	-13.75068	12.30239	-6.85849	1.00211	-7.82645	30.16465	-10.51082	-5.43147	-4.12562	-6.54291	-14.70467	13.27340	-6.49417	1.11736	-6.38634	29.95638	-13.68228	-8.47985	-3.60443	-1.21392	-19.47760	-23.34089	20.36682	11.86156	-8.92385	-7.67635	1.35800	2.21384	-6.81449	-18.16238	39.04978	-7.36295	-6.40475	-7.03584	4.79504	4.97276
24	-16.49041	3.84194	16.18500	3.19392	-9.10267	1.71671	1.26674	0.68971	-8.19123	4.20938	33.01037	4.01438	-10.50676	1.97865	-8.66326	2.55594	-5.38248	1.35462	-0.97564	5.07570	-18.41628	17.20076	-8.57727	2.22875	-6.17979	38.21852	-10.53193	-7.58634	-6.73810	1.30481	-15.07873	-10.64242	18.99286	12.44499	-12.46145	-6.97106	1.43519	0.58114	-7.04271	-4.18618	32.22134	31.99803	-11.29939	-9.52178	-8.38494	-13.34214	-5.48444	-4.59467	-0.86203	-9.36726	-16.89066	14.24872	-7.41029	0.71435	-9.66170	29.53641	-11.51919	-10.64711	-6.30552	-0.24568	-13.83343	14.97933	-9.09695	0.81830	-7.71262	30.17373	-9.99589	-5.94549	-3.89136	-6.54310	-14.56082	15.66741	-8.57589	0.90451	-6.29415	29.79388	-13.54499	-8.20283	-3.67926	-2.12476	-19.35796	-23.14300	22.25316	13.69278	-10.20100	-9.52745	1.07501	2.37662	-6.56633	-17.88639	39.13071	-7.13417	-6.53398	-6.98397	4.86551	5.16743
25	-16.42942	3.73933	18.71714	2.99332	-11.16538	1.79468	1.02305	0.70140	-8.01823	4.14162	32.84609	4.06521	-9.98817	2.03128	-8.97524	2.44461	-5.17733	1.30878	-1.40156	5.02436	-18.24670	20.01387	-10.84086	1.75381	-6.09068	38.05412	-10.13710	-8.00966	-6.52259	0.40125	-14.98558	-10.89404	21.78071	14.73353	-14.77918	-8.48978	1.00162	0.50003	-6.94718	-4.00211	32.20008	31.50727	-10.55559	-8.60920	-8.80165	-13.52711	-5.44367	-4.37589	-1.85077	-9.08502	-16.81253	17.20666	-9.84413	0.34437	-9.49480	29.31364	-11.52745	-10.78316	-5.75102	-0.90661	-13.86210	17.84695	-11.49689	0.55685	-7.58761	30.16480	-9.48321	-6.50252	-3.56647	-6.67952	-14.37383	18.27827	-10.93652	0.71962	-6.18546	29.56207	-12.95014	-8.31411	-3.74088	-3.16926	-19.30118	-22.95938	23.78358	16.09353	-11.21133	-11.72435	0.92288	2.38526	-6.30999	-17.52805	39.12064	-6.65451	-6.88845	-6.84079	4.89616	5.18128
26	-16.35150	3.66587	21.17582	2.57001	-13.14785	1.85664	0.75673	0.74373	-7.82987	4.06036	32.63854	4.10980	-9.40925	2.07976	-9.31986	2.25374	-4.95127	1.27349	-1.94113	5.00621	-18.04858	22.74259	-12.96930	1.24093	-5.97471	37.82531	-9.56668	-8.55663	-6.27627	-0.73996	-14.85708	-11.12623	24.10144	17.40528	-16.69113	-10.26957	0.58552	0.26996	-6.85273	-3.79207	32.15179	30.97206	-9.82385	-7.76748	-9.20091	-13.57698	-5.38133	-4.20833	-2.97460	-8.83611	-16.68323	20.24815	-12.31687	-0.09564	-9.29521	29.05241	-11.60061	-10.80815	-5.20284	-1.69488	-13.84094	20.51063	-13.71284	0.25071	-7.46868	30.15545	-9.01401	-7.01177	-3.22889	-6.90544	-14.14607	20.77449	-13.28486	0.59078	-6.06655	29.26800	-12.03256	-8.73142	-3.74830	-4.29073	-19.30393	-22.80592	24.87225	18.75176	-11.92838	-14.00987	0.92780	2.28377	-6.07306	-17.11598	39.04475	-6.05959	-7.35316	-6.61292	4.89367	5.01899
27	-16.26657	3.62227	23.28973	2.00299	-14.84247	1.93628	0.51971	0.81780	-7.64357	3.97312	32.40372	4.15365	-8.84046	2.14917	-9.63108	2.02007	-4.73042	1.23292	-2.54138	5.02869	-17.84420	25.01521	-14.70700	0.80749	-5.83928	37.54587	-8.92541	-9.12701	-6.01106	-2.05852	-14.69880	-11.35370	25.73337	20.17369	-18.04641	-12.12248	0.24982	-0.02258	-6.77076	-3.57593	32.08176	30.41730	-9.16848	-7.04438	-9.53946	-13.48870	-5.29957	-4.10190	-4.12450	-8.66750	-16.51162	22.97720	-14.54064	-0.50883	-9.07986	28.77055	-11.77470	-10.67936	-4.70258	-2.51301	-13.78305	22.65962	-15.47761	-0.06281	-7.37090	30.15091	-8.55615	-7.43713	-2.97044	-7.13238	-13.88673	22.88881	-15.35625	0.51675	-5.94337	28.92519	-10.93466	-9.34392	-3.69033	-5.41026	-19.36237	-22.69209	25.52398	21.34597	-12.36197	-16.12737	1.06530	2.11249	-5.88056	-16.68793	38.93444	-5.47942	-7.80195	-6.33708	4.85847	4.71664
