	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_2.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0002_3.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d	2014_03_19_PC004_BAREFOOT_GAIT0003_1.c3d
7	-6.78056	2.12239	2.89799	1.53241	-6.05736	1.63707	8.81550	2.06309	0.73185	3.66851	-15.49357	1.82774	-4.92960	-4.76654	-8.13528	-4.91130	-4.82435	0.98843	3.28167	1.49779	1.76881	3.54666	-4.10985	-6.23698	-5.69093	-4.05383	-8.03688	12.43686	7.10385	6.51656	8.06648	5.95848	8.61831	-1.43023	-3.82867	-5.31529	-4.16528	-14.09470	-16.64824	-17.80059	-15.49833	-15.31838	-6.76789	-8.88659	-7.25118	-4.88009	-8.20684	-3.94452	1.72341	4.76182	0.35179	1.60193	2.22098	3.77078	-2.89044	-9.78660	-4.73587	-3.92765	-7.11230	-5.97984	5.24589	8.49061	10.06154	9.72571	9.00050	-3.70885	3.88225	0.42457	0.39665	-2.02485	-15.09072	-12.82737	-14.02173	-16.90027	-14.63455	-11.43317	-9.11355	-5.29256	3.11262	2.10151	2.97422	-7.26231	-6.96881	-5.84135	13.72580	8.64289	8.96497	4.17425	-1.23534	0.51909	-13.64251	-17.91853	-19.37687	-5.53531	-8.41614	-9.00845	-3.26141	-7.11727	-6.90435	-8.80540	4.95489	3.29352	5.36929	5.79815	1.57978	1.68645	4.47336	-6.99234	-6.80900	-6.76768	-4.94916	-5.01211	-8.00066	-6.03996	7.01815	7.28529	9.32618	9.28594	10.99418	9.58140	8.87880	5.73003	1.68607	2.74254	3.00594	4.38774	2.05616	-1.27809	-14.89519	-15.28312	-14.51159	-15.57255	-16.05297	-17.70914	-12.07401
8	-7.22868	2.09533	2.90853	1.52596	-6.34021	1.65774	8.43966	2.10915	0.74457	3.72497	-14.40735	1.69357	-5.29068	-5.19378	-8.69644	-5.36864	-5.12623	0.93441	3.13362	1.41827	1.65821	3.59319	-4.54418	-6.19541	-6.13633	-4.43767	-8.02847	12.18064	6.66820	6.03022	7.89711	5.40139	8.88937	-1.55493	-3.98006	-5.21016	-4.80298	-13.23956	-15.60589	-16.98874	-13.91090	-13.23524	-7.14746	-9.16702	-7.71648	-5.53004	-8.65872	-4.37942	1.76444	4.72651	0.45096	1.39116	2.24993	3.49336	-3.33846	-10.08711	-4.80783	-3.65736	-7.76628	-5.80114	4.82719	8.42336	9.58978	9.29209	8.52944	-3.70941	3.71728	0.58553	0.40149	-1.98079	-14.34950	-12.19282	-12.78997	-15.87880	-13.93531	-11.67944	-9.63540	-5.87849	3.59943	2.22991	2.99386	-7.47062	-7.96933	-6.37708	13.50841	8.01161	8.41841	4.22948	-1.28552	0.55569	-12.61188	-16.29758	-18.38932	-5.82647	-8.77767	-9.53947	-3.82084	-7.68552	-7.50657	-9.17750	4.99395	3.26145	5.17052	5.80158	1.65131	1.88962	4.67341	-6.99638	-7.04180	-6.92531	-5.57483	-5.60754	-8.31235	-6.06894	6.60532	6.94638	9.04553	8.82016	10.48872	9.13548	8.97375	5.37359	1.83609	2.50736	3.49012	4.59506	1.79612	-0.56200	-13.12412	-14.75563	-14.18909	-13.92290	-14.05601	-16.41813	-12.25560
9	-7.63048	2.09017	2.90297	1.53027	-6.52820	1.70926	8.11964	2.15638	0.75615	3.78322	-13.43285	1.51874	-5.59045	-5.53993	-9.17855	-5.81662	-5.30158	0.88521	2.99852	1.41531	1.49188	3.70113	-4.81694	-5.90830	-6.51705	-4.68414	-7.88080	11.93767	6.30197	5.58272	7.84839	4.91741	8.97550	-1.72174	-4.19619	-4.89721	-5.46356	-12.58204	-14.38347	-15.67490	-12.80520	-11.15936	-7.52900	-9.37081	-8.20412	-6.13558	-9.09882	-4.68189	1.65841	4.69636	0.50981	1.08661	2.24056	3.32638	-3.88345	-10.30603	-4.87657	-3.34858	-8.23814	-5.34549	4.49858	8.40838	9.16503	8.90022	8.09096	-3.58532	3.66634	0.76396	0.25678	-2.06675	-13.73509	-12.20654	-11.53184	-14.48876	-12.86211	-11.94998	-10.09756	-6.39677	3.93448	2.36742	2.97938	-7.31238	-8.81877	-6.76549	13.31044	7.44578	7.90946	4.25671	-1.36856	0.56586	-11.69000	-14.76775	-16.76700	-6.08103	-9.11814	-9.96286	-4.35634	-8.23235	-8.04125	-9.55647	4.96678	3.30393	5.05012	5.65248	1.74091	2.14725	4.80942	-7.25061	-7.33821	-7.11246	-6.14284	-6.01224	-8.38888	-6.14493	6.22274	6.66829	8.87698	8.41380	10.02694	8.79988	9.06717	4.90740	2.02051	2.78140	4.06423	4.73931	1.41463	0.00966	-11.78279	-14.49532	-14.53416	-12.60536	-12.31038	-14.85151	-13.42339
10	-7.96807	2.11290	2.91215	1.54047	-6.65719	1.76816	7.85545	2.19066	0.82478	3.84416	-12.84200	1.59103	-5.82172	-5.78111	-9.58219	-6.23323	-5.34135	0.86880	2.92141	1.51028	1.30398	3.81950	-4.95752	-5.49535	-6.84169	-4.82990	-7.63855	11.66688	6.01941	5.19999	7.87993	4.53505	9.00889	-1.84885	-4.37712	-4.40072	-5.94641	-12.36980	-13.32242	-14.31476	-12.54201	-9.67092	-7.89406	-9.51635	-8.68433	-6.64103	-9.50233	-4.85843	1.48771	4.67304	0.55610	0.78799	2.22159	3.31684	-4.56525	-10.45344	-4.98824	-3.11121	-8.50251	-4.85129	4.26305	8.42453	8.80071	8.57067	7.69189	-3.32503	3.73405	1.03326	0.03634	-2.20924	-13.36873	-12.78808	-10.75694	-13.04275	-11.74398	-12.22277	-10.48790	-6.83062	4.14200	2.49099	2.97423	-6.94866	-9.36032	-7.00970	13.14133	6.97273	7.47873	4.30981	-1.37286	0.59835	-11.10559	-13.87729	-15.07683	-6.27912	-9.42356	-10.28733	-4.81629	-8.72782	-8.47595	-9.92188	4.89101	3.44515	5.01990	5.46102	1.88693	2.46597	4.91069	-7.71198	-7.68327	-7.32990	-6.55612	-6.28639	-8.32109	-6.35848	5.91384	6.45156	8.74906	8.08759	9.62664	8.59268	9.04268	4.42797	2.24701	3.43633	4.74423	4.87991	1.08282	0.43683	-11.05471	-14.60637	-15.45675	-12.13150	-11.33021	-13.40970	-14.87065
11	-8.24230	2.15917	2.94194	1.54848	-6.77632	1.81190	7.63929	2.19705	0.96832	3.89294	-12.74695	1.85612	-5.99254	-5.92591	-9.93026	-6.60089	-5.28260	0.89904	2.90192	1.67522	1.13059	3.86019	-5.01234	-5.11492	-7.13681	-4.92133	-7.37823	11.33581	5.83230	4.90224	7.93222	4.26812	9.04742	-1.86057	-4.43583	-3.81194	-6.11409	-12.78237	-12.70603	-13.30400	-13.13667	-9.01779	-8.23209	-9.62972	-9.13390	-7.01352	-9.85160	-4.96588	1.32138	4.66220	0.61484	0.56644	2.22105	3.45006	-5.36215	-10.58768	-5.15338	-3.04792	-8.54892	-4.56692	4.10585	8.44499	8.49577	8.32152	7.33488	-2.96203	3.90418	1.40082	-0.16925	-2.33532	-13.30700	-13.77419	-10.70491	-11.85985	-10.86836	-12.47738	-10.80945	-7.18236	4.23734	2.55761	2.99368	-6.55385	-9.55240	-7.17238	13.00500	6.61262	7.15893	4.38836	-1.25111	0.69366	-10.96605	-13.84743	-13.80621	-6.41263	-9.68806	-10.55290	-5.18903	-9.15592	-8.80588	-10.25574	4.78746	3.67851	5.06812	5.26067	2.10009	2.79660	4.99775	-8.26768	-8.05661	-7.67072	-6.72953	-6.49041	-8.22851	-6.75011	5.71477	6.28711	8.55527	7.83368	9.28666	8.51261	8.84547	4.03966	2.48990	4.12407	5.49990	5.08696	0.96180	0.66973	-10.95030	-15.07908	-16.59450	-12.62083	-11.26126	-12.45151	-15.90071
12	-8.46992	2.21380	2.98170	1.54549	-6.95022	1.82763	7.45618	2.17133	1.17590	3.90265	-13.10444	2.09481	-6.12395	-6.01016	-10.25196	-6.91043	-5.19424	0.97714	2.92864	1.86056	1.00041	3.76528	-5.03495	-4.95149	-7.45773	-5.01117	-7.21766	10.94623	5.74694	4.69495	7.94118	4.11054	9.05356	-1.71798	-4.31437	-3.23646	-5.95183	-13.76150	-12.67550	-12.86344	-14.27636	-9.16235	-8.53892	-9.73739	-9.53878	-7.25702	-10.13848	-5.09592	1.20336	4.67325	0.69423	0.46066	2.25014	3.66094	-6.21592	-10.79560	-5.37013	-3.24904	-8.39855	-4.67471	3.99823	8.44314	8.22692	8.15954	7.01792	-2.56075	4.14545	1.81246	-0.28280	-2.40742	-13.53649	-14.95786	-11.32454	-11.16993	-10.39466	-12.70289	-11.07688	-7.46884	4.23197	2.53774	3.02779	-6.29682	-9.48147	-7.34978	12.89683	6.35525	6.95978	4.46711	-1.02931	0.87382	-11.24777	-14.56686	-13.21759	-6.48951	-9.91351	-10.80616	-5.50062	-9.51693	-9.05202	-10.54383	4.67888	3.96907	5.16278	5.02757	2.35892	3.06985	5.07660	-8.79982	-8.45494	-8.23631	-6.71563	-6.68401	-8.23841	-7.32042	5.64068	6.15439	8.20933	7.61215	8.98618	8.53493	8.48837	3.80748	2.71533	4.62705	6.23708	5.37167	1.14064	0.76725	-11.35834	-15.80992	-17.49871	-13.84594	-11.96021	-12.20042	-16.26051
13	-8.67564	2.25778	3.02151	1.53029	-7.24284	1.81904	7.28653	2.12380	1.42039	3.85657	-13.75947	2.19422	-6.24471	-6.08587	-10.56809	-7.16270	-5.14789	1.09466	2.99640	2.02568	0.93049	3.54045	-5.07613	-5.15814	-7.86807	-5.15017	-7.25387	10.53175	5.75599	4.56476	7.85967	4.03859	8.97343	-1.42937	-3.99730	-2.77491	-5.52366	-14.96517	-13.21321	-13.02561	-15.47570	-9.90969	-8.81524	-9.85911	-9.89448	-7.41302	-10.36420	-5.33756	1.15463	4.71438	0.78491	0.48418	2.29833	3.87644	-7.06566	-11.15282	-5.64432	-3.76513	-8.11407	-5.26295	3.90588	8.39837	7.96293	8.07508	6.73152	-2.19263	4.41592	2.18886	-0.26478	-2.42744	-13.98054	-16.12133	-12.35621	-11.06101	-10.36942	-12.90134	-11.31190	-7.71488	4.14943	2.42895	3.06349	-6.31609	-9.32511	-7.63954	12.80366	6.16047	6.86089	4.52863	-0.76819	1.13271	-11.79954	-15.69337	-13.34360	-6.53291	-10.10943	-11.07902	-5.79332	-9.82441	-9.25202	-10.77642	4.58777	4.26843	5.26179	4.77670	2.62183	3.25017	5.14266	-9.23125	-8.89625	-9.02989	-6.72670	-6.92376	-8.46142	-8.03824	5.67977	6.02610	7.69100	7.37279	8.69750	8.61169	8.00212	3.74434	2.90402	4.87577	6.83794	5.68946	1.61842	0.87660	-12.10032	-16.61894	-17.82556	-15.37691	-13.11872	-12.69374	-16.14091
14	-8.88289	2.27796	3.06279	1.50949	-7.68902	1.80201	7.11263	2.07365	1.67547	3.75924	-14.50988	2.12395	-6.38284	-6.20643	-10.88344	-7.36762	-5.18712	1.23981	3.09948	2.15417	0.92506	3.24512	-5.17479	-5.77968	-8.39933	-5.37773	-7.47412	10.13473	5.83399	4.48628	7.67335	4.01973	8.81589	-1.03965	-3.50950	-2.47131	-4.90569	-15.96626	-14.16391	-13.67546	-16.31314	-11.00115	-9.06721	-10.00429	-10.20465	-7.54700	-10.53782	-5.73173	1.18024	4.79027	0.87141	0.63278	2.34071	4.06192	-7.86745	-11.68399	-5.99411	-4.58307	-7.79284	-6.29360	3.79867	8.30011	7.68642	8.04488	6.45966	-1.91457	4.66945	2.47589	-0.11927	-2.41991	-14.52158	-17.07047	-13.44350	-11.48550	-10.74693	-13.08627	-11.53795	-7.94661	4.03562	2.26101	3.09989	-6.69532	-9.29794	-8.11270	12.70690	5.98221	6.81800	4.55739	-0.52078	1.44085	-12.40408	-16.79849	-14.05107	-6.57519	-10.29144	-11.38093	-6.10688	-10.09998	-9.44551	-10.94973	4.52872	4.53334	5.33727	4.58981	2.84621	3.35626	5.18948	-9.54064	-9.41274	-9.90120	-7.02740	-7.25860	-8.95408	-8.84812	5.79775	5.87835	7.04447	7.08279	8.40260	8.68094	7.42070	3.82412	3.05744	4.91781	7.22533	5.98014	2.31930	1.12649	-12.98063	-17.28782	-17.45340	-16.76952	-14.38682	-13.77326	-15.90458
15	-9.10717	2.27161	3.11818	1.49181	-8.26824	1.79274	6.92234	2.03778	1.92388	3.63487	-15.17979	1.92734	-6.55750	-6.40953	-11.18834	-7.54113	-5.31232	1.40477	3.22168	2.25155	0.97940	2.96594	-5.35062	-6.70949	-9.01374	-5.71739	-7.73068	9.78360	5.94172	4.43284	7.39837	4.02124	8.66737	-0.61382	-2.90372	-2.28144	-4.16434	-16.50153	-15.28091	-14.60666	-16.61020	-12.17461	-9.30604	-10.17315	-10.47929	-7.72614	-10.67461	-6.25454	1.27782	4.90544	0.94416	0.88689	2.35048	4.23293	-8.60142	-12.34220	-6.44586	-5.61686	-7.54785	-7.56528	3.65884	8.14888	7.39819	8.03952	6.18559	-1.75491	4.86701	2.67035	0.11867	-2.41590	-15.03683	-17.66849	-14.27953	-12.29398	-11.39098	-13.27704	-11.77394	-8.18693	3.95491	2.09644	3.15006	-7.44644	-9.56702	-8.79070	12.58755	5.78661	6.77834	4.54522	-0.31563	1.75731	-12.87304	-17.52602	-15.10067	-6.64795	-10.47701	-11.70261	-6.47122	-10.36611	-9.65941	-11.06583	4.50339	4.73921	5.40327	4.54852	3.00499	3.43887	5.22102	-9.75303	-10.03292	-10.59037	-7.73278	-7.72074	-9.67151	-9.68617	5.94891	5.69911	6.32677	6.73804	8.09897	8.68233	6.79138	4.00203	3.19241	4.83155	7.40995	6.19694	3.11732	1.55124	-13.82679	-17.62994	-16.59484	-17.72777	-15.48723	-15.13474	-15.85105
16	-9.35398	2.24429	3.20475	1.48450	-8.89989	1.79895	6.70913	2.02310	2.14975	3.51396	-15.66322	1.70611	-6.77434	-6.70444	-11.46609	-7.70083	-5.49087	1.58687	3.33117	2.33387	1.08758	2.78706	-5.59756	-7.69715	-9.59776	-6.17695	-7.81800	9.48327	6.03701	4.38263	7.06384	4.01749	8.63026	-0.21570	-2.24861	-2.12006	-3.37853	-16.54080	-16.29855	-15.58396	-16.45573	-13.20329	-9.54429	-10.35974	-10.73251	-7.99609	-10.79419	-6.83838	1.44371	5.06395	1.00641	1.21181	2.31095	4.42269	-9.27141	-13.01494	-7.02485	-6.70347	-7.48526	-8.74827	3.48435	7.95462	7.10385	8.03062	5.89678	-1.70970	4.98774	2.80063	0.40067	-2.44047	-15.43356	-17.85360	-14.74159	-13.27937	-12.10284	-13.49206	-12.03071	-8.45254	3.96961	2.01199	3.23937	-8.49993	-10.13820	-9.63313	12.43198	5.55625	6.69746	4.50219	-0.14809	2.03993	-13.10867	-17.72070	-16.20675	-6.77210	-10.67857	-12.02783	-6.90917	-10.63779	-9.90106	-11.12995	4.50474	4.88423	5.50519	4.69727	3.09898	3.54435	5.25792	-9.91715	-10.75671	-10.86250	-8.70317	-8.31535	-10.43907	-10.49675	6.08825	5.48922	5.56934	6.35809	7.79360	8.57427	6.16958	4.23220	3.32439	4.62615	7.46973	6.32339	3.87287	2.04594	-14.51098	-17.55748	-15.73709	-18.17211	-16.27747	-16.43286	-16.04693
17	-9.62064	2.20490	3.33236	1.49102	-9.46799	1.82102	6.47272	2.02649	2.33791	3.41898	-15.92536	1.54328	-7.02666	-7.07067	-11.70092	-7.86147	-5.68950	1.78454	3.39922	2.41619	1.24760	2.74813	-5.88395	-8.43991	-10.00833	-6.74716	-7.58922	9.21786	6.08599	4.31992	6.69900	3.99470	8.73601	0.11061	-1.61307	-1.92184	-2.64163	-16.22319	-17.00811	-16.41292	-16.09228	-13.94183	-9.79104	-10.55550	-10.97909	-8.36585	-10.91795	-7.40941	1.67204	5.26100	1.07612	1.56566	2.22400	4.64874	-9.89344	-13.55329	-7.73844	-7.60972	-7.68445	-9.52839	3.28602	7.73409	6.80209	7.99519	5.58600	-1.75013	5.03064	2.89926	0.68140	-2.50215	-15.66982	-17.63696	-14.90871	-14.22727	-12.68214	-13.74207	-12.31128	-8.75239	4.11527	2.04522	3.39265	-9.69886	-10.80933	-10.52747	12.23615	5.28447	6.55118	4.44472	0.00515	2.25610	-13.11378	-17.44245	-17.12012	-6.95284	-10.89884	-12.34395	-7.43595	-10.91811	-10.16210	-11.14788	4.52547	4.98488	5.65356	5.03907	3.15891	3.68876	5.33245	-10.07934	-11.53297	-10.64330	-9.61435	-9.01051	-11.00014	-11.23528	6.18135	5.25840	4.80092	5.97437	7.49576	8.34765	5.60323	4.48142	3.45148	4.33977	7.49161	6.38282	4.47032	2.40569	-14.95449	-17.11106	-15.38073	-18.19596	-16.72977	-17.39810	-16.25745
18	-9.89982	2.16184	3.49568	1.50964	-9.86808	1.86416	6.21951	2.03870	2.47971	3.35467	-15.98542	1.45294	-7.30095	-7.46875	-11.88272	-8.03122	-5.89947	1.99270	3.42628	2.50468	1.45944	2.81784	-6.16114	-8.71959	-10.15070	-7.39488	-7.04294	8.96110	6.07049	4.23450	6.33030	3.95229	8.92618	0.34788	-1.04758	-1.66535	-2.01102	-15.76082	-17.30364	-16.98604	-15.76933	-14.36771	-10.04887	-10.75280	-11.23106	-8.80945	-11.06499	-7.91627	1.94985	5.47547	1.17903	1.91503	2.11028	4.90065	-10.46984	-13.82038	-8.55480	-8.08678	-8.17757	-9.76417	3.08132	7.50804	6.48520	7.91779	5.25106	-1.83665	5.00803	2.99134	0.93247	-2.59118	-15.75250	-17.09128	-14.95991	-14.96159	-12.99762	-14.02558	-12.61414	-9.08608	4.38863	2.16622	3.61725	-10.81766	-11.27547	-11.30360	12.00620	4.96602	6.33967	4.38227	0.15207	2.39439	-12.97285	-16.88992	-17.69857	-7.18107	-11.13135	-12.64329	-8.05180	-11.19961	-10.43002	-11.12678	4.56278	5.06536	5.80144	5.50566	3.23198	3.86389	5.47483	-10.25890	-12.25416	-10.09368	-10.15525	-9.73017	-11.14374	-11.85429	6.20996	5.01997	4.07497	5.61713	7.21370	8.02839	5.12201	4.73284	3.55487	4.07424	7.53609	6.41984	4.85127	2.44226	-15.13274	-16.43929	-15.71314	-17.98396	-16.89082	-17.90411	-16.13261
19	-10.18250	2.12104	3.67830	1.53125	-10.05280	1.93976	5.96019	2.04993	2.57415	3.31301	-15.89685	1.43023	-7.58348	-7.85845	-12.00688	-8.21021	-6.13488	2.19933	3.44179	2.60467	1.71930	2.90756	-6.37761	-8.49093	-10.03186	-8.05693	-6.32804	8.68914	5.98944	4.12207	5.98102	3.89846	9.10220	0.50239	-0.57479	-1.35691	-1.48869	-15.33680	-17.18885	-17.28539	-15.64280	-14.55031	-10.31382	-10.94660	-11.49507	-9.28333	-11.24770	-8.33928	2.25316	5.67421	1.34086	2.24413	2.00133	5.14402	-10.96353	-13.74577	-9.39052	-7.97866	-8.92966	-9.56279	2.88750	7.29776	6.14505	7.79228	4.89455	-1.93399	4.93902	3.08999	1.14541	-2.68838	-15.71858	-16.33190	-15.04708	-15.38357	-13.02908	-14.32898	-12.93619	-9.44290	4.75503	2.31630	3.90178	-11.62798	-11.32381	-11.80427	11.75431	4.59762	6.08409	4.32866	0.28136	2.46851	-12.80342	-16.31603	-17.92115	-7.43951	-11.36511	-12.91862	-8.73477	-11.47067	-10.69873	-11.07725	4.62021	5.14703	5.89157	5.96619	3.36172	4.05402	5.70011	-10.43947	-12.78284	-9.55770	-10.23448	-10.37040	-10.82241	-12.28909	6.17303	4.78588	3.44464	5.30775	6.95379	7.66570	4.73970	4.98043	3.61366	3.86145	7.63246	6.45703	5.03747	2.08576	-15.07936	-15.73247	-16.50760	-17.74101	-16.85742	-17.96008	-15.50406
