	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_25_CR014_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_6_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_6_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_6_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_6_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_6_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0002_6_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_CINE.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_CINE.c3d	2014_06_25_CR014_BAREFOOT_GAIT0003_CINE.c3d
24	0.07214	0.07364	0.08394	0.16426	0.37031	0.19085	-0.10615	0.07652	0.15306	0.13430	0.49876	0.21664	0.13265	-0.02519	0.56642	-0.10957	0.07149	0.56394	0.08908	-0.05025	0.46819	-0.23028	0.04550	0.73549	-0.06261	-0.05310	0.35226	-0.05088	0.36681	0.13810	0.01843	0.18028	0.37143	0.08996	-0.04286	0.58755	-0.08880	0.12229	0.62695	0.08080	0.33084	0.10299	0.15670	0.24787	0.14332	-0.01163	0.26861	0.35123	-0.14573	0.04365	0.57686
25	0.05468	0.06950	0.04509	0.16244	0.41657	0.19259	-0.11758	0.07318	0.11624	0.13388	0.53781	0.20714	0.10814	-0.06584	0.60545	-0.11018	0.02897	0.61030	0.07639	-0.09185	0.52108	-0.24143	0.01810	0.76281	-0.07335	-0.07797	0.42162	-0.07418	0.33491	0.18972	0.00233	0.12887	0.43202	0.07025	-0.08026	0.61899	-0.10972	0.08948	0.65743	0.06589	0.29772	0.13173	0.13310	0.20495	0.18512	-0.02451	0.22211	0.40135	-0.14548	0.00388	0.60523
26	0.03958	0.06513	0.00790	0.15895	0.46266	0.19160	-0.12687	0.07334	0.08061	0.13050	0.57571	0.19456	0.08686	-0.10353	0.64059	-0.11026	-0.01152	0.65512	0.06324	-0.13129	0.57272	-0.25422	-0.00646	0.78610	-0.08113	-0.10045	0.48784	-0.09054	0.29751	0.24637	-0.00937	0.07730	0.49233	0.05029	-0.11216	0.64670	-0.12889	0.06083	0.68409	0.05439	0.26236	0.16524	0.11275	0.16308	0.23323	-0.03317	0.17529	0.45152	-0.14413	-0.03200	0.63104
27	0.02627	0.06157	-0.02720	0.15387	0.50801	0.18777	-0.13561	0.07504	0.04686	0.12460	0.61231	0.17924	0.06815	-0.13746	0.67163	-0.11148	-0.04914	0.69767	0.05014	-0.16788	0.62270	-0.26875	-0.02794	0.80545	-0.08899	-0.12038	0.54899	-0.10168	0.25560	0.30753	-0.01775	0.02784	0.55123	0.03000	-0.13936	0.67085	-0.14519	0.03623	0.70735	0.04715	0.22493	0.20325	0.09516	0.12193	0.28737	-0.04316	0.13004	0.50123	-0.14338	-0.06363	0.65464
28	0.01369	0.05940	-0.05980	0.14735	0.55204	0.18123	-0.14477	0.07647	0.01550	0.11664	0.64751	0.16161	0.05149	-0.16735	0.69850	-0.11503	-0.08309	0.73728	0.03709	-0.20087	0.67059	-0.28343	-0.04641	0.82118	-0.09938	-0.13735	0.60347	-0.10893	0.21035	0.37256	-0.02318	-0.01763	0.60769	0.00915	-0.16283	0.69193	-0.15857	0.01543	0.72769	0.04186	0.18612	0.24522	0.07880	0.08134	0.34685	-0.05730	0.08758	0.55001	-0.14536	-0.09085	0.67633
29	0.00147	0.05833	-0.08972	0.13969	0.59426	0.17230	-0.15432	0.07686	-0.01336	0.10722	0.68125	0.14221	0.03665	-0.19336	0.72131	-0.12072	-0.11304	0.77341	0.02446	-0.22969	0.71595	-0.29659	-0.06217	0.83385	-0.11137	-0.15161	0.65028	-0.11347	0.16303	0.44059	-0.02659	-0.05793	0.66076	-0.01195	-0.18353	0.71058	-0.16870	-0.00245	0.74574	0.03681	0.14679	0.29038	0.06229	0.04131	0.41059	-0.07504	0.04841	0.59744	-0.15139	-0.11394	0.69649
30	-0.01051	0.05807	-0.11694	0.13115	0.63431	0.16156	-0.16430	0.07599	-0.03973	0.09723	0.71352	0.12180	0.02289	-0.21549	0.74037	-0.12776	-0.13911	0.80571	0.01319	-0.25422	0.75841	-0.30727	-0.07569	0.84421	-0.12357	-0.16400	0.68902	-0.11778	0.11541	0.51038	-0.03045	-0.09241	0.70974	-0.03272	-0.20211	0.72757	-0.17670	-0.01834	0.76217	0.03253	0.10755	0.33781	0.04456	0.00212	0.47724	-0.09527	0.01291	0.64308	-0.16102	-0.13357	0.71559
31	-0.02314	0.05889	-0.14146	0.12197	0.67195	0.14979	-0.17563	0.07343	-0.06362	0.08762	0.74436	0.10130	0.00961	-0.23379	0.75624	-0.13621	-0.16155	0.83411	0.00348	-0.27465	0.79761	-0.31507	-0.08760	0.85313	-0.13712	-0.17530	0.72003	-0.12485	0.06923	0.58044	-0.03709	-0.12061	0.75429	-0.05363	-0.21894	0.74363	-0.18633	-0.03263	0.77767	0.02779	0.06892	0.38655	0.02498	-0.03587	0.54531	-0.11849	-0.01855	0.68652	-0.17283	-0.15066	0.73427
32	-0.03758	0.06056	-0.16350	0.11241	0.70717	0.13783	-0.18933	0.06941	-0.08511	0.07911	0.77386	0.08171	-0.00344	-0.24863	0.76963	-0.14628	-0.18068	0.85877	-0.00598	-0.29124	0.83326	-0.32099	-0.09834	0.86155	-0.15314	-0.18668	0.74431	-0.13628	0.02568	0.64919	-0.04756	-0.14256	0.79439	-0.07573	-0.23432	0.75948	-0.20195	-0.04534	0.79286	0.01963	0.03136	0.43576	0.00316	-0.07245	0.61336	-0.14563	-0.04573	0.72741	-0.18488	-0.16623	0.75335
33	-0.05426	0.06274	-0.18349	0.10276	0.74016	0.12654	-0.20555	0.06577	-0.10443	0.07223	0.80217	0.06401	-0.01642	-0.26053	0.78134	-0.15660	-0.19712	0.88010	-0.01639	-0.30436	0.86520	-0.32819	-0.10787	0.87034	-0.17170	-0.19969	0.76343	-0.15222	-0.01489	0.71518	-0.06128	-0.15909	0.83044	-0.09978	-0.24848	0.77574	-0.22515	-0.05659	0.80833	0.00697	-0.00468	0.48486	-0.02121	-0.10759	0.68012	-0.17642	-0.06882	0.76549	-0.19474	-0.18129	0.77357
34	-0.07269	0.06592	-0.20184	0.09328	0.77127	0.11657	-0.22377	0.06492	-0.12197	0.06722	0.82948	0.04921	-0.02915	-0.27000	0.79210	-0.16511	-0.21167	0.89863	-0.02763	-0.31458	0.89343	-0.34001	-0.11610	0.88026	-0.19324	-0.21498	0.77913	-0.17337	-0.05237	0.77714	-0.07658	-0.17162	0.86314	-0.12588	-0.26145	0.79291	-0.25331	-0.06698	0.82463	-0.00808	-0.03893	0.53360	-0.04824	-0.14130	0.74455	-0.20922	-0.08844	0.80070	-0.20158	-0.19628	0.79548
35	-0.09202	0.07054	-0.21877	0.08416	0.80088	0.10828	-0.24369	0.06745	-0.13809	0.06401	0.85600	0.03820	-0.04113	-0.27753	0.80255	-0.17189	-0.22523	0.91503	-0.03951	-0.32246	0.91804	-0.35768	-0.12323	0.89190	-0.21750	-0.23186	0.79303	-0.20074	-0.08665	0.83415	-0.09259	-0.18154	0.89330	-0.15336	-0.27311	0.81132	-0.28185	-0.07732	0.84233	-0.02289	-0.07133	0.58206	-0.07718	-0.17359	0.80588	-0.24223	-0.10544	0.83318	-0.20775	-0.21066	0.81940
36	-0.11162	0.07606	-0.23444	0.07556	0.82938	0.10170	-0.26494	0.07219	-0.15308	0.06201	0.88197	0.03148	-0.05197	-0.28366	0.81317	-0.17951	-0.23821	0.92990	-0.05251	-0.32854	0.93919	-0.38049	-0.12965	0.90567	-0.24269	-0.24914	0.80647	-0.23088	-0.11827	0.88560	-0.10969	-0.18985	0.92155	-0.18122	-0.28320	0.83116	-0.30797	-0.08816	0.86195	-0.03676	-0.10213	0.63051	-0.10647	-0.20461	0.86360	-0.27396	-0.12073	0.86322	-0.21679	-0.22349	0.84548
37	-0.13136	0.08130	-0.24895	0.06767	0.85705	0.09660	-0.28641	0.07771	-0.16731	0.06072	0.90763	0.02843	-0.06211	-0.28886	0.82438	-0.19004	-0.25068	0.94373	-0.06719	-0.33330	0.95704	-0.40705	-0.13558	0.92178	-0.26667	-0.26586	0.82057	-0.25651	-0.14825	0.93131	-0.12849	-0.19718	0.94821	-0.20911	-0.29134	0.85244	-0.33174	-0.09963	0.88398	-0.05154	-0.13146	0.67927	-0.13443	-0.23463	0.91746	-0.30272	-0.13527	0.89120	-0.23037	-0.23445	0.87376
38	-0.15163	0.08535	-0.26226	0.06072	0.88408	0.09260	-0.30729	0.08333	-0.18102	0.06015	0.93317	0.02745	-0.07289	-0.29341	0.83654	-0.20343	-0.26294	0.95692	-0.08355	-0.33724	0.97179	-0.43603	-0.14098	0.94024	-0.28861	-0.28105	0.83608	-0.27469	-0.17662	0.97148	-0.14855	-0.20422	0.97330	-0.23724	-0.29706	0.87500	-0.35473	-0.11178	0.90877	-0.06985	-0.15932	0.72848	-0.16076	-0.26353	0.96735	-0.32775	-0.14966	0.91751	-0.24709	-0.24412	0.90411
39	-0.17295	0.08844	-0.27427	0.05482	0.91051	0.08936	-0.32761	0.08915	-0.19425	0.06041	0.95875	0.02712	-0.08519	-0.29763	0.85002	-0.21868	-0.27529	0.96980	-0.10117	-0.34080	0.98373	-0.46632	-0.14555	0.96077	-0.30956	-0.29364	0.85342	-0.28829	-0.20258	1.00660	-0.16917	-0.21146	0.99665	-0.26649	-0.29983	0.89845	-0.37826	-0.12488	0.93645	-0.09256	-0.18585	0.77813	-0.18654	-0.29068	1.01320	-0.34995	-0.16380	0.94251	-0.26419	-0.25342	0.93636
40	-0.19563	0.09126	-0.28478	0.05011	0.93629	0.08663	-0.34768	0.09537	-0.20696	0.06140	0.98443	0.02702	-0.09903	-0.30189	0.86509	-0.23452	-0.28789	0.98260	-0.11954	-0.34429	0.99329	-0.49711	-0.14893	0.98290	-0.33089	-0.30292	0.87262	-0.30050	-0.22579	1.03748	-0.19040	-0.21884	1.01792	-0.29733	-0.29920	0.92221	-0.40223	-0.13942	0.96689	-0.11898	-0.21115	0.82800	-0.21324	-0.31519	1.05490	-0.37165	-0.17698	0.96647	-0.28009	-0.26278	0.97023
41	-0.21971	0.09420	-0.29350	0.04690	0.96121	0.08422	-0.36807	0.10153	-0.21896	0.06290	1.01015	0.02761	-0.11392	-0.30645	0.88197	-0.25019	-0.30055	0.99549	-0.13845	-0.34788	1.00101	-0.52736	-0.15074	1.00583	-0.35321	-0.30854	0.89334	-0.31360	-0.24641	1.06509	-0.21290	-0.22581	1.03680	-0.32932	-0.29496	0.94548	-0.42617	-0.15572	0.99977	-0.14843	-0.23477	0.87771	-0.24172	-0.33610	1.09218	-0.39511	-0.18855	0.98949	-0.29600	-0.27181	1.00526
42	-0.24476	0.09728	-0.30007	0.04550	0.98495	0.08197	-0.38945	0.10680	-0.22987	0.06482	1.03569	0.02964	-0.12976	-0.31130	0.90070	-0.26554	-0.31279	1.00859	-0.15718	-0.35162	1.00755	-0.55607	-0.15056	1.02853	-0.37629	-0.31040	0.91488	-0.33018	-0.26433	1.09037	-0.23605	-0.23179	1.05292	-0.36165	-0.28693	0.96724	-0.44948	-0.17359	1.03448	-0.18062	-0.25593	0.92681	-0.27176	-0.35250	1.12453	-0.42179	-0.19821	1.01141	-0.31362	-0.27974	1.04079
43	-0.26991	0.10050	-0.30413	0.04599	1.00701	0.07977	-0.41211	0.11088	-0.23909	0.06723	1.06059	0.03353	-0.14671	-0.31614	0.92106	-0.28075	-0.32381	1.02191	-0.17474	-0.35538	1.01357	-0.58265	-0.14795	1.04974	-0.39957	-0.30850	0.93629	-0.35138	-0.27913	1.11402	-0.25790	-0.23635	1.06595	-0.39373	-0.27484	0.98628	-0.47229	-0.19212	1.07012	-0.21476	-0.27406	0.97471	-0.30199	-0.36366	1.15124	-0.45227	-0.20568	1.03182	-0.33331	-0.28588	1.07590
44	-0.29413	0.10383	-0.30536	0.04834	1.02678	0.07754	-0.43575	0.11403	-0.24579	0.07022	1.08407	0.03907	-0.16461	-0.32030	0.94249	-0.29597	-0.33260	1.03527	-0.19075	-0.35888	1.01964	-0.60652	-0.14258	1.06797	-0.42195	-0.30314	0.95644	-0.37627	-0.29025	1.13632	-0.27680	-0.23893	1.07551	-0.42515	-0.25850	1.00127	-0.49540	-0.20957	1.10544	-0.24871	-0.28882	1.02069	-0.33095	-0.36898	1.17138	-0.48621	-0.21023	1.05000	-0.35412	-0.28954	1.10945
45	-0.31674	0.10719	-0.30332	0.05239	1.04341	0.07529	-0.45938	0.11664	-0.24899	0.07380	1.10509	0.04579	-0.18301	-0.32272	0.96396	-0.31053	-0.33811	1.04818	-0.20570	-0.36157	1.02615	-0.62672	-0.13420	1.08149	-0.44262	-0.29468	0.97421	-0.40322	-0.29711	1.15707	-0.29259	-0.23872	1.08114	-0.45550	-0.23785	1.01084	-0.51916	-0.22379	1.13884	-0.27996	-0.29997	1.06376	-0.35780	-0.36774	1.18383	-0.52213	-0.21067	1.06483	-0.37453	-0.29010	1.14011
46	-0.33765	0.11048	-0.29742	0.05782	1.05591	0.07322	-0.48182	0.11912	-0.24777	0.07784	1.12220	0.05332	-0.20163	-0.32211	0.98397	-0.32345	-0.33949	1.05972	-0.22005	-0.36280	1.03322	-0.64272	-0.12252	1.08829	-0.46154	-0.28338	0.98847	-0.43066	-0.29930	1.17554	-0.30599	-0.23480	1.08221	-0.48481	-0.21281	1.01357	-0.54277	-0.23274	1.16830	-0.30739	-0.30687	1.10267	-0.38217	-0.35916	1.18729	-0.55804	-0.20562	1.07493	-0.39331	-0.28696	1.16644
47	-0.35705	0.11373	-0.28700	0.06433	1.06308	0.07179	-0.50217	0.12189	-0.24133	0.08226	1.13366	0.06156	-0.22046	-0.31710	1.00068	-0.33433	-0.33601	1.06851	-0.23368	-0.36182	1.04059	-0.65523	-0.10711	1.08603	-0.47894	-0.26937	0.99819	-0.45631	-0.29672	1.19053	-0.31756	-0.22647	1.07784	-0.51355	-0.18308	1.00800	-0.56456	-0.23481	1.19141	-0.33149	-0.30860	1.13586	-0.40365	-0.34255	1.18041	-0.59267	-0.19366	1.07860	-0.40993	-0.27969	1.18690
48	-0.37498	0.11683	-0.27147	0.07169	1.06352	0.07185	-0.52014	0.12525	-0.22900	0.08707	1.13738	0.07063	-0.23963	-0.30649	1.01195	-0.34403	-0.32700	1.07268	-0.24625	-0.35789	1.04759	-0.66615	-0.08736	1.07205	-0.49473	-0.25265	1.00236	-0.47787	-0.28940	1.20038	-0.32795	-0.21322	1.06687	-0.54160	-0.14820	0.99253	-0.58375	-0.22846	1.20537	-0.35277	-0.30439	1.16156	-0.42192	-0.31745	1.16182	-0.62509	-0.17365	1.07404	-0.42393	-0.26812	1.19975
49	-0.39123	0.11928	-0.25036	0.07974	1.05566	0.07461	-0.53597	0.12842	-0.21004	0.09207	1.13098	0.08081	-0.25940	-0.28907	1.01540	-0.35543	-0.31124	1.06992	-0.25752	-0.35026	1.05317	-0.67569	-0.06302	1.04357	-0.50838	-0.23311	0.99994	-0.49457	-0.27698	1.20306	-0.33793	-0.19468	1.04776	-0.56743	-0.10794	0.96542	-0.60027	-0.21231	1.20697	-0.37097	-0.29363	1.17777	-0.43700	-0.28387	1.13015	-0.65524	-0.14464	1.05937	-0.43464	-0.25208	1.20300
50	-0.40560	0.12059	-0.22333	0.08829	1.03773	0.08128	-0.54983	0.13012	-0.18388	0.09692	1.11193	0.09231	-0.27985	-0.26379	1.00851	-0.37118	-0.28746	1.05753	-0.26736	-0.33817	1.05586	-0.68212	-0.03425	0.99808	-0.51924	-0.21038	0.98973	-0.50694	-0.25873	1.19620	-0.34830	-0.17058	1.01864	-0.58950	-0.06243	0.92488	-0.61349	-0.18553	1.19273	-0.38567	-0.27570	1.18226	-0.44929	-0.24228	1.08424	-0.68310	-0.10629	1.03274	-0.44218	-0.23102	1.19432
51	-0.41800	0.12046	-0.19024	0.09687	1.00788	0.09250	-0.56150	0.13026	-0.15026	0.10138	1.07768	0.10511	-0.30077	-0.22990	0.98862	-0.39001	-0.25539	1.03248	-0.27585	-0.32080	1.05381	-0.68406	-0.00137	0.93380	-0.52683	-0.18397	0.97031	-0.51628	-0.23355	1.17704	-0.35926	-0.14085	0.97740	-0.60689	-0.01242	0.86938	-0.62228	-0.14817	1.15915	-0.39719	-0.25001	1.17249	-0.45924	-0.19375	1.02313	-0.70877	-0.05899	0.99250	-0.44758	-0.20407	1.17110
52	-0.42837	0.11866	-0.15135	0.10476	0.96430	0.10796	-0.56979	0.12970	-0.10965	0.10514	1.02596	0.11864	-0.32132	-0.18734	0.95320	-0.40634	-0.21593	0.99174	-0.28319	-0.29739	1.04480	-0.67995	0.03464	0.85033	-0.53155	-0.15318	0.93997	-0.52276	-0.20079	1.14256	-0.37116	-0.10563	0.92192	-0.61830	0.04043	0.79796	-0.62595	-0.10112	1.10319	-0.40635	-0.21632	1.14582	-0.46671	-0.14004	0.94644	-0.73138	-0.00434	0.93735	-0.45236	-0.17039	1.13062
53	-0.43631	0.11471	-0.10751	0.11080	0.90553	0.12646	-0.57321	0.12833	-0.06340	0.10735	0.95528	0.13165	-0.34033	-0.13695	0.90012	-0.41629	-0.17018	0.93276	-0.28981	-0.26734	1.02630	-0.66624	0.07122	0.74931	-0.53468	-0.11720	0.89678	-0.52548	-0.16071	1.08965	-0.38375	-0.06570	0.85049	-0.62104	0.09323	0.71078	-0.62424	-0.04627	1.02288	-0.41367	-0.17494	1.09971	-0.47092	-0.08367	0.85456	-0.74903	0.05487	0.86669	-0.45799	-0.12934	1.07038
54	-0.44071	0.10784	-0.06046	0.11348	0.83094	0.14610	-0.57072	0.12487	-0.01370	0.10662	0.86543	0.14215	-0.35653	-0.08079	0.82826	-0.42152	-0.11902	0.85425	-0.29644	-0.23035	0.99570	-0.63831	0.10419	0.63478	-0.53675	-0.07580	0.83892	-0.52380	-0.11405	1.01571	-0.39453	-0.02319	0.76262	-0.61150	0.14176	0.60973	-0.61577	0.01285	0.91821	-0.41885	-0.12691	1.03229	-0.47035	-0.02796	0.74907	-0.75981	0.11489	0.78092	-0.46510	-0.08109	0.98873
55	-0.43963	0.09759	-0.01312	0.11116	0.74124	0.16440	-0.56120	0.11911	0.03604	0.10189	0.75818	0.14780	-0.36828	-0.02243	0.73818	-0.42459	-0.06451	0.75695	-0.30354	-0.18668	0.95050	-0.59378	0.12874	0.51323	-0.53657	-0.02994	0.76520	-0.51819	-0.06241	0.91945	-0.39948	0.01824	0.65976	-0.58658	0.18076	0.49895	-0.59704	0.07061	0.79205	-0.41999	-0.07464	0.94308	-0.46296	0.02285	0.63301	-0.76152	0.17126	0.68180	-0.47208	-0.02747	0.88560
56	-0.43102	0.08435	0.03065	0.10257	0.63906	0.17850	-0.54251	0.11311	0.08112	0.09340	0.63771	0.14643	-0.37326	0.03304	0.63284	-0.42329	-0.01129	0.64433	-0.31111	-0.13733	0.88880	-0.53428	0.14085	0.39286	-0.53168	0.01794	0.67584	-0.50754	-0.00922	0.80210	-0.39479	0.05396	0.54594	-0.54487	0.20469	0.38494	-0.56395	0.11985	0.65074	-0.41377	-0.02208	0.83366	-0.44766	0.06431	0.51143	-0.75096	0.21890	0.57278	-0.47506	0.02761	0.76344
57	-0.41356	0.07009	0.06662	0.08738	0.52911	0.18548	-0.51275	0.10933	0.11636	0.08306	0.51074	0.13686	-0.36856	0.07960	0.51780	-0.41256	0.03457	0.52262	-0.31837	-0.08428	0.80986	-0.46437	0.13841	0.28223	-0.51911	0.06389	0.57335	-0.48910	0.03986	0.66846	-0.37796	0.07936	0.42769	-0.48822	0.20930	0.27587	-0.51514	0.15384	0.50419	-0.39728	0.02582	0.70813	-0.42542	0.09263	0.39109	-0.72494	0.25286	0.45908	-0.47038	0.07862	0.62783
58	-0.38727	0.05811	0.09126	0.06719	0.41775	0.18309	-0.47226	0.10788	0.13757	0.07384	0.38578	0.11951	-0.35251	0.11170	0.40072	-0.39029	0.06767	0.40019	-0.32384	-0.03074	0.71464	-0.39090	0.12258	0.18832	-0.49545	0.10259	0.46279	-0.46043	0.07823	0.52697	-0.34794	0.09104	0.31311	-0.42364	0.19468	0.18001	-0.45351	0.16807	0.36435	-0.36911	0.06377	0.57319	-0.39838	0.10575	0.27980	-0.68226	0.26939	0.34733	-0.45614	0.11950	0.48749
59	-0.35364	0.05085	0.10193	0.04481	0.31179	0.17079	-0.42281	0.10634	0.14229	0.06784	0.27137	0.09697	-0.32582	0.12560	0.29012	-0.35741	0.08462	0.28599	-0.32575	0.01901	0.60638	-0.31948	0.09562	0.11347	-0.45782	0.12835	0.35150	-0.42108	0.10045	0.38843	-0.30600	0.08815	0.21106	-0.35941	0.16109	0.10226	-0.38442	0.16199	0.24302	-0.33051	0.08719	0.43738	-0.37016	0.10413	0.18384	-0.62289	0.26622	0.24445	-0.43156	0.14483	0.35285
60	-0.31630	0.04804	0.10032	0.02899	0.21810	0.14931	-0.36852	0.10276	0.13223	0.06393	0.17543	0.07086	-0.29208	0.12138	0.19417	-0.31434	0.08448	0.18796	-0.32207	0.06004	0.49071	-0.25709	0.06834	0.06444	-0.40572	0.13671	0.24776	-0.37284	0.10468	0.26461	-0.25749	0.07160	0.12660	-0.30754	0.12695	0.04854	-0.31631	0.13740	0.14530	-0.28553	0.09436	0.31121	-0.34367	0.09117	0.10768	-0.55246	0.24563	0.15649	-0.39805	0.15287	0.23381
61	-0.27616	0.04841	0.08261	0.02696	0.13993	0.12279	-0.31057	0.09623	0.10565	0.06485	0.09654	0.05428	-0.25602	0.10090	0.11673	-0.26070	0.06704	0.10938	-0.31130	0.08777	0.37507	-0.20020	0.01847	0.00534	-0.34375	0.12747	0.15945	-0.31756	0.09072	0.16156	-0.20885	0.04881	0.06780	-0.25511	0.05536	0.00387	-0.25532	0.10753	0.07958	-0.24122	0.08513	0.19995	-0.31687	0.07281	0.05663	-0.47311	0.20729	0.08645	-0.35653	0.14283	0.13693
62	-0.24286	0.05506	0.05702	0.04190	0.07542	0.09964	-0.26385	0.09111	0.07810	0.06206	0.04166	0.03922	-0.22406	0.07416	0.06288	-0.20599	0.04323	0.05569	-0.29372	0.09958	0.26766	-0.16874	-0.00270	-0.02125	-0.27803	0.10167	0.08982	-0.26393	0.07059	0.09237	-0.17044	0.01645	0.01535	-0.21299	-0.01071	-0.02340	-0.20929	0.05965	0.02183	-0.20015	0.06887	0.12206	-0.32065	0.04911	-0.00643	-0.41563	0.17224	0.03635	-0.31950	0.12558	0.06499
63	-0.21767	0.05777	0.03814	0.03806	0.02747	0.07110	-0.21597	0.07628	0.03907	0.05084	-0.00367	0.01569	-0.19444	0.03633	0.02075	-0.14446	-0.00246	0.00775	-0.27207	0.09560	0.17539	-0.15413	0.00712	-0.01585	-0.22108	0.07304	0.04395	-0.19728	0.01098	-0.00181	-0.14357	-0.01023	-0.02397	-0.19858	-0.00309	-0.02059	-0.18143	0.01028	-0.02773	-0.18013	0.02956	0.02562	-0.31383	0.04578	-0.02886	-0.33383	0.10987	0.00056	-0.28470	0.09865	0.01507
64	-0.18851	0.05965	0.01640	0.03561	-0.00306	0.04645	-0.15627	0.03673	-0.00096	0.02047	-0.02190	0.00245	-0.16086	-0.01247	-0.01945	-0.09549	-0.04003	-0.02165	-0.25041	0.07848	0.10179	-0.13469	0.00817	-0.01855	-0.15394	-0.00133	-0.01268	-0.16113	-0.00255	-0.02368	-0.11671	-0.00742	-0.01900	-0.17700	-0.00401	-0.02196	-0.16309	0.01697	-0.02330	-0.17214	0.00616	-0.02741	-0.28852	0.05538	-0.02270	-0.18842	-0.00004	-0.02473	-0.19478	0.01172	-0.01952
65	-0.16772	0.05861	0.01495	0.03169	-0.00974	0.02761	-0.14482	0.04289	0.00299	0.01936	-0.02091	0.00305	-0.13569	-0.01655	-0.01912	-0.08165	-0.03512	-0.01742	-0.22769	0.05623	0.05264	-0.11551	0.01006	-0.01841	-0.13667	-0.00610	-0.01877	-0.13939	0.00413	-0.01901	-0.09213	-0.00663	-0.02026	-0.15258	0.00051	-0.02157	-0.15298	0.01976	-0.02347	-0.16629	0.01520	-0.01679	-0.26300	0.06199	-0.02430	-0.20036	0.00828	-0.02493	-0.17902	0.01081	-0.02221
66	-0.15190	0.05838	0.01428	0.02766	-0.01711	0.00789	-0.13711	0.04954	0.00783	0.02017	-0.02118	0.00240	-0.11565	-0.01552	-0.01902	-0.07752	-0.03123	-0.01875	-0.21755	0.01825	0.00057	-0.09605	0.01085	-0.01828	-0.12834	-0.00095	-0.01945	-0.12051	0.00690	-0.02081	-0.07071	-0.00216	-0.01908	-0.12682	0.00785	-0.02030	-0.14762	0.02534	-0.02255	-0.17048	0.02283	-0.01992	-0.23378	0.06968	-0.02258	-0.21228	0.01844	-0.02458	-0.16868	0.01669	-0.02210
