	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_16_CR010_BAREFOOT_GAIT0001_1_CINE_D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_1_CINE_D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_1_CINE_D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0001_3_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_1_CINE_E.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_1_CINE_E.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_1_CINE_E.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_3_CINE_E.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_3_CINE_E.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_3_CINE_E.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_4_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_4_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_4_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_4_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_4_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_4_CINE_E&D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_6_CINE_D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_6_CINE_D.c3d	2014_06_16_CR010_BAREFOOT_GAIT0003_6_CINE_D.c3d
17	0.79359	0.05617	0.17561	0.09149	-0.05666	0.09238	0.75641	0.07750	0.15162	0.05516	-0.08487	0.04795	0.75410	0.14823	-0.00400	0.77883	0.26952	-0.01630	0.73078	0.13515	-0.12585	0.72754	0.11480	-0.15339	0.80258	0.23291	-0.11272	0.84047	0.21906	0.03295	0.86187	0.22717	0.01206	0.75925	0.04748	-0.15864	0.64466	0.07971	-0.09894	0.84992	0.16211	-0.08283
18	0.80713	0.05793	0.16537	0.09429	-0.04879	0.09463	0.75474	0.07184	0.15813	0.04656	-0.06868	0.05101	0.75174	0.15986	0.01553	0.80738	0.26228	-0.01904	0.73270	0.14393	-0.11097	0.73188	0.10732	-0.14442	0.78690	0.21749	-0.10356	0.86652	0.21399	0.04801	0.86026	0.21274	0.02504	0.76958	0.03050	-0.15352	0.65350	0.09085	-0.08417	0.84888	0.17854	-0.06024
19	0.80788	0.06071	0.15622	0.09488	-0.03878	0.09710	0.74123	0.06521	0.16194	0.03995	-0.05184	0.05382	0.73548	0.16929	0.03500	0.82366	0.25230	-0.01919	0.72640	0.15120	-0.09511	0.72589	0.09907	-0.13402	0.75594	0.20032	-0.09281	0.87520	0.20822	0.06529	0.84755	0.20208	0.03929	0.76708	0.01946	-0.14525	0.65328	0.09901	-0.06883	0.83507	0.18987	-0.03747
20	0.79690	0.06285	0.15107	0.09349	-0.02707	0.09959	0.71808	0.05958	0.16384	0.03579	-0.03546	0.05592	0.70795	0.17654	0.05294	0.82691	0.24308	-0.01604	0.71311	0.15622	-0.07892	0.71228	0.09242	-0.12296	0.71315	0.18397	-0.08118	0.86694	0.20675	0.08422	0.82603	0.19599	0.05359	0.75236	0.01713	-0.13415	0.64488	0.10552	-0.05397	0.81130	0.19696	-0.01618
21	0.77605	0.06374	0.15059	0.09113	-0.01431	0.10188	0.68757	0.05617	0.16388	0.03342	-0.02003	0.05708	0.67248	0.18117	0.06864	0.81824	0.23680	-0.00979	0.69503	0.15830	-0.06272	0.69307	0.08840	-0.11210	0.66377	0.16934	-0.06927	0.84437	0.21164	0.10385	0.79789	0.19344	0.06722	0.72666	0.02269	-0.12072	0.62822	0.11080	-0.03985	0.77838	0.19979	0.00305
22	0.74774	0.06398	0.15373	0.08881	-0.00105	0.10377	0.65219	0.05446	0.16188	0.03171	-0.00550	0.05736	0.63256	0.18275	0.08207	0.80065	0.23407	-0.00133	0.67480	0.15747	-0.04662	0.66972	0.08717	-0.10173	0.61279	0.15615	-0.05749	0.81181	0.22148	0.12315	0.76450	0.19282	0.08019	0.69204	0.03313	-0.10552	0.60426	0.11482	-0.02598	0.73656	0.19822	0.02053
23	0.71434	0.06418	0.15850	0.08687	0.01227	0.10521	0.61432	0.05394	0.15789	0.02999	0.00838	0.05693	0.59124	0.18116	0.09356	0.77741	0.23393	0.00815	0.65395	0.15431	-0.03074	0.64345	0.08813	-0.09172	0.56284	0.14371	-0.04608	0.77262	0.23267	0.14125	0.72657	0.19274	0.09291	0.65167	0.04506	-0.08925	0.57576	0.11754	-0.01166	0.68779	0.19273	0.03683
24	0.67819	0.06453	0.16304	0.08489	0.02534	0.10614	0.57620	0.05522	0.15240	0.02826	0.02173	0.05597	0.55085	0.17688	0.10341	0.75130	0.23469	0.01756	0.63273	0.14965	-0.01529	0.61535	0.09047	-0.08164	0.51500	0.13171	-0.03512	0.72896	0.24139	0.15763	0.68585	0.19248	0.10573	0.60946	0.05618	-0.07261	0.54561	0.11902	0.00349	0.63684	0.18475	0.05214
25	0.64172	0.06497	0.16639	0.08219	0.03794	0.10650	0.53984	0.05838	0.14627	0.02685	0.03442	0.05468	0.51281	0.17086	0.11190	0.72434	0.23498	0.02630	0.61164	0.14453	-0.00060	0.58651	0.09361	-0.07097	0.47092	0.12038	-0.02464	0.68311	0.24533	0.17207	0.64559	0.19224	0.11860	0.56905	0.06580	-0.05628	0.51514	0.11950	0.01921	0.58869	0.17607	0.06622
26	0.60693	0.06534	0.16849	0.07839	0.04995	0.10624	0.50695	0.06244	0.14047	0.02589	0.04618	0.05322	0.47814	0.16423	0.11925	0.69746	0.23400	0.03438	0.59226	0.14009	0.01294	0.55841	0.09729	-0.05942	0.43311	0.11051	-0.01469	0.63748	0.24438	0.18450	0.60911	0.19254	0.13115	0.53217	0.07423	-0.04084	0.48495	0.11928	0.03480	0.54631	0.16823	0.07861
