	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2015_11_17_PC026_BAREFOOT_WALK0002_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0002_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0002_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0003_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0003_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0003_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0003_2.c3d	2015_11_17_PC026_BAREFOOT_WALK0003_2.c3d	2015_11_17_PC026_BAREFOOT_WALK0003_2.c3d	2015_11_17_PC026_BAREFOOT_WALK0006_2.c3d	2015_11_17_PC026_BAREFOOT_WALK0006_2.c3d	2015_11_17_PC026_BAREFOOT_WALK0006_2.c3d	2015_11_17_PC026_BAREFOOT_WALK0007_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0007_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0007_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0007_2.c3d	2015_11_17_PC026_BAREFOOT_WALK0007_2.c3d	2015_11_17_PC026_BAREFOOT_WALK0007_2.c3d	2015_11_17_PC026_BAREFOOT_WALK0008_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0008_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0008_1.c3d	2015_11_17_PC026_BAREFOOT_WALK0008_2.c3d	2015_11_17_PC026_BAREFOOT_WALK0008_2.c3d	2015_11_17_PC026_BAREFOOT_WALK0008_2.c3d
52	0.31948	0.11538	0.30644	0.18202	0.23091	0.03846	0.12382	0.07898	0.17059	0.06677	0.10500	0.07031	0.33893	0.23322	0.20184	0.42390	0.51367	0.27452	0.21959	0.22957	0.15244	0.14518	0.14145	0.12798	0.10719	0.15732	0.03378	0.00288	0.08109	0.18261	0.14429	0.24352	0.02819	0.19561	0.17243	0.21637
53	0.28822	0.11403	0.29833	0.17099	0.22595	0.03597	0.10510	0.10115	0.14751	0.09309	0.08917	0.07367	0.33348	0.23869	0.20332	0.37267	0.49115	0.26743	0.21613	0.22725	0.14790	0.14602	0.13491	0.10587	-0.00577	0.04197	0.00364	0.00153	0.07651	0.16707	0.16761	0.25692	0.02135	0.15850	0.16514	0.20711
54	0.25798	0.12024	0.28979	0.15817	0.21924	0.03422	0.08884	0.10049	0.13359	0.09589	0.07591	0.07173	0.32216	0.24570	0.20450	0.33252	0.46532	0.25836	0.21181	0.22419	0.14205	0.14436	0.12948	0.08710	-0.02540	0.01191	-0.00499	-0.00276	0.07016	0.14674	0.11618	0.23220	0.00867	0.11927	0.15834	0.19486
55	0.23201	0.13047	0.28017	0.14398	0.20652	0.02771	0.07660	0.08846	0.12490	0.08269	0.06424	0.06445	0.30302	0.25283	0.20468	0.31157	0.43586	0.23510	0.20599	0.21970	0.13453	0.12079	0.10882	0.06357	0.00898	0.03308	-0.00004	-0.01116	0.06220	0.12291	0.05838	0.20069	0.00021	0.08144	0.15182	0.17977
56	0.19949	0.13037	0.26915	0.12971	0.19048	0.02439	0.05478	0.08595	0.11037	0.07411	0.05046	0.06121	0.27511	0.25797	0.20300	0.27441	0.40408	0.20607	0.19800	0.21304	0.12511	0.06407	0.09820	0.04762	0.01698	0.03296	-0.00033	-0.02426	0.05284	0.09740	0.01908	0.15481	-0.01752	0.04895	0.14539	0.16238
57	0.15964	0.11702	0.24971	0.10680	0.16850	0.02791	0.04321	0.08595	0.09601	0.07495	0.03657	0.05611	0.23772	0.25843	0.19861	0.21610	0.35189	0.16340	0.18708	0.20361	0.11376	0.00677	0.05739	0.02240	0.01983	0.03151	-0.00067	-0.04033	0.04263	0.07224	0.04272	0.14492	-0.02487	0.02510	0.13882	0.14350
58	0.11907	0.09496	0.22415	0.08236	0.14253	0.04216	0.02679	0.08740	0.07419	0.07681	0.02482	0.04993	0.19089	0.25188	0.19079	0.15491	0.28907	0.11290	0.17254	0.19110	0.10064	-0.01747	0.00311	-0.00409	0.02207	0.03264	-0.00007	-0.05797	0.03240	0.04935	0.01480	0.11171	-0.02171	0.01140	0.13150	0.12389
59	0.08424	0.06870	0.20275	0.06995	0.11979	0.05316	0.01554	0.08411	0.06549	0.06961	0.02016	0.04029	0.13721	0.23760	0.17905	0.10888	0.24843	0.07630	0.15428	0.17558	0.08618	-0.01760	0.00603	-0.00146	0.01918	0.03138	0.00011	-0.07047	0.02238	0.03000	-0.00769	0.09207	-0.01402	0.00661	0.12222	0.10402
60	0.05155	0.03935	0.17719	0.05795	0.09810	0.05950	0.01009	0.08164	0.05976	0.06495	0.01612	0.03179	0.08213	0.21674	0.16314	0.06537	0.20417	0.04640	0.13376	0.15821	0.07126	-0.02603	0.00375	-0.00096	0.01415	0.02923	0.00023	-0.08980	0.01479	0.01533	0.01839	0.09281	-0.00524	0.00715	0.11067	0.08476
61	0.02653	0.01349	0.15024	0.04973	0.07754	0.06069	0.01194	0.06802	0.04925	0.05905	0.01169	0.02487	0.03175	0.19142	0.14342	0.03664	0.16432	0.02393	0.11007	0.13820	0.05604	-0.03908	-0.00143	-0.00166	0.00836	0.02641	0.00031	-0.06137	0.00394	0.00391	0.04174	0.07915	-0.00014	0.01121	0.09499	0.06527
62	0.00655	0.01418	0.13188	0.04361	0.05970	0.05735	0.00846	0.05182	0.04128	0.05468	0.01076	0.01880	-0.00983	0.16382	0.12111	0.01469	0.14962	0.00752	0.08715	0.11862	0.04211	-0.05288	-0.00523	-0.00149	0.00209	0.02260	0.00028	-0.01557	-0.00597	-0.00176	0.02153	0.07640	0.01464	0.01477	0.08220	0.05047
63	-0.02289	0.04136	0.11157	0.04633	0.03723	0.05745	-0.00594	0.05089	0.02990	0.04656	0.00855	0.01427	-0.04149	0.13568	0.09795	-0.05168	0.14087	-0.01626	0.06993	0.10349	0.03127	-0.06775	-0.01028	-0.00171	-0.00441	0.01807	0.00019	-0.03191	-0.00606	-0.00109	0.00446	0.04429	0.01409	0.02450	0.05816	0.03001
64	-0.02639	0.06101	0.06611	0.04921	0.01847	0.05033	-0.02266	0.03759	0.00998	0.02962	0.00140	0.00522	-0.06611	0.10876	0.07604	-0.05691	0.07730	-0.01721	0.01613	0.05959	0.01063	-0.08281	-0.01543	-0.00185	-0.01135	0.01311	0.00007	-0.03092	-0.00683	-0.00144	-0.00437	-0.00053	-0.00039	0.04386	0.01227	-0.00342
65	-0.01728	0.05726	0.03046	0.04622	0.01777	0.03266	-0.04000	0.03273	0.00298	0.01750	-0.00097	0.00232	-0.07756	0.08330	0.05545	-0.01067	-0.00246	0.00025	-0.02086	0.02622	-0.00377	-0.09765	-0.02038	-0.00201	-0.01910	0.00801	-0.00007	-0.02977	-0.00662	-0.00142	-0.03263	0.00767	0.00243	0.03639	0.01055	-0.00239
66	-0.03786	0.06096	0.02184	0.03768	0.01321	0.02454	-0.04217	0.04096	0.00280	0.02094	-0.00058	0.00146	-0.10225	0.06472	0.04152	-0.03029	-0.00598	-0.00001	-0.00388	0.03272	-0.00080	-0.11122	-0.02445	-0.00217	-0.02798	0.00308	-0.00022	-0.02555	-0.00615	-0.00142	-0.04222	0.00882	0.00168	0.01896	0.00678	-0.00189
67	-0.03378	0.02801	0.01247	0.02189	0.00455	0.01164	-0.04447	0.04693	0.00201	0.02200	-0.00056	0.00144	-0.04471	0.03769	0.01800	-0.05468	-0.00154	-0.00199	0.00182	0.03250	-0.00039	-0.12224	-0.02707	-0.00228	-0.03791	-0.00141	-0.00037	-0.02051	-0.00557	-0.00137	-0.04349	0.01159	0.00160	-0.00195	0.00125	-0.00234
68	-0.01287	0.05574	0.00162	0.01160	-0.00228	0.00115	-0.04525	0.05111	0.00077	0.02177	-0.00070	0.00129	0.04661	0.01488	-0.00347	-0.06392	-0.00666	-0.00116	0.00377	0.03036	-0.00048	-0.12943	-0.02796	-0.00234	-0.04840	-0.00527	-0.00054	-0.01568	-0.00518	-0.00131	-0.03651	0.01191	0.00118	-0.02132	-0.00336	-0.00222
69	-0.02444	0.05127	0.00098	0.01454	-0.00131	0.00117	-0.04384	0.05451	-0.00037	0.02091	-0.00076	0.00111	0.03137	0.01776	-0.00011	-0.06943	-0.00691	-0.00139	0.00610	0.02852	-0.00006	-0.13172	-0.02708	-0.00233	-0.05855	-0.00838	-0.00073	-0.01185	-0.00516	-0.00123	-0.02317	0.01028	0.00057	-0.03525	-0.00791	-0.00244
70	-0.02698	0.04996	-0.00128	0.01402	-0.00177	0.00069	-0.04099	0.05649	-0.00169	0.01881	-0.00090	0.00090	0.02878	0.01474	-0.00124	-0.06766	-0.00721	-0.00152	0.00667	0.02496	-0.00002	-0.12836	-0.02465	-0.00224	-0.06719	-0.01069	-0.00094	-0.00907	-0.00545	-0.00116	-0.00698	0.00740	-0.00013	-0.04205	-0.01136	-0.00256
71	-0.02731	0.04180	-0.00317	0.01288	-0.00189	0.00063	-0.03733	0.05635	-0.00296	0.01595	-0.00103	0.00073	0.01968	0.01135	-0.00147	-0.06036	-0.00763	-0.00159	0.00675	0.02063	-0.00002	-0.11907	-0.02097	-0.00207	-0.07324	-0.01227	-0.00115	-0.00692	-0.00571	-0.00106	0.00585	0.00354	-0.00084	-0.04123	-0.01323	-0.00262
72	-0.02495	0.03080	-0.00462	0.01039	-0.00200	0.00046	-0.03419	0.05237	-0.00419	0.01263	-0.00114	0.00066	0.00951	0.00689	-0.00174	-0.04979	-0.00744	-0.00173	0.00570	0.01572	-0.00012	-0.10446	-0.01645	-0.00183	-0.07602	-0.01330	-0.00135	-0.00458	-0.00539	-0.00093	0.00840	-0.00155	-0.00148	-0.03458	-0.01332	-0.00252
73	-0.02145	0.01812	-0.00569	0.00706	-0.00204	0.00025	-0.03238	0.04430	-0.00536	0.00970	-0.00122	0.00070	-0.00157	0.00189	-0.00200	-0.03704	-0.00685	-0.00181	0.00309	0.01065	-0.00027	-0.08586	-0.01149	-0.00153	-0.07553	-0.01399	-0.00155	-0.00111	-0.00404	-0.00074	-0.00250	-0.00791	-0.00200	-0.02573	-0.01209	-0.00231
74	-0.01824	0.00535	-0.00633	0.00364	-0.00202	0.00019	-0.03163	0.03545	-0.00626	0.00881	-0.00124	0.00082	-0.01287	-0.00295	-0.00221	-0.02358	-0.00586	-0.00182	-0.00100	0.00589	-0.00046	-0.06484	-0.00645	-0.00118	-0.07235	-0.01451	-0.00172	0.00400	-0.00148	-0.00048	-0.02394	-0.01474	-0.00237	-0.01827	-0.01018	-0.00201
75	-0.01577	0.00641	-0.00654	0.00164	-0.00193	0.00037	-0.03095	0.03212	-0.00668	0.01042	-0.00120	0.00098	-0.02300	-0.00708	-0.00236	-0.01079	-0.00470	-0.00179	-0.00600	0.00172	-0.00066	-0.04272	-0.00156	-0.00077	-0.06762	-0.01493	-0.00185	0.01032	0.00199	-0.00017	-0.04875	-0.02063	-0.00256	-0.01352	-0.00785	-0.00166
76	-0.01371	0.01594	-0.00625	0.00345	-0.00178	0.00057	-0.02939	0.03635	-0.00647	0.01279	-0.00110	0.00114	-0.03112	-0.01017	-0.00237	0.00017	-0.00368	-0.00171	-0.01095	-0.00174	-0.00085	-0.02060	0.00296	-0.00033	-0.06254	-0.01518	-0.00193	0.01690	0.00584	0.00018	-0.06973	-0.02425	-0.00259	-0.01017	-0.00490	-0.00124
77	-0.01151	0.02321	-0.00545	0.00595	-0.00156	0.00075	-0.02656	0.04329	-0.00564	0.01461	-0.00095	0.00130	-0.03700	-0.01223	-0.00227	0.00841	-0.00301	-0.00163	-0.01504	-0.00455	-0.00103	0.00051	0.00700	0.00013	-0.05825	-0.01511	-0.00193	0.02291	0.00946	0.00054	-0.08295	-0.02500	-0.00248	-0.00593	-0.00110	-0.00077
78	-0.00907	0.02810	-0.00428	0.00841	-0.00131	0.00092	-0.02292	0.04946	-0.00434	0.01555	-0.00077	0.00143	-0.04057	-0.01333	-0.00210	0.01343	-0.00279	-0.00154	-0.01803	-0.00685	-0.00120	0.01986	0.01057	0.00057	-0.05572	-0.01462	-0.00186	0.02771	0.01235	0.00089	-0.08842	-0.02317	-0.00228	-0.00009	0.00329	-0.00030
79	-0.00696	0.03031	-0.00301	0.01056	-0.00107	0.00105	-0.01953	0.05433	-0.00286	0.01581	-0.00058	0.00153	-0.04157	-0.01358	-0.00188	0.01485	-0.00298	-0.00145	-0.02034	-0.00875	-0.00134	0.03677	0.01375	0.00097	-0.05563	-0.01372	-0.00171	0.03053	0.01411	0.00117	-0.08901	-0.01969	-0.00201	0.00585	0.00755	0.00012
80	-0.00617	0.02975	-0.00194	0.01209	-0.00084	0.00113	-0.01777	0.05843	-0.00148	0.01572	-0.00041	0.00159	-0.04048	-0.01319	-0.00164	0.01240	-0.00347	-0.00134	-0.02291	-0.01027	-0.00145	0.05046	0.01659	0.00131	-0.05832	-0.01258	-0.00152	0.03044	0.01460	0.00136	-0.08852	-0.01574	-0.00172	0.00959	0.01084	0.00046
81	-0.00785	0.02733	-0.00134	0.01284	-0.00063	0.00115	-0.01873	0.06189	-0.00046	0.01551	-0.00026	0.00160	-0.03935	-0.01262	-0.00139	0.00625	-0.00403	-0.00120	-0.02694	-0.01137	-0.00154	0.05987	0.01892	0.00155	-0.06377	-0.01152	-0.00130	0.02658	0.01390	0.00142	-0.08939	-0.01225	-0.00144	0.00956	0.01263	0.00069
82	-0.01298	0.02485	-0.00135	0.01286	-0.00046	0.00110	-0.02296	0.06435	-0.00000	0.01524	-0.00016	0.00156	-0.04126	-0.01241	-0.00117	-0.00306	-0.00441	-0.00101	-0.03363	-0.01206	-0.00159	0.06390	0.02044	0.00168	-0.07164	-0.01098	-0.00108	0.01877	0.01230	0.00138	-0.09221	-0.00972	-0.00118	0.00537	0.01275	0.00081
83	-0.02185	0.02366	-0.00200	0.01223	-0.00031	0.00100	-0.03056	0.06544	-0.00028	0.01490	-0.00010	0.00147	-0.04821	-0.01279	-0.00098	-0.01487	-0.00450	-0.00077	-0.04396	-0.01245	-0.00159	0.06188	0.02075	0.00169	-0.08145	-0.01141	-0.00090	0.00741	0.01012	0.00125	-0.09668	-0.00839	-0.00097	-0.00247	0.01129	0.00084
84	-0.03362	0.02359	-0.00319	0.01106	-0.00018	0.00088	-0.04138	0.06510	-0.00150	0.01447	-0.00010	0.00133	-0.05940	-0.01357	-0.00084	-0.02834	-0.00444	-0.00052	-0.05848	-0.01285	-0.00152	0.05381	0.01950	0.00155	-0.09264	-0.01326	-0.00078	-0.00678	0.00753	0.00107	-0.10282	-0.00840	-0.00082	-0.01311	0.00844	0.00082
85	-0.04662	0.02332	-0.00484	0.00931	-0.00007	0.00076	-0.05519	0.06377	-0.00392	0.01399	-0.00014	0.00116	-0.07191	-0.01429	-0.00072	-0.04200	-0.00456	-0.00026	-0.07727	-0.01372	-0.00139	0.04034	0.01642	0.00130	-0.10453	-0.01684	-0.00074	-0.02291	0.00446	0.00087	-0.11156	-0.00992	-0.00075	-0.02596	0.00432	0.00077
86	-0.05928	0.02167	-0.00698	0.00693	0.00000	0.00063	-0.07159	0.06224	-0.00776	0.01358	-0.00023	0.00095	-0.08310	-0.01462	-0.00060	-0.05398	-0.00522	-0.00004	-0.09982	-0.01560	-0.00120	0.02278	0.01140	0.00093	-0.11645	-0.02221	-0.00079	-0.04007	0.00068	0.00065	-0.12439	-0.01309	-0.00076	-0.04075	-0.00111	0.00065
87	-0.07063	0.01867	-0.00971	0.00424	0.00003	0.00047	-0.09002	0.06149	-0.01316	0.01333	-0.00037	0.00074	-0.09194	-0.01456	-0.00049	-0.06281	-0.00669	0.00015	-0.12525	-0.01900	-0.00097	0.00297	0.00457	0.00049	-0.12774	-0.02923	-0.00092	-0.05752	-0.00416	0.00038	-0.14255	-0.01799	-0.00083	-0.05713	-0.00788	0.00043
88	-0.08035	0.01597	-0.01308	0.00362	-0.00001	0.00032	-0.10968	0.06237	-0.02004	0.01322	-0.00055	0.00055	-0.09849	-0.01437	-0.00036	-0.06839	-0.00899	0.00027	-0.15239	-0.02423	-0.00074	-0.01712	-0.00370	0.00001	-0.13780	-0.03743	-0.00112	-0.07504	-0.01039	0.00004	-0.16607	-0.02444	-0.00096	-0.07417	-0.01588	0.00006
89	-0.08850	0.01554	-0.01712	0.00677	-0.00013	0.00038	-0.12963	0.06510	-0.02812	0.01304	-0.00079	0.00044	-0.10300	-0.01453	-0.00024	-0.07210	-0.01203	0.00030	-0.17983	-0.03132	-0.00056	-0.03600	-0.01291	-0.00049	-0.14602	-0.04617	-0.00135	-0.09301	-0.01823	-0.00037	-0.19331	-0.03199	-0.00116	-0.09040	-0.02481	-0.00044
90	-0.09517	0.01696	-0.02184	0.01077	-0.00031	0.00065	-0.14882	0.06899	-0.03698	0.01245	-0.00107	0.00045	-0.10542	-0.01549	-0.00012	-0.07560	-0.01575	0.00022	-0.20593	-0.03996	-0.00046	-0.05305	-0.02262	-0.00099	-0.15181	-0.05464	-0.00159	-0.11207	-0.02777	-0.00087	-0.22125	-0.03993	-0.00141	-0.10450	-0.03427	-0.00103
91	-0.10043	0.01849	-0.02728	0.01458	-0.00057	0.00098	-0.16615	0.07279	-0.04608	0.01120	-0.00138	0.00052	-0.10517	-0.01758	-0.00004	-0.08003	-0.02020	0.00002	-0.22895	-0.04954	-0.00048	-0.06828	-0.03244	-0.00146	-0.15447	-0.06196	-0.00178	-0.13279	-0.03900	-0.00150	-0.24629	-0.04745	-0.00170	-0.11608	-0.04405	-0.00170
92	-0.10460	0.02063	-0.03360	0.01813	-0.00091	0.00131	-0.18044	0.07534	-0.05475	0.00939	-0.00171	0.00063	-0.10175	-0.02104	-0.00002	-0.08554	-0.02536	-0.00030	-0.24698	-0.05915	-0.00062	-0.08177	-0.04193	-0.00186	-0.15336	-0.06732	-0.00189	-0.15502	-0.05159	-0.00221	-0.26507	-0.05377	-0.00198	-0.12651	-0.05439	-0.00242
93	-0.10868	0.02551	-0.04100	0.02158	-0.00135	0.00159	-0.19033	0.07593	-0.06225	0.00792	-0.00200	0.00077	-0.09617	-0.02618	-0.00014	-0.09184	-0.03107	-0.00074	-0.25793	-0.06770	-0.00083	-0.09341	-0.05051	-0.00217	-0.14802	-0.07002	-0.00185	-0.17747	-0.06480	-0.00295	-0.27483	-0.05822	-0.00222	-0.13803	-0.06575	-0.00315
94	-0.11358	0.03311	-0.04950	0.02486	-0.00186	0.00177	-0.19424	0.07432	-0.06766	0.00863	-0.00219	0.00095	-0.09056	-0.03327	-0.00045	-0.09865	-0.03712	-0.00128	-0.25954	-0.07387	-0.00106	-0.10257	-0.05737	-0.00231	-0.13812	-0.06955	-0.00164	-0.19761	-0.07736	-0.00360	-0.27338	-0.06017	-0.00233	-0.15152	-0.07813	-0.00384
95	-0.11940	0.04109	-0.05875	0.02757	-0.00240	0.00179	-0.19029	0.07061	-0.06996	0.01189	-0.00218	0.00113	-0.08665	-0.04221	-0.00094	-0.10604	-0.04346	-0.00187	-0.24958	-0.07632	-0.00120	-0.10785	-0.06147	-0.00224	-0.12335	-0.06557	-0.00123	-0.21195	-0.08757	-0.00399	-0.25873	-0.05885	-0.00223	-0.16551	-0.09057	-0.00440
96	-0.12513	0.04680	-0.06797	0.02884	-0.00292	0.00162	-0.17619	0.06509	-0.06790	0.01605	-0.00189	0.00127	-0.08472	-0.05244	-0.00157	-0.11427	-0.05022	-0.00247	-0.22617	-0.07390	-0.00116	-0.10681	-0.06146	-0.00188	-0.10336	-0.05795	-0.00063	-0.21605	-0.09308	-0.00397	-0.22856	-0.05308	-0.00181	-0.17641	-0.10124	-0.00472
97	-0.12861	0.04809	-0.07595	0.02756	-0.00331	0.00124	-0.14918	0.05787	-0.06010	0.01951	-0.00127	0.00130	-0.08361	-0.06291	-0.00225	-0.12294	-0.05734	-0.00301	-0.18816	-0.06581	-0.00089	-0.09601	-0.05582	-0.00121	-0.07777	-0.04684	0.00015	-0.20402	-0.09078	-0.00339	-0.17992	-0.04126	-0.00099	-0.17928	-0.10761	-0.00468
98	-0.12668	0.04404	-0.08114	0.02271	-0.00351	0.00068	-0.10651	0.04903	-0.04538	0.02110	-0.00031	0.00117	-0.08076	-0.07203	-0.00287	-0.13069	-0.06439	-0.00343	-0.13565	-0.05194	-0.00043	-0.07160	-0.04322	-0.00022	-0.04648	-0.03274	0.00101	-0.16925	-0.07724	-0.00214	-0.10956	-0.02175	0.00024	-0.16858	-0.10699	-0.00422
99	-0.11557	0.03751	-0.08171	0.01385	-0.00343	0.00021	-0.04674	0.04093	-0.02338	0.02070	0.00089	0.00094	-0.07232	-0.07752	-0.00331	-0.13522	-0.07044	-0.00368	-0.07089	-0.03316	0.00010	-0.03052	-0.02307	0.00099	-0.00997	-0.01660	0.00186	-0.10637	-0.05003	-0.00024	-0.01596	0.00597	0.00174	-0.13918	-0.09717	-0.00331
100	-0.09164	0.04033	-0.07592	0.00141	-0.00304	0.00091	0.02861	0.04275	0.00479	0.02080	0.00216	0.00097	-0.05370	-0.07663	-0.00341	-0.13400	-0.07429	-0.00371	0.00141	-0.01106	0.00060	0.02770	0.00379	0.00228	0.03005	0.00020	0.00254	-0.01379	-0.00927	0.00213	0.09768	0.04029	0.00323	-0.08721	-0.07683	-0.00200
101	-0.05220	0.06304	-0.06244	0.01488	-0.00233	0.00168	0.11418	0.06169	0.03642	0.02583	0.00325	0.00143	-0.02083	-0.06677	-0.00308	-0.12477	-0.07468	-0.00351	0.07481	0.01254	0.00099	0.09957	0.03474	0.00340	0.07092	0.01629	0.00296	0.10421	0.04132	0.00454	0.22137	0.07724	0.00438	-0.01100	-0.04588	-0.00041
