	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0006_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_1.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_2.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d	2014_03_20_PC006_BAREFOOT_GAIT0007_3.c3d
	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	-0.43877	2.56478	0.45282	2.02413	5.26712	0.70107	2.68150	1.29788	0.58816	2.23358	-1.87874	0.56360	3.27230	1.46455	2.05545	1.89847	2.34868	1.55675	-0.94426	1.11774	7.16115	4.95723	5.32158	5.55538	1.31356	2.42698	0.99660	-1.35356	-1.37691	-1.29266	-1.79188	-1.77655	-1.57660	0.51875	0.96143	-1.80877	2.32097	2.35966	1.55473	5.18287	5.10734	4.98032	5.19140	2.54879	2.72770	4.30828	1.72846	0.07354	-4.81217	-0.33219	-1.70752	-1.42788	-1.64103	-2.25824	-0.02624	0.85400	0.39860	-0.15133	5.94953	5.62902	2.61885	1.59862	0.49079	0.97203	-1.26729	-2.39006	-6.08873	0.97441	0.42602	-3.10676	2.40720	-0.51867	5.22754	4.05260	4.24526	1.80490	3.75576	0.78619	0.09221	-2.35734	-1.41831	-1.10084	-1.28294	-2.16151	2.08153	2.88507	2.49454	-2.80418	1.91166	5.77663	4.48793	5.50998	5.96952	3.17868	4.13635	0.63705	3.69630	2.93989	4.28670	-3.01265	-0.99331	-1.56263	-5.98634	-1.62141	-2.76679	-3.18487	-1.04381	-0.99809	5.07386	5.24358	4.64395	1.87116	3.78938	1.91130	1.60067	-2.85635	-2.02214
2	-0.05160	2.16667	1.04963	1.90181	5.00472	0.61768	2.70967	1.29924	0.81132	2.20734	-1.97227	0.53126	3.16425	1.45052	1.98330	1.70280	2.68464	1.69393	-0.71355	1.42329	6.55001	4.81508	5.06241	5.36668	1.44762	2.39870	1.08001	-1.04600	-1.16255	-1.09359	-1.84867	-1.94334	-1.70920	0.42227	0.92243	-2.03490	2.70753	2.72636	1.64733	4.86349	4.74526	4.87366	4.94319	2.36379	2.98567	4.35986	1.95170	0.31909	-4.40278	-0.12312	-1.98501	-1.65935	-1.78257	-2.46944	-0.08843	0.93310	0.78753	0.19724	5.78267	5.29296	2.51086	1.47773	0.78346	1.02123	-1.09746	-2.64128	1.28292	1.08942	0.70883	2.79035	2.80811	-0.27305	5.06626	3.95790	4.11923	1.86745	3.84035	0.78725	0.52815	-2.45584	-1.50789	-1.13471	-1.38867	-2.13133	2.11036	3.30691	2.56983	-2.26558	2.48966	5.54967	4.27068	5.24141	5.49168	3.66493	4.06481	0.63245	4.37317	3.33202	4.21456	-2.72642	-1.15865	-1.60967	-5.93516	-1.45769	-2.57967	-3.06429	-0.93474	-0.63849	4.71827	4.96589	4.35637	1.75996	3.95735	1.73927	1.75929	-2.81647	-2.14499
3	-0.06973	2.16013	1.38876	1.92939	4.79554	0.56491	2.75704	1.34515	1.10062	2.22160	-2.00680	0.53335	3.00940	1.41222	1.87422	1.49073	3.00327	1.88796	-0.45233	1.70084	6.01132	4.69442	4.80839	5.17521	1.53724	2.37140	1.13414	-0.71450	-0.94584	-0.85708	-1.87585	-2.07016	-1.78112	0.25339	0.85704	-2.33448	3.15882	3.07889	1.72534	4.53767	4.41599	4.87902	4.72413	2.19233	3.19935	4.42949	2.19269	0.63040	-3.91868	0.13375	-2.19855	-1.84622	-2.00521	-2.60515	-0.17477	1.00892	1.24309	0.65141	5.69202	5.01529	2.47283	1.35808	1.10392	1.17234	-0.85392	-2.80266	1.51041	1.16296	0.96979	3.13958	3.23031	-0.00229	4.98593	3.87572	4.02370	1.94717	3.92928	0.88234	1.01674	-2.47377	-1.55515	-1.19635	-1.55383	-2.16439	2.17296	3.81862	2.71686	-1.73989	3.08727	5.34597	4.02210	5.03039	5.18182	4.27862	4.05546	0.64692	5.21040	3.75070	4.27290	-2.26713	-1.21661	-1.62107	-5.87963	-1.32540	-2.41815	-2.84620	-0.76709	-0.24809	4.45811	4.75200	4.21011	1.66981	4.16632	1.68810	1.99172	-2.71619	-2.22004
4	-0.12336	2.17748	1.75497	1.95419	4.66539	0.56531	2.84131	1.43246	1.45455	2.27510	-1.95394	0.58759	2.82038	1.35073	1.73235	1.26945	3.29942	2.14277	-0.15998	1.94813	5.56320	4.60769	4.56262	4.98396	1.60138	2.35541	1.16568	-0.36653	-0.72299	-0.58016	-1.85696	-2.13415	-1.77670	0.02421	0.77467	-2.70060	3.68162	3.41820	1.80153	4.25640	4.14073	4.93563	4.55898	2.05327	3.38785	4.52998	2.46792	0.99865	-3.38656	0.42556	-2.27644	-1.96642	-2.27462	-2.63726	-0.26115	1.09077	1.74031	1.22402	5.73600	4.83599	2.52536	1.25707	1.42098	1.42636	-0.57261	-2.83909	1.55954	1.20441	1.21200	3.42041	3.68249	0.30473	4.95137	3.80549	3.97470	2.05422	4.04082	1.08935	1.55660	-2.33899	-1.49911	-1.26942	-1.76389	-2.25117	2.27932	4.39400	2.94805	-1.23500	3.63557	5.25423	3.79840	4.92723	5.21924	5.00456	4.13679	0.73055	6.12398	4.17309	4.54009	-1.66328	-1.11946	-1.53415	-5.92466	-1.21626	-2.27445	-2.56042	-0.51763	0.17612	4.31013	4.60162	4.17784	1.62876	4.43020	1.79255	2.31393	-2.54967	-2.22406
5	-0.13775	2.08461	2.18240	1.90065	4.63632	0.63302	2.97685	1.55157	1.86173	2.35352	-1.78749	0.67681	2.60804	1.26557	1.56334	1.04910	3.56873	2.45686	0.16392	2.16847	5.20521	4.56494	4.33928	4.81223	1.65869	2.36282	1.18365	-0.01365	-0.49296	-0.26391	-1.78002	-2.10663	-1.67662	-0.24161	0.68884	-3.11604	4.26910	3.74995	1.88436	4.10185	3.93836	4.98958	4.46700	1.96371	3.57197	4.67145	2.78130	1.40718	-2.83726	0.73816	-2.14093	-1.98197	-2.53678	-2.53842	-0.32080	1.19115	2.22563	1.91467	5.94371	4.80433	2.67904	1.19256	1.71186	1.76757	-0.30287	-2.69777	1.60790	1.22622	1.44135	3.78809	4.17089	0.66429	4.94518	3.77633	3.98207	2.20602	4.19141	1.42150	2.14153	-1.99802	-1.27811	-1.33713	-1.99533	-2.37180	2.43697	4.97570	3.25725	-0.75729	4.06458	5.33364	3.68314	5.00080	5.64988	5.81118	4.32438	0.92947	7.01367	4.56872	5.04546	-1.01908	-0.85006	-1.25837	-5.05377	-1.12114	-2.13805	-1.57312	-0.16639	0.63996	4.28971	4.51402	4.21584	1.65608	4.76016	2.06507	2.73339	-2.30052	-2.13367
6	0.05110	1.77775	2.74815	1.69310	4.71263	0.74247	3.17252	1.68898	2.29862	2.43912	-1.49758	0.76075	2.38148	1.15982	1.37617	0.84357	3.80894	2.82463	0.51674	2.36845	4.92288	4.56944	4.16671	4.69378	1.72895	2.40563	1.19907	0.33255	-0.26145	0.08130	-1.64203	-1.96069	-1.47013	-0.51152	0.61674	-3.55256	4.88302	4.08073	1.97236	4.17125	3.82667	5.01722	4.46120	1.93823	3.77109	4.86250	3.11691	1.83084	-2.30745	1.05589	-1.76470	-1.84855	-2.71926	-2.28341	-0.33184	1.32434	2.64822	2.69150	6.23755	4.96252	2.93177	1.18233	1.97357	2.15791	-0.07654	-2.31624	1.61074	1.24427	1.66539	4.21442	4.68838	1.09233	4.98158	3.84233	4.05274	2.42463	4.39010	1.87506	2.75045	-1.44615	-0.86149	-1.38607	-2.21573	-2.49856	2.64764	5.50672	3.61410	-0.32063	4.34797	5.54190	3.76686	5.29201	6.29407	6.65263	4.61710	1.27149	7.78991	4.91223	5.73879	-0.47350	-0.46244	-0.76370	-0.37702	-1.02928	-1.99674	1.83076	0.29904	1.14715	4.43006	4.49165	4.27865	1.76106	5.16253	2.48953	3.24189	-1.94221	-1.93016
