	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d
7	0.66278	0.08868	-0.16160	0.06036	-0.05456	0.05854	0.69255	0.06792	-0.10102	0.05915	-0.00184	0.05300	0.62638	-0.11306	-0.12700	0.66832	-0.11761	0.14220	0.75382	-0.25493	-0.06541	0.85900	0.03268	0.05245	0.67740	-0.19120	0.07469	0.71000	-0.00863	-0.00341	0.66352	-0.21554	-0.02072	0.68988	-0.12317	-0.02291	0.83234	-0.23534	0.04930	0.63350	-0.16218	-0.02306	0.57724	-0.06787	-0.05958	0.75483	-0.14363	-0.03300	0.81085	-0.12272	-0.11781	0.62730	-0.15743	-0.09848	0.67399	-0.11474	-0.00833	0.63970	-0.12352	-0.08018	0.66333	-0.05420	-0.06455	0.52818	-0.05484	-0.09952	0.56345	-0.07738	0.01753	0.57041	-0.12519	-0.06192	0.71152	-0.11655	0.00755	0.60439	-0.17077	-0.11580	0.66833	-0.16239	-0.00834	0.59585	-0.16500	-0.03121	0.69042	-0.12064	-0.02056	0.72160	-0.23311	-0.03166	0.71276	-0.19344	-0.03310	0.71662	-0.14484	-0.05945
8	0.67448	0.09253	-0.08282	0.06322	-0.04564	0.06906	0.71344	0.06475	-0.01291	0.07471	0.01463	0.06364	0.61912	-0.01748	-0.13145	0.68778	-0.00810	0.18567	0.79283	-0.19633	-0.06936	0.84712	0.16967	0.09026	0.67438	-0.12322	0.11032	0.74214	0.09934	0.01483	0.65352	-0.12787	-0.00726	0.70118	-0.02044	-0.01724	0.84003	-0.15062	0.07427	0.69647	-0.09060	-0.01746	0.57952	0.01209	-0.03674	0.78156	-0.06339	-0.02542	0.82877	-0.01724	-0.10866	0.64851	-0.07989	-0.09674	0.70127	-0.02117	0.00361	0.65304	-0.03970	-0.07305	0.71115	0.02084	-0.05829	0.53043	-0.00130	-0.10356	0.55987	-0.00916	0.03258	0.58612	-0.04198	-0.05356	0.72105	-0.03488	0.03221	0.62885	-0.09922	-0.12382	0.67269	-0.08713	-0.00003	0.62113	-0.08789	-0.02269	0.71910	-0.04621	-0.00937	0.75541	-0.15971	-0.02241	0.70549	-0.11200	-0.01984	0.73333	-0.07660	-0.04120
9	0.66707	0.09871	0.00412	0.06720	-0.02651	0.07958	0.70400	0.06680	0.08320	0.09019	0.03890	0.07367	0.58574	0.08744	-0.12361	0.68667	0.10545	0.23399	0.81062	-0.12310	-0.06458	0.79143	0.30681	0.13322	0.65907	-0.05389	0.15646	0.74740	0.21659	0.04018	0.63229	-0.03246	0.01839	0.68910	0.09036	-0.00139	0.83154	-0.05923	0.10587	0.73778	-0.00977	-0.00264	0.57467	0.08802	-0.00121	0.78109	0.02282	-0.01052	0.82740	0.09869	-0.08183	0.63766	0.00999	-0.08592	0.69844	0.08152	0.02517	0.64522	0.04840	-0.05462	0.72521	0.10190	-0.04442	0.50895	0.06299	-0.10326	0.52388	0.06976	0.05415	0.59094	0.04548	-0.03579	0.70023	0.05692	0.06691	0.62908	-0.01621	-0.12091	0.64626	-0.00231	0.01488	0.62533	0.00487	-0.00609	0.71093	0.03876	0.01089	0.77315	-0.08157	-0.00519	0.67444	-0.01755	0.00472	0.71358	0.00281	-0.01474
10	0.64613	0.10628	0.09260	0.07207	0.00175	0.09042	0.66823	0.07207	0.17897	0.10136	0.07022	0.08237	0.53883	0.19379	-0.10404	0.65639	0.21338	0.28444	0.80232	-0.03686	-0.05147	0.71636	0.42488	0.17968	0.63624	0.01020	0.21271	0.71833	0.33351	0.07140	0.60380	0.06258	0.05451	0.64545	0.20142	0.02383	0.82058	0.02720	0.14274	0.74119	0.07987	0.02069	0.56584	0.15499	0.04463	0.75644	0.10955	0.01123	0.80916	0.21473	-0.03909	0.60204	0.10662	-0.06763	0.66554	0.18634	0.05674	0.62554	0.13232	-0.02614	0.70418	0.18361	-0.02349	0.47327	0.13395	-0.09836	0.47214	0.15122	0.08276	0.58953	0.12966	-0.01021	0.66279	0.14840	0.11071	0.60714	0.07562	-0.10775	0.60556	0.08291	0.03623	0.61267	0.10590	0.01682	0.67333	0.12684	0.03938	0.78132	-0.00497	0.01887	0.62371	0.08325	0.04058	0.66934	0.08473	0.01932
11	0.62172	0.11381	0.17427	0.07813	0.03784	0.10191	0.62522	0.07332	0.26304	0.10682	0.10772	0.08950	0.49390	0.29406	-0.07345	0.60424	0.30437	0.33527	0.78041	0.05395	-0.03088	0.64963	0.50968	0.22836	0.61494	0.06268	0.27868	0.66765	0.43698	0.10711	0.57253	0.14908	0.09884	0.58203	0.29940	0.05692	0.81505	0.09947	0.18347	0.71686	0.16989	0.05116	0.55629	0.20779	0.09836	0.72201	0.18874	0.03913	0.78044	0.31865	0.01677	0.55867	0.20059	-0.04321	0.62239	0.28128	0.09906	0.60403	0.20386	0.01088	0.66751	0.25687	0.00352	0.44069	0.20420	-0.08837	0.43210	0.22364	0.11921	0.58633	0.20344	0.02149	0.63168	0.22702	0.16211	0.57536	0.16876	-0.08520	0.57177	0.15891	0.06357	0.59206	0.20445	0.04406	0.63234	0.20603	0.07467	0.78465	0.06605	0.04857	0.57048	0.17707	0.08761	0.62763	0.15671	0.06032
12	0.59823	0.12000	0.24256	0.08561	0.08050	0.11415	0.58918	0.07159	0.32801	0.10695	0.15033	0.09536	0.46148	0.38065	-0.03236	0.54873	0.36946	0.38582	0.75996	0.14010	-0.00414	0.59936	0.55718	0.27803	0.59949	0.09976	0.35366	0.61242	0.51800	0.14595	0.53992	0.21934	0.14923	0.51833	0.37315	0.09566	0.81094	0.15293	0.22691	0.68685	0.25087	0.08666	0.54259	0.24374	0.15747	0.69021	0.25408	0.07245	0.74316	0.40148	0.08251	0.51990	0.28312	-0.01353	0.58428	0.35724	0.15277	0.58036	0.25910	0.05486	0.63154	0.31647	0.03521	0.41723	0.26853	-0.07284	0.41669	0.27946	0.16386	0.57880	0.26333	0.05794	0.61833	0.28614	0.21939	0.54321	0.25455	-0.05408	0.54805	0.22120	0.09617	0.56493	0.29103	0.07396	0.60466	0.26895	0.11485	0.78545	0.12771	0.08299	0.52604	0.25301	0.14491	0.59985	0.21191	0.10745
13	0.57233	0.12473	0.29435	0.09385	0.12845	0.12704	0.56029	0.07096	0.37223	0.10266	0.19677	0.10054	0.43967	0.44794	0.01850	0.50299	0.40600	0.43613	0.74266	0.21679	0.02702	0.55823	0.56980	0.32701	0.58626	0.12128	0.43632	0.55957	0.57399	0.18670	0.50230	0.26883	0.20366	0.46562	0.41841	0.13772	0.80060	0.18626	0.27236	0.66132	0.31902	0.12467	0.51837	0.26362	0.21937	0.66273	0.30397	0.11041	0.69657	0.45863	0.15494	0.48562	0.34961	0.02104	0.55108	0.41086	0.21777	0.55008	0.29778	0.10440	0.59903	0.36172	0.07021	0.39555	0.32504	-0.05163	0.41767	0.31702	0.21609	0.56305	0.30885	0.09813	0.61593	0.32594	0.28061	0.50957	0.32718	-0.01512	0.52347	0.26907	0.13300	0.52594	0.35998	0.10553	0.58812	0.31399	0.15808	0.78014	0.17712	0.12145	0.48857	0.30638	0.21086	0.57799	0.24920	0.15960
14	0.54037	0.12843	0.32876	0.10203	0.18033	0.14025	0.53190	0.07222	0.39677	0.09566	0.24542	0.10569	0.41917	0.49321	0.07793	0.46866	0.41651	0.48627	0.72199	0.28118	0.06078	0.51760	0.55229	0.37317	0.56874	0.12902	0.52461	0.50644	0.60576	0.22793	0.45594	0.29664	0.26009	0.42516	0.43611	0.18111	0.78058	0.20000	0.31935	0.63707	0.37382	0.16305	0.48372	0.26934	0.28154	0.63630	0.33898	0.15205	0.64183	0.48906	0.23086	0.45153	0.39859	0.06025	0.51544	0.44197	0.29225	0.51397	0.32081	0.15793	0.56660	0.39268	0.10720	0.36816	0.37208	-0.02507	0.41809	0.33777	0.27367	0.53995	0.34014	0.14117	0.61024	0.34914	0.34342	0.47029	0.38379	0.03085	0.48924	0.30274	0.17252	0.47536	0.40814	0.13838	0.57183	0.34184	0.20266	0.76174	0.21314	0.16327	0.45250	0.33630	0.28297	0.55201	0.26841	0.21511
15	0.50274	0.13035	0.34572	0.10954	0.23446	0.15336	0.49859	0.07388	0.40316	0.08837	0.29422	0.11121	0.39209	0.51612	0.14396	0.44112	0.40547	0.53564	0.69212	0.33020	0.09543	0.47351	0.51017	0.41439	0.54378	0.12469	0.61606	0.45034	0.61441	0.26792	0.40196	0.30395	0.31645	0.39272	0.42978	0.22405	0.75045	0.19650	0.36700	0.60678	0.41452	0.20003	0.44524	0.26250	0.34178	0.60719	0.35956	0.19601	0.58292	0.49402	0.30702	0.41760	0.42944	0.10341	0.47226	0.45140	0.37225	0.47597	0.32904	0.21364	0.53187	0.40876	0.14495	0.33478	0.40665	0.00607	0.40560	0.34361	0.33300	0.51288	0.35709	0.18591	0.59154	0.35785	0.40509	0.42658	0.42254	0.08250	0.44496	0.32242	0.21272	0.42189	0.43392	0.17208	0.54507	0.35415	0.24695	0.72764	0.23570	0.20767	0.41525	0.34337	0.35795	0.51869	0.26895	0.27185
16	0.46111	0.12900	0.34605	0.11580	0.28891	0.16593	0.45783	0.07419	0.39319	0.08307	0.34100	0.11707	0.35439	0.51789	0.21397	0.41412	0.37764	0.58271	0.64845	0.36174	0.12938	0.42454	0.44987	0.44922	0.51174	0.10987	0.70754	0.39280	0.60080	0.30479	0.34597	0.29290	0.37072	0.36390	0.40365	0.26499	0.70788	0.18004	0.41378	0.56501	0.43988	0.23414	0.40937	0.24462	0.39850	0.57067	0.36637	0.24059	0.52415	0.47625	0.38030	0.38552	0.44237	0.14908	0.42022	0.44064	0.45247	0.43701	0.32367	0.26951	0.49275	0.41006	0.18237	0.29799	0.42606	0.04054	0.37652	0.33595	0.39007	0.48195	0.36016	0.23092	0.55742	0.35321	0.46301	0.38257	0.44234	0.13788	0.39319	0.32896	0.25147	0.37313	0.43794	0.20578	0.50267	0.35308	0.28953	0.68134	0.24514	0.25360	0.37521	0.32976	0.43218	0.47797	0.25142	0.32760
17	0.41564	0.12393	0.33182	0.12028	0.34170	0.17745	0.40939	0.07242	0.36922	0.08107	0.38393	0.12282	0.30663	0.50053	0.28524	0.38251	0.33754	0.62542	0.58760	0.37553	0.16128	0.37017	0.37812	0.47723	0.47316	0.08682	0.79537	0.33651	0.56665	0.33698	0.29323	0.26658	0.42117	0.33463	0.36253	0.30273	0.65076	0.15540	0.45782	0.50978	0.44897	0.26442	0.37846	0.21769	0.45100	0.52270	0.36066	0.28413	0.46755	0.43974	0.44801	0.35338	0.43893	0.19546	0.36054	0.41197	0.52776	0.39517	0.30650	0.32366	0.44554	0.39847	0.21858	0.25777	0.42986	0.07678	0.33381	0.31642	0.44162	0.44452	0.35109	0.27479	0.51016	0.33636	0.51524	0.33950	0.44367	0.19463	0.33646	0.32390	0.28702	0.32904	0.42336	0.23821	0.44824	0.34030	0.32944	0.62817	0.24210	0.29982	0.32969	0.29955	0.50219	0.43099	0.21796	0.38053
18	0.36628	0.11663	0.30587	0.12272	0.39116	0.18749	0.35603	0.06883	0.33399	0.08228	0.42194	0.12788	0.25240	0.46658	0.35536	0.34381	0.28923	0.66189	0.51108	0.37268	0.19021	0.31326	0.30087	0.49882	0.42818	0.05801	0.87600	0.28280	0.51540	0.36353	0.24559	0.22892	0.46657	0.30219	0.31128	0.33661	0.58251	0.12598	0.49755	0.44440	0.44154	0.29050	0.35053	0.18466	0.49924	0.46474	0.34383	0.32545	0.41320	0.38936	0.50818	0.31681	0.42165	0.24080	0.29800	0.36834	0.59435	0.34953	0.27969	0.37470	0.38895	0.37677	0.25305	0.21299	0.41969	0.11334	0.28436	0.28748	0.48585	0.40030	0.33212	0.31652	0.45415	0.30947	0.56086	0.29578	0.42881	0.25040	0.27921	0.30896	0.31851	0.28551	0.39467	0.26814	0.39078	0.31715	0.36631	0.57177	0.22777	0.34508	0.27797	0.25749	0.56533	0.38168	0.17158	0.42944
19	0.31470	0.10931	0.27116	0.12312	0.43628	0.19570	0.30272	0.06414	0.29050	0.08556	0.45474	0.13178	0.19604	0.41907	0.42243	0.29871	0.23615	0.69112	0.42688	0.35502	0.21582	0.25936	0.22301	0.51482	0.37847	0.02564	0.94663	0.23193	0.45181	0.38442	0.20192	0.18412	0.50639	0.26771	0.25415	0.36659	0.51109	0.09360	0.53215	0.37699	0.41829	0.31252	0.32167	0.14894	0.54348	0.40336	0.31704	0.36389	0.36132	0.33000	0.55982	0.27453	0.39315	0.28398	0.23984	0.31342	0.65050	0.30165	0.24549	0.42182	0.32838	0.34726	0.28554	0.16568	0.39828	0.14919	0.23531	0.25231	0.52244	0.35250	0.30530	0.35573	0.39420	0.27557	0.59981	0.25056	0.40106	0.30335	0.22663	0.28610	0.34613	0.24091	0.35614	0.29495	0.33801	0.28548	0.40020	0.51396	0.20388	0.38829	0.22334	0.20771	0.62010	0.33492	0.11588	0.47360
20	0.26384	0.10285	0.23049	0.12157	0.47666	0.20176	0.25400	0.05901	0.24187	0.08936	0.48269	0.13429	0.14113	0.36111	0.48508	0.25009	0.18103	0.71318	0.34450	0.32515	0.23827	0.21308	0.14871	0.52622	0.32757	-0.00844	1.00538	0.18554	0.38077	0.40049	0.16075	0.13589	0.54082	0.23560	0.19451	0.39316	0.44309	0.05970	0.56158	0.31602	0.38131	0.33110	0.28962	0.11320	0.58403	0.34482	0.28208	0.39928	0.31294	0.26599	0.60296	0.23047	0.35583	0.32463	0.19161	0.25162	0.69617	0.25355	0.20635	0.46483	0.27210	0.31170	0.31602	0.12065	0.36852	0.18379	0.19155	0.21403	0.55212	0.30392	0.27284	0.39249	0.33522	0.23750	0.63249	0.20476	0.36388	0.35241	0.18131	0.25787	0.37078	0.19791	0.31109	0.31879	0.29268	0.24789	0.43132	0.45575	0.17254	0.42881	0.17097	0.15372	0.66601	0.29242	0.05534	0.51260
21	0.21583	0.09670	0.18655	0.11843	0.51245	0.20543	0.21217	0.05379	0.19120	0.09260	0.50653	0.13539	0.09014	0.29572	0.54221	0.20146	0.12607	0.72908	0.26943	0.28675	0.25820	0.17654	0.08123	0.53408	0.27863	-0.04261	1.05129	0.14657	0.30647	0.41317	0.12220	0.08697	0.57072	0.20959	0.13510	0.41711	0.38060	0.02593	0.58640	0.26542	0.33408	0.34720	0.25415	0.07899	0.62117	0.29149	0.24183	0.43168	0.26903	0.20097	0.63836	0.18913	0.31227	0.36302	0.15456	0.18760	0.73236	0.20609	0.16477	0.50397	0.22406	0.27231	0.34457	0.08120	0.33336	0.21701	0.15561	0.17498	0.57624	0.25505	0.23722	0.42709	0.28252	0.19712	0.65957	0.15964	0.32067	0.39720	0.14271	0.22721	0.39369	0.15995	0.26243	0.34047	0.25345	0.20718	0.45993	0.39754	0.13610	0.46640	0.12471	0.09873	0.70330	0.25419	-0.00553	0.54626
22	0.17116	0.09019	0.14179	0.11428	0.54414	0.20658	0.17758	0.04908	0.14106	0.09500	0.52716	0.13516	0.04469	0.22593	0.59286	0.15607	0.07302	0.74025	0.20287	0.24375	0.27653	0.14991	0.02236	0.53942	0.23266	-0.07554	1.08430	0.11635	0.23257	0.42406	0.08745	0.03924	0.59743	0.18925	0.07832	0.43935	0.32324	-0.00629	0.60756	0.22489	0.28068	0.36194	0.21545	0.04725	0.65511	0.24269	0.19958	0.46125	0.22966	0.13787	0.66722	0.15111	0.26532	0.39972	0.12677	0.12557	0.76040	0.15955	0.12275	0.53978	0.18252	0.23177	0.37137	0.04770	0.29563	0.24896	0.12761	0.13663	0.59631	0.20559	0.20046	0.45981	0.24063	0.15554	0.68188	0.11517	0.27476	0.43778	0.11042	0.19621	0.41600	0.12754	0.21309	0.36107	0.21876	0.16541	0.48626	0.33920	0.09694	0.50122	0.08552	0.04566	0.73269	0.22265	-0.06393	0.57465
23	0.12997	0.08308	0.09803	0.10971	0.57235	0.20517	0.14996	0.04597	0.09325	0.09664	0.54546	0.13364	0.00615	0.15427	0.63620	0.11685	0.02318	0.74820	0.14549	0.19931	0.29441	0.13235	-0.02732	0.54328	0.18979	-0.10622	1.10507	0.09281	0.16260	0.43463	0.05751	-0.00599	0.62242	0.17087	0.02630	0.46072	0.27096	-0.03617	0.62608	0.19317	0.22474	0.37642	0.17397	0.01841	0.68614	0.19789	0.15774	0.48825	0.19509	0.07863	0.69083	0.11464	0.21736	0.43534	0.10520	0.06872	0.78145	0.11505	0.08150	0.57305	0.14579	0.19207	0.39673	0.02008	0.25751	0.27990	0.10644	0.09987	0.61374	0.15613	0.16393	0.49090	0.21156	0.11378	0.70034	0.07243	0.22852	0.47444	0.08552	0.16566	0.43852	0.09908	0.16558	0.38170	0.18944	0.12356	0.51058	0.28060	0.05718	0.53360	0.05256	-0.00331	0.75520	0.20154	-0.11864	0.59813
24	0.09359	0.07534	0.05621	0.10508	0.59781	0.20124	0.12902	0.04540	0.04884	0.09746	0.56221	0.13085	-0.02337	0.08251	0.67158	0.08591	-0.02270	0.75420	0.09902	0.15535	0.31299	0.12105	-0.06787	0.54656	0.15090	-0.13419	1.11471	0.07236	0.09941	0.44602	0.03273	-0.04790	0.64700	0.15198	-0.01988	0.48188	0.22472	-0.06353	0.64283	0.16959	0.16885	0.39166	0.13205	-0.00783	0.71470	0.15855	0.11723	0.51321	0.16659	0.02406	0.71051	0.08067	0.16948	0.47033	0.08853	0.01865	0.79637	0.07454	0.04169	0.60458	0.11536	0.15403	0.42110	-0.00094	0.22015	0.31025	0.09131	0.06504	0.62965	0.10921	0.12829	0.52066	0.19435	0.07304	0.71587	0.03610	0.18277	0.50767	0.06895	0.13586	0.46160	0.07361	0.12130	0.40331	0.16725	0.08211	0.53324	0.22278	0.01825	0.56392	0.02525	-0.04715	0.77211	0.19207	-0.16885	0.61734
25	0.06367	0.06725	0.01671	0.10062	0.62117	0.19492	0.11384	0.04713	0.00846	0.09732	0.57806	0.12674	-0.04211	0.01199	0.69855	0.06433	-0.06431	0.75922	0.06434	0.11297	0.33330	0.11203	-0.09947	0.55007	0.11741	-0.15935	1.11464	0.05352	0.04426	0.45903	0.01248	-0.08600	0.67207	0.13401	-0.06054	0.50344	0.18491	-0.08827	0.65840	0.15342	0.11461	0.40858	0.09246	-0.03199	0.74128	0.12736	0.07803	0.53679	0.14532	-0.02553	0.72735	0.05313	0.12193	0.50498	0.07626	-0.02419	0.80564	0.03895	0.00384	0.63508	0.09237	0.11821	0.44501	-0.01577	0.18395	0.34060	0.08112	0.03247	0.64482	0.06872	0.09361	0.54942	0.18510	0.03492	0.72921	0.01067	0.13800	0.53802	0.05824	0.10759	0.48517	0.05202	0.08050	0.42665	0.15181	0.04185	0.55465	0.16813	-0.01911	0.59256	0.00441	-0.08592	0.78471	0.19036	-0.21340	0.63309
26	0.04059	0.05944	-0.02020	0.09654	0.64300	0.18639	0.10227	0.04912	-0.02732	0.09630	0.59352	0.12129	-0.05088	-0.05574	0.71700	0.05192	-0.10152	0.76390	0.03972	0.07295	0.35616	0.10269	-0.12270	0.55451	0.09007	-0.18156	1.10636	0.03800	-0.00336	0.47412	-0.00442	-0.12008	0.69809	0.11960	-0.09662	0.52594	0.15005	-0.11000	0.67306	0.14268	0.06329	0.42791	0.05785	-0.05444	0.76629	0.10570	0.04048	0.55969	0.13019	-0.06968	0.74220	0.03465	0.07540	0.53930	0.06628	-0.05939	0.80956	0.00843	-0.03182	0.66501	0.07453	0.08555	0.46893	-0.02696	0.14925	0.37160	0.07369	0.00285	0.65975	0.03825	0.05964	0.57752	0.17711	0.00125	0.74088	-0.00389	0.09523	0.56601	0.04841	0.08215	0.50890	0.03578	0.04273	0.45224	0.13983	0.00390	0.57531	0.11929	-0.05466	0.61987	-0.00921	-0.12028	0.79425	0.18912	-0.25103	0.64638
27	0.02326	0.05262	-0.05426	0.09296	0.66371	0.17589	0.09150	0.04964	-0.05808	0.09485	0.60904	0.11448	-0.05290	-0.11906	0.72728	0.04585	-0.13413	0.76862	0.02148	0.03570	0.38212	0.09349	-0.13914	0.56056	0.06837	-0.20055	1.09138	0.02694	-0.04430	0.49151	-0.01968	-0.15015	0.72505	0.10851	-0.12859	0.54984	0.11839	-0.12854	0.68689	0.13454	0.01625	0.45019	0.03118	-0.07554	0.79004	0.09022	0.00612	0.58251	0.11851	-0.10797	0.75568	0.02462	0.03103	0.57311	0.05473	-0.08629	0.80852	-0.01601	-0.06561	0.69457	0.05826	0.05679	0.49325	-0.03602	0.11603	0.40394	0.06590	-0.02289	0.67470	0.01808	0.02646	0.60521	0.16467	-0.02685	0.75126	-0.01082	0.05542	0.59210	0.03612	0.06030	0.53242	0.02394	0.00783	0.48036	0.12731	-0.03100	0.59585	0.07762	-0.08835	0.64616	-0.01784	-0.15058	0.80181	0.18289	-0.28132	0.65831
