	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d
20	12.19876	1.19081	24.39960	2.33969	17.31775	1.37863	7.51056	1.38388	11.13219	1.48355	24.10885	1.60549	18.92682	2.06432	5.99471	1.24611	13.87006	25.28225	18.53423	8.70981	15.22534	25.82477	17.87149	7.70407	12.11834	27.07929	17.94027	5.35696	10.96910	21.17624	17.36015	6.99964	12.67059	21.74236	18.07259	11.06357	10.38664	23.96266	18.52577	7.48598	11.32832	19.57779	14.43006	8.71928	12.03124	24.09060	16.12329	4.07111	14.32351	27.05043	16.81344	7.63565	10.60703	25.01207	18.96193	5.72459	11.17243	23.05569	17.64246	7.43986	9.80575	23.25492	19.68036	6.18268	12.02296	26.18089	19.91031	8.41448	11.19858	27.82074	22.41750	5.46497	12.98332	25.77320	17.62609	7.83244	12.26798	25.07584	20.34061	6.04534	12.84273	24.45829	16.33357	7.12262	10.59305	22.80976	18.18849	6.20841	11.14025	22.17808	15.63100	6.97959	9.66341	22.84025	19.26239	4.02915	12.55237	26.47602	18.21743	7.05664	10.58920	24.08327	22.17839	7.58076	11.55746	25.07670	18.12747	7.11439	11.46463	24.03104	17.41752	4.23628	9.93301	22.66298	17.10998	6.84183	11.78958	25.22664	19.69628	5.49043	13.43559	27.10520	17.81631	5.49432	9.44589	24.23664	20.87725	7.20595	11.88106	22.29481	15.56108	6.87705	12.33828	22.18729	15.00084	5.49129
21	12.21944	1.20541	23.18995	2.31729	16.66294	1.40829	7.98483	1.32380	11.22593	1.49171	23.00458	1.59578	18.32437	2.20217	6.48293	1.21522	13.97377	23.96440	17.50630	8.97849	15.29349	24.56880	17.06641	8.05177	12.08117	25.67798	17.27058	6.04047	11.09784	19.89742	16.29599	7.14822	12.76748	20.65136	17.52625	11.45797	10.59957	22.74675	17.57034	7.84339	11.42550	18.31722	13.54808	9.06864	12.14713	22.92890	15.36424	4.43003	14.39270	25.79234	16.15212	8.07084	10.62834	23.81072	18.42426	6.38829	11.14152	21.98490	17.19422	7.88302	9.87540	22.24057	19.26246	6.79971	12.16139	24.88863	19.05479	8.84799	11.27072	26.65617	21.84166	6.01860	13.04623	24.73706	17.18374	8.42006	12.39843	24.01382	19.78173	6.40888	12.81988	23.20547	15.68042	7.57532	10.69681	21.77491	17.70957	6.75955	11.09896	21.08227	15.18374	7.55712	9.63753	21.84517	18.94382	4.66323	12.53013	25.35183	17.78545	7.62456	10.63239	23.06574	21.80427	8.17879	11.54944	24.00788	17.72783	7.72105	11.44863	22.98996	17.06619	4.87207	10.01850	21.46015	16.38697	7.31983	11.86557	24.18944	19.30244	6.16205	13.42818	25.79884	17.06070	5.98364	9.62600	23.22734	20.34762	7.82279	11.87667	20.92895	14.68284	7.22344	12.56637	21.11306	14.08453	5.69661
22	12.26483	1.22310	21.99084	2.28841	15.95479	1.45505	8.38698	1.26338	11.35498	1.49880	21.94145	1.58947	17.69027	2.33583	6.90620	1.20409	14.11323	22.64293	16.34818	9.11102	15.38028	23.35863	16.25250	8.32736	12.07047	24.27818	16.51683	6.64827	11.24950	18.68293	15.26878	7.23524	12.90218	19.63756	17.00000	11.75489	10.85979	21.60706	16.63130	8.13910	11.55681	17.08442	12.63947	9.35710	12.29078	21.82692	14.60262	4.75765	14.47648	24.57174	15.50843	8.45227	10.70427	22.71490	17.90905	6.99584	11.12471	20.90264	16.71062	8.30135	9.98271	21.25710	18.79575	7.37607	12.32192	23.65419	18.19472	9.19805	11.37894	25.53306	21.20324	6.53219	13.13326	23.69419	16.68020	8.94068	12.57323	22.98158	19.17397	6.67219	12.83387	21.94291	14.94207	7.96259	10.83195	20.77150	17.19567	7.25939	11.07583	20.00966	14.71125	8.08501	9.64708	20.87584	18.57109	5.22789	12.52383	24.18782	17.26199	8.13046	10.71184	22.08691	21.38618	8.68283	11.57012	22.90406	17.20113	8.23897	11.45896	21.97028	16.68221	5.45128	10.12670	20.24245	15.59218	7.73672	11.97273	23.14868	18.82038	6.75536	13.42812	24.49226	16.23450	6.40036	9.84886	22.23579	19.73527	8.37570	11.91214	19.61766	13.78035	7.48693	12.83005	20.07061	13.12605	5.80484
23	12.33272	1.24591	20.78431	2.25406	15.18701	1.51839	8.72500	1.20480	11.51295	1.50466	20.89282	1.58434	17.00994	2.45720	7.25876	1.21133	14.29380	21.29211	15.03308	9.10253	15.48560	22.16744	15.40776	8.52972	12.08653	22.87752	15.69239	7.18609	11.41899	17.51272	14.27239	7.26652	13.07205	18.65565	16.45963	11.95389	11.15305	20.49651	15.68094	8.37657	11.71590	15.85846	11.70438	9.60490	12.45535	20.76336	13.83228	5.05455	14.56780	23.35123	14.85389	8.79361	10.83103	21.69150	17.39138	7.54504	11.12509	19.79146	16.17254	8.69838	10.12591	20.27801	18.26055	7.88806	12.49935	22.45858	17.32989	9.48046	11.51729	24.43716	20.50870	7.00850	13.24262	22.63440	16.11296	9.39968	12.77916	21.94728	18.50169	6.83294	12.88067	20.65074	14.10682	8.28922	10.99230	19.78594	16.63505	7.68960	11.06993	18.95270	14.21390	8.56588	9.68997	19.90893	18.12184	5.70702	12.52985	22.97252	16.63778	8.57496	10.82381	21.11222	20.89406	9.06929	11.61288	21.76035	16.56195	8.67730	11.48977	20.94735	16.25294	5.97420	10.24727	18.99821	14.73628	8.11020	12.10176	22.08013	18.22996	7.25459	13.44264	23.16265	15.32380	6.75792	10.10485	21.23094	19.03035	8.85265	11.97861	18.34805	12.86592	7.67994	13.11675	19.03278	12.12917	5.83221
24	12.41792	1.27493	19.55411	2.21604	14.35307	1.60146	9.00241	1.15344	11.69021	1.50893	19.83237	1.57844	16.27013	2.56241	7.53832	1.23264	14.51671	19.89208	13.54483	8.95058	15.60713	20.96860	14.50865	8.65679	12.12471	21.46372	14.80255	7.65787	11.59770	16.36400	13.30043	7.25987	13.26990	17.65535	15.86625	12.05305	11.46483	19.37166	14.69010	8.55100	11.89185	14.62112	10.74355	9.82538	12.63199	19.70731	13.03684	5.31724	14.65607	22.09115	14.15707	9.10437	10.99976	20.69297	16.82932	8.02500	11.14221	18.64905	15.57570	9.07189	10.30026	19.28104	17.64112	8.30872	12.68758	21.27346	16.44513	9.70428	11.67716	23.34418	19.75042	7.43621	13.36937	21.54756	15.47357	9.79316	12.99854	20.88537	17.75388	6.88977	12.95087	19.31800	13.17568	8.55790	11.16816	18.79544	16.01511	8.04062	11.07810	17.89814	13.68289	8.99888	9.75885	18.92226	17.58416	6.09769	12.54221	21.70653	15.91778	8.95830	10.96153	20.11989	20.31593	9.33346	11.67060	20.58007	15.82586	9.03968	11.53175	19.90204	15.76980	6.44488	10.36974	17.72563	13.83298	8.45029	12.24027	20.96465	17.52401	7.65617	13.47722	21.79171	14.31614	7.06061	10.38127	20.18993	18.23092	9.25536	12.06706	17.09808	11.93614	7.80988	13.41086	17.97627	11.10126	5.80198
25	12.51252	1.31016	18.29181	2.17554	13.45552	1.70754	9.22229	1.11814	11.87495	1.51134	18.74273	1.57078	15.46973	2.65133	7.75096	1.26129	14.77794	18.44070	11.89541	8.66016	15.73917	19.74225	13.54181	8.71115	12.17447	20.02044	13.85183	8.06865	11.77376	15.21442	12.34842	7.24458	13.48496	16.59898	15.19613	12.05223	11.78128	18.20687	13.64773	8.65751	12.07046	13.36489	9.76711	10.02549	12.81075	18.62842	12.20307	5.54514	14.72855	20.76582	13.39946	9.39080	11.19769	19.67725	16.19287	8.42778	11.17205	17.48378	14.92860	9.41780	10.49777	18.25350	16.93554	8.62180	12.87915	20.07269	15.52542	9.87521	11.84862	22.22830	18.91657	7.79903	13.50524	20.42477	14.75522	10.11514	13.21319	19.78566	16.93542	6.84938	13.03140	17.94731	12.16890	8.77426	11.34711	17.77983	15.33495	8.31761	11.09569	16.83248	13.11034	9.38519	9.84278	17.90019	16.96158	6.41313	12.55309	20.40020	15.12237	9.28432	11.11542	19.10656	19.66486	9.49393	11.73722	19.37403	15.01251	9.33076	11.57413	18.82570	15.23341	6.87424	10.48396	16.43469	12.90567	8.76368	12.37486	19.79319	16.71266	7.97286	13.53274	20.37042	13.20983	7.30761	10.66316	19.10847	17.35648	9.59085	12.16809	15.84603	10.98405	7.88314	13.69547	16.89026	10.06053	5.74536
26	12.60661	1.35080	16.99794	2.13269	12.50826	1.83642	9.38968	1.11024	12.05478	1.51167	17.61852	1.56131	14.62197	2.72542	7.91300	1.29139	15.06832	16.95671	10.12920	8.24477	15.87204	18.47703	12.50866	8.70237	12.22049	18.53362	12.84801	8.42575	11.93423	14.04713	11.41486	7.25396	13.70390	15.47165	14.45105	11.95479	12.08988	16.99777	12.56655	8.69859	12.23647	12.09334	8.79549	10.20771	12.98129	17.50679	11.33061	5.74600	14.77224	19.37104	12.58203	9.65635	11.40996	18.61853	15.47736	8.75694	11.20725	16.30714	14.24752	9.73367	10.70766	17.19317	16.15818	8.83223	13.06580	18.84010	14.56531	9.99898	12.02218	21.07093	18.00352	8.08774	13.63910	19.25873	13.95835	10.36459	13.40829	18.65591	16.07109	6.73098	13.10797	16.54915	11.11692	8.94690	11.51642	16.72806	14.60494	8.53866	11.11712	15.74458	12.49382	9.72961	9.92969	16.83705	16.27138	6.67875	12.55351	19.06703	14.27984	9.56080	11.27428	18.07855	18.96553	9.58533	11.80796	18.15594	14.14544	9.55930	11.60839	17.72157	14.65405	7.27870	10.58100	15.14109	11.98333	9.05668	12.49304	18.56977	15.82208	8.22955	13.60496	18.90082	12.01813	7.49783	10.93463	17.99747	16.44479	9.87888	12.27157	14.57813	10.00936	7.90740	13.95431	15.77804	9.03595	5.69636
27	12.68979	1.39555	15.67941	2.08697	11.53310	1.98296	9.51186	1.14049	12.21860	1.50945	16.46409	1.54979	13.74939	2.78546	8.04766	1.32052	15.37453	15.47392	8.31453	7.72455	15.99217	17.16954	11.42387	8.64496	12.24601	16.99709	11.80410	8.73798	12.06857	12.85779	10.50413	7.31579	13.91223	14.28207	13.65762	11.76801	12.37928	15.75536	11.47592	8.68845	12.37605	10.81599	7.85334	10.37164	13.13375	16.33856	10.43425	5.93607	14.77675	17.92073	11.72113	9.90229	11.62142	17.50774	14.69973	9.02938	11.23874	15.12915	13.55218	10.02017	10.91787	16.10665	15.33579	8.96699	13.23956	17.57043	13.56977	10.08195	12.18947	19.86442	17.02172	8.30794	13.75782	18.04393	13.09272	10.54795	13.57443	17.51653	15.20080	6.56570	13.16820	15.13270	10.04700	9.08563	11.66601	15.63750	13.83933	8.72827	11.13675	14.62627	11.83644	10.04043	10.00941	15.73850	15.53932	6.92432	12.53486	17.71811	13.41745	9.79904	11.42692	17.03921	18.23723	9.64613	11.87848	16.93566	13.24805	9.73733	11.63085	16.60232	14.05048	7.67601	10.65444	13.85796	11.09034	9.33537	12.58510	17.30766	14.88630	8.45502	13.68558	17.39462	10.76794	7.63296	11.18103	16.86759	15.53245	10.14641	12.36773	13.29252	9.02380	7.89259	14.17428	14.65198	8.05955	5.68354
28	12.75325	1.44278	14.34683	2.03752	10.55527	2.13817	9.59794	1.21468	12.35825	1.50347	15.28918	1.53521	12.87695	2.83143	8.17917	1.35053	15.68120	14.03119	6.52940	7.12389	16.08422	15.82391	10.31226	8.55496	12.23703	15.41634	10.73960	9.01481	12.17147	11.65548	9.62525	7.44544	14.09631	13.05621	12.85857	11.50275	12.63890	14.49630	10.41045	8.65223	12.47909	9.54259	6.96114	10.51498	13.25972	15.13470	9.53945	6.13479	14.73703	16.43750	10.83842	10.12865	11.81823	16.34928	13.88969	9.27219	11.25763	13.95627	12.86145	10.28008	11.11739	15.00730	14.50125	9.06571	13.39373	16.26669	12.55082	10.13037	12.34280	18.61131	15.99344	8.47914	13.84801	16.77855	12.17812	10.67820	13.70733	16.39008	14.36886	6.39049	13.20419	13.70481	8.98067	9.20064	11.79043	14.51351	13.05465	8.91132	11.15066	13.47518	11.14774	10.32936	10.07689	14.61985	14.79320	7.17570	12.49083	16.35970	12.55531	10.01230	11.56438	15.98781	17.49119	9.70907	11.94423	15.71692	12.34251	9.87931	11.64274	15.48372	13.44435	8.08018	10.70201	12.59289	10.24075	9.60447	12.64560	16.01738	13.93251	8.67444	13.76389	15.86905	9.49472	7.71857	11.39122	15.72134	14.64083	10.41828	12.44907	11.99856	8.04980	7.85071	14.34791	13.52583	7.15685	5.72363
29	12.79160	1.49042	13.01271	1.98359	9.59970	2.29177	9.65812	1.33111	12.46975	1.49204	14.10626	1.51722	12.02758	2.86406	8.32700	1.38559	15.97304	12.66029	4.84617	6.47033	16.13505	14.45101	9.20596	8.44842	12.18575	13.80764	9.67992	9.26715	12.24410	10.45593	8.78582	7.64413	14.24527	11.82686	12.10017	11.17237	12.85910	13.23494	9.40171	8.62010	12.54138	8.28071	6.13022	10.63459	13.35336	13.91419	8.67487	6.35793	14.65511	14.94431	9.95291	10.33570	11.98950	15.15784	13.08275	9.51588	11.25781	12.79123	12.18853	10.51637	11.29780	13.91228	13.68758	9.16690	13.52350	14.93713	11.52490	10.15044	12.47529	17.32284	14.94888	8.62916	13.89926	15.46781	11.24376	10.77299	13.80753	15.29307	13.61057	6.23762	13.21404	12.27603	7.93813	9.30144	11.88915	13.36841	12.26956	9.10773	11.15798	12.29868	10.44498	10.60995	10.13371	13.50139	14.05682	7.45017	12.41918	14.99509	11.70469	10.21306	11.68214	14.92914	16.73944	9.79551	12.00069	14.50125	11.45219	10.00220	11.64736	14.37736	12.85151	8.49751	10.72631	11.34984	9.43875	9.86662	12.67454	14.70039	12.97304	8.90491	13.82845	14.34136	8.23644	7.76451	11.56000	14.56218	13.78088	10.70918	12.51184	10.71250	7.11375	7.79402	14.47510	12.41290	6.34429	5.81990
30	12.80415	1.53583	11.69024	1.92509	8.68768	2.43450	9.70269	1.48155	12.55353	1.47363	12.92876	1.49753	11.21934	2.88421	8.50220	1.42876	16.23711	11.37697	3.31921	5.79431	16.13743	13.06599	8.13975	8.34097	12.09217	12.19369	8.65291	9.50820	12.29318	9.27500	7.98912	7.90257	14.35299	10.62329	11.41926	10.79073	13.03223	11.98011	8.47316	8.61916	12.56610	7.03706	5.36313	10.72739	13.41261	12.69677	7.86526	6.61345	14.53995	13.45957	9.07780	10.52547	12.12889	13.95442	12.31334	9.78579	11.23840	11.63425	11.53746	10.73087	11.45372	12.83745	12.92164	9.29855	13.62670	13.59389	10.51089	10.14866	12.58193	16.01686	13.92286	8.78794	13.90703	14.12383	10.32183	10.85116	13.88007	14.23386	12.94256	6.12689	13.20189	10.86288	6.93852	9.39510	11.96617	12.21723	11.49859	9.32658	11.16142	11.11571	9.75182	10.89374	10.18692	12.40233	13.34571	7.75555	12.32279	13.62896	10.87065	10.41111	11.78173	13.87627	15.99531	9.91118	12.04432	13.29366	10.60228	10.12364	11.64693	13.28628	12.27521	8.92524	10.73474	10.13274	8.68206	10.12314	12.67707	13.35681	12.01208	9.15285	13.86861	12.82426	7.02772	7.78366	11.68925	13.40235	12.96118	11.02117	12.55635	9.45288	6.23974	7.73314	14.56305	11.32961	5.63433	5.96509
31	12.79537	1.57595	10.39257	1.86301	7.83468	2.55928	9.74080	1.65436	12.61402	1.44757	11.76911	1.47935	10.46309	2.89070	8.70648	1.47892	16.46513	10.18133	1.98071	5.12857	16.09186	11.68527	7.14416	8.24582	11.96383	10.59920	7.68463	9.75260	12.32923	8.12686	7.23643	8.20732	14.41921	9.46488	10.83562	10.37049	13.15380	10.73620	7.63763	8.66625	12.56381	5.82084	4.65781	10.79047	13.43998	11.49923	7.12735	6.90147	14.40607	11.99616	8.21992	10.70121	12.23576	12.76046	11.60687	10.09531	11.20480	10.48563	10.90370	10.92420	11.58284	11.79314	12.21928	9.47447	13.70459	12.25256	9.52851	10.13119	12.66080	14.71530	12.95052	8.98156	13.87405	12.76333	9.43857	10.92770	13.93362	13.21449	12.36257	6.06707	13.17607	9.48417	5.99704	9.48558	12.02923	11.07332	10.74574	9.56311	11.16677	9.95265	9.09344	11.18689	10.24568	11.33566	12.66519	8.09036	12.20966	12.27032	10.05575	10.61343	11.87048	12.84247	15.26465	10.04516	12.07443	12.10591	9.81610	10.25792	11.64251	12.20553	11.70548	9.35376	10.73850	8.94765	7.96604	10.37664	12.66155	11.99352	11.05270	9.41190	13.87677	11.32610	5.89585	7.78918	11.78676	12.25877	12.18784	11.34618	12.58670	8.23783	5.44652	7.67599	14.62421	10.29641	5.03988	6.14739
32	12.77421	1.60791	9.13277	1.79943	7.05022	2.66106	9.77929	1.83745	12.65866	1.41444	10.63724	1.46586	9.76197	2.87995	8.93401	1.53078	16.65472	9.06646	0.84497	4.50597	16.00681	10.32572	6.23990	8.17037	11.81478	9.04853	6.79641	10.01359	12.36470	7.02352	6.52985	8.54729	14.44991	8.36107	10.35279	9.92235	13.22349	9.50778	6.89897	8.76490	12.55073	4.64551	4.01213	10.82123	13.44240	10.33514	6.46932	7.21682	14.27166	10.56413	7.38125	10.86495	12.31553	11.59275	10.97386	10.44388	11.16765	9.34839	10.27841	11.09611	11.68609	10.78424	11.58428	9.69372	13.76215	10.93113	8.59671	10.10225	12.71340	13.44107	12.06185	9.22751	13.80981	11.40679	8.61000	11.00969	13.97761	12.23249	11.85697	6.06116	13.14669	8.15692	5.12435	9.57413	12.08793	9.94685	10.00653	9.80286	11.18227	8.83665	8.49163	11.49000	10.31819	10.30628	12.01162	8.44580	12.09226	10.93263	9.26231	10.82411	11.95944	11.83540	14.54277	10.17468	12.09369	10.95343	9.10879	10.41290	11.63637	11.12553	11.12333	9.77018	10.75066	7.80204	7.28650	10.63216	12.63745	10.62325	10.09639	9.66370	13.85071	9.85491	4.86001	7.79169	11.86404	11.14521	11.46136	11.67099	12.61004	7.08298	4.74701	7.62816	14.67372	9.33331	4.57257	6.35630
