	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0001_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0003_1_INE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_4_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_5_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0005_6_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_1_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d	2014_07_16_CR025_BAREFOOT_GAIT0006_2_CINE_E&D.c3d
7	13.05856	0.97871	32.52784	1.76705	6.07170	2.11162	-5.43649	1.75876	12.36954	1.46836	33.20218	1.59980	9.31176	1.89797	-5.31144	1.50321	14.01906	33.00998	7.68551	-3.36626	16.71657	36.91095	10.56978	-5.32573	13.14713	33.88457	3.19486	-7.19152	12.39237	33.95426	13.92250	-4.84774	12.71730	30.65300	9.22125	-3.84357	11.98743	34.86253	12.18931	-4.61167	12.79661	29.04039	4.71676	-3.56293	12.52292	33.28870	7.85119	-4.87521	14.02647	34.65283	6.68620	-6.94587	12.20718	33.64746	7.53998	-5.57705	11.88640	32.79448	10.02165	-4.93943	11.11419	31.68896	8.93536	-3.18639	12.70703	34.81268	8.41338	-4.46933	12.75620	35.34201	8.63565	-7.05622	13.47838	31.68128	4.16489	-5.27399	13.55405	33.45239	8.52114	-4.11589	13.88726	33.19809	5.59789	-5.68953	11.71058	31.73574	9.78532	-2.18619	12.54628	31.39380	7.55817	-3.46900	11.31304	31.52622	9.11637	-6.71657	13.46742	33.33887	4.80810	-6.47752	11.97545	32.44911	10.47218	-5.88575	12.69264	31.20280	3.20722	-3.88451	13.01990	32.43571	6.45445	-7.96667	11.01439	30.24939	4.79452	-6.98429	12.39691	33.56752	9.35088	-6.11504	13.61099	34.93803	5.79805	-9.47249	10.40584	31.85258	8.62129	-6.53621	14.70160	33.06732	5.20700	-5.97717	13.11243	31.31861	7.71104	-4.66922
8	12.97560	0.99130	32.75584	1.88058	8.52465	1.98952	-5.05013	1.76321	12.18708	1.45197	33.32709	1.56550	11.66274	1.86326	-4.93602	1.52485	13.94611	33.30773	10.20900	-3.11687	16.41936	36.81243	12.90576	-4.21182	13.12757	34.20420	5.65860	-7.24706	12.09499	33.80158	16.23063	-3.52487	12.64470	30.53033	11.11273	-2.53878	11.78517	34.79608	14.34828	-4.07083	12.57032	29.02046	7.09328	-3.07169	12.45109	33.41383	10.04830	-5.03441	14.00620	34.92920	9.15515	-6.03626	12.04935	33.97255	10.02523	-5.52912	11.76400	32.94940	12.49570	-4.16409	10.91816	31.88052	11.38267	-3.05546	12.60862	34.90588	10.78790	-4.27067	12.54392	35.54203	11.28740	-6.92401	13.41812	32.08839	6.76521	-5.09342	13.39747	33.83897	11.36886	-3.97708	13.84740	33.52031	8.24321	-5.29020	11.51867	31.81486	12.00551	-2.11070	12.39044	31.24932	9.23454	-3.34337	11.11580	31.54769	11.18961	-6.65053	13.40999	33.94019	7.84906	-6.14259	11.83468	32.51555	12.71071	-5.35211	12.60604	31.59103	5.81017	-4.23312	12.89246	32.72915	8.82587	-7.66323	10.96425	30.50628	7.23696	-6.60607	12.30146	33.77431	11.66721	-5.85228	13.65192	35.51142	8.74953	-8.88103	10.20749	32.14980	11.20315	-5.79147	14.52287	33.08356	7.46877	-5.71669	12.90187	31.31697	9.74197	-4.29236
9	12.88291	1.00643	32.95812	2.00200	10.95329	1.90712	-4.26684	1.79302	12.00016	1.43462	33.41809	1.54304	13.93795	1.82609	-4.18342	1.57582	13.87352	33.61715	12.77550	-2.39389	16.11054	36.67027	15.16842	-2.84924	13.08672	34.48855	8.10318	-6.86525	11.79143	33.56025	18.33397	-2.02465	12.58575	30.48421	13.09783	-1.10769	11.54642	34.71914	16.45730	-3.12017	12.32782	28.98381	9.48278	-2.22803	12.36224	33.48946	12.18878	-4.69684	13.98939	35.20848	11.61129	-4.82273	11.88437	34.25967	12.44218	-5.09471	11.64615	33.00322	14.77019	-3.12394	10.72412	32.03661	13.71987	-2.60316	12.48526	35.00509	13.21761	-3.62302	12.32579	35.72326	13.89025	-6.23537	13.34436	32.49281	9.38755	-4.43795	13.23984	34.18345	14.11728	-3.41964	13.79628	33.79834	10.79447	-4.47145	11.34055	31.83750	14.03270	-1.77600	12.22880	31.06485	10.85872	-2.90329	10.92079	31.55728	13.24834	-6.09957	13.33683	34.46277	10.75817	-5.34568	11.67747	32.57978	14.99993	-4.31838	12.52452	31.97831	8.41342	-4.10598	12.75373	32.98820	11.18274	-6.93875	10.87887	30.72593	9.71346	-5.73978	12.21405	33.93266	13.88333	-5.22954	13.66989	36.03150	11.63189	-7.83939	10.01764	32.41336	13.66590	-4.73701	14.30866	33.02678	9.68319	-4.99457	12.69513	31.32052	11.73825	-3.60830
10	12.78758	1.02196	33.07585	2.11547	13.22507	1.84442	-3.17411	1.82018	11.82089	1.41809	33.42043	1.54019	16.02042	1.78462	-3.16721	1.61920	13.80431	33.85872	15.21295	-1.30868	15.81353	36.45129	17.21384	-1.38766	13.02514	34.72561	10.48098	-6.09364	11.50525	33.19818	20.11765	-0.51571	12.54609	30.46317	15.05122	0.39447	11.29220	34.59455	18.39400	-1.91487	12.08687	28.89594	11.74629	-1.10806	12.26394	33.47356	14.17016	-3.94352	13.98497	35.45289	13.92990	-3.40288	11.72440	34.45398	14.68888	-4.34542	11.54487	32.88903	16.70066	-1.90138	10.54362	32.09702	15.83047	-1.89508	12.34727	35.07053	15.58738	-2.60259	12.11174	35.85134	16.33027	-5.13361	13.26473	32.81506	11.86713	-3.41133	13.08505	34.40031	16.60675	-2.54488	13.73792	33.93969	13.08193	-3.34292	11.18299	31.74715	15.78477	-1.22681	12.07404	30.82048	12.37271	-2.20809	10.74115	31.49573	15.17066	-5.18068	13.25469	34.78438	13.32364	-4.21553	11.51653	32.59986	17.21076	-2.95346	12.44932	32.28934	10.88468	-3.54365	12.61046	33.11000	13.36646	-5.91109	10.76615	30.86825	12.10103	-4.50656	12.14164	33.98189	15.89900	-4.33017	13.66476	36.39288	14.25043	-6.46731	9.84416	32.57655	15.91172	-3.51542	14.06490	32.87175	11.78519	-3.89343	12.50485	31.27497	13.61086	-2.70976
11	12.69581	1.03700	33.03550	2.20928	15.20572	1.78626	-1.88526	1.83348	11.65848	1.40512	33.25707	1.55959	17.79093	1.74259	-2.01801	1.64020	13.74394	33.94540	17.35852	-0.00052	15.55419	36.10470	18.91046	0.05125	12.94755	34.87167	12.71299	-5.02804	11.25653	32.66209	21.47947	0.90078	12.52732	30.38439	16.82861	1.91687	11.04330	34.34927	20.02776	-0.61373	11.86526	28.70737	13.74530	0.18647	12.16677	33.30806	15.88410	-2.92090	13.99874	35.58427	15.95889	-1.87715	11.57876	34.47253	16.65043	-3.38514	11.46714	32.55553	18.19521	-0.58975	10.38430	31.97964	17.60606	-1.02457	12.20755	35.03583	17.75245	-1.32825	11.91339	35.86476	18.49078	-3.81010	13.18736	32.95789	14.03209	-2.14816	12.93464	34.38099	18.68412	-1.49735	13.67425	33.85136	14.96496	-2.03381	11.04522	31.47580	17.20357	-0.51748	11.93398	30.47221	13.69694	-1.33369	10.58399	31.28605	16.83448	-4.06429	13.17033	34.80508	15.39348	-2.88830	11.36368	32.50594	19.19165	-1.45932	12.37873	32.42543	13.07788	-2.64698	12.46649	32.98904	15.21702	-4.71480	10.63582	30.86668	14.24504	-3.06154	12.08496	33.83612	17.60234	-3.25913	13.64079	36.49679	16.44490	-4.90132	9.69145	32.55030	17.84174	-2.26856	13.79878	32.57250	13.67864	-2.54476	12.33857	31.09080	15.24004	-1.68687
12	12.61065	1.05191	32.77143	2.27985	16.79356	1.72980	-0.50734	1.83023	11.51656	1.39827	32.86056	1.59516	19.16335	1.70567	-0.84022	1.63922	13.69742	33.80099	19.08739	1.39560	15.35235	35.57312	20.16387	1.39291	12.85889	34.85480	14.70046	-3.77200	11.05639	31.90796	22.36140	2.18215	12.52586	30.15428	18.29786	3.41130	10.81387	33.90181	21.26062	0.67937	11.67610	28.36061	15.35909	1.55006	12.07933	32.93406	17.23536	-1.78552	14.02993	35.50834	17.56622	-0.33157	11.44877	34.23301	18.23154	-2.30737	11.41345	31.97725	19.21609	0.72511	10.24771	31.61429	18.97840	-0.08282	12.07749	34.82588	19.57672	0.08085	11.73919	35.69253	20.28119	-2.42450	13.11764	32.84161	15.75967	-0.77161	12.78745	34.04074	20.24887	-0.40312	13.60387	33.47580	16.37366	-0.65588	10.92135	30.97786	18.26768	0.29835	11.81090	29.98038	14.77271	-0.34427	10.44931	30.86825	18.15841	-2.90197	13.08778	34.48624	16.92234	-1.47155	11.22470	32.22127	20.81514	0.00837	12.30684	32.29793	14.87724	-1.53068	12.32328	32.56791	16.63259	-3.46215	10.49554	30.65223	16.01104	-1.54281	12.03857	33.42909	18.91330	-2.10995	13.60503	36.27750	18.11707	-3.27044	9.55935	32.25995	19.38421	-1.08132	13.51700	32.07772	15.26585	-1.08221	12.19822	30.68650	16.51773	-0.60574
13	12.53195	1.06767	32.24911	2.32911	17.94279	1.67568	0.87552	1.80874	11.39407	1.39893	32.20289	1.63459	20.10676	1.67797	0.30154	1.61942	13.66749	33.37859	20.33137	2.77297	15.21532	34.81586	20.93447	2.60426	12.76279	34.60478	16.35367	-2.41405	10.90708	30.92411	22.75854	3.30883	12.53462	29.69634	19.36790	4.83312	10.61017	33.19810	22.04954	1.91377	11.52511	27.80590	16.50667	2.89172	12.00624	32.31528	18.16393	-0.66366	14.07163	35.15134	18.67872	1.16567	11.32811	33.68951	19.38617	-1.17502	11.37903	31.15934	19.77796	1.97851	10.13070	30.97440	19.93550	0.86223	11.96529	34.38142	20.96486	1.52494	11.59136	35.28185	21.65661	-1.07338	13.05774	32.43685	17.01161	0.62773	12.64241	33.35926	21.28275	0.66405	13.52315	32.80836	17.31604	0.71004	10.80593	30.25253	18.98999	1.16798	11.70285	29.33060	15.58352	0.71327	10.33167	30.22285	19.11574	-1.78620	13.00784	33.85760	17.96165	-0.03897	11.09854	31.69233	22.01164	1.36424	12.22535	31.86781	16.23816	-0.29300	12.18173	31.85727	17.59644	-2.22955	10.35098	30.18323	17.32605	-0.04871	11.99399	32.75032	19.81460	-0.95135	13.56516	35.71909	19.24360	-1.67806	9.44530	31.68104	20.51968	0.03155	13.22655	31.35541	16.48009	0.38770	12.08317	30.02861	17.38586	0.48538
14	12.45827	1.08516	31.47516	2.36032	18.66371	1.61968	2.20231	1.76802	11.28832	1.40671	31.30381	1.66522	20.64447	1.66233	1.37408	1.58217	13.65446	32.67131	21.08035	4.06138	15.13714	33.82818	21.24232	3.67896	12.66156	34.08460	17.61687	-1.02799	10.80561	29.73348	22.70942	4.26677	12.54579	28.97350	20.00394	6.14455	10.43431	32.22999	22.40134	3.06437	11.41121	27.01969	17.16320	4.14483	11.94893	31.45422	18.66253	0.36480	14.11478	34.48718	19.29164	2.55954	11.20770	32.84893	20.12481	-0.02491	11.35634	30.13651	19.94059	3.12854	10.02875	30.08623	20.51410	1.77075	11.87634	33.67716	21.87594	2.92561	11.46688	34.61843	22.61979	0.19709	13.00807	31.77203	17.82710	1.98942	12.50171	32.38570	21.84497	1.67777	13.42924	31.88992	17.85320	2.01002	10.69860	29.34133	19.40805	2.04091	11.60577	28.53455	16.14529	1.79869	10.22323	29.37113	19.72469	-0.75389	12.92968	32.99403	18.60841	1.35365	10.98075	30.91007	22.77839	2.57723	12.12787	31.16298	17.19506	0.99151	12.04329	30.91685	18.16004	-1.05998	10.20851	29.46117	18.18714	1.35931	11.94380	31.84566	20.34944	0.17147	13.52789	34.85530	19.86824	-0.19240	9.34800	30.84687	21.28065	1.09589	12.93647	30.40751	17.29874	1.78798	11.99418	29.14006	17.84659	1.54396
15	12.38889	1.10447	30.49129	2.37654	19.00539	1.55695	3.42893	1.71064	11.19827	1.41959	30.21742	1.67931	20.83519	1.66300	2.36264	1.52902	13.65681	31.71157	21.37139	5.22000	15.10359	32.64363	21.15590	4.62399	12.55725	33.30128	18.47426	0.32095	10.74733	28.38313	22.28103	5.05040	12.55399	27.99757	20.22838	7.31935	10.29004	31.03026	22.35424	4.11351	11.32925	26.01480	17.36195	5.26814	11.90738	30.39032	18.77566	1.26430	14.15241	33.54237	19.45549	3.80676	11.08158	31.76054	20.49646	1.11599	11.33752	28.96754	19.79585	4.15105	9.93943	29.01496	20.77927	2.62454	11.81488	32.72630	22.32050	4.22410	11.36152	33.72842	23.20875	1.36532	12.96880	30.91381	18.28636	3.27126	12.37215	31.21158	22.03743	2.63227	13.32270	30.78613	18.06434	3.20640	10.60522	28.30660	19.57203	2.87614	11.51554	27.61768	16.48326	2.86949	10.11704	28.36123	20.03239	0.19127	12.85293	31.98246	18.95630	2.65457	10.86863	29.91135	23.16542	3.64774	12.01421	30.26135	17.83068	2.26476	11.91030	29.82254	18.40683	0.02869	10.07765	28.52697	18.64265	2.64463	11.88577	30.78961	20.59322	1.23195	13.49770	33.75356	20.07627	1.14975	9.27036	29.82777	21.72547	2.14454	12.65906	29.26597	17.73310	3.06277	11.93581	28.07936	17.94376	2.52892
16	12.32504	1.12465	29.35808	2.38103	19.03461	1.49016	4.52489	1.64319	11.12635	1.43481	29.01150	1.67608	20.75011	1.68642	3.25209	1.46537	13.67244	30.55993	21.27318	6.22705	15.09912	31.32096	20.76873	5.44934	12.45261	32.29498	18.94246	1.57881	10.72770	26.93182	21.55542	5.66882	12.55838	26.82364	20.10942	8.34511	10.18614	29.65863	21.96420	5.04545	11.27418	24.83646	17.17974	6.24211	11.88229	29.18416	18.57784	2.03032	14.18231	32.38070	19.25632	4.88132	10.95081	30.49330	20.56152	2.21723	11.31602	27.72534	19.45073	5.03573	9.86401	27.84022	20.80408	3.41994	11.78501	31.57294	22.34888	5.38086	11.27414	32.66467	23.47812	2.41827	12.94067	29.93760	18.47339	4.44195	12.26470	29.93597	21.96332	3.51768	13.20809	29.56625	18.02205	4.27089	10.53487	27.20755	19.53267	3.64939	11.42938	26.60795	16.61804	3.88284	10.00983	27.25329	20.10223	1.05968	12.77846	30.89703	19.07701	3.82010	10.76476	28.76404	23.25130	4.59221	11.89178	29.25336	18.22882	3.47670	11.78599	28.64466	18.42245	1.03162	9.97031	27.44355	18.76270	3.78506	11.82546	29.65668	20.62412	2.21784	13.47629	32.49366	19.96477	2.33163	9.21953	28.70301	21.90980	3.06047	12.40871	27.97784	17.81159	4.17323	11.91603	26.91359	17.73586	3.40305
17	12.26979	1.14415	28.13804	2.37739	18.82093	1.42976	5.47429	1.57344	11.07801	1.44980	27.75159	1.66037	20.45856	1.73871	4.09271	1.40285	13.69997	29.28697	20.86878	7.07432	15.11214	29.92600	20.17513	6.16257	12.35139	31.12003	19.06213	2.71185	10.74291	25.43957	20.62040	6.14527	12.56318	25.53291	19.74163	9.22175	10.13524	28.19095	21.30122	5.84669	11.24401	23.54750	16.71265	7.06338	11.87690	27.90051	18.14824	2.67407	14.20754	31.08128	18.79701	5.77970	10.82398	29.11934	20.37734	3.24421	11.28783	26.48040	19.00655	5.78568	9.80713	26.63477	20.65675	4.16338	11.79042	30.27908	22.03606	6.37481	11.20811	31.48919	23.48391	3.34803	12.92536	28.90535	18.45640	5.48150	12.19195	28.64168	21.70461	4.31433	13.09304	28.28956	17.78527	5.18673	10.49552	26.08742	19.33584	4.35610	11.34643	25.53284	16.56859	4.80538	9.90349	26.10733	20.00379	1.86583	12.70807	29.78780	19.02506	4.82830	10.67684	27.54692	23.12245	5.43497	11.77323	28.20870	18.44250	4.58499	11.67436	27.44091	18.28050	1.94836	9.89764	26.27513	18.61556	4.76834	11.77468	28.50606	20.50884	3.12849	13.46251	31.15066	19.62195	3.34780	9.20487	27.54165	21.87785	4.61881	12.19884	26.59234	17.57376	5.09977	11.94303	25.70162	17.28153	4.13962
18	12.22734	1.16169	26.88365	2.36868	18.42900	1.38746	6.27739	1.50670	11.05973	1.46303	26.49204	1.63960	20.02357	1.82222	4.81810	1.35007	13.73970	27.95624	20.23902	7.76449	15.13723	28.51812	19.45594	6.76993	12.25835	29.83014	18.89135	3.71094	10.78981	23.95949	19.56246	6.50961	12.57669	24.21171	19.22510	9.95790	10.14911	26.70901	20.44934	6.51185	11.24038	22.21123	16.05288	7.73924	11.89684	26.59687	17.55749	3.21373	14.23478	29.72115	18.18129	6.51875	10.71486	27.70753	20.00270	4.17088	11.25209	25.28153	18.53831	6.41773	9.77495	25.45193	20.39435	4.86598	11.83304	28.91134	21.46855	7.20223	11.16967	30.26076	23.27795	4.15523	12.92543	27.85699	18.28589	6.38468	12.16462	27.38508	21.32142	5.00372	12.98717	26.99927	17.40191	5.95407	10.49149	24.97254	19.02323	5.00815	11.26810	24.41980	16.36169	5.62274	9.80444	24.97259	19.80237	2.62427	12.64443	28.68020	18.84492	5.68532	10.61401	26.33159	22.86044	6.20285	11.67196	27.16314	18.49290	5.56219	11.58030	26.25538	18.03990	2.78237	9.86692	25.07215	18.25944	5.59411	11.74627	27.37605	20.29835	3.97169	13.45313	29.78404	19.11861	4.20223	9.23481	26.39376	21.66929	5.75294	12.03896	25.15583	17.07319	5.84426	12.02222	24.48992	16.63834	4.72823
19	12.20230	1.17692	25.63135	2.35630	17.91417	1.37028	6.94871	1.44411	11.07681	1.47415	25.27127	1.62019	19.49963	1.93369	5.43949	1.29073	13.79453	26.61341	19.44810	8.30660	15.17415	27.14246	18.67398	7.28000	12.17889	28.47131	18.49655	4.58635	10.86586	22.53118	18.45763	6.78871	12.60925	22.93294	18.64796	10.56707	10.23359	25.28494	19.49884	7.05061	11.26720	20.87808	15.27477	8.28434	11.94744	25.31734	16.86591	3.67172	14.27153	28.36387	17.49905	7.12710	10.63840	26.32109	19.50651	4.99254	11.21165	24.14463	18.08320	6.95920	9.77310	24.32227	20.06006	5.53745	11.91182	27.53005	20.73390	7.87464	11.16514	29.02726	22.90806	4.85285	12.94377	26.81157	17.99968	7.16149	12.18929	26.19491	20.85735	5.57924	12.90064	25.72000	16.90981	6.59038	10.52409	23.87730	18.63153	5.62267	11.19789	23.29468	16.03514	6.34118	9.72142	23.88014	19.54739	3.34533	12.59122	27.57942	18.57009	6.41768	10.58347	25.16939	22.53225	6.91671	11.59831	26.12296	18.38601	6.40148	11.50900	25.11596	17.74401	3.54188	9.87992	23.86486	17.74391	6.27660	11.74971	26.28356	20.02441	4.75766	13.44465	28.43115	18.50621	4.90967	9.31467	25.28889	21.32418	6.48091	11.93334	23.71126	16.37811	6.42685	12.15489	23.31241	15.86231	5.17402
