	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_02.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_02.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_02.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_02.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_02.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_02.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_02.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_02.c3d
21	19.03247	0.62666	25.96822	1.20877	15.99555	1.91467	8.24604	0.71969	18.07308	1.03946	27.37432	2.64328	21.12206	2.10445	11.02725	0.80738	18.37029	24.86858	14.40137	7.16137	18.22293	23.82187	17.92039	11.34302	19.69948	27.09466	16.20219	8.23572	18.31331	28.93079	20.52382	9.77203	19.40849	25.89081	16.38035	8.70253	18.24250	30.29877	23.46162	10.69825	18.35548	27.28952	18.88741	9.05671	19.21751	28.31040	22.38439	11.56288	19.32861	24.69753	14.10641	8.07388	16.36917	25.50979	21.32007	11.76006
22	19.18295	0.56620	25.03992	1.13846	15.16072	1.81284	8.43562	0.71214	18.30973	1.06180	26.53705	2.60849	20.50544	2.04945	11.22414	0.77294	18.60869	24.05850	13.60834	7.34492	18.35283	23.04000	17.39357	11.47791	19.86246	26.03389	15.15234	8.36461	18.61450	28.05462	19.85948	10.01749	19.53002	24.87108	15.43266	8.86011	18.55294	29.44705	22.78761	10.93360	18.59067	26.38149	18.02223	9.24126	19.46008	27.44719	21.69209	11.76877	19.32291	23.85465	13.58802	8.36718	16.56832	24.69637	20.79447	11.92295
23	19.28708	0.52035	24.10455	1.06931	14.37313	1.71246	8.63377	0.69596	18.51680	1.09584	25.68464	2.57846	19.89661	1.99084	11.41045	0.74632	18.79736	23.23874	12.87928	7.55898	18.44222	22.23980	16.88174	11.61535	19.98330	24.97186	14.15450	8.50000	18.89591	27.16567	19.19218	10.24558	19.59917	23.84041	14.53388	9.02689	18.85521	28.58421	22.09732	11.14436	18.77617	25.45399	17.17642	9.41390	19.66723	26.57472	21.02468	11.96602	19.27941	23.01776	13.12155	8.66909	16.72342	23.85879	20.28715	12.08095
24	19.34380	0.49136	23.17857	0.99798	13.65893	1.61324	8.84775	0.67249	18.68677	1.13985	24.82172	2.55066	19.31187	1.93041	11.59001	0.72907	18.92834	22.42514	12.24363	7.80819	18.49109	21.42265	16.39526	11.76208	20.05568	23.92679	13.24704	8.65503	19.14245	26.26608	18.54375	10.45775	19.62049	22.82261	13.71084	9.20860	19.13536	27.71037	21.40383	11.33062	18.90626	24.51336	16.37124	9.58451	19.83227	25.69696	20.39506	12.15764	19.20824	22.20494	12.72187	8.98244	16.83266	23.01252	19.82146	12.24197
25	19.35605	0.47567	22.27510	0.92010	13.03672	1.51252	9.08402	0.64451	18.81529	1.19056	23.95071	2.52243	18.76278	1.86762	11.76611	0.71915	19.00107	21.63206	11.72042	8.09394	18.50257	20.59457	15.94476	11.92229	20.07774	22.91191	12.45592	8.83925	19.34246	25.35964	17.93804	10.65930	19.60288	21.83751	12.98329	9.41130	19.38252	26.82643	20.72054	11.49640	18.98197	23.56410	15.62067	9.76412	19.95200	24.80952	19.80302	12.34533	19.11657	21.42994	12.40331	9.31152	16.89692	22.16337	19.40751	12.40723
26	19.32951	0.46743	21.40380	0.83497	12.51797	1.41073	9.34816	0.61507	18.90125	1.24302	23.07400	2.49074	18.25854	1.79919	11.94304	0.71177	19.02095	20.86922	11.31849	8.41681	18.48267	19.76715	15.54224	12.09995	20.05179	21.93576	11.79559	9.05906	19.48875	24.45314	17.40095	10.86036	19.55675	20.90024	12.36278	9.63901	19.58900	25.93375	20.05946	11.64997	19.00985	22.61560	14.93831	9.96395	20.02534	23.90519	19.24387	12.52996	19.00819	20.69817	12.17467	9.66199	16.92049	21.31079	19.04617	12.57494
27	19.27098	0.46170	20.57153	0.74595	12.10751	1.31246	9.64344	0.58691	18.94627	1.29124	22.19713	2.45144	17.80900	1.72192	12.12572	0.70082	18.99714	20.14209	11.03727	8.77571	18.43924	18.95511	15.20028	12.29934	19.98266	21.00237	11.27061	9.31819	19.57897	23.55497	16.95580	11.07370	19.49089	20.02075	11.85309	9.89239	19.74999	25.03509	19.43307	11.80210	18.99911	21.68332	14.33797	10.19135	20.05222	22.98018	18.71608	12.71079	18.88511	20.00912	12.03860	10.03956	16.91091	20.46030	18.73976	12.74270
28	19.18719	0.45533	19.78238	0.65883	11.80408	1.22435	9.97028	0.56273	18.95385	1.32930	21.32800	2.40092	17.42272	1.63745	12.31758	0.67963	18.94030	19.45353	10.86862	9.16636	18.37986	18.17040	14.92598	12.52202	19.87636	20.11210	10.87773	9.61815	19.61519	22.67160	16.61597	11.31053	19.41057	19.20163	11.45192	10.17142	19.86330	24.13561	18.85701	11.96507	18.95909	20.78435	13.82979	10.44720	20.03300	22.03652	18.22264	12.88482	18.74964	19.36030	11.99233	10.44827	16.87787	19.62586	18.49200	12.90545
29	19.08415	0.44653	19.03702	0.58025	11.60142	1.15211	10.32759	0.54495	18.92845	1.35275	20.47282	2.33812	17.10235	1.55344	12.51798	0.64202	18.86079	18.80469	10.80077	9.58375	18.30885	17.41704	14.71549	12.76373	19.73928	19.26276	10.60749	9.95851	19.60268	21.80246	16.37898	11.57647	19.31751	18.43755	11.15328	10.47854	19.92950	23.24201	18.34745	12.14960	18.89791	19.93115	13.41733	10.72824	19.96934	21.08024	17.76775	13.04769	18.60528	18.74894	12.02823	10.88889	16.83186	18.82233	18.30207	13.05239
30	18.96692	0.43444	18.33275	0.51748	11.48933	1.09926	10.71348	0.53474	18.87512	1.35963	19.63406	2.26424	16.84346	1.47938	12.72241	0.58519	18.76779	18.19510	10.82096	10.02460	18.22648	16.69155	14.55581	13.01713	19.57817	18.45101	10.44567	10.33688	19.54894	20.94146	16.23038	11.86945	19.21083	17.71744	10.94727	10.81640	19.95227	22.35858	17.91253	12.36007	18.82195	19.12874	13.09764	11.03113	19.86533	20.11969	17.35633	13.19608	18.45587	18.17148	12.13510	11.35841	16.78256	18.05905	18.16224	13.16933
31	18.83933	0.41932	17.66417	0.47859	11.45399	1.06776	11.12480	0.53170	18.79897	1.35136	18.81197	2.18186	16.63789	1.42035	12.92515	0.51404	18.66885	17.62274	10.91585	10.48719	18.13064	15.98739	14.43263	13.27793	19.39986	17.67292	10.37424	10.74918	19.46326	20.08598	16.15553	12.18091	19.08885	17.02739	10.81764	11.18348	19.93791	21.48406	17.54672	12.59065	18.73547	18.37628	12.86323	11.35292	19.72745	19.16546	16.99548	13.32831	18.30360	17.62153	12.29900	11.85121	16.73560	17.33695	18.05911	13.24793
32	18.70378	0.40271	17.02372	0.47095	11.47877	1.05901	11.55694	0.53460	18.70444	1.33268	18.00691	2.09518	16.47802	1.37610	13.12168	0.44409	18.56927	17.08432	11.07250	10.97064	18.01871	15.29729	14.33495	13.54618	19.21082	16.92388	10.37193	11.18983	19.35615	19.24358	16.14805	12.49837	18.95019	16.35154	10.74136	11.57403	19.89328	20.61405	17.23494	12.82684	18.64051	17.66981	12.70335	11.68891	19.56389	18.22959	16.69287	13.44389	18.14809	17.08908	12.50469	12.36129	16.69018	16.65005	17.97930	13.29311
33	18.56133	0.38744	16.40212	0.49718	11.54555	1.07499	12.00454	0.54281	18.59507	1.31006	17.22037	2.01054	16.35896	1.34627	13.30882	0.39888	18.47111	16.57369	11.27758	11.47392	17.88874	14.61313	14.25528	13.82120	19.01688	16.19834	10.41537	11.65189	19.23795	18.42881	16.20757	12.80732	18.79430	15.67351	10.69173	11.98079	19.82460	19.74751	16.96316	13.05062	18.53739	17.00332	12.60600	12.03336	19.38338	17.32255	16.45172	13.54459	17.98694	16.56176	12.73707	12.88274	16.64067	15.98983	17.91709	13.32040
34	18.41166	0.37724	15.78840	0.55221	11.63535	1.11681	12.46158	0.55597	18.47368	1.28988	16.45391	1.93564	16.27883	1.33432	13.48466	0.39503	18.37236	16.07991	11.51403	11.99319	17.74040	13.92705	14.18936	14.09638	18.82275	15.48923	10.48054	12.12723	19.11675	17.65527	16.33364	13.09511	18.62159	14.97979	10.64435	12.39716	19.73827	18.89014	16.72527	13.24748	18.42529	16.36724	12.55835	12.38279	19.19324	16.44922	16.26912	13.63687	17.81631	16.02582	12.97950	13.40756	16.57975	15.34789	17.87676	13.34749
35	18.25284	0.37586	15.16929	0.62632	11.72780	1.18181	12.92088	0.57274	18.34207	1.27719	15.70719	1.87732	16.23750	1.34568	13.64865	0.42471	18.26723	15.58783	11.76005	12.51947	17.57491	13.23317	14.13781	14.35927	18.63135	14.78710	10.54398	12.60690	18.99608	16.92933	16.52188	13.35474	18.43249	14.25990	10.57973	12.81702	19.64104	18.05029	16.52043	13.41101	18.30231	15.74677	12.54439	12.73636	18.99778	15.60736	16.13776	13.72888	17.63083	15.46486	13.21083	13.92465	16.50051	14.71581	17.86962	13.38937
36	18.08152	0.38564	14.52969	0.71027	11.80191	1.26342	13.37404	0.59050	18.20065	1.27487	14.97658	1.83816	16.23543	1.38309	13.80143	0.46385	18.14760	15.08038	11.99242	13.03979	17.39445	12.52958	14.10887	14.59488	18.44350	14.08033	10.58425	13.08158	18.87441	16.24724	16.76208	13.58618	18.22670	13.50429	10.48267	13.23334	19.53839	17.23129	16.34678	13.54329	18.16510	15.12277	12.54339	13.09322	18.79829	14.78939	16.04917	13.82428	17.42470	14.86068	13.40683	14.42230	16.39773	14.08540	17.91025	13.45854
37	17.89369	0.40645	13.85466	0.79753	11.83903	1.35425	13.81261	0.60676	18.04884	1.28291	14.25622	1.81484	16.27366	1.44335	13.94376	0.49205	18.00385	14.53968	12.19023	13.54055	17.20228	11.82005	14.11939	14.78911	18.25810	13.35680	10.58387	13.54158	18.74659	15.59651	17.03965	13.79466	18.00371	12.70387	10.34190	13.63849	19.43311	16.42891	16.20001	13.65276	18.00937	14.47529	12.53308	13.45094	18.59314	13.98522	15.99680	13.92116	17.19341	14.19764	13.54609	14.89150	16.26911	13.45043	18.01245	13.56111
38	17.68608	0.43601	13.13230	0.88313	11.82581	1.44803	14.22919	0.62004	17.88560	1.29868	13.54026	1.79867	16.35372	1.51781	14.07448	0.49917	17.82627	13.94747	12.33658	14.01037	17.00308	11.11497	14.19209	14.93052	18.07276	12.60640	10.53088	13.97682	18.60558	14.96014	17.33906	13.98658	17.76447	11.85285	10.15265	14.02670	19.32521	15.63307	16.07402	13.74909	17.83173	13.78765	12.49293	13.80500	18.37868	13.18580	15.97869	14.01470	16.93517	13.46716	13.61602	15.32705	16.11544	12.80732	18.18472	13.69148
39	17.45744	0.47095	12.35587	0.96185	11.75582	1.53881	14.61801	0.62965	17.71000	1.31795	12.82509	1.77693	16.47753	1.59585	14.18891	0.48319	17.60705	13.28695	12.41959	14.44168	16.80255	10.43084	14.35153	15.01071	17.88454	11.82250	10.41946	14.37729	18.44357	14.32080	17.64729	14.16491	17.51247	10.95195	9.92038	14.39604	19.21289	14.83047	15.96110	13.83854	17.63136	13.04874	12.40513	14.14904	18.15104	12.38628	15.99986	14.09771	16.65178	12.66920	13.61453	15.72598	15.93992	12.15706	18.42787	13.83268
40	17.20942	0.50738	11.52490	1.02750	11.63004	1.61968	14.97502	0.63498	17.52150	1.33563	12.11096	1.73559	16.64891	1.66896	14.27887	0.44730	17.34215	12.54559	12.43197	14.82983	16.60574	9.78738	14.62202	15.02431	17.69098	11.00228	10.25043	14.73475	18.25284	13.66352	17.95654	14.32664	17.25328	10.01008	9.66271	14.74815	19.09294	14.00876	15.85489	13.92215	17.41027	12.25299	12.25517	14.47651	17.90754	11.58751	16.07361	14.16020	16.35039	11.81355	13.54991	16.08588	15.74844	11.50764	18.73747	13.96103
41	16.94713	0.54120	10.64664	1.07316	11.45779	1.68248	15.29738	0.63527	17.32061	1.34621	11.40310	1.66247	16.87588	1.73374	14.33459	0.39880	17.03314	11.71875	12.37092	15.17068	16.41630	9.20530	15.02739	14.97046	17.49117	10.14813	10.03468	15.04461	18.02727	12.97793	18.26664	14.46384	16.99420	9.04491	9.40849	15.08620	18.96126	13.16261	15.75601	13.99613	17.17284	11.40019	12.03407	14.78174	17.64771	10.79607	16.22007	14.19039	16.04432	10.92122	13.44077	16.40366	15.55050	10.87356	19.10927	14.05214
42	16.67936	0.56843	9.73763	1.09208	11.25826	1.71928	15.58232	0.62977	17.10932	1.34456	10.71137	1.54992	17.17190	1.79208	14.34726	0.34987	16.68899	10.81303	12.23933	15.45892	16.23709	8.70447	15.59123	14.85427	17.28579	9.27007	9.79750	15.30579	17.76451	12.26072	18.58679	14.56689	16.74393	8.08338	9.19514	15.41168	18.81365	12.29699	15.67598	14.05290	16.92592	10.49690	11.74291	15.06051	17.37329	10.02410	16.46531	14.17722	15.75218	10.02478	13.31642	16.67472	15.35807	10.27056	19.54018	14.08500
43	16.41785	0.58544	8.82397	1.08013	11.06157	1.72601	15.82658	0.61781	16.89179	1.32668	10.04885	1.39636	17.55507	1.85015	14.30997	0.31712	16.32693	9.84941	12.05067	15.68957	16.07136	8.30041	16.33447	14.68355	17.07634	8.38622	9.57915	15.51957	17.46773	11.51756	18.93511	14.62767	16.51193	7.16031	9.06466	15.72014	18.64731	11.42528	15.63682	14.08252	16.67918	9.55810	11.39777	15.31096	17.08814	9.28931	16.84210	14.11304	15.49485	9.16582	13.21560	16.89266	15.18442	9.71171	20.02687	14.04305
44	16.17571	0.58891	7.93920	1.03955	10.90786	1.70645	16.02640	0.59866	16.67483	1.28958	9.43003	1.20689	18.04570	1.91680	14.21707	0.31606	15.97090	8.86609	11.83738	15.86084	15.92334	8.00052	17.27133	14.46115	16.86450	7.52027	9.43010	15.68893	17.14619	10.76291	19.33435	14.63999	16.30708	6.31432	9.05961	15.99936	18.46185	10.56551	15.66890	14.07517	16.44436	8.60730	11.03082	15.53282	16.79785	8.61285	17.38753	13.99421	15.29170	8.38801	13.18140	17.05007	15.04491	9.20835	20.56638	13.91485
45	15.96537	0.57647	7.12015	0.98207	10.84382	1.67364	16.17758	0.57093	16.46771	1.23125	8.86993	0.99264	18.66316	2.00216	14.06264	0.35271	15.64687	7.91667	11.65466	15.97373	15.79839	7.80505	18.40729	14.18050	16.65294	6.69942	9.40351	15.81748	16.81378	10.01710	19.80632	14.59786	16.13643	5.58116	9.21919	16.23158	18.25986	9.73828	15.80724	14.02265	16.23380	7.67587	10.68780	15.72553	16.50965	8.01680	18.13612	13.81819	15.15683	7.72765	13.25392	17.13955	14.95688	8.77241	21.15881	13.69397
46	15.79636	0.54750	6.40111	0.92821	10.91615	1.64662	16.27538	0.53247	16.28067	1.15196	8.38369	0.77048	19.42344	2.11712	13.83879	0.42341	15.37690	7.05960	11.57053	16.02892	15.70299	7.71376	19.74065	13.82597	16.44521	5.95083	9.54708	15.90794	16.48659	9.30253	20.36820	14.49408	16.00451	4.98683	9.57382	16.39734	18.04662	8.96442	16.08577	13.91853	16.05875	6.80108	10.42389	15.88794	16.23222	7.52162	19.11194	13.57863	15.09644	7.20720	13.46542	17.15479	14.93494	8.41612	21.81060	13.37672
47	15.67396	0.50427	5.80832	0.90041	11.16429	1.64308	16.31490	0.48158	16.12329	1.05548	7.98646	0.57074	20.33858	2.27424	13.53507	0.52366	15.17520	6.34423	11.64828	16.02480	15.64423	7.73182	21.26619	13.37574	16.24531	5.29806	9.89590	15.96028	16.18112	8.64085	21.03095	14.31997	15.91345	4.54422	10.14076	16.47835	17.82887	8.26133	16.53016	13.75782	15.92772	6.02096	10.29710	16.01925	15.97587	7.14576	20.32598	13.26257	15.10810	6.83412	13.83939	17.09185	14.98638	8.15254	22.53962	12.95924
48	15.59893	0.45277	5.35686	0.91203	11.61548	1.67264	16.29145	0.42009	16.00395	0.94867	7.69367	0.46799	21.41776	2.48718	13.13874	0.65282	15.04665	5.80089	11.93427	15.95883	15.62844	7.87124	22.97961	12.80496	16.05781	4.75808	10.46703	15.97056	15.91331	8.05221	21.80098	14.06534	15.86360	4.25412	10.92402	16.45909	17.61371	7.64060	17.15307	13.53610	15.84474	5.36723	10.35919	16.11836	15.75260	6.90603	21.77751	12.85169	15.18185	6.60400	14.39289	16.95040	15.11166	7.99826	23.37761	12.43560
49	15.56828	0.40316	5.05080	0.96083	12.28404	1.73570	16.20007	0.35669	15.92967	0.84072	7.52119	0.56220	22.66842	2.76696	12.63526	0.81304	14.98736	5.43826	12.45476	15.83031	15.65915	8.14900	24.88017	12.09012	15.88840	4.34036	11.25859	15.93008	15.69780	7.55571	22.68350	13.71751	15.85408	4.11028	11.91944	16.32609	17.40864	7.10816	17.95398	13.24758	15.80895	4.85938	10.64719	16.18175	15.57571	6.81891	23.45823	12.32528	15.30260	6.50570	15.14021	16.73211	15.30705	7.97415	24.36622	11.79581
50	15.57644	0.36821	4.88680	1.03453	13.17468	1.82776	16.03274	0.31131	15.90543	0.74311	7.48441	0.82020	24.09695	3.11728	12.00977	1.00566	14.98670	5.24811	13.21978	15.64011	15.73428	8.58083	26.96894	11.21597	15.74403	4.04857	12.25536	15.82411	15.54716	7.17037	23.68673	13.26110	15.88284	4.10712	13.12330	16.06454	17.22267	6.66742	18.92402	12.88251	15.81576	4.50260	11.17937	16.20168	15.45795	6.90086	25.35594	11.66317	15.45289	6.52762	16.09560	16.43325	15.56510	8.10259	25.54914	11.02608
51	15.61658	0.35746	4.85989	1.12170	14.28832	1.94580	15.77479	0.31900	15.93268	0.66818	7.59654	1.16244	25.70844	3.53250	11.25078	1.22542	15.03052	5.21439	14.22988	15.38453	15.84334	9.17418	29.24367	10.18479	15.63245	3.88450	13.43891	15.63211	15.47121	6.91584	24.82372	12.67974	15.94610	4.24543	14.54006	15.65622	17.06720	6.32385	20.05203	12.42383	15.85910	4.29114	11.95734	16.16419	15.40906	7.16699	27.45717	10.85199	15.61471	6.66399	17.27542	16.03690	15.87260	8.40184	26.96561	10.11357
52	15.68116	0.36915	4.96790	1.21694	15.62734	2.09137	15.40443	0.40639	16.00777	0.62307	7.86612	1.54854	27.50515	3.99753	10.35603	1.45532	15.10451	5.32243	15.48334	15.04745	15.96714	9.92368	31.69141	9.02479	15.56128	3.85186	14.79655	15.33091	15.47595	6.81187	26.11155	11.95941	16.03724	4.53261	16.18371	15.08301	16.95543	6.08788	21.33035	11.84712	15.93340	4.21593	12.97410	16.04662	15.43292	7.62726	29.74689	9.89337	15.76940	6.91664	18.69901	15.51416	16.20742	8.87991	28.64556	9.05548
53	15.76207	0.39093	5.21355	1.31891	17.19869	2.26764	14.89726	0.56050	16.12148	0.60253	8.29535	1.95245	29.48382	4.48759	9.33846	1.66630	15.19604	5.56566	16.98435	14.59995	16.08316	10.81225	34.28193	7.79423	15.53636	3.95817	16.32525	14.89971	15.56181	6.87667	27.56886	11.09319	16.14612	4.97924	18.07304	14.33459	16.90056	5.97680	22.76056	11.12723	16.03428	4.27301	14.22543	15.81794	15.52393	8.28084	32.20690	8.81011	15.89754	7.29167	20.38540	14.83409	16.53796	9.53019	30.60083	7.86752
54	15.85068	0.41041	5.60428	1.42712	19.01417	2.47343	14.23420	0.75099	16.26066	0.59205	8.87958	2.34991	31.63300	4.97049	8.23025	1.82145	15.29382	5.94698	18.74751	14.00904	16.17497	11.81583	36.96876	6.57848	15.55991	4.21424	18.03206	14.32513	15.72151	7.12370	29.21224	10.08714	16.25999	5.59484	20.22442	13.41663	16.91275	6.01330	24.35446	10.24691	16.15785	4.46857	15.71904	15.44345	15.66459	9.11141	34.81364	7.64815	15.98184	7.79678	22.34781	13.97677	16.82948	10.33367	32.81590	6.59057
55	15.93863	0.42414	6.14977	1.54019	21.08752	2.70043	13.40965	0.94653	16.41099	0.58137	9.60737	2.71722	33.93176	5.41077	7.08339	1.88381	15.38614	6.47442	20.79354	13.24895	16.23887	12.90629	39.69564	5.47775	15.62878	4.63146	19.93197	13.60481	15.93856	7.55707	31.05190	8.96632	16.36655	6.38415	22.64555	12.35671	16.99520	6.22125	26.12928	9.20444	16.29873	4.81791	17.47559	14.89163	15.82634	10.08616	37.53458	6.47436	16.01295	8.44091	24.59095	12.94614	17.05601	11.26611	35.24739	5.29409
56	16.01896	0.43917	6.85802	1.65524	23.42838	2.93344	12.43652	1.11499	16.55984	0.57352	10.46051	3.03380	36.34957	5.77345	5.96472	1.82658	15.46038	7.15477	23.13714	12.31042	16.28334	14.05217	42.40185	4.58343	15.73373	5.21798	22.04270	12.74842	16.18755	8.16729	33.08653	7.77733	16.45800	7.34530	25.33137	11.20519	17.14017	6.61769	28.10046	8.02000	16.44877	5.33954	19.52271	14.14185	15.97701	11.16145	40.32454	5.36802	15.99393	9.23252	27.10800	11.77671	17.21113	12.30394	37.83445	4.07482
57	16.08748	0.46644	7.73197	1.76793	26.03444	3.15110	11.34704	1.22632	16.69777	0.57932	11.41439	3.28492	38.84720	6.02637	4.94527	1.64476	15.50601	7.99024	25.77586	11.20847	16.32265	15.21949	45.02351	3.95131	15.86089	5.97569	24.37779	11.77765	16.43828	8.93108	35.29868	6.58427	16.53342	8.46954	28.25936	10.02865	17.32681	7.20576	30.27661	6.74333	16.59745	6.04846	21.88535	13.19175	16.09281	12.29307	43.12557	4.40536	15.93963	10.17591	29.87386	10.52868	17.30828	13.42253	40.51162	3.04207
58	16.14384	0.51029	8.76735	1.87292	28.88480	3.32747	10.18958	1.25873	16.81951	0.60272	12.43982	3.46238	41.37624	6.14162	4.08537	1.36557	15.51995	8.97969	28.68637	9.98714	16.36978	16.37429	47.49257	3.58550	15.99534	6.89880	26.94012	10.72658	16.66389	9.81652	37.65249	5.45838	16.59858	9.73971	31.38249	8.89736	17.52466	7.97304	32.65545	5.45715	16.73456	6.95110	24.57435	12.06122	16.16778	13.44340	45.86834	3.64205	15.87079	11.26744	32.84064	9.27559	17.37144	14.59184	43.21235	2.28375
59	16.19204	0.56501	9.95073	1.96312	31.93579	3.43571	9.02337	1.20327	16.92504	0.63412	13.50693	3.56433	43.87801	6.09791	3.42098	1.05411	15.51104	10.11926	31.82362	8.71706	16.43372	17.48850	49.73794	3.44212	16.12548	7.97307	29.71543	9.64110	16.84988	10.79074	40.09588	4.46550	16.66306	11.12708	34.62541	7.87344	17.70338	8.89470	35.21692	4.26691	16.85407	8.04318	27.57539	10.79210	16.21365	14.58300	48.47544	3.10174	15.80655	12.49107	35.93912	8.09316	17.42457	15.77773	45.86390	1.82863
60	16.23979	0.62064	11.25823	2.02931	35.12091	3.45400	7.91264	1.06491	17.02024	0.65905	14.58940	3.59545	46.28436	5.88417	2.95778	0.80873	15.49886	11.39810	35.11885	7.48399	16.52095	18.54600	51.69027	3.44894	16.24625	9.17623	32.66633	8.57502	16.99787	11.82518	42.56637	3.65525	16.73699	12.59091	37.89059	7.00546	17.84409	9.93766	37.91556	3.27611	16.95692	9.30947	30.84278	9.44602	16.25141	15.69011	50.86835	2.77514	15.75994	13.81643	39.08602	7.05274	17.48691	16.94806	48.38124	1.63348
61	16.29684	0.66959	12.65650	2.06165	38.35511	3.37046	6.91990	0.86372	17.11617	0.66889	15.66779	3.56625	48.52278	5.50187	2.67475	0.71256	15.50604	12.79208	38.48025	6.37190	16.63779	19.54553	53.29089	3.52882	16.36001	10.48060	35.73148	7.58429	17.12165	12.89732	44.99843	3.05378	16.82902	14.08293	41.07280	6.32842	17.94545	11.06607	40.68108	2.55677	17.05095	10.72453	34.30019	8.10075	16.30175	16.75222	52.97668	2.62818	15.73816	15.20238	42.19081	6.21416	17.57422	18.07781	50.66681	1.60621
62	16.37270	0.70908	14.10619	2.05302	41.54124	3.18400	6.09703	0.64371	17.22620	0.66370	16.73164	3.49138	50.52501	4.96709	2.53369	0.73314	15.54921	14.26182	41.79892	5.44673	16.79038	20.49874	54.50252	3.61821	16.47420	11.85581	38.83042	6.72064	17.23972	13.99143	47.32990	2.66191	16.94604	15.55563	44.07188	5.86157	18.02074	12.24582	43.42342	2.12730	17.14810	12.25375	37.84673	6.84288	16.38004	17.77019	54.74759	2.61379	15.74597	16.60395	45.15826	5.61335	17.70011	19.15200	52.62164	1.64725
63	16.47503	0.74006	15.56706	2.00232	44.57830	2.90214	5.47640	0.49423	17.36207	0.64923	17.77961	3.38750	52.23743	4.31315	2.49144	0.77461	15.63479	15.75767	44.95974	4.74646	16.98199	21.42465	55.31869	3.68161	16.59735	13.27053	41.87325	6.02474	17.36875	15.09837	49.50529	2.45864	17.09370	16.97239	46.79956	5.60244	18.09027	13.44821	46.04123	1.94910	17.26022	13.85503	41.36699	5.75532	16.49609	18.75850	56.15277	2.68356	15.78909	17.97968	47.89196	5.25302	17.87323	20.16831	54.16917	1.68430
64	16.60864	0.76506	17.00397	1.91603	47.37170	2.53957	5.06614	0.51575	17.53027	0.63208	18.81693	3.27093	53.62974	3.59216	2.51344	0.79819	15.76036	17.22950	47.85534	4.27891	17.20914	22.34367	55.76743	3.72117	16.73631	14.69459	44.77001	5.51903	17.52019	16.21366	51.47581	2.40923	17.27659	18.31513	49.18472	5.52553	18.17403	14.65179	48.43391	1.94599	17.39584	15.48205	44.74381	4.90293	16.65580	19.73828	57.19122	2.79913	15.87409	19.29859	50.30462	5.10432	18.09221	21.13725	55.28033	1.69166
