	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
1	0.62317	0.05688	-0.25557	0.00079	-0.00957	0.01453	0.60006	0.02228	-0.25903	0.02521	0.00185	0.01082	0.58295	-0.25500	0.00071	0.66339	-0.25613	-0.01984	0.61582	-0.27685	-0.00580	0.58431	-0.24120	0.00950
2	0.63400	0.05856	-0.23614	0.00742	-0.02017	0.02448	0.61013	0.02948	-0.21917	0.03496	-0.00241	0.00598	0.59259	-0.24139	-0.00286	0.67541	-0.23090	-0.03748	0.63098	-0.24389	-0.00664	0.58929	-0.19445	0.00182
3	0.63085	0.05882	-0.19813	0.02018	-0.03934	0.03597	0.60577	0.03537	-0.16411	0.04296	-0.00934	0.00348	0.58927	-0.21239	-0.01391	0.67244	-0.18386	-0.06478	0.63078	-0.19449	-0.01180	0.58075	-0.13373	-0.00688
4	0.61835	0.05943	-0.14018	0.03767	-0.06361	0.04752	0.59072	0.03803	-0.09432	0.04692	-0.01534	0.00562	0.57632	-0.16682	-0.03001	0.66038	-0.11355	-0.09721	0.61761	-0.12750	-0.01931	0.56383	-0.06114	-0.01136
5	0.59965	0.05708	-0.06520	0.05886	-0.08509	0.05714	0.56886	0.04062	-0.01298	0.04696	-0.01486	0.01279	0.55929	-0.10682	-0.04469	0.64001	-0.02358	-0.12550	0.59759	-0.04618	-0.02391	0.54014	0.02023	-0.00582
6	0.57264	0.05128	0.02630	0.08274	-0.09693	0.06490	0.53774	0.04663	0.07750	0.04360	-0.00374	0.02310	0.53638	-0.03220	-0.05104	0.60890	0.08481	-0.14283	0.57071	0.04667	-0.02007	0.50476	0.10833	0.01260
7	0.53187	0.04416	0.13309	0.10651	-0.09521	0.07137	0.49638	0.05018	0.17245	0.03382	0.01935	0.03434	0.50064	0.05778	-0.04474	0.56310	0.20841	-0.14568	0.53187	0.14854	-0.00493	0.46090	0.19636	0.04363
8	0.47910	0.03969	0.24881	0.12749	-0.07942	0.07700	0.45124	0.04569	0.26371	0.01652	0.05345	0.04492	0.45103	0.15866	-0.02497	0.50717	0.33896	-0.13386	0.48354	0.25203	0.02169	0.41893	0.27539	0.08522
9	0.42402	0.03842	0.36206	0.14434	-0.05126	0.08174	0.40876	0.03516	0.34415	0.00574	0.09657	0.05408	0.39685	0.25999	0.00654	0.45119	0.46412	-0.10906	0.43362	0.34821	0.05833	0.38390	0.34010	0.13481
10	0.37586	0.03768	0.46128	0.15645	-0.01376	0.08547	0.37058	0.02225	0.41026	0.02952	0.14645	0.06128	0.34922	0.35066	0.04668	0.40251	0.57191	-0.07420	0.38631	0.43113	0.10312	0.35485	0.38938	0.18978
11	0.33578	0.03597	0.54028	0.16302	0.02914	0.08820	0.33479	0.00770	0.46189	0.05334	0.20075	0.06606	0.31035	0.42501	0.09151	0.36121	0.65555	-0.03323	0.34023	0.49961	0.15404	0.32934	0.42417	0.24746
12	0.29854	0.03422	0.59769	0.16360	0.07335	0.08997	0.30149	0.00865	0.49971	0.07690	0.25725	0.06840	0.27434	0.48200	0.13697	0.32274	0.71338	0.00973	0.29537	0.55408	0.20889	0.30760	0.44533	0.30562
13	0.26122	0.03296	0.63192	0.15926	0.11551	0.09072	0.27504	0.02374	0.52275	0.09810	0.31409	0.06852	0.23792	0.51930	0.17966	0.28453	0.74453	0.05137	0.25825	0.59212	0.26564	0.29182	0.45339	0.36254
14	0.22502	0.03245	0.64094	0.15141	0.15337	0.09035	0.25940	0.03308	0.52983	0.11342	0.36996	0.06661	0.20208	0.53387	0.21726	0.24796	0.74800	0.08948	0.23601	0.61004	0.32286	0.28279	0.44963	0.41706
15	0.19216	0.03235	0.62500	0.14122	0.18581	0.08895	0.25385	0.03604	0.52199	0.12128	0.42391	0.06279	0.16929	0.52514	0.24870	0.21504	0.72486	0.12291	0.22837	0.60775	0.37951	0.27933	0.43623	0.46831
16	0.16494	0.03083	0.58661	0.12974	0.21272	0.08664	0.25451	0.03480	0.50196	0.12289	0.47518	0.05734	0.14313	0.49488	0.27398	0.18674	0.67835	0.15145	0.22990	0.58886	0.43463	0.27911	0.41507	0.51572
17	0.14473	0.02627	0.52984	0.11777	0.23463	0.08349	0.25693	0.02925	0.47246	0.12072	0.52310	0.05070	0.12615	0.44656	0.29367	0.16330	0.61312	0.17559	0.23624	0.55782	0.48726	0.27762	0.38710	0.55895
18	0.13106	0.01961	0.45992	0.10553	0.25245	0.07955	0.25842	0.01834	0.43529	0.11679	0.56721	0.04342	0.11719	0.38530	0.30870	0.14493	0.53454	0.19620	0.24545	0.51788	0.53651	0.27139	0.35271	0.59791
19	0.12333	0.01302	0.38252	0.09266	0.26732	0.07492	0.25703	0.00375	0.39197	0.11233	0.60720	0.03615	0.11412	0.31700	0.32030	0.13253	0.44805	0.21434	0.25438	0.47140	0.58165	0.25968	0.31254	0.63276
20	0.12120	0.00762	0.30296	0.07881	0.28041	0.06968	0.25150	0.01170	0.34397	0.10763	0.64304	0.02950	0.11581	0.24724	0.32968	0.12659	0.35869	0.23113	0.25977	0.42007	0.62218	0.24323	0.26786	0.66390
21	0.12372	0.00431	0.22575	0.06395	0.29280	0.06408	0.24106	0.02554	0.29313	0.10259	0.67492	0.02394	0.12067	0.18053	0.33811	0.12676	0.27097	0.24748	0.25912	0.36567	0.65799	0.22300	0.22059	0.69185
22	0.12894	0.00422	0.15448	0.04838	0.30549	0.05840	0.22670	0.03676	0.24133	0.09703	0.70332	0.01973	0.12596	0.12027	0.34678	0.13193	0.18869	0.26419	0.25269	0.30994	0.68937	0.20071	0.17272	0.71727
23	0.13458	0.00805	0.09182	0.03297	0.31942	0.05292	0.21076	0.04551	0.19019	0.09080	0.72880	0.01694	0.12889	0.06850	0.35684	0.14027	0.11513	0.28201	0.24294	0.25440	0.71683	0.17858	0.12599	0.74078
