	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0002_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_01.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0003_03.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d	2014_06_24_PC021_BAREFOOT_GAIT0004_05.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
64	-0.05860	0.02791	-0.00628	0.00904	0.00381	0.00023	-0.02112	0.04539	0.03991	0.03341	-0.02153	0.02771	-0.03887	0.00011	0.00397	-0.07834	-0.01268	0.00364	-0.05321	0.06353	-0.04112	0.01098	0.01628	-0.00193
65	-0.04627	0.01486	-0.00181	0.00110	0.00041	0.00056	0.00990	0.02122	0.02185	0.01235	-0.00195	0.00043	-0.03577	-0.00103	0.00002	-0.05678	-0.00259	0.00081	-0.00511	0.03059	-0.00225	0.02490	0.01312	-0.00165
66	-0.04203	0.00989	0.00231	0.00001	0.00093	0.00013	0.01837	0.01840	0.02183	0.01652	-0.00170	0.00087	-0.03504	0.00231	0.00102	-0.04902	0.00232	0.00083	0.00536	0.03351	-0.00232	0.03139	0.01015	-0.00108
67	-0.03276	0.01689	0.00413	0.00001	0.00088	0.00018	0.02557	0.01060	0.02087	0.01723	-0.00126	0.00131	-0.02081	0.00414	0.00076	-0.04470	0.00412	0.00101	0.01807	0.03305	-0.00218	0.03306	0.00868	-0.00034
68	-0.01938	0.02155	0.00600	0.00122	0.00094	0.00030	0.03163	0.00391	0.01989	0.01488	-0.00070	0.00161	-0.00414	0.00514	0.00073	-0.03462	0.00686	0.00116	0.02887	0.03041	-0.00184	0.03440	0.00937	0.00044
69	-0.00747	0.02205	0.00741	0.00296	0.00100	0.00049	0.03695	0.00175	0.01963	0.01078	-0.00010	0.00174	0.00812	0.00532	0.00066	-0.02306	0.00950	0.00135	0.03571	0.02725	-0.00133	0.03819	0.01200	0.00112
70	0.00112	0.01656	0.00916	0.00495	0.00114	0.00058	0.04212	0.00348	0.02027	0.00638	0.00045	0.00167	0.01283	0.00566	0.00073	-0.01059	0.01266	0.00155	0.03966	0.02478	-0.00073	0.04458	0.01575	0.00163
71	0.00757	0.00838	0.01175	0.00643	0.00137	0.00057	0.04748	0.00661	0.02162	0.00286	0.00089	0.00148	0.01349	0.00720	0.00096	0.00164	0.01630	0.00177	0.04280	0.02365	-0.00016	0.05215	0.01960	0.00193
72	0.01480	0.00110	0.01549	0.00690	0.00166	0.00046	0.05279	0.00885	0.02322	0.00087	0.00119	0.00123	0.01558	0.01061	0.00133	0.01403	0.02037	0.00199	0.04653	0.02383	0.00032	0.05905	0.02261	0.00206
73	0.02462	0.00313	0.02014	0.00621	0.00198	0.00029	0.05716	0.00936	0.02433	0.00030	0.00135	0.00099	0.02241	0.01575	0.00177	0.02683	0.02453	0.00218	0.05054	0.02454	0.00065	0.06379	0.02412	0.00205
74	0.03658	0.00384	0.02507	0.00461	0.00226	0.00013	0.05957	0.00920	0.02435	0.00052	0.00139	0.00079	0.03387	0.02181	0.00217	0.03930	0.02833	0.00235	0.05307	0.02472	0.00083	0.06608	0.02399	0.00195
75	0.04867	0.00183	0.02945	0.00263	0.00249	0.00001	0.05946	0.01074	0.02322	0.00082	0.00135	0.00063	0.04738	0.02759	0.00248	0.04996	0.03131	0.00249	0.05187	0.02381	0.00091	0.06706	0.02264	0.00179
76	0.05877	0.00171	0.03263	0.00084	0.00263	0.00004	0.05736	0.01491	0.02139	0.00084	0.00125	0.00050	0.05998	0.03203	0.00266	0.05756	0.03322	0.00261	0.04681	0.02198	0.00089	0.06791	0.02079	0.00160
77	0.06602	0.00560	0.03424	0.00024	0.00270	0.00001	0.05444	0.02032	0.01942	0.00055	0.00110	0.00042	0.06998	0.03441	0.00270	0.06206	0.03407	0.00269	0.04007	0.01980	0.00080	0.06882	0.01903	0.00140
78	0.07087	0.00818	0.03431	0.00012	0.00269	0.00009	0.05162	0.02506	0.01778	0.00015	0.00093	0.00037	0.07666	0.03439	0.00262	0.06509	0.03422	0.00275	0.03390	0.01788	0.00067	0.06934	0.01768	0.00118
79	0.07409	0.00782	0.03309	0.00142	0.00261	0.00024	0.04889	0.02828	0.01661	0.00015	0.00073	0.00033	0.07961	0.03208	0.00243	0.06856	0.03409	0.00278	0.02889	0.01650	0.00050	0.06889	0.01671	0.00096
80	0.07628	0.00439	0.03099	0.00401	0.00248	0.00043	0.04583	0.02946	0.01557	0.00020	0.00051	0.00029	0.07938	0.02816	0.00217	0.07318	0.03382	0.00278	0.02499	0.01543	0.00031	0.06666	0.01571	0.00072
81	0.07817	0.00018	0.02844	0.00688	0.00231	0.00061	0.04181	0.02854	0.01411	0.00003	0.00030	0.00026	0.07805	0.02358	0.00188	0.07829	0.03331	0.00274	0.02163	0.01413	0.00011	0.06200	0.01409	0.00049
82	0.08020	0.00348	0.02576	0.00925	0.00214	0.00075	0.03645	0.02593	0.01167	0.00022	0.00009	0.00024	0.07774	0.01922	0.00161	0.08266	0.03229	0.00267	0.01811	0.01182	-0.00008	0.05478	0.01151	0.00026
83	0.08191	0.00481	0.02308	0.01059	0.00198	0.00082	0.02956	0.02223	0.00814	0.00026	-0.00010	0.00022	0.07851	0.01559	0.00140	0.08531	0.03056	0.00256	0.01384	0.00832	-0.00025	0.04528	0.00796	0.00006
84	0.08228	0.00489	0.02046	0.01075	0.00185	0.00083	0.02132	0.01816	0.00380	0.00015	-0.00025	0.00022	0.07883	0.01286	0.00126	0.08574	0.02806	0.00243	0.00848	0.00390	-0.00040	0.03417	0.00369	-0.00009
85	0.08078	0.00463	0.01796	0.00989	0.00175	0.00078	0.01199	0.01425	-0.00103	0.00001	-0.00034	0.00025	0.07750	0.01097	0.00120	0.08405	0.02495	0.00230	0.00191	-0.00103	-0.00052	0.02207	-0.00104	-0.00017
86	0.07727	0.00424	0.01555	0.00828	0.00169	0.00070	0.00177	0.01056	-0.00628	0.00019	-0.00037	0.00030	0.07428	0.00970	0.00119	0.08027	0.02140	0.00218	-0.00570	-0.00641	-0.00058	0.00923	-0.00614	-0.00015
87	0.07169	0.00400	0.01307	0.00619	0.00163	0.00061	-0.00915	0.00718	-0.01199	0.00048	-0.00030	0.00035	0.06887	0.00869	0.00120	0.07452	0.01745	0.00207	-0.01422	-0.01233	-0.00055	-0.00407	-0.01166	-0.00005
88	0.06436	0.00472	0.01030	0.00403	0.00157	0.00054	-0.02022	0.00426	-0.01823	0.00069	-0.00014	0.00039	0.06102	0.00744	0.00119	0.06770	0.01315	0.00196	-0.02323	-0.01872	-0.00042	-0.01721	-0.01774	0.00013
89	0.05651	0.00703	0.00719	0.00210	0.00148	0.00049	-0.03052	0.00131	-0.02485	0.00032	0.00009	0.00041	0.05154	0.00570	0.00114	0.06148	0.00867	0.00183	-0.03144	-0.02507	-0.00021	-0.02959	-0.02462	0.00038
90	0.04926	0.01064	0.00378	0.00050	0.00135	0.00044	-0.03879	0.00254	-0.03145	0.00118	0.00035	0.00042	0.04173	0.00343	0.00104	0.05678	0.00413	0.00165	-0.03700	-0.03061	0.00006	-0.04059	-0.03228	0.00065
91	0.04267	0.01465	0.00009	0.00086	0.00116	0.00037	-0.04472	0.00717	-0.03766	0.00353	0.00062	0.00041	0.03231	0.00070	0.00090	0.05303	-0.00052	0.00142	-0.03964	-0.03516	0.00033	-0.04979	-0.04016	0.00090
92	0.03607	0.01797	-0.00381	0.00214	0.00093	0.00027	-0.04988	0.01145	-0.04364	0.00576	0.00084	0.00039	0.02336	-0.00230	0.00074	0.04878	-0.00532	0.00113	-0.04179	-0.03957	0.00056	-0.05798	-0.04771	0.00112
93	0.02914	0.01911	-0.00762	0.00360	0.00069	0.00016	-0.05698	0.01413	-0.04996	0.00692	0.00100	0.00038	0.01563	-0.00508	0.00058	0.04266	-0.01017	0.00080	-0.04699	-0.04507	0.00073	-0.06697	-0.05485	0.00127
94	0.02253	0.01647	-0.01086	0.00553	0.00045	0.00004	-0.06740	0.01504	-0.05687	0.00667	0.00109	0.00037	0.01089	-0.00695	0.00042	0.03418	-0.01477	0.00048	-0.05677	-0.05216	0.00084	-0.07803	-0.06159	0.00135
95	0.01707	0.00956	-0.01316	0.00800	0.00023	0.00007	-0.08061	0.01483	-0.06399	0.00498	0.00113	0.00035	0.01032	-0.00750	0.00028	0.02383	-0.01881	0.00019	-0.07012	-0.06047	0.00089	-0.09110	-0.06751	0.00137
96	0.01294	0.00060	-0.01444	0.01082	0.00004	0.00016	-0.09506	0.01434	-0.07046	0.00229	0.00112	0.00031	0.01337	-0.00679	0.00015	0.01252	-0.02208	-0.00007	-0.08491	-0.06885	0.00090	-0.10520	-0.07208	0.00134
97	0.00888	0.01192	-0.01518	0.01352	-0.00014	0.00022	-0.10959	0.01383	-0.07550	0.00067	0.00107	0.00028	0.01731	-0.00561	0.00002	0.00045	-0.02474	-0.00029	-0.09981	-0.07597	0.00087	-0.11937	-0.07502	0.00126
98	0.00241	0.02228	-0.01627	0.01570	-0.00033	0.00027	-0.12403	0.01277	-0.07886	0.00338	0.00097	0.00026	0.01817	-0.00517	-0.00014	-0.01334	-0.02738	-0.00052	-0.11500	-0.08126	0.00079	-0.13306	-0.07647	0.00116
99	-0.00922	0.03019	-0.01868	0.01715	-0.00054	0.00031	-0.13854	0.01027	-0.08094	0.00601	0.00086	0.00026	0.01213	-0.00655	-0.00033	-0.03057	-0.03080	-0.00076	-0.13128	-0.08519	0.00067	-0.14580	-0.07668	0.00104
100	-0.02821	0.03518	-0.02311	0.01790	-0.00077	0.00034	-0.15244	0.00500	-0.08221	0.00910	0.00073	0.00029	-0.00334	-0.01046	-0.00053	-0.05309	-0.03577	-0.00101	-0.14890	-0.08864	0.00053	-0.15597	-0.07578	0.00094
101	-0.05485	0.03800	-0.02972	0.01820	-0.00096	0.00039	-0.16329	0.00461	-0.08263	0.01319	0.00064	0.00035	-0.02798	-0.01685	-0.00069	-0.08172	-0.04259	-0.00124	-0.16655	-0.09195	0.00040	-0.16003	-0.07330	0.00089
