	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d
42	0.15553	0.11835	-0.03599	0.10139	-0.12698	0.06206	0.37353	0.14761	-0.00838	0.07770	-0.16343	0.05574	0.48584	-0.02071	-0.22130	0.02507	-0.14602	-0.19668	0.15628	-0.07922	-0.13534	0.18548	-0.01562	-0.07770	0.42087	-0.03566	-0.19723	0.25602	0.05366	-0.10656	0.43112	0.10206	-0.09987
43	0.15090	0.12445	-0.02655	0.10159	-0.12731	0.06279	0.39037	0.15652	-0.00805	0.07995	-0.18051	0.05789	0.51172	-0.02341	-0.24210	0.01355	-0.13711	-0.19721	0.16065	-0.07716	-0.14751	0.18298	-0.00522	-0.07569	0.43652	-0.03859	-0.21501	0.25617	0.06269	-0.10904	0.45257	0.10698	-0.11743
44	0.14705	0.13214	-0.01208	0.10147	-0.12479	0.06318	0.40840	0.16382	-0.00654	0.08231	-0.19839	0.06027	0.53521	-0.02531	-0.26424	0.00117	-0.12284	-0.19444	0.16794	-0.07477	-0.16157	0.18125	0.01020	-0.07118	0.45643	-0.03896	-0.23279	0.25872	0.07640	-0.10875	0.47403	0.11290	-0.13496
45	0.14548	0.14012	0.00676	0.10082	-0.11993	0.06292	0.42664	0.16983	-0.00300	0.08439	-0.21608	0.06288	0.55617	-0.02488	-0.28645	-0.00904	-0.10359	-0.18862	0.17684	-0.07135	-0.17652	0.18118	0.02983	-0.06510	0.47934	-0.03582	-0.25001	0.26429	0.09404	-0.10608	0.49420	0.12004	-0.15134
46	0.14717	0.14699	0.02871	0.09946	-0.11353	0.06175	0.44409	0.17499	0.00327	0.08590	-0.23263	0.06560	0.57486	-0.02102	-0.30741	-0.01473	-0.08040	-0.18038	0.18598	-0.06604	-0.19115	0.18397	0.05222	-0.05861	0.50381	-0.02855	-0.26620	0.27227	0.11431	-0.10160	0.51173	0.12870	-0.16576
47	0.15217	0.15144	0.05204	0.09742	-0.10631	0.05960	0.45996	0.17972	0.01264	0.08677	-0.24728	0.06828	0.59156	-0.01332	-0.32595	-0.01465	-0.05496	-0.17050	0.19428	-0.05825	-0.20441	0.19020	0.07546	-0.05273	0.52836	-0.01702	-0.28096	0.28098	0.13562	-0.09571	0.52563	0.13916	-0.17781
48	0.15968	0.15243	0.07486	0.09487	-0.09869	0.05653	0.47389	0.18402	0.02505	0.08696	-0.25952	0.07076	0.60657	-0.00213	-0.34128	-0.00862	-0.02930	-0.15965	0.20164	-0.04754	-0.21547	0.19922	0.09755	-0.04799	0.55180	-0.00158	-0.29399	0.28844	0.15633	-0.08842	0.53555	0.15143	-0.18736
49	0.16809	0.14945	0.09552	0.09200	-0.09050	0.05284	0.48614	0.18775	0.04007	0.08641	-0.26907	0.07300	0.62024	0.01172	-0.35301	0.00235	-0.00529	-0.14805	0.20871	-0.03365	-0.22384	0.20932	0.11692	-0.04417	0.57404	0.01712	-0.30515	0.29260	0.17494	-0.07929	0.54158	0.16511	-0.19427
50	0.17567	0.14242	0.11296	0.08884	-0.08111	0.04898	0.49694	0.19093	0.05699	0.08497	-0.27563	0.07521	0.63280	0.02709	-0.36104	0.01680	0.01594	-0.13543	0.21584	-0.01668	-0.22917	0.21833	0.13260	-0.04030	0.59550	0.03815	-0.31430	0.29189	0.19033	-0.06761	0.54360	0.17940	-0.19803
51	0.18082	0.13147	0.12675	0.08524	-0.06962	0.04540	0.50594	0.19380	0.07478	0.08256	-0.27872	0.07770	0.64380	0.04281	-0.36519	0.03318	0.03409	-0.12105	0.22258	0.00283	-0.23102	0.22406	0.14432	-0.03511	0.61602	0.06022	-0.32099	0.28523	0.20182	-0.05270	0.54137	0.19327	-0.19766
52	0.18198	0.11709	0.13704	0.08088	-0.05527	0.04235	0.51209	0.19649	0.09228	0.07915	-0.27741	0.08076	0.65198	0.05779	-0.36498	0.04959	0.04954	-0.10401	0.22776	0.02390	-0.22865	0.22446	0.15253	-0.02743	0.63422	0.08190	-0.32421	0.27190	0.20905	-0.03438	0.53441	0.20551	-0.19180
53	0.17757	0.09984	0.14419	0.07533	-0.03795	0.03966	0.51380	0.19859	0.10832	0.07479	-0.27040	0.08449	0.65487	0.07112	-0.35940	0.06399	0.06298	-0.08370	0.23022	0.04521	-0.22083	0.21724	0.15784	-0.01676	0.64766	0.10198	-0.32231	0.25147	0.21176	-0.01340	0.52244	0.21497	-0.17907
54	0.16562	0.08037	0.14822	0.06812	-0.01853	0.03669	0.50934	0.19890	0.12184	0.06958	-0.25624	0.08854	0.64969	0.08217	-0.34696	0.07385	0.07489	-0.06032	0.22965	0.06517	-0.20614	0.19949	0.16024	-0.00362	0.65333	0.11953	-0.31322	0.22350	0.20953	0.00836	0.50471	0.22050	-0.15862
55	0.14397	0.05960	0.14846	0.05879	0.00113	0.03257	0.49731	0.19601	0.13187	0.06366	-0.23376	0.09199	0.63410	0.09064	-0.32593	0.07597	0.08525	-0.03503	0.22652	0.08194	-0.18348	0.16875	0.15860	0.01027	0.64868	0.13381	-0.29493	0.18718	0.20152	0.02815	0.47994	0.22110	-0.13070
56	0.11125	0.03884	0.14360	0.04713	0.01852	0.02664	0.47655	0.18948	0.13755	0.05716	-0.20268	0.09339	0.60677	0.09636	-0.29487	0.06749	0.09328	-0.00983	0.22053	0.09368	-0.15286	0.12462	0.15081	0.02234	0.63244	0.14430	-0.26600	0.14164	0.18670	0.04305	0.44648	0.21588	-0.09697
57	0.06812	0.02014	0.13230	0.03369	0.03112	0.01906	0.44596	0.18059	0.13811	0.05023	-0.16406	0.09103	0.56783	0.09912	-0.25336	0.04723	0.09745	0.01277	0.20924	0.09883	-0.11595	0.06971	0.13477	0.02978	0.60428	0.15041	-0.22630	0.08742	0.16468	0.05082	0.40249	0.20409	-0.06064
58	0.01756	0.00943	0.11410	0.02051	0.03722	0.01184	0.40449	0.17163	0.13301	0.04326	-0.12068	0.08353	0.51858	0.09868	-0.20284	0.01690	0.09627	0.03032	0.18873	0.09642	-0.07627	0.00848	0.10951	0.03045	0.56405	0.15146	-0.17762	0.02730	0.13652	0.05089	0.34661	0.18550	-0.02599
59	-0.03488	0.01752	0.09005	0.01406	0.03641	0.01089	0.35133	0.16433	0.12216	0.03710	-0.07685	0.07043	0.46060	0.09489	-0.14708	-0.01933	0.08903	0.04114	0.15530	0.08624	-0.03879	-0.05385	0.07653	0.02395	0.51064	0.14676	-0.12396	-0.03144	0.10459	0.04414	0.27880	0.16075	0.00241
60	-0.08480	0.02892	0.06269	0.02054	0.02992	0.01703	0.28660	0.15875	0.10607	0.03283	-0.03775	0.05268	0.39513	0.08786	-0.09189	-0.05584	0.07622	0.04479	0.10716	0.06909	-0.00879	-0.11368	0.03906	0.01134	0.44271	0.13593	-0.07119	-0.08487	0.07279	0.03363	0.20140	0.13142	0.02088
61	-0.12400	0.03553	0.03627	0.02826	0.02035	0.02273	0.21226	0.15318	0.08600	0.03110	-0.00793	0.03274	0.32265	0.07797	-0.04381	-0.08847	0.05975	0.04242	0.04578	0.04682	0.01000	-0.15953	0.00491	-0.00298	0.36055	0.11929	-0.02584	-0.12401	0.04416	0.02161	0.12008	0.09994	0.02793
62	-0.12873	0.07142	0.00860	0.03589	0.00381	0.02900	0.13243	0.14509	0.06375	0.03127	0.01002	0.01401	0.24418	0.06607	-0.00800	-0.11257	0.04225	0.03573	-0.02323	0.02224	0.01672	-0.20684	-0.02917	-0.02092	0.26723	0.09814	0.00687	-0.06677	0.01272	-0.00338	0.04153	0.06855	0.02450
63	-0.13840	0.03595	-0.00079	0.02685	0.00142	0.02442	0.05441	0.13252	0.04199	0.03224	0.01664	0.00553	0.16370	0.05346	0.01335	-0.13426	0.02617	0.02838	-0.09189	-0.00160	0.01353	-0.17623	-0.02752	-0.01921	0.16949	0.07494	0.02488	-0.10470	-0.00103	-0.00490	-0.02364	0.04117	0.01482
64	-0.13232	0.01550	-0.00089	0.01260	0.00449	0.01247	-0.01555	0.11757	0.02225	0.03260	0.01416	0.01382	0.08881	0.04199	0.02170	-0.13757	0.01300	0.01880	-0.14752	-0.02012	0.00510	-0.11487	-0.00408	-0.00123	0.07818	0.05289	0.02963	-0.14450	-0.01159	-0.00409	-0.08168	0.01423	0.00020
65	-0.13335	0.05661	-0.01240	0.01257	-0.00387	0.00044	-0.06560	0.10525	0.00897	0.03522	0.00908	0.01661	0.02730	0.03273	0.02063	-0.06809	0.00211	-0.00350	-0.20485	-0.04086	-0.00656	-0.16273	-0.01990	-0.00435	0.00306	0.03491	0.02598	-0.16924	-0.01942	-0.00376	-0.08791	0.00909	-0.00374
66	-0.15340	0.03952	-0.01824	0.00856	-0.00258	0.00047	-0.06530	0.04368	0.01609	0.01202	0.00842	0.00988	-0.01635	0.02762	0.01598	-0.10811	-0.00836	-0.00204	-0.11873	0.00006	-0.00159	-0.17122	-0.02355	-0.00282	-0.04785	0.02240	0.01778	-0.18087	-0.02279	-0.00287	-0.07828	0.01426	0.00151
67	-0.15905	0.02455	-0.02116	0.00484	-0.00208	0.00029	-0.08098	0.03339	0.01170	0.00750	0.00226	0.00337	-0.04618	0.02068	0.00721	-0.13098	-0.01589	-0.00177	-0.10875	0.00869	0.00147	-0.16968	-0.02540	-0.00236	-0.05863	0.01424	-0.00027	-0.17649	-0.02219	-0.00211	-0.11036	0.00318	0.00064
68	-0.15113	0.00900	-0.02056	0.00246	-0.00148	0.00019	-0.10763	0.03086	0.00303	0.00634	0.00048	0.00088	-0.07002	0.01087	-0.00053	-0.14140	-0.01977	-0.00129	-0.13789	-0.00149	0.00111	-0.15281	-0.02331	-0.00167	-0.09550	0.00545	0.00002	-0.15916	-0.01859	-0.00147	-0.12711	-0.00271	0.00132
69	-0.13262	0.00562	-0.01759	0.00372	-0.00108	0.00018	-0.12288	0.02642	-0.00129	0.00643	0.00124	0.00064	-0.08649	0.00728	0.00116	-0.13855	-0.02019	-0.00091	-0.14259	-0.00281	0.00188	-0.12736	-0.01925	-0.00126	-0.12021	-0.00139	0.00038	-0.13196	-0.01333	-0.00108	-0.14223	-0.00825	0.00154
70	-0.10709	0.01566	-0.01322	0.00526	-0.00089	0.00018	-0.13169	0.02662	-0.00480	0.00658	0.00143	0.00063	-0.09324	0.00383	0.00119	-0.12516	-0.01792	-0.00069	-0.14725	-0.00474	0.00216	-0.09737	-0.01421	-0.00104	-0.13466	-0.00616	0.00070	-0.09873	-0.00753	-0.00093	-0.15159	-0.01212	0.00167
71	-0.07863	0.02312	-0.00840	0.00596	-0.00087	0.00021	-0.13449	0.02669	-0.00678	0.00676	0.00163	0.00053	-0.09520	0.00158	0.00157	-0.10527	-0.01399	-0.00062	-0.14640	-0.00519	0.00233	-0.06670	-0.00910	-0.00101	-0.14193	-0.00899	0.00104	-0.06390	-0.00213	-0.00098	-0.15442	-0.01450	0.00157
72	-0.05158	0.02778	-0.00391	0.00578	-0.00099	0.00025	-0.13273	0.02475	-0.00763	0.00654	0.00163	0.00045	-0.09586	0.00018	0.00172	-0.08350	-0.00946	-0.00070	-0.14227	-0.00545	0.00222	-0.03833	-0.00435	-0.00109	-0.14381	-0.01009	0.00123	-0.03291	0.00208	-0.00117	-0.14898	-0.01515	0.00134
73	-0.03080	0.02961	-0.00052	0.00490	-0.00117	0.00029	-0.12740	0.02016	-0.00760	0.00594	0.00151	0.00040	-0.09749	-0.00050	0.00177	-0.06485	-0.00541	-0.00085	-0.13414	-0.00561	0.00191	-0.01642	-0.00054	-0.00124	-0.14137	-0.00988	0.00130	-0.01114	0.00439	-0.00141	-0.13661	-0.01440	0.00105
74	-0.02090	0.02842	0.00096	0.00355	-0.00136	0.00032	-0.11950	0.01454	-0.00710	0.00520	0.00129	0.00038	-0.09976	-0.00066	0.00167	-0.05366	-0.00277	-0.00102	-0.12195	-0.00587	0.00147	-0.00627	0.00136	-0.00140	-0.13481	-0.00885	0.00123	-0.00278	0.00430	-0.00166	-0.12151	-0.01303	0.00079
75	-0.02472	0.02391	-0.00010	0.00188	-0.00152	0.00035	-0.10952	0.01022	-0.00649	0.00465	0.00103	0.00036	-0.09971	-0.00047	0.00147	-0.05231	-0.00218	-0.00116	-0.10695	-0.00626	0.00100	-0.01163	0.00040	-0.00154	-0.12388	-0.00745	0.00107	-0.01022	0.00148	-0.00187	-0.10752	-0.01176	0.00058
76	-0.04151	0.01685	-0.00378	0.00028	-0.00166	0.00039	-0.09819	0.00766	-0.00608	0.00443	0.00075	0.00033	-0.09481	-0.00027	0.00117	-0.06096	-0.00385	-0.00126	-0.09207	-0.00700	0.00056	-0.03147	-0.00347	-0.00167	-0.10934	-0.00605	0.00083	-0.03210	-0.00402	-0.00204	-0.09652	-0.01101	0.00043
77	-0.06634	0.00938	-0.00930	0.00194	-0.00175	0.00043	-0.08744	0.00589	-0.00629	0.00449	0.00047	0.00028	-0.08592	-0.00060	0.00082	-0.07701	-0.00745	-0.00132	-0.08029	-0.00834	0.00020	-0.05943	-0.00915	-0.00177	-0.09430	-0.00518	0.00056	-0.06257	-0.01131	-0.00217	-0.08927	-0.01104	0.00031
78	-0.09155	0.00513	-0.01524	0.00342	-0.00183	0.00047	-0.08008	0.00531	-0.00757	0.00460	0.00022	0.00022	-0.07742	-0.00219	0.00045	-0.09560	-0.01206	-0.00135	-0.07421	-0.01064	-0.00008	-0.08579	-0.01481	-0.00185	-0.08253	-0.00538	0.00028	-0.09327	-0.01886	-0.00228	-0.08617	-0.01207	0.00022
79	-0.10984	0.00807	-0.02006	0.00451	-0.00188	0.00051	-0.07854	0.00597	-0.01026	0.00461	-0.00002	0.00019	-0.07410	-0.00555	0.00009	-0.11113	-0.01653	-0.00136	-0.07603	-0.01423	-0.00029	-0.10120	-0.01852	-0.00189	-0.07668	-0.00707	0.00000	-0.11719	-0.02514	-0.00239	-0.08735	-0.01420	0.00013
80	-0.11738	0.01486	-0.02288	0.00561	-0.00192	0.00055	-0.08380	0.00726	-0.01443	0.00456	-0.00023	0.00020	-0.07845	-0.01070	-0.00022	-0.11975	-0.01998	-0.00139	-0.08619	-0.01917	-0.00045	-0.10147	-0.01932	-0.00189	-0.07757	-0.01036	-0.00027	-0.13091	-0.02936	-0.00250	-0.09301	-0.01749	0.00003
81	-0.11510	0.02287	-0.02390	0.00707	-0.00196	0.00060	-0.09498	0.00920	-0.01980	0.00452	-0.00041	0.00022	-0.08958	-0.01709	-0.00048	-0.12088	-0.02231	-0.00143	-0.10234	-0.02502	-0.00057	-0.08989	-0.01776	-0.00184	-0.08482	-0.01511	-0.00051	-0.13453	-0.03164	-0.00261	-0.10319	-0.02197	-0.00009
82	-0.10744	0.02903	-0.02412	0.00869	-0.00200	0.00065	-0.10942	0.01101	-0.02575	0.00444	-0.00056	0.00022	-0.10414	-0.02379	-0.00064	-0.11661	-0.02402	-0.00148	-0.12038	-0.03103	-0.00065	-0.07493	-0.01547	-0.00178	-0.09658	-0.02078	-0.00071	-0.13078	-0.03286	-0.00273	-0.11655	-0.02739	-0.00023
83	-0.09942	0.03108	-0.02470	0.01000	-0.00204	0.00069	-0.12317	0.01191	-0.03141	0.00426	-0.00065	0.00021	-0.11777	-0.02981	-0.00072	-0.11009	-0.02585	-0.00156	-0.13546	-0.03629	-0.00067	-0.06441	-0.01419	-0.00173	-0.10921	-0.02640	-0.00085	-0.12376	-0.03408	-0.00284	-0.13025	-0.03312	-0.00036
84	-0.09449	0.02896	-0.02651	0.01057	-0.00211	0.00071	-0.13254	0.01169	-0.03591	0.00402	-0.00068	0.00018	-0.12708	-0.03437	-0.00070	-0.10443	-0.02835	-0.00167	-0.14350	-0.03994	-0.00062	-0.06187	-0.01514	-0.00173	-0.11872	-0.03100	-0.00091	-0.11717	-0.03604	-0.00293	-0.14086	-0.03833	-0.00047
85	-0.09378	0.02440	-0.02973	0.01027	-0.00219	0.00070	-0.13566	0.01078	-0.03871	0.00387	-0.00062	0.00018	-0.13103	-0.03716	-0.00060	-0.10185	-0.03176	-0.00179	-0.14257	-0.04133	-0.00049	-0.06637	-0.01859	-0.00178	-0.12276	-0.03398	-0.00088	-0.11313	-0.03883	-0.00299	-0.14630	-0.04236	-0.00052
86	-0.09631	0.01928	-0.03380	0.00923	-0.00227	0.00064	-0.13282	0.01024	-0.03971	0.00408	-0.00049	0.00020	-0.13068	-0.03837	-0.00043	-0.10264	-0.03579	-0.00192	-0.13320	-0.04033	-0.00026	-0.07466	-0.02374	-0.00188	-0.12128	-0.03520	-0.00075	-0.11164	-0.04187	-0.00300	-0.14611	-0.04495	-0.00050
87	-0.09992	0.01475	-0.03769	0.00771	-0.00231	0.00054	-0.12570	0.01104	-0.03918	0.00475	-0.00028	0.00025	-0.12795	-0.03846	-0.00022	-0.10529	-0.03978	-0.00202	-0.11811	-0.03733	0.00004	-0.08323	-0.02915	-0.00198	-0.11635	-0.03498	-0.00053	-0.11123	-0.04414	-0.00293	-0.14038	-0.04596	-0.00038
88	-0.10243	0.01133	-0.04031	0.00609	-0.00228	0.00042	-0.11663	0.01286	-0.03765	0.00552	-0.00000	0.00029	-0.12433	-0.03795	0.00001	-0.10763	-0.04284	-0.00204	-0.10133	-0.03324	0.00041	-0.08944	-0.03336	-0.00203	-0.11109	-0.03408	-0.00025	-0.11023	-0.04472	-0.00276	-0.12976	-0.04534	-0.00017
89	-0.10262	0.00898	-0.04095	0.00475	-0.00216	0.00030	-0.10827	0.01493	-0.03589	0.00596	0.00031	0.00034	-0.12137	-0.03745	0.00024	-0.10757	-0.04411	-0.00196	-0.08745	-0.02933	0.00080	-0.09225	-0.03548	-0.00201	-0.10801	-0.03348	0.00005	-0.10805	-0.04325	-0.00250	-0.11626	-0.04331	0.00014
90	-0.10038	0.00716	-0.03956	0.00386	-0.00196	0.00023	-0.10298	0.01679	-0.03473	0.00583	0.00062	0.00037	-0.12062	-0.03765	0.00043	-0.10391	-0.04314	-0.00177	-0.08040	-0.02694	0.00116	-0.09213	-0.03548	-0.00189	-0.10795	-0.03394	0.00034	-0.10509	-0.04005	-0.00221	-0.10295	-0.04039	0.00054
91	-0.09648	0.00608	-0.03666	0.00314	-0.00176	0.00022	-0.10208	0.01771	-0.03483	0.00519	0.00088	0.00041	-0.12239	-0.03898	0.00057	-0.09684	-0.04011	-0.00154	-0.08269	-0.02730	0.00143	-0.09024	-0.03396	-0.00174	-0.11034	-0.03580	0.00056	-0.10237	-0.03591	-0.00199	-0.09290	-0.03726	0.00096
92	-0.09232	0.00777	-0.03305	0.00232	-0.00165	0.00027	-0.10592	0.01722	-0.03661	0.00455	0.00102	0.00045	-0.12585	-0.04146	0.00061	-0.08807	-0.03573	-0.00139	-0.09504	-0.03121	0.00150	-0.08759	-0.03165	-0.00165	-0.11429	-0.03906	0.00067	-0.10128	-0.03177	-0.00192	-0.08849	-0.03472	0.00131
93	-0.08944	0.01183	-0.02947	0.00128	-0.00173	0.00033	-0.11430	0.01661	-0.04016	0.00517	0.00100	0.00048	-0.13024	-0.04488	0.00053	-0.08017	-0.03088	-0.00143	-0.11625	-0.03876	0.00131	-0.08539	-0.02916	-0.00169	-0.11967	-0.04353	0.00066	-0.10277	-0.02837	-0.00209	-0.09105	-0.03347	0.00150
94	-0.08891	0.01604	-0.02617	0.00051	-0.00202	0.00039	-0.12692	0.01872	-0.04510	0.00761	0.00079	0.00051	-0.13557	-0.04877	0.00032	-0.07498	-0.02609	-0.00172	-0.14406	-0.04907	0.00089	-0.08532	-0.02672	-0.00189	-0.12725	-0.04886	0.00050	-0.10644	-0.02570	-0.00246	-0.10079	-0.03369	0.00146
95	-0.09034	0.01888	-0.02270	0.00126	-0.00244	0.00042	-0.14338	0.02426	-0.05049	0.01095	0.00044	0.00051	-0.14243	-0.05232	0.00003	-0.07299	-0.02134	-0.00223	-0.17585	-0.06031	0.00032	-0.08758	-0.02384	-0.00217	-0.13797	-0.05446	0.00023	-0.11045	-0.02291	-0.00293	-0.11728	-0.03487	0.00119
96	-0.09196	0.01966	-0.01819	0.00191	-0.00284	0.00046	-0.16292	0.03043	-0.05494	0.01411	0.00003	0.00049	-0.15213	-0.05462	-0.00030	-0.07307	-0.01608	-0.00280	-0.20775	-0.06979	-0.00025	-0.09049	-0.01980	-0.00241	-0.15186	-0.05930	-0.00011	-0.11231	-0.01871	-0.00332	-0.13993	-0.03602	0.00076
97	-0.09122	0.01829	-0.01172	0.00203	-0.00304	0.00053	-0.18378	0.03363	-0.05680	0.01607	-0.00035	0.00043	-0.16573	-0.05476	-0.00057	-0.07296	-0.00960	-0.00322	-0.23420	-0.07439	-0.00067	-0.09115	-0.01365	-0.00244	-0.16810	-0.06207	-0.00042	-0.10955	-0.01191	-0.00346	-0.16707	-0.03598	0.00028
98	-0.08698	0.01494	-0.00366	0.00310	-0.00308	0.00033	-0.20277	0.03122	-0.05462	0.01615	-0.00057	0.00032	-0.18274	-0.05182	-0.00072	-0.07074	-0.00184	-0.00332	-0.24902	-0.07154	-0.00083	-0.09009	-0.00724	-0.00271	-0.18517	-0.06151	-0.00064	-0.10012	-0.00191	-0.00321	-0.19416	-0.03362	-0.00010
99	-0.08697	0.02441	-0.00028	0.01610	-0.00337	0.00104	-0.21548	0.02188	-0.04758	0.01457	-0.00057	0.00022	-0.20028	-0.04529	-0.00069	-0.06514	0.00652	-0.00301	-0.24703	-0.06010	-0.00067	-0.11333	-0.01866	-0.00455	-0.20117	-0.05700	-0.00069	-0.08244	0.01131	-0.00256	-0.21341	-0.02793	-0.00025
100	-0.05991	0.00754	0.01722	0.00904	-0.00197	0.00036	-0.21670	0.00597	-0.03566	0.01294	-0.00033	0.00021	-0.21256	-0.03518	-0.00045	-0.05513	0.01470	-0.00230	-0.22531	-0.04073	-0.00021	-0.06860	0.00970	-0.00204	-0.21278	-0.04862	-0.00054	-0.05600	0.02725	-0.00158	-0.21616	-0.01811	-0.00010
101	-0.03769	0.01433	0.02926	0.01349	-0.00096	0.00045	-0.20201	0.01490	-0.01956	0.01376	0.00015	0.00032	-0.21250	-0.02196	-0.00002	-0.04020	0.02256	-0.00132	-0.18328	-0.01548	0.00047	-0.05059	0.02044	-0.00111	-0.21537	-0.03690	-0.00021	-0.02227	0.04478	-0.00046	-0.19688	-0.00391	0.00036
