	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d
17	24.48004	0.91182	37.32014	0.79080	17.88974	1.57675	5.47505	1.09540	24.94561	0.31787	45.83213	0.98249	23.45692	1.54491	1.05733	1.32135	24.70232	24.83112	37.47800	36.50425	15.88909	16.07816	3.83517	4.75589	24.93004	45.91826	21.87211	-0.67899	23.84391	37.10668	17.93930	5.62083	25.38893	44.61630	22.41555	1.45032	23.85330	24.50905	37.96510	37.03243	19.87530	18.25136	6.18334	5.70327	24.64554	47.01830	25.01057	0.96535	26.18858	23.43197	38.66928	36.48521	19.72773	17.46725	7.25427	4.97260	24.81792	45.77565	24.52946	2.49266
18	24.75543	0.98498	35.93096	0.89983	16.57483	1.52609	5.66513	1.05174	25.08260	0.33326	44.44094	1.00994	22.44214	1.62644	1.90995	1.34481	24.92527	25.12137	36.14520	35.12944	14.73517	14.70761	4.07354	4.81300	24.99455	44.49131	20.78333	0.13133	24.17491	35.88251	16.76412	5.93949	25.54850	43.16291	21.31940	2.27562	24.03753	24.77123	36.39589	35.49220	18.48271	16.85038	6.38991	5.89953	24.75769	45.63375	23.99911	1.86470	26.63333	23.62441	37.57235	34.89911	18.35122	16.13263	7.26769	5.27277	25.02968	44.47577	23.66671	3.36813
19	25.03137	1.03149	34.53390	1.00804	15.23685	1.50695	5.81664	1.01920	25.29490	0.36462	42.99080	1.01101	21.26790	1.71379	2.69281	1.32809	25.15170	25.40479	34.66642	33.78953	13.39395	13.38578	4.25328	4.85865	25.14230	42.96191	19.52129	0.92268	24.52011	34.68142	15.59713	6.21289	25.79263	41.71199	20.07718	2.99257	24.24282	25.03825	34.81065	34.01778	17.05259	15.48834	6.56749	6.06749	24.93759	44.18094	22.85655	2.72543	27.01640	23.84549	36.45305	33.31842	16.99051	14.74961	7.23159	5.52512	25.30709	43.10833	22.61658	4.13057
20	25.31058	1.06973	33.20429	1.11898	13.95376	1.51830	5.94263	0.99718	25.57907	0.40343	41.58507	0.99029	20.04632	1.78641	3.36886	1.26918	25.38071	25.67341	33.13974	32.52551	11.96275	12.16506	4.38886	4.90639	25.37467	41.46471	18.22837	1.66749	24.86313	33.53340	14.47803	6.44403	26.11610	40.35506	18.80041	3.57637	24.46749	25.30416	33.30655	32.68013	15.68677	14.25023	6.72450	6.21947	25.18608	42.76170	21.68529	3.49175	27.39258	24.09257	35.39785	31.84685	15.69597	13.43755	7.16767	5.74746	25.63944	41.75881	21.47120	4.73985
21	25.55488	1.02985	31.94494	1.13327	12.78663	1.55747	6.05716	0.98470	25.92265	0.44088	40.29445	0.95577	18.86369	1.83143	3.91667	1.17720	25.60964	25.92092	31.65379	31.35365	10.54016	11.07989	4.49603	4.96923	25.68556	40.10805	17.01090	2.33633	25.18844	32.44778	13.43817	6.64830	26.50383	39.13917	17.57431	4.02579	24.70636	25.56026	31.94516	31.50938	14.46188	13.19264	6.86865	6.36371	25.49569	41.45057	20.55828	4.12041	27.54007	24.35848	34.15474	30.55009	14.50455	12.28909	7.09870	5.95547	26.00550	40.47999	20.31125	5.18415
22	25.72518	0.85089	30.73166	0.96398	11.77463	1.61558	6.17153	0.97984	26.30356	0.47095	39.14689	0.91549	17.77725	1.84670	4.33189	1.06754	25.83438	26.14229	30.27595	30.27034	9.21924	10.14687	4.59103	5.05482	26.05878	38.95122	15.93375	2.90431	25.48228	31.41562	12.50028	6.84783	26.93081	38.06616	16.45112	4.35428	24.94950	25.79530	30.74718	30.50009	13.42376	12.34186	7.00563	6.50205	25.84881	40.28184	19.52102	4.59113	27.24078	24.63176	32.46163	29.45082	13.43028	11.36008	7.03931	6.16003	26.37583	39.28832	19.20309	5.47785
23	25.95405	0.84238	29.72001	0.96755	10.93271	1.67902	6.29063	0.98029	26.69223	0.49243	38.12953	0.88005	16.81607	1.83789	4.62653	0.95448	26.04992	26.33309	29.04466	29.26106	8.07225	9.36929	4.68681	5.16280	26.46758	37.99668	15.02523	3.36159	25.73332	30.41777	11.67518	7.06073	27.36477	37.10289	15.45065	4.58267	25.18255	25.99690	29.69854	29.62064	12.58555	11.69569	7.13593	6.63057	26.21892	39.24760	18.59555	4.91036	27.48481	24.89775	31.46460	28.53282	12.46605	10.66498	6.99275	6.36481	26.71766	38.17097	18.19284	5.65148
24	26.13456	0.79839	28.77105	0.89657	10.25539	1.73467	6.41331	0.98393	27.05608	0.50928	37.19998	0.86383	15.98488	1.81308	4.82516	0.84636	26.25134	26.48922	27.96792	28.31069	7.13820	8.74680	4.79065	5.28776	26.87736	37.19699	14.28434	3.71842	25.93336	29.43568	10.96294	7.29414	27.77132	36.19828	14.57011	4.73631	25.38930	26.15424	28.76201	28.82376	11.93128	11.22948	7.25371	6.74378	26.57492	38.30669	17.78314	5.10557	27.58394	25.14050	30.34621	27.75109	11.59643	10.18262	6.95508	6.56806	27.00072	37.09795	17.30194	5.74035
25	26.27326	0.75237	27.87119	0.79242	9.72476	1.77329	6.53551	0.98888	27.36524	0.52820	36.30229	0.87822	15.26938	1.77816	4.95805	0.74470	26.43339	26.60731	27.02935	27.40829	6.42420	8.28003	4.90546	5.42371	27.25118	36.47411	13.68767	4.00008	26.07839	28.45984	10.35851	7.54460	28.11974	35.29972	13.79600	4.84329	25.55550	26.26136	27.89000	28.05902	11.42562	10.90474	7.34959	6.83853	26.88750	37.40107	17.06727	5.21377	27.63151	25.34534	29.20587	27.04594	10.81033	9.86987	6.92029	6.76639	27.20255	36.03425	16.52657	5.77505
26	26.36614	0.70824	26.99418	0.66797	9.31877	1.79022	6.65310	0.99399	27.59785	0.55427	35.38273	0.92155	14.64177	1.73502	5.05303	0.64591	26.58988	26.68514	26.19594	26.54630	5.91408	7.96765	5.03223	5.56533	27.55638	35.74437	13.19693	4.23620	26.16986	27.49242	9.85671	7.80309	28.38787	34.36412	13.11001	4.92979	25.67208	26.31888	27.03670	27.28730	11.02624	10.68036	7.41546	6.91413	27.13518	36.47398	16.41896	5.27076	27.62596	25.50116	28.04244	26.35819	10.10904	9.67732	6.88448	6.95698	27.31200	34.94843	15.84117	5.77537
27	26.41543	0.67379	26.12647	0.54422	9.01790	1.78345	6.76344	0.99896	27.74285	0.58739	34.40156	0.97972	14.06873	1.68265	5.13066	0.54443	26.71412	26.72153	25.42858	25.72170	5.58029	7.80575	5.17237	5.70754	27.76987	34.94022	12.76908	4.45226	26.21458	26.54398	9.45368	8.06044	28.56405	33.36379	12.49129	5.01415	25.73673	26.33305	26.16739	26.49077	10.69345	10.52278	7.44790	6.97051	27.30777	35.48413	15.80539	5.30511	27.58634	25.60163	26.89022	25.64262	9.50621	9.56317	6.84699	7.13831	27.32969	33.81809	15.20916	5.75113
28	26.42539	0.65221	25.26591	0.43871	8.80932	1.75271	6.86593	1.00456	27.79978	0.62264	33.33886	1.03654	13.52111	1.61994	5.20444	0.43665	26.80083	26.71596	24.69423	24.93860	5.39360	7.79069	5.32732	5.84506	27.88034	34.02214	12.36707	4.66656	26.22268	25.62813	9.14581	8.30999	28.64646	32.28798	11.91982	5.10481	25.75321	26.31288	25.26298	25.67374	10.39569	10.41271	7.44872	7.00803	27.40623	34.41273	15.19944	5.33671	27.52674	25.64543	25.78717	24.87654	9.02432	9.50245	6.81225	7.31014	27.26611	32.63260	14.59810	5.70967
29	26.40117	0.64254	24.42066	0.36660	8.68817	1.70049	6.96262	1.01205	27.77637	0.65383	32.19449	1.08141	12.98196	1.54751	5.28393	0.32341	26.84798	26.66821	23.97597	24.20454	5.33047	7.91800	5.49723	5.97390	27.88763	32.98045	11.96724	4.89038	26.20450	24.75693	8.92802	8.54762	28.64134	31.14186	11.38211	5.20404	25.72912	26.26684	24.32170	24.85490	10.11448	10.34600	7.42447	7.03025	27.43890	33.26245	14.58691	5.37847	27.45570	25.63583	24.76912	24.06145	8.69056	9.48965	6.79134	7.47356	27.13761	31.39322	13.99159	5.66285
30	26.34723	0.64117	23.60345	0.34376	8.65563	1.63433	7.05906	1.02195	27.68490	0.67681	30.98351	1.11083	12.44921	1.46815	5.37739	0.21001	26.85671	26.57800	23.27138	23.52264	5.37423	8.17799	5.68043	6.09476	27.79997	31.82876	11.56072	5.12927	26.16776	23.93642	8.79173	8.77172	28.56043	29.94225	10.87500	5.31343	25.67300	26.20016	23.35730	24.05616	9.84774	10.32968	7.38580	7.04726	27.41737	32.05206	13.96892	5.43866	27.37510	25.57986	23.86244	23.21779	8.53299	9.53503	6.80086	7.63261	26.96182	30.11097	13.39222	5.62819
31	26.26633	0.64412	22.82472	0.37636	8.71467	1.56811	7.16424	1.03400	27.53840	0.69098	29.73003	1.12626	11.93448	1.38661	5.49310	0.10585	26.82957	26.44496	22.58367	22.88699	5.51096	8.55361	5.87328	6.21514	27.63008	30.59476	11.15223	5.38562	26.11623	23.16213	8.72359	8.98445	28.41748	28.71168	10.40508	5.43651	25.59136	26.11403	22.39209	23.29388	9.60758	10.37590	7.34645	7.07558	27.35303	30.80904	13.35979	5.52318	27.28160	25.48652	23.07910	22.37522	8.57434	9.65671	6.85828	7.79645	26.75301	28.80465	12.82081	5.62709
32	26.15936	0.64864	22.08776	0.44897	8.86543	1.52055	7.28850	1.04783	27.34776	0.69906	28.46162	1.13066	11.46006	1.30994	5.64012	0.04564	26.76898	26.26902	21.91455	22.28311	5.72614	9.02123	6.07206	6.34681	27.39185	29.31135	10.75762	5.66152	26.04951	22.41903	8.70743	9.19206	28.22487	27.47335	9.98529	5.57781	25.48749	26.00627	21.44653	22.57400	9.41195	10.49498	7.32175	7.13271	27.25490	29.56212	12.78252	5.63743	27.17006	25.36418	22.41532	21.56179	8.82467	9.87158	6.97645	7.97765	26.51941	27.49966	12.31479	5.68372
33	26.02596	0.65353	21.38718	0.53940	9.10210	1.51107	7.44049	1.06360	27.12003	0.70584	27.20386	1.12595	11.05419	1.24693	5.82829	0.09436	26.67680	26.05180	21.26186	21.69049	6.00390	9.55154	6.27518	6.50082	27.09807	28.01024	10.40089	5.96089	25.96396	21.68714	8.72958	9.40345	27.99122	26.24734	9.63140	5.74216	25.36271	25.87250	20.53305	21.89012	9.27613	10.68954	7.32574	7.23122	27.12820	28.33412	12.26295	5.78732	27.03545	25.21852	21.85179	20.79580	9.27562	10.18838	7.15983	8.18718	26.26263	26.22374	11.92154	5.82280
34	25.86548	0.65866	20.71039	0.63182	9.41279	1.55331	7.62487	1.08219	26.85745	0.71682	25.97522	1.11257	10.74476	1.20609	6.06657	0.15753	26.55455	25.79782	20.61847	21.08635	6.32753	10.11198	6.48300	6.68361	26.75821	26.71649	10.10926	6.28922	25.85401	20.94788	8.78343	9.62814	27.72017	25.04802	9.36162	5.93643	25.21871	25.70693	19.65633	21.22458	9.20870	10.95337	7.36799	7.37730	26.97365	27.13753	11.82341	5.97755	26.87445	25.05187	21.35729	20.08184	9.89987	10.60467	7.40426	8.42979	25.97776	24.99883	11.68473	6.06308
35	25.67756	0.66422	20.03991	0.71645	9.78086	1.64893	7.84123	1.10457	26.55742	0.73678	24.78401	1.09062	10.55349	1.19456	6.36036	0.22019	26.40405	25.51455	19.97205	20.44939	6.67965	10.67036	6.69612	6.89518	26.37701	25.44521	9.90607	6.65054	25.71378	20.18719	8.86871	9.87339	27.41061	23.88195	9.19658	6.17073	25.05859	25.50305	18.81503	20.55124	9.21199	11.27260	7.45291	7.57078	26.78746	25.97411	11.47866	6.20951	26.68525	24.86364	20.89345	19.41104	10.65566	11.10709	7.69864	8.70161	25.65458	23.83475	11.63266	6.41065
36	25.46251	0.67009	19.35617	0.78674	10.18658	1.78735	8.08404	1.13050	26.21394	0.76857	23.62822	1.06115	10.49257	1.21865	6.70935	0.28817	26.22855	25.21165	19.30707	19.76287	7.04117	11.19827	6.91383	7.12963	25.95529	24.20091	9.80410	7.04334	25.53884	19.39637	8.98690	10.14129	27.05790	22.74719	9.15594	6.45564	24.88589	25.25517	18.00283	19.83997	9.28441	11.62780	7.58092	7.80523	26.56224	24.83747	11.23658	6.48213	26.46552	24.65196	20.41893	18.76515	11.49389	11.67360	8.02698	8.99040	25.28034	22.72732	11.77365	6.85628
37	25.22192	0.67551	18.64035	0.83769	10.60876	1.95158	8.34416	1.15804	25.82014	0.81210	22.49785	1.02712	10.56385	1.28272	7.10657	0.36086	26.03336	24.90032	18.60839	19.01529	7.39200	11.67176	7.13379	7.37748	25.49272	22.97943	9.80286	7.45801	25.32825	18.57194	9.13715	10.42805	26.65558	21.63473	9.25350	6.79735	24.70391	24.96075	17.20947	19.06312	9.42059	11.99780	7.74901	8.06994	26.28873	23.71703	11.10213	6.79337	26.21103	24.41579	19.89281	18.12148	12.36517	12.27688	8.37174	9.27911	24.84352	21.66022	12.09690	7.37756
38	24.95931	0.67974	17.87684	0.86535	11.02635	2.12527	8.61055	1.18475	25.37070	0.86434	21.37831	0.99316	10.76075	1.38621	7.53957	0.43127	25.82547	24.59210	17.86363	18.19943	7.71225	12.07060	7.35108	7.62757	24.99036	21.77147	9.89161	7.87879	25.08584	17.71410	9.31351	10.72503	26.19732	20.53101	9.49352	7.19391	24.51567	24.62241	16.42284	18.20148	9.61110	12.36295	7.95080	8.35166	25.95802	22.60125	11.08010	7.14066	25.91687	24.15684	19.27923	17.45719	13.22494	12.88910	8.71650	9.55119	24.33710	20.60951	12.57775	7.94490
39	24.68067	0.68290	17.05589	0.86772	11.42060	2.29733	8.87092	1.20879	24.86404	0.92039	20.25390	0.96371	11.07109	1.52289	7.99380	0.49260	25.61262	24.29762	17.06509	17.31294	7.98480	12.37914	7.55838	7.86778	24.45218	20.56632	10.05560	8.28998	24.81984	16.82410	9.50369	11.01978	25.67934	19.42138	9.86907	7.63343	24.32465	24.24855	15.63228	17.24871	9.84306	12.70805	8.17616	8.63525	25.56389	21.47838	11.17414	7.52175	25.58071	23.88073	18.55359	16.75454	14.03734	13.48815	9.04530	9.79379	23.76075	19.54951	13.18555	8.53005
40	24.39468	0.68632	16.17713	0.84567	11.77925	2.46362	9.11179	1.22892	24.30381	0.97486	19.11136	0.94041	11.47901	1.68383	8.45566	0.54274	25.40255	24.02573	16.21193	16.36102	8.19921	12.59019	7.74706	8.08474	23.88591	19.35489	10.27990	8.68209	24.54203	15.90371	9.69122	11.29674	25.10353	18.29449	10.36213	8.09357	24.13560	23.85354	14.83295	16.21448	10.10441	13.02624	8.41148	8.90466	25.10386	20.33669	11.38430	7.93524	25.20553	23.59775	17.70821	16.00756	14.77997	14.06354	9.34023	9.99763	23.12195	18.45937	13.88973	9.11176
41	24.11285	0.69197	15.25296	0.80354	12.10136	2.62577	9.31867	1.24436	23.69972	1.02275	17.94281	0.92127	11.96484	1.85987	8.91280	0.58392	25.20271	23.78370	15.31307	15.35951	8.35653	12.71026	7.90820	8.26381	23.30378	18.13220	10.54917	9.05380	24.26712	14.95813	9.86192	11.53919	24.47970	17.14532	10.94592	8.54479	23.95524	23.45752	14.02983	15.12696	10.39029	13.32357	8.64121	9.14336	24.57990	19.16595	11.70372	8.37754	24.80126	23.32240	16.75614	15.22710	15.44718	14.61975	9.57964	10.15527	22.43552	17.32777	14.66056	9.67508
42	23.84939	0.70122	14.30976	0.74891	12.39989	2.78755	9.47673	1.25420	23.06724	1.05995	16.74763	0.90182	12.50536	2.04229	9.35353	0.62003	25.02032	23.57844	14.38873	14.33596	8.47343	12.76254	8.03367	8.39040	22.72204	16.89908	10.84739	9.41040	24.01211	14.00138	10.01212	11.73119	23.82576	15.97619	11.58886	8.95734	23.79251	23.08493	13.23917	14.03179	10.70702	13.62073	8.85008	9.33435	23.99868	17.96029	12.11776	8.83927	24.38542	23.07198	15.73207	14.43920	16.05046	15.17292	9.73884	10.25858	21.72247	16.15497	15.46741	10.20713
43	23.62036	0.71369	13.38549	0.69160	12.70074	2.95169	9.57176	1.25757	22.42666	1.08336	15.53366	0.87755	13.07626	2.22242	9.76729	0.65443	24.86292	23.41763	13.46926	13.32821	8.58116	12.78584	8.11625	8.45236	22.15912	15.66357	11.16056	9.76120	23.79530	13.06096	10.15581	11.85878	23.16585	14.79577	12.25859	9.30864	23.65806	22.76198	12.48602	12.98657	11.07080	13.95012	9.02374	9.46116	23.37233	16.72199	12.60675	9.30453	23.98215	22.86451	14.68954	13.67788	16.61774	15.74370	9.79373	10.29630	21.00936	14.95331	16.27915	10.69481
44	23.44227	0.72719	12.52462	0.64107	13.03935	3.11791	9.59169	1.25477	21.80206	1.09123	14.31757	0.84611	13.65547	2.39177	10.14495	0.68972	24.73914	23.30997	12.59213	12.38115	8.72065	12.83096	8.14937	8.44179	21.63402	14.44241	11.48001	10.11553	23.63454	12.17728	10.32756	11.91206	22.52775	13.61769	12.92482	9.58600	23.56344	22.51334	11.79983	12.05163	11.50384	14.35034	9.14874	9.51010	22.71947	15.46443	13.14988	9.75329	23.61946	22.71601	13.69370	12.97662	17.19062	16.35148	9.72533	10.25446	20.32699	13.74575	17.06715	11.12498
45	23.32973	0.73853	11.77109	0.60312	13.45589	3.28218	9.52791	1.24833	21.21928	1.08334	13.12345	0.80775	14.22572	2.54283	10.47743	0.72847	24.65820	23.26424	11.79690	11.54201	8.93690	12.95569	8.12787	8.35484	21.16516	13.26043	11.80334	10.47771	23.54490	11.39718	10.57837	11.88625	21.93972	12.45967	13.56253	9.78387	23.51917	22.35854	11.20819	11.27951	12.02952	14.86039	9.21253	9.47198	22.06444	14.21125	13.72768	10.16427	23.32474	22.63837	12.81043	12.36342	17.81849	17.01188	9.52292	10.11901	19.70779	12.56247	17.80932	11.48386
46	23.29302	0.74454	11.16154	0.57810	13.98953	3.43691	9.37531	1.24253	20.70346	1.06117	11.97877	0.76427	14.77588	2.67060	10.75355	0.77446	24.62806	23.28745	11.11939	10.85377	9.27553	13.21776	8.04974	8.19009	20.76872	12.14565	12.13268	10.84279	23.53619	10.76436	10.96451	11.77977	21.42752	11.34260	14.15536	9.89870	23.53263	22.30929	10.73173	10.70656	12.66814	15.51465	9.20337	9.34234	21.43534	12.99112	14.32224	10.51684	23.11978	22.63774	12.09529	11.85965	18.54929	17.73684	9.18384	9.87801	19.18225	11.43571	18.49327	11.75585
47	23.33628	0.74291	10.72006	0.56335	14.67230	3.57245	9.13113	1.24234	20.27621	1.02786	10.90943	0.71775	15.30191	2.77392	10.95867	0.83325	24.65359	23.38262	10.58692	10.34759	9.77911	13.66584	7.91574	7.94701	20.45664	11.12202	12.47216	11.19497	23.61115	10.31040	11.53474	11.59101	21.01204	10.28895	14.69871	9.92484	23.60642	22.36824	10.38107	10.34861	13.43347	16.33717	9.11057	9.11968	20.86110	11.83174	14.91841	10.79163	23.01763	22.71427	11.58545	11.48038	19.42021	18.53558	8.71122	9.52267	18.77507	10.39500	19.11837	11.92324
48	23.45687	0.73259	10.45517	0.55768	15.52301	3.67964	8.79268	1.25278	19.95329	0.98776	9.93648	0.66987	15.80788	2.85589	11.07514	0.91142	24.73522	23.54725	10.21425	10.03655	10.48021	14.33057	7.72620	7.62426	20.23527	10.20371	12.82656	11.50954	23.76517	10.04870	12.31968	11.31583	20.70738	9.32075	15.20115	9.85254	23.73766	22.52905	10.15589	10.20096	14.33077	17.33520	8.92393	8.80159	20.36855	10.75684	15.50727	10.97026	23.02147	22.86231	11.29618	11.23365	20.44999	19.41464	8.11006	9.04691	18.50195	9.46462	19.69653	11.96823
49	23.64555	0.71410	10.35951	0.56366	16.54366	3.75189	8.35488	1.27830	19.74299	0.94561	9.07528	0.62165	16.30598	2.92299	11.08416	1.01419	24.86848	23.77278	10.00198	9.91392	11.39509	15.21953	7.47669	7.21772	20.10585	9.39415	13.20139	11.75773	23.98763	9.97271	13.32528	10.94589	20.51921	8.45735	15.68270	9.66854	23.91800	22.77702	10.04656	10.24168	15.35709	18.49612	8.63202	8.38153	19.97955	9.78655	16.08953	11.03519	23.12464	23.07026	11.22064	11.11907	21.63543	20.37707	7.38485	8.44549	18.36735	8.66306	20.25032	11.87517
50	23.88689	0.68964	10.41201	0.58535	17.71982	3.78581	7.80905	1.32131	19.64567	0.90549	8.33576	0.57330	16.81466	2.98288	10.96914	1.14359	25.04367	24.04464	9.93688	9.95622	12.52077	16.31887	7.15593	6.71947	20.06558	8.68858	13.60371	11.91313	24.26402	10.05859	14.53165	10.46736	20.44430	7.71322	16.17062	9.35924	24.13419	23.09019	10.03711	10.43699	16.50412	19.79066	8.22119	7.84913	19.70840	8.93839	16.67609	10.97140	23.31070	23.32079	11.33124	11.12704	22.95161	21.42105	6.53869	7.71160	18.36440	8.00287	20.80823	11.63282
51	24.16005	0.66302	10.58201	0.62318	19.02489	3.77974	7.14329	1.38096	19.65442	0.86963	7.72239	0.52480	17.35505	3.04178	10.71983	1.29837	25.24602	24.34247	9.99531	10.12924	13.83800	17.59984	6.74663	6.11845	20.10868	8.07801	14.04249	11.95736	24.57705	10.27066	15.89842	9.86122	20.47150	7.09667	16.69521	8.91522	24.36823	23.44027	10.10967	10.74718	17.76203	21.18110	7.67564	7.19322	19.56036	8.22608	17.28469	10.77054	23.55478	23.59149	11.58293	11.23906	24.35519	22.53961	5.57268	6.83519	18.47716	7.48879	21.39781	11.23621
52	24.43945	0.63912	10.83441	0.67050	20.42652	3.73162	6.34389	1.45371	19.75694	0.83778	7.23411	0.47759	17.94782	3.10231	10.33551	1.47505	25.45597	24.64066	10.14910	10.39515	15.31881	19.02684	6.22845	5.40164	20.22695	7.55361	14.52943	11.88341	24.90625	10.56779	17.37533	9.10566	20.58425	6.60989	17.28687	8.33616	24.59776	23.79313	10.24865	11.13045	19.12283	22.62809	6.97907	6.40266	19.53185	7.65677	17.93441	10.43466	23.82598	23.85639	11.92009	11.42965	25.79177	23.72196	4.48575	5.80400	18.68473	7.11619	22.04057	10.68780
53	24.69643	0.62247	11.13506	0.71454	21.89266	3.63752	5.39628	1.53573	19.93789	0.80748	6.86470	0.43624	18.61142	3.16242	9.82597	1.66847	25.64977	24.90987	10.37262	10.71917	16.93554	20.56409	5.58072	4.55506	20.40968	7.10967	15.08042	11.69624	25.22701	10.90865	18.91256	8.17969	20.76386	6.24937	17.97486	7.63469	24.79773	24.11069	10.44348	11.54509	20.58210	24.09302	6.11704	5.46409	19.61238	7.22835	18.64031	9.97685	24.09109	24.08887	12.28614	11.67026	27.20596	24.95532	3.27218	4.60521	18.96562	6.87139	22.75010	9.99610
54	24.90286	0.61539	11.45579	0.73985	23.39602	3.49235	4.28555	1.62543	20.18123	0.77522	6.60409	0.40787	19.36215	3.21591	9.20948	1.87281	25.80181	25.12042	10.64914	11.07478	18.66862	22.17970	4.78542	3.56418	20.64432	6.74542	15.71666	11.41095	25.51142	11.25609	20.46785	7.06625	20.99253	6.00698	18.78685	6.83666	24.94461	24.35624	10.69047	11.95160	22.13838	25.53809	5.07835	4.35811	19.78720	6.92863	19.41119	9.41931	24.31964	24.26588	12.63376	11.93471	28.55316	26.22634	1.92058	3.22592	19.30089	6.73534	23.53388	9.17099
55	25.03666	0.61659	11.77816	0.73230	24.91557	3.29373	2.99713	1.72343	20.47200	0.73786	6.44177	0.39737	20.21585	3.25515	8.50737	2.08449	25.88923	25.24797	10.97363	11.44549	20.50705	23.84554	3.82783	2.41455	20.91780	6.46551	16.46498	11.04817	25.73220	11.58168	22.00990	5.75411	21.25499	5.87304	19.74787	5.97426	25.02256	24.50250	10.99307	12.31484	23.78763	26.92623	3.85354	3.05713	20.03998	6.73840	20.25158	8.78901	24.48942	24.37273	12.93334	12.20506	29.81034	27.52229	0.41803	1.65473	19.67522	6.69016	24.39899	8.21803
56	25.08739	0.62181	12.09532	0.68339	26.43553	3.04736	1.51938	1.82876	20.79664	0.69326	6.37112	0.40317	21.19040	3.27490	7.73615	2.30601	25.89797	25.27975	11.35250	11.82185	22.44348	25.53296	2.69607	1.09218	21.21743	6.27975	17.35736	10.62669	25.86915	11.86947	23.51903	4.23867	21.53841	5.84024	20.87722	5.07228	25.02872	24.53889	11.35960	12.60823	25.51488	28.22399	2.43254	1.52773	20.35460	6.63826	21.16718	8.11059	24.59103	24.40622	13.17934	12.47626	30.98197	28.83239	-1.23845	-0.11310	20.07612	6.72623	25.35984	7.13503
