	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d
53	-0.73406	0.10511	0.32722	0.06782	0.79054	0.07271	-0.86443	0.22132	0.07560	0.20350	1.32146	0.04592	-0.65852	-0.15824	1.35944	-0.74554	0.30027	0.80785	-1.07279	0.19132	1.27467	-0.62368	0.27701	0.85304	-0.68838	-0.02216	1.36230	-0.83295	0.40436	0.71073	-1.03803	0.29148	1.28942
54	-0.71235	0.10303	0.35291	0.05314	0.68217	0.07508	-0.88975	0.21310	0.10425	0.20478	1.26298	0.06569	-0.68825	-0.13639	1.32204	-0.71890	0.33119	0.71646	-1.09802	0.22354	1.20857	-0.60620	0.31408	0.73398	-0.72476	0.01277	1.31762	-0.81194	0.41347	0.59607	-1.04798	0.31708	1.20371
55	-0.69356	0.09630	0.36843	0.03798	0.56938	0.07800	-0.89976	0.20056	0.13414	0.20309	1.18609	0.08733	-0.70722	-0.10964	1.26680	-0.69578	0.35391	0.61723	-1.10370	0.25715	1.12311	-0.59616	0.33984	0.61155	-0.74925	0.04980	1.25545	-0.78873	0.41152	0.47937	-1.03887	0.33924	1.09899
56	-0.67839	0.08481	0.37236	0.02390	0.45700	0.07942	-0.89338	0.18348	0.16426	0.19771	1.09186	0.10900	-0.71408	-0.07760	1.19379	-0.67899	0.36666	0.51398	-1.08756	0.29017	1.01955	-0.59329	0.35184	0.49073	-0.76138	0.08772	1.17601	-0.76291	0.39860	0.36628	-1.01052	0.35676	0.97808
57	-0.66529	0.07039	0.36432	0.01383	0.34982	0.07778	-0.87067	0.16316	0.19295	0.18805	0.98197	0.12895	-0.70755	-0.04086	1.10334	-0.66791	0.36836	0.41085	-1.05081	0.31994	0.90007	-0.59363	0.34893	0.37637	-0.76053	0.12473	1.07986	-0.73434	0.37568	0.26225	-0.96377	0.36800	0.84463
58	-0.65250	0.05748	0.34579	0.01366	0.25236	0.07226	-0.83310	0.14213	0.21792	0.17384	0.85889	0.14528	-0.68707	-0.00114	0.99631	-0.65988	0.35922	0.31199	-0.99735	0.34322	0.76795	-0.59169	0.33191	0.27310	-0.74609	0.15856	0.96808	-0.70592	0.34624	0.17200	-0.90190	0.37104	0.70320
59	-0.63681	0.04799	0.31833	0.02008	0.16832	0.06301	-0.78414	0.12313	0.23669	0.15537	0.72628	0.15602	-0.65362	0.03870	0.87478	-0.65217	0.34106	0.22143	-0.93209	0.35671	0.62801	-0.58303	0.30305	0.18483	-0.71884	0.18686	0.84267	-0.67524	0.31087	0.09870	-0.83202	0.36450	0.55964
60	-0.62020	0.04510	0.28710	0.02588	0.10027	0.05104	-0.72891	0.10805	0.24738	0.13384	0.58940	0.15941	-0.61019	0.07536	0.74251	-0.64176	0.31635	0.14270	-0.86101	0.35835	0.48693	-0.56836	0.26719	0.11448	-0.68105	0.20730	0.70727	-0.65047	0.27777	0.04364	-0.76337	0.34850	0.42089
61	-0.59633	0.04713	0.25168	0.03352	0.04861	0.03791	-0.67224	0.09737	0.24888	0.11082	0.45486	0.15451	-0.56122	0.10579	0.60510	-0.62828	0.28908	0.07809	-0.78999	0.34783	0.35258	-0.54219	0.22437	0.06189	-0.63547	0.21802	0.56771	-0.61851	0.24158	0.00584	-0.70227	0.32387	0.29408
62	-0.49553	0.12942	0.17016	0.10279	0.01327	0.02704	-0.61780	0.09048	0.24170	0.08839	0.32983	0.14168	-0.51167	0.12795	0.46979	-0.60682	0.25938	0.02896	-0.72262	0.32631	0.23275	-0.52626	0.19334	0.02880	-0.58449	0.21809	0.43145	-0.35351	0.05776	-0.01795	-0.65241	0.29446	0.18532
63	-0.46071	0.11663	0.14181	0.08698	-0.00853	0.00991	-0.56628	0.08523	0.22598	0.06720	0.22072	0.12276	-0.46632	0.14101	0.34408	-0.58700	0.23752	-0.00637	-0.66124	0.29695	0.13358	-0.43807	0.12029	0.00012	-0.53156	0.20854	0.30690	-0.35706	0.06760	-0.01935	-0.60600	0.25740	0.09835
64	-0.41393	0.10485	0.11353	0.07776	-0.02172	0.00380	-0.52384	0.08261	0.20878	0.05110	0.13231	0.10031	-0.42920	0.14577	0.23541	-0.53365	0.20056	-0.02602	-0.60336	0.26100	0.05843	-0.33848	0.05088	-0.02035	-0.48099	0.19098	0.20038	-0.36966	0.08915	-0.01880	-0.58179	0.23738	0.03502
65	-0.35658	0.01474	0.08396	0.01128	-0.01787	0.00095	-0.47419	0.07039	0.17628	0.04199	0.06553	0.07783	-0.40279	0.14361	0.14598	-0.34205	0.07302	-0.01857	-0.56572	0.23690	0.00665	-0.37151	0.08333	-0.01679	-0.43981	0.17114	0.11800	-0.35619	0.09554	-0.01825	-0.48846	0.15348	-0.00851
66	-0.35021	0.01173	0.09528	0.00616	-0.01780	0.00133	-0.40566	0.02291	0.12543	0.02928	0.02431	0.05540	-0.38345	0.13906	0.08597	-0.35511	0.10007	-0.01934	-0.43752	0.13382	-0.01966	-0.35869	0.08833	-0.01706	-0.40404	0.14661	0.05619	-0.33682	0.09744	-0.01699	-0.39765	0.08222	-0.02525
67	-0.33326	0.01941	0.09795	0.01046	-0.01667	0.00182	-0.37940	0.03322	0.11034	0.02200	-0.01060	0.02293	-0.37139	0.12770	0.02378	-0.34776	0.11002	-0.01876	-0.40361	0.11735	-0.02289	-0.34081	0.09155	-0.01575	-0.33575	0.07811	-0.02114	-0.31121	0.09227	-0.01550	-0.40686	0.11821	-0.02215
68	-0.31111	0.02526	0.09452	0.01568	-0.01533	0.00207	-0.37557	0.02483	0.12102	0.01567	-0.02275	0.00335	-0.37022	0.12438	-0.02771	-0.33500	0.11243	-0.01769	-0.40691	0.13716	-0.02103	-0.31366	0.08782	-0.01448	-0.34674	0.09955	-0.02045	-0.28467	0.08330	-0.01384	-0.37839	0.12298	-0.02180
69	-0.28626	0.02898	0.08658	0.01827	-0.01377	0.00210	-0.36004	0.01763	0.12856	0.01253	-0.01951	0.00054	-0.36837	0.14165	-0.01872	-0.31602	0.10692	-0.01615	-0.38087	0.13515	-0.01994	-0.28466	0.08127	-0.01301	-0.34690	0.11311	-0.01963	-0.25811	0.07156	-0.01216	-0.34401	0.12433	-0.01976
70	-0.26070	0.03066	0.07589	0.01875	-0.01218	0.00195	-0.33412	0.02484	0.12654	0.01377	-0.01855	0.00097	-0.35500	0.14477	-0.01982	-0.29280	0.09568	-0.01436	-0.34726	0.12944	-0.01810	-0.25760	0.07359	-0.01159	-0.33533	0.11752	-0.01872	-0.23172	0.05840	-0.01059	-0.29889	0.11444	-0.01757
71	-0.23571	0.03130	0.06413	0.01822	-0.01068	0.00169	-0.29970	0.03533	0.11709	0.01746	-0.01661	0.00113	-0.33122	0.13999	-0.01782	-0.26775	0.08133	-0.01253	-0.30457	0.11654	-0.01621	-0.23417	0.06603	-0.01029	-0.31365	0.11428	-0.01716	-0.20521	0.04504	-0.00923	-0.24938	0.09755	-0.01524
72	-0.21085	0.03125	0.05215	0.01737	-0.00941	0.00136	-0.26050	0.04290	0.10236	0.02071	-0.01483	0.00138	-0.29846	0.12745	-0.01628	-0.24193	0.06587	-0.01086	-0.25926	0.10041	-0.01433	-0.21120	0.05796	-0.00921	-0.28341	0.10466	-0.01555	-0.17942	0.03261	-0.00816	-0.20088	0.07691	-0.01315
73	-0.18513	0.03005	0.04012	0.01616	-0.00846	0.00103	-0.22060	0.04523	0.08509	0.02221	-0.01313	0.00137	-0.25987	0.11003	-0.01452	-0.21523	0.05062	-0.00950	-0.21511	0.08275	-0.01265	-0.18502	0.04824	-0.00844	-0.24839	0.09107	-0.01392	-0.15513	0.02151	-0.00743	-0.15902	0.05652	-0.01144
74	-0.15774	0.02797	0.02799	0.01441	-0.00786	0.00074	-0.18372	0.04290	0.06759	0.02150	-0.01171	0.00122	-0.21960	0.09019	-0.01289	-0.18709	0.03617	-0.00853	-0.17539	0.06525	-0.01129	-0.15473	0.03644	-0.00799	-0.21345	0.07571	-0.01247	-0.13139	0.01136	-0.00707	-0.12644	0.03923	-0.01019
75	-0.12837	0.02614	0.01587	0.01211	-0.00762	0.00051	-0.15251	0.03827	0.05131	0.01879	-0.01060	0.00098	-0.18215	0.06974	-0.01147	-0.15719	0.02259	-0.00796	-0.14074	0.04873	-0.01029	-0.12174	0.02314	-0.00786	-0.18368	0.06054	-0.01128	-0.10618	0.00189	-0.00703	-0.10347	0.02625	-0.00936
76	-0.09847	0.02540	0.00458	0.00926	-0.00767	0.00038	-0.12761	0.03390	0.03668	0.01482	-0.00983	0.00072	-0.15060	0.04959	-0.01035	-0.12748	0.01039	-0.00775	-0.11046	0.03354	-0.00967	-0.08770	0.00946	-0.00799	-0.16080	0.04653	-0.01041	-0.08021	-0.00609	-0.00725	-0.08859	0.01705	-0.00887
77	-0.07153	0.02547	-0.00436	0.00600	-0.00794	0.00035	-0.10750	0.03080	0.02333	0.01061	-0.00935	0.00051	-0.12463	0.03002	-0.00955	-0.10092	0.00063	-0.00785	-0.08434	0.01968	-0.00936	-0.05600	-0.00268	-0.00832	-0.14212	0.03355	-0.00986	-0.05766	-0.01102	-0.00764	-0.07890	0.01009	-0.00865
78	-0.05105	0.02467	-0.00945	0.00338	-0.00836	0.00035	-0.08967	0.02856	0.01089	0.00749	-0.00914	0.00041	-0.10161	0.01154	-0.00907	-0.07892	-0.00557	-0.00818	-0.06162	0.00698	-0.00931	-0.03200	-0.01102	-0.00876	-0.12406	0.02110	-0.00957	-0.04223	-0.01176	-0.00812	-0.07137	0.00393	-0.00862
79	-0.03820	0.02108	-0.01028	0.00361	-0.00887	0.00034	-0.07241	0.02693	-0.00064	0.00661	-0.00914	0.00038	-0.07958	-0.00496	-0.00888	-0.06130	-0.00754	-0.00867	-0.04131	-0.00454	-0.00943	-0.02002	-0.01437	-0.00926	-0.10525	0.00910	-0.00948	-0.03327	-0.00892	-0.00867	-0.06350	-0.00217	-0.00875
80	-0.03218	0.01337	-0.00770	0.00477	-0.00943	0.00030	-0.05517	0.02607	-0.01095	0.00720	-0.00929	0.00038	-0.05824	-0.01865	-0.00891	-0.04731	-0.00556	-0.00926	-0.02272	-0.01457	-0.00969	-0.02196	-0.01317	-0.00978	-0.08636	-0.00222	-0.00951	-0.02728	-0.00438	-0.00925	-0.05335	-0.00837	-0.00903
81	-0.03160	0.00810	-0.00344	0.00471	-0.01002	0.00024	-0.03833	0.02561	-0.01961	0.00776	-0.00956	0.00040	-0.03871	-0.02914	-0.00911	-0.03573	-0.00120	-0.00990	-0.00595	-0.02265	-0.01008	-0.03680	-0.00885	-0.01030	-0.06860	-0.01238	-0.00962	-0.02227	-0.00028	-0.00985	-0.04007	-0.01427	-0.00943
82	-0.03413	0.02133	0.00055	0.00344	-0.01059	0.00020	-0.02278	0.02510	-0.02633	0.00784	-0.00993	0.00046	-0.02286	-0.03640	-0.00944	-0.02606	0.00327	-0.01057	0.00853	-0.02866	-0.01056	-0.05832	-0.00332	-0.01080	-0.05292	-0.02076	-0.00981	-0.01800	0.00169	-0.01041	-0.02387	-0.01952	-0.00993
83	-0.03552	0.03483	0.00227	0.00305	-0.01111	0.00021	-0.00898	0.02521	-0.03129	0.00731	-0.01037	0.00052	-0.01223	-0.04067	-0.00988	-0.01823	0.00578	-0.01120	0.02146	-0.03325	-0.01106	-0.07562	0.00065	-0.01126	-0.03990	-0.02706	-0.01009	-0.01272	0.00037	-0.01087	-0.00525	-0.02417	-0.01046
84	-0.03125	0.04236	-0.00006	0.00476	-0.01151	0.00032	0.00422	0.02751	-0.03528	0.00618	-0.01081	0.00051	-0.00522	-0.04279	-0.01034	-0.01001	0.00466	-0.01175	0.03502	-0.03767	-0.01146	-0.08002	0.00003	-0.01163	-0.02886	-0.03167	-0.01047	-0.00371	-0.00487	-0.01114	0.01595	-0.02899	-0.01096
85	-0.01693	0.04259	-0.00774	0.00665	-0.01172	0.00049	0.01931	0.03265	-0.03943	0.00480	-0.01117	0.00042	0.00230	-0.04386	-0.01077	0.00388	-0.00139	-0.01214	0.05190	-0.04329	-0.01168	-0.06592	-0.00718	-0.01184	-0.01784	-0.03536	-0.01088	0.01125	-0.01466	-0.01118	0.04089	-0.03519	-0.01134
86	0.00970	0.03654	-0.02102	0.00812	-0.01166	0.00067	0.03883	0.03962	-0.04473	0.00508	-0.01139	0.00029	0.01506	-0.04497	-0.01110	0.02774	-0.01305	-0.01226	0.07360	-0.05110	-0.01171	-0.03236	-0.02073	-0.01179	-0.00459	-0.03869	-0.01120	0.03370	-0.02928	-0.01094	0.07125	-0.04415	-0.01155
87	0.04722	0.02700	-0.03920	0.00913	-0.01128	0.00084	0.06418	0.04683	-0.05194	0.00888	-0.01141	0.00013	0.03612	-0.04719	-0.01126	0.06111	-0.03007	-0.01206	0.10021	-0.06167	-0.01151	0.01610	-0.03917	-0.01141	0.01297	-0.04215	-0.01134	0.06446	-0.04834	-0.01039	0.10742	-0.05677	-0.01151
88	0.09045	0.01653	-0.06111	0.00952	-0.01057	0.00097	0.09536	0.05233	-0.06170	0.01454	-0.01118	0.00008	0.06647	-0.05180	-0.01120	0.09937	-0.05143	-0.01149	0.13003	-0.07516	-0.01107	0.07138	-0.06144	-0.01067	0.03696	-0.04673	-0.01127	0.10060	-0.07047	-0.00956	0.14799	-0.07312	-0.01117
89	0.13331	0.00668	-0.08563	0.00939	-0.00955	0.00103	0.13121	0.05440	-0.07446	0.02042	-0.01067	0.00028	0.10515	-0.05996	-0.01087	0.13622	-0.07583	-0.01055	0.16106	-0.09153	-0.01037	0.12567	-0.08651	-0.00959	0.06890	-0.05386	-0.01093	0.13804	-0.09455	-0.00850	0.18973	-0.09250	-0.01049
90	0.17160	0.00414	-0.11204	0.00917	-0.00825	0.00104	0.16855	0.05183	-0.09032	0.02547	-0.00986	0.00047	0.14799	-0.07220	-0.01023	0.16682	-0.10218	-0.00930	0.19151	-0.11072	-0.00942	0.17383	-0.11364	-0.00822	0.10773	-0.06468	-0.01031	0.17413	-0.12030	-0.00722	0.22695	-0.11366	-0.00948
91	0.20394	0.01134	-0.13997	0.00904	-0.00669	0.00100	0.20305	0.04467	-0.10909	0.02911	-0.00876	0.00067	0.18857	-0.08866	-0.00929	0.19114	-0.13001	-0.00773	0.22133	-0.13272	-0.00819	0.21274	-0.14224	-0.00661	0.14902	-0.07956	-0.00940	0.20794	-0.14766	-0.00573	0.25327	-0.13545	-0.00817
92	0.23293	0.01538	-0.16920	0.00864	-0.00488	0.00093	0.23228	0.03578	-0.13086	0.03150	-0.00739	0.00089	0.22154	-0.10933	-0.00808	0.21523	-0.15960	-0.00585	0.25372	-0.15801	-0.00665	0.24304	-0.17166	-0.00478	0.18687	-0.09838	-0.00825	0.24053	-0.17634	-0.00400	0.26698	-0.15770	-0.00660
93	0.26513	0.01526	-0.19955	0.00754	-0.00281	0.00081	0.25884	0.03398	-0.15614	0.03340	-0.00576	0.00115	0.24588	-0.13425	-0.00661	0.24777	-0.19124	-0.00364	0.29561	-0.18768	-0.00477	0.27120	-0.20143	-0.00275	0.21813	-0.12109	-0.00690	0.27641	-0.20598	-0.00203	0.27575	-0.18154	-0.00478
94	0.30803	0.01362	-0.23039	0.00580	-0.00053	0.00066	0.29048	0.04702	-0.18550	0.03544	-0.00390	0.00145	0.26658	-0.16340	-0.00490	0.29482	-0.22437	-0.00116	0.35448	-0.22224	-0.00258	0.30725	-0.23084	-0.00059	0.24634	-0.14798	-0.00540	0.32202	-0.23595	0.00015	0.29454	-0.20837	-0.00273
95	0.36665	0.01294	-0.26026	0.00403	0.00183	0.00051	0.33556	0.06813	-0.21850	0.03719	-0.00189	0.00176	0.29386	-0.19642	-0.00300	0.35834	-0.25739	0.00149	0.43139	-0.26016	-0.00023	0.36006	-0.25851	0.00158	0.28077	-0.17927	-0.00376	0.38156	-0.26487	0.00242	0.33621	-0.23816	-0.00056
96	0.43972	0.01217	-0.28700	0.00412	0.00409	0.00049	0.39745	0.08614	-0.25304	0.03712	0.00018	0.00199	0.33892	-0.23209	-0.00101	0.43558	-0.28783	0.00409	0.51709	-0.29726	0.00210	0.43015	-0.28253	0.00360	0.33047	-0.21430	-0.00198	0.45342	-0.29065	0.00457	0.40331	-0.26850	0.00162
97	0.51658	0.01237	-0.30721	0.00748	0.00599	0.00071	0.47083	0.09056	-0.28527	0.03348	0.00217	0.00206	0.40658	-0.26773	0.00100	0.51854	-0.31241	0.00642	0.59357	-0.32742	0.00417	0.50334	-0.29864	0.00517	0.39859	-0.25087	-0.00010	0.52786	-0.31058	0.00639	0.48459	-0.29505	0.00364
98	0.58452	0.01392	-0.31879	0.01093	0.00742	0.00089	0.54181	0.07468	-0.31012	0.02531	0.00392	0.00189	0.48954	-0.29888	0.00287	0.59507	-0.32785	0.00818	0.64081	-0.34416	0.00572	0.56875	-0.30665	0.00644	0.47905	-0.28498	0.00180	0.58975	-0.32188	0.00763	0.55783	-0.31246	0.00528
99	0.65357	0.03200	-0.33195	0.01025	0.00919	0.00118	0.59164	0.03864	-0.32224	0.01394	0.00522	0.00145	0.56863	-0.31980	0.00444	0.65056	-0.33134	0.00912	0.64360	-0.34247	0.00653	0.68696	-0.34250	0.01041	0.55679	-0.31110	0.00357	0.62319	-0.32202	0.00805	0.59754	-0.31561	0.00632
100	0.61891	0.04989	-0.29808	0.03029	0.00768	0.00119	0.60296	0.01686	-0.31755	0.01148	0.00586	0.00074	0.62002	-0.32528	0.00553	0.66959	-0.32093	0.00898	0.59512	-0.32030	0.00642	0.56985	-0.26372	0.00663	0.61349	-0.32398	0.00497	0.61728	-0.30959	0.00745	0.58322	-0.30063	0.00652
101	0.59268	0.04108	-0.27841	0.02139	0.00632	0.00112	0.56605	0.07394	-0.29460	0.02594	0.00566	0.00026	0.62557	-0.31259	0.00591	0.64011	-0.29601	0.00761	0.49753	-0.27909	0.00529	0.56829	-0.25460	0.00564	0.63428	-0.32031	0.00574	0.56965	-0.28461	0.00570	0.50682	-0.26642	0.00570
