	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d
7	2.22212	1.92309	-1.60448	1.66118	15.77985	1.53366	1.70874	1.35906	12.27523	1.75120	12.15657	0.74094	-3.64570	2.10492	16.88036	2.58012	1.99587	0.97200	13.55983	1.16391	0.42311	2.21870	-2.33747	-0.67954	13.50892	15.78540	3.75672	1.55595	10.05070	13.58673	11.81642	-6.26145	19.56661	3.38448	14.29038	13.40839	4.24055	-2.51982	16.82797	-0.49814	11.95920	11.35371	-2.62177	14.03432	1.84994	11.98641	2.29909	-0.30528	-2.28809	-2.82158	15.14366	16.17941	2.32166	2.62545	11.89937	10.53669	13.06972	-4.28757	18.48381	1.13717	13.82083	15.42706	1.60886	5.06980	1.82121	-2.40606	18.27255	14.74106	1.23528	0.96424	15.14666	12.74727	12.38643	-1.41200	15.43670	1.61190	13.66301	12.32271
8	2.51672	1.85571	-0.80483	1.89584	16.36004	1.20418	0.27181	1.60048	13.08054	1.51797	12.19175	0.77181	-2.25372	1.88946	16.91020	1.80692	1.64150	1.20860	13.83941	1.18170	0.78109	2.47442	-2.50496	0.39074	14.65534	16.02075	3.19351	0.04665	11.21807	14.19734	11.91701	-4.82705	18.98116	3.40340	14.35093	13.68987	4.38541	-1.21325	16.70743	-1.84588	12.54649	11.32875	-1.29939	15.16731	0.83080	12.09032	2.76832	0.08067	-1.52849	-1.96139	15.85781	17.04570	0.87691	0.84710	12.94652	11.45756	13.16036	-2.41033	17.84491	0.87593	14.34813	15.72686	1.83637	5.29074	2.97045	-1.78694	18.47517	15.75807	-0.77055	-0.44512	15.48243	13.71538	12.36089	-0.47810	15.64741	1.45587	13.92849	12.74126
9	2.81689	1.77651	0.43705	2.12288	17.08995	0.95455	-1.99120	1.76610	13.68874	1.34345	12.17335	0.80237	-0.49424	1.65378	17.41224	1.02206	0.33504	1.54124	14.21299	1.22974	1.14613	2.73792	-2.20896	1.79686	16.18250	16.54135	1.50676	-2.28360	12.16891	14.64870	11.93096	-2.90585	18.77089	2.47310	14.52899	14.04057	4.52381	0.50521	16.66466	-3.84565	12.98071	11.27085	0.42564	16.69967	-1.15277	12.31172	3.23422	0.49783	-0.37416	-0.48871	16.74346	17.82798	-1.44199	-1.75025	13.72781	12.13204	13.19454	-0.21224	17.62371	-0.24502	14.96722	16.16357	2.08892	5.48943	4.39482	-0.56570	18.92736	16.74238	-3.45061	-2.67306	15.71081	14.45221	12.29703	0.71549	16.55469	0.26487	14.24291	13.23596
10	3.12171	1.69290	2.12068	2.24013	17.65788	0.90754	-4.69120	1.75845	14.13724	1.24194	12.13807	0.82931	1.57218	1.44798	18.25632	0.49515	-1.81491	1.83496	14.64057	1.29523	1.49946	3.00875	-1.23533	3.50912	17.66881	17.07465	-1.07697	-5.05314	12.88599	14.98255	11.88699	-0.58690	18.93588	0.60813	14.83821	14.42068	4.66536	2.55031	16.54506	-6.18391	13.29980	11.22067	2.51425	18.31006	-3.83902	12.63669	3.69782	0.94348	1.24650	1.55821	17.43362	18.18130	-4.24969	-4.68258	14.28507	12.60760	13.21012	2.16887	17.85839	-2.17806	15.61477	16.68228	2.36282	5.67428	5.97750	1.23845	19.37027	17.33145	-6.29334	-5.29875	15.93225	14.96745	12.23449	2.19250	17.92094	-1.85070	14.56712	13.72423
11	3.43420	1.61205	4.12200	2.18222	17.79297	1.06184	-7.41378	1.63324	14.40709	1.10743	12.12847	0.85219	3.82247	1.28042	19.18666	0.51908	-4.49122	1.97375	15.05831	1.35981	1.83444	3.28925	0.46804	5.41026	18.65062	17.32702	-4.07542	-7.77933	13.40085	15.23438	11.82439	1.99506	19.32480	-1.95510	15.25921	14.76602	4.82169	4.75172	16.20487	-8.48884	13.53594	11.22151	4.83143	19.61403	-6.77424	13.02273	4.16357	1.41780	3.25376	3.96038	17.61985	17.90473	-7.05722	-7.43166	14.67205	12.93351	13.24892	4.56790	18.43130	-4.69190	16.20066	17.19794	2.65360	5.85901	7.57375	3.43609	19.53019	17.31351	-9.21851	-7.84547	15.77096	15.30195	12.21907	3.89549	19.37654	-4.54363	14.85176	14.10989
12	3.75891	1.53946	6.22612	1.93600	17.37225	1.25718	-9.68065	1.35681	14.61465	1.05230	12.18447	0.87339	6.09040	1.13646	19.91003	0.65125	-7.26763	1.90944	15.38650	1.41527	2.15740	3.58207	2.75994	7.32621	18.81243	17.09286	-6.94885	-10.02364	13.76079	15.43287	11.78588	4.67200	19.68000	-4.81842	15.74006	15.00063	5.00240	6.90220	15.57852	-10.45125	13.71373	11.31082	7.17462	20.31474	-9.48314	13.40508	4.63474	1.92052	5.43480	6.38785	17.18552	17.00516	-9.45367	-9.60218	14.93660	13.15412	13.34833	6.81937	19.10143	-7.42596	16.62429	17.61536	2.95694	6.05831	9.03882	5.73298	19.23833	16.69293	-11.33659	-9.94833	15.80026	15.50420	12.29284	5.69560	20.54394	-7.34301	15.02230	14.29776
13	4.09894	1.47800	8.17941	1.53263	16.44341	1.37152	-11.23159	0.97967	14.80322	1.06997	12.33539	0.89659	8.18937	1.01231	20.19787	0.70308	-9.73001	1.67042	15.55566	1.46917	2.48282	3.88796	5.34635	9.05941	18.10042	16.33282	-9.28128	-11.50596	14.01066	15.60151	11.80976	7.25090	19.74715	-7.54316	16.20630	15.05409	5.21234	8.78950	14.70904	-11.88226	13.85272	11.51319	9.31293	20.29726	-11.60699	13.71019	5.11075	2.44776	7.51139	8.49936	16.20570	15.64700	-11.18199	-10.97611	15.12037	13.30975	13.53418	8.77287	19.59628	-9.97842	16.79719	17.85071	3.26797	6.28301	10.23787	7.81201	18.48323	15.62563	-12.39852	-11.39503	16.10831	15.61924	12.48442	7.42078	21.15077	-9.79149	15.06473	14.20643
14	4.45325	1.42798	9.74187	1.03717	15.17226	1.37382	-12.02057	0.67165	14.94248	1.07811	12.59480	0.92427	9.92954	0.93026	19.95803	0.77073	-11.57039	1.33244	15.47717	1.55929	2.82516	4.20448	7.85691	10.42097	16.69564	15.16992	-10.83988	-12.13375	14.18978	15.75670	11.92371	9.51941	19.38689	-9.77326	16.57622	14.87583	5.45026	10.21973	13.72057	-12.70105	13.96726	11.83588	11.02219	19.63007	-12.95159	13.86822	5.58641	2.99005	9.21103	10.02472	14.86239	14.06344	-12.12096	-11.49516	15.25871	13.43280	13.81677	10.29580	19.72050	-12.00451	16.66035	17.84367	3.57979	6.53657	11.05861	9.40115	17.37343	14.32044	-12.75897	-12.09425	16.30759	15.68456	12.80285	8.88077	21.09465	-11.55219	14.73581	13.78006
15	4.81512	1.38795	10.73430	0.55540	13.77427	1.29323	-12.04925	0.54840	15.06611	1.09409	12.95878	0.95563	11.14369	0.92139	19.24789	0.89622	-12.63213	0.98935	15.14607	1.69580	3.19120	4.52558	9.93233	11.26466	14.90487	13.82454	-11.54814	-11.96465	14.33030	15.90761	12.14104	11.27123	18.61768	-11.30327	16.77402	14.44161	5.70871	11.05163	12.75594	-12.89894	14.06628	12.26780	12.12274	18.50803	-13.47212	13.82019	6.05202	3.53178	10.32288	10.81282	13.37299	12.49823	-12.25700	-11.23179	15.37761	13.54422	14.19033	11.28315	19.41985	-13.29220	16.19115	17.55910	3.88310	6.81349	11.42973	10.32608	16.07768	12.98562	-12.38496	-12.05926	16.50904	15.72773	13.23594	9.89765	20.44601	-12.46095	14.23723	12.99919
16	5.17205	1.35583	11.07342	0.36278	12.46921	1.18318	-11.43645	0.64078	15.18146	1.11028	13.40702	0.98590	11.72738	0.98548	18.23444	1.02863	-12.91068	0.75769	14.57106	1.86728	3.57666	4.84141	11.30427	11.51517	13.06202	12.54739	-11.45406	-11.15975	14.45403	16.05884	12.45972	12.35193	17.57905	-12.07760	16.73691	13.75230	5.97500	11.23291	11.92988	-12.52488	14.15448	12.78127	12.52259	17.18681	-13.24891	13.52165	6.49398	4.05215	10.73904	10.84787	11.96144	11.17846	-11.68353	-10.36875	15.49293	13.65477	14.63500	11.68204	18.77205	-13.78717	15.40311	16.98419	4.16554	7.09965	11.33488	10.53981	14.79228	11.81300	-11.45455	-11.40965	16.68913	15.76607	13.75211	10.35296	19.39983	-12.52906	13.71250	11.88678
17	5.50744	1.32909	10.78364	0.59467	11.45451	1.09119	-10.37850	0.77025	15.29561	1.12820	13.90588	1.00726	11.67202	1.07748	17.13118	1.10934	-12.52510	0.73340	13.71773	2.07812	3.96789	5.13873	11.84308	11.18260	11.47536	11.57378	-10.71413	-9.95053	14.57246	16.21276	12.86368	12.69797	16.46046	-12.15079	16.41785	12.82705	6.23262	10.81095	11.31981	-11.68756	14.23384	13.33576	12.24575	15.92766	-12.46624	12.94415	6.89586	4.52708	10.47449	10.23652	10.83693	10.29309	-10.59705	-9.16900	15.61224	13.76852	15.11991	11.51317	17.93195	-13.57121	14.34035	16.12465	4.41544	7.37443	10.81999	10.11787	13.72121	10.96136	-10.18167	-10.34960	16.86094	15.80851	14.30416	10.23121	18.20467	-11.91214	12.86490	10.50513
18	5.80106	1.30647	9.98220	0.81388	10.88139	1.03619	-9.12168	0.81963	15.41025	1.14782	14.41268	1.01120	11.06683	1.13741	16.14153	1.11173	-11.67342	0.83166	12.62517	2.28129	4.34555	5.40182	11.56178	10.35949	10.39760	11.08984	-9.56652	-8.60526	14.68963	16.37045	13.32565	12.34807	15.44083	-11.64691	15.78668	11.69335	6.46327	9.91088	10.97731	-10.54754	14.30461	13.88282	11.42374	14.94846	-11.37085	12.07420	7.23953	4.93154	9.65754	9.17399	10.15998	9.96827	-9.25970	-7.92656	15.73725	13.88588	15.60714	10.86839	17.07784	-12.81994	13.06661	15.00004	4.61203	7.61371	9.98673	9.22503	13.04454	10.53221	-8.82893	-9.11722	17.02577	15.85817	14.83510	9.62712	17.09899	-10.85597	11.81310	8.94220
19	6.03645	1.28269	8.84907	0.89671	10.83233	1.01074	-7.91198	0.75314	15.52475	1.16978	14.88127	0.99147	10.07100	1.11857	15.42169	1.04692	-10.58321	0.90386	11.32941	2.43582	4.68763	5.61381	10.59111	9.20155	9.99498	11.20288	-8.28222	-7.38367	14.80496	16.53137	13.81112	11.42877	14.65621	-10.73411	14.83005	10.37883	6.64892	8.70281	10.93376	-9.29253	14.36561	14.37180	10.25404	14.38562	-10.20817	10.91184	7.50654	5.24189	8.49534	7.90107	10.01260	10.24622	-7.94234	-6.90954	15.86588	14.00512	16.05625	9.88774	16.37684	-11.75885	11.65059	13.63922	4.76337	7.79302	8.97936	8.07226	12.87913	10.55671	-7.63838	-7.93523	17.18527	15.91506	15.28589	8.71344	16.26811	-9.63173	10.60348	7.29188
20	6.18568	1.26824	7.58693	0.83528	11.30901	1.01021	-6.95000	0.57968	15.63662	1.19439	15.26801	0.94763	8.87538	0.99678	15.06280	0.95710	-9.46852	0.89755	9.86544	2.51333	4.97187	5.75815	9.14446	7.89752	10.32097	11.92125	-7.11137	-6.48820	14.91542	16.69305	14.28261	10.12400	14.19105	-9.60639	13.55212	8.90845	6.77335	7.37357	11.19328	-8.10425	14.41445	14.75633	8.94996	14.28095	-9.16831	9.47202	7.67972	5.43822	7.22675	6.65920	10.39196	11.07939	-6.87528	-6.31046	15.99367	14.12337	16.42919	8.73375	15.95935	-10.62078	10.15279	12.07815	4.78823	7.89021	7.93288	6.87410	13.25129	11.00490	-6.77960	-6.98087	17.33823	15.97813	15.60390	7.69383	15.81984	-8.47859	9.25899	5.63553
21	6.26563	1.22155	6.39479	0.67082	12.23889	1.05210	-6.36036	0.35472	15.74269	1.22155	15.53741	0.88846	7.66898	0.76905	15.08766	0.89221	-8.50000	0.83910	8.28715	2.49926	5.17725	5.82006	7.47750	6.63467	11.31298	13.15571	-6.24277	-6.02953	15.01733	16.85132	14.70400	8.63925	14.08085	-8.46031	11.97762	7.30740	6.82322	6.09824	11.72838	-7.12722	14.44834	15.00045	7.70375	14.59482	-8.36586	7.78819	7.74477	5.50641	6.07445	5.64914	11.22527	12.34522	-6.21487	-6.21569	16.11512	14.23769	16.69494	7.57058	15.89694	-9.60613	8.61814	10.35965	4.90020	7.88748	7.01592	5.81359	14.09824	11.80641	-6.32261	-6.36986	17.48232	16.04674	15.75024	6.76234	15.77805	-7.56771	7.92812	4.03090
22	6.29376	1.11016	5.43184	0.52356	13.49722	1.15816	-6.18057	0.27732	15.84032	1.25033	15.66619	0.83468	6.61501	0.45050	15.45856	0.87438	-7.78876	0.79140	6.58496	2.41076	5.28422	5.78765	5.84367	5.56716	12.81740	14.74696	-5.78168	-6.01850	15.10800	17.00146	15.04423	7.17159	14.31710	-7.46690	10.15440	5.60715	6.78901	5.01293	12.48650	-6.44807	14.46581	15.08277	6.66794	15.23267	-7.84678	5.91450	7.69144	5.43944	5.20758	5.00152	12.39217	13.87378	-6.02435	-6.59836	16.22522	14.34627	16.83296	6.54531	16.19151	-8.85267	7.07558	8.53260	5.29193	7.77263	6.36853	5.02146	15.29757	12.86613	-6.24665	-6.14636	17.61425	16.12123	15.70481	6.07519	16.09296	-6.98870	6.30099	2.50950
23	6.11281	1.11362	4.76483	0.51849	14.93224	1.32251	-6.36616	0.48759	15.92809	1.27888	15.64496	0.81624	5.83757	0.09968	16.08925	0.88314	-7.38031	0.80231	4.73193	2.28950	5.27549	5.65279	4.45395	4.79571	14.62879	16.50448	-5.74356	-6.38126	15.18656	17.13937	15.27980	5.89204	14.84880	-6.74645	8.15213	3.85096	6.66555	4.20246	13.39857	-6.09030	14.46831	14.99778	5.94870	16.06977	-7.60241	3.92419	7.51407	5.23760	4.72268	4.76645	13.74512	15.47616	-6.27010	-7.33366	16.32074	14.44890	16.83456	5.77458	16.77844	-8.42143	5.54321	6.64964	4.90502	7.53912	5.84174	4.57086	16.70170	14.07089	-6.46466	-6.27956	17.73022	16.20253	15.46769	5.73497	16.65998	-6.75096	3.92314	1.08026
24	5.83579	1.10231	4.44218	0.70388	16.38529	1.51295	-6.80873	0.73620	16.00579	1.30472	15.47712	0.85757	5.41727	0.36917	16.85758	0.88168	-7.25684	0.86038	3.07947	2.08769	5.13930	5.41183	3.45087	4.36430	16.52751	18.23818	-6.06314	-6.98691	15.25360	17.26206	15.39585	4.93627	15.58409	-6.35362	6.05652	2.09576	6.45184	3.70590	14.38358	-6.02230	14.46028	14.75412	5.60545	16.96576	-7.57907	1.90365	7.21139	4.90800	4.64559	4.92412	15.12393	16.96739	-6.83404	-8.23172	16.40091	14.54651	16.70191	5.34094	17.53931	-8.29979	4.03503	4.76435	4.54282	7.18535	5.52224	4.48229	18.16152	15.29491	-6.85034	-6.67267	17.82630	16.29090	15.05659	5.78641	17.34114	-6.79489	2.96404	-0.26304
25	5.45184	1.08941	4.45300	0.94588	17.70646	1.69521	-7.36399	0.92280	16.07365	1.32539	15.17592	0.95897	5.39120	0.76481	17.62231	0.84533	-7.34884	0.91552	1.43318	1.91850	4.87258	5.06595	2.90459	4.27312	18.30547	19.77870	-6.61578	-7.68073	15.31035	17.36753	15.38576	4.39742	16.40056	-6.27788	3.96119	0.40873	6.15013	3.52870	15.35400	-6.17337	14.44753	14.37094	5.65500	17.77370	-7.68685	-0.05631	6.78596	4.46349	4.94778	5.40867	16.36970	18.18819	-7.54223	-9.08407	16.46692	14.63973	16.44554	5.29187	18.32377	-8.41700	2.56500	2.92911	4.11068	6.71411	5.37286	4.73530	19.53867	16.41052	-7.26471	-7.18703	17.89888	16.38461	14.50144	6.22050	17.99119	-7.01363	1.75790	-1.53339
26	4.97015	1.07028	4.76147	1.17029	18.77043	1.84676	-7.88558	1.01866	16.13133	1.33903	14.76067	1.09857	5.75502	1.10858	18.24718	0.77022	-7.55600	0.92904	-0.13965	1.77858	4.48206	4.62091	2.82530	4.49945	19.78523	20.99185	-7.24898	-8.31892	15.35785	17.45433	15.24973	4.32078	17.16425	-6.45562	1.95830	-1.14016	5.76487	3.65346	16.22464	-6.45233	14.43509	13.87361	6.07822	18.35781	-7.81854	-1.86934	6.24380	3.92108	5.56630	6.13396	17.34535	19.02652	-8.20638	-9.71325	16.52056	14.72746	16.08113	5.63668	18.98035	-8.66723	1.14781	1.19421	3.62577	6.13252	5.36929	5.28251	20.71362	17.30576	-7.58261	-7.67659	17.94485	16.47913	13.83822	6.98438	18.48632	-7.28260	0.47373	-2.74212
27	4.40014	1.04591	5.32006	1.35080	19.49253	1.95857	-8.25786	1.02429	16.17711	1.34456	14.25323	1.24917	6.46744	1.36493	18.62729	0.67362	-7.77296	0.89682	-1.59468	1.65583	3.98300	4.08599	3.18172	5.01493	20.83802	21.79033	-7.81984	-8.79747	15.39642	17.52097	14.99278	4.70340	17.75104	-6.78838	0.12967	-2.48689	5.30191	4.04986	16.92234	-6.76691	14.42578	13.29000	6.82657	18.62311	-7.87952	-3.45992	5.59476	3.30014	6.42100	7.01591	17.95977	19.43286	-8.66823	-10.01138	16.56223	14.80596	15.62632	6.34486	19.38834	-8.93538	-0.19977	-0.39180	3.08322	5.45197	5.49507	6.06192	21.60046	17.90390	-7.71920	-8.02200	17.96153	16.56688	13.10382	7.99495	18.74669	-7.48854	-0.86289	-3.89120
28	3.75438	1.01803	6.08148	1.48005	19.83965	2.03240	-8.41893	0.96203	16.20770	1.34149	13.67518	1.38842	7.45821	1.51262	18.70798	0.58878	-7.91191	0.84897	-2.88481	1.53616	3.39654	3.47288	3.91585	5.79495	21.40076	22.13929	-8.22818	-9.06814	15.42537	17.56571	14.62308	5.49886	18.06484	-7.16252	-1.45965	-3.58105	4.76785	4.68452	17.39512	-7.04309	14.41971	12.64726	7.82817	18.53968	-7.81235	-4.76766	4.85326	2.62043	7.43040	7.98687	18.18187	19.42504	-8.83295	-9.95769	16.58937	14.86949	15.09807	7.35151	19.48030	-9.12073	-1.45473	-1.78159	2.48187	4.68780	5.74929	7.00845	22.16116	18.17433	-7.64925	-8.15322	17.94637	16.63786	12.33229	9.15430	18.74711	-7.55205	-2.18086	-4.96810
29	3.04686	0.98946	7.00619	1.55889	19.83064	2.07625	-8.36841	0.86966	16.21859	1.32968	13.04576	1.50114	8.64000	1.54530	18.48987	0.54426	-7.91708	0.82843	-3.96649	1.41572	2.74666	2.79493	4.95347	6.82251	21.48407	22.05343	-8.43518	-9.13980	15.44304	17.58669	14.15100	6.62673	18.05161	-7.47048	-2.76424	-4.39140	4.16960	5.52731	17.61952	-7.23974	14.41415	11.96879	8.99610	18.14390	-7.60206	-5.75077	4.03806	1.89991	8.52665	8.99996	18.03828	19.08270	-8.68347	-9.61365	16.59638	14.91208	14.51123	8.57117	19.24898	-9.15526	-2.58533	-2.93045	1.82060	3.85825	6.14778	8.06567	22.40674	18.12976	-7.41070	-8.05632	17.89646	16.68129	11.55203	10.36600	18.51500	-7.44052	-3.39871	-5.94451
30	2.29191	0.96340	8.06559	1.59135	19.52647	2.09803	-8.15920	0.79258	16.20501	1.30934	12.38060	1.57920	9.92228	1.47161	18.02248	0.54040	-7.77112	0.85216	-4.80341	1.30528	2.05706	2.06629	6.21734	8.08445	21.15997	21.59153	-8.46133	-9.06896	15.44744	17.58186	13.58864	7.98651	17.70840	-7.63260	-3.75812	-4.90864	3.51435	6.55117	17.60352	-7.35195	14.40375	11.27201	10.23944	17.52112	-7.26729	-6.38885	3.17066	1.15314	9.66223	10.02830	17.60243	18.52956	-8.27477	-9.10067	16.57636	14.92884	13.87818	9.91330	18.74134	-9.01404	-3.55330	-3.80097	1.09930	2.98260	6.72090	9.19471	22.38257	17.81569	-7.08884	-7.76788	17.80887	16.68792	10.78356	11.54988	18.11904	-7.17057	-4.43527	-6.77875
31	1.50329	0.94270	9.23880	1.58217	19.01614	2.09981	-7.87824	0.76997	16.16288	1.28140	11.69078	1.62104	11.22255	1.31251	17.39309	0.56674	-7.49546	0.89532	-5.36981	1.22428	1.34858	1.30089	7.63900	9.56030	20.53703	20.85067	-8.36940	-8.94289	15.43649	17.54900	12.94912	9.47335	17.08330	-7.61210	-4.43232	-5.14459	2.81001	7.72645	17.38459	-7.40320	14.38100	10.56711	11.47422	16.78564	-6.85049	-6.68391	2.27263	0.39097	10.80681	11.06091	16.98090	17.90773	-7.71230	-8.56829	16.52369	14.91659	13.20904	11.29170	18.04914	-8.71766	-4.31896	-4.36998	0.32061	2.07935	7.50533	10.37283	22.14841	17.30363	-6.78842	-7.36316	17.68103	16.65236	10.03784	12.65092	17.65426	-6.80161	-5.21740	-7.42153
32	0.69342	0.92967	10.50515	1.53702	18.40176	2.07674	-7.62221	0.81450	16.08958	1.24765	10.98277	1.63054	12.47333	1.09646	16.71343	0.63791	-7.14491	0.91879	-5.65369	1.18558	0.63733	0.51185	9.16092	11.21128	19.73827	19.95292	-8.24279	-8.85522	15.40729	17.48651	12.24544	10.99205	16.26755	-7.42049	-4.79059	-5.12795	2.06548	9.01530	17.02156	-7.43111	14.33724	9.85729	12.63103	16.06487	-6.41082	-6.65911	1.36274	-0.37882	11.94188	12.09298	16.29561	17.35284	-7.12271	-8.15918	16.43592	14.87446	12.51192	12.62932	17.29544	-8.32616	-4.84700	-4.63488	-0.50952	1.16487	8.53009	11.58360	21.76390	16.68721	-6.60533	-6.93913	17.51096	16.57467	9.31645	13.64092	17.22586	-6.42218	-5.69207	-7.82421
33	-0.12696	0.92594	11.83686	1.46520	17.78311	2.02187	-7.47422	0.90896	15.98441	1.21054	10.25904	1.61515	13.62575	0.85499	16.10257	0.78558	-6.79549	0.90014	-5.65882	1.18193	-0.06614	-0.28885	10.73077	12.97441	18.88605	19.02493	-8.16378	-8.87997	15.35644	17.39385	11.48925	12.46609	15.38147	-7.11230	-4.84500	-4.89847	1.29053	10.37060	16.58276	-7.47383	14.26405	9.14004	13.65900	15.48317	-6.01514	-6.35596	0.45558	-1.15082	13.05487	13.11728	15.66248	16.97177	-6.62448	-7.97813	16.31429	14.80432	11.79314	13.86281	16.61573	-7.92560	-5.11286	-4.61675	-1.38136	0.25234	9.80092	12.80917	21.28220	16.07159	-6.60529	-6.59408	17.29729	16.46063	8.61373	14.51509	16.92990	-6.12894	-5.83465	-7.94802
34	-0.94880	0.93234	13.19688	1.38250	17.24259	1.93342	-7.48649	1.02619	15.84879	1.17263	9.51901	1.58411	14.65037	0.62318	15.66766	1.01480	-6.52715	0.84598	-5.40613	1.18825	-0.75655	-1.09053	12.29446	14.76598	18.08920	18.17691	-8.19230	-9.05363	15.28255	17.27143	10.69006	13.83975	14.55752	-6.77062	-4.61416	-4.50234	0.49537	11.73909	16.13405	-7.56014	14.15445	8.40905	14.52810	15.14270	-5.72522	-5.83165	-0.43808	-1.92145	14.13402	14.12428	15.17298	16.82350	-6.30588	-8.07374	16.16306	14.71031	11.05738	14.94672	16.13541	-7.60911	-5.10904	-4.35946	-2.28146	-0.64888	11.29053	14.02979	20.74900	15.55251	-6.81390	-6.40586	17.03956	16.32016	7.91955	15.28692	16.83500	-6.00367	-5.65335	-7.77292
