	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d
35	-1.76462	0.94824	14.54407	1.30964	16.83156	1.81919	-7.67155	1.14364	15.68663	1.13630	8.76039	1.54697	15.53592	0.45037	15.48648	1.29230	-6.40611	0.79079	-4.93432	1.17661	-1.43274	-1.88360	13.79532	16.49644	17.42971	17.48498	-8.35087	-9.37065	15.18849	17.12142	9.85530	15.07432	13.92177	-6.48666	-4.12506	-3.99027	-0.30985	13.07021	15.72721	-7.70425	14.00454	7.65639	15.23038	15.10632	-5.58606	-5.15623	-1.31092	-2.68825	15.16824	15.10866	14.87991	16.90622	-6.21141	-8.43216	15.98860	14.59898	10.30793	15.85699	15.94609	-7.45544	-4.84999	-3.92556	-3.19356	-1.53342	12.94112	15.22852	20.20064	15.19226	-7.21752	-6.41402	16.73900	16.16534	7.22194	15.98201	16.97175	-6.09628	-5.18773	-7.30542
36	-2.56840	0.97111	15.84394	1.26464	16.56125	1.69294	-8.00299	1.24501	15.50502	1.10391	7.98058	1.51242	16.28728	0.40372	15.59636	1.56860	-6.47262	0.78102	-4.29920	1.13017	-2.09625	-2.65945	15.18315	18.09143	16.95109	16.97998	-8.62290	-9.79015	15.08150	16.94960	8.99094	16.14566	13.57558	-6.34006	-3.41777	-3.41675	-1.11567	14.32875	15.38872	-7.90410	13.81590	6.87469	15.77984	15.38872	-5.61927	-4.40878	-2.15915	-3.44918	16.15211	16.07630	14.78992	17.15514	-6.33777	-8.98149	15.79942	14.47992	9.54722	16.59204	16.08930	-7.51247	-4.37480	-3.38948	-4.09971	-2.39937	14.67886	16.39700	19.65744	15.00645	-7.76987	-6.61464	16.40014	16.00871	6.50949	16.63160	17.33184	-6.41866	-4.50262	-6.58423
37	-3.35540	0.99664	17.07758	1.25434	16.40428	1.56409	-8.42541	1.31708	15.31471	1.07834	7.17820	1.48732	16.92367	0.48405	15.99111	1.79628	-6.73651	0.83927	-3.57061	1.05140	-2.74990	-3.41048	16.42846	19.50732	16.65225	16.64728	-8.96246	-10.24875	14.97196	16.76682	8.10245	17.04619	13.58048	-6.38571	-2.55018	-2.83859	-1.91403	15.50132	15.11652	-8.14213	13.59746	6.05933	16.21030	15.95663	-5.82172	-3.67230	-2.98216	-4.20237	17.08884	17.04757	14.86858	17.45920	-6.64086	-9.61272	15.60688	14.36520	8.77740	17.17178	16.55097	-7.78905	-3.74599	-2.82842	-4.98150	-3.24734	16.43146	17.53809	19.11817	14.96797	-8.40158	-6.96936	16.03259	15.86207	5.77362	17.26639	17.87634	-6.94956	-3.67826	-5.68057
38	-4.12200	1.01971	18.24400	1.27327	16.30720	1.43285	-8.87023	1.34989	15.12960	1.06283	6.35438	1.47580	17.47706	0.61434	16.62565	1.93873	-7.18055	0.94412	-2.82634	0.96590	-3.39653	-4.13026	17.53077	20.73537	16.49159	16.43733	-9.30894	-10.67519	14.87199	16.58879	7.19600	17.78904	13.95069	-6.65033	-1.59917	-2.31203	-2.69866	16.59333	14.88657	-8.38811	13.36581	5.21038	16.57155	16.73749	-6.17001	-3.02712	-3.78159	-4.94584	17.99064	18.05383	15.05369	17.69527	-7.05105	-10.21478	15.42520	14.26751	8.00076	17.63453	17.26559	-8.25489	-3.04382	-2.31281	-5.82203	-4.07908	18.14065	18.66338	18.56487	15.02106	-9.03453	-7.41898	15.65203	15.73584	5.01039	17.91314	18.54882	-7.64696	-2.79892	-4.69053
39	-4.86539	1.03583	19.35594	1.31019	16.20698	1.29621	-9.27028	1.34090	14.96544	1.05981	5.51370	1.47896	17.99023	0.74798	17.42575	1.97327	-7.76899	1.05491	-2.14356	0.91895	-4.03792	-4.81359	18.51476	21.79430	16.40287	16.28343	-9.60161	-11.00352	14.79439	16.43464	6.27964	18.40867	14.65297	-7.13465	-0.65597	-1.88802	-3.46490	17.62096	14.66479	-8.60459	13.14371	4.33345	16.92478	17.63645	-6.63247	-2.54366	-4.56045	-5.67679	18.87889	19.12691	15.26760	17.76270	-7.48892	-10.70343	15.26993	14.19809	7.22027	18.03195	18.12946	-8.84994	-2.35604	-1.89902	-6.60798	-4.89610	19.76825	19.78751	17.97284	15.09462	-9.59700	-7.89289	15.27901	15.63830	4.22143	18.59554	19.28411	-8.45889	-1.94285	-3.71939
40	-5.58331	1.04228	20.43204	1.35560	16.04601	1.15541	-9.56970	1.29681	14.83803	1.06919	4.66445	1.49528	18.51337	0.86915	18.29953	1.89193	-8.45709	1.13778	-1.58903	0.95209	-4.67425	-5.45689	19.41888	22.71870	16.31539	16.12059	-9.79062	-11.18398	14.75219	16.32417	5.36383	18.95586	15.61117	-7.81435	0.18414	-1.60606	-4.20927	18.60410	14.41767	-8.75359	12.95717	3.43955	17.33644	18.55714	-7.18416	-2.27517	-5.32237	-6.39129	19.78004	20.28737	15.43150	17.60136	-7.87940	-11.02929	15.15576	14.16595	6.44047	18.42475	19.01982	-9.50235	-1.76429	-1.62461	-7.33077	-5.69834	21.29528	20.91995	17.31878	15.11677	-10.03318	-8.31782	14.93598	15.57503	3.41395	19.33645	20.00999	-9.32748	-1.17524	-2.86198
41	-6.27412	1.03853	21.48916	1.40415	15.78412	1.01753	-9.73073	1.22961	14.76113	1.08790	3.81859	1.52140	19.09759	0.97118	19.15064	1.70337	-9.19808	1.17221	-1.20971	1.06796	-5.30422	-6.05911	20.28621	23.54910	16.16843	15.90025	-9.84409	-11.19057	14.75790	16.27460	4.46136	19.48869	16.71521	-8.63952	0.83560	-1.48798	-4.92918	19.56116	14.12279	-8.80674	12.83109	2.54439	17.86856	19.41718	-7.81261	-2.25186	-6.07113	-7.08498	20.71741	21.53756	15.48214	17.19362	-8.16364	-11.17200	15.09468	14.17771	5.66856	18.87817	19.81674	-10.14729	-1.32915	-1.50556	-7.98669	-6.48351	22.71375	22.05893	16.58915	15.03243	-10.30686	-8.63120	14.64336	15.54853	2.60006	20.15493	20.65343	-10.19292	-0.54394	-2.18509
42	-6.93714	1.02608	22.53764	1.45134	15.40637	0.89342	-9.73865	1.15106	14.74435	1.11137	2.99128	1.55329	19.78476	1.04730	19.89246	1.43434	-9.94727	1.15180	-1.02564	1.23283	-5.92605	-6.62233	21.15938	24.32402	15.91910	15.59854	-9.75178	-11.02332	14.82215	16.29805	3.58699	20.06212	17.83726	-9.53949	1.23640	-1.53348	-5.62297	20.50582	13.77538	-8.75357	12.78447	1.66727	18.56653	20.15149	-8.50757	-2.47699	-6.81022	-7.75419	21.70370	22.85994	15.38519	16.56141	-8.30695	-11.13509	15.09457	14.23694	4.91509	19.45304	20.42453	-10.74012	-1.07790	-1.53482	-8.57687	-7.24732	24.01761	23.19303	15.78886	14.81614	-10.40318	-8.79668	14.41628	15.55798	1.79577	21.05735	21.15656	-11.00191	-0.07700	-1.71570
43	-7.57299	1.00796	23.57961	1.48982	14.92463	0.79485	-9.60281	1.06978	14.79147	1.13565	2.19985	1.58724	20.59684	1.08793	20.46070	1.12664	-10.66352	1.08336	-1.02615	1.40978	-6.53856	-7.15193	22.07512	25.07402	15.54766	15.21855	-9.52530	-10.70676	14.95218	16.39922	2.75680	20.71826	18.85469	-10.43630	1.35928	-1.71830	-6.28993	21.44467	13.38708	-8.60214	12.82703	0.82959	19.44828	20.70990	-9.24495	-2.92510	-7.54206	-8.39671	22.73930	24.21846	15.14014	15.76145	-8.30326	-10.94335	15.15798	14.34255	4.19386	20.19137	20.78834	-11.25985	-0.99823	-1.68240	-9.10706	-7.98470	25.19752	24.30817	14.94565	14.47190	-10.32854	-8.81032	14.26212	15.59923	1.01914	22.02946	21.48987	-11.71300	0.21856	-1.43686
44	-8.18357	0.98776	24.60850	1.50860	14.37348	0.72916	-9.35298	0.99131	14.89920	1.15863	1.46237	1.62075	21.52861	1.08287	20.82233	0.83263	-11.31071	0.98201	-1.16988	1.57641	-7.14185	-7.65616	23.05757	25.81913	15.06037	14.78601	-9.19463	-10.28548	15.15009	16.57355	1.98741	21.47939	19.67189	-11.26048	1.21877	-1.99487	-6.93015	22.37738	12.97903	-8.37309	12.95829	0.05275	20.49794	21.06144	-9.98253	-3.54282	-8.26711	-9.01232	23.81539	25.56350	14.77636	14.87559	-8.17586	-10.63849	15.28100	14.48725	3.52123	21.10159	20.90128	-11.70286	-1.03886	-1.89684	-9.58664	-8.69072	26.23887	25.38765	14.10797	14.02904	-10.10822	-8.69509	14.17897	15.66525	0.28809	23.03551	21.65473	-12.29695	0.35744	-1.29201
45	-8.77133	0.96846	25.61013	1.49522	13.80218	0.69281	-9.03271	0.91856	15.05684	1.18023	0.79609	1.65319	22.54714	1.02534	20.97921	0.61499	-11.86114	0.86502	-1.38834	1.72632	-7.73683	-8.14528	24.11322	26.56905	14.48730	14.33974	-8.80244	-9.81604	15.41118	16.80646	1.29469	22.34567	20.23210	-11.96151	0.87302	-2.29530	-7.54415	23.30072	12.57565	-8.09629	13.16849	-0.64394	21.66620	21.20428	-10.67041	-4.25176	-8.98282	-9.60299	24.91632	26.84109	14.34355	13.99528	-7.97142	-10.27218	15.45270	14.65687	2.91508	22.15252	20.79888	-12.07284	-1.11682	-2.10821	-10.02658	-9.36070	27.12250	26.40803	13.33707	13.53664	-9.78159	-8.48902	14.15549	15.74670	-0.38148	24.02417	21.68156	-12.73980	0.37708	-1.19640
46	-9.33826	0.95146	26.56527	1.44028	13.26316	0.67264	-8.69026	0.85235	15.24702	1.20184	0.21544	1.68613	23.59939	0.91366	20.96431	0.53240	-12.30014	0.74851	-1.59280	1.86552	-8.32407	-8.62958	25.23003	27.32440	13.87457	13.91954	-8.39706	-9.35599	15.72285	17.07420	0.69215	23.29787	20.51927	-12.51263	0.41953	-2.53612	-8.13207	24.21374	12.19876	-7.80883	13.44053	-1.24588	22.88079	21.16782	-11.26511	-4.95411	-9.68292	-10.17225	26.01892	28.00220	13.89937	13.20428	-7.74694	-9.89751	15.65564	14.83072	2.39322	23.27979	20.54578	-12.37517	-1.12996	-2.23378	-10.43671	-9.99022	27.82821	27.33939	12.69386	13.05172	-9.39397	-8.23152	14.17243	15.83275	-0.97774	24.93912	21.62439	-13.04763	0.33764	-1.05281
47	-9.88441	0.93628	27.45230	1.34298	12.79928	0.65543	-8.36735	0.79293	15.44738	1.22541	-0.27039	1.72333	24.62639	0.75149	20.83028	0.57441	-12.62884	0.64532	-1.68430	2.00628	-8.90238	-9.11679	26.38006	28.07737	13.27190	13.55517	-8.02291	-8.95207	16.06505	17.34603	0.18885	24.30348	20.55392	-12.91206	-0.01597	-2.62522	-8.69271	25.11756	11.86212	-7.54796	13.75198	-1.74623	24.06499	21.00345	-11.74018	-5.54078	-10.35711	-10.72328	27.09023	29.00766	13.49641	12.56384	-7.55253	-9.55826	15.86761	14.98288	1.97053	24.40378	20.21925	-12.61841	-0.97268	-2.18616	-10.82319	-10.57545	28.34185	28.15133	12.22333	12.62221	-8.98737	-7.95035	14.20611	15.91202	-1.49469	25.73329	21.54449	-13.24469	0.31870	-0.76799
48	-10.40670	0.92098	28.24905	1.21676	12.43315	0.63602	-8.08788	0.74181	15.63358	1.25236	-0.65942	1.76989	25.57776	0.55007	20.63404	0.67251	-12.86294	0.56232	-1.56589	2.15845	-9.46759	-9.60975	27.52391	28.81114	12.71913	13.25832	-7.70929	-8.62873	16.41242	17.58771	-0.21251	25.32292	20.38544	-13.18011	-0.29692	-2.47176	-9.22269	26.00829	11.57133	-7.34123	14.07758	-2.14791	25.15427	20.77107	-12.09077	-5.90144	-10.99125	-11.25636	28.08702	29.82884	13.16977	12.10104	-7.41494	-9.27627	16.06456	15.08537	1.65577	25.45144	19.89295	-12.81817	-0.55272	-1.88334	-11.18694	-11.11234	28.66412	28.82001	11.94033	12.27212	-8.59185	-7.65285	14.23301	15.97438	-1.93303	26.38242	21.48668	-13.36269	0.41149	-0.26656
49	-10.89790	0.90305	28.93485	1.09202	12.16028	0.61762	-7.84933	0.70303	15.78354	1.28262	-0.95764	1.83084	26.42016	0.33264	20.42314	0.78549	-13.02605	0.50064	-1.15642	2.32106	-10.01122	-10.10467	28.61478	29.50092	12.23543	13.01609	-7.46018	-8.37894	16.73836	17.76622	-0.51658	26.31472	20.08057	-13.35068	-0.29783	-1.99914	-9.71620	26.86884	11.32681	-7.19733	14.39258	-2.46344	26.10500	20.52534	-12.32971	-5.93538	-11.56867	-11.76667	28.96167	30.44854	12.92532	11.80186	-7.32631	-9.04209	16.22475	15.11333	1.44918	26.37253	19.62293	-12.99679	0.19198	-1.25959	-11.52307	-11.59478	28.81703	29.33216	11.82127	11.99517	-8.21729	-7.32320	14.23554	16.01398	-2.29973	26.88838	21.46374	-13.42702	0.70680	0.49819
50	-11.34640	0.88058	29.49347	1.00823	11.94705	0.60465	-7.61897	0.68360	15.88250	1.31386	-1.17831	1.90959	27.13589	0.16969	20.22745	0.89625	-13.13831	0.46030	-0.40568	2.47828	-10.51957	-10.59033	29.60275	30.11810	11.81483	12.78810	-7.24911	-8.16141	17.02034	17.85473	-0.73512	27.23832	19.70943	-13.45768	0.07181	-1.16103	-10.16487	27.66924	11.12141	-7.09953	14.67705	-2.71292	26.89418	20.30453	-12.47603	-5.56335	-12.07202	-12.24324	29.67368	30.86308	12.73310	11.61184	-7.24285	-8.81336	16.33302	15.05151	1.34129	27.14317	19.43840	-13.17517	1.27733	-0.27794	-11.82145	-12.01329	28.84223	29.68526	11.80308	11.75698	-7.84357	-6.92291	14.20803	16.03283	-2.60651	27.26788	21.45744	-13.44434	1.27882	1.53460
51	-11.73718	0.85333	29.91574	0.99000	11.73595	0.59453	-7.33649	0.69467	15.92762	1.34113	-1.34027	2.00670	27.71466	0.25266	20.05736	0.98856	-13.20437	0.44754	0.69068	2.60205	-10.97442	-11.04848	30.44058	30.63604	11.42773	12.51319	-7.02151	-7.90898	17.24453	17.83763	-0.88590	28.05513	19.33299	-13.52201	0.84495	0.04109	-10.55780	28.37510	10.93378	-7.00274	14.92051	-2.92055	27.51184	20.12531	-12.54127	-4.74139	-12.48584	-12.66934	30.19898	31.08346	12.53372	11.44666	-7.09422	-8.52034	16.38417	14.90119	1.31350	27.75762	19.33986	-13.35981	2.66227	1.05591	-12.06843	-12.35592	28.78967	29.88637	11.79441	11.50217	-7.41494	-6.39272	14.16137	16.04395	-2.86811	27.53405	21.43126	-13.39441	2.16639	2.80555
52	-12.05440	0.82318	30.19938	1.02640	11.45957	0.57808	-6.92283	0.75156	15.93115	1.35739	-1.46555	2.11954	28.14377	0.44690	19.90716	1.04466	-13.20521	0.48157	2.08345	2.66114	-11.35569	-11.45657	31.08920	31.03572	11.03048	12.12493	-6.70470	-7.54373	17.40857	17.71528	-0.99072	28.72872	18.99384	-13.54285	1.98338	1.54715	-10.88232	28.95804	10.72626	-6.83758	15.12563	-3.11097	27.94986	19.98366	-12.51681	-3.47396	-12.79982	-13.02517	30.53090	31.13171	12.25738	11.21244	-6.79725	-8.07443	16.38492	14.68618	1.34003	28.21558	19.30484	-13.53274	4.25305	2.68482	-12.24994	-12.61130	28.70023	29.94982	11.69874	11.16676	-6.84440	-5.65769	14.12440	16.07305	-3.10054	27.68090	21.34630	-13.22843	3.35843	4.23125
53	-12.28557	0.79394	30.34569	1.08649	11.05997	0.54869	-6.29246	0.86872	15.92110	1.35483	-1.57671	2.24264	28.40154	0.64755	19.76085	1.05270	-13.09575	0.59044	3.67746	2.63336	-11.64577	-11.79274	31.52223	31.30993	10.57984	11.56789	-6.22233	-6.99009	17.52225	17.50710	-1.07260	29.22488	18.71125	-13.49465	3.38463	3.24532	-11.12625	29.40207	10.45250	-6.52153	15.31001	-3.30577	28.19243	19.85977	-12.36553	-1.82028	-13.01235	-13.29326	30.67616	31.03213	11.84573	10.83048	-6.26987	-7.37685	16.35435	14.45540	1.39101	28.51138	19.29776	-13.64782	5.92724	4.50631	-12.35606	-12.77256	28.58794	29.88940	11.44481	10.69856	-6.02880	-4.63776	14.14095	16.15762	-3.31947	27.67747	21.17459	-12.87502	4.79184	5.70716
54	-12.42646	0.77064	30.35424	1.15160	10.50837	0.51220	-5.36673	1.05301	15.93877	1.32715	-1.69411	2.36863	28.45643	0.85052	19.59848	1.01319	-12.80894	0.79101	5.35429	2.51553	-11.83438	-12.04215	31.72887	31.46269	10.04638	10.81200	-5.50740	-6.18250	17.60643	17.25171	-1.15294	29.51182	18.48111	-13.32790	4.91143	4.99857	-11.28154	29.70168	10.07451	-5.97254	15.50505	-3.52099	28.21231	19.72598	-12.02223	0.11174	-13.13337	-13.46608	30.64986	30.80049	11.27071	10.25962	-5.44354	-6.32781	16.32341	14.27961	1.43616	28.62856	19.27949	-13.63311	7.56778	6.39560	-12.38641	-12.84131	28.42856	29.70757	11.01359	10.08178	-4.87002	-3.26330	14.26223	16.34296	-3.53865	27.47303	20.90734	-12.25252	6.36360	7.13128
55	-12.48545	0.75874	30.21642	1.22843	9.82140	0.49259	-4.08670	1.30155	16.03341	1.27323	-1.83363	2.48908	28.27166	1.06610	19.40191	0.93937	-12.26524	1.07834	6.99836	2.32566	-11.92305	-12.20263	31.71372	31.50090	9.42600	9.86616	-4.51091	-5.06932	17.69165	17.00393	-1.24904	29.56046	18.28077	-12.97384	6.42847	6.67749	-11.34889	29.85099	9.58439	-5.12133	15.75124	-3.76524	27.97388	19.55712	-11.40459	2.18321	-13.18563	-13.55290	30.46876	30.43246	10.54863	9.51433	-4.27207	-4.84029	16.33390	14.24182	1.44819	28.54066	19.21417	-13.39816	9.08724	8.23433	-12.35431	-12.83072	28.15854	29.38958	10.45478	9.35554	-3.29986	-1.49309	14.53576	16.67553	-3.76841	27.01164	20.55558	-11.28436	7.95117	8.42663
56	-12.48547	0.76322	29.91124	1.34209	9.06878	0.52778	-2.42446	1.60164	16.25443	1.20141	-2.00495	2.59537	27.81358	1.30269	19.15970	0.85305	-11.38655	1.43063	8.51440	2.09683	-11.92791	-12.28772	31.49434	31.42103	8.74729	8.78775	-3.20655	-3.61510	17.81603	16.82923	-1.37254	29.34586	18.07775	-12.35374	7.82753	8.18273	-11.34191	29.83101	9.02186	-3.92154	16.09063	-4.03902	27.44150	19.34129	-10.43220	4.24739	-13.20358	-13.58273	30.14386	29.89612	9.74484	8.67523	-2.73533	-2.85948	16.43561	14.42233	1.40587	28.21626	19.07407	-12.84534	10.43097	9.92930	-12.28823	-12.76617	27.68630	28.90605	9.88766	8.61684	-1.30378	0.67055	14.99282	17.19431	-4.01412	26.25072	20.14569	-9.91490	9.43407	9.54878
57	-12.46218	0.78767	29.40686	1.51987	8.36759	0.64979	-0.39270	1.92913	16.64190	1.13146	-2.21072	2.67934	27.06100	1.55885	18.87193	0.77879	-10.11245	1.81334	9.83352	1.86586	-11.87931	-12.32545	31.09579	31.19966	8.07332	7.68124	-1.59339	-1.80434	18.02114	16.79550	-1.52883	28.84951	17.84131	-11.39203	9.03675	9.45159	-11.28907	29.60444	8.47993	-2.36019	16.55791	-4.33530	26.59046	19.08792	-9.04827	6.17134	-13.22839	-13.60143	29.67347	29.13753	8.96512	7.88450	-0.83882	-0.38642	16.67982	14.88037	1.29604	27.62704	18.84397	-11.88511	11.56674	11.41447	-12.22903	-12.68260	26.91585	28.22131	9.48226	8.00675	1.06209	3.17219	15.63777	17.92079	-4.27479	25.17700	19.71451	-8.12438	10.71399	10.47975
58	-12.45803	0.83359	28.66872	1.77453	7.86369	0.87060	1.94763	2.24641	17.21622	1.08911	-2.44694	2.73407	26.01299	1.82025	18.55497	0.73883	-8.41668	2.18224	10.91435	1.66266	-11.81739	-12.35297	30.54067	30.79411	7.49744	6.68575	0.30306	0.35031	18.34507	16.96209	-1.71767	28.06229	17.55701	-10.03397	10.02028	10.45622	-11.23113	29.12191	8.09465	-0.46797	17.17129	-4.64156	25.41731	18.83082	-7.23881	7.85187	-13.30020	-13.66303	29.03829	28.10285	8.33896	7.32325	1.38527	2.49847	17.10873	15.63573	1.11449	26.75739	18.52557	-10.45386	12.47699	12.64538	-12.22265	-12.61884	25.77976	27.30345	9.42027	7.68549	3.66452	5.89979	16.44149	18.84914	-4.54301	23.81496	19.30646	-5.94010	11.73166	11.21805
59	-12.51378	0.90001	27.67179	2.09449	7.70472	1.18565	4.48377	2.50447	17.96912	1.09005	-2.70474	2.75480	24.69278	2.06184	18.24666	0.75171	-6.32216	2.48811	11.74418	1.50344	-11.78475	-12.40876	29.83750	30.15141	7.13380	5.95594	2.42944	2.79761	18.81353	17.36759	-1.93458	26.98693	17.24172	-8.26571	10.77451	11.19959	-11.21424	28.33917	8.01830	1.67387	17.92396	-4.94268	23.94621	18.62712	-5.04689	9.22597	-13.45004	-13.81811	28.20261	26.76736	8.00290	7.17723	3.86965	5.62171	17.74335	16.65622	0.86535	25.61244	18.14323	-8.53214	13.16137	13.59898	-12.30994	-12.61061	24.26951	26.13498	9.84379	7.80106	6.30464	8.68945	17.33985	19.93933	-4.80704	22.22554	18.97457	-3.44391	12.47508	11.77375
60	-12.66043	0.98334	26.41185	2.44238	8.01156	1.57106	7.05623	2.65273	18.85867	1.12629	-2.97332	2.73982	23.14630	2.25341	18.01148	0.83182	-3.91222	2.68314	12.33846	1.38951	-11.81865	-12.52490	28.97390	29.22112	7.10248	5.63996	4.70315	5.44043	19.43184	18.01822	-2.17240	25.63941	16.95496	-6.13239	11.32131	11.70925	-11.28069	27.23766	8.38259	3.93550	18.77898	-5.22468	22.22932	18.55425	-2.57956	10.27578	-13.69455	-14.10290	27.12437	25.15542	8.08704	7.59950	6.49762	8.72572	18.57288	17.85481	0.55885	24.22035	17.75214	-6.16094	13.64160	14.28005	-12.51733	-12.68397	22.44779	24.72272	10.81286	8.45647	8.74885	11.34234	18.23800	21.11595	-5.05503	20.49611	18.78456	-0.77601	12.97287	12.16835
61	-12.91364	1.07774	24.91237	2.76122	8.85440	1.97830	9.47463	2.65578	19.80993	1.17561	-3.24368	2.69087	21.43654	2.36725	17.94217	0.98290	-1.33378	2.72904	12.73467	1.31213	-11.94512	-12.72133	27.92045	27.96882	7.50954	5.85972	7.01291	8.13200	20.17933	18.87882	-2.42362	24.05103	16.79978	-3.74704	11.69850	12.02814	-11.46052	25.83937	9.26362	6.15161	19.66997	-5.47868	20.34240	18.70382	-0.00437	11.02491	-14.03411	-14.53208	25.77296	23.34338	8.70014	8.67593	9.09519	11.50614	19.54864	19.09705	0.20728	22.62871	17.44673	-3.45310	13.95791	14.72282	-12.85118	-12.85111	20.43753	23.10411	12.28886	9.68297	10.77119	13.65336	19.02169	22.27397	-5.27971	18.72403	18.81833	1.86940	13.27702	12.43340
