	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_1_CINE_D.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_2_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_3_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d	2014_04_08_PC014_BAREFOOT_GAIT0004_5_CINE_D&E.c3d
32	0.06129	0.06180	-0.01968	0.01872	-0.02720	0.02792	0.16245	0.05528	-0.00566	0.02661	-0.02069	0.03787	0.16355	-0.02146	-0.04135	-0.00304	-0.04109	-0.05462	0.08423	-0.02666	-0.05538	0.06671	-0.00638	-0.02818	0.19488	-0.00672	-0.01691	0.12020	-0.01158	0.00120	0.20714	0.03219	0.03086
33	0.05793	0.05958	-0.01769	0.01788	-0.02417	0.02857	0.15973	0.05325	0.00235	0.02672	-0.01278	0.03820	0.15989	-0.01345	-0.03256	-0.00470	-0.03799	-0.05259	0.08497	-0.02036	-0.04915	0.06459	-0.00426	-0.02447	0.18885	0.00378	-0.00800	0.11389	-0.01083	0.00456	0.20521	0.03943	0.03860
34	0.05666	0.05805	-0.01599	0.01740	-0.02198	0.02933	0.15872	0.05165	0.01003	0.02684	-0.00490	0.03851	0.15698	-0.00564	-0.02334	-0.00518	-0.03548	-0.05129	0.08732	-0.01415	-0.04297	0.06519	-0.00203	-0.02202	0.18458	0.01354	0.00033	0.10997	-0.01046	0.00738	0.20599	0.04635	0.04640
35	0.05709	0.05746	-0.01462	0.01734	-0.02064	0.03017	0.15992	0.05066	0.01752	0.02690	0.00289	0.03881	0.15614	0.00215	-0.01386	-0.00512	-0.03369	-0.05076	0.09133	-0.00787	-0.03679	0.06823	0.00022	-0.02074	0.18265	0.02274	0.00795	0.10817	-0.01040	0.00957	0.20955	0.05305	0.05426
36	0.05858	0.05766	-0.01369	0.01777	-0.02010	0.03107	0.16315	0.05017	0.02497	0.02684	0.01055	0.03911	0.15776	0.01011	-0.00426	-0.00482	-0.03280	-0.05107	0.09667	-0.00140	-0.03052	0.07270	0.00236	-0.02030	0.18295	0.03154	0.01480	0.10787	-0.01063	0.01108	0.21521	0.05963	0.06218
37	0.06048	0.05833	-0.01331	0.01869	-0.02022	0.03203	0.16776	0.05004	0.03249	0.02660	0.01810	0.03939	0.16130	0.01842	0.00531	-0.00440	-0.03299	-0.05225	0.10269	0.00536	-0.02400	0.07726	0.00422	-0.02023	0.18508	0.04002	0.02093	0.10857	-0.01117	0.01182	0.22195	0.06614	0.07017
38	0.06236	0.05934	-0.01360	0.02004	-0.02087	0.03304	0.17323	0.05030	0.04007	0.02614	0.02553	0.03961	0.16643	0.02715	0.01464	-0.00410	-0.03433	-0.05427	0.10864	0.01241	-0.01711	0.08112	0.00566	-0.02014	0.18859	0.04817	0.02643	0.11006	-0.01213	0.01180	0.22924	0.07252	0.07816
39	0.06416	0.06082	-0.01465	0.02166	-0.02189	0.03411	0.17926	0.05121	0.04760	0.02537	0.03280	0.03974	0.17345	0.03625	0.02349	-0.00421	-0.03681	-0.05699	0.11376	0.01975	-0.00977	0.08444	0.00648	-0.01982	0.19253	0.05586	0.03141	0.11223	-0.01363	0.01114	0.23730	0.07855	0.08606
40	0.06590	0.06275	-0.01653	0.02343	-0.02304	0.03533	0.18568	0.05261	0.05493	0.02426	0.03980	0.03981	0.18262	0.04555	0.03160	-0.00487	-0.04033	-0.06014	0.11828	0.02723	-0.00211	0.08782	0.00652	-0.01918	0.19570	0.06293	0.03594	0.11475	-0.01578	0.01021	0.24611	0.08402	0.09379
41	0.06751	0.06488	-0.01922	0.02525	-0.02398	0.03679	0.19252	0.05372	0.06185	0.02293	0.04642	0.03993	0.19341	0.05479	0.03874	-0.00600	-0.04475	-0.06339	0.12384	0.03458	0.00558	0.09171	0.00574	-0.01801	0.19778	0.06913	0.04001	0.11680	-0.01866	0.00946	0.25506	0.08889	0.10134
