	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_21_CR026_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_4_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_4_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_4_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_5_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_5_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_5_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_5_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_5_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_5_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_6_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_6_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_6_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_6_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_6_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0003_6_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0004_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_2_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_07_21_CR026_BAREFOOT_GAIT0005_3_CINE_E&D.c3d
	LHIP_MF_N	LHIP_MF_N	LKNEE_MF_N	LKNEE_MF_N	LANKLE_MF_N	LANKLE_MF_N	RHIP_MF_N	RHIP_MF_N	RKNEE_MF_N	RKNEE_MF_N	RANKLE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N	LHIP_MF_N	LKNEE_MF_N	LANKLE_MF_N	RHIP_MF_N	RKNEE_MF_N	RANKLE_MF_N
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	-0.11662	0.03456	-0.01726	0.02666	0.00544	0.01265	-0.13469	0.05126	-0.01138	0.02515	-0.00190	0.01030	-0.12133	-0.02573	0.00706	-0.13814	-0.03202	-0.01017	-0.09083	-0.02930	-0.00987	-0.03515	0.02254	0.00788	-0.11503	-0.00207	0.01389	-0.17452	-0.05543	-0.01144	-0.14237	-0.01080	0.00107	-0.10976	0.03160	0.02599	-0.15258	-0.05618	-0.01000	-0.18948	-0.02316	-0.00119	-0.15167	-0.01742	-0.00388	-0.03637	0.04948	0.03156	-0.11289	0.00592	0.00026	-0.15336	-0.01427	0.00164	-0.22363	-0.04462	-0.00161	-0.11766	-0.00941	0.02300	-0.12802	-0.01294	-0.00382	-0.11350	-0.02010	0.00795	-0.11485	-0.02697	-0.01317	-0.07659	-0.00613	-0.00162	-0.04311	0.00420	-0.00427	-0.14059	-0.04205	0.00670	-0.15158	-0.00891	-0.01455	-0.14415	0.01588	0.00446	-0.13928	-0.04055	-0.00606	-0.16872	-0.01798	-0.00106
2	-0.09822	0.04499	-0.02456	0.03438	0.00466	0.02130	-0.11346	0.05905	-0.01553	0.03268	-0.00816	0.01807	-0.10178	-0.03084	0.00657	-0.12535	-0.04957	-0.02598	-0.06298	-0.04128	-0.02040	0.00408	0.02963	0.00863	-0.08321	0.00552	0.02614	-0.15799	-0.06376	-0.01927	-0.13904	-0.03106	-0.00379	-0.07274	0.04830	0.04016	-0.14792	-0.07350	-0.02190	-0.16725	-0.02814	-0.00565	-0.13267	-0.02643	-0.01553	0.00236	0.05689	0.04336	-0.08098	0.00625	-0.00835	-0.13891	-0.02672	-0.00197	-0.21255	-0.05054	-0.00546	-0.08941	-0.00280	0.03620	-0.11213	-0.01343	-0.01017	-0.09274	-0.02793	0.00708	-0.10805	-0.04132	-0.02851	-0.05431	-0.01041	-0.00556	-0.00757	-0.00394	-0.01382	-0.14191	-0.05597	0.00717	-0.13964	-0.02354	-0.02981	-0.12235	0.02170	0.00596	-0.12877	-0.05664	-0.01699	-0.15326	-0.02261	-0.00638
3	-0.06566	0.05675	-0.03182	0.04323	0.00008	0.03204	-0.07471	0.06762	-0.02027	0.04173	-0.01906	0.02731	-0.06983	-0.03537	0.00314	-0.10073	-0.07131	-0.04974	-0.01666	-0.05326	-0.03540	0.06375	0.03714	0.00421	-0.03145	0.01587	0.03801	-0.12212	-0.07195	-0.03106	-0.12485	-0.05418	-0.01341	-0.01349	0.06691	0.05213	-0.12567	-0.08905	-0.03913	-0.12287	-0.02984	-0.01338	-0.10311	-0.04075	-0.03528	0.05007	0.06467	0.05279	-0.03425	0.00492	-0.02197	-0.11558	-0.04331	-0.01234	-0.17464	-0.05488	-0.01325	-0.04462	0.00717	0.04984	-0.07889	-0.01347	-0.01929	-0.05911	-0.03534	0.00342	-0.08791	-0.05557	-0.05032	-0.01487	-0.01941	-0.01582	0.04711	-0.01056	-0.02821	-0.13134	-0.06711	0.00412	-0.11512	-0.04331	-0.05063	-0.08295	0.02613	0.00517	-0.10397	-0.07250	-0.03421	-0.12066	-0.02720	-0.01516
4	-0.01744	0.06982	-0.03790	0.05300	-0.00785	0.04446	-0.02034	0.07908	-0.02526	0.05229	-0.03419	0.03724	-0.02482	-0.03886	-0.00259	-0.06270	-0.09450	-0.07935	0.04883	-0.06192	-0.05298	0.14611	0.04660	-0.00644	0.04117	0.02785	0.04869	-0.06873	-0.07988	-0.04689	-0.09166	-0.07520	-0.02644	0.06534	0.08639	0.06023	-0.08597	-0.10171	-0.06036	-0.05988	-0.02827	-0.02403	-0.06319	-0.06033	-0.06206	0.10696	0.07417	0.06063	0.02637	0.00256	-0.03979	-0.08461	-0.06468	-0.03103	-0.11675	-0.05988	-0.02485	0.01764	0.02065	0.06359	-0.03104	-0.01254	-0.03090	-0.01451	-0.04176	-0.00184	-0.05329	-0.06887	-0.07752	0.04770	-0.03176	-0.03347	0.11763	-0.01263	-0.04657	-0.10665	-0.07423	-0.00233	-0.08184	-0.06759	-0.07588	-0.02604	0.02813	0.00192	-0.06335	-0.08741	-0.05609	-0.07675	-0.03279	-0.02651
5	0.05020	0.08311	-0.03878	0.06263	-0.01771	0.05733	0.04900	0.09143	-0.02659	0.06276	-0.05184	0.04611	0.03586	-0.03863	-0.00924	-0.01018	-0.11277	-0.11017	0.13198	-0.06299	-0.07030	0.24486	0.05975	-0.02261	0.13635	0.04342	0.05798	0.00212	-0.08302	-0.06472	-0.03003	-0.08624	-0.03973	0.16129	0.10716	0.06134	-0.02439	-0.10614	-0.08238	0.02048	-0.02056	-0.03644	-0.00572	-0.07828	-0.09181	0.17827	0.08846	0.06655	0.10030	0.00241	-0.06046	-0.03888	-0.08476	-0.05714	-0.03959	-0.06105	-0.03865	0.09964	0.03906	0.07614	0.02914	-0.00815	-0.04404	0.04213	-0.04346	-0.00710	-0.00208	-0.07659	-0.10651	0.13636	-0.04329	-0.05724	0.19725	-0.00616	-0.06708	-0.06184	-0.07387	-0.01114	-0.04080	-0.09021	-0.10221	0.04819	0.02956	-0.00352	-0.00301	-0.09691	-0.07887	-0.01928	-0.03439	-0.03890
6	0.13586	0.09569	-0.03236	0.07174	-0.02741	0.07032	0.12458	0.10202	-0.02200	0.07260	-0.07047	0.05322	0.11209	-0.03339	-0.01503	0.05083	-0.12175	-0.13903	0.22628	-0.05422	-0.08569	0.34319	0.07681	-0.04208	0.25215	0.06328	0.06676	0.08374	-0.07934	-0.08325	0.06026	-0.08297	-0.05029	0.26103	0.13146	0.05535	0.05742	-0.10070	-0.10300	0.10802	-0.00611	-0.04976	0.06486	-0.09053	-0.12070	0.26402	0.10976	0.07262	0.17793	0.00689	-0.08265	0.02619	-0.09810	-0.08743	0.04626	-0.05597	-0.05303	0.19942	0.06335	0.08815	0.09575	0.00084	-0.05827	0.10856	-0.03911	-0.01060	0.05724	-0.07778	-0.13502	0.24579	-0.05004	-0.08429	0.27412	0.01072	-0.08777	0.00345	-0.06617	-0.02058	0.00091	-0.10741	-0.12843	0.13250	0.03275	-0.01064	0.07469	-0.10002	-0.09959	0.04779	-0.02856	-0.05129
